tick,phase,collision,CuttingBoard_01_slot_x,CuttingBoard_01_slot_y,CuttingBoard_01_item,CuttingBoard_01_cut_time_accumulated,CuttingBoard_01_cut_stage,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_10_slot_x,CuttingBoard_10_slot_y,CuttingBoard_10_item,CuttingBoard_10_cut_time_accumulated,CuttingBoard_10_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Counter_26_slot_x,Counter_26_slot_y,Counter_26_item,Counter_27_slot_x,Counter_27_slot_y,Counter_27_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Delivery_53_slot_x,Delivery_53_slot_y,Delivery_53_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Dispenser_80_slot_x,Dispenser_80_slot_y,Dispenser_80_item,Delivery_83_slot_x,Delivery_83_slot_y,Delivery_83_item,Dispenser_91_slot_x,Dispenser_91_slot_y,Dispenser_91_item,Delivery_93_slot_x,Delivery_93_slot_y,Delivery_93_item,699a5c44f341072f_score,player_5560a18f_x,player_5560a18f_y,player_5560a18f_move_target,player_5560a18f_item,player_5560a18f_score,player_5560a18f_cut_speed,player_5560a18f_speed,player_461b71de_x,player_461b71de_y,player_461b71de_move_target,player_461b71de_item,player_461b71de_score,player_461b71de_cut_speed,player_461b71de_speed,f255db3a52fa8be9_score,cbfd94052c1f131a_message,e33d3dfdeb1077fc_score
5180,test,True,0,1,,0,0,0,2,tomato_cut,4.0,3,1,0,,0,0,2,2,,2,3,tomato,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,73.49999999999488,24.0,,plate,0,1.0,30.0,24.0,40.0,,,1,1.0,30.0,,,1.0
5181,test,True,0,1,,0,0,0,2,tomato_cut,4.0,3,1,0,,0,0,2,2,,2,3,tomato,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,72.2499999999946,24.0,,plate,0,1.0,30.0,24.0,40.0,,,1,1.0,30.0,,,1.0
5182,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,,2,3,tomato,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,71.34621797023578,24.84324151087344,,plate,0,1.0,30.0,24.0,40.0,,tomato_cut,1,1.0,30.0,,,1.0
5183,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,,2,3,tomato,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,70.45686168923703,25.72161808469994,,plate,0,1.0,30.0,24.0,40.0,,tomato_cut,1,1.0,30.0,,,1.0
5184,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,,2,3,tomato,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,69.56750540823828,26.59999465852644,,plate,0,1.0,30.0,24.0,40.0,,tomato_cut,1,1.0,30.0,,,1.0
5185,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,,2,3,tomato,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,68.67814912723952,27.47837123235294,,plate,0,1.0,30.0,24.0,40.0,,tomato_cut,1,1.0,30.0,,,1.0
5186,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,,2,3,tomato,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,67.78879284624077,28.356747806179442,,plate,0,1.0,30.0,24.0,40.0,,tomato_cut,1,1.0,30.0,,,1.0
5187,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,,2,3,tomato,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,66.89943656524201,29.235124380005942,,plate,0,1.0,30.0,24.0,40.0,,tomato_cut,1,1.0,30.0,,,1.0
5188,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,,2,3,tomato,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,66.01008028424326,30.113500953832443,,plate,0,1.0,30.0,24.0,40.0,,tomato_cut,1,1.0,30.0,,,1.0
5189,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,,2,3,tomato,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,65.1207240032445,30.991877527658943,,plate,0,1.0,30.0,24.0,40.0,,tomato_cut,1,1.0,30.0,,,1.0
5190,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,,2,3,tomato,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,64.23136772224575,31.870254101485443,,plate,0,1.0,30.0,24.0,40.0,,tomato_cut,1,1.0,30.0,,,1.0
5191,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,,2,3,tomato,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,63.34201144124647,32.748630675311944,,plate,0,1.0,30.0,24.0,40.0,,tomato_cut,1,1.0,30.0,,,1.0
5192,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,,2,3,tomato,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,62.452655160247005,33.627007249138444,,plate,0,1.0,30.0,24.0,40.0,,tomato_cut,1,1.0,30.0,,,1.0
5193,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,,2,3,tomato,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,61.56329887924754,34.505383822964944,,plate,0,1.0,30.0,24.0,40.0,,tomato_cut,1,1.0,30.0,,,1.0
5194,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,,2,3,tomato,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,60.673942598248075,35.383760396791445,,plate,0,1.0,30.0,24.0,40.0,,tomato_cut,1,1.0,30.0,,,1.0
5195,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,,2,3,tomato,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,59.78458631724861,36.262136970617945,,plate,0,1.0,30.0,24.0,40.0,,tomato_cut,1,1.0,30.0,,,1.0
5196,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,,2,3,tomato,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,58.895230036249146,37.140513544444445,,plate,0,1.0,30.0,24.0,40.0,,tomato_cut,1,1.0,30.0,,,1.0
5197,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,,2,3,tomato,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,58.00587375524984,38.018890118270946,,plate,0,1.0,30.0,24.0,40.0,,tomato_cut,1,1.0,30.0,,,1.0
5198,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,,2,3,tomato,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,57.11651747425088,38.897266692097446,,plate,0,1.0,30.0,24.0,40.0,,tomato_cut,1,1.0,30.0,,,1.0
5199,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,,2,3,tomato,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.22716119325191,39.77564326592395,,plate,0,1.0,30.0,24.0,40.0,,tomato_cut,1,1.0,30.0,,,1.0
5200,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,,2,3,tomato,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,plate,0,1.0,30.0,24.0,40.0,,tomato_cut,1,1.0,30.0,,,1.0
5201,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,plate,2,3,tomato,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,,0,1.0,30.0,24.0,40.0,,tomato_cut,1,1.0,30.0,,,1.0
5202,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,plate,2,3,tomato,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,,0,1.0,30.0,24.0,40.0,,tomato_cut,1,1.0,30.0,,,1.0
5203,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,plate,2,3,tomato,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,,0,1.0,30.0,24.0,40.0,,tomato_cut,1,1.0,30.0,,,1.0
5204,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,plate,2,3,tomato,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,,0,1.0,30.0,24.0,40.0,,tomato_cut,1,1.0,30.0,,,1.0
5205,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,plate,2,3,tomato,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,,0,1.0,30.0,24.0,40.0,,tomato_cut,1,1.0,30.0,,,1.0
5206,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,plate,2,3,tomato,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,,0,1.0,30.0,24.0,40.0,,tomato_cut,1,1.0,30.0,,,1.0
5207,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,plate,2,3,tomato,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,,0,1.0,30.0,24.0,40.0,,tomato_cut,1,1.0,30.0,,,1.0
5208,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,plate,2,3,tomato,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,,0,1.0,30.0,24.0,40.0,,tomato_cut,1,1.0,30.0,,,1.0
5209,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,plate,2,3,tomato,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,,0,1.0,30.0,24.0,40.0,,tomato_cut,1,1.0,30.0,,,1.0
5210,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,plate,2,3,tomato,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,,0,1.0,30.0,24.0,40.0,,tomato_cut,1,1.0,30.0,,,1.0
5211,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,plate,2,3,tomato,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,,0,1.0,30.0,24.0,41.250000000000284,,tomato_cut,1,1.0,30.0,,,1.0
5212,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,plate,2,3,tomato,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,,0,1.0,30.0,24.0,42.50000000000057,,tomato_cut,1,1.0,30.0,,,1.0
5213,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,plate,2,3,tomato,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,,0,1.0,30.0,24.0,43.75000000000085,,tomato_cut,1,1.0,30.0,,,1.0
5214,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,plate,2,3,tomato,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,,0,1.0,30.0,24.0,45.00000000000114,,tomato_cut,1,1.0,30.0,,,1.0
5215,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,plate,2,3,tomato,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,,0,1.0,30.0,24.0,46.25000000000142,,tomato_cut,1,1.0,30.0,,,1.0
5216,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,plate,2,3,tomato,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,,0,1.0,30.0,24.0,47.500000000001705,,tomato_cut,1,1.0,30.0,,,1.0
5217,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,plate,2,3,tomato,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,,0,1.0,30.0,24.0,48.75000000000199,,tomato_cut,1,1.0,30.0,,,1.0
5218,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,plate,2,3,tomato,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,,0,1.0,30.0,24.0,50.000000000002274,,tomato_cut,1,1.0,30.0,,,1.0
5219,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,plate,2,3,tomato,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,,0,1.0,30.0,24.0,51.25000000000256,,tomato_cut,1,1.0,30.0,,,1.0
5220,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,plate,2,3,tomato,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,,0,1.0,30.0,24.0,52.50000000000284,,tomato_cut,1,1.0,30.0,,,1.0
5221,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,plate,2,3,tomato,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,,0,1.0,30.0,24.0,53.750000000003126,,tomato_cut,1,1.0,30.0,,,1.0
5222,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,plate,2,3,tomato,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,,0,1.0,30.0,24.0,55.00000000000341,,tomato_cut,1,1.0,30.0,,,1.0
5223,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,plate,2,3,tomato,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,,0,1.0,30.0,24.0,56.250000000003695,,tomato_cut,1,1.0,30.0,,,1.0
5224,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,plate,2,3,tomato,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,,0,1.0,30.0,24.0,57.50000000000398,,tomato_cut,1,1.0,30.0,,,1.0
5225,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,plate,2,3,tomato,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,,0,1.0,30.0,24.0,58.75000000000426,,tomato_cut,1,1.0,30.0,,,1.0
5226,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,plate,2,3,tomato,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,,0,1.0,30.0,24.0,60.00000000000455,,tomato_cut,1,1.0,30.0,,,1.0
5227,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,plate,2,3,tomato,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,,0,1.0,30.0,24.0,61.25000000000483,,tomato_cut,1,1.0,30.0,,,1.0
5228,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,plate,2,3,tomato,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,,0,1.0,30.0,24.0,62.500000000005116,,tomato_cut,1,1.0,30.0,,,1.0
5229,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,plate,2,3,tomato,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,,0,1.0,30.0,24.0,63.7500000000054,,tomato_cut,1,1.0,30.0,,,1.0
5230,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,plate,2,3,tomato,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,,0,1.0,30.0,24.0,65.00000000000568,,tomato_cut,1,1.0,30.0,,,1.0
5231,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,plate,2,3,tomato,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,,0,1.0,30.0,24.0,66.25000000000597,,tomato_cut,1,1.0,30.0,,,1.0
5232,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,plate,2,3,tomato,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,,0,1.0,30.0,24.0,67.50000000000625,,tomato_cut,1,1.0,30.0,,,1.0
5233,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,plate,2,3,tomato,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,,0,1.0,30.0,24.0,68.75000000000654,,tomato_cut,1,1.0,30.0,,,1.0
5234,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,plate,2,3,tomato,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,,0,1.0,30.0,24.0,70.00000000000682,,tomato_cut,1,1.0,30.0,,,1.0
5235,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,plate,2,3,tomato,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,,0,1.0,30.0,24.0,71.2500000000071,,tomato_cut,1,1.0,30.0,,,1.0
5236,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,plate,2,3,tomato,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,,0,1.0,30.0,24.0,72.0,,tomato_cut,1,1.0,30.0,,,1.0
5237,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,plate,2,3,tomato,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,,0,1.0,30.0,24.0,72.0,,,1,1.0,30.0,,,1.0
5238,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,plate,2,3,tomato,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,,0,1.0,30.0,24.0,72.0,,,1,1.0,30.0,,,1.0
5239,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,plate,2,3,tomato,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,,0,1.0,30.0,24.0,72.0,,,1,1.0,30.0,,,1.0
5240,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,plate,2,3,tomato,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,,0,1.0,30.0,24.0,72.0,,,1,1.0,30.0,,,1.0
5241,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,plate,2,3,tomato,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,,0,1.0,30.0,24.0,72.0,,,1,1.0,30.0,,,1.0
5242,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,plate,2,3,tomato,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,,0,1.0,30.0,24.0,72.0,,,1,1.0,30.0,,,1.0
5243,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,plate,2,3,tomato,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,,0,1.0,30.0,24.0,72.0,,,1,1.0,30.0,,,1.0
5244,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,plate,2,3,tomato,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,,0,1.0,30.0,24.0,72.0,,,1,1.0,30.0,,,1.0
5245,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,plate,2,3,tomato,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,,0,1.0,30.0,24.0,72.0,,,1,1.0,30.0,,,1.0
5246,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,plate,2,3,tomato,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,,0,1.0,30.0,24.0,72.0,,,1,1.0,30.0,,,1.0
5247,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,plate,2,3,tomato,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,,0,1.0,30.0,24.0,72.0,,,1,1.0,30.0,,,1.0
5248,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,plate,2,3,tomato,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,,0,1.0,30.0,24.0,72.0,,,1,1.0,30.0,,,1.0
