tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_03_slot_x,CuttingBoard_03_slot_y,CuttingBoard_03_item,CuttingBoard_03_cut_time_accumulated,CuttingBoard_03_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,8ac2619f554f4c28_score,player_11ec4291_x,player_11ec4291_y,player_11ec4291_move_target,player_11ec4291_item,player_11ec4291_score,player_11ec4291_cut_speed,player_11ec4291_speed,player_b51a209e_x,player_b51a209e_y,player_b51a209e_move_target,player_b51a209e_item,player_b51a209e_score,player_b51a209e_cut_speed,player_b51a209e_speed
3127,0,1,,0,2,tomato,0.5,0,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,39.95382555869017,24.194346815316237,,,0,1.0,30.0,56.0,56.0,,,8,1.0,30.0
3128,0,1,,0,2,tomato,0.5,0,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,41.203733885133886,24.179208272259245,,,0,1.0,30.0,56.0,56.0,,,8,1.0,30.0
3129,0,1,,0,2,tomato,0.5,0,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,42.4536422115776,24.164069729202254,,,0,1.0,30.0,56.0,56.0,,,8,1.0,30.0
3130,0,1,,0,2,tomato,0.5,0,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,43.70355053802132,24.148931186145262,,,0,1.0,30.0,56.0,56.0,,,8,1.0,30.0
3131,0,1,,0,2,tomato,0.5,0,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,44.953458864465034,24.13379264308827,,,0,1.0,30.0,56.0,56.0,,,8,1.0,30.0
3132,0,1,,0,2,tomato,0.5,0,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,46.20336719090875,24.11865410003119,,,0,1.0,30.0,56.0,56.0,,,8,1.0,30.0
3133,0,1,,0,2,tomato,0.5,0,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,47.453275517352466,24.103515556974024,,,0,1.0,30.0,56.0,56.0,,,8,1.0,30.0
3134,0,1,,0,2,tomato,0.5,0,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,48.70318384379618,24.08837701391686,,,0,1.0,30.0,56.88388347648305,55.11611652351695,,,8,1.0,30.0
3135,0,1,,0,2,tomato,0.5,0,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,49.9530921702399,24.073238470859692,,,0,1.0,30.0,57.7677669529661,54.2322330470339,,,8,1.0,30.0
3136,0,1,,0,2,tomato,0.5,0,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,51.203000496683615,24.058099927802527,,,0,1.0,30.0,58.65165042944915,53.34834957055085,,,8,1.0,30.0
3137,0,1,,0,2,tomato,0.5,0,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,52.45290882312733,24.04296138474536,,,0,1.0,30.0,59.5355339059322,52.4644660940678,,,8,1.0,30.0
3138,0,1,,0,2,tomato,0.5,0,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,53.70281714957105,24.027822841688195,,,0,1.0,30.0,60.41941738241525,51.58058261758475,,,8,1.0,30.0
3139,0,1,,0,2,tomato,0.5,0,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,54.95272547601476,24.01268429863103,,,0,1.0,30.0,61.3033008588983,50.6966991411017,,,8,1.0,30.0
3140,0,1,,0,2,tomato,0.5,0,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,56.20266313364169,24.00233106509779,,,0,1.0,30.0,62.187184335381346,49.812815664618654,,,8,1.0,30.0
3141,0,1,,0,2,tomato,0.5,0,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,57.45266312003295,24.002146614302884,,,0,1.0,30.0,63.071067811864395,48.928932188135605,,,8,1.0,30.0
3142,0,1,,0,2,tomato,0.5,0,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,58.70266310642421,24.00196216350798,,,0,1.0,30.0,63.954951288347445,48.045048711652555,,,8,1.0,30.0
3143,0,1,,0,2,tomato,0.5,0,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,59.95266309281547,24.001777712713075,,,0,1.0,30.0,64.8388347648305,47.161165235169506,,,8,1.0,30.0
3144,0,1,,0,2,tomato,0.5,0,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,61.20266307920673,24.00159326191817,,,0,1.0,30.0,65.72271824131354,46.277281758686456,,,8,1.0,30.0
3145,0,1,,0,2,tomato,0.5,0,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,62.45266306559799,24.001408811123397,,,0,1.0,30.0,66.6066017177966,45.39339828220341,,,8,1.0,30.0
3146,0,1,,0,2,tomato,0.5,0,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,63.70266305198925,24.00122436032867,,,0,1.0,30.0,67.49048519427964,44.50951480572036,,,8,1.0,30.0
3147,0,1,,0,2,tomato,0.5,0,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,64.95266303837997,24.001039909533944,,,0,1.0,30.0,68.37436867076269,43.62563132923731,,,8,1.0,30.0
3148,0,1,,0,2,tomato,0.5,0,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,66.20266302477052,24.000855458739217,,,0,1.0,30.0,69.25825214724574,42.74174785275426,,,8,1.0,30.0
3149,0,1,,0,2,tomato,0.5,0,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,67.45266301116106,24.00067100794449,,,0,1.0,30.0,70.14213562372879,41.85786437627121,,,8,1.0,30.0
3150,0,1,,0,2,tomato,0.5,0,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,68.70266299755161,24.000486557149763,,,0,1.0,30.0,71.02601910021184,40.97398089978816,,,8,1.0,30.0
3151,0,1,,0,2,tomato,0.5,0,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,69.95266298394216,24.000302106355036,,,0,1.0,30.0,71.95382555869026,40.19434681531624,,,8,1.0,30.0
3152,0,1,,0,2,tomato,0.5,0,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,71.20266297033271,24.00011765556031,,,0,1.0,30.0,73.20373388513468,40.179208272259245,,,8,1.0,30.0
3153,0,1,,0,2,tomato,0.5,0,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,72.0,24.0,,,0,1.0,30.0,74.45364221157911,40.164069729202254,,,8,1.0,30.0
3154,0,1,,0,2,tomato,0.5,0,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,72.0,24.0,,tomato,0,1.0,30.0,75.70355053802353,40.14893118614526,,,8,1.0,30.0
3155,0,1,,0,2,tomato,0.5,0,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,72.0,24.0,,tomato,0,1.0,30.0,76.95345886446796,40.13379264308827,,,8,1.0,30.0
3156,0,1,,0,2,tomato,0.5,0,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,72.0,24.0,,tomato,0,1.0,30.0,78.20336719091239,40.11865410003128,,,8,1.0,30.0
3157,0,1,,0,2,tomato,0.5,0,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,72.0,24.0,,tomato,0,1.0,30.0,79.45327551735681,40.10351555697429,,,8,1.0,30.0
3158,0,1,,0,2,tomato,0.5,0,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,72.0,24.0,,tomato,0,1.0,30.0,80.70318384380124,40.088377013917295,,,8,1.0,30.0
3159,0,1,,0,2,tomato,0.5,0,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,72.0,24.0,,tomato,0,1.0,30.0,81.95309217024567,40.0732384708603,,,8,1.0,30.0
3160,0,1,,0,2,tomato,0.5,0,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,72.0,24.0,,tomato,0,1.0,30.0,83.2030004966901,40.05809992780313,,,8,1.0,30.0
3161,0,1,,0,2,tomato,0.5,0,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,72.0,24.0,,tomato,0,1.0,30.0,84.45290882313452,40.04296138474578,,,8,1.0,30.0
3162,0,1,,0,2,tomato,0.5,0,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,72.0,24.0,,tomato,0,1.0,30.0,85.70281714957895,40.027822841688426,,,8,1.0,30.0
3163,0,1,,0,2,tomato,0.5,0,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,72.0,24.0,,tomato,0,1.0,30.0,86.95272547602337,40.01268429863107,,,8,1.0,30.0
3164,0,1,,0,2,tomato,0.5,0,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,72.0,24.0,,tomato,0,1.0,30.0,88.08721304983902,39.72126494341936,,,8,1.0,30.0
3165,0,1,,0,2,tomato,0.5,0,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,72.0,24.0,,tomato,0,1.0,30.0,88.97643152431851,38.84274886237961,,,8,1.0,30.0
3166,0,1,,0,2,tomato,0.5,0,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,72.0,24.0,,tomato,0,1.0,30.0,89.865649998798,37.96423278133986,,,8,1.0,30.0
3167,0,1,,0,2,tomato,0.5,0,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,72.0,24.0,,tomato,0,1.0,30.0,90.7548684732775,37.08571670030011,,,8,1.0,30.0
3168,0,1,,0,2,tomato,0.5,0,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,72.0,24.0,,tomato,0,1.0,30.0,91.64408694775699,36.20720061926036,,,8,1.0,30.0
3169,0,1,,0,2,tomato,0.5,0,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,72.0,24.0,,tomato,0,1.0,30.0,92.53330542223648,35.328684538220614,,,8,1.0,30.0
3170,0,1,,0,2,tomato,0.5,0,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,72.0,24.0,,tomato,0,1.0,30.0,93.42252389671597,34.450168457180865,,,8,1.0,30.0
3171,0,1,,0,2,tomato,0.5,0,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,72.0,24.0,,tomato,0,1.0,30.0,94.31174237119546,33.57165237614112,,,8,1.0,30.0
3172,0,1,,0,2,tomato,0.5,0,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,72.0,24.0,,tomato,0,1.0,30.0,95.20096084567496,32.69313629510137,,,8,1.0,30.0
3173,0,1,,0,2,tomato,0.5,0,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,70.74999999999972,24.0,,tomato,0,1.0,30.0,96.09017932015445,31.814620214061698,,,8,1.0,30.0
3174,0,1,,0,2,tomato,0.5,0,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,69.49999999999943,24.0,,tomato,0,1.0,30.0,96.97939779463394,30.936104133022305,,,8,1.0,30.0
3175,0,1,,0,2,tomato,0.5,0,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,68.24999999999915,24.0,,tomato,0,1.0,30.0,97.86861626911343,30.05758805198291,,,8,1.0,30.0
3176,0,1,,0,2,tomato,0.5,0,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,66.99999999999886,24.0,,tomato,0,1.0,30.0,98.75783474359292,29.179071970943518,,,8,1.0,30.0
3177,0,1,,0,2,tomato,0.5,0,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,65.74999999999858,24.0,,tomato,0,1.0,30.0,99.64705321807241,28.300555889904125,,,8,1.0,30.0
3178,0,1,,0,2,tomato,0.5,0,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,64.4999999999983,24.0,,tomato,0,1.0,30.0,100.5362716925519,27.4220398088646,,,8,1.0,30.0
3179,0,1,,0,2,tomato,0.5,0,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,63.24999999999801,24.0,,tomato,0,1.0,30.0,101.4254901670314,26.54352372782485,,,8,1.0,30.0
3180,0,1,,0,2,tomato,0.5,0,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,61.999999999997726,24.0,,tomato,0,1.0,30.0,102.31470864151089,25.665007646785103,,,8,1.0,30.0
3181,0,1,,0,2,tomato,0.5,0,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,60.74999999999744,24.0,,tomato,0,1.0,30.0,103.20392711599006,24.786491565745354,,,8,1.0,30.0
3182,0,1,,0,2,tomato,0.5,0,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,59.49999999999716,24.0,,tomato,0,1.0,30.0,104.0,24.0,,,8,1.0,30.0
3183,0,1,,0,2,tomato,0.5,0,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,58.249999999996874,24.0,,tomato,0,1.0,30.0,104.0,24.0,,plate,8,1.0,30.0
3184,0,1,,0,2,tomato,0.5,0,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,56.99999999999659,24.0,,tomato,0,1.0,30.0,104.0,24.0,,plate,8,1.0,30.0
3185,0,1,,0,2,tomato,0.5,0,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,55.749999999996305,24.0,,tomato,0,1.0,30.0,104.0,24.0,,plate,8,1.0,30.0
3186,0,1,,0,2,tomato,0.5,0,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,54.49999999999602,24.0,,tomato,0,1.0,30.0,104.0,24.0,,plate,8,1.0,30.0
3187,0,1,,0,2,tomato,0.5,0,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,53.24999999999574,24.0,,tomato,0,1.0,30.0,104.0,24.0,,plate,8,1.0,30.0
3188,0,1,,0,2,tomato,0.5,0,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,51.99999999999545,24.0,,tomato,0,1.0,30.0,104.0,24.0,,plate,8,1.0,30.0
3189,0,1,,0,2,tomato,0.5,0,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,50.74999999999517,24.0,,tomato,0,1.0,30.0,104.0,24.0,,plate,8,1.0,30.0
3190,0,1,,0,2,tomato,0.5,0,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,49.499999999994884,24.0,,tomato,0,1.0,30.0,104.0,24.0,,plate,8,1.0,30.0
3191,0,1,,0,2,tomato,0.5,0,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,48.2499999999946,24.0,,tomato,0,1.0,30.0,104.0,24.0,,plate,8,1.0,30.0
3192,0,1,,0,2,tomato,0.5,0,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,46.999999999994316,24.0,,tomato,0,1.0,30.0,104.0,24.0,,plate,8,1.0,30.0
3193,0,1,,0,2,tomato,0.5,0,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,45.74999999999403,24.0,,tomato,0,1.0,30.0,104.0,24.0,,plate,8,1.0,30.0
3194,0,1,,0,2,tomato,0.5,0,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,44.49999999999375,24.0,,tomato,0,1.0,30.0,104.0,24.0,,plate,8,1.0,30.0
3195,0,1,,0,2,tomato,0.5,0,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,43.24999999999346,24.0,,tomato,0,1.0,30.0,104.0,24.0,,plate,8,1.0,30.0
3196,0,1,,0,2,tomato,0.5,0,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,41.99999999999318,24.0,,tomato,0,1.0,30.0,104.0,24.0,,plate,8,1.0,30.0
3197,0,1,,0,2,tomato,0.5,0,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,40.749999999992895,24.0,,tomato,0,1.0,30.0,104.0,24.0,,plate,8,1.0,30.0
3198,0,1,,0,2,tomato,0.5,0,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,39.70196048263347,24.49189088134284,,tomato,0,1.0,30.0,104.0,24.0,,plate,8,1.0,30.0
3199,0,1,,0,2,tomato,0.5,0,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,38.81260420163471,25.37026745516934,,tomato,0,1.0,30.0,104.0,24.0,,plate,8,1.0,30.0
3200,0,1,,0,2,tomato,0.5,0,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,37.92324792063596,26.24864402899584,,tomato,0,1.0,30.0,104.0,24.0,,plate,8,1.0,30.0
3201,0,1,,0,2,tomato,0.5,0,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,37.033891639637005,27.12702060282234,,tomato,0,1.0,30.0,104.0,24.0,,plate,8,1.0,30.0
3202,0,1,,0,2,tomato,0.5,0,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,36.14453535863804,28.00539717664884,,tomato,0,1.0,30.0,104.0,24.0,,plate,8,1.0,30.0
3203,0,1,,0,2,tomato,0.5,0,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,35.25517907763907,28.883773750475342,,tomato,0,1.0,30.0,104.0,24.0,,plate,8,1.0,30.0
3204,0,1,,0,2,tomato,0.5,0,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,34.36582279664011,29.762150324301842,,tomato,0,1.0,30.0,104.0,24.0,,plate,8,1.0,30.0
