tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_03_slot_x,CuttingBoard_03_slot_y,CuttingBoard_03_item,CuttingBoard_03_cut_time_accumulated,CuttingBoard_03_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,abe6efe13c042d9e_score,player_5156b673_x,player_5156b673_y,player_5156b673_move_target,player_5156b673_item,player_5156b673_score,player_5156b673_cut_speed,player_5156b673_speed,player_105404d7_x,player_105404d7_y,player_105404d7_move_target,player_105404d7_item,player_105404d7_score,player_105404d7_cut_speed,player_105404d7_speed
3864,0,1,,0,2,tomato,0.6166666666666669,0,0,3,None_cut,3.9583333333333277,3,2,2,plate,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,83.08348078704455,76.85661978516913,,tomato_salad,1,1.0,12.0,24.000899125634927,62.0949672806851,,,1,0.2,30.0
3865,0,1,,0,2,tomato,0.6166666666666669,0,0,3,None_cut,3.9583333333333277,3,2,2,plate,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,83.43919442022951,76.50523991783774,,tomato_salad,1,1.0,12.0,24.00071472644461,60.84496729428602,,,1,0.2,30.0
3866,0,1,,0,2,tomato,0.6166666666666669,0,0,3,None_cut,3.9583333333333277,3,2,2,plate,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,83.79490805341447,76.15386005050635,,tomato_salad,1,1.0,12.0,24.000530327254292,59.59496730788695,,,1,0.2,30.0
3867,0,1,,0,2,tomato,0.6166666666666669,0,0,3,None_cut,3.9583333333333277,3,2,2,plate,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,84.15062168659944,75.80248018317498,,tomato_salad,1,1.0,12.0,24.000345928063975,58.34496732148787,,,1,0.2,30.0
3868,0,1,,0,2,tomato,0.6166666666666669,0,0,3,None_cut,3.9583333333333277,3,2,2,plate,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,84.5063353197844,75.45110031584359,,tomato_salad,1,1.0,12.0,24.000161528873658,57.094967335088796,,,1,0.2,30.0
3869,0,1,,0,2,tomato,0.6166666666666669,0,0,3,None_cut,3.9583333333333277,3,2,2,plate,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,84.86204895296936,75.09972044851222,,tomato_salad,1,1.0,12.0,24.00002813987407,55.84496734488198,,,1,0.2,30.0
3870,0,1,,0,2,tomato,0.6166666666666669,0,0,3,None_cut,3.9583333333333277,3,2,2,plate,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,85.21776258615432,74.74834058118083,,tomato_salad,1,1.0,12.0,24.00002591993615,54.59496734488383,,,1,0.2,30.0
3871,0,1,,0,2,tomato,0.6166666666666669,0,0,3,None_cut,3.9583333333333277,3,2,2,plate,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,85.57347621933928,74.39696071384945,,tomato_salad,1,1.0,12.0,24.000023699998316,53.344967344885674,,,1,0.2,30.0
3872,0,1,,0,2,tomato,0.6166666666666669,0,0,3,None_cut,3.9583333333333277,3,2,2,plate,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,85.92918985252425,74.04558084651806,,tomato_salad,1,1.0,12.0,24.000021480060482,52.09496734488752,,,1,0.2,30.0
3873,0,1,,0,2,tomato,0.6166666666666669,0,0,3,None_cut,3.9583333333333277,3,2,2,plate,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,86.28490348570921,73.69420097918668,,tomato_salad,1,1.0,12.0,24.00001926012265,50.84496734488937,,,1,0.2,30.0
3874,0,1,,0,2,tomato,0.6166666666666669,0,0,3,None_cut,3.9583333333333277,3,2,2,plate,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,86.64061711889417,73.3428211118553,,tomato_salad,1,1.0,12.0,24.000017040184815,49.59496734489122,,,1,0.2,30.0
3875,0,1,,0,2,tomato,0.6166666666666669,0,0,3,None_cut,3.9583333333333277,3,2,2,plate,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,86.99633075207913,72.99144124452391,,tomato_salad,1,1.0,12.0,24.00001482024698,48.344967344893064,,,1,0.2,30.0
3876,0,1,,0,2,tomato,0.6166666666666669,0,0,3,None_cut,3.9583333333333277,3,2,2,plate,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,87.3520443852641,72.64006137719254,,tomato_salad,1,1.0,12.0,24.000012600309148,47.09496734489491,,,1,0.2,30.0
3877,0,1,,0,2,tomato,0.6166666666666669,0,0,3,None_cut,3.9583333333333277,3,2,2,plate,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,87.70775801844906,72.28868150986115,,tomato_salad,1,1.0,12.0,24.000010380371315,45.84496734489676,,,1,0.2,30.0
3878,0,1,,0,2,tomato,0.6166666666666669,0,0,3,None_cut,3.9583333333333277,3,2,2,plate,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,72.0,,tomato_salad,1,1.0,12.0,24.00000816043348,44.594967344898606,,,1,0.2,30.0
3879,0,1,,0,2,tomato,0.6166666666666669,0,0,3,None_cut,3.9583333333333277,3,2,2,plate,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,88.0,72.0,,,2,1.0,12.0,24.000005940495647,43.344967344900454,,,1,0.2,30.0
3880,0,1,,0,2,tomato,0.6166666666666669,0,0,3,None_cut,3.9583333333333277,3,2,2,plate,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,88.0,72.0,,,2,1.0,12.0,24.000003720557814,42.0949673449023,,,1,0.2,30.0
3881,0,1,,0,2,tomato,0.6166666666666669,0,0,3,None_cut,3.9583333333333277,3,2,2,plate,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,88.0,72.0,,,2,1.0,12.0,24.00000150061998,40.84496734490415,,,1,0.2,30.0
3882,0,1,,0,2,tomato,0.6166666666666669,0,0,3,None_cut,3.9583333333333277,3,2,2,plate,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,88.0,72.0,,,2,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3883,0,1,,0,2,tomato,0.6166666666666669,0,0,3,None_cut,3.9583333333333277,3,2,2,plate,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,88.0,72.0,,,2,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3884,0,1,,0,2,tomato,0.6250000000000002,0,0,3,None_cut,3.9583333333333277,3,2,2,plate,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,88.0,72.0,,,2,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3885,0,1,,0,2,tomato,0.6333333333333335,0,0,3,None_cut,3.9583333333333277,3,2,2,plate,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,88.0,72.0,,,2,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3886,0,1,,0,2,tomato,0.6416666666666668,0,0,3,None_cut,3.9583333333333277,3,2,2,plate,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,88.0,72.0,,,2,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3887,0,1,,0,2,tomato,0.6500000000000001,0,0,3,None_cut,3.9583333333333277,3,2,2,plate,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,88.0,72.0,,,2,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3888,0,1,,0,2,tomato,0.6583333333333334,0,0,3,None_cut,3.9583333333333277,3,2,2,plate,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,88.0,72.0,,,2,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3889,0,1,,0,2,tomato,0.6666666666666667,0,0,3,None_cut,3.9583333333333277,3,2,2,plate,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,88.0,72.0,,,2,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3890,0,1,,0,2,tomato,0.675,0,0,3,None_cut,3.9583333333333277,3,2,2,plate,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,88.0,72.0,,,2,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3891,0,1,,0,2,tomato,0.6833333333333333,0,0,3,None_cut,3.9583333333333277,3,2,2,plate,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,88.0,72.0,,,2,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3892,0,1,,0,2,tomato,0.6916666666666667,0,0,3,None_cut,3.9583333333333277,3,2,2,plate,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,88.0,72.0,,,2,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3893,0,1,,0,2,tomato,0.7,0,0,3,None_cut,3.9583333333333277,3,2,2,plate,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,88.0,72.0,,,2,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3894,0,1,,0,2,tomato,0.7083333333333333,0,0,3,None_cut,3.9583333333333277,3,2,2,plate,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,88.0,72.0,,,2,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3895,0,1,,0,2,tomato,0.7166666666666666,0,0,3,None_cut,3.9583333333333277,3,2,2,plate,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,88.0,72.0,,,2,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3896,0,1,,0,2,tomato,0.7249999999999999,0,0,3,None_cut,3.9583333333333277,3,2,2,plate,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,88.0,72.0,,,2,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3897,0,1,,0,2,tomato,0.7333333333333332,0,0,3,None_cut,3.9583333333333277,3,2,2,plate,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,88.0,72.0,,,2,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3898,0,1,,0,2,tomato,0.7416666666666665,0,0,3,None_cut,3.9583333333333277,3,2,2,plate,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,88.0,72.0,,,2,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3899,0,1,,0,2,tomato,0.7499999999999998,0,0,3,None_cut,3.9583333333333277,3,2,2,plate,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,88.0,72.0,,,2,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3900,0,1,,0,2,tomato,0.7583333333333331,0,0,3,None_cut,3.9583333333333277,3,2,2,plate,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,88.0,72.0,,,2,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3901,0,1,,0,2,tomato,0.7666666666666664,0,0,3,None_cut,3.9583333333333277,3,2,2,plate,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,88.0,71.50000000000045,,,2,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3902,0,1,,0,2,tomato,0.7749999999999997,0,0,3,None_cut,3.9583333333333277,3,2,2,plate,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,88.0,71.00000000000091,,,2,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3903,0,1,,0,2,tomato,0.783333333333333,0,0,3,None_cut,3.9583333333333277,3,2,2,plate,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,88.0,70.50000000000136,,,2,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3904,0,1,,0,2,tomato,0.7916666666666663,0,0,3,None_cut,3.9583333333333277,3,2,2,plate,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,88.0,70.00000000000182,,,2,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3905,0,1,,0,2,tomato,0.7999999999999996,0,0,3,None_cut,3.9583333333333277,3,2,2,plate,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,88.0,69.50000000000227,,,2,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3906,0,1,,0,2,tomato,0.8083333333333329,0,0,3,None_cut,3.9583333333333277,3,2,2,plate,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,88.0,69.00000000000273,,,2,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3907,0,1,,0,2,tomato,0.8166666666666662,0,0,3,None_cut,3.9583333333333277,3,2,2,plate,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,88.0,68.50000000000318,,,2,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3908,0,1,,0,2,tomato,0.8249999999999995,0,0,3,None_cut,3.9583333333333277,3,2,2,plate,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,88.0,68.00000000000364,,,2,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3909,0,1,,0,2,tomato,0.8333333333333328,0,0,3,None_cut,3.9583333333333277,3,2,2,plate,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,88.0,67.50000000000409,,,2,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3910,0,1,,0,2,tomato,0.8416666666666661,0,0,3,None_cut,3.9583333333333277,3,2,2,plate,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,88.0,67.00000000000455,,,2,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3911,0,1,,0,2,tomato,0.8499999999999994,0,0,3,None_cut,3.9583333333333277,3,2,2,plate,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,88.0,66.500000000005,,,2,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3912,0,1,,0,2,tomato,0.8583333333333327,0,0,3,None_cut,3.9583333333333277,3,2,2,plate,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,88.0,66.00000000000546,,,2,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3913,0,1,,0,2,tomato,0.866666666666666,0,0,3,None_cut,3.9583333333333277,3,2,2,plate,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,88.0,65.50000000000591,,,2,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3914,0,1,,0,2,tomato,0.8749999999999993,0,0,3,None_cut,3.9583333333333277,3,2,2,plate,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,88.0,65.00000000000637,,,2,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3915,0,1,,0,2,tomato,0.8833333333333326,0,0,3,None_cut,3.9583333333333277,3,2,2,plate,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,88.0,64.50000000000682,,,2,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3916,0,1,,0,2,tomato,0.8916666666666659,0,0,3,None_cut,3.9583333333333277,3,2,2,plate,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,88.0,64.00000000000728,,,2,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3917,0,1,,0,2,tomato,0.8999999999999992,0,0,3,None_cut,3.9583333333333277,3,2,2,plate,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,88.0,63.50000000000702,,,2,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3918,0,1,,0,2,tomato,0.9083333333333325,0,0,3,None_cut,3.9583333333333277,3,2,2,plate,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,88.0,63.000000000006764,,,2,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3919,0,1,,0,2,tomato,0.9166666666666659,0,0,3,None_cut,3.9583333333333277,3,2,2,plate,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,88.0,62.50000000000651,,,2,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3920,0,1,,0,2,tomato,0.9249999999999992,0,0,3,None_cut,3.9583333333333277,3,2,2,plate,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,88.0,62.00000000000625,,,2,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3921,0,1,,0,2,tomato,0.9333333333333325,0,0,3,None_cut,3.9583333333333277,3,2,2,plate,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,88.0,61.500000000006,,,2,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3922,0,1,,0,2,tomato,0.9416666666666658,0,0,3,None_cut,3.9583333333333277,3,2,2,plate,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,88.0,61.00000000000574,,,2,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3923,0,1,,0,2,tomato,0.9499999999999991,0,0,3,None_cut,3.9583333333333277,3,2,2,plate,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,88.0,60.500000000005485,,,2,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3924,0,1,,0,2,tomato,0.9583333333333324,0,0,3,None_cut,3.9583333333333277,3,2,2,plate,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,88.0,60.00000000000523,,,2,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3925,0,1,,0,2,tomato,0.9666666666666657,0,0,3,None_cut,3.9583333333333277,3,2,2,plate,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,88.0,59.500000000004974,,,2,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3926,0,1,,0,2,tomato,0.974999999999999,0,0,3,None_cut,3.9583333333333277,3,2,2,plate,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,88.0,59.00000000000472,,,2,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3927,0,1,,0,2,tomato,0.9833333333333323,0,0,3,None_cut,3.9583333333333277,3,2,2,plate,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,88.0,58.50000000000446,,,2,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3928,0,1,,0,2,tomato,0.9916666666666656,0,0,3,None_cut,3.9583333333333277,3,2,2,plate,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,88.0,58.000000000004206,,,2,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3929,0,1,,0,2,tomato,0.9999999999999989,0,0,3,None_cut,3.9583333333333277,3,2,2,plate,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,88.0,57.50000000000395,,,2,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3930,0,1,,0,2,tomato,1.0083333333333322,1,0,3,None_cut,3.9583333333333277,3,2,2,plate,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,88.0,57.000000000003695,,,2,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3931,0,1,,0,2,tomato,1.0166666666666655,1,0,3,None_cut,3.9583333333333277,3,2,2,plate,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,88.0,56.50000000000344,,,2,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3932,0,1,,0,2,tomato,1.0249999999999988,1,0,3,None_cut,3.9583333333333277,3,2,2,plate,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,88.0,56.00000000000318,,,2,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3933,0,1,,0,2,tomato,1.033333333333332,1,0,3,None_cut,3.9583333333333277,3,2,2,plate,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,88.0,55.50000000000293,,,2,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3934,0,1,,0,2,tomato,1.0416666666666654,1,0,3,None_cut,3.9583333333333277,3,2,2,plate,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,88.0,55.00000000000267,,,2,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3935,0,1,,0,2,tomato,1.0499999999999987,1,0,3,None_cut,3.9583333333333277,3,2,2,plate,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,88.0,54.500000000002416,,,2,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3936,0,1,,0,2,tomato,1.058333333333332,1,0,3,None_cut,3.9583333333333277,3,2,2,plate,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,88.0,54.00000000000216,,,2,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3937,0,1,,0,2,tomato,1.0666666666666653,1,0,3,None_cut,3.9583333333333277,3,2,2,plate,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,88.0,53.500000000001904,,,2,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3938,0,1,,0,2,tomato,1.0749999999999986,1,0,3,None_cut,3.9583333333333277,3,2,2,plate,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,88.0,53.00000000000165,,,2,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3939,0,1,,0,2,tomato,1.083333333333332,1,0,3,None_cut,3.9583333333333277,3,2,2,plate,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,88.0,52.50000000000139,,,2,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3940,0,1,,0,2,tomato,1.0916666666666652,1,0,3,None_cut,3.9583333333333277,3,2,2,plate,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,88.0,52.00000000000114,,,2,1.0,12.0,24.0,40.0,,,1,0.2,30.0
