tick,phase,collision,CuttingBoard_01_slot_x,CuttingBoard_01_slot_y,CuttingBoard_01_item,CuttingBoard_01_cut_time_accumulated,CuttingBoard_01_cut_stage,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_10_slot_x,CuttingBoard_10_slot_y,CuttingBoard_10_item,CuttingBoard_10_cut_time_accumulated,CuttingBoard_10_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Counter_26_slot_x,Counter_26_slot_y,Counter_26_item,Counter_27_slot_x,Counter_27_slot_y,Counter_27_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Delivery_53_slot_x,Delivery_53_slot_y,Delivery_53_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Dispenser_80_slot_x,Dispenser_80_slot_y,Dispenser_80_item,Delivery_83_slot_x,Delivery_83_slot_y,Delivery_83_item,Dispenser_91_slot_x,Dispenser_91_slot_y,Dispenser_91_item,Delivery_93_slot_x,Delivery_93_slot_y,Delivery_93_item,06f8eb61737aa0a4_score,player_684aa9fc_x,player_684aa9fc_y,player_684aa9fc_move_target,player_684aa9fc_item,player_684aa9fc_score,player_684aa9fc_cut_speed,player_684aa9fc_speed,player_9ee7c86c_x,player_9ee7c86c_y,player_9ee7c86c_move_target,player_9ee7c86c_item,player_9ee7c86c_score,player_9ee7c86c_cut_speed,player_9ee7c86c_speed,c9ad4545d6badbaf_score,ce2f9c83027b95b8_message,f02cf34b875345d3_score
6663,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,tomato,0,1.0,12.0,56.0,40.0,,,5,0.2,30.0,,,5.0
6664,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,tomato,0,1.0,12.0,56.0,40.0,,,5,0.2,30.0,,,5.0
6665,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,tomato,0,1.0,12.0,56.0,40.0,,,5,0.2,30.0,,,5.0
6666,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,tomato,0,1.0,12.0,56.0,40.0,,,5,0.2,30.0,,,5.0
6667,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,tomato,0,1.0,12.0,56.0,40.0,,,5,0.2,30.0,,,5.0
6668,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,tomato,0,1.0,12.0,56.0,40.0,,,5,0.2,30.0,,,5.0
6669,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,tomato,0,1.0,12.0,56.0,40.0,,,5,0.2,30.0,,,5.0
6670,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,tomato,0,1.0,12.0,56.0,40.0,,,5,0.2,30.0,,,5.0
6671,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,tomato,0,1.0,12.0,56.0,40.0,,,5,0.2,30.0,,,5.0
6672,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,tomato,0,1.0,12.0,56.0,40.0,,,5,0.2,30.0,,,5.0
6673,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,tomato,0,1.0,12.0,56.0,40.0,,,5,0.2,30.0,,,5.0
6674,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,tomato,0,1.0,12.0,56.0,40.0,,,5,0.2,30.0,,,5.0
6675,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,tomato,0,1.0,12.0,56.0,40.0,,,5,0.2,30.0,,,5.0
6676,test,True,0,1,,0,0,0,2,tomato,0.0,0,1,0,,0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,56.0,40.0,,,5,0.2,30.0,,,5.0
6677,test,True,0,1,,0,0,0,2,tomato,0.041666666666666664,0,1,0,,0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,56.0,40.0,,,5,0.2,30.0,,,5.0
6678,test,True,0,1,,0,0,0,2,tomato,0.08333333333333333,0,1,0,,0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,56.0,40.0,,,5,0.2,30.0,,,5.0
6679,test,True,0,1,,0,0,0,2,tomato,0.125,0,1,0,,0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,56.0,40.0,,,5,0.2,30.0,,,5.0
6680,test,True,0,1,,0,0,0,2,tomato,0.16666666666666666,0,1,0,,0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,57.250000000000284,40.0,,,5,0.2,30.0,,,5.0
6681,test,True,0,1,,0,0,0,2,tomato,0.20833333333333331,0,1,0,,0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,58.50000000000057,40.0,,,5,0.2,30.0,,,5.0
6682,test,True,0,1,,0,0,0,2,tomato,0.24999999999999997,0,1,0,,0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,59.75000000000085,40.0,,,5,0.2,30.0,,,5.0
6683,test,True,0,1,,0,0,0,2,tomato,0.29166666666666663,0,1,0,,0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,61.00000000000114,40.0,,,5,0.2,30.0,,,5.0
6684,test,True,0,1,,0,0,0,2,tomato,0.3333333333333333,0,1,0,,0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,62.25000000000142,40.0,,,5,0.2,30.0,,,5.0
6685,test,True,0,1,,0,0,0,2,tomato,0.375,0,1,0,,0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,63.500000000001705,40.0,,,5,0.2,30.0,,,5.0
6686,test,True,0,1,,0,0,0,2,tomato,0.4166666666666667,0,1,0,,0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,64.75000000000199,40.0,,,5,0.2,30.0,,,5.0
6687,test,True,0,1,,0,0,0,2,tomato,0.45833333333333337,0,1,0,,0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,66.00000000000227,40.0,,,5,0.2,30.0,,,5.0
6688,test,True,0,1,,0,0,0,2,tomato,0.5,0,1,0,,0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,67.25000000000256,40.0,,,5,0.2,30.0,,,5.0
6689,test,True,0,1,,0,0,0,2,tomato,0.5416666666666666,0,1,0,,0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,68.50000000000284,40.0,,,5,0.2,30.0,,,5.0
6690,test,True,0,1,,0,0,0,2,tomato,0.5833333333333333,0,1,0,,0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,69.75000000000313,40.0,,,5,0.2,30.0,,,5.0
6691,test,True,0,1,,0,0,0,2,tomato,0.6249999999999999,0,1,0,,0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,71.00000000000341,40.0,,,5,0.2,30.0,,,5.0
6692,test,True,0,1,,0,0,0,2,tomato,0.6666666666666665,0,1,0,,0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,72.2500000000037,40.0,,,5,0.2,30.0,,,5.0
6693,test,True,0,1,,0,0,0,2,tomato,0.7083333333333331,0,1,0,,0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,73.50000000000398,40.0,,,5,0.2,30.0,,,5.0
6694,test,True,0,1,,0,0,0,2,tomato,0.7499999999999998,0,1,0,,0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,74.75000000000426,40.0,,,5,0.2,30.0,,,5.0
6695,test,True,0,1,,0,0,0,2,tomato,0.7916666666666664,0,1,0,,0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,76.00000000000455,40.0,,,5,0.2,30.0,,,5.0
6696,test,True,0,1,,0,0,0,2,tomato,0.833333333333333,0,1,0,,0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,77.25000000000483,40.0,,,5,0.2,30.0,,,5.0
6697,test,True,0,1,,0,0,0,2,tomato,0.8749999999999997,0,1,0,,0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,78.50000000000512,40.0,,,5,0.2,30.0,,,5.0
6698,test,True,0,1,,0,0,0,2,tomato,0.9166666666666663,0,1,0,,0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,79.7500000000054,40.0,,,5,0.2,30.0,,,5.0
6699,test,True,0,1,,0,0,0,2,tomato,0.9583333333333329,0,1,0,,0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,81.00000000000568,40.0,,,5,0.2,30.0,,,5.0
6700,test,True,0,1,,0,0,0,2,tomato,0.9999999999999996,0,1,0,,0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,82.25000000000597,40.0,,,5,0.2,30.0,,,5.0
6701,test,True,0,1,,0,0,0,2,tomato,1.0416666666666663,1,1,0,,0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,83.50000000000625,40.0,,,5,0.2,30.0,,,5.0
6702,test,True,0,1,,0,0,0,2,tomato,1.083333333333333,1,1,0,,0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,84.75000000000654,40.0,,,5,0.2,30.0,,,5.0
6703,test,True,0,1,,0,0,0,2,tomato,1.1249999999999998,1,1,0,,0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,86.00000000000682,40.0,,,5,0.2,30.0,,,5.0
6704,test,True,0,1,,0,0,0,2,tomato,1.1666666666666665,1,1,0,,0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,87.2500000000071,40.0,,,5,0.2,30.0,,,5.0
6705,test,True,0,1,,0,0,0,2,tomato,1.2083333333333333,1,1,0,,0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,88.50000000000739,40.0,,,5,0.2,30.0,,,5.0
6706,test,True,0,1,,0,0,0,2,tomato,1.25,1,1,0,,0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,89.75000000000767,40.0,,,5,0.2,30.0,,,5.0
6707,test,True,0,1,,0,0,0,2,tomato,1.2916666666666667,1,1,0,,0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,91.00000000000796,40.0,,,5,0.2,30.0,,,5.0
6708,test,True,0,1,,0,0,0,2,tomato,1.3333333333333335,1,1,0,,0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,92.25000000000824,40.0,,,5,0.2,30.0,,,5.0
6709,test,True,0,1,,0,0,0,2,tomato,1.3750000000000002,1,1,0,,0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,93.50000000000853,40.0,,,5,0.2,30.0,,,5.0
6710,test,True,0,1,,0,0,0,2,tomato,1.416666666666667,1,1,0,,0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,94.75000000000881,40.0,,,5,0.2,30.0,,,5.0
6711,test,True,0,1,,0,0,0,2,tomato,1.4583333333333337,1,1,0,,0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,96.0000000000091,40.0,,,5,0.2,30.0,,,5.0
6712,test,True,0,1,,0,0,0,2,tomato,1.5000000000000004,1,1,0,,0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,97.25000000000938,40.0,,,5,0.2,30.0,,,5.0
6713,test,True,0,1,,0,0,0,2,tomato,1.5416666666666672,1,1,0,,0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,98.50000000000966,40.0,,,5,0.2,30.0,,,5.0
6714,test,True,0,1,,0,0,0,2,tomato,1.583333333333334,1,1,0,,0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,99.75000000000995,40.0,,,5,0.2,30.0,,,5.0
6715,test,True,0,1,,0,0,0,2,tomato,1.6250000000000007,1,1,0,,0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,101.00000000001023,40.0,,,5,0.2,30.0,,,5.0
6716,test,True,0,1,,0,0,0,2,tomato,1.6666666666666674,1,1,0,,0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,102.25000000001052,40.0,,,5,0.2,30.0,,,5.0
6717,test,True,0,1,,0,0,0,2,tomato,1.7083333333333341,1,1,0,,0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,103.5000000000108,40.0,,,5,0.2,30.0,,,5.0
6718,test,True,0,1,,0,0,0,2,tomato,1.7500000000000009,1,1,0,,0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,104.75000000001108,40.0,,,5,0.2,30.0,,,5.0
6719,test,True,0,1,,0,0,0,2,tomato,1.7916666666666676,1,1,0,,0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,106.00000000001137,40.0,,,5,0.2,30.0,,,5.0
6720,test,True,0,1,,0,0,0,2,tomato,1.8333333333333344,1,1,0,,0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,107.25000000001165,40.0,,,5,0.2,30.0,,,5.0
6721,test,True,0,1,,0,0,0,2,tomato,1.875000000000001,1,1,0,,0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,108.50000000001194,40.0,,,5,0.2,30.0,,,5.0
6722,test,True,0,1,,0,0,0,2,tomato,1.9166666666666679,1,1,0,,0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,109.75000000001222,40.0,,,5,0.2,30.0,,,5.0
6723,test,True,0,1,,0,0,0,2,tomato,1.9583333333333346,1,1,0,,0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,111.0000000000125,40.0,,,5,0.2,30.0,,,5.0
6724,test,True,0,1,,0,0,0,2,tomato,2.0000000000000013,2,1,0,,0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,112.25000000001279,40.0,,,5,0.2,30.0,,,5.0
6725,test,True,0,1,,0,0,0,2,tomato,2.041666666666668,2,1,0,,0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,113.50000000001307,40.0,,,5,0.2,30.0,,,5.0
6726,test,True,0,1,,0,0,0,2,tomato,2.0833333333333344,2,1,0,,0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,114.75000000001336,40.0,,,5,0.2,30.0,,,5.0
6727,test,True,0,1,,0,0,0,2,tomato,2.125000000000001,2,1,0,,0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,116.00000000001364,40.0,,,5,0.2,30.0,,,5.0
6728,test,True,0,1,,0,0,0,2,tomato,2.1666666666666674,2,1,0,,0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,117.25000000001393,40.0,,,5,0.2,30.0,,,5.0
6729,test,True,0,1,,0,0,0,2,tomato,2.208333333333334,2,1,0,,0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,118.50000000001421,40.0,,,5,0.2,30.0,,,5.0
6730,test,True,0,1,,0,0,0,2,tomato,2.2500000000000004,2,1,0,,0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,119.7500000000145,40.0,,,5,0.2,30.0,,,5.0
6731,test,True,0,1,,0,0,0,2,tomato,2.291666666666667,2,1,0,,0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,120.65378202977331,39.15675848912626,,,5,0.2,30.0,,,5.0
6732,test,True,0,1,,0,0,0,2,tomato,2.3333333333333335,2,1,0,,0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,121.54313831077206,38.278381915299555,,,5,0.2,30.0,,,5.0
6733,test,True,0,1,,0,0,0,2,tomato,2.375,2,1,0,,0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,122.43249459177082,37.40000534147284,,,5,0.2,30.0,,,5.0
6734,test,True,0,1,,0,0,0,2,tomato,2.4166666666666665,2,1,0,,0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,123.32185087276957,36.52162876764613,,,5,0.2,30.0,,,5.0
