tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_03_slot_x,CuttingBoard_03_slot_y,CuttingBoard_03_item,CuttingBoard_03_cut_time_accumulated,CuttingBoard_03_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,946426d1071eb2d6_score,player_c6efd585_x,player_c6efd585_y,player_c6efd585_move_target,player_c6efd585_item,player_c6efd585_score,player_c6efd585_cut_speed,player_c6efd585_speed,player_b685b6f3_x,player_b685b6f3_y,player_b685b6f3_move_target,player_b685b6f3_item,player_b685b6f3_score,player_b685b6f3_cut_speed,player_b685b6f3_speed
4038,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.3166666666666644,1,2,2,plate,2,3,,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,40.0,,tomato_cut,1,1.0,12.0,24.0,56.0,,,2,0.2,30.0
4039,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.3249999999999977,1,2,2,plate,2,3,,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,40.0,,tomato_cut,1,1.0,12.0,24.0,56.0,,,2,0.2,30.0
4040,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.333333333333331,1,2,2,plate,2,3,,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,40.0,,tomato_cut,1,1.0,12.0,24.0,56.0,,,2,0.2,30.0
4041,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.3416666666666643,1,2,2,plate,2,3,,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,40.0,,tomato_cut,1,1.0,12.0,24.0,56.0,,,2,0.2,30.0
4042,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.3499999999999976,1,2,2,plate,2,3,,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,40.0,,tomato_cut,1,1.0,12.0,24.0,56.0,,,2,0.2,30.0
4043,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.358333333333331,1,2,2,plate,2,3,,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,40.0,,tomato_cut,1,1.0,12.0,24.0,56.0,,,2,0.2,30.0
4044,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.3666666666666643,1,2,2,plate,2,3,,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,40.0,,tomato_cut,1,1.0,12.0,24.0,56.0,,,2,0.2,30.0
4045,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.3749999999999976,1,2,2,plate,2,3,,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,40.0,,tomato_cut,1,1.0,12.0,24.0,56.0,,,2,0.2,30.0
4046,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.3749999999999976,1,2,2,plate,2,3,,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,40.0,,tomato_cut,1,1.0,12.0,24.0,56.0,,,2,0.2,30.0
4047,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.3749999999999976,1,2,2,plate,2,3,,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,40.0,,tomato_cut,1,1.0,12.0,24.0,56.0,,,2,0.2,30.0
4048,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.3749999999999976,1,2,2,plate,2,3,,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,40.0,,tomato_cut,1,1.0,12.0,24.0,54.749999999999716,,,2,0.2,30.0
4049,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.3749999999999976,1,2,2,plate,2,3,,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,40.0,,tomato_cut,1,1.0,12.0,24.0,53.49999999999943,,,2,0.2,30.0
4050,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.3749999999999976,1,2,2,plate,2,3,,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,40.0,,tomato_cut,1,1.0,12.0,24.0,52.24999999999915,,,2,0.2,30.0
4051,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.3749999999999976,1,2,2,plate,2,3,,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,40.0,,tomato_cut,1,1.0,12.0,24.0,50.99999999999886,,,2,0.2,30.0
4052,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.3749999999999976,1,2,2,plate,2,3,,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,40.0,,tomato_cut,1,1.0,12.0,24.0,49.74999999999858,,,2,0.2,30.0
4053,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.3749999999999976,1,2,2,plate,2,3,,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,40.0,,tomato_cut,1,1.0,12.0,24.0,48.499999999998295,,,2,0.2,30.0
4054,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.3749999999999976,1,2,2,plate,2,3,,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,40.0,,tomato_cut,1,1.0,12.0,24.0,47.24999999999801,,,2,0.2,30.0
4055,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.3749999999999976,1,2,2,plate,2,3,,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,40.0,,tomato_cut,1,1.0,12.0,24.0,45.999999999997726,,,2,0.2,30.0
4056,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.3749999999999976,1,2,2,plate,2,3,,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,40.0,,tomato_cut,1,1.0,12.0,24.0,44.74999999999744,,,2,0.2,30.0
4057,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.3749999999999976,1,2,2,tomato_salad,2,3,,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,40.0,,,1,1.0,12.0,24.0,43.49999999999716,,,2,0.2,30.0
4058,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.3749999999999976,1,2,2,tomato_salad,2,3,,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,40.0,,,1,1.0,12.0,24.0,42.249999999996874,,,2,0.2,30.0
4059,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.3749999999999976,1,2,2,tomato_salad,2,3,,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,40.0,,,1,1.0,12.0,24.0,40.99999999999659,,,2,0.2,30.0
4060,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.3749999999999976,1,2,2,tomato_salad,2,3,,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,40.0,,,1,1.0,12.0,24.0,40.0,,,2,0.2,30.0
4061,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.3749999999999976,1,2,2,tomato_salad,2,3,,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,40.0,,,1,1.0,12.0,24.0,40.0,,,2,0.2,30.0
4062,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.3749999999999976,1,2,2,tomato_salad,2,3,,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,40.0,,,1,1.0,12.0,24.0,40.0,,,2,0.2,30.0
4063,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.3749999999999976,1,2,2,tomato_salad,2,3,,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,40.0,,,1,1.0,12.0,24.0,40.0,,,2,0.2,30.0
4064,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.3749999999999976,1,2,2,tomato_salad,2,3,,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,40.0,,,1,1.0,12.0,24.0,40.0,,,2,0.2,30.0
4065,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.3749999999999976,1,2,2,tomato_salad,2,3,,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,40.0,,,1,1.0,12.0,24.0,40.0,,,2,0.2,30.0
4066,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.3749999999999976,1,2,2,tomato_salad,2,3,,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,40.0,,,1,1.0,12.0,24.0,40.0,,,2,0.2,30.0
4067,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.3749999999999976,1,2,2,tomato_salad,2,3,,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,40.0,,,1,1.0,12.0,24.0,40.0,,,2,0.2,30.0
4068,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.3749999999999976,1,2,2,tomato_salad,2,3,,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,40.0,,,1,1.0,12.0,24.0,40.0,,,2,0.2,30.0
4069,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.3749999999999976,1,2,2,tomato_salad,2,3,,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,40.0,,,1,1.0,12.0,24.0,40.0,,,2,0.2,30.0
4070,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.3749999999999976,1,2,2,tomato_salad,2,3,,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,40.0,,,1,1.0,12.0,24.0,40.0,,,2,0.2,30.0
4071,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.3749999999999976,1,2,2,tomato_salad,2,3,,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,40.0,,,1,1.0,12.0,24.0,40.0,,,2,0.2,30.0
4072,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.3749999999999976,1,2,2,tomato_salad,2,3,,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,40.0,,,1,1.0,12.0,24.0,40.0,,,2,0.2,30.0
4073,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.3749999999999976,1,2,2,tomato_salad,2,3,,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,40.0,,,1,1.0,12.0,24.0,40.0,,,2,0.2,30.0
4074,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.3749999999999976,1,2,2,tomato_salad,2,3,,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,40.0,,,1,1.0,12.0,24.0,40.0,,,2,0.2,30.0
4075,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.3749999999999976,1,2,2,tomato_salad,2,3,,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,40.0,,,1,1.0,12.0,24.0,40.0,,,2,0.2,30.0
4076,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.3749999999999976,1,2,2,tomato_salad,2,3,,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,40.0,,,1,1.0,12.0,24.0,40.0,,,2,0.2,30.0
4077,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.3749999999999976,1,2,2,tomato_salad,2,3,,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,40.0,,,1,1.0,12.0,24.0,40.0,,,2,0.2,30.0
4078,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.3749999999999976,1,2,2,tomato_salad,2,3,,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,40.0,,,1,1.0,12.0,24.0,40.0,,,2,0.2,30.0
4079,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.3749999999999976,1,2,2,tomato_salad,2,3,,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,40.0,,,1,1.0,12.0,24.0,40.0,,,2,0.2,30.0
4080,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.3749999999999976,1,2,2,tomato_salad,2,3,,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,40.0,,,1,1.0,12.0,24.0,40.0,,,2,0.2,30.0
4081,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.3749999999999976,1,2,2,tomato_salad,2,3,,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,40.0,,,1,1.0,12.0,24.0,40.0,,,2,0.2,30.0
4082,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.3749999999999976,1,2,2,tomato_salad,2,3,,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,40.0,,,1,1.0,12.0,24.0,40.0,,,2,0.2,30.0
4083,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.3749999999999976,1,2,2,tomato_salad,2,3,,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,40.0,,,1,1.0,12.0,24.0,40.0,,,2,0.2,30.0
4084,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.3749999999999976,1,2,2,tomato_salad,2,3,,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,40.0,,,1,1.0,12.0,24.0,40.0,,,2,0.2,30.0
4085,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.3749999999999976,1,2,2,tomato_salad,2,3,,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,40.0,,,1,1.0,12.0,24.0,40.0,,,2,0.2,30.0
4086,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.3749999999999976,1,2,2,tomato_salad,2,3,,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,40.0,,,1,1.0,12.0,24.0,40.0,,,2,0.2,30.0
4087,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.3749999999999976,1,2,2,tomato_salad,2,3,,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,40.0,,,1,1.0,12.0,24.0,40.0,,,2,0.2,30.0
4088,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.3749999999999976,1,2,2,tomato_salad,2,3,,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,40.0,,,1,1.0,12.0,24.0,40.0,,,2,0.2,30.0
4089,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.3749999999999976,1,2,2,tomato_salad,2,3,,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,40.0,,,1,1.0,12.0,24.0,40.0,,,2,0.2,30.0
4090,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.3749999999999976,1,2,2,tomato_salad,2,3,,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,40.0,,,1,1.0,12.0,24.0,40.0,,,2,0.2,30.0
4091,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.3749999999999976,1,2,2,tomato_salad,2,3,,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,40.0,,,1,1.0,12.0,24.0,40.0,,,2,0.2,30.0
4092,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.3749999999999976,1,2,2,tomato_salad,2,3,,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,40.0,,,1,1.0,12.0,24.0,40.0,,,2,0.2,30.0
4093,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.3749999999999976,1,2,2,tomato_salad,2,3,,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,40.0,,,1,1.0,12.0,24.0,40.0,,,2,0.2,30.0
4094,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.3749999999999976,1,2,2,tomato_salad,2,3,,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,40.0,,,1,1.0,12.0,24.0,40.0,,,2,0.2,30.0
4095,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.3749999999999976,1,2,2,tomato_salad,2,3,,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,40.0,,,1,1.0,12.0,24.0,40.0,,,2,0.2,30.0
4096,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.3749999999999976,1,2,2,tomato_salad,2,3,,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,40.0,,,1,1.0,12.0,24.0,40.0,,,2,0.2,30.0
4097,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.3749999999999976,1,2,2,tomato_salad,2,3,,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,40.0,,,1,1.0,12.0,24.0,40.0,,,2,0.2,30.0
4098,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.3749999999999976,1,2,2,tomato_salad,2,3,,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,40.0,,,1,1.0,12.0,24.0,40.0,,,2,0.2,30.0
4099,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.3749999999999976,1,2,2,tomato_salad,2,3,,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,40.0,,,1,1.0,12.0,24.0,40.0,,,2,0.2,30.0
4100,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.3749999999999976,1,2,2,tomato_salad,2,3,,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,40.0,,,1,1.0,12.0,24.0,40.0,,,2,0.2,30.0
4101,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.3749999999999976,1,2,2,tomato_salad,2,3,,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,40.0,,,1,1.0,12.0,24.0,40.0,,,2,0.2,30.0
4102,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.3749999999999976,1,2,2,tomato_salad,2,3,,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,40.0,,,1,1.0,12.0,24.0,40.0,,,2,0.2,30.0
4103,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.3749999999999976,1,2,2,tomato_salad,2,3,,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,40.0,,,1,1.0,12.0,24.0,40.0,,,2,0.2,30.0
4104,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.3749999999999976,1,2,2,tomato_salad,2,3,,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,40.0,,,1,1.0,12.0,24.0,40.0,,,2,0.2,30.0
4105,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.3749999999999976,1,2,2,tomato_salad,2,3,,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,40.0,,,1,1.0,12.0,24.0,40.0,,,2,0.2,30.0
4106,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.3749999999999976,1,2,2,tomato_salad,2,3,,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,40.0,,,1,1.0,12.0,24.0,40.0,,,2,0.2,30.0
4107,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.3749999999999976,1,2,2,tomato_salad,2,3,,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,40.0,,,1,1.0,12.0,24.0,40.0,,,2,0.2,30.0
4108,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.3749999999999976,1,2,2,tomato_salad,2,3,,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,40.0,,,1,1.0,12.0,24.0,40.0,,,2,0.2,30.0
4109,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.3749999999999976,1,2,2,tomato_salad,2,3,,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,40.0,,,1,1.0,12.0,24.0,41.250000000000284,,,2,0.2,30.0
4110,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.3749999999999976,1,2,2,tomato_salad,2,3,,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,40.0,,,1,1.0,12.0,24.0,42.50000000000057,,,2,0.2,30.0
4111,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.3749999999999976,1,2,2,tomato_salad,2,3,,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,40.0,,,1,1.0,12.0,24.0,43.75000000000085,,,2,0.2,30.0
4112,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.3749999999999976,1,2,2,tomato_salad,2,3,,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,40.0,,,1,1.0,12.0,24.0,45.00000000000114,,,2,0.2,30.0
4113,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.3749999999999976,1,2,2,tomato_salad,2,3,,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,40.0,,,1,1.0,12.0,24.0,46.25000000000142,,,2,0.2,30.0
4114,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.3749999999999976,1,2,2,tomato_salad,2,3,,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,40.0,,,1,1.0,12.0,24.0,47.500000000001705,,,2,0.2,30.0
4115,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.3749999999999976,1,2,2,tomato_salad,2,3,,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,40.0,,,1,1.0,12.0,24.0,48.75000000000199,,,2,0.2,30.0
4116,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.3749999999999976,1,2,2,tomato_salad,2,3,,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,40.0,,,1,1.0,12.0,24.0,50.000000000002274,,,2,0.2,30.0
