tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,Counter_02_slot_x,Counter_02_slot_y,Counter_02_item,Counter_03_slot_x,Counter_03_slot_y,Counter_03_item,CuttingBoard_10_slot_x,CuttingBoard_10_slot_y,CuttingBoard_10_item,CuttingBoard_10_cut_time_accumulated,CuttingBoard_10_cut_stage,CuttingBoard_20_slot_x,CuttingBoard_20_slot_y,CuttingBoard_20_item,CuttingBoard_20_cut_time_accumulated,CuttingBoard_20_cut_stage,Counter_32_slot_x,Counter_32_slot_y,Counter_32_item,Counter_33_slot_x,Counter_33_slot_y,Counter_33_item,Counter_34_slot_x,Counter_34_slot_y,Counter_34_item,Counter_35_slot_x,Counter_35_slot_y,Counter_35_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,e4ebbcd564c6b83f_score,player_23d29ee7_x,player_23d29ee7_y,player_23d29ee7_move_target,player_23d29ee7_item,player_23d29ee7_score,player_23d29ee7_cut_speed,player_23d29ee7_speed,player_2d5d3862_x,player_2d5d3862_y,player_2d5d3862_move_target,player_2d5d3862_item,player_2d5d3862_score,player_2d5d3862_cut_speed,player_2d5d3862_speed
3542,0,1,,0,2,,0,3,,1,0,None_cut,3.9999999999999942,3,2,0,None_cut,3.8749999999999947,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,40.0,40.0,,tomato,0,1.0,15.0,88.0,56.0,,,8,0.5,30.0
3543,0,1,,0,2,,0,3,,1,0,None_cut,3.9999999999999942,3,2,0,None_cut,3.8749999999999947,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,40.0,40.0,,tomato,0,1.0,15.0,88.0,56.0,,,8,0.5,30.0
3544,0,1,,0,2,,0,3,,1,0,None_cut,3.9999999999999942,3,2,0,None_cut,3.8749999999999947,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,40.0,40.0,,tomato,0,1.0,15.0,88.0,56.0,,,8,0.5,30.0
3545,0,1,,0,2,,0,3,,1,0,None_cut,3.9999999999999942,3,2,0,None_cut,3.8749999999999947,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,40.0,40.0,,tomato,0,1.0,15.0,88.0,56.0,,,8,0.5,30.0
3546,0,1,,0,2,,0,3,,1,0,None_cut,3.9999999999999942,3,2,0,None_cut,3.8749999999999947,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,40.0,39.37499999999986,,tomato,0,1.0,15.0,88.0,56.0,,,8,0.5,30.0
3547,0,1,,0,2,,0,3,,1,0,None_cut,3.9999999999999942,3,2,0,None_cut,3.8749999999999947,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,40.0,38.749999999999716,,tomato,0,1.0,15.0,88.0,56.0,,,8,0.5,30.0
3548,0,1,,0,2,,0,3,,1,0,None_cut,3.9999999999999942,3,2,0,None_cut,3.8749999999999947,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,40.0,38.124999999999574,,tomato,0,1.0,15.0,88.0,56.0,,,8,0.5,30.0
3549,0,1,,0,2,,0,3,,1,0,None_cut,3.9999999999999942,3,2,0,None_cut,3.8749999999999947,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,40.0,37.49999999999943,,tomato,0,1.0,15.0,88.0,56.0,,,8,0.5,30.0
3550,0,1,,0,2,,0,3,,1,0,None_cut,3.9999999999999942,3,2,0,None_cut,3.8749999999999947,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,40.0,36.87499999999929,,tomato,0,1.0,15.0,88.0,56.0,,,8,0.5,30.0
3551,0,1,,0,2,,0,3,,1,0,None_cut,3.9999999999999942,3,2,0,None_cut,3.8749999999999947,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,40.0,36.24999999999915,,tomato,0,1.0,15.0,88.0,56.0,,,8,0.5,30.0
3552,0,1,,0,2,,0,3,,1,0,None_cut,3.9999999999999942,3,2,0,None_cut,3.8749999999999947,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,40.0,35.624999999999005,,tomato,0,1.0,15.0,88.0,56.0,,,8,0.5,30.0
3553,0,1,,0,2,,0,3,,1,0,None_cut,3.9999999999999942,3,2,0,None_cut,3.8749999999999947,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,40.0,34.99999999999886,,tomato,0,1.0,15.0,88.0,56.0,,,8,0.5,30.0
3554,0,1,,0,2,,0,3,,1,0,None_cut,3.9999999999999942,3,2,0,None_cut,3.8749999999999947,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,40.0,34.37499999999872,,tomato,0,1.0,15.0,88.0,56.0,,,8,0.5,30.0
3555,0,1,,0,2,,0,3,,1,0,None_cut,3.9999999999999942,3,2,0,None_cut,3.8749999999999947,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,40.0,33.74999999999858,,tomato,0,1.0,15.0,88.0,56.0,,,8,0.5,30.0
3556,0,1,,0,2,,0,3,,1,0,None_cut,3.9999999999999942,3,2,0,None_cut,3.8749999999999947,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,40.0,33.12499999999844,,tomato,0,1.0,15.0,88.0,56.0,,,8,0.5,30.0
3557,0,1,,0,2,,0,3,,1,0,None_cut,3.9999999999999942,3,2,0,None_cut,3.8749999999999947,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,40.0,32.499999999998295,,tomato,0,1.0,15.0,88.0,56.0,,,8,0.5,30.0
3558,0,1,,0,2,,0,3,,1,0,None_cut,3.9999999999999942,3,2,0,None_cut,3.8749999999999947,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,40.0,31.874999999998153,,tomato,0,1.0,15.0,88.0,56.0,,,8,0.5,30.0
3559,0,1,,0,2,,0,3,,1,0,None_cut,3.9999999999999942,3,2,0,None_cut,3.8749999999999947,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,40.0,31.24999999999801,,tomato,0,1.0,15.0,88.0,54.749999999999716,,,8,0.5,30.0
3560,0,1,,0,2,,0,3,,1,0,None_cut,3.9999999999999942,3,2,0,None_cut,3.8749999999999947,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,40.0,30.62499999999787,,tomato,0,1.0,15.0,88.0,53.49999999999943,,,8,0.5,30.0
3561,0,1,,0,2,,0,3,,1,0,None_cut,3.9999999999999942,3,2,0,None_cut,3.8749999999999947,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,40.0,29.999999999997726,,tomato,0,1.0,15.0,88.0,52.24999999999915,,,8,0.5,30.0
3562,0,1,,0,2,,0,3,,1,0,None_cut,3.9999999999999942,3,2,0,None_cut,3.8749999999999947,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,40.0,29.374999999997584,,tomato,0,1.0,15.0,88.0,50.99999999999886,,,8,0.5,30.0
3563,0,1,,0,2,,0,3,,1,0,None_cut,3.9999999999999942,3,2,0,None_cut,3.8749999999999947,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,40.0,28.749999999997442,,tomato,0,1.0,15.0,88.0,49.74999999999858,,,8,0.5,30.0
3564,0,1,,0,2,,0,3,,1,0,None_cut,3.9999999999999942,3,2,0,None_cut,3.8749999999999947,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,40.0,28.1249999999973,,tomato,0,1.0,15.0,88.0,48.499999999998295,,,8,0.5,30.0
3565,0,1,,0,2,,0,3,,1,0,None_cut,3.9999999999999942,3,2,0,None_cut,3.8749999999999947,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,40.0,27.499999999997158,,tomato,0,1.0,15.0,88.0,47.24999999999801,,,8,0.5,30.0
3566,0,1,,0,2,,0,3,,1,0,None_cut,3.9999999999999942,3,2,0,None_cut,3.8749999999999947,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,40.0,26.874999999997016,,tomato,0,1.0,15.0,88.0,45.999999999997726,,,8,0.5,30.0
3567,0,1,,0,2,,0,3,,1,0,None_cut,3.9999999999999942,3,2,0,None_cut,3.8749999999999947,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,40.0,26.249999999996874,,tomato,0,1.0,15.0,88.0,44.74999999999744,,,8,0.5,30.0
3568,0,1,,0,2,,0,3,,1,0,None_cut,3.9999999999999942,3,2,0,None_cut,3.8749999999999947,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,40.0,25.62499999999673,,tomato,0,1.0,15.0,88.0,43.49999999999716,,,8,0.5,30.0
3569,0,1,,0,2,,0,3,,1,0,None_cut,3.9999999999999942,3,2,0,None_cut,3.8749999999999947,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,40.0,24.99999999999659,,tomato,0,1.0,15.0,88.0,42.249999999996874,,,8,0.5,30.0
3570,0,1,,0,2,,0,3,,1,0,None_cut,3.9999999999999942,3,2,0,None_cut,3.8749999999999947,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,40.0,24.374999999996447,,tomato,0,1.0,15.0,88.0,40.99999999999659,,,8,0.5,30.0
3571,0,1,,0,2,,0,3,,1,0,None_cut,3.9999999999999942,3,2,0,None_cut,3.8749999999999947,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,40.0,24.0,,tomato,0,1.0,15.0,88.3162155665778,39.8798317388366,,,8,0.5,30.0
3572,0,1,,0,2,,0,3,,1,0,None_cut,3.9999999999999942,3,2,0,tomato,0.0,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,40.0,24.0,,,0,1.0,15.0,89.194592140405,38.990475457837135,,,8,0.5,30.0
3573,0,1,,0,2,,0,3,,1,0,None_cut,3.9999999999999942,3,2,0,tomato,0.041666666666666664,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,40.0,24.0,,,0,1.0,15.0,90.07296871423222,38.10111917683767,,,8,0.5,30.0
3574,0,1,,0,2,,0,3,,1,0,None_cut,3.9999999999999942,3,2,0,tomato,0.08333333333333333,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,40.0,24.0,,,0,1.0,15.0,90.95134528805943,37.211762895838206,,,8,0.5,30.0
3575,0,1,,0,2,,0,3,,1,0,None_cut,3.9999999999999942,3,2,0,tomato,0.125,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,40.0,24.0,,,0,1.0,15.0,91.82972186188655,36.32240661483874,,,8,0.5,30.0
3576,0,1,,0,2,,0,3,,1,0,None_cut,3.9999999999999942,3,2,0,tomato,0.16666666666666666,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,40.0,24.0,,,0,1.0,15.0,92.70809843571327,35.433050333839276,,,8,0.5,30.0
3577,0,1,,0,2,,0,3,,1,0,None_cut,3.9999999999999942,3,2,0,tomato,0.20833333333333331,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,40.0,24.0,,,0,1.0,15.0,93.58647500953998,34.54369405283981,,,8,0.5,30.0
3578,0,1,,0,2,,0,3,,1,0,None_cut,3.9999999999999942,3,2,0,tomato,0.24999999999999997,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,40.0,24.0,,,0,1.0,15.0,94.4648515833667,33.654337771840346,,,8,0.5,30.0
3579,0,1,,0,2,,0,3,,1,0,None_cut,3.9999999999999942,3,2,0,tomato,0.29166666666666663,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,40.0,24.0,,,0,1.0,15.0,95.34322815719341,32.76498149084088,,,8,0.5,30.0
3580,0,1,,0,2,,0,3,,1,0,None_cut,3.9999999999999942,3,2,0,tomato,0.3333333333333333,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,40.0,24.0,,,0,1.0,15.0,96.22160473102007,31.875625209841466,,,8,0.5,30.0
3581,0,1,,0,2,,0,3,,1,0,None_cut,3.9999999999999942,3,2,0,tomato,0.375,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,40.0,24.0,,,0,1.0,15.0,97.09998130484644,30.986268928842357,,,8,0.5,30.0
3582,0,1,,0,2,,0,3,,1,0,None_cut,3.9999999999999942,3,2,0,tomato,0.4166666666666667,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,40.0,24.0,,,0,1.0,15.0,97.9783578786728,30.096912647843247,,,8,0.5,30.0
3583,0,1,,0,2,,0,3,,1,0,None_cut,3.9999999999999942,3,2,0,tomato,0.45833333333333337,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,40.0,24.0,,,0,1.0,15.0,98.85673445249915,29.207556366844138,,,8,0.5,30.0
3584,0,1,,0,2,,0,3,,1,0,None_cut,3.9999999999999942,3,2,0,tomato,0.5,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,40.0,24.0,,,0,1.0,15.0,99.73511102632551,28.318200085845028,,,8,0.5,30.0
3585,0,1,,0,2,,0,3,,1,0,None_cut,3.9999999999999942,3,2,0,tomato,0.5416666666666666,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,40.0,24.0,,,0,1.0,15.0,100.61348760015187,27.42884380484592,,,8,0.5,30.0
3586,0,1,,0,2,,0,3,,1,0,None_cut,3.9999999999999942,3,2,0,tomato,0.5833333333333333,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,40.0,24.0,,,0,1.0,15.0,101.49186417397823,26.53948752384681,,,8,0.5,30.0
3587,0,1,,0,2,,0,3,,1,0,None_cut,3.9999999999999942,3,2,0,tomato,0.6249999999999999,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,40.0,24.0,,,0,1.0,15.0,102.3702407478046,25.6501312428477,,,8,0.5,30.0
3588,0,1,,0,2,,0,3,,1,0,None_cut,3.9999999999999942,3,2,0,tomato,0.6666666666666665,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,40.0,24.0,,,0,1.0,15.0,103.24861732163096,24.76077496184859,,,8,0.5,30.0
3589,0,1,,0,2,,0,3,,1,0,None_cut,3.9999999999999942,3,2,0,tomato,0.7083333333333331,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,40.0,24.0,,,0,1.0,15.0,104.0,24.0,,,8,0.5,30.0
3590,0,1,,0,2,,0,3,,1,0,None_cut,3.9999999999999942,3,2,0,tomato,0.7499999999999998,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,40.0,24.0,,,0,1.0,15.0,104.0,24.0,,plate,8,0.5,30.0
3591,0,1,,0,2,,0,3,,1,0,None_cut,3.9999999999999942,3,2,0,tomato,0.7916666666666664,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,40.0,24.0,,,0,1.0,15.0,104.0,24.0,,plate,8,0.5,30.0
3592,0,1,,0,2,,0,3,,1,0,None_cut,3.9999999999999942,3,2,0,tomato,0.833333333333333,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,40.0,24.0,,,0,1.0,15.0,104.0,24.0,,plate,8,0.5,30.0
3593,0,1,,0,2,,0,3,,1,0,None_cut,3.9999999999999942,3,2,0,tomato,0.8749999999999997,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,40.0,24.0,,,0,1.0,15.0,104.0,24.0,,plate,8,0.5,30.0
3594,0,1,,0,2,,0,3,,1,0,None_cut,3.9999999999999942,3,2,0,tomato,0.9166666666666663,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,40.0,24.0,,,0,1.0,15.0,104.0,24.0,,plate,8,0.5,30.0
3595,0,1,,0,2,,0,3,,1,0,None_cut,3.9999999999999942,3,2,0,tomato,0.9583333333333329,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,40.0,24.0,,,0,1.0,15.0,104.0,24.0,,plate,8,0.5,30.0
3596,0,1,,0,2,,0,3,,1,0,None_cut,3.9999999999999942,3,2,0,tomato,0.9999999999999996,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,40.0,24.0,,,0,1.0,15.0,104.0,24.0,,plate,8,0.5,30.0
3597,0,1,,0,2,,0,3,,1,0,None_cut,3.9999999999999942,3,2,0,tomato,1.0416666666666663,1,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,40.0,24.0,,,0,1.0,15.0,104.0,24.0,,plate,8,0.5,30.0
3598,0,1,,0,2,,0,3,,1,0,None_cut,3.9999999999999942,3,2,0,tomato,1.083333333333333,1,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,40.0,24.0,,,0,1.0,15.0,104.0,24.0,,plate,8,0.5,30.0
3599,0,1,,0,2,,0,3,,1,0,None_cut,3.9999999999999942,3,2,0,tomato,1.1249999999999998,1,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,40.0,24.0,,,0,1.0,15.0,104.0,24.0,,plate,8,0.5,30.0
3600,0,1,,0,2,,0,3,,1,0,None_cut,3.9999999999999942,3,2,0,tomato,1.1666666666666665,1,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,40.0,24.0,,,0,1.0,15.0,104.0,24.0,,plate,8,0.5,30.0
3601,0,1,,0,2,,0,3,,1,0,None_cut,3.9999999999999942,3,2,0,tomato,1.2083333333333333,1,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,40.0,24.0,,,0,1.0,15.0,104.0,24.0,,plate,8,0.5,30.0
3602,0,1,,0,2,,0,3,,1,0,None_cut,3.9999999999999942,3,2,0,tomato,1.25,1,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,40.0,24.0,,,0,1.0,15.0,104.0,24.0,,plate,8,0.5,30.0
3603,0,1,,0,2,,0,3,,1,0,None_cut,3.9999999999999942,3,2,0,tomato,1.2916666666666667,1,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,40.0,24.0,,,0,1.0,15.0,102.74999999999972,24.0,,plate,8,0.5,30.0
3604,0,1,,0,2,,0,3,,1,0,None_cut,3.9999999999999942,3,2,0,tomato,1.3333333333333335,1,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,40.0,24.0,,,0,1.0,15.0,101.49999999999943,24.0,,plate,8,0.5,30.0
3605,0,1,,0,2,,0,3,,1,0,None_cut,3.9999999999999942,3,2,0,tomato,1.3750000000000002,1,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,40.0,24.0,,,0,1.0,15.0,100.24999999999915,24.0,,plate,8,0.5,30.0
3606,0,1,,0,2,,0,3,,1,0,None_cut,3.9999999999999942,3,2,0,tomato,1.416666666666667,1,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,40.0,24.0,,,0,1.0,15.0,98.99999999999886,24.0,,plate,8,0.5,30.0
3607,0,1,,0,2,,0,3,,1,0,None_cut,3.9999999999999942,3,2,0,tomato,1.4583333333333337,1,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,40.0,24.0,,,0,1.0,15.0,97.74999999999858,24.0,,plate,8,0.5,30.0
3608,0,1,,0,2,,0,3,,1,0,None_cut,3.9999999999999942,3,2,0,tomato,1.5000000000000004,1,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,40.0,24.0,,,0,1.0,15.0,96.4999999999983,24.0,,plate,8,0.5,30.0
3609,0,1,,0,2,,0,3,,1,0,None_cut,3.9999999999999942,3,2,0,tomato,1.5416666666666672,1,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,40.0,24.0,,,0,1.0,15.0,95.24999999999801,24.0,,plate,8,0.5,30.0
3610,0,1,,0,2,,0,3,,1,0,None_cut,3.9999999999999942,3,2,0,tomato,1.583333333333334,1,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,40.0,24.0,,,0,1.0,15.0,93.99999999999773,24.0,,plate,8,0.5,30.0
3611,0,1,,0,2,,0,3,,1,0,None_cut,3.9999999999999942,3,2,0,tomato,1.6250000000000007,1,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,40.0,24.0,,,0,1.0,15.0,92.74999999999744,24.0,,plate,8,0.5,30.0
3612,0,1,,0,2,,0,3,,1,0,None_cut,3.9999999999999942,3,2,0,tomato,1.6666666666666674,1,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,40.0,24.0,,,0,1.0,15.0,91.49999999999716,24.0,,plate,8,0.5,30.0
3613,0,1,,0,2,,0,3,,1,0,None_cut,3.9999999999999942,3,2,0,tomato,1.7083333333333341,1,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,40.0,24.0,,,0,1.0,15.0,90.24999999999687,24.0,,plate,8,0.5,30.0
3614,0,1,,0,2,,0,3,,1,0,None_cut,3.9999999999999942,3,2,0,tomato,1.7500000000000009,1,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,40.0,24.0,,,0,1.0,15.0,88.99999999999659,24.0,,plate,8,0.5,30.0
3615,0,1,,0,2,,0,3,,1,0,None_cut,3.9999999999999942,3,2,0,tomato,1.7916666666666676,1,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,40.0,24.0,,,0,1.0,15.0,87.87983173883686,24.31621556657754,,plate,8,0.5,30.0
