tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_03_slot_x,CuttingBoard_03_slot_y,CuttingBoard_03_item,CuttingBoard_03_cut_time_accumulated,CuttingBoard_03_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,24b1e93135d93a5f_score,player_1ca013c3_x,player_1ca013c3_y,player_1ca013c3_move_target,player_1ca013c3_item,player_1ca013c3_score,player_1ca013c3_cut_speed,player_1ca013c3_speed,player_8a73aa02_x,player_8a73aa02_y,player_8a73aa02_move_target,player_8a73aa02_item,player_8a73aa02_score,player_8a73aa02_cut_speed,player_8a73aa02_speed
3951,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,2.458333333333333,2,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,24.0,40.0,,,1,1.0,30.0,24.0,56.0,,,6,1.0,30.0
3952,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,2.4999999999999996,2,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,24.0,40.0,,,1,1.0,30.0,24.0,56.0,,,6,1.0,30.0
3953,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,2.541666666666666,2,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,24.0,40.0,,,1,1.0,30.0,24.0,56.0,,,6,1.0,30.0
3954,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,2.5833333333333326,2,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,24.0,40.0,,,1,1.0,30.0,24.0,56.0,,,6,1.0,30.0
3955,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,2.624999999999999,2,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,24.0,40.0,,,1,1.0,30.0,24.0,56.0,,,6,1.0,30.0
3956,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,2.6666666666666656,2,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,24.0,40.0,,,1,1.0,30.0,24.0,56.0,,,6,1.0,30.0
3957,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,2.708333333333332,2,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,24.0,40.0,,,1,1.0,30.0,24.0,56.0,,,6,1.0,30.0
3958,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,2.7499999999999987,2,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,24.0,40.0,,,1,1.0,30.0,24.0,56.0,,,6,1.0,30.0
3959,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,2.791666666666665,2,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,24.0,40.0,,,1,1.0,30.0,24.0,56.0,,,6,1.0,30.0
3960,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,2.8333333333333317,2,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,24.0,40.0,,,1,1.0,30.0,24.0,56.0,,,6,1.0,30.0
3961,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,2.8749999999999982,2,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,24.0,40.0,,,1,1.0,30.0,24.0,56.0,,,6,1.0,30.0
3962,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,2.9166666666666647,2,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,24.0,40.0,,,1,1.0,30.0,24.0,56.0,,,6,1.0,30.0
3963,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,2.9583333333333313,2,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,24.0,40.0,,,1,1.0,30.0,24.0,56.0,,,6,1.0,30.0
3964,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,2.999999999999998,2,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,24.0,40.0,,,1,1.0,30.0,24.0,56.0,,,6,1.0,30.0
3965,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato_cut,3.0416666666666643,3,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,24.0,40.0,,,1,1.0,30.0,24.0,56.0,,,6,1.0,30.0
3966,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato_cut,3.083333333333331,3,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,24.0,40.0,,,1,1.0,30.0,24.0,56.0,,,6,1.0,30.0
3967,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato_cut,3.1249999999999973,3,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,24.0,40.0,,,1,1.0,30.0,24.0,56.0,,,6,1.0,30.0
3968,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato_cut,3.166666666666664,3,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,24.0,40.0,,,1,1.0,30.0,24.0,56.0,,,6,1.0,30.0
3969,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato_cut,3.2083333333333304,3,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,24.0,40.0,,,1,1.0,30.0,24.0,56.0,,,6,1.0,30.0
3970,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato_cut,3.249999999999997,3,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,24.0,40.0,,,1,1.0,30.0,24.0,56.0,,,6,1.0,30.0
3971,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato_cut,3.2916666666666634,3,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,24.0,40.0,,,1,1.0,30.0,24.0,56.0,,,6,1.0,30.0
3972,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato_cut,3.33333333333333,3,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,24.0,40.0,,,1,1.0,30.0,24.0,56.0,,,6,1.0,30.0
3973,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato_cut,3.3749999999999964,3,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,24.0,40.0,,,1,1.0,30.0,24.0,56.0,,,6,1.0,30.0
3974,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato_cut,3.416666666666663,3,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,24.0,40.0,,,1,1.0,30.0,24.0,56.0,,,6,1.0,30.0
3975,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato_cut,3.4583333333333295,3,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,24.0,40.0,,,1,1.0,30.0,24.0,56.0,,,6,1.0,30.0
3976,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato_cut,3.499999999999996,3,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,24.0,40.0,,,1,1.0,30.0,24.0,56.0,,,6,1.0,30.0
3977,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato_cut,3.5416666666666625,3,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,24.0,40.0,,,1,1.0,30.0,24.0,56.0,,,6,1.0,30.0
3978,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato_cut,3.583333333333329,3,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,24.0,40.0,,,1,1.0,30.0,24.0,56.0,,,6,1.0,30.0
3979,0,1,,0,2,None_cut,4.0,3,0,3,tomato_cut,3.6249999999999956,3,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,24.0,40.0,,tomato_cut,1,1.0,30.0,24.0,56.0,,,6,1.0,30.0
3980,0,1,,0,2,None_cut,4.0,3,0,3,tomato_cut,3.666666666666662,3,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,24.0,40.0,,tomato_cut,1,1.0,30.0,24.0,56.0,,,6,1.0,30.0
3981,0,1,,0,2,None_cut,4.0,3,0,3,tomato_cut,3.7083333333333286,3,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,24.0,40.0,,tomato_cut,1,1.0,30.0,24.0,56.0,,,6,1.0,30.0
3982,0,1,,0,2,None_cut,4.0,3,0,3,tomato_cut,3.749999999999995,3,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,24.0,40.0,,tomato_cut,1,1.0,30.0,24.0,56.0,,,6,1.0,30.0
3983,0,1,,0,2,None_cut,4.0,3,0,3,tomato_cut,3.7916666666666616,3,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,24.0,40.0,,tomato_cut,1,1.0,30.0,24.0,56.0,,,6,1.0,30.0
3984,0,1,,0,2,None_cut,4.0,3,0,3,tomato_cut,3.833333333333328,3,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,24.0,40.0,,tomato_cut,1,1.0,30.0,24.0,56.0,,,6,1.0,30.0
3985,0,1,,0,2,None_cut,4.0,3,0,3,tomato_cut,3.8749999999999947,3,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,24.0,40.0,,tomato_cut,1,1.0,30.0,24.0,56.0,,,6,1.0,30.0
3986,0,1,,0,2,None_cut,4.0,3,0,3,tomato_cut,3.8749999999999947,3,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,24.0,40.0,,tomato_cut,1,1.0,30.0,24.0,56.0,,,6,1.0,30.0
3987,0,1,,0,2,None_cut,4.0,3,0,3,tomato_cut,3.8749999999999947,3,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,24.0,40.0,,tomato_cut,1,1.0,30.0,24.0,56.0,,,6,1.0,30.0
3988,0,1,,0,2,None_cut,4.0,3,0,3,tomato_cut,3.8749999999999947,3,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,24.0,40.0,,tomato_cut,1,1.0,30.0,24.0,56.0,,,6,1.0,30.0
3989,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.8749999999999947,3,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,24.0,40.0,,tomato_cut,1,1.0,30.0,24.0,56.0,,tomato_cut,6,1.0,30.0
3990,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.8749999999999947,3,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,24.0,40.0,,tomato_cut,1,1.0,30.0,24.0,56.0,,tomato_cut,6,1.0,30.0
3991,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.8749999999999947,3,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,24.0,40.0,,tomato_cut,1,1.0,30.0,24.0,56.0,,tomato_cut,6,1.0,30.0
3992,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.8749999999999947,3,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,24.0,40.0,,tomato_cut,1,1.0,30.0,24.0,56.0,,tomato_cut,6,1.0,30.0
3993,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.8749999999999947,3,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,24.0,40.0,,tomato_cut,1,1.0,30.0,24.0,56.0,,tomato_cut,6,1.0,30.0
3994,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.8749999999999947,3,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,24.0,40.0,,tomato_cut,1,1.0,30.0,24.0,56.0,,tomato_cut,6,1.0,30.0
3995,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.8749999999999947,3,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,24.0,40.0,,tomato_cut,1,1.0,30.0,24.0,56.0,,tomato_cut,6,1.0,30.0
3996,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.8749999999999947,3,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,24.0,40.0,,tomato_cut,1,1.0,30.0,24.0,56.0,,tomato_cut,6,1.0,30.0
3997,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.8749999999999947,3,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,24.0,40.0,,tomato_cut,1,1.0,30.0,24.0,56.0,,tomato_cut,6,1.0,30.0
3998,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.8749999999999947,3,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,24.0,40.0,,tomato_cut,1,1.0,30.0,24.0,56.0,,tomato_cut,6,1.0,30.0
3999,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.8749999999999947,3,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,24.0,40.0,,tomato_cut,1,1.0,30.0,24.0,56.0,,tomato_cut,6,1.0,30.0
4000,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.8749999999999947,3,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,24.0,40.0,,tomato_cut,1,1.0,30.0,24.0,56.0,,tomato_cut,6,1.0,30.0
4001,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.8749999999999947,3,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,24.0,40.0,,tomato_cut,1,1.0,30.0,24.0,56.0,,tomato_cut,6,1.0,30.0
4002,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.8749999999999947,3,2,2,tomato_salad,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,24.0,40.0,,,1,1.0,30.0,24.0,56.0,,tomato_cut,6,1.0,30.0
4003,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.8749999999999947,3,2,2,tomato_salad,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,24.0,40.0,,,1,1.0,30.0,24.0,56.0,,tomato_cut,6,1.0,30.0
4004,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.8749999999999947,3,2,2,tomato_salad,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,24.0,40.0,,,1,1.0,30.0,24.0,56.0,,tomato_cut,6,1.0,30.0
4005,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.8749999999999947,3,2,2,tomato_salad,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,24.0,40.0,,,1,1.0,30.0,24.0,56.0,,tomato_cut,6,1.0,30.0
4006,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.8749999999999947,3,2,2,tomato_salad,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,24.0,40.0,,,1,1.0,30.0,24.0,56.0,,tomato_cut,6,1.0,30.0
4007,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.8749999999999947,3,2,2,tomato_salad,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,24.0,40.0,,,1,1.0,30.0,24.0,56.0,,tomato_cut,6,1.0,30.0
4008,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.8749999999999947,3,2,2,tomato_salad,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,24.0,40.0,,,1,1.0,30.0,24.0,56.0,,tomato_cut,6,1.0,30.0
4009,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.8749999999999947,3,2,2,tomato_salad,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,24.0,40.0,,,1,1.0,30.0,24.0,56.0,,tomato_cut,6,1.0,30.0
4010,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.8749999999999947,3,2,2,tomato_salad,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,24.0,40.0,,,1,1.0,30.0,24.0,56.0,,tomato_cut,6,1.0,30.0
4011,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.8749999999999947,3,2,2,tomato_salad,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,24.0,40.0,,,1,1.0,30.0,24.0,56.0,,tomato_cut,6,1.0,30.0
4012,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.8749999999999947,3,2,2,tomato_salad,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,24.0,40.0,,,1,1.0,30.0,24.0,57.250000000000284,,tomato_cut,6,1.0,30.0
4013,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.8749999999999947,3,2,2,tomato_salad,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,24.0,40.0,,,1,1.0,30.0,24.0,58.50000000000057,,tomato_cut,6,1.0,30.0
4014,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.8749999999999947,3,2,2,tomato_salad,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,24.0,40.0,,,1,1.0,30.0,24.0,59.75000000000085,,tomato_cut,6,1.0,30.0
4015,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.8749999999999947,3,2,2,tomato_salad,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,24.0,40.0,,,1,1.0,30.0,24.0,61.00000000000114,,tomato_cut,6,1.0,30.0
4016,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.8749999999999947,3,2,2,tomato_salad,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,24.0,40.0,,,1,1.0,30.0,24.0,62.25000000000142,,tomato_cut,6,1.0,30.0
4017,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.8749999999999947,3,2,2,tomato_salad,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,24.0,40.0,,,1,1.0,30.0,24.0,63.500000000001705,,tomato_cut,6,1.0,30.0
4018,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.8749999999999947,3,2,2,tomato_salad,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,24.0,40.0,,,1,1.0,30.0,24.0,64.75000000000199,,tomato_cut,6,1.0,30.0
4019,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.8749999999999947,3,2,2,tomato_salad,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,24.0,40.0,,,1,1.0,30.0,24.0,66.00000000000227,,tomato_cut,6,1.0,30.0
4020,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.8749999999999947,3,2,2,tomato_salad,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,24.0,40.0,,,1,1.0,30.0,24.0,67.25000000000256,,tomato_cut,6,1.0,30.0
4021,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.8749999999999947,3,2,2,tomato_salad,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,24.0,40.0,,,1,1.0,30.0,24.0,68.50000000000284,,tomato_cut,6,1.0,30.0
4022,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.8749999999999947,3,2,2,tomato_salad,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,24.0,40.0,,,1,1.0,30.0,24.0,69.75000000000313,,tomato_cut,6,1.0,30.0
4023,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.8749999999999947,3,2,2,tomato_salad,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,24.0,40.0,,,1,1.0,30.0,24.0,71.00000000000341,,tomato_cut,6,1.0,30.0
4024,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.8749999999999947,3,2,2,tomato_salad,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,24.0,40.0,,,1,1.0,30.0,24.0,72.0,,tomato_cut,6,1.0,30.0
4025,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.8749999999999947,3,2,2,tomato_salad,2,3,,2,4,tomato_salad,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,24.0,40.0,,,1,1.0,30.0,24.0,72.0,,,6,1.0,30.0
4026,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.8749999999999947,3,2,2,tomato_salad,2,3,,2,4,tomato_salad,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,24.0,40.0,,,1,1.0,30.0,24.0,72.0,,,6,1.0,30.0
4027,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.8749999999999947,3,2,2,tomato_salad,2,3,,2,4,tomato_salad,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,24.0,40.0,,,1,1.0,30.0,24.0,72.0,,,6,1.0,30.0
4028,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.8749999999999947,3,2,2,tomato_salad,2,3,,2,4,tomato_salad,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,24.0,41.250000000000284,,,1,1.0,30.0,24.0,72.0,,,6,1.0,30.0
