tick,phase,collision,CuttingBoard_01_slot_x,CuttingBoard_01_slot_y,CuttingBoard_01_item,CuttingBoard_01_cut_time_accumulated,CuttingBoard_01_cut_stage,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_10_slot_x,CuttingBoard_10_slot_y,CuttingBoard_10_item,CuttingBoard_10_cut_time_accumulated,CuttingBoard_10_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Counter_26_slot_x,Counter_26_slot_y,Counter_26_item,Counter_27_slot_x,Counter_27_slot_y,Counter_27_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Delivery_53_slot_x,Delivery_53_slot_y,Delivery_53_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Dispenser_80_slot_x,Dispenser_80_slot_y,Dispenser_80_item,Delivery_83_slot_x,Delivery_83_slot_y,Delivery_83_item,Dispenser_91_slot_x,Dispenser_91_slot_y,Dispenser_91_item,Delivery_93_slot_x,Delivery_93_slot_y,Delivery_93_item,50aec0b6f86f30d6_score,player_3cbcc265_x,player_3cbcc265_y,player_3cbcc265_move_target,player_3cbcc265_item,player_3cbcc265_score,player_3cbcc265_cut_speed,player_3cbcc265_speed,player_30583989_x,player_30583989_y,player_30583989_move_target,player_30583989_item,player_30583989_score,player_30583989_cut_speed,player_30583989_speed,136395817750091d_score,7be6824e0d3e4e2b_message,a1fcfd2e58b2d0db_score
5612,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato,1.083333333333333,1,2,2,tomato_salad,2,3,tomato_salad,2,4,tomato_salad,2,5,,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,27.82934461892268,123.7394890302504,,tomato,0,1.0,30.0,81.74999999999858,40.0,,,1,1.0,30.0,,,1.0
5613,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato,1.083333333333333,1,2,2,tomato_salad,2,3,tomato_salad,2,4,tomato_salad,2,5,,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,26.93503088494673,122.86616037205661,,tomato,0,1.0,30.0,80.4999999999983,40.0,,,1,1.0,30.0,,,1.0
5614,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato,1.083333333333333,1,2,2,tomato_salad,2,3,tomato_salad,2,4,tomato_salad,2,5,,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,26.04071715097078,121.99283171386283,,tomato,0,1.0,30.0,79.24999999999801,40.0,,,1,1.0,30.0,,,1.0
5615,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato,1.083333333333333,1,2,2,tomato_salad,2,3,tomato_salad,2,4,tomato_salad,2,5,,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,25.146403416994833,121.11950305566904,,tomato,0,1.0,30.0,77.99999999999773,40.0,,,1,1.0,30.0,,,1.0
5616,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato,1.083333333333333,1,2,2,tomato_salad,2,3,tomato_salad,2,4,tomato_salad,2,5,,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.252089683018884,120.24617439747526,,tomato,0,1.0,30.0,76.74999999999744,40.0,,,1,1.0,30.0,,,1.0
5617,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato,1.083333333333333,1,2,2,tomato_salad,2,3,tomato_salad,2,4,tomato_salad,2,5,,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.184034045276977,119.01886288054689,,tomato,0,1.0,30.0,75.49999999999716,40.0,,,1,1.0,30.0,,,1.0
5618,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato,1.083333333333333,1,2,2,tomato_salad,2,3,tomato_salad,2,4,tomato_salad,2,5,,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.168718286018095,117.76895671306099,,tomato,0,1.0,30.0,74.24999999999687,40.0,,,1,1.0,30.0,,,1.0
5619,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato,1.083333333333333,1,2,2,tomato_salad,2,3,tomato_salad,2,4,tomato_salad,2,5,,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.153402526759212,116.51905054557508,,tomato,0,1.0,30.0,72.99999999999659,40.0,,,1,1.0,30.0,,,1.0
5620,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato,1.083333333333333,1,2,2,tomato_salad,2,3,tomato_salad,2,4,tomato_salad,2,5,,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.13808676750033,115.26914437808918,,tomato,0,1.0,30.0,71.7499999999963,40.0,,,1,1.0,30.0,,,1.0
5621,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato,1.083333333333333,1,2,2,tomato_salad,2,3,tomato_salad,2,4,tomato_salad,2,5,,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.122771008241447,114.01923821060328,,tomato,0,1.0,30.0,70.49999999999602,40.0,,,1,1.0,30.0,,,1.0
5622,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato,1.083333333333333,1,2,2,tomato_salad,2,3,tomato_salad,2,4,tomato_salad,2,5,,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.107455248982593,112.76933204311737,,tomato,0,1.0,30.0,69.24999999999574,40.0,,,1,1.0,30.0,,,1.0
5623,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato,1.083333333333333,1,2,2,tomato_salad,2,3,tomato_salad,2,4,tomato_salad,2,5,,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.09213948972388,111.51942587563147,,tomato,0,1.0,30.0,67.99999999999545,40.0,,,1,1.0,30.0,,,1.0
5624,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato,1.083333333333333,1,2,2,tomato_salad,2,3,tomato_salad,2,4,tomato_salad,2,5,,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.076823730465172,110.26951970814557,,tomato,0,1.0,30.0,66.74999999999517,40.0,,,1,1.0,30.0,,,1.0
5625,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato,1.083333333333333,1,2,2,tomato_salad,2,3,tomato_salad,2,4,tomato_salad,2,5,,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.061507971206463,109.01961354065966,,tomato,0,1.0,30.0,65.49999999999488,40.0,,,1,1.0,30.0,,,1.0
5626,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato,1.083333333333333,1,2,2,tomato_salad,2,3,tomato_salad,2,4,tomato_salad,2,5,,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.04619221194775,107.76970737317376,,tomato,0,1.0,30.0,64.2499999999946,40.0,,,1,1.0,30.0,,,1.0
5627,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato,1.083333333333333,1,2,2,tomato_salad,2,3,tomato_salad,2,4,tomato_salad,2,5,,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.030876452689043,106.51980120568786,,tomato,0,1.0,30.0,62.999999999994316,40.0,,,1,1.0,30.0,,,1.0
5628,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato,1.083333333333333,1,2,2,tomato_salad,2,3,tomato_salad,2,4,tomato_salad,2,5,,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.015560693430334,105.26989503820195,,tomato,0,1.0,30.0,61.74999999999403,40.0,,,1,1.0,30.0,,,1.0
5629,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato,1.083333333333333,1,2,2,tomato_salad,2,3,tomato_salad,2,4,tomato_salad,2,5,,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.002363323845177,104.0199757360684,,tomato,0,1.0,30.0,60.49999999999375,40.0,,,1,1.0,30.0,,,1.0
5630,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato,1.083333333333333,1,2,2,tomato_salad,2,3,tomato_salad,2,4,tomato_salad,2,5,,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.002178919397554,102.76997574967075,,tomato,0,1.0,30.0,59.24999999999346,40.0,,,1,1.0,30.0,,,1.0
5631,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato,1.083333333333333,1,2,2,tomato_salad,2,3,tomato_salad,2,4,tomato_salad,2,5,,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.00199451494993,101.5199757632731,,tomato,0,1.0,30.0,57.99999999999318,40.0,,,1,1.0,30.0,,,1.0
5632,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato,1.083333333333333,1,2,2,tomato_salad,2,3,tomato_salad,2,4,tomato_salad,2,5,,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.001810110502337,100.26997577687544,,tomato,0,1.0,30.0,56.749999999992895,40.0,,,1,1.0,30.0,,,1.0
5633,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato,1.083333333333333,1,2,2,tomato_salad,2,3,tomato_salad,2,4,tomato_salad,2,5,,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.00162570605489,99.01997579047779,,tomato,0,1.0,30.0,56.0,40.0,,,1,1.0,30.0,,,1.0
5634,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato,1.083333333333333,1,2,2,,2,3,tomato_salad,2,4,tomato_salad,2,5,,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.001441301607446,97.76997580408013,,tomato,0,1.0,30.0,56.0,40.0,,tomato_salad,1,1.0,30.0,,,1.0
5635,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato,1.083333333333333,1,2,2,,2,3,tomato_salad,2,4,tomato_salad,2,5,,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.00125689716,96.51997581768248,,tomato,0,1.0,30.0,56.0,40.0,,tomato_salad,1,1.0,30.0,,,1.0
5636,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato,1.083333333333333,1,2,2,,2,3,tomato_salad,2,4,tomato_salad,2,5,,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.001072492712556,95.26997583128482,,tomato,0,1.0,30.0,56.0,40.0,,tomato_salad,1,1.0,30.0,,,1.0
5637,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato,1.083333333333333,1,2,2,,2,3,tomato_salad,2,4,tomato_salad,2,5,,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.00088808826511,94.01997584488717,,tomato,0,1.0,30.0,56.0,40.0,,tomato_salad,1,1.0,30.0,,,1.0
5638,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato,1.083333333333333,1,2,2,,2,3,tomato_salad,2,4,tomato_salad,2,5,,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.000703683817665,92.76997585848952,,tomato,0,1.0,30.0,56.0,40.0,,tomato_salad,1,1.0,30.0,,,1.0
5639,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato,1.083333333333333,1,2,2,,2,3,tomato_salad,2,4,tomato_salad,2,5,,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.00051927937022,91.51997587209186,,tomato,0,1.0,30.0,56.0,40.0,,tomato_salad,1,1.0,30.0,,,1.0
5640,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato,1.083333333333333,1,2,2,,2,3,tomato_salad,2,4,tomato_salad,2,5,,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.000334874922775,90.26997588569421,,tomato,0,1.0,30.0,56.0,40.0,,tomato_salad,1,1.0,30.0,,,1.0
5641,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato,1.083333333333333,1,2,2,,2,3,tomato_salad,2,4,tomato_salad,2,5,,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.00015047047533,89.01997589929655,,tomato,0,1.0,30.0,56.0,40.0,,tomato_salad,1,1.0,30.0,,,1.0
5642,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato,1.083333333333333,1,2,2,,2,3,tomato_salad,2,4,tomato_salad,2,5,,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.000028008706856,87.76997590827497,,tomato,0,1.0,30.0,56.0,40.0,,tomato_salad,1,1.0,30.0,,,1.0
5643,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato,1.083333333333333,1,2,2,,2,3,tomato_salad,2,4,tomato_salad,2,5,,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.000025788609328,86.51997590827753,,tomato,0,1.0,30.0,56.0,40.0,,tomato_salad,1,1.0,30.0,,,1.0
5644,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato,1.083333333333333,1,2,2,,2,3,tomato_salad,2,4,tomato_salad,2,5,,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0000235685118,85.26997590828009,,tomato,0,1.0,30.0,56.0,40.0,,tomato_salad,1,1.0,30.0,,,1.0
5645,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato,1.083333333333333,1,2,2,,2,3,tomato_salad,2,4,tomato_salad,2,5,,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.000021348414272,84.01997590828265,,tomato,0,1.0,30.0,56.0,40.0,,tomato_salad,1,1.0,30.0,,,1.0
5646,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato,1.083333333333333,1,2,2,,2,3,tomato_salad,2,4,tomato_salad,2,5,,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.000019128316744,82.7699759082852,,tomato,0,1.0,30.0,56.0,40.0,,tomato_salad,1,1.0,30.0,,,1.0
5647,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato,1.083333333333333,1,2,2,,2,3,tomato_salad,2,4,tomato_salad,2,5,,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.000016908219216,81.51997590828776,,tomato,0,1.0,30.0,56.0,40.0,,tomato_salad,1,1.0,30.0,,,1.0
5648,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato,1.083333333333333,1,2,2,,2,3,tomato_salad,2,4,tomato_salad,2,5,,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.000014688121688,80.26997590829032,,tomato,0,1.0,30.0,56.0,40.0,,tomato_salad,1,1.0,30.0,,,1.0
5649,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato,1.083333333333333,1,2,2,,2,3,tomato_salad,2,4,tomato_salad,2,5,,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.00001246802416,79.01997590829288,,tomato,0,1.0,30.0,56.0,40.0,,tomato_salad,1,1.0,30.0,,,1.0
5650,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato,1.083333333333333,1,2,2,,2,3,tomato_salad,2,4,tomato_salad,2,5,,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.00001024792663,77.76997590829544,,tomato,0,1.0,30.0,56.0,40.0,,tomato_salad,1,1.0,30.0,,,1.0
5651,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato,1.083333333333333,1,2,2,,2,3,tomato_salad,2,4,tomato_salad,2,5,,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.00000802782923,76.519975908298,,tomato,0,1.0,30.0,56.0,40.0,,tomato_salad,1,1.0,30.0,,,1.0
5652,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato,1.083333333333333,1,2,2,,2,3,tomato_salad,2,4,tomato_salad,2,5,,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.00000580773188,75.26997590830055,,tomato,0,1.0,30.0,56.0,40.0,,tomato_salad,1,1.0,30.0,,,1.0
5653,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato,1.083333333333333,1,2,2,,2,3,tomato_salad,2,4,tomato_salad,2,5,,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.00000358763453,74.01997590830311,,tomato,0,1.0,30.0,56.0,40.0,,tomato_salad,1,1.0,30.0,,,1.0
5654,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato,1.083333333333333,1,2,2,,2,3,tomato_salad,2,4,tomato_salad,2,5,,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.00000136753718,72.76997590830567,,tomato,0,1.0,30.0,56.0,40.0,,tomato_salad,1,1.0,30.0,,,1.0
5655,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato,1.083333333333333,1,2,2,,2,3,tomato_salad,2,4,tomato_salad,2,5,,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.000000331859017,71.51997590830669,,tomato,0,1.0,30.0,56.0,40.0,,tomato_salad,1,1.0,30.0,,,1.0
5656,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato,1.083333333333333,1,2,2,,2,3,tomato_salad,2,4,tomato_salad,2,5,,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.00000030513053,70.2699759083064,,tomato,0,1.0,30.0,56.0,40.0,,tomato_salad,1,1.0,30.0,,,1.0
5657,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato,1.083333333333333,1,2,2,,2,3,tomato_salad,2,4,tomato_salad,2,5,,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.000000278402045,69.01997590830612,,tomato,0,1.0,30.0,56.0,40.0,,tomato_salad,1,1.0,30.0,,,1.0
5658,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato,1.083333333333333,1,2,2,,2,3,tomato_salad,2,4,tomato_salad,2,5,,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.00000025167356,67.76997590830584,,tomato,0,1.0,30.0,56.0,40.0,,tomato_salad,1,1.0,30.0,,,1.0
5659,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato,1.083333333333333,1,2,2,,2,3,tomato_salad,2,4,tomato_salad,2,5,,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.000000224945072,66.51997590830555,,tomato,0,1.0,30.0,56.0,40.0,,tomato_salad,1,1.0,30.0,,,1.0
5660,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato,1.083333333333333,1,2,2,,2,3,tomato_salad,2,4,tomato_salad,2,5,,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.000000198216622,65.26997590830527,,tomato,0,1.0,30.0,56.0,40.0,,tomato_salad,1,1.0,30.0,,,1.0
5661,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato,1.083333333333333,1,2,2,,2,3,tomato_salad,2,4,tomato_salad,2,5,,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.000000171488313,64.01997590830499,,tomato,0,1.0,30.0,56.0,40.0,,tomato_salad,1,1.0,30.0,,,1.0
5662,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato,1.083333333333333,1,2,2,,2,3,tomato_salad,2,4,tomato_salad,2,5,,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.000000144760005,62.7699759083047,,tomato,0,1.0,30.0,56.0,40.0,,tomato_salad,1,1.0,30.0,,,1.0
5663,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato,1.083333333333333,1,2,2,,2,3,tomato_salad,2,4,tomato_salad,2,5,,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.000000118031696,61.51997590830442,,tomato,0,1.0,30.0,56.0,40.0,,tomato_salad,1,1.0,30.0,,,1.0
5664,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato,1.083333333333333,1,2,2,,2,3,tomato_salad,2,4,tomato_salad,2,5,,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.000000091303388,60.26997590830413,,tomato,0,1.0,30.0,56.0,40.0,,tomato_salad,1,1.0,30.0,,,1.0
5665,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato,1.083333333333333,1,2,2,,2,3,tomato_salad,2,4,tomato_salad,2,5,,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.00000006457508,59.01997590830385,,tomato,0,1.0,30.0,56.0,40.0,,tomato_salad,1,1.0,30.0,,,1.0
5666,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato,1.083333333333333,1,2,2,,2,3,tomato_salad,2,4,tomato_salad,2,5,,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.00000003784677,57.769975908303564,,tomato,0,1.0,30.0,56.0,40.0,,tomato_salad,1,1.0,30.0,,,1.0
5667,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato,1.083333333333333,1,2,2,,2,3,tomato_salad,2,4,tomato_salad,2,5,,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.000000011118463,56.51997590830328,,tomato,0,1.0,30.0,56.0,40.0,,tomato_salad,1,1.0,30.0,,,1.0
5668,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato,1.083333333333333,1,2,2,,2,3,tomato_salad,2,4,tomato_salad,2,5,,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.000000003930914,55.269975908302996,,tomato,0,1.0,30.0,56.0,40.0,,tomato_salad,1,1.0,30.0,,,1.0
5669,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato,1.083333333333333,1,2,2,,2,3,tomato_salad,2,4,tomato_salad,2,5,,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.00000000360904,54.01997590830271,,tomato,0,1.0,30.0,56.0,40.0,,tomato_salad,1,1.0,30.0,,,1.0
5670,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato,1.083333333333333,1,2,2,,2,3,tomato_salad,2,4,tomato_salad,2,5,,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.000000003287163,52.76997590830243,,tomato,0,1.0,30.0,56.0,40.0,,tomato_salad,1,1.0,30.0,,,1.0
