tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_03_slot_x,CuttingBoard_03_slot_y,CuttingBoard_03_item,CuttingBoard_03_cut_time_accumulated,CuttingBoard_03_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,0634ff87155769ba_score,player_3ca64ccc_x,player_3ca64ccc_y,player_3ca64ccc_move_target,player_3ca64ccc_item,player_3ca64ccc_score,player_3ca64ccc_cut_speed,player_3ca64ccc_speed,player_77e84a63_x,player_77e84a63_y,player_77e84a63_move_target,player_77e84a63_item,player_77e84a63_score,player_77e84a63_cut_speed,player_77e84a63_speed
3817,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,plate,2,3,tomato,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,72.0,,,1,1.0,12.0,88.0,72.0,,,1,0.2,30.0
3818,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,plate,2,3,tomato,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,72.0,,,1,1.0,12.0,88.0,72.0,,,1,0.2,30.0
3819,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,plate,2,3,tomato,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,72.0,,,1,1.0,12.0,88.0,72.0,,,1,0.2,30.0
3820,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,plate,2,3,tomato,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,72.0,,,1,1.0,12.0,88.0,72.0,,,1,0.2,30.0
3821,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,plate,2,3,tomato,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,72.0,,,1,1.0,12.0,88.0,72.0,,,1,0.2,30.0
3822,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,plate,2,3,tomato,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,72.0,,,1,1.0,12.0,88.0,72.0,,,1,0.2,30.0
3823,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,plate,2,3,tomato,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,72.0,,,1,1.0,12.0,88.0,72.0,,,1,0.2,30.0
3824,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,plate,2,3,tomato,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,72.0,,,1,1.0,12.0,88.0,72.0,,,1,0.2,30.0
3825,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,plate,2,3,tomato,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,72.0,,,1,1.0,12.0,88.0,72.0,,,1,0.2,30.0
3826,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,plate,2,3,tomato,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,72.0,,,1,1.0,12.0,88.0,72.0,,,1,0.2,30.0
3827,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,plate,2,3,tomato,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,72.0,,,1,1.0,12.0,88.0,72.0,,,1,0.2,30.0
3828,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,plate,2,3,tomato,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,72.0,,,1,1.0,12.0,88.0,72.0,,,1,0.2,30.0
3829,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,plate,2,3,tomato,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,72.0,,,1,1.0,12.0,88.0,72.0,,,1,0.2,30.0
3830,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,plate,2,3,tomato,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,72.0,,,1,1.0,12.0,88.0,72.0,,,1,0.2,30.0
3831,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,plate,2,3,tomato,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,72.0,,,1,1.0,12.0,88.0,72.0,,,1,0.2,30.0
3832,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,plate,2,3,tomato,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,72.0,,,1,1.0,12.0,88.0,72.0,,,1,0.2,30.0
3833,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,plate,2,3,tomato,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,72.0,,,1,1.0,12.0,88.0,72.0,,,1,0.2,30.0
3834,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,plate,2,3,tomato,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,72.0,,,1,1.0,12.0,88.0,72.0,,,1,0.2,30.0
3835,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,plate,2,3,tomato,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,72.0,,,1,1.0,12.0,88.0,72.0,,,1,0.2,30.0
3836,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,plate,2,3,tomato,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,72.0,,,1,1.0,12.0,88.0,72.0,,,1,0.2,30.0
3837,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,plate,2,3,tomato,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,72.0,,,1,1.0,12.0,88.0,72.0,,,1,0.2,30.0
3838,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,plate,2,3,tomato,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,72.0,,,1,1.0,12.0,88.0,72.0,,,1,0.2,30.0
3839,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,plate,2,3,tomato,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,72.0,,,1,1.0,12.0,88.0,72.0,,,1,0.2,30.0
3840,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,plate,2,3,tomato,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,72.0,,,1,1.0,12.0,88.0,72.0,,,1,0.2,30.0
3841,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,plate,2,3,tomato,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,72.0,,,1,1.0,12.0,88.0,72.0,,,1,0.2,30.0
3842,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,plate,2,3,tomato,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,72.0,,,1,1.0,12.0,88.0,72.0,,,1,0.2,30.0
3843,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,plate,2,3,tomato,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,72.0,,,1,1.0,12.0,88.0,72.0,,,1,0.2,30.0
3844,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,plate,2,3,tomato,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,72.0,,,1,1.0,12.0,88.0,72.0,,,1,0.2,30.0
3845,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,plate,2,3,tomato,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,72.0,,,1,1.0,12.0,88.0,72.0,,,1,0.2,30.0
3846,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,plate,2,3,tomato,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,72.0,,,1,1.0,12.0,88.0,72.0,,,1,0.2,30.0
3847,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,plate,2,3,tomato,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,72.0,,,1,1.0,12.0,88.0,72.0,,,1,0.2,30.0
3848,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,plate,2,3,tomato,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,72.0,,,1,1.0,12.0,88.0,72.0,,,1,0.2,30.0
3849,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,plate,2,3,tomato,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,72.0,,,1,1.0,12.0,88.0,72.0,,,1,0.2,30.0
3850,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,plate,2,3,tomato,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,72.0,,,1,1.0,12.0,88.0,72.0,,,1,0.2,30.0
3851,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,plate,2,3,tomato,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,72.0,,,1,1.0,12.0,88.0,72.0,,,1,0.2,30.0
3852,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,plate,2,3,tomato,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,72.0,,tomato,1,1.0,12.0,88.0,72.0,,,1,0.2,30.0
3853,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,plate,2,3,tomato,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,72.0,,tomato,1,1.0,12.0,88.0,72.0,,,1,0.2,30.0
3854,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,plate,2,3,tomato,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,72.0,,tomato,1,1.0,12.0,88.0,72.0,,,1,0.2,30.0
3855,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,plate,2,3,tomato,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,72.0,,tomato,1,1.0,12.0,88.0,72.0,,,1,0.2,30.0
3856,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,plate,2,3,tomato,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,72.0,,tomato,1,1.0,12.0,88.0,72.0,,,1,0.2,30.0
3857,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,plate,2,3,tomato,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,72.0,,tomato,1,1.0,12.0,88.0,72.0,,,1,0.2,30.0
3858,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,plate,2,3,tomato,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,72.0,,tomato,1,1.0,12.0,88.0,72.0,,,1,0.2,30.0
3859,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,plate,2,3,tomato,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,72.0,,tomato,1,1.0,12.0,88.0,72.0,,,1,0.2,30.0
3860,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,plate,2,3,tomato,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,72.0,,tomato,1,1.0,12.0,88.0,72.0,,,1,0.2,30.0
3861,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,plate,2,3,tomato,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,72.0,,tomato,1,1.0,12.0,88.0,72.0,,,1,0.2,30.0
3862,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,plate,2,3,tomato,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,72.0,,tomato,1,1.0,12.0,88.0,72.0,,,1,0.2,30.0
3863,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,plate,2,3,tomato,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,72.0,,tomato,1,1.0,12.0,88.0,72.0,,,1,0.2,30.0
3864,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,plate,2,3,tomato,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,72.0,,tomato,1,1.0,12.0,88.0,72.0,,,1,0.2,30.0
3865,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,plate,2,3,tomato,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,72.0,,tomato,1,1.0,12.0,88.0,72.0,,,1,0.2,30.0
3866,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,plate,2,3,tomato,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,72.0,,tomato,1,1.0,12.0,88.0,72.0,,,1,0.2,30.0
3867,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,plate,2,3,tomato,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,72.0,,tomato,1,1.0,12.0,88.0,72.0,,,1,0.2,30.0
3868,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,plate,2,3,tomato,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,72.0,,tomato,1,1.0,12.0,88.0,72.0,,,1,0.2,30.0
3869,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,plate,2,3,tomato,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,72.0,,tomato,1,1.0,12.0,88.0,72.0,,,1,0.2,30.0
3870,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,plate,2,3,tomato,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,72.0,,tomato,1,1.0,12.0,88.0,72.0,,,1,0.2,30.0
3871,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,plate,2,3,tomato,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,72.0,,tomato,1,1.0,12.0,88.0,72.0,,,1,0.2,30.0
3872,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,plate,2,3,tomato,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,72.0,,tomato,1,1.0,12.0,88.0,72.0,,,1,0.2,30.0
3873,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,plate,2,3,tomato,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,72.0,,tomato,1,1.0,12.0,88.0,72.0,,,1,0.2,30.0
3874,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,plate,2,3,tomato,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,72.0,,tomato,1,1.0,12.0,88.0,72.0,,,1,0.2,30.0
3875,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,plate,2,3,tomato,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,72.0,,tomato,1,1.0,12.0,88.0,72.0,,,1,0.2,30.0
3876,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,plate,2,3,tomato,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,72.0,,tomato,1,1.0,12.0,88.0,72.0,,,1,0.2,30.0
3877,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,plate,2,3,tomato,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,72.0,,tomato,1,1.0,12.0,88.0,72.0,,,1,0.2,30.0
3878,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,plate,2,3,tomato,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,72.0,,tomato,1,1.0,12.0,88.0,72.0,,,1,0.2,30.0
3879,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,plate,2,3,tomato,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,72.0,,tomato,1,1.0,12.0,88.0,72.0,,,1,0.2,30.0
3880,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,plate,2,3,tomato,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,72.49999999999955,,tomato,1,1.0,12.0,88.0,72.0,,,1,0.2,30.0
3881,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,plate,2,3,tomato,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,72.99999999999909,,tomato,1,1.0,12.0,88.0,72.0,,,1,0.2,30.0
3882,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,plate,2,3,tomato,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,73.49999999999864,,tomato,1,1.0,12.0,88.0,72.0,,,1,0.2,30.0
3883,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,plate,2,3,tomato,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,73.99999999999818,,tomato,1,1.0,12.0,88.0,72.0,,,1,0.2,30.0
3884,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,plate,2,3,tomato,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,74.49999999999773,,tomato,1,1.0,12.0,88.0,72.0,,,1,0.2,30.0
3885,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,plate,2,3,tomato,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,74.99999999999727,,tomato,1,1.0,12.0,88.0,72.0,,,1,0.2,30.0
3886,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,plate,2,3,tomato,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,75.49999999999682,,tomato,1,1.0,12.0,88.0,72.0,,,1,0.2,30.0
3887,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,plate,2,3,tomato,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,75.99999999999636,,tomato,1,1.0,12.0,88.0,72.0,,,1,0.2,30.0
3888,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,plate,2,3,tomato,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,76.49999999999591,,tomato,1,1.0,12.0,88.0,72.0,,,1,0.2,30.0
3889,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,plate,2,3,tomato,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,76.99999999999545,,tomato,1,1.0,12.0,88.0,72.0,,,1,0.2,30.0
3890,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,plate,2,3,tomato,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,77.499999999995,,tomato,1,1.0,12.0,88.0,72.0,,,1,0.2,30.0
3891,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,plate,2,3,tomato,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,77.99999999999454,,tomato,1,1.0,12.0,88.0,72.0,,,1,0.2,30.0
3892,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,plate,2,3,tomato,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,78.49999999999409,,tomato,1,1.0,12.0,88.0,72.0,,,1,0.2,30.0
3893,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,plate,2,3,tomato,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,78.99999999999363,,tomato,1,1.0,12.0,88.0,72.0,,,1,0.2,30.0
3894,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,plate,2,3,tomato,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,79.49999999999318,,tomato,1,1.0,12.0,88.0,72.0,,,1,0.2,30.0
3895,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,plate,2,3,tomato,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,79.99999999999272,,tomato,1,1.0,12.0,88.0,72.0,,,1,0.2,30.0
3896,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,plate,2,3,tomato,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,80.49999999999227,,tomato,1,1.0,12.0,88.0,72.0,,,1,0.2,30.0
3897,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,plate,2,3,tomato,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,80.99999999999181,,tomato,1,1.0,12.0,88.0,72.0,,,1,0.2,30.0
3898,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,plate,2,3,tomato,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,81.49999999999136,,tomato,1,1.0,12.0,88.0,72.0,,,1,0.2,30.0
3899,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,plate,2,3,tomato,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,81.9999999999909,,tomato,1,1.0,12.0,88.0,72.0,,,1,0.2,30.0
3900,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,plate,2,3,tomato,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,82.49999999999045,,tomato,1,1.0,12.0,88.0,72.0,,,1,0.2,30.0
3901,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,plate,2,3,tomato,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,82.99999999999,,tomato,1,1.0,12.0,88.0,72.0,,,1,0.2,30.0
