tick,phase,CuttingBoard_01_slot_x,CuttingBoard_01_slot_y,CuttingBoard_01_item,CuttingBoard_01_cut_time_accumulated,CuttingBoard_01_cut_stage,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_10_slot_x,CuttingBoard_10_slot_y,CuttingBoard_10_item,CuttingBoard_10_cut_time_accumulated,CuttingBoard_10_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Counter_26_slot_x,Counter_26_slot_y,Counter_26_item,Counter_27_slot_x,Counter_27_slot_y,Counter_27_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Delivery_53_slot_x,Delivery_53_slot_y,Delivery_53_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Dispenser_80_slot_x,Dispenser_80_slot_y,Dispenser_80_item,Delivery_83_slot_x,Delivery_83_slot_y,Delivery_83_item,Dispenser_91_slot_x,Dispenser_91_slot_y,Dispenser_91_item,Delivery_93_slot_x,Delivery_93_slot_y,Delivery_93_item,7422774d0143e485_score,player_fcba4d88_x,player_fcba4d88_y,player_fcba4d88_move_target,player_fcba4d88_item,player_fcba4d88_score,player_fcba4d88_cut_speed,player_fcba4d88_speed,player_611faa82_x,player_611faa82_y,player_611faa82_move_target,player_611faa82_item,player_611faa82_score,player_611faa82_cut_speed,player_611faa82_speed,244e3f0ca96309c7_score,a98bb1b9539f772b_message,77eb7591ba6a6def_score
5189,test,0,1,,0,0,0,2,None_cut,3.9583333333333277,3,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.000014142890553,79.95747354523402,,tomato,2,1.0,30.0,126.87927599676459,33.00812247233928,,,2,1.0,30.0,,,4.0
5190,test,0,1,,0,0,0,2,None_cut,3.9583333333333277,3,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.00001192125399,78.70747354523658,,tomato,2,1.0,30.0,127.76863227776334,32.12974589851257,,,2,1.0,30.0,,,4.0
5191,test,0,1,,0,0,0,2,None_cut,3.9583333333333277,3,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.000009699617443,77.45747354523914,,tomato,2,1.0,30.0,128.6579885587621,31.251369324685733,,,2,1.0,30.0,,,4.0
5192,test,0,1,,0,0,0,2,None_cut,3.9583333333333277,3,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.000007477981057,76.2074735452417,,tomato,2,1.0,30.0,129.54734483976085,30.372992750858877,,,2,1.0,30.0,,,4.0
5193,test,0,1,,0,0,0,2,None_cut,3.9583333333333277,3,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.00000525634467,74.95747354524426,,tomato,2,1.0,30.0,130.4367011207596,29.49461617703202,,,2,1.0,30.0,,,4.0
5194,test,0,1,,0,0,0,2,None_cut,3.9583333333333277,3,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.000003034708286,73.70747354524681,,tomato,2,1.0,30.0,131.32605740175836,28.616239603205166,,,2,1.0,30.0,,,4.0
5195,test,0,1,,0,0,0,2,None_cut,3.9583333333333277,3,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0000008130719,72.45747354524937,,tomato,2,1.0,30.0,132.21541368275712,27.73786302937831,,,2,1.0,30.0,,,4.0
5196,test,0,1,,0,0,0,2,None_cut,3.9583333333333277,3,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.00000032539844,71.20747354524968,,tomato,2,1.0,30.0,133.10476996375587,26.859486455551455,,,2,1.0,30.0,,,4.0
5197,test,0,1,,0,0,0,2,None_cut,3.9583333333333277,3,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.000000298651834,69.9574735452494,,tomato,2,1.0,30.0,133.99412624475463,25.98110988172474,,,2,1.0,30.0,,,4.0
5198,test,0,1,,0,0,0,2,None_cut,3.9583333333333277,3,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.00000027190523,68.70747354524912,,tomato,2,1.0,30.0,134.88348252575338,25.10273330789824,,,2,1.0,30.0,,,4.0
5199,test,0,1,,0,0,0,2,None_cut,3.9583333333333277,3,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.000000245158624,67.45747354524883,,tomato,2,1.0,30.0,135.77283880675213,24.224356734071804,,,2,1.0,30.0,,,4.0
5200,test,0,1,,0,0,0,2,None_cut,3.9583333333333277,3,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.00000021841202,66.20747354524855,,tomato,2,1.0,30.0,136.0,24.0,,,2,1.0,30.0,,,4.0
5201,test,0,1,,0,0,0,2,None_cut,3.9583333333333277,3,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.000000191665414,64.95747354524826,,tomato,2,1.0,30.0,136.0,24.0,,plate,2,1.0,30.0,,,4.0
5202,test,0,1,,0,0,0,2,None_cut,3.9583333333333277,3,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.00000016491881,63.70747354524798,,tomato,2,1.0,30.0,136.0,24.0,,plate,2,1.0,30.0,,,4.0
5203,test,0,1,,0,0,0,2,None_cut,3.9583333333333277,3,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.000000138172204,62.457473545247694,,tomato,2,1.0,30.0,136.0,24.0,,plate,2,1.0,30.0,,,4.0
5204,test,0,1,,0,0,0,2,None_cut,3.9583333333333277,3,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0000001114256,61.20747354524741,,tomato,2,1.0,30.0,136.0,24.0,,plate,2,1.0,30.0,,,4.0
5205,test,0,1,,0,0,0,2,None_cut,3.9583333333333277,3,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.000000084678994,59.957473545247126,,tomato,2,1.0,30.0,136.0,24.0,,plate,2,1.0,30.0,,,4.0
5206,test,0,1,,0,0,0,2,None_cut,3.9583333333333277,3,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.00000005793239,58.70747354524684,,tomato,2,1.0,30.0,136.0,24.0,,plate,2,1.0,30.0,,,4.0
5207,test,0,1,,0,0,0,2,None_cut,3.9583333333333277,3,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.000000031185785,57.45747354524656,,tomato,2,1.0,30.0,136.0,24.0,,plate,2,1.0,30.0,,,4.0
5208,test,0,1,,0,0,0,2,None_cut,3.9583333333333277,3,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.00000000443934,56.20747354524627,,tomato,2,1.0,30.0,136.0,24.0,,plate,2,1.0,30.0,,,4.0
5209,test,0,1,,0,0,0,2,None_cut,3.9583333333333277,3,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.00000000385322,54.95747354524599,,tomato,2,1.0,30.0,136.0,24.0,,plate,2,1.0,30.0,,,4.0
5210,test,0,1,,0,0,0,2,None_cut,3.9583333333333277,3,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.000000003531344,53.707473545245705,,tomato,2,1.0,30.0,136.0,24.0,,plate,2,1.0,30.0,,,4.0
5211,test,0,1,,0,0,0,2,None_cut,3.9583333333333277,3,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.00000000320947,52.45747354524542,,tomato,2,1.0,30.0,136.0,24.0,,plate,2,1.0,30.0,,,4.0
5212,test,0,1,,0,0,0,2,None_cut,3.9583333333333277,3,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.000000002887525,51.207473545245136,,tomato,2,1.0,30.0,136.0,24.0,,plate,2,1.0,30.0,,,4.0
5213,test,0,1,,0,0,0,2,None_cut,3.9583333333333277,3,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.00000000256547,49.95747354524485,,tomato,2,1.0,30.0,136.0,24.0,,plate,2,1.0,30.0,,,4.0
5214,test,0,1,,0,0,0,2,None_cut,3.9583333333333277,3,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.000000002243418,48.70747354524457,,tomato,2,1.0,30.0,136.0,24.0,,plate,2,1.0,30.0,,,4.0
5215,test,0,1,,0,0,0,2,None_cut,3.9583333333333277,3,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.000000001921364,47.457473545244284,,tomato,2,1.0,30.0,136.0,24.0,,plate,2,1.0,30.0,,,4.0
5216,test,0,1,,0,0,0,2,None_cut,3.9583333333333277,3,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.00000000159931,46.207473545244,,tomato,2,1.0,30.0,136.0,24.0,,plate,2,1.0,30.0,,,4.0
5217,test,0,1,,0,0,0,2,None_cut,3.9583333333333277,3,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.000000001277257,44.957473545243715,,tomato,2,1.0,30.0,134.75000000000114,24.0,,plate,2,1.0,30.0,,,4.0
5218,test,0,1,,0,0,0,2,None_cut,3.9583333333333277,3,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.000000000955204,43.70747354524343,,tomato,2,1.0,30.0,133.50000000000227,24.0,,plate,2,1.0,30.0,,,4.0
5219,test,0,1,,0,0,0,2,None_cut,3.9583333333333277,3,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.00000000063315,42.45747354524315,,tomato,2,1.0,30.0,132.2500000000034,24.0,,plate,2,1.0,30.0,,,4.0
5220,test,0,1,,0,0,0,2,None_cut,3.9583333333333277,3,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.000000000311097,41.20747354524286,,tomato,2,1.0,30.0,131.00000000000455,24.0,,plate,2,1.0,30.0,,,4.0
5221,test,0,1,,0,0,0,2,None_cut,3.9583333333333277,3,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.00000000004949,39.95747354524258,,tomato,2,1.0,30.0,129.75000000000568,24.0,,plate,2,1.0,30.0,,,4.0
5222,test,0,1,,0,0,0,2,None_cut,3.9583333333333277,3,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.00000000004558,38.707473545242294,,tomato,2,1.0,30.0,128.50000000000682,24.0,,plate,2,1.0,30.0,,,4.0
5223,test,0,1,,0,0,0,2,None_cut,3.9583333333333277,3,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.000000000041673,37.45747354524201,,tomato,2,1.0,30.0,127.2500000000071,24.0,,plate,2,1.0,30.0,,,4.0
5224,test,0,1,,0,0,0,2,None_cut,3.9583333333333277,3,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.000000000037765,36.207473545241726,,tomato,2,1.0,30.0,126.00000000000682,24.0,,plate,2,1.0,30.0,,,4.0
5225,test,0,1,,0,0,0,2,None_cut,3.9583333333333277,3,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.000000000033857,34.95747354524144,,tomato,2,1.0,30.0,124.75000000000654,24.0,,plate,2,1.0,30.0,,,4.0
5226,test,0,1,,0,0,0,2,None_cut,3.9583333333333277,3,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.00000000002995,33.70747354524116,,tomato,2,1.0,30.0,123.50000000000625,24.0,,plate,2,1.0,30.0,,,4.0
5227,test,0,1,,0,0,0,2,None_cut,3.9583333333333277,3,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.00000000002604,32.45747354524087,,tomato,2,1.0,30.0,122.25000000000597,24.0,,plate,2,1.0,30.0,,,4.0
5228,test,0,1,,0,0,0,2,None_cut,3.9583333333333277,3,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.000000000022133,31.207473545240816,,tomato,2,1.0,30.0,121.00000000000568,24.0,,plate,2,1.0,30.0,,,4.0
5229,test,0,1,,0,0,0,2,None_cut,3.9583333333333277,3,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.000000000018225,29.957473545240887,,tomato,2,1.0,30.0,119.8763439699661,24.30755190613945,,plate,2,1.0,30.0,,,4.0
5230,test,0,1,,0,0,0,2,None_cut,3.9583333333333277,3,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.000000000014317,28.70747354524096,,tomato,2,1.0,30.0,118.9873267412821,25.186271637966456,,plate,2,1.0,30.0,,,4.0
5231,test,0,1,,0,0,0,2,None_cut,3.9583333333333277,3,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.00000000001041,27.45747354524103,,tomato,2,1.0,30.0,118.0983095125981,26.06499136979346,,plate,2,1.0,30.0,,,4.0
5232,test,0,1,,0,0,0,2,None_cut,3.9583333333333277,3,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.000000000006587,26.2074735452411,,tomato,2,1.0,30.0,117.20929228391411,26.943711101620465,,plate,2,1.0,30.0,,,4.0
5233,test,0,1,,0,0,0,2,None_cut,3.9583333333333277,3,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.000000000002856,24.95747354524117,,tomato,2,1.0,30.0,116.32027505523011,27.82243083344747,,plate,2,1.0,30.0,,,4.0
5234,test,0,1,,0,0,0,2,None_cut,3.9583333333333277,3,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,tomato,2,1.0,30.0,115.43125782654612,28.70115056527412,,plate,2,1.0,30.0,,,4.0
5235,test,0,1,,0,0,0,2,None_cut,3.9583333333333277,3,1,0,tomato,0.0,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,2,1.0,30.0,114.54224059786175,29.57987029710077,,plate,2,1.0,30.0,,,4.0
5236,test,0,1,,0,0,0,2,None_cut,3.9583333333333277,3,1,0,tomato,0.041666666666666664,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,2,1.0,30.0,113.6532233691772,30.458590028927418,,plate,2,1.0,30.0,,,4.0
5237,test,0,1,,0,0,0,2,None_cut,3.9583333333333277,3,1,0,tomato,0.08333333333333333,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,2,1.0,30.0,112.76420614049265,31.337309760754067,,plate,2,1.0,30.0,,,4.0
5238,test,0,1,,0,0,0,2,None_cut,3.9583333333333277,3,1,0,tomato,0.125,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,2,1.0,30.0,111.87518891180801,32.2160294925808,,plate,2,1.0,30.0,,,4.0
5239,test,0,1,,0,0,0,2,None_cut,3.9583333333333277,3,1,0,tomato,0.16666666666666666,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,2,1.0,30.0,110.98617168312309,33.094749224407806,,plate,2,1.0,30.0,,,4.0
5240,test,0,1,,0,0,0,2,None_cut,3.9583333333333277,3,1,0,tomato,0.20833333333333331,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,2,1.0,30.0,110.09715445443817,33.97346895623481,,plate,2,1.0,30.0,,,4.0
5241,test,0,1,,0,0,0,2,None_cut,3.9583333333333277,3,1,0,tomato,0.24999999999999997,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,2,1.0,30.0,109.20813722575326,34.852188688061815,,plate,2,1.0,30.0,,,4.0
5242,test,0,1,,0,0,0,2,None_cut,3.9583333333333277,3,1,0,tomato,0.29166666666666663,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,2,1.0,30.0,108.31911999706834,35.73090841988882,,plate,2,1.0,30.0,,,4.0
5243,test,0,1,,0,0,0,2,None_cut,3.9583333333333277,3,1,0,tomato,0.3333333333333333,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,2,1.0,30.0,107.43010276838343,36.609628151715825,,plate,2,1.0,30.0,,,4.0
5244,test,0,1,,0,0,0,2,None_cut,3.9583333333333277,3,1,0,tomato,0.375,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,2,1.0,30.0,106.54108553969851,37.48834788354283,,plate,2,1.0,30.0,,,4.0
5245,test,0,1,,0,0,0,2,None_cut,3.9583333333333277,3,1,0,tomato,0.4166666666666667,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,2,1.0,30.0,105.6520683110136,38.367067615369834,,plate,2,1.0,30.0,,,4.0
5246,test,0,1,,0,0,0,2,None_cut,3.9583333333333277,3,1,0,tomato,0.45833333333333337,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,2,1.0,30.0,104.76305108232869,39.24578734719684,,plate,2,1.0,30.0,,,4.0
5247,test,0,1,,0,0,0,2,None_cut,3.9583333333333277,3,1,0,tomato,0.5,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,2,1.0,30.0,103.74411162538074,39.81349821690576,,plate,2,1.0,30.0,,,4.0
5248,test,0,1,,0,0,0,2,None_cut,3.9583333333333277,3,1,0,tomato,0.5416666666666666,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,2,1.0,30.0,102.49419931818743,39.82830444284919,,plate,2,1.0,30.0,,,4.0
5249,test,0,1,,0,0,0,2,None_cut,3.9583333333333277,3,1,0,tomato,0.5833333333333333,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,2,1.0,30.0,101.24428701099411,39.84311066879262,,plate,2,1.0,30.0,,,4.0
5250,test,0,1,,0,0,0,2,None_cut,3.9583333333333277,3,1,0,tomato,0.6249999999999999,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,2,1.0,30.0,99.9943747038008,39.85791689473605,,plate,2,1.0,30.0,,,4.0
5251,test,0,1,,0,0,0,2,None_cut,3.9583333333333277,3,1,0,tomato,0.6666666666666665,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,2,1.0,30.0,98.74446239660749,39.87272312067948,,plate,2,1.0,30.0,,,4.0
5252,test,0,1,,0,0,0,2,None_cut,3.9583333333333277,3,1,0,tomato,0.7083333333333331,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,2,1.0,30.0,97.49455008941418,39.88752934662291,,plate,2,1.0,30.0,,,4.0
5253,test,0,1,,0,0,0,2,None_cut,3.9583333333333277,3,1,0,tomato,0.7499999999999998,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,2,1.0,30.0,96.24463778222086,39.902335572566344,,plate,2,1.0,30.0,,,4.0
