tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_03_slot_x,CuttingBoard_03_slot_y,CuttingBoard_03_item,CuttingBoard_03_cut_time_accumulated,CuttingBoard_03_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,7980b31b9eceee09_score,player_16647749_x,player_16647749_y,player_16647749_move_target,player_16647749_item,player_16647749_score,player_16647749_cut_speed,player_16647749_speed,player_68e24335_x,player_68e24335_y,player_68e24335_move_target,player_68e24335_item,player_68e24335_score,player_68e24335_cut_speed,player_68e24335_speed
3148,0,1,,0,2,tomato,1.358333333333331,1,0,3,tomato,0.24999999999999997,0,2,2,,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,67.75735931288136,28.242640687118637,,tomato,2,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3149,0,1,,0,2,tomato,1.3666666666666643,1,0,3,tomato,0.24999999999999997,0,2,2,,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,67.40380592228814,28.596194077711857,,tomato,2,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3150,0,1,,0,2,tomato,1.3749999999999976,1,0,3,tomato,0.24999999999999997,0,2,2,,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,67.05025253169492,28.949747468305077,,tomato,2,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3151,0,1,,0,2,tomato,1.3833333333333309,1,0,3,tomato,0.24999999999999997,0,2,2,,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,66.6966991411017,29.303300858898297,,tomato,2,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3152,0,1,,0,2,tomato,1.3916666666666642,1,0,3,tomato,0.24999999999999997,0,2,2,,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,66.34314575050848,29.656854249491516,,tomato,2,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3153,0,1,,0,2,tomato,1.3999999999999975,1,0,3,tomato,0.24999999999999997,0,2,2,,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,65.98959235991526,30.010407640084736,,tomato,2,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3154,0,1,,0,2,tomato,1.4083333333333308,1,0,3,tomato,0.24999999999999997,0,2,2,,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,65.63603896932204,30.363961030677956,,tomato,2,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3155,0,1,,0,2,tomato,1.416666666666664,1,0,3,tomato,0.24999999999999997,0,2,2,,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,65.28248557872882,30.717514421271176,,tomato,2,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3156,0,1,,0,2,tomato,1.4249999999999974,1,0,3,tomato,0.24999999999999997,0,2,2,,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,64.9289321881356,31.071067811864395,,tomato,2,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3157,0,1,,0,2,tomato,1.4333333333333307,1,0,3,tomato,0.24999999999999997,0,2,2,,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,64.57537879754238,31.424621202457615,,tomato,2,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3158,0,1,,0,2,tomato,1.441666666666664,1,0,3,tomato,0.24999999999999997,0,2,2,,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,64.22182540694916,31.778174593050835,,tomato,2,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3159,0,1,,0,2,tomato,1.4499999999999973,1,0,3,tomato,0.24999999999999997,0,2,2,,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,63.868272016355945,32.131727983644055,,tomato,2,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3160,0,1,,0,2,tomato,1.4583333333333306,1,0,3,tomato,0.24999999999999997,0,2,2,,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,63.514718625762725,32.485281374237275,,tomato,2,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3161,0,1,,0,2,tomato,1.466666666666664,1,0,3,tomato,0.24999999999999997,0,2,2,,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,63.161165235169506,32.838834764830494,,tomato,2,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3162,0,1,,0,2,tomato,1.4749999999999972,1,0,3,tomato,0.24999999999999997,0,2,2,,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,62.807611844576286,33.192388155423714,,tomato,2,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3163,0,1,,0,2,tomato,1.4833333333333305,1,0,3,tomato,0.24999999999999997,0,2,2,,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,62.454058453983066,33.545941546016934,,tomato,2,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3164,0,1,,0,2,tomato,1.4916666666666638,1,0,3,tomato,0.24999999999999997,0,2,2,,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,62.100505063389846,33.899494936610154,,tomato,2,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3165,0,1,,0,2,tomato,1.4999999999999971,1,0,3,tomato,0.24999999999999997,0,2,2,,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,61.74695167279663,34.25304832720337,,tomato,2,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3166,0,1,,0,2,tomato,1.5083333333333304,1,0,3,tomato,0.24999999999999997,0,2,2,,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,61.39339828220341,34.60660171779659,,tomato,2,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3167,0,1,,0,2,tomato,1.5166666666666637,1,0,3,tomato,0.24999999999999997,0,2,2,,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,61.03984489161019,34.96015510838981,,tomato,2,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3168,0,1,,0,2,tomato,1.524999999999997,1,0,3,tomato,0.24999999999999997,0,2,2,,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,60.68629150101697,35.31370849898303,,tomato,2,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3169,0,1,,0,2,tomato,1.5333333333333303,1,0,3,tomato,0.24999999999999997,0,2,2,,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,60.33273811042375,35.66726188957625,,tomato,2,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3170,0,1,,0,2,tomato,1.5416666666666636,1,0,3,tomato,0.24999999999999997,0,2,2,,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,59.97918471983053,36.02081528016947,,tomato,2,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3171,0,1,,0,2,tomato,1.549999999999997,1,0,3,tomato,0.24999999999999997,0,2,2,,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,59.62563132923731,36.37436867076269,,tomato,2,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3172,0,1,,0,2,tomato,1.5583333333333302,1,0,3,tomato,0.24999999999999997,0,2,2,,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,59.27207793864409,36.72792206135591,,tomato,2,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3173,0,1,,0,2,tomato,1.5666666666666635,1,0,3,tomato,0.24999999999999997,0,2,2,,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,58.91852454805087,37.08147545194913,,tomato,2,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3174,0,1,,0,2,tomato,1.5749999999999968,1,0,3,tomato,0.24999999999999997,0,2,2,,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,58.56497115745765,37.43502884254235,,tomato,2,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3175,0,1,,0,2,tomato,1.5833333333333302,1,0,3,tomato,0.24999999999999997,0,2,2,,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,58.21141776686443,37.78858223313557,,tomato,2,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3176,0,1,,0,2,tomato,1.5916666666666635,1,0,3,tomato,0.24999999999999997,0,2,2,,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,57.85786437627121,38.14213562372879,,tomato,2,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3177,0,1,,0,2,tomato,1.5999999999999968,1,0,3,tomato,0.24999999999999997,0,2,2,,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,57.50431098567799,38.49568901432201,,tomato,2,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3178,0,1,,0,2,tomato,1.60833333333333,1,0,3,tomato,0.24999999999999997,0,2,2,,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,57.15075759508477,38.84924240491523,,tomato,2,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3179,0,1,,0,2,tomato,1.6166666666666634,1,0,3,tomato,0.24999999999999997,0,2,2,,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,56.79720420449155,39.20279579550845,,tomato,2,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3180,0,1,,0,2,tomato,1.6249999999999967,1,0,3,tomato,0.24999999999999997,0,2,2,,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,56.44365081389833,39.55634918610167,,tomato,2,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3181,0,1,,0,2,tomato,1.63333333333333,1,0,3,tomato,0.24999999999999997,0,2,2,,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,56.0,40.0,,tomato,2,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3182,0,1,,0,2,tomato,1.6416666666666633,1,0,3,tomato,0.24999999999999997,0,2,2,tomato,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,56.0,40.0,,,2,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3183,0,1,,0,2,tomato,1.6499999999999966,1,0,3,tomato,0.24999999999999997,0,2,2,tomato,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,56.0,40.0,,,2,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3184,0,1,,0,2,tomato,1.6583333333333299,1,0,3,tomato,0.24999999999999997,0,2,2,tomato,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,56.0,40.0,,,2,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3185,0,1,,0,2,tomato,1.6666666666666632,1,0,3,tomato,0.24999999999999997,0,2,2,tomato,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,56.0,40.0,,,2,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3186,0,1,,0,2,tomato,1.6749999999999965,1,0,3,tomato,0.24999999999999997,0,2,2,tomato,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,56.0,40.0,,,2,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3187,0,1,,0,2,tomato,1.6833333333333298,1,0,3,tomato,0.24999999999999997,0,2,2,tomato,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,56.0,40.0,,,2,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3188,0,1,,0,2,tomato,1.691666666666663,1,0,3,tomato,0.24999999999999997,0,2,2,tomato,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,56.0,40.0,,,2,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3189,0,1,,0,2,tomato,1.6999999999999964,1,0,3,tomato,0.24999999999999997,0,2,2,tomato,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,56.0,40.0,,,2,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3190,0,1,,0,2,tomato,1.7083333333333297,1,0,3,tomato,0.24999999999999997,0,2,2,tomato,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,56.0,40.0,,,2,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3191,0,1,,0,2,tomato,1.716666666666663,1,0,3,tomato,0.24999999999999997,0,2,2,tomato,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,56.0,40.0,,,2,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3192,0,1,,0,2,tomato,1.7249999999999963,1,0,3,tomato,0.24999999999999997,0,2,2,tomato,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,56.0,40.0,,,2,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3193,0,1,,0,2,tomato,1.7333333333333296,1,0,3,tomato,0.24999999999999997,0,2,2,tomato,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,56.0,40.0,,,2,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3194,0,1,,0,2,tomato,1.741666666666663,1,0,3,tomato,0.24999999999999997,0,2,2,tomato,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,56.0,40.0,,,2,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3195,0,1,,0,2,tomato,1.7499999999999962,1,0,3,tomato,0.24999999999999997,0,2,2,tomato,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,56.0,40.0,,,2,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3196,0,1,,0,2,tomato,1.7583333333333295,1,0,3,tomato,0.24999999999999997,0,2,2,tomato,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,56.0,40.0,,,2,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3197,0,1,,0,2,tomato,1.7666666666666628,1,0,3,tomato,0.24999999999999997,0,2,2,tomato,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,56.0,40.0,,,2,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3198,0,1,,0,2,tomato,1.7749999999999961,1,0,3,tomato,0.24999999999999997,0,2,2,tomato,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,56.0,40.0,,,2,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3199,0,1,,0,2,tomato,1.7833333333333294,1,0,3,tomato,0.24999999999999997,0,2,2,tomato,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,56.0,40.0,,,2,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3200,0,1,,0,2,tomato,1.7916666666666627,1,0,3,tomato,0.24999999999999997,0,2,2,tomato,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,56.0,40.0,,,2,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3201,0,1,,0,2,tomato,1.799999999999996,1,0,3,tomato,0.24999999999999997,0,2,2,tomato,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,56.0,40.0,,,2,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3202,0,1,,0,2,tomato,1.8083333333333294,1,0,3,tomato,0.24999999999999997,0,2,2,tomato,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,56.0,40.0,,,2,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3203,0,1,,0,2,tomato,1.8166666666666627,1,0,3,tomato,0.24999999999999997,0,2,2,tomato,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,56.0,40.0,,,2,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3204,0,1,,0,2,tomato,1.824999999999996,1,0,3,tomato,0.24999999999999997,0,2,2,tomato,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,56.0,40.0,,,2,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3205,0,1,,0,2,tomato,1.8333333333333293,1,0,3,tomato,0.24999999999999997,0,2,2,tomato,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,56.0,40.0,,,2,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3206,0,1,,0,2,tomato,1.8416666666666626,1,0,3,tomato,0.24999999999999997,0,2,2,tomato,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,56.0,40.0,,,2,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3207,0,1,,0,2,tomato,1.8499999999999959,1,0,3,tomato,0.24999999999999997,0,2,2,tomato,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,56.35355339059322,39.64644660940678,,,2,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3208,0,1,,0,2,tomato,1.8583333333333292,1,0,3,tomato,0.24999999999999997,0,2,2,tomato,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,56.70710678118644,39.29289321881356,,,2,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3209,0,1,,0,2,tomato,1.8666666666666625,1,0,3,tomato,0.24999999999999997,0,2,2,tomato,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,57.06066017177966,38.93933982822034,,,2,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3210,0,1,,0,2,tomato,1.8749999999999958,1,0,3,tomato,0.24999999999999997,0,2,2,tomato,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,57.41421356237288,38.58578643762712,,,2,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3211,0,1,,0,2,tomato,1.883333333333329,1,0,3,tomato,0.24999999999999997,0,2,2,tomato,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,57.7677669529661,38.2322330470339,,,2,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3212,0,1,,0,2,tomato,1.8916666666666624,1,0,3,tomato,0.24999999999999997,0,2,2,tomato,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,58.12132034355932,37.87867965644068,,,2,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3213,0,1,,0,2,tomato,1.8999999999999957,1,0,3,tomato,0.24999999999999997,0,2,2,tomato,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,58.47487373415254,37.52512626584746,,,2,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3214,0,1,,0,2,tomato,1.908333333333329,1,0,3,tomato,0.24999999999999997,0,2,2,tomato,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,58.82842712474576,37.17157287525424,,,2,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3215,0,1,,0,2,tomato,1.9166666666666623,1,0,3,tomato,0.24999999999999997,0,2,2,tomato,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,59.18198051533898,36.81801948466102,,,2,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3216,0,1,,0,2,tomato,1.9249999999999956,1,0,3,tomato,0.24999999999999997,0,2,2,tomato,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,59.5355339059322,36.4644660940678,,,2,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3217,0,1,,0,2,tomato,1.933333333333329,1,0,3,tomato,0.24999999999999997,0,2,2,tomato,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,59.88908729652542,36.11091270347458,,,2,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3218,0,1,,0,2,tomato,1.9416666666666622,1,0,3,tomato,0.24999999999999997,0,2,2,tomato,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,60.24264068711864,35.75735931288136,,,2,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3219,0,1,,0,2,tomato,1.9499999999999955,1,0,3,tomato,0.24999999999999997,0,2,2,tomato,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,60.59619407771186,35.40380592228814,,,2,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3220,0,1,,0,2,tomato,1.9583333333333288,1,0,3,tomato,0.24999999999999997,0,2,2,tomato,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,60.94974746830508,35.05025253169492,,,2,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3221,0,1,,0,2,tomato,1.9666666666666621,1,0,3,tomato,0.24999999999999997,0,2,2,tomato,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,61.3033008588983,34.6966991411017,,,2,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3222,0,1,,0,2,tomato,1.9749999999999954,1,0,3,tomato,0.24999999999999997,0,2,2,tomato,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,61.656854249491516,34.343145750508484,,,2,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3223,0,1,,0,2,tomato,1.9833333333333287,1,0,3,tomato,0.24999999999999997,0,2,2,tomato,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,62.010407640084736,33.989592359915264,,,2,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3224,0,1,,0,2,tomato,1.991666666666662,1,0,3,tomato,0.24999999999999997,0,2,2,tomato,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,62.363961030677956,33.636038969322044,,,2,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3225,0,1,,0,2,tomato,1.9999999999999953,1,0,3,tomato,0.24999999999999997,0,2,2,tomato,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,62.717514421271176,33.282485578728824,,,2,1.0,12.0,24.0,40.0,,,1,0.2,30.0
