tick,phase,collision,CuttingBoard_01_slot_x,CuttingBoard_01_slot_y,CuttingBoard_01_item,CuttingBoard_01_cut_time_accumulated,CuttingBoard_01_cut_stage,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_10_slot_x,CuttingBoard_10_slot_y,CuttingBoard_10_item,CuttingBoard_10_cut_time_accumulated,CuttingBoard_10_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Counter_26_slot_x,Counter_26_slot_y,Counter_26_item,Counter_27_slot_x,Counter_27_slot_y,Counter_27_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Delivery_53_slot_x,Delivery_53_slot_y,Delivery_53_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Dispenser_80_slot_x,Dispenser_80_slot_y,Dispenser_80_item,Delivery_83_slot_x,Delivery_83_slot_y,Delivery_83_item,Dispenser_91_slot_x,Dispenser_91_slot_y,Dispenser_91_item,Delivery_93_slot_x,Delivery_93_slot_y,Delivery_93_item,23f0a1d7adffece2_score,player_e9f00223_x,player_e9f00223_y,player_e9f00223_move_target,player_e9f00223_item,player_e9f00223_score,player_e9f00223_cut_speed,player_e9f00223_speed,player_588aaf23_x,player_588aaf23_y,player_588aaf23_move_target,player_588aaf23_item,player_588aaf23_score,player_588aaf23_cut_speed,player_588aaf23_speed,18cf696097fdcf58_score,ddd4286268b144af_message,f2365e25af3e4a70_score
5484,test,False,0,1,None_cut,3.8749999999999947,3,0,2,None_cut,3.8749999999999947,3,1,0,tomato,0.9583333333333329,0,2,2,,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,12.0,70.37024074780565,41.650131242846626,,tomato_salad,5,0.2,30.0,,,5.0
5485,test,False,0,1,None_cut,3.8749999999999947,3,0,2,None_cut,3.8749999999999947,3,1,0,tomato,0.9999999999999996,0,2,2,,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,12.0,71.24861732163237,40.76077496184716,,tomato_salad,5,0.2,30.0,,,5.0
5486,test,False,0,1,None_cut,3.8749999999999947,3,0,2,None_cut,3.8749999999999947,3,1,0,tomato,1.0416666666666663,1,2,2,,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,12.0,72.26074682117606,40.18626191223204,,tomato_salad,5,0.2,30.0,,,5.0
5487,test,False,0,1,None_cut,3.8749999999999947,3,0,2,None_cut,3.8749999999999947,3,1,0,tomato,1.083333333333333,1,2,2,,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,12.0,73.51065929977217,40.171470162855755,,tomato_salad,5,0.2,30.0,,,5.0
5488,test,False,0,1,None_cut,3.8749999999999947,3,0,2,None_cut,3.8749999999999947,3,1,0,tomato,1.1249999999999998,1,2,2,,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,12.0,74.76057177836829,40.15667841347976,,tomato_salad,5,0.2,30.0,,,5.0
5489,test,False,0,1,None_cut,3.8749999999999947,3,0,2,None_cut,3.8749999999999947,3,1,0,tomato,1.1666666666666665,1,2,2,,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,12.0,76.0104842569644,40.14188666410383,,tomato_salad,5,0.2,30.0,,,5.0
5490,test,False,0,1,None_cut,3.8749999999999947,3,0,2,None_cut,3.8749999999999947,3,1,0,tomato,1.2083333333333333,1,2,2,,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,12.0,77.26039673556052,40.1270949147279,,tomato_salad,5,0.2,30.0,,,5.0
5491,test,False,0,1,None_cut,3.8749999999999947,3,0,2,None_cut,3.8749999999999947,3,1,0,tomato,1.25,1,2,2,,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,12.0,78.51030921415663,40.11230316535197,,tomato_salad,5,0.2,30.0,,,5.0
5492,test,False,0,1,None_cut,3.8749999999999947,3,0,2,None_cut,3.8749999999999947,3,1,0,tomato,1.2916666666666667,1,2,2,,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,12.0,79.76022169275275,40.09751141597604,,tomato_salad,5,0.2,30.0,,,5.0
5493,test,False,0,1,None_cut,3.8749999999999947,3,0,2,None_cut,3.8749999999999947,3,1,0,tomato,1.3333333333333335,1,2,2,,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,12.0,81.01013417134887,40.08271966660011,,tomato_salad,5,0.2,30.0,,,5.0
5494,test,False,0,1,None_cut,3.8749999999999947,3,0,2,None_cut,3.8749999999999947,3,1,0,tomato,1.3750000000000002,1,2,2,,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,12.0,82.26004664994498,40.06792791722418,,tomato_salad,5,0.2,30.0,,,5.0
5495,test,False,0,1,None_cut,3.8749999999999947,3,0,2,None_cut,3.8749999999999947,3,1,0,tomato,1.416666666666667,1,2,2,,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,12.0,83.5099591285411,40.05313616784825,,tomato_salad,5,0.2,30.0,,,5.0
5496,test,False,0,1,None_cut,3.8749999999999947,3,0,2,None_cut,3.8749999999999947,3,1,0,tomato,1.4583333333333337,1,2,2,,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,12.0,84.75987160713721,40.03834441847232,,tomato_salad,5,0.2,30.0,,,5.0
5497,test,False,0,1,None_cut,3.8749999999999947,3,0,2,None_cut,3.8749999999999947,3,1,0,tomato,1.5000000000000004,1,2,2,,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,12.0,86.00978408573333,40.02355266909639,,tomato_salad,5,0.2,30.0,,,5.0
5498,test,False,0,1,None_cut,3.8749999999999947,3,0,2,None_cut,3.8749999999999947,3,1,0,tomato,1.5416666666666672,1,2,2,,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,12.0,87.25969656432945,40.00876091972046,,tomato_salad,5,0.2,30.0,,,5.0
5499,test,False,0,1,None_cut,3.8749999999999947,3,0,2,None_cut,3.8749999999999947,3,1,0,tomato,1.583333333333334,1,2,2,,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,12.0,88.0,40.0,,tomato_salad,5,0.2,30.0,,,5.0
5500,test,False,0,1,None_cut,3.8749999999999947,3,0,2,None_cut,3.8749999999999947,3,1,0,tomato,1.6250000000000007,1,2,2,,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,12.0,88.0,40.0,,,6,0.2,30.0,,,6.0
5501,test,False,0,1,None_cut,3.8749999999999947,3,0,2,None_cut,3.8749999999999947,3,1,0,tomato,1.6666666666666674,1,2,2,,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,12.0,88.0,40.0,,,6,0.2,30.0,,,6.0
5502,test,False,0,1,None_cut,3.8749999999999947,3,0,2,None_cut,3.8749999999999947,3,1,0,tomato,1.7083333333333341,1,2,2,,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,12.0,88.0,40.0,,,6,0.2,30.0,,,6.0
5503,test,False,0,1,None_cut,3.8749999999999947,3,0,2,None_cut,3.8749999999999947,3,1,0,tomato,1.7500000000000009,1,2,2,,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,12.0,88.0,40.0,,,6,0.2,30.0,,,6.0
5504,test,False,0,1,None_cut,3.8749999999999947,3,0,2,None_cut,3.8749999999999947,3,1,0,tomato,1.7916666666666676,1,2,2,,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,12.0,88.0,40.0,,,6,0.2,30.0,,,6.0
5505,test,False,0,1,None_cut,3.8749999999999947,3,0,2,None_cut,3.8749999999999947,3,1,0,tomato,1.8333333333333344,1,2,2,,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,12.0,88.0,40.0,,,6,0.2,30.0,,,6.0
5506,test,False,0,1,None_cut,3.8749999999999947,3,0,2,None_cut,3.8749999999999947,3,1,0,tomato,1.875000000000001,1,2,2,,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,12.0,88.0,40.0,,,6,0.2,30.0,,,6.0
5507,test,False,0,1,None_cut,3.8749999999999947,3,0,2,None_cut,3.8749999999999947,3,1,0,tomato,1.9166666666666679,1,2,2,,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,12.0,88.0,40.0,,,6,0.2,30.0,,,6.0
5508,test,False,0,1,None_cut,3.8749999999999947,3,0,2,None_cut,3.8749999999999947,3,1,0,tomato,1.9583333333333346,1,2,2,,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,12.0,88.0,40.0,,,6,0.2,30.0,,,6.0
5509,test,False,0,1,None_cut,3.8749999999999947,3,0,2,None_cut,3.8749999999999947,3,1,0,tomato,2.0000000000000013,2,2,2,,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,12.0,88.0,40.0,,,6,0.2,30.0,,,6.0
5510,test,False,0,1,None_cut,3.8749999999999947,3,0,2,None_cut,3.8749999999999947,3,1,0,tomato,2.041666666666668,2,2,2,,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,12.0,88.0,40.0,,,6,0.2,30.0,,,6.0
5511,test,False,0,1,None_cut,3.8749999999999947,3,0,2,None_cut,3.8749999999999947,3,1,0,tomato,2.0833333333333344,2,2,2,,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,12.0,88.0,40.0,,,6,0.2,30.0,,,6.0
5512,test,False,0,1,None_cut,3.8749999999999947,3,0,2,None_cut,3.8749999999999947,3,1,0,tomato,2.125000000000001,2,2,2,,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,12.0,88.0,40.0,,,6,0.2,30.0,,,6.0
5513,test,False,0,1,None_cut,3.8749999999999947,3,0,2,None_cut,3.8749999999999947,3,1,0,tomato,2.1666666666666674,2,2,2,,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,12.0,88.0,40.0,,,6,0.2,30.0,,,6.0
5514,test,False,0,1,None_cut,3.8749999999999947,3,0,2,None_cut,3.8749999999999947,3,1,0,tomato,2.208333333333334,2,2,2,,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,12.0,88.0,40.0,,,6,0.2,30.0,,,6.0
5515,test,False,0,1,None_cut,3.8749999999999947,3,0,2,None_cut,3.8749999999999947,3,1,0,tomato,2.2500000000000004,2,2,2,,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,12.0,88.0,40.0,,,6,0.2,30.0,,,6.0
5516,test,False,0,1,None_cut,3.8749999999999947,3,0,2,None_cut,3.8749999999999947,3,1,0,tomato,2.291666666666667,2,2,2,,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,12.0,88.0,40.0,,,6,0.2,30.0,,,6.0
5517,test,False,0,1,None_cut,3.8749999999999947,3,0,2,None_cut,3.8749999999999947,3,1,0,tomato,2.3333333333333335,2,2,2,,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,12.0,88.0,40.0,,,6,0.2,30.0,,,6.0
5518,test,False,0,1,None_cut,3.8749999999999947,3,0,2,None_cut,3.8749999999999947,3,1,0,tomato,2.375,2,2,2,,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,12.0,88.0,40.0,,,6,0.2,30.0,,,6.0
5519,test,False,0,1,None_cut,3.8749999999999947,3,0,2,None_cut,3.8749999999999947,3,1,0,tomato,2.4166666666666665,2,2,2,,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,12.0,88.0,40.0,,,6,0.2,30.0,,,6.0
5520,test,False,0,1,None_cut,3.8749999999999947,3,0,2,None_cut,3.8749999999999947,3,1,0,tomato,2.458333333333333,2,2,2,,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,12.0,89.25000000000028,40.0,,,6,0.2,30.0,,,6.0
5521,test,False,0,1,None_cut,3.8749999999999947,3,0,2,None_cut,3.8749999999999947,3,1,0,tomato,2.4999999999999996,2,2,2,,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,12.0,90.50000000000057,40.0,,,6,0.2,30.0,,,6.0
5522,test,False,0,1,None_cut,3.8749999999999947,3,0,2,None_cut,3.8749999999999947,3,1,0,tomato,2.4999999999999996,2,2,2,,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,12.0,91.75000000000085,40.0,,,6,0.2,30.0,,,6.0
5523,test,False,0,1,None_cut,3.8749999999999947,3,0,2,None_cut,3.8749999999999947,3,1,0,tomato,2.4999999999999996,2,2,2,,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.4999999999999,,,0,1.0,12.0,93.00000000000114,40.0,,,6,0.2,30.0,,,6.0
5524,test,False,0,1,None_cut,3.8749999999999947,3,0,2,None_cut,3.8749999999999947,3,1,0,tomato,2.4999999999999996,2,2,2,,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.9999999999998,,,0,1.0,12.0,94.25000000000142,40.0,,,6,0.2,30.0,,,6.0
5525,test,False,0,1,None_cut,3.8749999999999947,3,0,2,None_cut,3.8749999999999947,3,1,0,tomato,2.4999999999999996,2,2,2,,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,25.4999999999997,,,0,1.0,12.0,95.5000000000017,40.0,,,6,0.2,30.0,,,6.0
5526,test,False,0,1,None_cut,3.8749999999999947,3,0,2,None_cut,3.8749999999999947,3,1,0,tomato,2.4999999999999996,2,2,2,,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,25.999999999999602,,,0,1.0,12.0,96.75000000000199,40.0,,,6,0.2,30.0,,,6.0
5527,test,False,0,1,None_cut,3.8749999999999947,3,0,2,None_cut,3.8749999999999947,3,1,0,tomato,2.4999999999999996,2,2,2,,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,26.499999999999503,,,0,1.0,12.0,98.00000000000227,40.0,,,6,0.2,30.0,,,6.0
5528,test,False,0,1,None_cut,3.8749999999999947,3,0,2,None_cut,3.8749999999999947,3,1,0,tomato,2.4999999999999996,2,2,2,,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,26.999999999999403,,,0,1.0,12.0,99.25000000000256,40.0,,,6,0.2,30.0,,,6.0
5529,test,False,0,1,None_cut,3.8749999999999947,3,0,2,None_cut,3.8749999999999947,3,1,0,tomato,2.4999999999999996,2,2,2,,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,27.499999999999304,,,0,1.0,12.0,100.50000000000284,40.0,,,6,0.2,30.0,,,6.0
5530,test,False,0,1,None_cut,3.8749999999999947,3,0,2,None_cut,3.8749999999999947,3,1,0,tomato,2.4999999999999996,2,2,2,,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,27.999999999999204,,,0,1.0,12.0,101.75000000000313,40.0,,,6,0.2,30.0,,,6.0
5531,test,False,0,1,None_cut,3.8749999999999947,3,0,2,None_cut,3.8749999999999947,3,1,0,tomato,2.4999999999999996,2,2,2,,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,28.499999999999105,,,0,1.0,12.0,103.00000000000341,40.0,,,6,0.2,30.0,,,6.0
5532,test,False,0,1,None_cut,3.8749999999999947,3,0,2,None_cut,3.8749999999999947,3,1,0,tomato,2.4999999999999996,2,2,2,,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,28.999999999999005,,,0,1.0,12.0,104.2500000000037,40.0,,,6,0.2,30.0,,,6.0
5533,test,False,0,1,None_cut,3.8749999999999947,3,0,2,None_cut,3.8749999999999947,3,1,0,tomato,2.4999999999999996,2,2,2,,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,29.499999999998906,,,0,1.0,12.0,105.50000000000398,40.0,,,6,0.2,30.0,,,6.0
5534,test,False,0,1,None_cut,3.8749999999999947,3,0,2,None_cut,3.8749999999999947,3,1,0,tomato,2.4999999999999996,2,2,2,,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,29.999999999998806,,,0,1.0,12.0,106.75000000000426,40.0,,,6,0.2,30.0,,,6.0
5535,test,False,0,1,None_cut,3.8749999999999947,3,0,2,None_cut,3.8749999999999947,3,1,0,tomato,2.4999999999999996,2,2,2,,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,30.499999999998707,,,0,1.0,12.0,108.00000000000455,40.0,,,6,0.2,30.0,,,6.0
5536,test,False,0,1,None_cut,3.8749999999999947,3,0,2,None_cut,3.8749999999999947,3,1,0,tomato,2.4999999999999996,2,2,2,,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,30.999999999998607,,,0,1.0,12.0,109.25000000000483,40.0,,,6,0.2,30.0,,,6.0
5537,test,False,0,1,None_cut,3.8749999999999947,3,0,2,None_cut,3.8749999999999947,3,1,0,tomato,2.4999999999999996,2,2,2,,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,31.499999999998508,,,0,1.0,12.0,110.50000000000512,40.0,,,6,0.2,30.0,,,6.0
5538,test,False,0,1,None_cut,3.8749999999999947,3,0,2,None_cut,3.8749999999999947,3,1,0,tomato,2.4999999999999996,2,2,2,,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,31.99999999999841,,,0,1.0,12.0,111.7500000000054,40.0,,,6,0.2,30.0,,,6.0
5539,test,False,0,1,None_cut,3.8749999999999947,3,0,2,None_cut,3.8749999999999947,3,1,0,tomato,2.4999999999999996,2,2,2,,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,32.499999999998664,,,0,1.0,12.0,113.00000000000568,40.0,,,6,0.2,30.0,,,6.0
5540,test,False,0,1,None_cut,3.8749999999999947,3,0,2,None_cut,3.8749999999999947,3,1,0,tomato,2.4999999999999996,2,2,2,,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,32.99999999999892,,,0,1.0,12.0,114.25000000000597,40.0,,,6,0.2,30.0,,,6.0
5541,test,False,0,1,None_cut,3.8749999999999947,3,0,2,None_cut,3.8749999999999947,3,1,0,tomato,2.4999999999999996,2,2,2,,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,33.499999999999176,,,0,1.0,12.0,115.50000000000625,40.0,,,6,0.2,30.0,,,6.0
5542,test,False,0,1,None_cut,3.8749999999999947,3,0,2,None_cut,3.8749999999999947,3,1,0,tomato,2.4999999999999996,2,2,2,,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,33.99999999999943,,,0,1.0,12.0,116.75000000000654,40.0,,,6,0.2,30.0,,,6.0
5543,test,False,0,1,None_cut,3.8749999999999947,3,0,2,None_cut,3.8749999999999947,3,1,0,tomato,2.4999999999999996,2,2,2,,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,34.49999999999969,,,0,1.0,12.0,118.00000000000682,40.0,,,6,0.2,30.0,,,6.0
5544,test,False,0,1,None_cut,3.8749999999999947,3,0,2,None_cut,3.8749999999999947,3,1,0,tomato,2.4999999999999996,2,2,2,,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,34.99999999999994,,,0,1.0,12.0,119.2500000000071,40.0,,,6,0.2,30.0,,,6.0
5545,test,False,0,1,None_cut,3.8749999999999947,3,0,2,None_cut,3.8749999999999947,3,1,0,tomato,2.4999999999999996,2,2,2,,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,35.5000000000002,,,0,1.0,12.0,120.29803951736653,39.50810911865716,,,6,0.2,30.0,,,6.0
