tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_03_slot_x,CuttingBoard_03_slot_y,CuttingBoard_03_item,CuttingBoard_03_cut_time_accumulated,CuttingBoard_03_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,da15a8d490b26cd5_score,player_86c4a5ae_x,player_86c4a5ae_y,player_86c4a5ae_move_target,player_86c4a5ae_item,player_86c4a5ae_score,player_86c4a5ae_cut_speed,player_86c4a5ae_speed,player_0d05f176_x,player_0d05f176_y,player_0d05f176_move_target,player_0d05f176_item,player_0d05f176_score,player_0d05f176_cut_speed,player_0d05f176_speed
3569,0,1,,0,2,tomato,0.19999999999999998,0,0,3,None_cut,3.1833333333333247,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,78.19060248669496,49.80939751330504,,plate,4,1.0,12.0,24.0,40.0,,,0,0.2,30.0
3570,0,1,,0,2,tomato,0.20833333333333331,0,0,3,None_cut,3.1833333333333247,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,77.83704909610174,50.16295090389826,,plate,4,1.0,12.0,24.0,40.0,,,0,0.2,30.0
3571,0,1,,0,2,tomato,0.21666666666666665,0,0,3,None_cut,3.1833333333333247,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,77.48349570550852,50.51650429449148,,plate,4,1.0,12.0,24.0,40.0,,,0,0.2,30.0
3572,0,1,,0,2,tomato,0.22499999999999998,0,0,3,None_cut,3.1833333333333247,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,77.1299423149153,50.8700576850847,,plate,4,1.0,12.0,24.0,40.0,,,0,0.2,30.0
3573,0,1,,0,2,tomato,0.2333333333333333,0,0,3,None_cut,3.1833333333333247,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,76.77638892432208,51.22361107567792,,plate,4,1.0,12.0,24.0,40.0,,,0,0.2,30.0
3574,0,1,,0,2,tomato,0.24166666666666664,0,0,3,None_cut,3.1833333333333247,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,76.42283553372886,51.57716446627114,,plate,4,1.0,12.0,24.0,40.0,,,0,0.2,30.0
3575,0,1,,0,2,tomato,0.24999999999999997,0,0,3,None_cut,3.1833333333333247,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,76.06928214313564,51.93071785686436,,plate,4,1.0,12.0,24.0,40.0,,,0,0.2,30.0
3576,0,1,,0,2,tomato,0.2583333333333333,0,0,3,None_cut,3.1833333333333247,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,75.71572875254242,52.28427124745758,,plate,4,1.0,12.0,24.0,40.0,,,0,0.2,30.0
3577,0,1,,0,2,tomato,0.26666666666666666,0,0,3,None_cut,3.1833333333333247,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,75.3621753619492,52.6378246380508,,plate,4,1.0,12.0,24.0,40.0,,,0,0.2,30.0
3578,0,1,,0,2,tomato,0.275,0,0,3,None_cut,3.1833333333333247,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,75.00862197135598,52.99137802864402,,plate,4,1.0,12.0,24.0,40.0,,,0,0.2,30.0
3579,0,1,,0,2,tomato,0.2833333333333334,0,0,3,None_cut,3.1833333333333247,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,74.65506858076276,53.34493141923724,,plate,4,1.0,12.0,24.0,40.0,,,0,0.2,30.0
3580,0,1,,0,2,tomato,0.29166666666666674,0,0,3,None_cut,3.1833333333333247,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,74.30151519016954,53.69848480983046,,plate,4,1.0,12.0,24.0,40.0,,,0,0.2,30.0
3581,0,1,,0,2,tomato,0.3000000000000001,0,0,3,None_cut,3.1833333333333247,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,73.94796179957632,54.05203820042368,,plate,4,1.0,12.0,24.0,40.0,,,0,0.2,30.0
3582,0,1,,0,2,tomato,0.30833333333333346,0,0,3,None_cut,3.1833333333333247,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,73.5944084089831,54.4055915910169,,plate,4,1.0,12.0,24.0,40.0,,,0,0.2,30.0
3583,0,1,,0,2,tomato,0.3166666666666668,0,0,3,None_cut,3.1833333333333247,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,73.24085501838988,54.75914498161012,,plate,4,1.0,12.0,24.0,40.0,,,0,0.2,30.0
3584,0,1,,0,2,tomato,0.3250000000000002,0,0,3,None_cut,3.1833333333333247,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,72.88730162779666,55.11269837220334,,plate,4,1.0,12.0,24.0,40.0,,,0,0.2,30.0
3585,0,1,,0,2,tomato,0.33333333333333354,0,0,3,None_cut,3.1833333333333247,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,72.53374823720344,55.46625176279656,,plate,4,1.0,12.0,24.0,40.0,,,0,0.2,30.0
3586,0,1,,0,2,tomato,0.3416666666666669,0,0,3,None_cut,3.1833333333333247,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,72.18019484661022,55.81980515338978,,plate,4,1.0,12.0,24.0,40.0,,,0,0.2,30.0
3587,0,1,,0,2,tomato,0.35000000000000026,0,0,3,None_cut,3.1833333333333247,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,71.826641456017,56.173358543983,,plate,4,1.0,12.0,24.0,40.0,,,0,0.2,30.0
3588,0,1,,0,2,tomato,0.3583333333333336,0,0,3,None_cut,3.1833333333333247,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,71.47308806542378,56.52691193457622,,plate,4,1.0,12.0,24.0,40.0,,,0,0.2,30.0
3589,0,1,,0,2,tomato,0.366666666666667,0,0,3,None_cut,3.1833333333333247,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,71.11953467483056,56.88046532516944,,plate,4,1.0,12.0,24.0,40.0,,,0,0.2,30.0
3590,0,1,,0,2,tomato,0.37500000000000033,0,0,3,None_cut,3.1833333333333247,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,70.76598128423734,57.23401871576266,,plate,4,1.0,12.0,24.0,40.0,,,0,0.2,30.0
3591,0,1,,0,2,tomato,0.3833333333333337,0,0,3,None_cut,3.1833333333333247,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,70.41242789364412,57.58757210635588,,plate,4,1.0,12.0,24.0,40.0,,,0,0.2,30.0
3592,0,1,,0,2,tomato,0.39166666666666705,0,0,3,None_cut,3.1833333333333247,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,70.0588745030509,57.9411254969491,,plate,4,1.0,12.0,24.0,40.0,,,0,0.2,30.0
3593,0,1,,0,2,tomato,0.4000000000000004,0,0,3,None_cut,3.1833333333333247,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,69.70532111245768,58.29467888754232,,plate,4,1.0,12.0,24.0,40.0,,,0,0.2,30.0
3594,0,1,,0,2,tomato,0.40833333333333377,0,0,3,None_cut,3.1833333333333247,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,69.35176772186446,58.64823227813554,,plate,4,1.0,12.0,24.0,40.0,,,0,0.2,30.0
3595,0,1,,0,2,tomato,0.41666666666666713,0,0,3,None_cut,3.1833333333333247,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,68.99821433127124,59.00178566872876,,plate,4,1.0,12.0,24.0,40.0,,,0,0.2,30.0
3596,0,1,,0,2,tomato,0.4250000000000005,0,0,3,None_cut,3.1833333333333247,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,68.64466094067802,59.35533905932198,,plate,4,1.0,12.0,24.0,40.0,,,0,0.2,30.0
3597,0,1,,0,2,tomato,0.43333333333333385,0,0,3,None_cut,3.1833333333333247,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,68.2911075500848,59.7088924499152,,plate,4,1.0,12.0,24.0,40.0,,,0,0.2,30.0
3598,0,1,,0,2,tomato,0.4416666666666672,0,0,3,None_cut,3.1833333333333247,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,67.93755415949158,60.06244584050842,,plate,4,1.0,12.0,24.0,40.0,,,0,0.2,30.0
3599,0,1,,0,2,tomato,0.45000000000000057,0,0,3,None_cut,3.1833333333333247,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,67.58400076889836,60.41599923110164,,plate,4,1.0,12.0,24.0,40.0,,,0,0.2,30.0
3600,0,1,,0,2,tomato,0.4583333333333339,0,0,3,None_cut,3.1833333333333247,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,67.23044737830514,60.76955262169486,,plate,4,1.0,12.0,24.0,40.0,,,0,0.2,30.0
3601,0,1,,0,2,tomato,0.4666666666666673,0,0,3,None_cut,3.1833333333333247,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,66.87689398771192,61.123106012288076,,plate,4,1.0,12.0,24.0,40.0,,,0,0.2,30.0
3602,0,1,,0,2,tomato,0.47500000000000064,0,0,3,None_cut,3.1833333333333247,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,66.5233405971187,61.476659402881296,,plate,4,1.0,12.0,24.0,40.0,,,0,0.2,30.0
3603,0,1,,0,2,tomato,0.483333333333334,0,0,3,None_cut,3.1833333333333247,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,66.16978720652548,61.830212793474516,,plate,4,1.0,12.0,24.0,40.0,,,0,0.2,30.0
3604,0,1,,0,2,tomato,0.49166666666666736,0,0,3,None_cut,3.1833333333333247,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,65.81623381593226,62.183766184067736,,plate,4,1.0,12.0,24.0,40.0,,,0,0.2,30.0
3605,0,1,,0,2,tomato,0.5000000000000007,0,0,3,None_cut,3.1833333333333247,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,65.46268042533904,62.537319574660955,,plate,4,1.0,12.0,24.0,40.0,,,0,0.2,30.0
3606,0,1,,0,2,tomato,0.508333333333334,0,0,3,None_cut,3.1833333333333247,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,65.10912703474582,62.890872965254175,,plate,4,1.0,12.0,24.0,40.0,,,0,0.2,30.0
3607,0,1,,0,2,tomato,0.5166666666666673,0,0,3,None_cut,3.1833333333333247,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,64.7555736441526,63.244426355847395,,plate,4,1.0,12.0,24.0,40.0,,,0,0.2,30.0
3608,0,1,,0,2,tomato,0.5250000000000006,0,0,3,None_cut,3.1833333333333247,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,64.40202025355939,63.597979746440615,,plate,4,1.0,12.0,24.0,40.0,,,0,0.2,30.0
3609,0,1,,0,2,tomato,0.5333333333333339,0,0,3,None_cut,3.1833333333333247,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,64.04846686296617,63.951533137033834,,plate,4,1.0,12.0,24.0,40.0,,,0,0.2,30.0
3610,0,1,,0,2,tomato,0.5416666666666672,0,0,3,None_cut,3.1833333333333247,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,63.694913472372946,64.30508652762705,,plate,4,1.0,12.0,24.0,40.0,,,0,0.2,30.0
3611,0,1,,0,2,tomato,0.5500000000000005,0,0,3,None_cut,3.1833333333333247,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,63.341360081779726,64.65863991822027,,plate,4,1.0,12.0,24.0,40.0,,,0,0.2,30.0
3612,0,1,,0,2,tomato,0.5583333333333338,0,0,3,None_cut,3.1833333333333247,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,62.987806691186506,65.0121933088135,,plate,4,1.0,12.0,24.0,40.0,,,0,0.2,30.0
3613,0,1,,0,2,tomato,0.5666666666666671,0,0,3,None_cut,3.1833333333333247,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,62.634253300593286,65.36574669940671,,plate,4,1.0,12.0,24.0,40.0,,,0,0.2,30.0
3614,0,1,,0,2,tomato,0.5750000000000004,0,0,3,None_cut,3.1833333333333247,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,62.28069991000007,65.71930008999993,,plate,4,1.0,12.0,24.0,40.0,,,0,0.2,30.0
3615,0,1,,0,2,tomato,0.5833333333333337,0,0,3,None_cut,3.1833333333333247,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,61.92714651940685,66.07285348059315,,plate,4,1.0,12.0,24.0,40.0,,,0,0.2,30.0
3616,0,1,,0,2,tomato,0.591666666666667,0,0,3,None_cut,3.1833333333333247,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,61.57359312881363,66.42640687118637,,plate,4,1.0,12.0,24.0,40.0,,,0,0.2,30.0
3617,0,1,,0,2,tomato,0.6000000000000003,0,0,3,None_cut,3.1833333333333247,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,61.22003973822041,66.77996026177959,,plate,4,1.0,12.0,24.0,40.0,,,0,0.2,30.0
3618,0,1,,0,2,tomato,0.6083333333333336,0,0,3,None_cut,3.1833333333333247,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,60.86648634762719,67.13351365237281,,plate,4,1.0,12.0,24.0,40.0,,,0,0.2,30.0
3619,0,1,,0,2,tomato,0.6166666666666669,0,0,3,None_cut,3.1833333333333247,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,60.51293295703397,67.48706704296603,,plate,4,1.0,12.0,24.0,40.0,,,0,0.2,30.0
3620,0,1,,0,2,tomato,0.6250000000000002,0,0,3,None_cut,3.1833333333333247,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,60.15937956644075,67.84062043355925,,plate,4,1.0,12.0,24.0,40.0,,,0,0.2,30.0
3621,0,1,,0,2,tomato,0.6333333333333335,0,0,3,None_cut,3.1833333333333247,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,59.80582617584753,68.19417382415247,,plate,4,1.0,12.0,24.0,40.0,,,0,0.2,30.0
3622,0,1,,0,2,tomato,0.6416666666666668,0,0,3,None_cut,3.1833333333333247,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,59.45227278525431,68.54772721474569,,plate,4,1.0,12.0,24.0,40.0,,,0,0.2,30.0
3623,0,1,,0,2,tomato,0.6500000000000001,0,0,3,None_cut,3.1833333333333247,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,59.09871939466109,68.90128060533891,,plate,4,1.0,12.0,24.0,40.0,,,0,0.2,30.0
3624,0,1,,0,2,tomato,0.6583333333333334,0,0,3,None_cut,3.1833333333333247,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,58.74516600406787,69.25483399593213,,plate,4,1.0,12.0,24.0,40.0,,,0,0.2,30.0
3625,0,1,,0,2,tomato,0.6666666666666667,0,0,3,None_cut,3.1833333333333247,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,58.39161261347465,69.60838738652535,,plate,4,1.0,12.0,24.0,40.0,,,0,0.2,30.0
3626,0,1,,0,2,tomato,0.675,0,0,3,None_cut,3.1833333333333247,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,58.03805922288143,69.96194077711857,,plate,4,1.0,12.0,24.0,40.0,,,0,0.2,30.0
3627,0,1,,0,2,tomato,0.6833333333333333,0,0,3,None_cut,3.1833333333333247,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,57.68450583228821,70.31549416771179,,plate,4,1.0,12.0,24.0,40.0,,,0,0.2,30.0
3628,0,1,,0,2,tomato,0.6916666666666667,0,0,3,None_cut,3.1833333333333247,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,57.33095244169499,70.66904755830501,,plate,4,1.0,12.0,24.0,40.0,,,0,0.2,30.0
3629,0,1,,0,2,tomato,0.7,0,0,3,None_cut,3.1833333333333247,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,56.97739905110177,71.02260094889823,,plate,4,1.0,12.0,24.0,40.0,,,0,0.2,30.0
3630,0,1,,0,2,tomato,0.7083333333333333,0,0,3,None_cut,3.1833333333333247,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,56.62384566050855,71.37615433949145,,plate,4,1.0,12.0,24.0,40.0,,,0,0.2,30.0
3631,0,1,,0,2,tomato,0.7166666666666666,0,0,3,None_cut,3.1833333333333247,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,56.27029226991533,71.72970773008467,,plate,4,1.0,12.0,24.0,40.0,,,0,0.2,30.0
3632,0,1,,0,2,tomato,0.7249999999999999,0,0,3,None_cut,3.1833333333333247,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,56.0,72.0,,plate,4,1.0,12.0,24.0,40.0,,,0,0.2,30.0
3633,0,1,,0,2,tomato,0.7333333333333332,0,0,3,None_cut,3.1833333333333247,3,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,56.0,72.0,,,4,1.0,12.0,24.0,40.0,,,0,0.2,30.0
3634,0,1,,0,2,tomato,0.7416666666666665,0,0,3,None_cut,3.1833333333333247,3,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,56.0,72.0,,,4,1.0,12.0,24.0,40.0,,,0,0.2,30.0
3635,0,1,,0,2,tomato,0.7499999999999998,0,0,3,None_cut,3.1833333333333247,3,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,56.0,72.0,,,4,1.0,12.0,24.0,40.0,,,0,0.2,30.0
3636,0,1,,0,2,tomato,0.7583333333333331,0,0,3,None_cut,3.1833333333333247,3,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,56.0,72.0,,,4,1.0,12.0,24.0,40.0,,,0,0.2,30.0
3637,0,1,,0,2,tomato,0.7666666666666664,0,0,3,None_cut,3.1833333333333247,3,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,56.0,72.0,,,4,1.0,12.0,24.0,40.0,,,0,0.2,30.0
3638,0,1,,0,2,tomato,0.7749999999999997,0,0,3,None_cut,3.1833333333333247,3,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,56.0,72.0,,,4,1.0,12.0,24.0,40.0,,,0,0.2,30.0
3639,0,1,,0,2,tomato,0.783333333333333,0,0,3,None_cut,3.1833333333333247,3,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,56.0,72.0,,,4,1.0,12.0,24.0,40.0,,,0,0.2,30.0
3640,0,1,,0,2,tomato,0.7916666666666663,0,0,3,None_cut,3.1833333333333247,3,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,56.0,72.0,,,4,1.0,12.0,24.0,40.0,,,0,0.2,30.0
3641,0,1,,0,2,tomato,0.7999999999999996,0,0,3,None_cut,3.1833333333333247,3,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,56.0,72.0,,,4,1.0,12.0,24.0,40.0,,,0,0.2,30.0
3642,0,1,,0,2,tomato,0.8083333333333329,0,0,3,None_cut,3.1833333333333247,3,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,56.0,72.0,,,4,1.0,12.0,24.0,40.0,,,0,0.2,30.0
3643,0,1,,0,2,tomato,0.8166666666666662,0,0,3,None_cut,3.1833333333333247,3,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,56.0,72.0,,,4,1.0,12.0,24.0,40.0,,,0,0.2,30.0
