tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_03_slot_x,CuttingBoard_03_slot_y,CuttingBoard_03_item,CuttingBoard_03_cut_time_accumulated,CuttingBoard_03_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,32c24873ef018aaa_score,player_d355bff0_x,player_d355bff0_y,player_d355bff0_move_target,player_d355bff0_item,player_d355bff0_score,player_d355bff0_cut_speed,player_d355bff0_speed,player_6bd76bf8_x,player_6bd76bf8_y,player_6bd76bf8_move_target,player_6bd76bf8_item,player_6bd76bf8_score,player_6bd76bf8_cut_speed,player_6bd76bf8_speed
3203,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,72.31481568011074,71.6851291166301,,,1,1.0,30.0,24.0,56.0,,tomato_cut,1,1.0,30.0
3204,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,73.19870071198889,70.80124719554357,,,1,1.0,30.0,24.0,56.0,,tomato_cut,1,1.0,30.0
3205,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,74.0825857438667,69.91736527445704,,,1,1.0,30.0,24.0,56.0,,tomato_cut,1,1.0,30.0
3206,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,74.96647077574448,69.03348335337051,,,1,1.0,30.0,24.0,56.0,,tomato_cut,1,1.0,30.0
3207,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,75.85035580762225,68.14960143228399,,,1,1.0,30.0,24.0,56.0,,tomato_cut,1,1.0,30.0
3208,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,76.73424083950002,67.26571951119746,,,1,1.0,30.0,24.0,56.0,,tomato_cut,1,1.0,30.0
3209,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,77.6181258713778,66.38183759011093,,,1,1.0,30.0,24.0,56.0,,tomato_cut,1,1.0,30.0
3210,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,78.50201090325558,65.4979556690244,,,1,1.0,30.0,24.0,56.0,,tomato_cut,1,1.0,30.0
3211,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,79.38589593513336,64.61407374793788,,,1,1.0,30.0,24.0,56.0,,tomato_cut,1,1.0,30.0
3212,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,80.26978096701113,63.73019182685135,,,1,1.0,30.0,24.0,56.0,,tomato_cut,1,1.0,30.0
3213,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,81.15366599888891,62.84630990576483,,,1,1.0,30.0,24.0,56.0,,tomato_cut,1,1.0,30.0
3214,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,82.03755103076668,61.9624279846783,,,1,1.0,30.0,24.0,56.0,,tomato_cut,1,1.0,30.0
3215,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,82.92143606264446,61.07854606359177,,,1,1.0,30.0,24.0,56.0,,tomato_cut,1,1.0,30.0
3216,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,83.80532109452224,60.194664142505246,,,1,1.0,30.0,24.0,56.0,,tomato_cut,1,1.0,30.0
3217,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,84.68920612640001,59.31078222141872,,,1,1.0,30.0,24.0,56.0,,tomato_cut,1,1.0,30.0
3218,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,85.57309115827779,58.42690030033219,,,1,1.0,30.0,24.0,56.0,,tomato_cut,1,1.0,30.0
3219,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,86.45697619015556,57.543018379245666,,,1,1.0,30.0,24.0,56.0,,tomato_cut,1,1.0,30.0
3220,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,87.34086122203334,56.65913645815914,,,1,1.0,30.0,24.0,56.0,,tomato_cut,1,1.0,30.0
3221,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,56.0,,,1,1.0,30.0,24.0,56.0,,tomato_cut,1,1.0,30.0
3222,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,56.0,,,1,1.0,30.0,24.0,56.0,,tomato_cut,1,1.0,30.0
3223,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,56.0,,,1,1.0,30.0,24.0,56.0,,tomato_cut,1,1.0,30.0
3224,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,56.0,,,1,1.0,30.0,24.0,56.0,,tomato_cut,1,1.0,30.0
3225,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,56.0,,,1,1.0,30.0,24.0,56.0,,tomato_cut,1,1.0,30.0
3226,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,56.0,,,1,1.0,30.0,24.0,56.0,,tomato_cut,1,1.0,30.0
3227,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,56.0,,,1,1.0,30.0,24.0,56.0,,tomato_cut,1,1.0,30.0
3228,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,56.0,,,1,1.0,30.0,24.0,56.0,,tomato_cut,1,1.0,30.0
3229,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,56.0,,,1,1.0,30.0,24.0,56.0,,tomato_cut,1,1.0,30.0
3230,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,56.0,,,1,1.0,30.0,24.0,56.0,,tomato_cut,1,1.0,30.0
3231,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,56.0,,,1,1.0,30.0,24.0,56.0,,tomato_cut,1,1.0,30.0
3232,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,56.0,,,1,1.0,30.0,24.0,56.0,,tomato_cut,1,1.0,30.0
3233,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,56.0,,,1,1.0,30.0,24.0,56.0,,tomato_cut,1,1.0,30.0
3234,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,56.0,,,1,1.0,30.0,24.0,56.0,,tomato_cut,1,1.0,30.0
3235,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,56.0,,,1,1.0,30.0,24.0,56.0,,tomato_cut,1,1.0,30.0
3236,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,56.0,,,1,1.0,30.0,24.0,56.0,,tomato_cut,1,1.0,30.0
3237,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,56.0,,,1,1.0,30.0,24.0,56.0,,tomato_cut,1,1.0,30.0
3238,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,56.0,,,1,1.0,30.0,24.0,56.0,,tomato_cut,1,1.0,30.0
3239,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,56.0,,,1,1.0,30.0,24.0,56.0,,tomato_cut,1,1.0,30.0
3240,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,56.0,,,1,1.0,30.0,24.0,56.0,,tomato_cut,1,1.0,30.0
3241,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,56.0,,,1,1.0,30.0,24.0,56.0,,tomato_cut,1,1.0,30.0
3242,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,56.0,,,1,1.0,30.0,24.0,56.0,,tomato_cut,1,1.0,30.0
3243,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,56.0,,,1,1.0,30.0,24.0,56.0,,tomato_cut,1,1.0,30.0
3244,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,56.0,,,1,1.0,30.0,24.0,56.0,,tomato_cut,1,1.0,30.0
3245,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,56.0,,,1,1.0,30.0,24.0,56.0,,tomato_cut,1,1.0,30.0
3246,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,56.0,,,1,1.0,30.0,24.0,56.0,,tomato_cut,1,1.0,30.0
3247,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,56.0,,,1,1.0,30.0,24.0,56.0,,tomato_cut,1,1.0,30.0
3248,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,56.0,,,1,1.0,30.0,24.0,56.0,,tomato_cut,1,1.0,30.0
3249,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,56.0,,,1,1.0,30.0,24.0,56.0,,tomato_cut,1,1.0,30.0
3250,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,56.0,,,1,1.0,30.0,24.0,56.0,,tomato_cut,1,1.0,30.0
3251,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,56.0,,,1,1.0,30.0,24.0,56.0,,tomato_cut,1,1.0,30.0
3252,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,56.0,,,1,1.0,30.0,24.0,56.0,,tomato_cut,1,1.0,30.0
3253,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,56.0,,,1,1.0,30.0,24.0,56.0,,tomato_cut,1,1.0,30.0
3254,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,56.0,,,1,1.0,30.0,24.0,56.0,,tomato_cut,1,1.0,30.0
3255,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,56.0,,,1,1.0,30.0,24.0,56.0,,tomato_cut,1,1.0,30.0
3256,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,56.0,,,1,1.0,30.0,24.0,56.0,,tomato_cut,1,1.0,30.0
3257,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,56.0,,,1,1.0,30.0,24.0,56.0,,tomato_cut,1,1.0,30.0
3258,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,56.0,,,1,1.0,30.0,24.0,56.0,,tomato_cut,1,1.0,30.0
3259,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,56.0,,,1,1.0,30.0,24.0,56.0,,tomato_cut,1,1.0,30.0
3260,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,56.0,,,1,1.0,30.0,24.0,56.0,,tomato_cut,1,1.0,30.0
3261,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,56.0,,,1,1.0,30.0,24.0,56.0,,tomato_cut,1,1.0,30.0
3262,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,56.0,,,1,1.0,30.0,24.0,56.0,,tomato_cut,1,1.0,30.0
3263,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,56.0,,,1,1.0,30.0,24.0,56.0,,tomato_cut,1,1.0,30.0
3264,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,56.0,,,1,1.0,30.0,24.0,56.0,,tomato_cut,1,1.0,30.0
3265,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,56.0,,,1,1.0,30.0,24.0,56.0,,tomato_cut,1,1.0,30.0
3266,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,56.0,,,1,1.0,30.0,24.0,56.0,,tomato_cut,1,1.0,30.0
3267,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,56.0,,,1,1.0,30.0,24.0,56.0,,tomato_cut,1,1.0,30.0
3268,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,56.0,,,1,1.0,30.0,24.0,56.0,,tomato_cut,1,1.0,30.0
3269,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,56.0,,,1,1.0,30.0,24.0,56.0,,tomato_cut,1,1.0,30.0
3270,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,56.0,,,1,1.0,30.0,24.0,56.0,,tomato_cut,1,1.0,30.0
3271,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,56.0,,,1,1.0,30.0,24.0,56.0,,tomato_cut,1,1.0,30.0
3272,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,56.0,,,1,1.0,30.0,24.0,56.0,,tomato_cut,1,1.0,30.0
3273,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,56.0,,,1,1.0,30.0,24.0,56.0,,tomato_cut,1,1.0,30.0
3274,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,56.0,,,1,1.0,30.0,24.0,56.0,,tomato_cut,1,1.0,30.0
3275,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,56.0,,,1,1.0,30.0,24.0,56.0,,tomato_cut,1,1.0,30.0
3276,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,56.0,,,1,1.0,30.0,24.0,56.0,,tomato_cut,1,1.0,30.0
3277,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,56.0,,,1,1.0,30.0,24.0,56.0,,tomato_cut,1,1.0,30.0
3278,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,56.0,,,1,1.0,30.0,24.0,56.0,,tomato_cut,1,1.0,30.0
3279,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,56.0,,,1,1.0,30.0,24.0,56.0,,tomato_cut,1,1.0,30.0
3280,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,56.0,,,1,1.0,30.0,24.0,56.0,,tomato_cut,1,1.0,30.0
3281,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,56.0,,,1,1.0,30.0,24.0,56.0,,tomato_cut,1,1.0,30.0
3282,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,56.0,,,1,1.0,30.0,24.0,56.0,,tomato_cut,1,1.0,30.0
3283,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,56.0,,,1,1.0,30.0,24.0,56.0,,tomato_cut,1,1.0,30.0
3284,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,56.0,,,1,1.0,30.0,24.0,56.0,,tomato_cut,1,1.0,30.0
3285,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,56.0,,,1,1.0,30.0,24.0,56.0,,tomato_cut,1,1.0,30.0
3286,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,56.0,,,1,1.0,30.0,24.0,56.0,,tomato_cut,1,1.0,30.0
3287,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,56.0,,,1,1.0,30.0,24.0,56.0,,tomato_cut,1,1.0,30.0
