tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_03_slot_x,CuttingBoard_03_slot_y,CuttingBoard_03_item,CuttingBoard_03_cut_time_accumulated,CuttingBoard_03_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,4ef0e2ff9575d094_score,player_fe6776fc_x,player_fe6776fc_y,player_fe6776fc_move_target,player_fe6776fc_item,player_fe6776fc_score,player_fe6776fc_cut_speed,player_fe6776fc_speed,player_079e3cc8_x,player_079e3cc8_y,player_079e3cc8_move_target,player_079e3cc8_item,player_079e3cc8_score,player_079e3cc8_cut_speed,player_079e3cc8_speed
3592,0,1,,0,2,None_cut,4.0,3,0,3,tomato,0.37500000000000033,0,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.00002313505336,52.384959461764346,,tomato,1,1.0,12.0,80.74873734152538,47.251262658474616,,,2,0.2,30.0
3593,0,1,,0,2,None_cut,4.0,3,0,3,tomato,0.37500000000000033,0,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.000022201055444,51.88495946176551,,tomato,1,1.0,12.0,81.63262081800843,46.367379181991566,,,2,0.2,30.0
3594,0,1,,0,2,None_cut,4.0,3,0,3,tomato,0.37500000000000033,0,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.000021267057498,51.38495946176668,,tomato,1,1.0,12.0,82.51650429449148,45.48349570550852,,,2,0.2,30.0
3595,0,1,,0,2,None_cut,4.0,3,0,3,tomato,0.37500000000000033,0,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.000020333059553,50.88495946176784,,tomato,1,1.0,12.0,83.40038777097453,44.59961222902547,,,2,0.2,30.0
3596,0,1,,0,2,None_cut,4.0,3,0,3,tomato,0.37500000000000033,0,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.000019399061607,50.38495946176901,,tomato,1,1.0,12.0,84.28427124745758,43.71572875254242,,,2,0.2,30.0
3597,0,1,,0,2,None_cut,4.0,3,0,3,tomato,0.37500000000000033,0,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.00001846506366,49.88495946177017,,tomato,1,1.0,12.0,85.16815472394063,42.83184527605937,,,2,0.2,30.0
3598,0,1,,0,2,None_cut,4.0,3,0,3,tomato,0.37500000000000033,0,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.000017531065716,49.38495946177134,,tomato,1,1.0,12.0,86.05203820042368,41.94796179957632,,,2,0.2,30.0
3599,0,1,,0,2,None_cut,4.0,3,0,3,tomato,0.37500000000000033,0,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.00001659706777,48.8849594617725,,tomato,1,1.0,12.0,86.93592167690673,41.06407832309327,,,2,0.2,30.0
3600,0,1,,0,2,None_cut,4.0,3,0,3,tomato,0.37500000000000033,0,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.000015663069824,48.38495946177367,,tomato,1,1.0,12.0,87.81980515338978,40.18019484661022,,,2,0.2,30.0
3601,0,1,,0,2,None_cut,4.0,3,0,3,tomato,0.37500000000000033,0,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.00001472907188,47.884959461774834,,tomato,1,1.0,12.0,88.70368862987283,39.29631137012717,,,2,0.2,30.0
3602,0,1,,0,2,None_cut,4.0,3,0,3,tomato,0.37500000000000033,0,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.000013795073933,47.384959461776,,tomato,1,1.0,12.0,89.58757210635588,38.41242789364412,,,2,0.2,30.0
3603,0,1,,0,2,None_cut,4.0,3,0,3,tomato,0.37500000000000033,0,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.000012861075987,46.884959461777164,,tomato,1,1.0,12.0,90.47145558283893,37.52854441716107,,,2,0.2,30.0
3604,0,1,,0,2,None_cut,4.0,3,0,3,tomato,0.37500000000000033,0,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.00001192707804,46.38495946177833,,tomato,1,1.0,12.0,91.35533905932198,36.64466094067802,,,2,0.2,30.0
3605,0,1,,0,2,None_cut,4.0,3,0,3,tomato,0.37500000000000033,0,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.000010993080096,45.884959461779495,,tomato,1,1.0,12.0,92.23922253580503,35.76077746419497,,,2,0.2,30.0
3606,0,1,,0,2,None_cut,4.0,3,0,3,tomato,0.37500000000000033,0,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.00001005908215,45.38495946178066,,tomato,1,1.0,12.0,93.12310601228808,34.876893987711924,,,2,0.2,30.0
3607,0,1,,0,2,None_cut,4.0,3,0,3,tomato,0.37500000000000033,0,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.000009125084205,44.884959461781825,,tomato,1,1.0,12.0,94.00698948877113,33.993010511228874,,,2,0.2,30.0
3608,0,1,,0,2,None_cut,4.0,3,0,3,tomato,0.37500000000000033,0,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.00000819108626,44.38495946178299,,tomato,1,1.0,12.0,94.89087296525418,33.109127034745825,,,2,0.2,30.0
3609,0,1,,0,2,None_cut,4.0,3,0,3,tomato,0.37500000000000033,0,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.000007257088313,43.884959461784156,,tomato,1,1.0,12.0,95.77475644173722,32.225243558262775,,,2,0.2,30.0
3610,0,1,,0,2,None_cut,4.0,3,0,3,tomato,0.37500000000000033,0,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.000006323090368,43.38495946178532,,tomato,1,1.0,12.0,96.65863991822027,31.341360081779726,,,2,0.2,30.0
3611,0,1,,0,2,None_cut,4.0,3,0,3,tomato,0.37500000000000033,0,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.000005389092422,42.88495946178649,,tomato,1,1.0,12.0,97.54252339470332,30.457476605296677,,,2,0.2,30.0
3612,0,1,,0,2,None_cut,4.0,3,0,3,tomato,0.37500000000000033,0,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.000004455094476,42.38495946178765,,tomato,1,1.0,12.0,98.42640687118637,29.573593128813627,,,2,0.2,30.0
3613,0,1,,0,2,None_cut,4.0,3,0,3,tomato,0.37500000000000033,0,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.00000352109653,41.88495946178882,,tomato,1,1.0,12.0,99.31029034766942,28.689709652330578,,,2,0.2,30.0
3614,0,1,,0,2,None_cut,4.0,3,0,3,tomato,0.37500000000000033,0,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.000002587098585,41.38495946178998,,tomato,1,1.0,12.0,100.19417382415247,27.80582617584753,,,2,0.2,30.0
3615,0,1,,0,2,None_cut,4.0,3,0,3,tomato,0.37500000000000033,0,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.00000165310064,40.88495946179115,,tomato,1,1.0,12.0,101.07805730063552,26.92194269936448,,,2,0.2,30.0
3616,0,1,,0,2,None_cut,4.0,3,0,3,tomato,0.37500000000000033,0,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.000000719102694,40.38495946179231,,tomato,1,1.0,12.0,101.96194077711857,26.03805922288143,,,2,0.2,30.0
3617,0,1,,0,2,None_cut,4.0,3,0,3,tomato,0.37500000000000033,0,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,40.0,,tomato,1,1.0,12.0,102.84582425360162,25.15417574639838,,,2,0.2,30.0
3618,0,1,,0,2,tomato,0.0,0,0,3,tomato,0.37500000000000033,0,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,40.0,,,1,1.0,12.0,103.72970773008467,24.27029226991533,,,2,0.2,30.0
3619,0,1,,0,2,tomato,0.041666666666666664,0,0,3,tomato,0.37500000000000033,0,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,40.0,,,1,1.0,12.0,104.0,24.0,,,2,0.2,30.0
3620,0,1,,0,2,tomato,0.08333333333333333,0,0,3,tomato,0.37500000000000033,0,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,40.0,,,1,1.0,12.0,104.0,24.0,,plate,2,0.2,30.0
3621,0,1,,0,2,tomato,0.125,0,0,3,tomato,0.37500000000000033,0,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,40.0,,,1,1.0,12.0,104.0,24.0,,plate,2,0.2,30.0
3622,0,1,,0,2,tomato,0.16666666666666666,0,0,3,tomato,0.37500000000000033,0,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,40.0,,,1,1.0,12.0,104.0,24.0,,plate,2,0.2,30.0
3623,0,1,,0,2,tomato,0.20833333333333331,0,0,3,tomato,0.37500000000000033,0,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,40.0,,,1,1.0,12.0,104.0,24.0,,plate,2,0.2,30.0
3624,0,1,,0,2,tomato,0.24999999999999997,0,0,3,tomato,0.37500000000000033,0,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,40.0,,,1,1.0,12.0,104.0,24.0,,plate,2,0.2,30.0
3625,0,1,,0,2,tomato,0.29166666666666663,0,0,3,tomato,0.37500000000000033,0,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,40.0,,,1,1.0,12.0,104.0,24.0,,plate,2,0.2,30.0
3626,0,1,,0,2,tomato,0.3333333333333333,0,0,3,tomato,0.37500000000000033,0,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,40.0,,,1,1.0,12.0,104.0,24.0,,plate,2,0.2,30.0
3627,0,1,,0,2,tomato,0.375,0,0,3,tomato,0.37500000000000033,0,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,40.0,,,1,1.0,12.0,104.0,24.0,,plate,2,0.2,30.0
3628,0,1,,0,2,tomato,0.4166666666666667,0,0,3,tomato,0.37500000000000033,0,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,40.0,,,1,1.0,12.0,104.0,24.0,,plate,2,0.2,30.0
3629,0,1,,0,2,tomato,0.45833333333333337,0,0,3,tomato,0.37500000000000033,0,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,40.0,,,1,1.0,12.0,104.0,24.0,,plate,2,0.2,30.0
3630,0,1,,0,2,tomato,0.5,0,0,3,tomato,0.37500000000000033,0,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,40.0,,,1,1.0,12.0,104.0,24.0,,plate,2,0.2,30.0
3631,0,1,,0,2,tomato,0.5416666666666666,0,0,3,tomato,0.37500000000000033,0,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,40.0,,,1,1.0,12.0,104.0,24.0,,plate,2,0.2,30.0
3632,0,1,,0,2,tomato,0.5833333333333333,0,0,3,tomato,0.37500000000000033,0,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,40.0,,,1,1.0,12.0,104.0,24.0,,plate,2,0.2,30.0
3633,0,1,,0,2,tomato,0.6249999999999999,0,0,3,tomato,0.37500000000000033,0,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,40.0,,,1,1.0,12.0,104.0,24.0,,plate,2,0.2,30.0
3634,0,1,,0,2,tomato,0.6666666666666665,0,0,3,tomato,0.37500000000000033,0,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,40.0,,,1,1.0,12.0,104.0,24.0,,plate,2,0.2,30.0
3635,0,1,,0,2,tomato,0.7083333333333331,0,0,3,tomato,0.37500000000000033,0,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,40.0,,,1,1.0,12.0,104.0,24.0,,plate,2,0.2,30.0
3636,0,1,,0,2,tomato,0.7499999999999998,0,0,3,tomato,0.37500000000000033,0,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,40.0,,,1,1.0,12.0,104.0,24.0,,plate,2,0.2,30.0
3637,0,1,,0,2,tomato,0.7916666666666664,0,0,3,tomato,0.37500000000000033,0,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,40.0,,,1,1.0,12.0,104.0,24.0,,plate,2,0.2,30.0
3638,0,1,,0,2,tomato,0.833333333333333,0,0,3,tomato,0.37500000000000033,0,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,40.0,,,1,1.0,12.0,104.0,24.0,,plate,2,0.2,30.0
3639,0,1,,0,2,tomato,0.8749999999999997,0,0,3,tomato,0.37500000000000033,0,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,40.0,,,1,1.0,12.0,104.0,24.0,,plate,2,0.2,30.0
3640,0,1,,0,2,tomato,0.9166666666666663,0,0,3,tomato,0.37500000000000033,0,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,40.0,,,1,1.0,12.0,104.0,24.0,,plate,2,0.2,30.0
3641,0,1,,0,2,tomato,0.9583333333333329,0,0,3,tomato,0.37500000000000033,0,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,40.0,,,1,1.0,12.0,104.0,24.0,,plate,2,0.2,30.0
3642,0,1,,0,2,tomato,0.9999999999999996,0,0,3,tomato,0.37500000000000033,0,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,40.0,,,1,1.0,12.0,104.0,24.0,,plate,2,0.2,30.0
3643,0,1,,0,2,tomato,1.0416666666666663,1,0,3,tomato,0.37500000000000033,0,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,40.0,,,1,1.0,12.0,104.0,24.0,,plate,2,0.2,30.0
3644,0,1,,0,2,tomato,1.083333333333333,1,0,3,tomato,0.37500000000000033,0,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,40.0,,,1,1.0,12.0,104.0,24.0,,plate,2,0.2,30.0
3645,0,1,,0,2,tomato,1.1249999999999998,1,0,3,tomato,0.37500000000000033,0,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,40.0,,,1,1.0,12.0,104.0,24.0,,plate,2,0.2,30.0
3646,0,1,,0,2,tomato,1.1666666666666665,1,0,3,tomato,0.37500000000000033,0,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,40.0,,,1,1.0,12.0,104.0,24.0,,plate,2,0.2,30.0
3647,0,1,,0,2,tomato,1.2083333333333333,1,0,3,tomato,0.37500000000000033,0,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,40.0,,,1,1.0,12.0,104.0,24.0,,plate,2,0.2,30.0
3648,0,1,,0,2,tomato,1.25,1,0,3,tomato,0.37500000000000033,0,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,40.0,,,1,1.0,12.0,104.0,24.0,,plate,2,0.2,30.0
3649,0,1,,0,2,tomato,1.2916666666666667,1,0,3,tomato,0.37500000000000033,0,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,40.0,,,1,1.0,12.0,104.0,24.0,,plate,2,0.2,30.0
3650,0,1,,0,2,tomato,1.3333333333333335,1,0,3,tomato,0.37500000000000033,0,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,40.0,,,1,1.0,12.0,104.0,24.0,,plate,2,0.2,30.0
3651,0,1,,0,2,tomato,1.3750000000000002,1,0,3,tomato,0.37500000000000033,0,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,40.0,,,1,1.0,12.0,103.11611652351695,24.88388347648305,,plate,2,0.2,30.0
3652,0,1,,0,2,tomato,1.416666666666667,1,0,3,tomato,0.37500000000000033,0,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,40.0,,,1,1.0,12.0,102.2322330470339,25.7677669529661,,plate,2,0.2,30.0
3653,0,1,,0,2,tomato,1.4583333333333337,1,0,3,tomato,0.37500000000000033,0,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,40.0,,,1,1.0,12.0,101.34834957055085,26.65165042944915,,plate,2,0.2,30.0
3654,0,1,,0,2,tomato,1.5000000000000004,1,0,3,tomato,0.37500000000000033,0,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,40.0,,,1,1.0,12.0,100.4644660940678,27.535533905932198,,plate,2,0.2,30.0
3655,0,1,,0,2,tomato,1.5416666666666672,1,0,3,tomato,0.37500000000000033,0,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,40.0,,,1,1.0,12.0,99.58058261758475,28.419417382415247,,plate,2,0.2,30.0
3656,0,1,,0,2,tomato,1.583333333333334,1,0,3,tomato,0.37500000000000033,0,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,40.0,,,1,1.0,12.0,98.6966991411017,29.303300858898297,,plate,2,0.2,30.0
3657,0,1,,0,2,tomato,1.6250000000000007,1,0,3,tomato,0.37500000000000033,0,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,40.0,,,1,1.0,12.0,97.81281566461865,30.187184335381346,,plate,2,0.2,30.0
3658,0,1,,0,2,tomato,1.6666666666666674,1,0,3,tomato,0.37500000000000033,0,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,40.0,,,1,1.0,12.0,96.9289321881356,31.071067811864395,,plate,2,0.2,30.0
3659,0,1,,0,2,tomato,1.7083333333333341,1,0,3,tomato,0.37500000000000033,0,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,40.0,,,1,1.0,12.0,96.04504871165256,31.954951288347445,,plate,2,0.2,30.0
3660,0,1,,0,2,tomato,1.7500000000000009,1,0,3,tomato,0.37500000000000033,0,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,40.0,,,1,1.0,12.0,95.1611652351695,32.838834764830494,,plate,2,0.2,30.0
3661,0,1,,0,2,tomato,1.7916666666666676,1,0,3,tomato,0.37500000000000033,0,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,40.0,,,1,1.0,12.0,94.27728175868646,33.722718241313544,,plate,2,0.2,30.0
3662,0,1,,0,2,tomato,1.8333333333333344,1,0,3,tomato,0.37500000000000033,0,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,40.0,,,1,1.0,12.0,93.3933982822034,34.60660171779659,,plate,2,0.2,30.0
3663,0,1,,0,2,tomato,1.875000000000001,1,0,3,tomato,0.37500000000000033,0,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,40.0,,,1,1.0,12.0,92.50951480572036,35.49048519427964,,plate,2,0.2,30.0
3664,0,1,,0,2,tomato,1.9166666666666679,1,0,3,tomato,0.37500000000000033,0,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,40.0,,,1,1.0,12.0,91.62563132923731,36.37436867076269,,plate,2,0.2,30.0
3665,0,1,,0,2,tomato,1.9583333333333346,1,0,3,tomato,0.37500000000000033,0,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,40.0,,,1,1.0,12.0,90.74174785275426,37.25825214724574,,plate,2,0.2,30.0
3666,0,1,,0,2,tomato,2.0000000000000013,2,0,3,tomato,0.37500000000000033,0,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,40.0,,,1,1.0,12.0,89.85786437627121,38.14213562372879,,plate,2,0.2,30.0
3667,0,1,,0,2,tomato,2.041666666666668,2,0,3,tomato,0.37500000000000033,0,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,40.0,,,1,1.0,12.0,88.97398089978816,39.02601910021184,,plate,2,0.2,30.0
3668,0,1,,0,2,tomato,2.0833333333333344,2,0,3,tomato,0.37500000000000033,0,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,40.0,,,1,1.0,12.0,88.09009742330511,39.90990257669489,,plate,2,0.2,30.0
3669,0,1,,0,2,tomato,2.125000000000001,2,0,3,tomato,0.37500000000000033,0,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,40.0,,,1,1.0,12.0,87.20621394682206,40.79378605317794,,plate,2,0.2,30.0
