tick,phase,collision,CuttingBoard_01_slot_x,CuttingBoard_01_slot_y,CuttingBoard_01_item,CuttingBoard_01_cut_time_accumulated,CuttingBoard_01_cut_stage,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_10_slot_x,CuttingBoard_10_slot_y,CuttingBoard_10_item,CuttingBoard_10_cut_time_accumulated,CuttingBoard_10_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Counter_26_slot_x,Counter_26_slot_y,Counter_26_item,Counter_27_slot_x,Counter_27_slot_y,Counter_27_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Delivery_53_slot_x,Delivery_53_slot_y,Delivery_53_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Dispenser_80_slot_x,Dispenser_80_slot_y,Dispenser_80_item,Delivery_83_slot_x,Delivery_83_slot_y,Delivery_83_item,Dispenser_91_slot_x,Dispenser_91_slot_y,Dispenser_91_item,Delivery_93_slot_x,Delivery_93_slot_y,Delivery_93_item,48a96592a1750d8d_score,player_9ebd007b_x,player_9ebd007b_y,player_9ebd007b_move_target,player_9ebd007b_item,player_9ebd007b_score,player_9ebd007b_cut_speed,player_9ebd007b_speed,player_77ab5154_x,player_77ab5154_y,player_77ab5154_move_target,player_77ab5154_item,player_77ab5154_score,player_77ab5154_cut_speed,player_77ab5154_speed,01304ecabf9e47c6_score,3a68c4ad4a729eba_message,4b49eaba26ec38e3_score
6673,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,3.833333333333328,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,25.49999999998764,24.0,,tomato,3,1.0,30.0,44.791914917973855,28.851813854444327,,tomato,4,1.0,30.0,,,7.0
6674,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,3.833333333333328,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.24999999998771,24.0,,tomato,3,1.0,30.0,43.913538344147256,27.962457573445572,,tomato,4,1.0,30.0,,,7.0
6675,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,3.833333333333328,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,tomato,3,1.0,30.0,43.03516177032054,27.073101292446818,,tomato,4,1.0,30.0,,,7.0
6676,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,0.0,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,3,1.0,30.0,42.15678519649383,26.183745011448064,,tomato,4,1.0,30.0,,,7.0
6677,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,0.041666666666666664,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,3,1.0,30.0,41.27840862266712,25.29438873044931,,tomato,4,1.0,30.0,,,7.0
6678,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,0.08333333333333333,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,3,1.0,30.0,40.40003204884041,24.405032449450555,,tomato,4,1.0,30.0,,,7.0
6679,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,0.125,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,3,1.0,30.0,39.50952374870474,24.855296768864118,,tomato,4,1.0,30.0,,,7.0
6680,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,0.16666666666666666,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,3,1.0,30.0,38.61518437710308,25.728599172618413,,tomato,4,1.0,30.0,,,7.0
6681,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,0.20833333333333331,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,3,1.0,30.0,37.72084500550142,26.601901576372708,,tomato,4,1.0,30.0,,,7.0
6682,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,0.24999999999999997,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,3,1.0,30.0,36.82650563389976,27.475203980127002,,tomato,4,1.0,30.0,,,7.0
6683,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,0.29166666666666663,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,3,1.0,30.0,35.9321662622981,28.348506383881297,,tomato,4,1.0,30.0,,,7.0
6684,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,0.3333333333333333,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,3,1.0,30.0,35.03782689069644,29.22180878763559,,tomato,4,1.0,30.0,,,7.0
6685,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,0.375,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,3,1.0,30.0,34.143487519094776,30.095111191389886,,tomato,4,1.0,30.0,,,7.0
6686,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,0.4166666666666667,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,3,1.0,30.0,33.249148147493116,30.96841359514418,,tomato,4,1.0,30.0,,,7.0
6687,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,0.45833333333333337,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,3,1.0,30.0,32.354808775891456,31.841715998898476,,tomato,4,1.0,30.0,,,7.0
6688,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,0.5,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,3,1.0,30.0,31.460469404289796,32.71501840265279,,tomato,4,1.0,30.0,,,7.0
6689,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,0.5416666666666666,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,3,1.0,30.0,30.566130032688136,33.58832080640701,,tomato,4,1.0,30.0,,,7.0
6690,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,0.5833333333333333,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,3,1.0,30.0,29.671790661086476,34.46162321016124,,tomato,4,1.0,30.0,,,7.0
6691,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,0.6249999999999999,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,3,1.0,30.0,28.777451289484816,35.33492561391547,,tomato,4,1.0,30.0,,,7.0
6692,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,0.6666666666666665,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,3,1.0,30.0,27.883111917883156,36.208228017669704,,tomato,4,1.0,30.0,,,7.0
6693,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,0.7083333333333331,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,3,1.0,30.0,26.988772546281496,37.081530421423935,,tomato,4,1.0,30.0,,,7.0
6694,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,0.7499999999999998,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,3,1.0,30.0,26.094433174679835,37.954832825178165,,tomato,4,1.0,30.0,,,7.0
6695,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,0.7916666666666664,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,3,1.0,30.0,25.200093803078175,38.828135228932396,,tomato,4,1.0,30.0,,,7.0
6696,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,0.833333333333333,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,3,1.0,30.0,24.305754431476515,39.70143763268663,,tomato,4,1.0,30.0,,,7.0
6697,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,0.8749999999999997,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,3,1.0,30.0,24.0,40.0,,tomato,4,1.0,30.0,,,7.0
6698,test,True,0,1,,0.0,0,0,2,tomato,0.0,0,1,0,tomato,0.9166666666666663,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,3,1.0,30.0,24.0,40.0,,,4,1.0,30.0,,,7.0
6699,test,True,0,1,,0.0,0,0,2,tomato,0.041666666666666664,0,1,0,tomato,0.9583333333333329,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,3,1.0,30.0,24.0,40.0,,,4,1.0,30.0,,,7.0
6700,test,True,0,1,,0.0,0,0,2,tomato,0.08333333333333333,0,1,0,tomato,0.9999999999999996,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,3,1.0,30.0,24.0,40.0,,,4,1.0,30.0,,,7.0
6701,test,True,0,1,,0.0,0,0,2,tomato,0.125,0,1,0,tomato,1.0416666666666663,1,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,3,1.0,30.0,24.0,40.0,,,4,1.0,30.0,,,7.0
6702,test,True,0,1,,0.0,0,0,2,tomato,0.16666666666666666,0,1,0,tomato,1.083333333333333,1,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,3,1.0,30.0,24.0,40.0,,,4,1.0,30.0,,,7.0
6703,test,True,0,1,,0.0,0,0,2,tomato,0.20833333333333331,0,1,0,tomato,1.1249999999999998,1,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,3,1.0,30.0,24.0,40.0,,,4,1.0,30.0,,,7.0
6704,test,True,0,1,,0.0,0,0,2,tomato,0.24999999999999997,0,1,0,tomato,1.1666666666666665,1,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,3,1.0,30.0,24.0,40.0,,,4,1.0,30.0,,,7.0
6705,test,True,0,1,,0.0,0,0,2,tomato,0.29166666666666663,0,1,0,tomato,1.2083333333333333,1,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,3,1.0,30.0,24.0,40.0,,,4,1.0,30.0,,,7.0
6706,test,True,0,1,,0.0,0,0,2,tomato,0.3333333333333333,0,1,0,tomato,1.25,1,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,3,1.0,30.0,24.0,40.0,,,4,1.0,30.0,,,7.0
6707,test,True,0,1,,0.0,0,0,2,tomato,0.375,0,1,0,tomato,1.2916666666666667,1,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,3,1.0,30.0,24.0,40.0,,,4,1.0,30.0,,,7.0
6708,test,True,0,1,,0.0,0,0,2,tomato,0.4166666666666667,0,1,0,tomato,1.3333333333333335,1,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,3,1.0,30.0,24.0,40.0,,,4,1.0,30.0,,,7.0
6709,test,True,0,1,,0.0,0,0,2,tomato,0.45833333333333337,0,1,0,tomato,1.3750000000000002,1,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,3,1.0,30.0,24.0,40.0,,,4,1.0,30.0,,,7.0
6710,test,True,0,1,,0.0,0,0,2,tomato,0.5,0,1,0,tomato,1.416666666666667,1,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,3,1.0,30.0,24.0,40.0,,,4,1.0,30.0,,,7.0
6711,test,True,0,1,,0.0,0,0,2,tomato,0.5416666666666666,0,1,0,tomato,1.4583333333333337,1,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,3,1.0,30.0,24.0,40.0,,,4,1.0,30.0,,,7.0
6712,test,True,0,1,,0.0,0,0,2,tomato,0.5833333333333333,0,1,0,tomato,1.5000000000000004,1,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,3,1.0,30.0,24.0,40.0,,,4,1.0,30.0,,,7.0
6713,test,True,0,1,,0.0,0,0,2,tomato,0.6249999999999999,0,1,0,tomato,1.5416666666666672,1,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,3,1.0,30.0,24.0,40.0,,,4,1.0,30.0,,,7.0
6714,test,True,0,1,,0.0,0,0,2,tomato,0.6666666666666665,0,1,0,tomato,1.583333333333334,1,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,3,1.0,30.0,24.0,40.0,,,4,1.0,30.0,,,7.0
6715,test,True,0,1,,0.0,0,0,2,tomato,0.7083333333333331,0,1,0,tomato,1.6250000000000007,1,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,3,1.0,30.0,24.0,40.0,,,4,1.0,30.0,,,7.0
6716,test,True,0,1,,0.0,0,0,2,tomato,0.7499999999999998,0,1,0,tomato,1.6666666666666674,1,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,3,1.0,30.0,24.0,40.0,,,4,1.0,30.0,,,7.0
6717,test,True,0,1,,0.0,0,0,2,tomato,0.7916666666666664,0,1,0,tomato,1.7083333333333341,1,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,3,1.0,30.0,24.0,40.0,,,4,1.0,30.0,,,7.0
6718,test,True,0,1,,0.0,0,0,2,tomato,0.833333333333333,0,1,0,tomato,1.7500000000000009,1,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,3,1.0,30.0,24.0,40.0,,,4,1.0,30.0,,,7.0
6719,test,True,0,1,,0.0,0,0,2,tomato,0.8749999999999997,0,1,0,tomato,1.7916666666666676,1,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,3,1.0,30.0,24.0,40.0,,,4,1.0,30.0,,,7.0
6720,test,True,0,1,,0.0,0,0,2,tomato,0.9166666666666663,0,1,0,tomato,1.8333333333333344,1,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,3,1.0,30.0,24.0,40.0,,,4,1.0,30.0,,,7.0
6721,test,True,0,1,,0.0,0,0,2,tomato,0.9583333333333329,0,1,0,tomato,1.875000000000001,1,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,3,1.0,30.0,24.0,40.0,,,4,1.0,30.0,,,7.0
6722,test,True,0,1,,0.0,0,0,2,tomato,0.9999999999999996,0,1,0,tomato,1.9166666666666679,1,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,3,1.0,30.0,24.0,40.0,,,4,1.0,30.0,,,7.0
6723,test,True,0,1,,0.0,0,0,2,tomato,1.0416666666666663,1,1,0,tomato,1.9583333333333346,1,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,3,1.0,30.0,24.0,40.0,,,4,1.0,30.0,,,7.0
6724,test,True,0,1,,0.0,0,0,2,tomato,1.083333333333333,1,1,0,tomato,2.0000000000000013,2,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,3,1.0,30.0,24.0,40.0,,,4,1.0,30.0,,,7.0
6725,test,True,0,1,,0.0,0,0,2,tomato,1.1249999999999998,1,1,0,tomato,2.041666666666668,2,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,3,1.0,30.0,24.0,40.0,,,4,1.0,30.0,,,7.0
6726,test,True,0,1,,0.0,0,0,2,tomato,1.1666666666666665,1,1,0,tomato,2.0833333333333344,2,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,3,1.0,30.0,24.0,40.0,,,4,1.0,30.0,,,7.0
6727,test,True,0,1,,0.0,0,0,2,tomato,1.2083333333333333,1,1,0,tomato,2.125000000000001,2,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,3,1.0,30.0,24.0,40.0,,,4,1.0,30.0,,,7.0
6728,test,True,0,1,,0.0,0,0,2,tomato,1.25,1,1,0,tomato,2.1666666666666674,2,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,3,1.0,30.0,24.0,40.0,,,4,1.0,30.0,,,7.0
6729,test,True,0,1,,0.0,0,0,2,tomato,1.2916666666666667,1,1,0,tomato,2.208333333333334,2,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,3,1.0,30.0,24.0,40.0,,,4,1.0,30.0,,,7.0
6730,test,True,0,1,,0.0,0,0,2,tomato,1.3333333333333335,1,1,0,tomato,2.2500000000000004,2,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,3,1.0,30.0,24.0,40.0,,,4,1.0,30.0,,,7.0
6731,test,True,0,1,,0.0,0,0,2,tomato,1.3750000000000002,1,1,0,tomato,2.291666666666667,2,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,3,1.0,30.0,24.0,40.0,,,4,1.0,30.0,,,7.0
6732,test,True,0,1,,0.0,0,0,2,tomato,1.416666666666667,1,1,0,tomato,2.3333333333333335,2,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,3,1.0,30.0,24.0,40.0,,,4,1.0,30.0,,,7.0
6733,test,True,0,1,,0.0,0,0,2,tomato,1.4583333333333337,1,1,0,tomato,2.375,2,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,3,1.0,30.0,24.0,40.0,,,4,1.0,30.0,,,7.0
6734,test,True,0,1,,0.0,0,0,2,tomato,1.5000000000000004,1,1,0,tomato,2.4166666666666665,2,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,3,1.0,30.0,24.0,40.0,,,4,1.0,30.0,,,7.0
6735,test,True,0,1,,0.0,0,0,2,tomato,1.5416666666666672,1,1,0,tomato,2.458333333333333,2,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,3,1.0,30.0,24.0,40.0,,,4,1.0,30.0,,,7.0
6736,test,True,0,1,,0.0,0,0,2,tomato,1.583333333333334,1,1,0,tomato,2.4999999999999996,2,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,3,1.0,30.0,24.0,40.0,,,4,1.0,30.0,,,7.0
6737,test,True,0,1,,0.0,0,0,2,tomato,1.6250000000000007,1,1,0,tomato,2.541666666666666,2,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,3,1.0,30.0,24.0,40.0,,,4,1.0,30.0,,,7.0
6738,test,True,0,1,,0.0,0,0,2,tomato,1.6666666666666674,1,1,0,tomato,2.5833333333333326,2,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,3,1.0,30.0,24.0,40.0,,,4,1.0,30.0,,,7.0
6739,test,True,0,1,,0.0,0,0,2,tomato,1.7083333333333341,1,1,0,tomato,2.624999999999999,2,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,3,1.0,30.0,24.0,40.0,,,4,1.0,30.0,,,7.0
6740,test,True,0,1,,0.0,0,0,2,tomato,1.7500000000000009,1,1,0,tomato,2.6666666666666656,2,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,3,1.0,30.0,24.0,40.0,,,4,1.0,30.0,,,7.0
