tick,phase,collision,CuttingBoard_01_slot_x,CuttingBoard_01_slot_y,CuttingBoard_01_item,CuttingBoard_01_cut_time_accumulated,CuttingBoard_01_cut_stage,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_10_slot_x,CuttingBoard_10_slot_y,CuttingBoard_10_item,CuttingBoard_10_cut_time_accumulated,CuttingBoard_10_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Counter_26_slot_x,Counter_26_slot_y,Counter_26_item,Counter_27_slot_x,Counter_27_slot_y,Counter_27_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Delivery_53_slot_x,Delivery_53_slot_y,Delivery_53_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Dispenser_80_slot_x,Dispenser_80_slot_y,Dispenser_80_item,Delivery_83_slot_x,Delivery_83_slot_y,Delivery_83_item,Dispenser_91_slot_x,Dispenser_91_slot_y,Dispenser_91_item,Delivery_93_slot_x,Delivery_93_slot_y,Delivery_93_item,a55adf9930812be6_score,player_5c57d099_x,player_5c57d099_y,player_5c57d099_move_target,player_5c57d099_item,player_5c57d099_score,player_5c57d099_cut_speed,player_5c57d099_speed,player_a5712458_x,player_a5712458_y,player_a5712458_move_target,player_a5712458_item,player_a5712458_score,player_a5712458_cut_speed,player_a5712458_speed,eae3106c493fd2ac_score,f130fd912a54fe60_message,de08e3510d72aeb5_score
5707,test,True,0,1,tomato,1.8333333333333344,1,0,2,tomato,2.708333333333332,2,1,0,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,84.75000000000654,40.0,,,5,1.0,30.0,,,5.0
5708,test,True,0,1,tomato,1.875000000000001,1,0,2,tomato,2.708333333333332,2,1,0,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,86.00000000000682,40.0,,,5,1.0,30.0,,,5.0
5709,test,True,0,1,tomato,1.9166666666666679,1,0,2,tomato,2.708333333333332,2,1,0,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,87.2500000000071,40.0,,,5,1.0,30.0,,,5.0
5710,test,True,0,1,tomato,1.9583333333333346,1,0,2,tomato,2.708333333333332,2,1,0,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,88.50000000000739,40.0,,,5,1.0,30.0,,,5.0
5711,test,True,0,1,tomato,2.0000000000000013,2,0,2,tomato,2.708333333333332,2,1,0,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,89.75000000000767,40.0,,,5,1.0,30.0,,,5.0
5712,test,True,0,1,tomato,2.041666666666668,2,0,2,tomato,2.708333333333332,2,1,0,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,91.00000000000796,40.0,,,5,1.0,30.0,,,5.0
5713,test,True,0,1,tomato,2.0833333333333344,2,0,2,tomato,2.708333333333332,2,1,0,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,92.25000000000824,40.0,,,5,1.0,30.0,,,5.0
5714,test,True,0,1,tomato,2.125000000000001,2,0,2,tomato,2.708333333333332,2,1,0,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,93.50000000000853,40.0,,,5,1.0,30.0,,,5.0
5715,test,True,0,1,tomato,2.1666666666666674,2,0,2,tomato,2.708333333333332,2,1,0,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,94.75000000000881,40.0,,,5,1.0,30.0,,,5.0
5716,test,True,0,1,tomato,2.208333333333334,2,0,2,tomato,2.708333333333332,2,1,0,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,96.0000000000091,40.0,,,5,1.0,30.0,,,5.0
5717,test,True,0,1,tomato,2.2500000000000004,2,0,2,tomato,2.708333333333332,2,1,0,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,97.25000000000938,40.0,,,5,1.0,30.0,,,5.0
5718,test,True,0,1,tomato,2.291666666666667,2,0,2,tomato,2.708333333333332,2,1,0,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,98.50000000000966,40.0,,,5,1.0,30.0,,,5.0
5719,test,True,0,1,tomato,2.3333333333333335,2,0,2,tomato,2.708333333333332,2,1,0,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,99.75000000000995,40.0,,,5,1.0,30.0,,,5.0
5720,test,True,0,1,tomato,2.375,2,0,2,tomato,2.708333333333332,2,1,0,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,101.00000000001023,40.0,,,5,1.0,30.0,,,5.0
5721,test,True,0,1,tomato,2.4166666666666665,2,0,2,tomato,2.708333333333332,2,1,0,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,102.25000000001052,40.0,,,5,1.0,30.0,,,5.0
5722,test,True,0,1,tomato,2.458333333333333,2,0,2,tomato,2.708333333333332,2,1,0,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,103.5000000000108,40.0,,,5,1.0,30.0,,,5.0
5723,test,True,0,1,tomato,2.4999999999999996,2,0,2,tomato,2.708333333333332,2,1,0,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,104.75000000001108,40.0,,,5,1.0,30.0,,,5.0
5724,test,True,0,1,tomato,2.541666666666666,2,0,2,tomato,2.708333333333332,2,1,0,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,106.00000000001137,40.0,,,5,1.0,30.0,,,5.0
5725,test,True,0,1,tomato,2.5833333333333326,2,0,2,tomato,2.708333333333332,2,1,0,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,107.25000000001165,40.0,,,5,1.0,30.0,,,5.0
5726,test,True,0,1,tomato,2.624999999999999,2,0,2,tomato,2.708333333333332,2,1,0,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,108.50000000001194,40.0,,,5,1.0,30.0,,,5.0
5727,test,True,0,1,tomato,2.6666666666666656,2,0,2,tomato,2.708333333333332,2,1,0,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,109.75000000001222,40.0,,,5,1.0,30.0,,,5.0
5728,test,True,0,1,tomato,2.6666666666666656,2,0,2,tomato,2.708333333333332,2,1,0,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,111.0000000000125,40.0,,,5,1.0,30.0,,,5.0
5729,test,True,0,1,tomato,2.6666666666666656,2,0,2,tomato,2.708333333333332,2,1,0,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,25.24999999999993,,,0,1.0,30.0,112.25000000001279,40.0,,,5,1.0,30.0,,,5.0
5730,test,True,0,1,tomato,2.6666666666666656,2,0,2,tomato,2.708333333333332,2,1,0,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,26.499999999999858,,,0,1.0,30.0,113.50000000001307,40.0,,,5,1.0,30.0,,,5.0
5731,test,True,0,1,tomato,2.6666666666666656,2,0,2,tomato,2.708333333333332,2,1,0,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,27.749999999999787,,,0,1.0,30.0,114.75000000001336,40.0,,,5,1.0,30.0,,,5.0
5732,test,True,0,1,tomato,2.6666666666666656,2,0,2,tomato,2.708333333333332,2,1,0,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,28.999999999999716,,,0,1.0,30.0,116.00000000001364,40.0,,,5,1.0,30.0,,,5.0
5733,test,True,0,1,tomato,2.6666666666666656,2,0,2,tomato,2.708333333333332,2,1,0,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,30.249999999999645,,,0,1.0,30.0,117.25000000001393,40.0,,,5,1.0,30.0,,,5.0
5734,test,True,0,1,tomato,2.6666666666666656,2,0,2,tomato,2.708333333333332,2,1,0,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,31.499999999999574,,,0,1.0,30.0,118.50000000001421,40.0,,,5,1.0,30.0,,,5.0
5735,test,True,0,1,tomato,2.6666666666666656,2,0,2,tomato,2.708333333333332,2,1,0,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,32.749999999999716,,,0,1.0,30.0,119.7500000000145,40.0,,,5,1.0,30.0,,,5.0
5736,test,True,0,1,tomato,2.6666666666666656,2,0,2,tomato,2.708333333333332,2,1,0,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,34.0,,,0,1.0,30.0,120.65378202977331,39.15675848912626,,,5,1.0,30.0,,,5.0
5737,test,True,0,1,tomato,2.6666666666666656,2,0,2,tomato,2.708333333333332,2,1,0,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,35.250000000000284,,,0,1.0,30.0,121.54313831077206,38.278381915299555,,,5,1.0,30.0,,,5.0
5738,test,True,0,1,tomato,2.6666666666666656,2,0,2,tomato,2.708333333333332,2,1,0,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,36.50000000000057,,,0,1.0,30.0,122.43249459177082,37.40000534147284,,,5,1.0,30.0,,,5.0
5739,test,True,0,1,tomato,2.6666666666666656,2,0,2,tomato,2.708333333333332,2,1,0,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,37.75000000000085,,,0,1.0,30.0,123.32185087276957,36.52162876764613,,,5,1.0,30.0,,,5.0
5740,test,True,0,1,tomato,2.6666666666666656,2,0,2,tomato,2.708333333333332,2,1,0,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,39.00000000000114,,,0,1.0,30.0,124.21120715376833,35.643252193819414,,,5,1.0,30.0,,,5.0
5741,test,True,0,1,tomato,2.6666666666666656,2,0,2,tomato,2.708333333333332,2,1,0,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,125.10056343476708,34.76487561999271,,,5,1.0,30.0,,,5.0
5742,test,True,0,1,tomato,2.6666666666666656,2,0,2,tomato,2.708333333333332,2,1,0,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,125.98991971576584,33.886499046165994,,,5,1.0,30.0,,,5.0
5743,test,True,0,1,tomato,2.6666666666666656,2,0,2,tomato,2.7499999999999987,2,1,0,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,126.87927599676459,33.00812247233928,,,5,1.0,30.0,,,5.0
5744,test,True,0,1,tomato,2.6666666666666656,2,0,2,tomato,2.791666666666665,2,1,0,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,127.76863227776334,32.12974589851257,,,5,1.0,30.0,,,5.0
5745,test,True,0,1,tomato,2.6666666666666656,2,0,2,tomato,2.8333333333333317,2,1,0,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,128.6579885587621,31.251369324685733,,,5,1.0,30.0,,,5.0
5746,test,True,0,1,tomato,2.6666666666666656,2,0,2,tomato,2.8749999999999982,2,1,0,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,129.54734483976085,30.372992750858877,,,5,1.0,30.0,,,5.0
5747,test,True,0,1,tomato,2.6666666666666656,2,0,2,tomato,2.9166666666666647,2,1,0,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,130.4367011207596,29.49461617703202,,,5,1.0,30.0,,,5.0
5748,test,True,0,1,tomato,2.6666666666666656,2,0,2,tomato,2.9583333333333313,2,1,0,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,131.32605740175836,28.616239603205166,,,5,1.0,30.0,,,5.0
5749,test,True,0,1,tomato,2.6666666666666656,2,0,2,tomato,2.999999999999998,2,1,0,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,132.21541368275712,27.73786302937831,,,5,1.0,30.0,,,5.0
5750,test,True,0,1,tomato,2.6666666666666656,2,0,2,tomato_cut,3.0416666666666643,3,1,0,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,133.10476996375587,26.859486455551455,,,5,1.0,30.0,,,5.0
5751,test,True,0,1,tomato,2.6666666666666656,2,0,2,tomato_cut,3.083333333333331,3,1,0,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,133.99412624475463,25.98110988172474,,,5,1.0,30.0,,,5.0
5752,test,True,0,1,tomato,2.6666666666666656,2,0,2,tomato_cut,3.1249999999999973,3,1,0,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,134.88348252575338,25.10273330789824,,,5,1.0,30.0,,,5.0
5753,test,True,0,1,tomato,2.6666666666666656,2,0,2,tomato_cut,3.166666666666664,3,1,0,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,135.77283880675213,24.224356734071804,,,5,1.0,30.0,,,5.0
5754,test,True,0,1,tomato,2.6666666666666656,2,0,2,tomato_cut,3.2083333333333304,3,1,0,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,136.0,24.0,,,5,1.0,30.0,,,5.0
5755,test,True,0,1,tomato,2.6666666666666656,2,0,2,tomato_cut,3.249999999999997,3,1,0,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,136.0,24.0,,plate,5,1.0,30.0,,,5.0
5756,test,True,0,1,tomato,2.6666666666666656,2,0,2,tomato_cut,3.2916666666666634,3,1,0,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,136.0,24.0,,plate,5,1.0,30.0,,,5.0
5757,test,True,0,1,tomato,2.6666666666666656,2,0,2,tomato_cut,3.33333333333333,3,1,0,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,136.0,24.0,,plate,5,1.0,30.0,,,5.0
5758,test,True,0,1,tomato,2.6666666666666656,2,0,2,tomato_cut,3.3749999999999964,3,1,0,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,136.0,24.0,,plate,5,1.0,30.0,,,5.0
5759,test,True,0,1,tomato,2.6666666666666656,2,0,2,tomato_cut,3.416666666666663,3,1,0,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,136.0,24.0,,plate,5,1.0,30.0,,,5.0
5760,test,True,0,1,tomato,2.6666666666666656,2,0,2,tomato_cut,3.4583333333333295,3,1,0,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,136.0,24.0,,plate,5,1.0,30.0,,,5.0
5761,test,True,0,1,tomato,2.6666666666666656,2,0,2,tomato_cut,3.499999999999996,3,1,0,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,136.0,24.0,,plate,5,1.0,30.0,,,5.0
5762,test,True,0,1,tomato,2.6666666666666656,2,0,2,tomato_cut,3.5416666666666625,3,1,0,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,136.0,24.0,,plate,5,1.0,30.0,,,5.0
5763,test,True,0,1,tomato,2.6666666666666656,2,0,2,tomato_cut,3.583333333333329,3,1,0,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,136.0,24.0,,plate,5,1.0,30.0,,,5.0
5764,test,True,0,1,tomato,2.6666666666666656,2,0,2,tomato_cut,3.6249999999999956,3,1,0,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,136.0,24.0,,plate,5,1.0,30.0,,,5.0
5765,test,True,0,1,tomato,2.6666666666666656,2,0,2,tomato_cut,3.666666666666662,3,1,0,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,136.0,24.0,,plate,5,1.0,30.0,,,5.0
5766,test,True,0,1,tomato,2.6666666666666656,2,0,2,tomato_cut,3.7083333333333286,3,1,0,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,136.0,24.0,,plate,5,1.0,30.0,,,5.0
5767,test,True,0,1,tomato,2.6666666666666656,2,0,2,tomato_cut,3.749999999999995,3,1,0,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,136.0,24.0,,plate,5,1.0,30.0,,,5.0
5768,test,True,0,1,tomato,2.6666666666666656,2,0,2,tomato_cut,3.7916666666666616,3,1,0,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,136.0,24.0,,plate,5,1.0,30.0,,,5.0
5769,test,True,0,1,tomato,2.6666666666666656,2,0,2,tomato_cut,3.833333333333328,3,1,0,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,136.0,24.0,,plate,5,1.0,30.0,,,5.0
5770,test,True,0,1,tomato,2.6666666666666656,2,0,2,tomato_cut,3.8749999999999947,3,1,0,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,136.0,24.0,,plate,5,1.0,30.0,,,5.0
5771,test,True,0,1,tomato,2.6666666666666656,2,0,2,tomato_cut,3.916666666666661,3,1,0,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,136.0,24.0,,plate,5,1.0,30.0,,,5.0
5772,test,True,0,1,tomato,2.6666666666666656,2,0,2,tomato_cut,3.9583333333333277,3,1,0,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,136.0,24.0,,plate,5,1.0,30.0,,,5.0
