tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_03_slot_x,CuttingBoard_03_slot_y,CuttingBoard_03_item,CuttingBoard_03_cut_time_accumulated,CuttingBoard_03_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,8dd78ea1e074590f_score,player_e0c98d00_x,player_e0c98d00_y,player_e0c98d00_move_target,player_e0c98d00_item,player_e0c98d00_score,player_e0c98d00_cut_speed,player_e0c98d00_speed,player_b067fff1_x,player_b067fff1_y,player_b067fff1_move_target,player_b067fff1_item,player_b067fff1_score,player_b067fff1_cut_speed,player_b067fff1_speed
3452,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,3.241666666666658,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,56.0,81.49999999999636,,tomato,2,1.0,12.0,56.582903705651496,39.424292636393346,,plate,2,0.2,30.0
3453,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,3.241666666666658,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,56.0,81.99999999999591,,tomato,2,1.0,12.0,56.0,40.0,,plate,2,0.2,30.0
3454,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,3.241666666666658,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,56.0,82.49999999999545,,tomato,2,1.0,12.0,56.0,40.0,,,2,0.2,30.0
3455,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,3.241666666666658,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,56.0,82.999999999995,,tomato,2,1.0,12.0,56.0,40.0,,,2,0.2,30.0
3456,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,3.241666666666658,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,56.0,83.49999999999454,,tomato,2,1.0,12.0,56.0,40.0,,,2,0.2,30.0
3457,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,3.241666666666658,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,56.0,83.99999999999409,,tomato,2,1.0,12.0,56.0,40.0,,,2,0.2,30.0
3458,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,3.241666666666658,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,56.0,84.49999999999363,,tomato,2,1.0,12.0,56.0,40.0,,,2,0.2,30.0
3459,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,3.241666666666658,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,56.0,84.99999999999318,,tomato,2,1.0,12.0,56.0,40.0,,,2,0.2,30.0
3460,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,3.241666666666658,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,56.0,85.49999999999272,,tomato,2,1.0,12.0,56.0,40.0,,,2,0.2,30.0
3461,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,3.241666666666658,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,56.0,85.99999999999227,,tomato,2,1.0,12.0,56.0,40.0,,,2,0.2,30.0
3462,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,3.241666666666658,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,56.0,86.49999999999181,,tomato,2,1.0,12.0,56.0,40.0,,,2,0.2,30.0
3463,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,3.241666666666658,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,56.0,86.99999999999136,,tomato,2,1.0,12.0,56.0,40.0,,,2,0.2,30.0
3464,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,3.241666666666658,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,56.0,87.4999999999909,,tomato,2,1.0,12.0,56.0,40.0,,,2,0.2,30.0
3465,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,3.241666666666658,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,55.862951843992704,87.94371843039931,,tomato,2,1.0,12.0,56.0,40.0,,,2,0.2,30.0
3466,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,3.241666666666658,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,55.51154631576887,88.29940671349851,,tomato,2,1.0,12.0,56.0,40.0,,,2,0.2,30.0
3467,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,3.241666666666658,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,55.16014078754503,88.65509499659771,,tomato,2,1.0,12.0,56.0,40.0,,,2,0.2,30.0
3468,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,3.241666666666658,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,54.808735259321196,89.01078327969691,,tomato,2,1.0,12.0,56.0,40.0,,,2,0.2,30.0
3469,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,3.241666666666658,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,54.45732973109736,89.36647156279611,,tomato,2,1.0,12.0,56.0,40.0,,,2,0.2,30.0
3470,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,3.241666666666658,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,54.105924202873524,89.7221598458953,,tomato,2,1.0,12.0,56.0,40.0,,,2,0.2,30.0
3471,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,3.241666666666658,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,53.75451867464969,90.0778481289945,,tomato,2,1.0,12.0,56.0,40.0,,,2,0.2,30.0
3472,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,3.241666666666658,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,53.40311314642585,90.4335364120937,,tomato,2,1.0,12.0,56.0,40.0,,,2,0.2,30.0
3473,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,3.241666666666658,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,53.051707618202016,90.7892246951929,,tomato,2,1.0,12.0,56.0,40.0,,,2,0.2,30.0
3474,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,3.241666666666658,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,52.70030208997818,91.1449129782921,,tomato,2,1.0,12.0,56.0,40.0,,,2,0.2,30.0
3475,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,3.241666666666658,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,52.348896561754344,91.5006012613913,,tomato,2,1.0,12.0,56.0,40.0,,,2,0.2,30.0
3476,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,3.241666666666658,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,51.99749103353051,91.8562895444905,,tomato,2,1.0,12.0,56.0,40.0,,,2,0.2,30.0
3477,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,3.241666666666658,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,51.64608550530667,92.21197782758969,,tomato,2,1.0,12.0,56.0,40.0,,,2,0.2,30.0
3478,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,3.241666666666658,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,51.294679977082836,92.56766611068889,,tomato,2,1.0,12.0,56.0,40.0,,,2,0.2,30.0
3479,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,3.241666666666658,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,50.943274448859,92.92335439378809,,tomato,2,1.0,12.0,56.0,40.0,,,2,0.2,30.0
3480,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,3.241666666666658,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,50.591868920635164,93.27904267688729,,tomato,2,1.0,12.0,56.0,40.0,,,2,0.2,30.0
3481,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,3.241666666666658,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,50.24046339241133,93.63473095998648,,tomato,2,1.0,12.0,56.0,40.0,,,2,0.2,30.0
3482,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,3.241666666666658,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,49.88905786418749,93.99041924308568,,tomato,2,1.0,12.0,56.88388347648305,39.11611652351695,,,2,0.2,30.0
3483,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,3.241666666666658,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,49.53765233596366,94.34610752618488,,tomato,2,1.0,12.0,57.7677669529661,38.2322330470339,,,2,0.2,30.0
3484,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,3.241666666666658,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,49.18624680773982,94.70179580928408,,tomato,2,1.0,12.0,58.65165042944915,37.34834957055085,,,2,0.2,30.0
3485,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,3.241666666666658,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,48.834841279515985,95.05748409238328,,tomato,2,1.0,12.0,59.5355339059322,36.4644660940678,,,2,0.2,30.0
3486,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,3.241666666666658,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,48.48343575129215,95.41317237548247,,tomato,2,1.0,12.0,60.41941738241525,35.58058261758475,,,2,0.2,30.0
3487,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,3.241666666666658,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,48.13203022306831,95.76886065858167,,tomato,2,1.0,12.0,61.3033008588983,34.6966991411017,,,2,0.2,30.0
3488,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,3.241666666666658,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,47.78062469484448,96.12454894168087,,tomato,2,1.0,12.0,62.187184335381346,33.812815664618654,,,2,0.2,30.0
3489,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,3.241666666666658,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,47.42921916662064,96.48023722478007,,tomato,2,1.0,12.0,63.071067811864395,32.928932188135605,,,2,0.2,30.0
3490,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,3.241666666666658,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,47.077813638396805,96.83592550787927,,tomato,2,1.0,12.0,63.954951288347445,32.045048711652555,,,2,0.2,30.0
3491,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,3.241666666666658,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,46.72640811017297,97.19161379097847,,tomato,2,1.0,12.0,64.8388347648305,31.161165235169506,,,2,0.2,30.0
3492,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,3.241666666666658,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,46.37500258194913,97.54730207407766,,tomato,2,1.0,12.0,65.72271824131354,30.277281758686456,,,2,0.2,30.0
3493,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,3.241666666666658,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,46.0235970537253,97.90299035717686,,tomato,2,1.0,12.0,66.6066017177966,29.393398282203407,,,2,0.2,30.0
3494,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,3.241666666666658,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,45.67219152550146,98.25867864027606,,tomato,2,1.0,12.0,67.49048519427964,28.509514805720357,,,2,0.2,30.0
3495,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,3.241666666666658,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,45.320785997277625,98.61436692337526,,tomato,2,1.0,12.0,68.37436867076269,27.625631329237308,,,2,0.2,30.0
3496,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,3.241666666666658,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,44.96938046905379,98.97005520647446,,tomato,2,1.0,12.0,69.25825214724574,26.74174785275426,,,2,0.2,30.0
3497,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,3.241666666666658,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,44.61797494082995,99.32574348957365,,tomato,2,1.0,12.0,70.14213562372879,25.85786437627121,,,2,0.2,30.0
3498,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,3.241666666666658,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,44.26656941260636,99.68143177267285,,tomato,2,1.0,12.0,71.02601910021184,24.97398089978816,,,2,0.2,30.0
3499,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,3.241666666666658,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,43.91516388438277,100.03712005577205,,tomato,2,1.0,12.0,72.0,24.0,,,2,0.2,30.0
3500,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,3.241666666666658,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,43.56375835615918,100.39280833887125,,tomato,2,1.0,12.0,72.0,24.0,,tomato,2,0.2,30.0
3501,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,3.241666666666658,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,43.21235282793559,100.74849662197045,,tomato,2,1.0,12.0,72.0,24.0,,tomato,2,0.2,30.0
3502,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,3.241666666666658,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,42.860947299712,101.10418490506964,,tomato,2,1.0,12.0,72.0,24.0,,tomato,2,0.2,30.0
3503,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,3.241666666666658,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,42.50954177148841,101.45987318816884,,tomato,2,1.0,12.0,72.0,24.0,,tomato,2,0.2,30.0
3504,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,3.241666666666658,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,42.15813624326482,101.81556147126804,,tomato,2,1.0,12.0,72.0,24.0,,tomato,2,0.2,30.0
3505,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,3.241666666666658,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,41.806730715041226,102.17124975436724,,tomato,2,1.0,12.0,72.0,24.0,,tomato,2,0.2,30.0
3506,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,3.241666666666658,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,41.45532518681764,102.52693803746644,,tomato,2,1.0,12.0,72.0,24.0,,tomato,2,0.2,30.0
3507,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,3.241666666666658,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,41.10391965859405,102.88262632056563,,tomato,2,1.0,12.0,72.0,24.0,,tomato,2,0.2,30.0
3508,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,3.241666666666658,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,40.75251413037046,103.23831460366483,,tomato,2,1.0,12.0,72.0,24.0,,tomato,2,0.2,30.0
3509,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,3.241666666666658,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,40.40110860214687,103.59400288676403,,tomato,2,1.0,12.0,72.0,24.0,,tomato,2,0.2,30.0
3510,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,3.241666666666658,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,40.046970208792864,103.65366328486044,,tomato,2,1.0,12.0,72.0,24.0,,tomato,2,0.2,30.0
3511,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,3.241666666666658,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,39.68905785883019,103.30452327033396,,tomato,2,1.0,12.0,72.0,24.0,,tomato,2,0.2,30.0
3512,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,3.241666666666658,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,39.331145508867515,102.95538325580748,,tomato,2,1.0,12.0,72.0,24.0,,tomato,2,0.2,30.0
3513,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,3.241666666666658,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,38.97323315890484,102.60624324128099,,tomato,2,1.0,12.0,72.0,24.0,,tomato,2,0.2,30.0
3514,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,3.241666666666658,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,38.615320808942165,102.25710322675451,,tomato,2,1.0,12.0,72.0,24.0,,tomato,2,0.2,30.0
3515,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,3.241666666666658,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,38.25740845897949,101.90796321222803,,tomato,2,1.0,12.0,72.0,24.0,,tomato,2,0.2,30.0
3516,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,3.241666666666658,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,37.899496109016816,101.55882319770154,,tomato,2,1.0,12.0,72.0,24.0,,tomato,2,0.2,30.0
3517,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,3.241666666666658,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,37.54158375905414,101.20968318317506,,tomato,2,1.0,12.0,72.0,24.0,,tomato,2,0.2,30.0
3518,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,3.241666666666658,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,37.18367140909147,100.86054316864858,,tomato,2,1.0,12.0,72.0,24.0,,tomato,2,0.2,30.0
3519,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,3.241666666666658,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,36.82575905912879,100.51140315412209,,tomato,2,1.0,12.0,72.0,24.0,,tomato,2,0.2,30.0
3520,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,3.241666666666658,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,36.46784670916612,100.16226313959561,,tomato,2,1.0,12.0,72.0,24.0,,tomato,2,0.2,30.0
3521,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,3.241666666666658,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,36.10993435920344,99.81312312506913,,tomato,2,1.0,12.0,72.0,24.0,,tomato,2,0.2,30.0
3522,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,3.241666666666658,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,35.75202200924077,99.46398311054264,,tomato,2,1.0,12.0,72.0,24.0,,tomato,2,0.2,30.0
3523,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,3.241666666666658,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,35.394109659278094,99.11484309601616,,tomato,2,1.0,12.0,72.0,24.0,,tomato,2,0.2,30.0
3524,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,3.241666666666658,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,35.03619730931542,98.76570308148968,,tomato,2,1.0,12.0,72.0,24.0,,tomato,2,0.2,30.0
3525,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,3.241666666666658,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,34.678284959352744,98.41656306696319,,tomato,2,1.0,12.0,72.0,24.0,,tomato,2,0.2,30.0
3526,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,3.241666666666658,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,34.32037260939007,98.06742305243671,,tomato,2,1.0,12.0,72.0,24.0,,tomato,2,0.2,30.0
