tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_03_slot_x,CuttingBoard_03_slot_y,CuttingBoard_03_item,CuttingBoard_03_cut_time_accumulated,CuttingBoard_03_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,0c0e359429cff7c1_score,player_4fd0ffda_x,player_4fd0ffda_y,player_4fd0ffda_move_target,player_4fd0ffda_item,player_4fd0ffda_score,player_4fd0ffda_cut_speed,player_4fd0ffda_speed,player_e59062fc_x,player_e59062fc_y,player_e59062fc_move_target,player_e59062fc_item,player_e59062fc_score,player_e59062fc_cut_speed,player_e59062fc_speed
3200,0,1,,0,2,tomato,1.2083333333333315,1,0,3,None_cut,3.224999999999991,3,2,2,plate,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,72.0,,tomato_salad,0,1.0,12.0,24.0,40.0,,,3,0.2,30.0
3201,0,1,,0,2,tomato,1.2166666666666648,1,0,3,None_cut,3.224999999999991,3,2,2,plate,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,72.0,,tomato_salad,0,1.0,12.0,24.0,40.0,,,3,0.2,30.0
3202,0,1,,0,2,tomato,1.224999999999998,1,0,3,None_cut,3.224999999999991,3,2,2,plate,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,72.0,,tomato_salad,0,1.0,12.0,24.0,40.0,,,3,0.2,30.0
3203,0,1,,0,2,tomato,1.2333333333333314,1,0,3,None_cut,3.224999999999991,3,2,2,plate,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,72.0,,tomato_salad,0,1.0,12.0,24.0,40.0,,,3,0.2,30.0
3204,0,1,,0,2,tomato,1.2416666666666647,1,0,3,None_cut,3.224999999999991,3,2,2,plate,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,72.0,,tomato_salad,0,1.0,12.0,24.0,40.0,,,3,0.2,30.0
3205,0,1,,0,2,tomato,1.249999999999998,1,0,3,None_cut,3.224999999999991,3,2,2,plate,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,72.0,,tomato_salad,0,1.0,12.0,24.0,40.0,,,3,0.2,30.0
3206,0,1,,0,2,tomato,1.2583333333333313,1,0,3,None_cut,3.224999999999991,3,2,2,plate,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,72.0,,tomato_salad,0,1.0,12.0,24.0,40.0,,,3,0.2,30.0
3207,0,1,,0,2,tomato,1.2666666666666646,1,0,3,None_cut,3.224999999999991,3,2,2,plate,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,72.0,,tomato_salad,0,1.0,12.0,24.0,40.0,,,3,0.2,30.0
3208,0,1,,0,2,tomato,1.274999999999998,1,0,3,None_cut,3.224999999999991,3,2,2,plate,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,72.0,,tomato_salad,0,1.0,12.0,24.0,40.0,,,3,0.2,30.0
3209,0,1,,0,2,tomato,1.2833333333333312,1,0,3,None_cut,3.224999999999991,3,2,2,plate,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,72.0,,tomato_salad,0,1.0,12.0,24.0,40.0,,,3,0.2,30.0
3210,0,1,,0,2,tomato,1.2916666666666645,1,0,3,None_cut,3.224999999999991,3,2,2,plate,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,72.0,,tomato_salad,0,1.0,12.0,24.0,40.0,,,3,0.2,30.0
3211,0,1,,0,2,tomato,1.2999999999999978,1,0,3,None_cut,3.224999999999991,3,2,2,plate,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,72.0,,tomato_salad,0,1.0,12.0,24.0,40.0,,,3,0.2,30.0
3212,0,1,,0,2,tomato,1.3083333333333311,1,0,3,None_cut,3.224999999999991,3,2,2,plate,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,72.0,,tomato_salad,0,1.0,12.0,24.0,40.0,,,3,0.2,30.0
3213,0,1,,0,2,tomato,1.3166666666666644,1,0,3,None_cut,3.224999999999991,3,2,2,plate,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,72.0,,tomato_salad,0,1.0,12.0,24.0,40.0,,,3,0.2,30.0
3214,0,1,,0,2,tomato,1.3249999999999977,1,0,3,None_cut,3.224999999999991,3,2,2,plate,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,71.50000000000045,,tomato_salad,0,1.0,12.0,24.0,40.0,,,3,0.2,30.0
3215,0,1,,0,2,tomato,1.333333333333331,1,0,3,None_cut,3.224999999999991,3,2,2,plate,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,71.00000000000091,,tomato_salad,0,1.0,12.0,24.0,40.0,,,3,0.2,30.0
3216,0,1,,0,2,tomato,1.3416666666666643,1,0,3,None_cut,3.224999999999991,3,2,2,plate,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,70.50000000000136,,tomato_salad,0,1.0,12.0,24.0,40.0,,,3,0.2,30.0
3217,0,1,,0,2,tomato,1.3499999999999976,1,0,3,None_cut,3.224999999999991,3,2,2,plate,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,70.00000000000182,,tomato_salad,0,1.0,12.0,24.0,40.0,,,3,0.2,30.0
3218,0,1,,0,2,tomato,1.358333333333331,1,0,3,None_cut,3.224999999999991,3,2,2,plate,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,69.50000000000227,,tomato_salad,0,1.0,12.0,24.0,40.0,,,3,0.2,30.0
3219,0,1,,0,2,tomato,1.3666666666666643,1,0,3,None_cut,3.224999999999991,3,2,2,plate,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,69.00000000000273,,tomato_salad,0,1.0,12.0,24.0,40.0,,,3,0.2,30.0
3220,0,1,,0,2,tomato,1.3749999999999976,1,0,3,None_cut,3.224999999999991,3,2,2,plate,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,68.50000000000318,,tomato_salad,0,1.0,12.0,24.0,40.0,,,3,0.2,30.0
3221,0,1,,0,2,tomato,1.3833333333333309,1,0,3,None_cut,3.224999999999991,3,2,2,plate,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,68.00000000000364,,tomato_salad,0,1.0,12.0,24.0,40.0,,,3,0.2,30.0
3222,0,1,,0,2,tomato,1.3916666666666642,1,0,3,None_cut,3.224999999999991,3,2,2,plate,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,67.50000000000409,,tomato_salad,0,1.0,12.0,24.0,40.0,,,3,0.2,30.0
3223,0,1,,0,2,tomato,1.3999999999999975,1,0,3,None_cut,3.224999999999991,3,2,2,plate,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,67.00000000000455,,tomato_salad,0,1.0,12.0,24.0,40.0,,,3,0.2,30.0
3224,0,1,,0,2,tomato,1.4083333333333308,1,0,3,None_cut,3.224999999999991,3,2,2,plate,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,66.500000000005,,tomato_salad,0,1.0,12.0,24.0,40.0,,,3,0.2,30.0
3225,0,1,,0,2,tomato,1.416666666666664,1,0,3,None_cut,3.224999999999991,3,2,2,plate,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,66.00000000000546,,tomato_salad,0,1.0,12.0,24.0,40.0,,,3,0.2,30.0
3226,0,1,,0,2,tomato,1.4249999999999974,1,0,3,None_cut,3.224999999999991,3,2,2,plate,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,65.50000000000591,,tomato_salad,0,1.0,12.0,24.0,40.0,,,3,0.2,30.0
3227,0,1,,0,2,tomato,1.4333333333333307,1,0,3,None_cut,3.224999999999991,3,2,2,plate,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,65.00000000000637,,tomato_salad,0,1.0,12.0,24.0,40.0,,,3,0.2,30.0
3228,0,1,,0,2,tomato,1.441666666666664,1,0,3,None_cut,3.224999999999991,3,2,2,plate,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,64.50000000000682,,tomato_salad,0,1.0,12.0,24.0,40.0,,,3,0.2,30.0
3229,0,1,,0,2,tomato,1.4499999999999973,1,0,3,None_cut,3.224999999999991,3,2,2,plate,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,64.00000000000728,,tomato_salad,0,1.0,12.0,24.0,40.0,,,3,0.2,30.0
3230,0,1,,0,2,tomato,1.4583333333333306,1,0,3,None_cut,3.224999999999991,3,2,2,plate,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,63.50000000000702,,tomato_salad,0,1.0,12.0,24.0,40.0,,,3,0.2,30.0
3231,0,1,,0,2,tomato,1.466666666666664,1,0,3,None_cut,3.224999999999991,3,2,2,plate,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,63.000000000006764,,tomato_salad,0,1.0,12.0,24.0,40.0,,,3,0.2,30.0
3232,0,1,,0,2,tomato,1.4749999999999972,1,0,3,None_cut,3.224999999999991,3,2,2,plate,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,62.50000000000651,,tomato_salad,0,1.0,12.0,24.0,40.0,,,3,0.2,30.0
3233,0,1,,0,2,tomato,1.4833333333333305,1,0,3,None_cut,3.224999999999991,3,2,2,plate,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,62.00000000000625,,tomato_salad,0,1.0,12.0,24.0,40.0,,,3,0.2,30.0
3234,0,1,,0,2,tomato,1.4916666666666638,1,0,3,None_cut,3.224999999999991,3,2,2,plate,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,61.500000000006,,tomato_salad,0,1.0,12.0,24.0,40.0,,,3,0.2,30.0
3235,0,1,,0,2,tomato,1.4999999999999971,1,0,3,None_cut,3.224999999999991,3,2,2,plate,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,61.00000000000574,,tomato_salad,0,1.0,12.0,24.0,40.0,,,3,0.2,30.0
3236,0,1,,0,2,tomato,1.5083333333333304,1,0,3,None_cut,3.224999999999991,3,2,2,plate,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,60.500000000005485,,tomato_salad,0,1.0,12.0,24.0,40.0,,,3,0.2,30.0
3237,0,1,,0,2,tomato,1.5166666666666637,1,0,3,None_cut,3.224999999999991,3,2,2,plate,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,60.00000000000523,,tomato_salad,0,1.0,12.0,24.0,40.0,,,3,0.2,30.0
3238,0,1,,0,2,tomato,1.524999999999997,1,0,3,None_cut,3.224999999999991,3,2,2,plate,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,59.500000000004974,,tomato_salad,0,1.0,12.0,24.0,40.0,,,3,0.2,30.0
3239,0,1,,0,2,tomato,1.5333333333333303,1,0,3,None_cut,3.224999999999991,3,2,2,plate,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,59.00000000000472,,tomato_salad,0,1.0,12.0,24.0,40.0,,,3,0.2,30.0
3240,0,1,,0,2,tomato,1.5416666666666636,1,0,3,None_cut,3.224999999999991,3,2,2,plate,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,58.50000000000446,,tomato_salad,0,1.0,12.0,24.0,40.0,,,3,0.2,30.0
3241,0,1,,0,2,tomato,1.549999999999997,1,0,3,None_cut,3.224999999999991,3,2,2,plate,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,58.000000000004206,,tomato_salad,0,1.0,12.0,24.0,40.0,,,3,0.2,30.0
3242,0,1,,0,2,tomato,1.5583333333333302,1,0,3,None_cut,3.224999999999991,3,2,2,plate,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,57.50000000000395,,tomato_salad,0,1.0,12.0,24.0,40.0,,,3,0.2,30.0
3243,0,1,,0,2,tomato,1.5666666666666635,1,0,3,None_cut,3.224999999999991,3,2,2,plate,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,57.000000000003695,,tomato_salad,0,1.0,12.0,24.0,40.0,,,3,0.2,30.0
3244,0,1,,0,2,tomato,1.5749999999999968,1,0,3,None_cut,3.224999999999991,3,2,2,plate,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,56.50000000000344,,tomato_salad,0,1.0,12.0,24.0,40.0,,,3,0.2,30.0
3245,0,1,,0,2,tomato,1.5833333333333302,1,0,3,None_cut,3.224999999999991,3,2,2,plate,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,56.00000000000318,,tomato_salad,0,1.0,12.0,24.0,40.0,,,3,0.2,30.0
3246,0,1,,0,2,tomato,1.5916666666666635,1,0,3,None_cut,3.224999999999991,3,2,2,plate,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,55.50000000000293,,tomato_salad,0,1.0,12.0,24.0,40.0,,,3,0.2,30.0
3247,0,1,,0,2,tomato,1.5999999999999968,1,0,3,None_cut,3.224999999999991,3,2,2,plate,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,55.00000000000267,,tomato_salad,0,1.0,12.0,24.0,40.0,,,3,0.2,30.0
3248,0,1,,0,2,tomato,1.60833333333333,1,0,3,None_cut,3.224999999999991,3,2,2,plate,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,54.500000000002416,,tomato_salad,0,1.0,12.0,24.0,40.0,,,3,0.2,30.0
3249,0,1,,0,2,tomato,1.6166666666666634,1,0,3,None_cut,3.224999999999991,3,2,2,plate,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,54.00000000000216,,tomato_salad,0,1.0,12.0,24.0,40.0,,,3,0.2,30.0
3250,0,1,,0,2,tomato,1.6249999999999967,1,0,3,None_cut,3.224999999999991,3,2,2,plate,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,53.500000000001904,,tomato_salad,0,1.0,12.0,24.0,40.0,,,3,0.2,30.0
3251,0,1,,0,2,tomato,1.63333333333333,1,0,3,None_cut,3.224999999999991,3,2,2,plate,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,53.00000000000165,,tomato_salad,0,1.0,12.0,24.0,40.0,,,3,0.2,30.0
3252,0,1,,0,2,tomato,1.6416666666666633,1,0,3,None_cut,3.224999999999991,3,2,2,plate,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,52.50000000000139,,tomato_salad,0,1.0,12.0,24.0,40.0,,,3,0.2,30.0
3253,0,1,,0,2,tomato,1.6499999999999966,1,0,3,None_cut,3.224999999999991,3,2,2,plate,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,52.00000000000114,,tomato_salad,0,1.0,12.0,24.0,40.0,,,3,0.2,30.0
3254,0,1,,0,2,tomato,1.6583333333333299,1,0,3,None_cut,3.224999999999991,3,2,2,plate,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,51.50000000000088,,tomato_salad,0,1.0,12.0,24.0,40.0,,,3,0.2,30.0
3255,0,1,,0,2,tomato,1.6666666666666632,1,0,3,None_cut,3.224999999999991,3,2,2,plate,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,51.000000000000625,,tomato_salad,0,1.0,12.0,24.0,40.0,,,3,0.2,30.0
3256,0,1,,0,2,tomato,1.6749999999999965,1,0,3,None_cut,3.224999999999991,3,2,2,plate,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,50.50000000000037,,tomato_salad,0,1.0,12.0,24.0,40.0,,,3,0.2,30.0
3257,0,1,,0,2,tomato,1.6833333333333298,1,0,3,None_cut,3.224999999999991,3,2,2,plate,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,50.000000000000114,,tomato_salad,0,1.0,12.0,24.0,40.0,,,3,0.2,30.0
3258,0,1,,0,2,tomato,1.691666666666663,1,0,3,None_cut,3.224999999999991,3,2,2,plate,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,49.49999999999986,,tomato_salad,0,1.0,12.0,24.0,40.0,,,3,0.2,30.0
3259,0,1,,0,2,tomato,1.6999999999999964,1,0,3,None_cut,3.224999999999991,3,2,2,plate,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,48.9999999999996,,tomato_salad,0,1.0,12.0,24.0,40.0,,,3,0.2,30.0
3260,0,1,,0,2,tomato,1.7083333333333297,1,0,3,None_cut,3.224999999999991,3,2,2,plate,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,48.499999999999346,,tomato_salad,0,1.0,12.0,24.0,40.0,,,3,0.2,30.0
3261,0,1,,0,2,tomato,1.716666666666663,1,0,3,None_cut,3.224999999999991,3,2,2,plate,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,47.99999999999909,,tomato_salad,0,1.0,12.0,24.0,40.0,,,3,0.2,30.0
3262,0,1,,0,2,tomato,1.7249999999999963,1,0,3,None_cut,3.224999999999991,3,2,2,plate,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,47.499999999998835,,tomato_salad,0,1.0,12.0,24.0,40.0,,,3,0.2,30.0
3263,0,1,,0,2,tomato,1.7333333333333296,1,0,3,None_cut,3.224999999999991,3,2,2,plate,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,46.99999999999858,,tomato_salad,0,1.0,12.0,24.0,40.0,,,3,0.2,30.0
3264,0,1,,0,2,tomato,1.741666666666663,1,0,3,None_cut,3.224999999999991,3,2,2,plate,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,46.49999999999832,,tomato_salad,0,1.0,12.0,24.0,40.0,,,3,0.2,30.0
3265,0,1,,0,2,tomato,1.7499999999999962,1,0,3,None_cut,3.224999999999991,3,2,2,plate,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,45.99999999999807,,tomato_salad,0,1.0,12.0,24.0,40.0,,,3,0.2,30.0
3266,0,1,,0,2,tomato,1.7583333333333295,1,0,3,None_cut,3.224999999999991,3,2,2,plate,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,45.49999999999781,,tomato_salad,0,1.0,12.0,24.0,40.0,,,3,0.2,30.0
3267,0,1,,0,2,tomato,1.7666666666666628,1,0,3,None_cut,3.224999999999991,3,2,2,plate,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,44.999999999997556,,tomato_salad,0,1.0,12.0,24.0,40.0,,,3,0.2,30.0
3268,0,1,,0,2,tomato,1.7749999999999961,1,0,3,None_cut,3.224999999999991,3,2,2,plate,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,44.4999999999973,,tomato_salad,0,1.0,12.0,24.0,40.0,,,3,0.2,30.0
3269,0,1,,0,2,tomato,1.7833333333333294,1,0,3,None_cut,3.224999999999991,3,2,2,plate,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,43.999999999997044,,tomato_salad,0,1.0,12.0,24.0,40.0,,,3,0.2,30.0
3270,0,1,,0,2,tomato,1.7916666666666627,1,0,3,None_cut,3.224999999999991,3,2,2,plate,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,43.49999999999679,,tomato_salad,0,1.0,12.0,24.0,40.0,,,3,0.2,30.0
3271,0,1,,0,2,tomato,1.799999999999996,1,0,3,None_cut,3.224999999999991,3,2,2,plate,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,42.99999999999653,,tomato_salad,0,1.0,12.0,24.0,40.0,,,3,0.2,30.0
3272,0,1,,0,2,tomato,1.8083333333333294,1,0,3,None_cut,3.224999999999991,3,2,2,plate,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,42.49999999999628,,tomato_salad,0,1.0,12.0,24.0,40.0,,,3,0.2,30.0
3273,0,1,,0,2,tomato,1.8166666666666627,1,0,3,None_cut,3.224999999999991,3,2,2,plate,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,41.99999999999602,,tomato_salad,0,1.0,12.0,24.0,40.0,,,3,0.2,30.0
3274,0,1,,0,2,tomato,1.824999999999996,1,0,3,None_cut,3.224999999999991,3,2,2,plate,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,41.499999999995765,,tomato_salad,0,1.0,12.0,24.0,40.0,,,3,0.2,30.0
3275,0,1,,0,2,tomato,1.8333333333333293,1,0,3,None_cut,3.224999999999991,3,2,2,plate,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,40.99999999999551,,tomato_salad,0,1.0,12.0,24.0,40.0,,,3,0.2,30.0
