tick,phase,collision,CuttingBoard_01_slot_x,CuttingBoard_01_slot_y,CuttingBoard_01_item,CuttingBoard_01_cut_time_accumulated,CuttingBoard_01_cut_stage,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_10_slot_x,CuttingBoard_10_slot_y,CuttingBoard_10_item,CuttingBoard_10_cut_time_accumulated,CuttingBoard_10_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Counter_26_slot_x,Counter_26_slot_y,Counter_26_item,Counter_27_slot_x,Counter_27_slot_y,Counter_27_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Delivery_53_slot_x,Delivery_53_slot_y,Delivery_53_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Dispenser_80_slot_x,Dispenser_80_slot_y,Dispenser_80_item,Delivery_83_slot_x,Delivery_83_slot_y,Delivery_83_item,Dispenser_91_slot_x,Dispenser_91_slot_y,Dispenser_91_item,Delivery_93_slot_x,Delivery_93_slot_y,Delivery_93_item,c82f189268653992_score,player_19c5fd5d_x,player_19c5fd5d_y,player_19c5fd5d_move_target,player_19c5fd5d_item,player_19c5fd5d_score,player_19c5fd5d_cut_speed,player_19c5fd5d_speed,player_d3358bc7_x,player_d3358bc7_y,player_d3358bc7_move_target,player_d3358bc7_item,player_d3358bc7_score,player_d3358bc7_cut_speed,player_d3358bc7_speed,87a2bc1a11ec9190_score,3b78bb4cf1e58ade_message,44d79bb7c4757767_score
5208,test,True,0,1,None_cut,3.833333333333328,3,0,2,tomato,1.25,1,1,0,tomato,0.7083333333333331,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,66.97031488935298,35.032409767260845,,,1,1.0,30.0,56.0,40.0,,,2,1.0,30.0,,,3.0
5209,test,True,0,1,None_cut,3.833333333333328,3,0,2,tomato,1.25,1,1,0,tomato,0.7083333333333331,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,67.85967117035173,35.910786341087345,,,1,1.0,30.0,56.0,40.0,,,2,1.0,30.0,,,3.0
5210,test,True,0,1,None_cut,3.833333333333328,3,0,2,tomato,1.25,1,1,0,tomato,0.7083333333333331,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,68.74902745135049,36.789162914913845,,,1,1.0,30.0,56.0,40.0,,,2,1.0,30.0,,,3.0
5211,test,True,0,1,None_cut,3.833333333333328,3,0,2,tomato,1.25,1,1,0,tomato,0.7083333333333331,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,69.63838373234924,37.667539488740346,,,1,1.0,30.0,56.0,40.0,,,2,1.0,30.0,,,3.0
5212,test,True,0,1,None_cut,3.833333333333328,3,0,2,tomato,1.25,1,1,0,tomato,0.7083333333333331,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,70.52774001334835,38.545916062566846,,,1,1.0,30.0,56.0,40.0,,,2,1.0,30.0,,,3.0
5213,test,True,0,1,None_cut,3.833333333333328,3,0,2,tomato,1.25,1,1,0,tomato,0.7083333333333331,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,71.41709629434803,39.424292636393346,,,1,1.0,30.0,56.0,40.0,,,2,1.0,30.0,,,3.0
5214,test,True,0,1,None_cut,3.833333333333328,3,0,2,tomato,1.25,1,1,0,tomato,0.7083333333333331,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,72.30924224586546,39.32172810183499,,,1,1.0,30.0,56.0,40.0,,,2,1.0,30.0,,,3.0
5215,test,True,0,1,None_cut,3.833333333333328,3,0,2,tomato,1.25,1,1,0,tomato,0.7083333333333331,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,73.20358008136112,38.44842412497425,,,1,1.0,30.0,56.0,40.0,,,2,1.0,30.0,,,3.0
5216,test,True,0,1,None_cut,3.833333333333328,3,0,2,tomato,1.25,1,1,0,tomato,0.7083333333333331,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,74.09791791685679,37.57512014811351,,,1,1.0,30.0,56.0,40.0,,,2,1.0,30.0,,,3.0
5217,test,True,0,1,None_cut,3.833333333333328,3,0,2,tomato,1.25,1,1,0,tomato,0.7083333333333331,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,74.99225575235245,36.70181617125277,,,1,1.0,30.0,56.0,40.0,,,2,1.0,30.0,,,3.0
5218,test,True,0,1,None_cut,3.833333333333328,3,0,2,tomato,1.25,1,1,0,tomato,0.7083333333333331,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,75.88659358784811,35.82851219439203,,,1,1.0,30.0,56.0,40.0,,,2,1.0,30.0,,,3.0
5219,test,True,0,1,None_cut,3.833333333333328,3,0,2,tomato,1.25,1,1,0,tomato,0.7083333333333331,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,76.78093142334377,34.95520821753129,,,1,1.0,30.0,56.0,40.0,,,2,1.0,30.0,,,3.0
5220,test,True,0,1,None_cut,3.833333333333328,3,0,2,tomato,1.25,1,1,0,tomato,0.7083333333333331,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,77.67526925883944,34.08190424067055,,,1,1.0,30.0,56.0,40.0,,,2,1.0,30.0,,,3.0
5221,test,True,0,1,None_cut,3.833333333333328,3,0,2,tomato,1.25,1,1,0,tomato,0.7083333333333331,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,78.5696070943351,33.208600263809814,,,1,1.0,30.0,56.0,40.0,,,2,1.0,30.0,,,3.0
5222,test,True,0,1,None_cut,3.833333333333328,3,0,2,tomato,1.25,1,1,0,tomato,0.7083333333333331,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,79.46394492983076,32.335296286949074,,,1,1.0,30.0,56.0,40.0,,,2,1.0,30.0,,,3.0
5223,test,True,0,1,None_cut,3.833333333333328,3,0,2,tomato,1.25,1,1,0,tomato,0.7083333333333331,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,80.35828276532642,31.461992310088114,,,1,1.0,30.0,55.11611652351695,39.11611652351695,,,2,1.0,30.0,,,3.0
5224,test,True,0,1,None_cut,3.833333333333328,3,0,2,tomato,1.25,1,1,0,tomato,0.7083333333333331,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,81.25262060082208,30.58868833322702,,,1,1.0,30.0,54.2322330470339,38.2322330470339,,,2,1.0,30.0,,,3.0
5225,test,True,0,1,None_cut,3.833333333333328,3,0,2,tomato,1.25,1,1,0,tomato,0.7083333333333331,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,82.14695843631775,29.715384356365924,,,1,1.0,30.0,53.34834957055085,37.34834957055085,,,2,1.0,30.0,,,3.0
5226,test,True,0,1,None_cut,3.833333333333328,3,0,2,tomato,1.25,1,1,0,tomato,0.7083333333333331,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,83.04129627181341,28.84208037950483,,,1,1.0,30.0,52.4644660940678,36.4644660940678,,,2,1.0,30.0,,,3.0
5227,test,True,0,1,None_cut,3.833333333333328,3,0,2,tomato,1.25,1,1,0,tomato,0.7083333333333331,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,83.93563410730907,27.968776402643734,,,1,1.0,30.0,51.58058261758475,35.58058261758475,,,2,1.0,30.0,,,3.0
5228,test,True,0,1,None_cut,3.833333333333328,3,0,2,tomato,1.25,1,1,0,tomato,0.7083333333333331,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,84.82997194280473,27.09547242578264,,,1,1.0,30.0,50.6966991411017,34.6966991411017,,,2,1.0,30.0,,,3.0
5229,test,True,0,1,None_cut,3.833333333333328,3,0,2,tomato,1.25,1,1,0,tomato,0.7083333333333331,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,85.7243097783004,26.222168448921543,,,1,1.0,30.0,49.812815664618654,33.812815664618654,,,2,1.0,30.0,,,3.0
5230,test,True,0,1,None_cut,3.833333333333328,3,0,2,tomato,1.25,1,1,0,tomato,0.7083333333333331,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,86.61864761379606,25.348864472060292,,,1,1.0,30.0,48.928932188135605,32.928932188135605,,,2,1.0,30.0,,,3.0
5231,test,True,0,1,None_cut,3.833333333333328,3,0,2,tomato,1.25,1,1,0,tomato,0.7083333333333331,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,87.51298544929166,24.47556049519884,,,1,1.0,30.0,48.045048711652555,32.045048711652555,,,2,1.0,30.0,,,3.0
5232,test,True,0,1,None_cut,3.833333333333328,3,0,2,tomato,1.25,1,1,0,tomato,0.7083333333333331,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,24.0,,,1,1.0,30.0,47.161165235169506,31.161165235169506,,,2,1.0,30.0,,,3.0
5233,test,True,0,1,None_cut,3.833333333333328,3,0,2,tomato,1.25,1,1,0,tomato,0.7083333333333331,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,24.0,,tomato,1,1.0,30.0,46.277281758686456,30.277281758686456,,,2,1.0,30.0,,,3.0
5234,test,True,0,1,None_cut,3.833333333333328,3,0,2,tomato,1.25,1,1,0,tomato,0.7083333333333331,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,24.0,,tomato,1,1.0,30.0,45.39339828220341,29.393398282203407,,,2,1.0,30.0,,,3.0
5235,test,True,0,1,None_cut,3.833333333333328,3,0,2,tomato,1.25,1,1,0,tomato,0.7083333333333331,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,24.0,,tomato,1,1.0,30.0,44.50951480572036,28.509514805720357,,,2,1.0,30.0,,,3.0
5236,test,True,0,1,None_cut,3.833333333333328,3,0,2,tomato,1.25,1,1,0,tomato,0.7083333333333331,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,24.0,,tomato,1,1.0,30.0,43.62563132923731,27.625631329237308,,,2,1.0,30.0,,,3.0
5237,test,True,0,1,None_cut,3.833333333333328,3,0,2,tomato,1.25,1,1,0,tomato,0.7083333333333331,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,24.0,,tomato,1,1.0,30.0,42.74174785275426,26.74174785275426,,,2,1.0,30.0,,,3.0
5238,test,True,0,1,None_cut,3.833333333333328,3,0,2,tomato,1.25,1,1,0,tomato,0.7083333333333331,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,24.0,,tomato,1,1.0,30.0,41.85786437627121,25.85786437627121,,,2,1.0,30.0,,,3.0
5239,test,True,0,1,None_cut,3.833333333333328,3,0,2,tomato,1.25,1,1,0,tomato,0.7083333333333331,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,24.0,,tomato,1,1.0,30.0,40.97398089978816,24.97398089978816,,,2,1.0,30.0,,,3.0
5240,test,True,0,1,None_cut,3.833333333333328,3,0,2,tomato,1.25,1,1,0,tomato,0.7083333333333331,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,24.0,,tomato,1,1.0,30.0,40.088805099494266,24.300921192559585,,,2,1.0,30.0,,,3.0
5241,test,True,0,1,None_cut,3.833333333333328,3,0,2,tomato,1.25,1,1,0,tomato,0.7083333333333331,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,24.0,,tomato,1,1.0,30.0,39.19415225792085,25.173902459863825,,,2,1.0,30.0,,,3.0
5242,test,True,0,1,None_cut,3.833333333333328,3,0,2,tomato,1.25,1,1,0,tomato,0.7083333333333331,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,24.0,,tomato,1,1.0,30.0,38.29949941634743,26.046883727168066,,,2,1.0,30.0,,,3.0
5243,test,True,0,1,None_cut,3.833333333333328,3,0,2,tomato,1.25,1,1,0,tomato,0.7083333333333331,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,24.0,,tomato,1,1.0,30.0,37.40484657477391,26.919864994472306,,,2,1.0,30.0,,,3.0
5244,test,True,0,1,None_cut,3.833333333333328,3,0,2,tomato,1.25,1,1,0,tomato,0.7083333333333331,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,24.0,,tomato,1,1.0,30.0,36.51019373320007,27.792846261776546,,,2,1.0,30.0,,,3.0
5245,test,True,0,1,None_cut,3.833333333333328,3,0,2,tomato,1.25,1,1,0,tomato,0.7083333333333331,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,24.0,,tomato,1,1.0,30.0,35.6155408916262,28.665827529080786,,,2,1.0,30.0,,,3.0
5246,test,True,0,1,None_cut,3.833333333333328,3,0,2,tomato,1.25,1,1,0,tomato,0.7083333333333331,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,24.0,,tomato,1,1.0,30.0,34.720888050052345,29.538808796385027,,,2,1.0,30.0,,,3.0
5247,test,True,0,1,None_cut,3.833333333333328,3,0,2,tomato,1.25,1,1,0,tomato,0.7083333333333331,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,24.0,,tomato,1,1.0,30.0,33.82623520847849,30.411790063689267,,,2,1.0,30.0,,,3.0
5248,test,True,0,1,None_cut,3.833333333333328,3,0,2,tomato,1.25,1,1,0,tomato,0.7083333333333331,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,24.0,,tomato,1,1.0,30.0,32.93158236690463,31.284771330993507,,,2,1.0,30.0,,,3.0
5249,test,True,0,1,None_cut,3.833333333333328,3,0,2,tomato,1.25,1,1,0,tomato,0.7083333333333331,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,24.0,,tomato,1,1.0,30.0,32.036929525330834,32.157752598297684,,,2,1.0,30.0,,,3.0
5250,test,True,0,1,None_cut,3.833333333333328,3,0,2,tomato,1.25,1,1,0,tomato,0.7083333333333331,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,24.0,,tomato,1,1.0,30.0,31.142276683757075,33.03073386560157,,,2,1.0,30.0,,,3.0
5251,test,True,0,1,None_cut,3.833333333333328,3,0,2,tomato,1.25,1,1,0,tomato,0.7083333333333331,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,24.0,,tomato,1,1.0,30.0,30.2476238421833,33.903715132905454,,,2,1.0,30.0,,,3.0
5252,test,True,0,1,None_cut,3.833333333333328,3,0,2,tomato,1.25,1,1,0,tomato,0.7083333333333331,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,24.0,,tomato,1,1.0,30.0,29.35297100060953,34.77669640020934,,,2,1.0,30.0,,,3.0
5253,test,True,0,1,None_cut,3.833333333333328,3,0,2,tomato,1.25,1,1,0,tomato,0.7083333333333331,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,24.0,,tomato,1,1.0,30.0,28.458318159035755,35.6496776675135,,,2,1.0,30.0,,,3.0
5254,test,True,0,1,None_cut,3.833333333333328,3,0,2,tomato,1.25,1,1,0,tomato,0.7083333333333331,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,24.0,,tomato,1,1.0,30.0,27.563665317461982,36.52265893481782,,,2,1.0,30.0,,,3.0
5255,test,True,0,1,None_cut,3.833333333333328,3,0,2,tomato,1.25,1,1,0,tomato,0.7083333333333331,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,24.0,,tomato,1,1.0,30.0,26.66901247588821,37.39564020212214,,,2,1.0,30.0,,,3.0
5256,test,True,0,1,None_cut,3.833333333333328,3,0,2,tomato,1.25,1,1,0,tomato,0.7083333333333331,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,24.0,,tomato,1,1.0,30.0,25.774359634314436,38.268621469426456,,,2,1.0,30.0,,,3.0
5257,test,True,0,1,None_cut,3.833333333333328,3,0,2,tomato,1.25,1,1,0,tomato,0.7083333333333331,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,24.0,,tomato,1,1.0,30.0,24.879706792740663,39.141602736730775,,,2,1.0,30.0,,,3.0
5258,test,True,0,1,None_cut,3.833333333333328,3,0,2,tomato,1.25,1,1,0,tomato,0.7083333333333331,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,24.0,,tomato,1,1.0,30.0,24.0,40.0,,,2,1.0,30.0,,,3.0
5259,test,True,0,1,None_cut,3.833333333333328,3,0,2,tomato,1.25,1,1,0,tomato,0.7083333333333331,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,24.0,,tomato,1,1.0,30.0,24.0,40.0,,,2,1.0,30.0,,,3.0
5260,test,True,0,1,None_cut,3.833333333333328,3,0,2,tomato,1.2916666666666667,1,1,0,tomato,0.7083333333333331,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,86.74999999999972,24.0,,tomato,1,1.0,30.0,24.0,40.0,,,2,1.0,30.0,,,3.0
5261,test,True,0,1,None_cut,3.833333333333328,3,0,2,tomato,1.3333333333333335,1,1,0,tomato,0.7083333333333331,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,85.49999999999943,24.0,,tomato,1,1.0,30.0,24.0,40.0,,,2,1.0,30.0,,,3.0
5262,test,True,0,1,None_cut,3.833333333333328,3,0,2,tomato,1.3750000000000002,1,1,0,tomato,0.7083333333333331,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,84.24999999999915,24.0,,tomato,1,1.0,30.0,24.0,40.0,,,2,1.0,30.0,,,3.0
5263,test,True,0,1,None_cut,3.833333333333328,3,0,2,tomato,1.416666666666667,1,1,0,tomato,0.7083333333333331,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,82.99999999999886,24.0,,tomato,1,1.0,30.0,24.0,40.0,,,2,1.0,30.0,,,3.0
5264,test,True,0,1,None_cut,3.833333333333328,3,0,2,tomato,1.4583333333333337,1,1,0,tomato,0.7083333333333331,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,81.74999999999858,24.0,,tomato,1,1.0,30.0,24.0,40.0,,,2,1.0,30.0,,,3.0
5265,test,True,0,1,None_cut,3.833333333333328,3,0,2,tomato,1.5000000000000004,1,1,0,tomato,0.7083333333333331,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,80.4999999999983,24.0,,tomato,1,1.0,30.0,24.0,40.0,,,2,1.0,30.0,,,3.0
5266,test,True,0,1,None_cut,3.833333333333328,3,0,2,tomato,1.5416666666666672,1,1,0,tomato,0.7083333333333331,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,79.24999999999801,24.0,,tomato,1,1.0,30.0,24.0,40.0,,,2,1.0,30.0,,,3.0
5267,test,True,0,1,None_cut,3.833333333333328,3,0,2,tomato,1.583333333333334,1,1,0,tomato,0.7083333333333331,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,77.99999999999773,24.0,,tomato,1,1.0,30.0,24.0,40.0,,,2,1.0,30.0,,,3.0
5268,test,True,0,1,None_cut,3.833333333333328,3,0,2,tomato,1.6250000000000007,1,1,0,tomato,0.7083333333333331,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,76.74999999999744,24.0,,tomato,1,1.0,30.0,24.0,40.0,,,2,1.0,30.0,,,3.0
5269,test,True,0,1,None_cut,3.833333333333328,3,0,2,tomato,1.6666666666666674,1,1,0,tomato,0.7083333333333331,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,75.49999999999716,24.0,,tomato,1,1.0,30.0,24.0,40.0,,,2,1.0,30.0,,,3.0
5270,test,True,0,1,None_cut,3.833333333333328,3,0,2,tomato,1.7083333333333341,1,1,0,tomato,0.7083333333333331,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,74.24999999999687,24.0,,tomato,1,1.0,30.0,24.0,40.0,,,2,1.0,30.0,,,3.0
