tick,phase,collision,CuttingBoard_01_slot_x,CuttingBoard_01_slot_y,CuttingBoard_01_item,CuttingBoard_01_cut_time_accumulated,CuttingBoard_01_cut_stage,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_10_slot_x,CuttingBoard_10_slot_y,CuttingBoard_10_item,CuttingBoard_10_cut_time_accumulated,CuttingBoard_10_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Counter_26_slot_x,Counter_26_slot_y,Counter_26_item,Counter_27_slot_x,Counter_27_slot_y,Counter_27_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Delivery_53_slot_x,Delivery_53_slot_y,Delivery_53_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Dispenser_80_slot_x,Dispenser_80_slot_y,Dispenser_80_item,Delivery_83_slot_x,Delivery_83_slot_y,Delivery_83_item,Dispenser_91_slot_x,Dispenser_91_slot_y,Dispenser_91_item,Delivery_93_slot_x,Delivery_93_slot_y,Delivery_93_item,79f5e1dff47e8b1c_score,player_3b89b82a_x,player_3b89b82a_y,player_3b89b82a_move_target,player_3b89b82a_item,player_3b89b82a_score,player_3b89b82a_cut_speed,player_3b89b82a_speed,player_2febf0c7_x,player_2febf0c7_y,player_2febf0c7_move_target,player_2febf0c7_item,player_2febf0c7_score,player_2febf0c7_cut_speed,player_2febf0c7_speed,c5818d4a7e2abb0a_score,547e4f1829948d66_message,3a0bb9bd3cf223ae_score
6330,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,46.25000000000142,,tomato_cut,0,1.0,30.0,123.85546464136155,35.99460282335116,,,3,1.0,30.0,,,3.0
6331,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,47.500000000001705,,tomato_cut,0,1.0,30.0,124.7448209223603,35.11622624952466,,,3,1.0,30.0,,,3.0
6332,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,48.75000000000199,,tomato_cut,0,1.0,30.0,125.63417720335906,34.23784967569816,,,3,1.0,30.0,,,3.0
6333,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,50.000000000002274,,tomato_cut,0,1.0,30.0,126.52353348435781,33.35947310187166,,,3,1.0,30.0,,,3.0
6334,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,51.25000000000256,,tomato_cut,0,1.0,30.0,127.41288976535657,32.48109652804516,,,3,1.0,30.0,,,3.0
6335,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,52.50000000000284,,tomato_cut,0,1.0,30.0,128.30224604635532,31.602719954218657,,,3,1.0,30.0,,,3.0
6336,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,53.750000000003126,,tomato_cut,0,1.0,30.0,129.19160232735408,30.724343380392156,,,3,1.0,30.0,,,3.0
6337,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,55.00000000000341,,tomato_cut,0,1.0,30.0,130.08095860835283,29.845966806565656,,,3,1.0,30.0,,,3.0
6338,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,56.0,,tomato_cut,0,1.0,30.0,130.97031488935158,28.967590232739155,,,3,1.0,30.0,,,3.0
6339,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,tomato,2,3,tomato_cut,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,56.0,,,0,1.0,30.0,131.85967117035034,28.089213658912655,,,3,1.0,30.0,,,3.0
6340,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,tomato,2,3,tomato_cut,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,56.0,,,0,1.0,30.0,132.7490274513491,27.210837085086226,,,3,1.0,30.0,,,3.0
6341,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,tomato,2,3,tomato_cut,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,56.0,,,0,1.0,30.0,133.63838373234785,26.33246051126008,,,3,1.0,30.0,,,3.0
6342,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,tomato,2,3,tomato_cut,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,56.0,,,0,1.0,30.0,134.5277400133466,25.454083937433936,,,3,1.0,30.0,,,3.0
6343,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,tomato,2,3,tomato_cut,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,56.0,,,0,1.0,30.0,135.41709629434553,24.57570736360819,,,3,1.0,30.0,,,3.0
6344,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,tomato,2,3,tomato_cut,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,56.0,,,0,1.0,30.0,136.0,24.0,,,3,1.0,30.0,,,3.0
6345,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,tomato,2,3,tomato_cut,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,56.0,,,0,1.0,30.0,136.0,24.0,,plate,3,1.0,30.0,,,3.0
6346,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,tomato,2,3,tomato_cut,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,56.0,,,0,1.0,30.0,136.0,24.0,,plate,3,1.0,30.0,,,3.0
6347,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,tomato,2,3,tomato_cut,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,56.0,,,0,1.0,30.0,136.0,24.0,,plate,3,1.0,30.0,,,3.0
6348,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,tomato,2,3,tomato_cut,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,56.0,,,0,1.0,30.0,136.0,24.0,,plate,3,1.0,30.0,,,3.0
6349,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,tomato,2,3,tomato_cut,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,56.0,,,0,1.0,30.0,136.0,24.0,,plate,3,1.0,30.0,,,3.0
6350,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,tomato,2,3,tomato_cut,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,56.0,,,0,1.0,30.0,136.0,24.0,,plate,3,1.0,30.0,,,3.0
6351,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,tomato,2,3,tomato_cut,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,56.0,,,0,1.0,30.0,136.0,24.0,,plate,3,1.0,30.0,,,3.0
6352,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,tomato,2,3,tomato_cut,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,56.0,,,0,1.0,30.0,136.0,24.0,,plate,3,1.0,30.0,,,3.0
6353,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,tomato,2,3,tomato_cut,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,56.0,,,0,1.0,30.0,136.0,24.0,,plate,3,1.0,30.0,,,3.0
6354,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,tomato,2,3,tomato_cut,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,56.0,,,0,1.0,30.0,136.0,24.0,,plate,3,1.0,30.0,,,3.0
6355,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,tomato,2,3,tomato_cut,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,56.0,,,0,1.0,30.0,136.0,24.0,,plate,3,1.0,30.0,,,3.0
6356,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,tomato,2,3,tomato_cut,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,56.0,,,0,1.0,30.0,136.0,24.0,,plate,3,1.0,30.0,,,3.0
6357,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,tomato,2,3,tomato_cut,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,56.0,,,0,1.0,30.0,136.0,24.0,,plate,3,1.0,30.0,,,3.0
6358,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,tomato,2,3,tomato_cut,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,56.0,,,0,1.0,30.0,136.0,24.0,,plate,3,1.0,30.0,,,3.0
6359,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,tomato,2,3,tomato_cut,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,56.0,,,0,1.0,30.0,136.0,24.0,,plate,3,1.0,30.0,,,3.0
6360,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,tomato,2,3,tomato_cut,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,56.0,,,0,1.0,30.0,136.0,24.0,,plate,3,1.0,30.0,,,3.0
6361,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,tomato,2,3,tomato_cut,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,56.0,,,0,1.0,30.0,136.0,24.0,,plate,3,1.0,30.0,,,3.0
6362,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,tomato,2,3,tomato_cut,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,56.0,,,0,1.0,30.0,136.0,24.0,,plate,3,1.0,30.0,,,3.0
6363,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,tomato,2,3,tomato_cut,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,56.0,,,0,1.0,30.0,136.0,24.0,,plate,3,1.0,30.0,,,3.0
6364,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,tomato,2,3,tomato_cut,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,56.0,,,0,1.0,30.0,136.0,24.0,,plate,3,1.0,30.0,,,3.0
6365,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,tomato,2,3,tomato_cut,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,56.0,,,0,1.0,30.0,136.0,24.0,,plate,3,1.0,30.0,,,3.0
6366,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,tomato,2,3,tomato_cut,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,56.0,,,0,1.0,30.0,136.0,24.0,,plate,3,1.0,30.0,,,3.0
6367,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,tomato,2,3,tomato_cut,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,56.0,,,0,1.0,30.0,136.0,24.0,,plate,3,1.0,30.0,,,3.0
6368,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,tomato,2,3,tomato_cut,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,56.0,,,0,1.0,30.0,136.0,24.0,,plate,3,1.0,30.0,,,3.0
6369,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,tomato,2,3,tomato_cut,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,56.0,,,0,1.0,30.0,136.0,24.0,,plate,3,1.0,30.0,,,3.0
6370,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,tomato,2,3,tomato_cut,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,54.749999999999716,,,0,1.0,30.0,136.0,24.0,,plate,3,1.0,30.0,,,3.0
6371,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,tomato,2,3,tomato_cut,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,53.49999999999943,,,0,1.0,30.0,136.0,24.0,,plate,3,1.0,30.0,,,3.0
6372,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,tomato,2,3,tomato_cut,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,52.24999999999915,,,0,1.0,30.0,136.0,24.0,,plate,3,1.0,30.0,,,3.0
6373,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,tomato,2,3,tomato_cut,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,50.99999999999886,,,0,1.0,30.0,136.0,24.0,,plate,3,1.0,30.0,,,3.0
6374,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,tomato,2,3,tomato_cut,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,49.74999999999858,,,0,1.0,30.0,136.0,24.0,,plate,3,1.0,30.0,,,3.0
6375,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,tomato,2,3,tomato_cut,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,48.499999999998295,,,0,1.0,30.0,136.0,24.0,,plate,3,1.0,30.0,,,3.0
6376,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,tomato,2,3,tomato_cut,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,47.24999999999801,,,0,1.0,30.0,136.0,24.0,,plate,3,1.0,30.0,,,3.0
6377,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,tomato,2,3,tomato_cut,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,45.999999999997726,,,0,1.0,30.0,136.0,24.0,,plate,3,1.0,30.0,,,3.0
6378,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,tomato,2,3,tomato_cut,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,44.74999999999744,,,0,1.0,30.0,136.0,24.0,,plate,3,1.0,30.0,,,3.0
6379,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,tomato,2,3,tomato_cut,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,43.49999999999716,,,0,1.0,30.0,136.0,24.0,,plate,3,1.0,30.0,,,3.0
6380,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,tomato,2,3,tomato_cut,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,42.249999999996874,,,0,1.0,30.0,136.0,24.0,,plate,3,1.0,30.0,,,3.0
6381,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,tomato,2,3,tomato_cut,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.99999999999659,,,0,1.0,30.0,136.0,24.0,,plate,3,1.0,30.0,,,3.0
6382,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,tomato,2,3,tomato_cut,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,136.0,24.0,,plate,3,1.0,30.0,,,3.0
6383,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,,2,3,tomato_cut,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,tomato,0,1.0,30.0,136.0,24.0,,plate,3,1.0,30.0,,,3.0
6384,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,,2,3,tomato_cut,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,tomato,0,1.0,30.0,136.0,24.0,,plate,3,1.0,30.0,,,3.0
6385,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,,2,3,tomato_cut,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,tomato,0,1.0,30.0,136.0,24.0,,plate,3,1.0,30.0,,,3.0
6386,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,,2,3,tomato_cut,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,tomato,0,1.0,30.0,136.0,24.0,,plate,3,1.0,30.0,,,3.0
6387,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,,2,3,tomato_cut,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,tomato,0,1.0,30.0,136.0,24.0,,plate,3,1.0,30.0,,,3.0
6388,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,,2,3,tomato_cut,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,tomato,0,1.0,30.0,136.0,24.0,,plate,3,1.0,30.0,,,3.0
6389,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,,2,3,tomato_cut,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,tomato,0,1.0,30.0,136.0,24.0,,plate,3,1.0,30.0,,,3.0
6390,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,,2,3,tomato_cut,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,tomato,0,1.0,30.0,136.0,24.0,,plate,3,1.0,30.0,,,3.0
6391,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,,2,3,tomato_cut,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,tomato,0,1.0,30.0,136.0,24.0,,plate,3,1.0,30.0,,,3.0
6392,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,,2,3,tomato_cut,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,tomato,0,1.0,30.0,136.0,24.0,,plate,3,1.0,30.0,,,3.0
6393,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,,2,3,tomato_cut,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,tomato,0,1.0,30.0,136.0,24.0,,plate,3,1.0,30.0,,,3.0
6394,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,,2,3,tomato_cut,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,tomato,0,1.0,30.0,136.0,24.0,,plate,3,1.0,30.0,,,3.0
6395,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,,2,3,tomato_cut,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,tomato,0,1.0,30.0,135.11611652351553,24.88388347648305,,plate,3,1.0,30.0,,,3.0
6396,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,,2,3,tomato_cut,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,tomato,0,1.0,30.0,134.23223304703106,25.767766952966443,,plate,3,1.0,30.0,,,3.0
6397,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,,2,3,tomato_cut,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,tomato,0,1.0,30.0,133.3483495705466,26.651650429449848,,plate,3,1.0,30.0,,,3.0
6398,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,,2,3,tomato_cut,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,tomato,0,1.0,30.0,132.46446609406294,27.535533905933253,,plate,3,1.0,30.0,,,3.0
