tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_03_slot_x,CuttingBoard_03_slot_y,CuttingBoard_03_item,CuttingBoard_03_cut_time_accumulated,CuttingBoard_03_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,38c5da1520ede5a5_score,player_94cd5f4a_x,player_94cd5f4a_y,player_94cd5f4a_move_target,player_94cd5f4a_item,player_94cd5f4a_score,player_94cd5f4a_cut_speed,player_94cd5f4a_speed,player_5e8f8884_x,player_5e8f8884_y,player_5e8f8884_move_target,player_5e8f8884_item,player_5e8f8884_score,player_5e8f8884_cut_speed,player_5e8f8884_speed
3708,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,plate,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,56.0,,tomato_cut,0,1.0,30.0,56.0,56.0,,tomato_cut,6,1.0,30.0
3709,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,plate,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,56.0,,tomato_cut,0,1.0,30.0,56.0,56.0,,tomato_cut,6,1.0,30.0
3710,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,plate,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,56.0,,tomato_cut,0,1.0,30.0,56.0,56.0,,tomato_cut,6,1.0,30.0
3711,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,plate,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,56.0,,tomato_cut,0,1.0,30.0,56.0,56.0,,tomato_cut,6,1.0,30.0
3712,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,plate,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,56.0,,tomato_cut,0,1.0,30.0,56.0,56.0,,tomato_cut,6,1.0,30.0
3713,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,plate,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,56.0,,tomato_cut,0,1.0,30.0,56.0,56.0,,tomato_cut,6,1.0,30.0
3714,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,plate,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,56.0,,tomato_cut,0,1.0,30.0,56.0,56.0,,tomato_cut,6,1.0,30.0
3715,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,plate,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,56.0,,tomato_cut,0,1.0,30.0,56.0,56.0,,tomato_cut,6,1.0,30.0
3716,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,plate,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,56.0,,tomato_cut,0,1.0,30.0,56.0,56.0,,tomato_cut,6,1.0,30.0
3717,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,plate,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,56.0,,tomato_cut,0,1.0,30.0,56.0,56.0,,tomato_cut,6,1.0,30.0
3718,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,plate,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,56.0,,tomato_cut,0,1.0,30.0,56.0,56.0,,tomato_cut,6,1.0,30.0
3719,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,plate,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,56.0,,tomato_cut,0,1.0,30.0,56.0,56.0,,tomato_cut,6,1.0,30.0
3720,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,plate,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,56.0,,tomato_cut,0,1.0,30.0,56.0,56.0,,tomato_cut,6,1.0,30.0
3721,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,plate,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,56.0,,tomato_cut,0,1.0,30.0,56.0,56.0,,tomato_cut,6,1.0,30.0
3722,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,plate,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,56.0,,tomato_cut,0,1.0,30.0,56.0,56.0,,tomato_cut,6,1.0,30.0
3723,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,plate,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,56.0,,tomato_cut,0,1.0,30.0,56.0,56.0,,tomato_cut,6,1.0,30.0
3724,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,plate,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,56.0,,tomato_cut,0,1.0,30.0,56.0,56.0,,tomato_cut,6,1.0,30.0
3725,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,plate,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,56.0,,tomato_cut,0,1.0,30.0,56.0,56.0,,tomato_cut,6,1.0,30.0
3726,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,plate,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,56.0,,tomato_cut,0,1.0,30.0,56.0,56.0,,tomato_cut,6,1.0,30.0
3727,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,plate,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,56.0,,tomato_cut,0,1.0,30.0,56.0,56.0,,tomato_cut,6,1.0,30.0
3728,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,plate,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,54.749999999999716,,tomato_cut,0,1.0,30.0,56.0,57.250000000000284,,tomato_cut,6,1.0,30.0
3729,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,plate,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,53.49999999999943,,tomato_cut,0,1.0,30.0,56.0,58.50000000000057,,tomato_cut,6,1.0,30.0
3730,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,plate,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,52.24999999999915,,tomato_cut,0,1.0,30.0,56.0,59.75000000000085,,tomato_cut,6,1.0,30.0
3731,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,plate,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,50.99999999999886,,tomato_cut,0,1.0,30.0,56.0,61.00000000000114,,tomato_cut,6,1.0,30.0
3732,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,plate,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,49.74999999999858,,tomato_cut,0,1.0,30.0,56.0,62.25000000000142,,tomato_cut,6,1.0,30.0
3733,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,plate,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,48.499999999998295,,tomato_cut,0,1.0,30.0,56.0,63.500000000001705,,tomato_cut,6,1.0,30.0
3734,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,plate,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,47.24999999999801,,tomato_cut,0,1.0,30.0,56.0,64.75000000000199,,tomato_cut,6,1.0,30.0
3735,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,plate,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,45.999999999997726,,tomato_cut,0,1.0,30.0,56.0,66.00000000000227,,tomato_cut,6,1.0,30.0
3736,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,plate,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,44.74999999999744,,tomato_cut,0,1.0,30.0,56.0,67.25000000000256,,tomato_cut,6,1.0,30.0
3737,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,plate,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,43.49999999999716,,tomato_cut,0,1.0,30.0,56.0,68.50000000000284,,tomato_cut,6,1.0,30.0
3738,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,plate,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,42.249999999996874,,tomato_cut,0,1.0,30.0,56.0,69.75000000000313,,tomato_cut,6,1.0,30.0
3739,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,plate,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,40.99999999999659,,tomato_cut,0,1.0,30.0,56.0,71.00000000000341,,tomato_cut,6,1.0,30.0
3740,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,plate,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,40.0,,tomato_cut,0,1.0,30.0,56.0,72.0,,tomato_cut,6,1.0,30.0
3741,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,tomato_salad,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,40.0,,,0,1.0,30.0,56.0,72.0,,,6,1.0,30.0
3742,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,tomato_salad,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,40.0,,,0,1.0,30.0,56.0,72.0,,,6,1.0,30.0
3743,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,tomato_salad,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,40.0,,,0,1.0,30.0,56.0,72.0,,,6,1.0,30.0
3744,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,tomato_salad,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,40.0,,,0,1.0,30.0,56.0,72.0,,,6,1.0,30.0
3745,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,tomato_salad,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,40.0,,,0,1.0,30.0,56.0,72.0,,,6,1.0,30.0
3746,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,tomato_salad,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,40.0,,,0,1.0,30.0,56.0,72.0,,,6,1.0,30.0
3747,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,tomato_salad,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,40.0,,,0,1.0,30.0,56.0,72.0,,,6,1.0,30.0
3748,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,tomato_salad,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,40.0,,,0,1.0,30.0,56.0,72.0,,,6,1.0,30.0
3749,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,tomato_salad,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,40.0,,,0,1.0,30.0,56.0,72.0,,,6,1.0,30.0
3750,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,tomato_salad,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,40.0,,,0,1.0,30.0,56.0,72.0,,,6,1.0,30.0
3751,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,tomato_salad,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,40.0,,,0,1.0,30.0,56.0,72.0,,,6,1.0,30.0
3752,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,tomato_salad,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,40.0,,,0,1.0,30.0,56.0,72.0,,,6,1.0,30.0
3753,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,tomato_salad,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,40.0,,,0,1.0,30.0,56.0,72.0,,,6,1.0,30.0
3754,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,tomato_salad,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,40.0,,,0,1.0,30.0,56.0,72.0,,,6,1.0,30.0
3755,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,tomato_salad,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,40.0,,,0,1.0,30.0,56.0,72.0,,,6,1.0,30.0
3756,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,tomato_salad,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,40.0,,,0,1.0,30.0,56.0,72.0,,,6,1.0,30.0
3757,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,tomato_salad,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,40.0,,,0,1.0,30.0,56.0,72.0,,,6,1.0,30.0
3758,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,tomato_salad,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,40.0,,,0,1.0,30.0,56.0,72.0,,,6,1.0,30.0
3759,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,tomato_salad,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,40.0,,,0,1.0,30.0,56.0,72.0,,,6,1.0,30.0
3760,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,tomato_salad,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,40.0,,,0,1.0,30.0,56.0,72.0,,,6,1.0,30.0
3761,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,tomato_salad,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,40.0,,,0,1.0,30.0,56.0,72.0,,,6,1.0,30.0
3762,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,tomato_salad,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,40.0,,,0,1.0,30.0,56.0,72.0,,,6,1.0,30.0
3763,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,tomato_salad,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,40.0,,,0,1.0,30.0,56.0,72.0,,,6,1.0,30.0
3764,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,tomato_salad,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,40.0,,,0,1.0,30.0,56.0,72.0,,,6,1.0,30.0
3765,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,tomato_salad,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,40.0,,,0,1.0,30.0,56.0,72.0,,,6,1.0,30.0
3766,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,tomato_salad,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,40.0,,,0,1.0,30.0,56.0,72.0,,,6,1.0,30.0
3767,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,tomato_salad,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,40.0,,,0,1.0,30.0,56.0,72.0,,,6,1.0,30.0
3768,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,tomato_salad,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,40.0,,,0,1.0,30.0,56.0,72.0,,,6,1.0,30.0
3769,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,tomato_salad,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,40.0,,,0,1.0,30.0,56.0,72.0,,,6,1.0,30.0
3770,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,tomato_salad,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,40.0,,,0,1.0,30.0,56.0,72.0,,,6,1.0,30.0
3771,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,tomato_salad,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,40.0,,,0,1.0,30.0,56.0,72.0,,,6,1.0,30.0
3772,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,tomato_salad,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,41.250000000000284,,,0,1.0,30.0,56.0,72.0,,,6,1.0,30.0
3773,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,tomato_salad,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,42.50000000000057,,,0,1.0,30.0,56.0,72.0,,,6,1.0,30.0
3774,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,tomato_salad,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,43.75000000000085,,,0,1.0,30.0,56.0,72.0,,,6,1.0,30.0
3775,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,tomato_salad,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,45.00000000000114,,,0,1.0,30.0,56.0,72.0,,,6,1.0,30.0
3776,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,46.25000000000142,,,0,1.0,30.0,56.0,72.0,,tomato_salad,6,1.0,30.0
3777,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,47.500000000001705,,,0,1.0,30.0,56.0,72.0,,tomato_salad,6,1.0,30.0
3778,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,48.75000000000199,,,0,1.0,30.0,56.0,72.0,,tomato_salad,6,1.0,30.0
3779,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,50.000000000002274,,,0,1.0,30.0,56.0,72.0,,tomato_salad,6,1.0,30.0
3780,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,51.25000000000256,,,0,1.0,30.0,56.0,72.0,,tomato_salad,6,1.0,30.0
3781,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,52.50000000000284,,,0,1.0,30.0,56.0,72.0,,tomato_salad,6,1.0,30.0
3782,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,53.750000000003126,,,0,1.0,30.0,56.0,72.0,,tomato_salad,6,1.0,30.0
3783,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,55.00000000000341,,,0,1.0,30.0,56.0,72.0,,tomato_salad,6,1.0,30.0
3784,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,56.250000000003695,,,0,1.0,30.0,56.0,72.0,,tomato_salad,6,1.0,30.0
3785,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,57.50000000000398,,,0,1.0,30.0,56.0,72.0,,tomato_salad,6,1.0,30.0
