tick,phase,CuttingBoard_01_slot_x,CuttingBoard_01_slot_y,CuttingBoard_01_item,CuttingBoard_01_cut_time_accumulated,CuttingBoard_01_cut_stage,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_10_slot_x,CuttingBoard_10_slot_y,CuttingBoard_10_item,CuttingBoard_10_cut_time_accumulated,CuttingBoard_10_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Counter_26_slot_x,Counter_26_slot_y,Counter_26_item,Counter_27_slot_x,Counter_27_slot_y,Counter_27_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Delivery_53_slot_x,Delivery_53_slot_y,Delivery_53_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Dispenser_80_slot_x,Dispenser_80_slot_y,Dispenser_80_item,Delivery_83_slot_x,Delivery_83_slot_y,Delivery_83_item,Dispenser_91_slot_x,Dispenser_91_slot_y,Dispenser_91_item,Delivery_93_slot_x,Delivery_93_slot_y,Delivery_93_item,947d7d0737477ea3_score,player_0a559482_x,player_0a559482_y,player_0a559482_move_target,player_0a559482_item,player_0a559482_score,player_0a559482_cut_speed,player_0a559482_speed,player_9b58ae71_x,player_9b58ae71_y,player_9b58ae71_move_target,player_9b58ae71_item,player_9b58ae71_score,player_9b58ae71_cut_speed,player_9b58ae71_speed,e8f40e788d6acbef_score,c47944516502ca09_message,986bc17019c2c7ed_score
5716,test,0,1,tomato,2.9583333333333313,2,0,2,None_cut,4.0,3,1,0,tomato_cut,3.7083333333333286,3,2,2,,2,3,,2,4,plate,2,5,plate,2,6,tomato_salad,2,7,tomato_salad,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,0,1.0,30.0,24.0,24.0,,,0,1.0,30.0,,,0.0
5717,test,0,1,tomato,2.999999999999998,2,0,2,None_cut,4.0,3,1,0,tomato_cut,3.7083333333333286,3,2,2,,2,3,,2,4,plate,2,5,plate,2,6,tomato_salad,2,7,tomato_salad,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,0,1.0,30.0,24.0,24.0,,,0,1.0,30.0,,,0.0
5718,test,0,1,tomato_cut,3.0416666666666643,3,0,2,None_cut,4.0,3,1,0,tomato_cut,3.7083333333333286,3,2,2,,2,3,,2,4,plate,2,5,plate,2,6,tomato_salad,2,7,tomato_salad,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,0,1.0,30.0,24.0,24.0,,,0,1.0,30.0,,,0.0
5719,test,0,1,tomato_cut,3.083333333333331,3,0,2,None_cut,4.0,3,1,0,tomato_cut,3.7083333333333286,3,2,2,,2,3,,2,4,plate,2,5,plate,2,6,tomato_salad,2,7,tomato_salad,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,0,1.0,30.0,24.0,24.0,,,0,1.0,30.0,,,0.0
5720,test,0,1,tomato_cut,3.1249999999999973,3,0,2,None_cut,4.0,3,1,0,tomato_cut,3.7083333333333286,3,2,2,,2,3,,2,4,plate,2,5,plate,2,6,tomato_salad,2,7,tomato_salad,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,0,1.0,30.0,24.0,24.0,,,0,1.0,30.0,,,0.0
5721,test,0,1,tomato_cut,3.166666666666664,3,0,2,None_cut,4.0,3,1,0,tomato_cut,3.7083333333333286,3,2,2,,2,3,,2,4,plate,2,5,plate,2,6,tomato_salad,2,7,tomato_salad,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,0,1.0,30.0,24.0,24.0,,,0,1.0,30.0,,,0.0
5722,test,0,1,tomato_cut,3.2083333333333304,3,0,2,None_cut,4.0,3,1,0,tomato_cut,3.7083333333333286,3,2,2,,2,3,,2,4,plate,2,5,plate,2,6,tomato_salad,2,7,tomato_salad,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,0,1.0,30.0,24.0,24.0,,,0,1.0,30.0,,,0.0
5723,test,0,1,tomato_cut,3.249999999999997,3,0,2,None_cut,4.0,3,1,0,tomato_cut,3.7083333333333286,3,2,2,,2,3,,2,4,plate,2,5,plate,2,6,tomato_salad,2,7,tomato_salad,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,0,1.0,30.0,24.0,24.0,,,0,1.0,30.0,,,0.0
5724,test,0,1,tomato_cut,3.2916666666666634,3,0,2,None_cut,4.0,3,1,0,tomato_cut,3.7083333333333286,3,2,2,,2,3,,2,4,plate,2,5,plate,2,6,tomato_salad,2,7,tomato_salad,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,0,1.0,30.0,24.0,24.0,,,0,1.0,30.0,,,0.0
5725,test,0,1,tomato_cut,3.33333333333333,3,0,2,None_cut,4.0,3,1,0,tomato_cut,3.7083333333333286,3,2,2,,2,3,,2,4,plate,2,5,plate,2,6,tomato_salad,2,7,tomato_salad,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,0,1.0,30.0,24.0,24.0,,,0,1.0,30.0,,,0.0
5726,test,0,1,tomato_cut,3.3749999999999964,3,0,2,None_cut,4.0,3,1,0,tomato_cut,3.7083333333333286,3,2,2,,2,3,,2,4,plate,2,5,plate,2,6,tomato_salad,2,7,tomato_salad,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,0,1.0,30.0,24.0,24.0,,,0,1.0,30.0,,,0.0
5727,test,0,1,tomato_cut,3.416666666666663,3,0,2,None_cut,4.0,3,1,0,tomato_cut,3.7083333333333286,3,2,2,,2,3,,2,4,plate,2,5,plate,2,6,tomato_salad,2,7,tomato_salad,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,0,1.0,30.0,24.0,24.0,,,0,1.0,30.0,,,0.0
5728,test,0,1,tomato_cut,3.4583333333333295,3,0,2,None_cut,4.0,3,1,0,tomato_cut,3.7083333333333286,3,2,2,,2,3,,2,4,plate,2,5,plate,2,6,tomato_salad,2,7,tomato_salad,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,0,1.0,30.0,24.0,24.0,,,0,1.0,30.0,,,0.0
5729,test,0,1,tomato_cut,3.499999999999996,3,0,2,None_cut,4.0,3,1,0,tomato_cut,3.7083333333333286,3,2,2,,2,3,,2,4,plate,2,5,plate,2,6,tomato_salad,2,7,tomato_salad,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,0,1.0,30.0,24.0,24.0,,,0,1.0,30.0,,,0.0
5730,test,0,1,tomato_cut,3.5416666666666625,3,0,2,None_cut,4.0,3,1,0,tomato_cut,3.7083333333333286,3,2,2,,2,3,,2,4,plate,2,5,plate,2,6,tomato_salad,2,7,tomato_salad,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,0,1.0,30.0,24.0,24.0,,,0,1.0,30.0,,,0.0
5731,test,0,1,tomato_cut,3.583333333333329,3,0,2,None_cut,4.0,3,1,0,tomato_cut,3.7083333333333286,3,2,2,,2,3,,2,4,plate,2,5,plate,2,6,tomato_salad,2,7,tomato_salad,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,0,1.0,30.0,24.0,24.0,,,0,1.0,30.0,,,0.0
5732,test,0,1,tomato_cut,3.6249999999999956,3,0,2,None_cut,4.0,3,1,0,tomato_cut,3.7083333333333286,3,2,2,,2,3,,2,4,plate,2,5,plate,2,6,tomato_salad,2,7,tomato_salad,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,0,1.0,30.0,24.0,24.0,,,0,1.0,30.0,,,0.0
5733,test,0,1,tomato_cut,3.666666666666662,3,0,2,None_cut,4.0,3,1,0,tomato_cut,3.7083333333333286,3,2,2,,2,3,,2,4,plate,2,5,plate,2,6,tomato_salad,2,7,tomato_salad,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,0,1.0,30.0,24.0,24.0,,,0,1.0,30.0,,,0.0
5734,test,0,1,tomato_cut,3.7083333333333286,3,0,2,None_cut,4.0,3,1,0,tomato_cut,3.7083333333333286,3,2,2,,2,3,,2,4,plate,2,5,plate,2,6,tomato_salad,2,7,tomato_salad,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,0,1.0,30.0,24.0,24.0,,,0,1.0,30.0,,,0.0
5735,test,0,1,tomato_cut,3.749999999999995,3,0,2,None_cut,4.0,3,1,0,tomato_cut,3.7083333333333286,3,2,2,,2,3,,2,4,plate,2,5,plate,2,6,tomato_salad,2,7,tomato_salad,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,0,1.0,30.0,24.0,24.0,,,0,1.0,30.0,,,0.0
5736,test,0,1,tomato_cut,3.749999999999995,3,0,2,None_cut,4.0,3,1,0,tomato_cut,3.7083333333333286,3,2,2,,2,3,,2,4,plate,2,5,plate,2,6,tomato_salad,2,7,tomato_salad,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,0,1.0,30.0,24.0,24.0,,,0,1.0,30.0,,,0.0
5737,test,0,1,tomato_cut,3.749999999999995,3,0,2,None_cut,4.0,3,1,0,tomato_cut,3.7083333333333286,3,2,2,,2,3,,2,4,plate,2,5,plate,2,6,tomato_salad,2,7,tomato_salad,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,0,1.0,30.0,24.0,24.0,,,0,1.0,30.0,,,0.0
5738,test,0,1,tomato_cut,3.749999999999995,3,0,2,None_cut,4.0,3,1,0,tomato_cut,3.7083333333333286,3,2,2,,2,3,,2,4,plate,2,5,plate,2,6,tomato_salad,2,7,tomato_salad,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,0,1.0,30.0,24.0,24.0,,,0,1.0,30.0,,,0.0
5739,test,0,1,None_cut,3.749999999999995,3,0,2,None_cut,4.0,3,1,0,tomato_cut,3.7083333333333286,3,2,2,,2,3,,2,4,plate,2,5,plate,2,6,tomato_salad,2,7,tomato_salad,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,0,1.0,30.0,24.0,24.0,,tomato_cut,0,1.0,30.0,,,0.0
5740,test,0,1,None_cut,3.749999999999995,3,0,2,None_cut,4.0,3,1,0,tomato_cut,3.7083333333333286,3,2,2,,2,3,,2,4,plate,2,5,plate,2,6,tomato_salad,2,7,tomato_salad,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,0,1.0,30.0,24.0,24.0,,tomato_cut,0,1.0,30.0,,,0.0
5741,test,0,1,None_cut,3.749999999999995,3,0,2,None_cut,4.0,3,1,0,tomato_cut,3.7083333333333286,3,2,2,,2,3,,2,4,plate,2,5,plate,2,6,tomato_salad,2,7,tomato_salad,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,0,1.0,30.0,24.0,24.0,,tomato_cut,0,1.0,30.0,,,0.0
5742,test,0,1,None_cut,3.749999999999995,3,0,2,None_cut,4.0,3,1,0,tomato_cut,3.7083333333333286,3,2,2,,2,3,,2,4,plate,2,5,plate,2,6,tomato_salad,2,7,tomato_salad,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,0,1.0,30.0,24.0,24.0,,tomato_cut,0,1.0,30.0,,,0.0
5743,test,0,1,None_cut,3.749999999999995,3,0,2,None_cut,4.0,3,1,0,tomato_cut,3.7083333333333286,3,2,2,,2,3,,2,4,plate,2,5,plate,2,6,tomato_salad,2,7,tomato_salad,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,0,1.0,30.0,24.0,24.0,,tomato_cut,0,1.0,30.0,,,0.0
5744,test,0,1,None_cut,3.749999999999995,3,0,2,None_cut,4.0,3,1,0,tomato_cut,3.7083333333333286,3,2,2,,2,3,,2,4,plate,2,5,plate,2,6,tomato_salad,2,7,tomato_salad,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,0,1.0,30.0,24.0,24.0,,tomato_cut,0,1.0,30.0,,,0.0
5745,test,0,1,None_cut,3.749999999999995,3,0,2,None_cut,4.0,3,1,0,tomato_cut,3.7083333333333286,3,2,2,,2,3,,2,4,plate,2,5,plate,2,6,tomato_salad,2,7,tomato_salad,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,0,1.0,30.0,24.0,24.0,,tomato_cut,0,1.0,30.0,,,0.0
5746,test,0,1,None_cut,3.749999999999995,3,0,2,None_cut,4.0,3,1,0,tomato_cut,3.7083333333333286,3,2,2,,2,3,,2,4,plate,2,5,plate,2,6,tomato_salad,2,7,tomato_salad,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,0,1.0,30.0,24.0,24.0,,tomato_cut,0,1.0,30.0,,,0.0
5747,test,0,1,None_cut,3.749999999999995,3,0,2,None_cut,4.0,3,1,0,tomato_cut,3.7083333333333286,3,2,2,,2,3,,2,4,plate,2,5,plate,2,6,tomato_salad,2,7,tomato_salad,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,0,1.0,30.0,24.0,24.0,,tomato_cut,0,1.0,30.0,,,0.0
5748,test,0,1,None_cut,3.749999999999995,3,0,2,None_cut,4.0,3,1,0,tomato_cut,3.7083333333333286,3,2,2,,2,3,,2,4,plate,2,5,plate,2,6,tomato_salad,2,7,tomato_salad,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,0,1.0,30.0,24.0,24.0,,tomato_cut,0,1.0,30.0,,,0.0
5749,test,0,1,None_cut,3.749999999999995,3,0,2,None_cut,4.0,3,1,0,tomato_cut,3.7083333333333286,3,2,2,,2,3,,2,4,plate,2,5,plate,2,6,tomato_salad,2,7,tomato_salad,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,0,1.0,30.0,24.0,24.0,,tomato_cut,0,1.0,30.0,,,0.0
5750,test,0,1,None_cut,3.749999999999995,3,0,2,None_cut,4.0,3,1,0,tomato_cut,3.7083333333333286,3,2,2,,2,3,,2,4,plate,2,5,plate,2,6,tomato_salad,2,7,tomato_salad,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,0,1.0,30.0,24.0,24.0,,tomato_cut,0,1.0,30.0,,,0.0
5751,test,0,1,None_cut,3.749999999999995,3,0,2,None_cut,4.0,3,1,0,tomato_cut,3.7083333333333286,3,2,2,,2,3,,2,4,plate,2,5,plate,2,6,tomato_salad,2,7,tomato_salad,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,0,1.0,30.0,24.0,24.0,,tomato_cut,0,1.0,30.0,,,0.0
5752,test,0,1,None_cut,3.749999999999995,3,0,2,None_cut,4.0,3,1,0,tomato_cut,3.7083333333333286,3,2,2,,2,3,,2,4,plate,2,5,plate,2,6,tomato_salad,2,7,tomato_salad,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,0,1.0,30.0,24.0,24.0,,tomato_cut,0,1.0,30.0,,,0.0
5753,test,0,1,None_cut,3.749999999999995,3,0,2,None_cut,4.0,3,1,0,tomato_cut,3.7083333333333286,3,2,2,,2,3,,2,4,plate,2,5,plate,2,6,tomato_salad,2,7,tomato_salad,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,0,1.0,30.0,24.0,24.0,,tomato_cut,0,1.0,30.0,,,0.0
5754,test,0,1,None_cut,3.749999999999995,3,0,2,None_cut,4.0,3,1,0,tomato_cut,3.7083333333333286,3,2,2,,2,3,,2,4,plate,2,5,plate,2,6,tomato_salad,2,7,tomato_salad,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,0,1.0,30.0,24.0,24.0,,tomato_cut,0,1.0,30.0,,,0.0
5755,test,0,1,None_cut,3.749999999999995,3,0,2,None_cut,4.0,3,1,0,tomato_cut,3.7083333333333286,3,2,2,,2,3,,2,4,plate,2,5,plate,2,6,tomato_salad,2,7,tomato_salad,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,0,1.0,30.0,24.0,24.0,,tomato_cut,0,1.0,30.0,,,0.0
5756,test,0,1,None_cut,3.749999999999995,3,0,2,None_cut,4.0,3,1,0,tomato_cut,3.7083333333333286,3,2,2,,2,3,,2,4,plate,2,5,plate,2,6,tomato_salad,2,7,tomato_salad,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,0,1.0,30.0,24.0,24.0,,tomato_cut,0,1.0,30.0,,,0.0
5757,test,0,1,None_cut,3.749999999999995,3,0,2,None_cut,4.0,3,1,0,tomato_cut,3.7083333333333286,3,2,2,,2,3,,2,4,plate,2,5,plate,2,6,tomato_salad,2,7,tomato_salad,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,0,1.0,30.0,24.0,24.0,,tomato_cut,0,1.0,30.0,,,0.0
5758,test,0,1,None_cut,3.749999999999995,3,0,2,None_cut,4.0,3,1,0,tomato_cut,3.7083333333333286,3,2,2,,2,3,,2,4,plate,2,5,plate,2,6,tomato_salad,2,7,tomato_salad,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,0,1.0,30.0,24.0,24.0,,tomato_cut,0,1.0,30.0,,,0.0
5759,test,0,1,None_cut,3.749999999999995,3,0,2,None_cut,4.0,3,1,0,tomato_cut,3.7083333333333286,3,2,2,,2,3,,2,4,plate,2,5,plate,2,6,tomato_salad,2,7,tomato_salad,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,0,1.0,30.0,24.0,24.0,,tomato_cut,0,1.0,30.0,,,0.0
5760,test,0,1,None_cut,3.749999999999995,3,0,2,None_cut,4.0,3,1,0,tomato_cut,3.7083333333333286,3,2,2,,2,3,,2,4,plate,2,5,plate,2,6,tomato_salad,2,7,tomato_salad,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,0,1.0,30.0,24.0,24.0,,tomato_cut,0,1.0,30.0,,,0.0
5761,test,0,1,None_cut,3.749999999999995,3,0,2,None_cut,4.0,3,1,0,tomato_cut,3.7083333333333286,3,2,2,,2,3,,2,4,plate,2,5,plate,2,6,tomato_salad,2,7,tomato_salad,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,0,1.0,30.0,24.0,24.0,,tomato_cut,0,1.0,30.0,,,0.0
5762,test,0,1,None_cut,3.749999999999995,3,0,2,None_cut,4.0,3,1,0,tomato_cut,3.7083333333333286,3,2,2,,2,3,,2,4,plate,2,5,plate,2,6,tomato_salad,2,7,tomato_salad,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,0,1.0,30.0,24.0,24.0,,tomato_cut,0,1.0,30.0,,,0.0
5763,test,0,1,None_cut,3.749999999999995,3,0,2,None_cut,4.0,3,1,0,tomato_cut,3.7083333333333286,3,2,2,,2,3,,2,4,plate,2,5,plate,2,6,tomato_salad,2,7,tomato_salad,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,0,1.0,30.0,24.0,24.0,,tomato_cut,0,1.0,30.0,,,0.0
5764,test,0,1,None_cut,3.749999999999995,3,0,2,None_cut,4.0,3,1,0,tomato_cut,3.7083333333333286,3,2,2,,2,3,,2,4,plate,2,5,plate,2,6,tomato_salad,2,7,tomato_salad,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,0,1.0,30.0,24.0,24.0,,tomato_cut,0,1.0,30.0,,,0.0
5765,test,0,1,None_cut,3.749999999999995,3,0,2,None_cut,4.0,3,1,0,tomato_cut,3.7083333333333286,3,2,2,,2,3,,2,4,plate,2,5,plate,2,6,tomato_salad,2,7,tomato_salad,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,0,1.0,30.0,24.0,24.0,,tomato_cut,0,1.0,30.0,,,0.0
5766,test,0,1,None_cut,3.749999999999995,3,0,2,None_cut,4.0,3,1,0,tomato_cut,3.7083333333333286,3,2,2,,2,3,,2,4,plate,2,5,plate,2,6,tomato_salad,2,7,tomato_salad,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,0,1.0,30.0,24.0,24.0,,tomato_cut,0,1.0,30.0,,,0.0
5767,test,0,1,None_cut,3.749999999999995,3,0,2,None_cut,4.0,3,1,0,tomato_cut,3.7083333333333286,3,2,2,,2,3,,2,4,plate,2,5,plate,2,6,tomato_salad,2,7,tomato_salad,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,0,1.0,30.0,24.0,24.0,,tomato_cut,0,1.0,30.0,,,0.0
5768,test,0,1,None_cut,3.749999999999995,3,0,2,None_cut,4.0,3,1,0,tomato_cut,3.7083333333333286,3,2,2,,2,3,,2,4,plate,2,5,plate,2,6,tomato_salad,2,7,tomato_salad,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,0,1.0,30.0,24.0,24.0,,tomato_cut,0,1.0,30.0,,,0.0
5769,test,0,1,None_cut,3.749999999999995,3,0,2,None_cut,4.0,3,1,0,tomato_cut,3.7083333333333286,3,2,2,,2,3,,2,4,plate,2,5,plate,2,6,tomato_salad,2,7,tomato_salad,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,0,1.0,30.0,24.0,24.0,,tomato_cut,0,1.0,30.0,,,0.0
5770,test,0,1,None_cut,3.749999999999995,3,0,2,None_cut,4.0,3,1,0,tomato_cut,3.7083333333333286,3,2,2,,2,3,,2,4,plate,2,5,plate,2,6,tomato_salad,2,7,tomato_salad,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,0,1.0,30.0,24.0,24.0,,tomato_cut,0,1.0,30.0,,,0.0
5771,test,0,1,None_cut,3.749999999999995,3,0,2,None_cut,4.0,3,1,0,tomato_cut,3.7083333333333286,3,2,2,,2,3,,2,4,plate,2,5,plate,2,6,tomato_salad,2,7,tomato_salad,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,0,1.0,30.0,24.0,24.0,,tomato_cut,0,1.0,30.0,,,0.0
5772,test,0,1,None_cut,3.749999999999995,3,0,2,None_cut,4.0,3,1,0,tomato_cut,3.7083333333333286,3,2,2,,2,3,,2,4,plate,2,5,plate,2,6,tomato_salad,2,7,tomato_salad,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,0,1.0,30.0,24.0,24.0,,tomato_cut,0,1.0,30.0,,,0.0
5773,test,0,1,None_cut,3.749999999999995,3,0,2,None_cut,4.0,3,1,0,tomato_cut,3.7083333333333286,3,2,2,,2,3,,2,4,plate,2,5,plate,2,6,tomato_salad,2,7,tomato_salad,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,0,1.0,30.0,24.0,24.0,,tomato_cut,0,1.0,30.0,,,0.0
5774,test,0,1,None_cut,3.749999999999995,3,0,2,None_cut,4.0,3,1,0,tomato_cut,3.7083333333333286,3,2,2,,2,3,,2,4,plate,2,5,plate,2,6,tomato_salad,2,7,tomato_salad,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,0,1.0,30.0,24.0,24.0,,tomato_cut,0,1.0,30.0,,,0.0
5775,test,0,1,None_cut,3.749999999999995,3,0,2,None_cut,4.0,3,1,0,tomato_cut,3.7083333333333286,3,2,2,,2,3,,2,4,plate,2,5,plate,2,6,tomato_salad,2,7,tomato_salad,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,0,1.0,30.0,24.0,24.0,,tomato_cut,0,1.0,30.0,,,0.0
