tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_03_slot_x,CuttingBoard_03_slot_y,CuttingBoard_03_item,CuttingBoard_03_cut_time_accumulated,CuttingBoard_03_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,a5566e6fb8ad63aa_score,player_dc663fe2_x,player_dc663fe2_y,player_dc663fe2_move_target,player_dc663fe2_item,player_dc663fe2_score,player_dc663fe2_cut_speed,player_dc663fe2_speed,player_3962110a_x,player_3962110a_y,player_3962110a_move_target,player_3962110a_item,player_3962110a_score,player_3962110a_cut_speed,player_3962110a_speed
3375,0,1,,0,2,,0.0,0,0,3,tomato,2.966666666666659,2,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0000133271442,47.47628689602404,,tomato,0,1.0,12.0,50.97526819908967,92.88936786612265,,tomato,0,0.2,30.0
3376,0,1,,0,2,,0.0,0,0,3,tomato,2.966666666666659,2,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.00001243584987,46.9762868960245,,tomato,0,1.0,12.0,50.09681852152357,93.77865193996098,,tomato,0,0.2,30.0
3377,0,1,,0,2,,0.0,0,0,3,tomato,2.966666666666659,2,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.000011544555544,46.47628689602495,,tomato,0,1.0,12.0,49.21836884395748,94.66793601379959,,tomato,0,0.2,30.0
3378,0,1,,0,2,,0.0,0,0,3,tomato,2.966666666666659,2,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.000010653261217,45.97628689602541,,tomato,0,1.0,12.0,48.33991916639138,95.55722008763848,,tomato,0,0.2,30.0
3379,0,1,,0,2,,0.0,0,0,3,tomato,2.966666666666659,2,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.00000976196689,45.47628689602586,,tomato,0,1.0,12.0,47.46146948882529,96.44650416147736,,tomato,0,0.2,30.0
3380,0,1,,0,2,,0.0,0,0,3,tomato,2.966666666666659,2,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.000008870672563,44.976286896026316,,tomato,0,1.0,12.0,46.58301981125919,97.33578823531624,,tomato,0,0.2,30.0
3381,0,1,,0,2,,0.0,0,0,3,tomato,2.966666666666659,2,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.000007979378235,44.47628689602677,,tomato,0,1.0,12.0,45.704570133693096,98.22507230915512,,tomato,0,0.2,30.0
3382,0,1,,0,2,,0.0,0,0,3,tomato,2.966666666666659,2,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.00000708808391,43.976286896027226,,tomato,0,1.0,12.0,44.826120456127,99.114356382994,,tomato,0,0.2,30.0
3383,0,1,,0,2,,0.0,0,0,3,tomato,2.966666666666659,2,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.00000619678958,43.47628689602768,,tomato,0,1.0,12.0,43.947670778560905,100.00364045683288,,tomato,0,0.2,30.0
3384,0,1,,0,2,,0.0,0,0,3,tomato,2.966666666666659,2,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.000005305495254,42.976286896028135,,tomato,0,1.0,12.0,43.06922110099481,100.89292453067176,,tomato,0,0.2,30.0
3385,0,1,,0,2,,0.0,0,0,3,tomato,2.966666666666659,2,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.000004414200927,42.47628689602859,,tomato,0,1.0,12.0,42.190771423428714,101.78220860451064,,tomato,0,0.2,30.0
3386,0,1,,0,2,,0.0,0,0,3,tomato,2.966666666666659,2,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0000035229066,41.976286896029045,,tomato,0,1.0,12.0,41.31232174586262,102.67149267834952,,tomato,0,0.2,30.0
3387,0,1,,0,2,,0.0,0,0,3,tomato,2.966666666666659,2,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.000002631612272,41.4762868960295,,tomato,0,1.0,12.0,40.43387206829652,103.5607767521884,,tomato,0,0.2,30.0
3388,0,1,,0,2,,0.0,0,0,3,tomato,2.966666666666659,2,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.000001740317945,40.976286896029954,,tomato,0,1.0,12.0,39.54352418770865,103.16367876323476,,tomato,0,0.2,30.0
3389,0,1,,0,2,,0.0,0,0,3,tomato,2.966666666666659,2,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.000000849023618,40.47628689603041,,tomato,0,1.0,12.0,38.64877560189354,102.29079562776882,,tomato,0,0.2,30.0
3390,0,1,,0,2,,0.0,0,0,3,tomato,2.966666666666659,2,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,tomato,0,1.0,12.0,37.75402701607843,101.41791249230288,,tomato,0,0.2,30.0
3391,0,1,,0,2,tomato,0.0,0,0,3,tomato,2.966666666666659,2,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,36.85927843026332,100.54502935683693,,tomato,0,0.2,30.0
3392,0,1,,0,2,tomato,0.041666666666666664,0,0,3,tomato,2.966666666666659,2,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,35.964529844448215,99.672146221371,,tomato,0,0.2,30.0
3393,0,1,,0,2,tomato,0.08333333333333333,0,0,3,tomato,2.966666666666659,2,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,35.06978125863311,98.79926308590505,,tomato,0,0.2,30.0
3394,0,1,,0,2,tomato,0.125,0,0,3,tomato,2.966666666666659,2,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,34.175032672818,97.92637995043911,,tomato,0,0.2,30.0
3395,0,1,,0,2,tomato,0.16666666666666666,0,0,3,tomato,2.966666666666659,2,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,33.28028408700289,97.05349681497317,,tomato,0,0.2,30.0
3396,0,1,,0,2,tomato,0.20833333333333331,0,0,3,tomato,2.966666666666659,2,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,32.38553550118778,96.18061367950723,,tomato,0,0.2,30.0
3397,0,1,,0,2,tomato,0.24999999999999997,0,0,3,tomato,2.966666666666659,2,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,31.49078691537247,95.30773054404129,,tomato,0,0.2,30.0
3398,0,1,,0,2,tomato,0.29166666666666663,0,0,3,tomato,2.966666666666659,2,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,30.59603832955706,94.43484740857535,,tomato,0,0.2,30.0
3399,0,1,,0,2,tomato,0.3333333333333333,0,0,3,tomato,2.966666666666659,2,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,29.701289743741953,93.56196427310941,,tomato,0,0.2,30.0
3400,0,1,,0,2,tomato,0.375,0,0,3,tomato,2.966666666666659,2,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,28.806541157926844,92.68908113764347,,tomato,0,0.2,30.0
3401,0,1,,0,2,tomato,0.4166666666666667,0,0,3,tomato,2.966666666666659,2,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,27.911792572111736,91.81619800217753,,tomato,0,0.2,30.0
3402,0,1,,0,2,tomato,0.45833333333333337,0,0,3,tomato,2.966666666666659,2,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,27.017043986296628,90.94331486671159,,tomato,0,0.2,30.0
3403,0,1,,0,2,tomato,0.5,0,0,3,tomato,2.966666666666659,2,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,26.12229540048152,90.07043173124565,,tomato,0,0.2,30.0
3404,0,1,,0,2,tomato,0.5416666666666666,0,0,3,tomato,2.966666666666659,2,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,25.22754681466641,89.19754859577915,,tomato,0,0.2,30.0
3405,0,1,,0,2,tomato,0.5833333333333333,0,0,3,tomato,2.966666666666659,2,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,24.332798228851303,88.32466546031239,,tomato,0,0.2,30.0
3406,0,1,,0,2,tomato,0.6249999999999999,0,0,3,tomato,2.966666666666659,2,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,24.185557339184108,87.13131287274356,,tomato,0,0.2,30.0
3407,0,1,,0,2,tomato,0.6666666666666665,0,0,3,tomato,2.966666666666659,2,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,24.170229572366544,85.88140685245085,,tomato,0,0.2,30.0
3408,0,1,,0,2,tomato,0.7083333333333331,0,0,3,tomato,2.966666666666659,2,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,24.15490180554898,84.63150083215814,,tomato,0,0.2,30.0
3409,0,1,,0,2,tomato,0.7499999999999998,0,0,3,tomato,2.966666666666659,2,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,24.139574038731418,83.38159481186543,,tomato,0,0.2,30.0
3410,0,1,,0,2,tomato,0.7916666666666664,0,0,3,tomato,2.966666666666659,2,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,24.124246271913854,82.13168879157271,,tomato,0,0.2,30.0
3411,0,1,,0,2,tomato,0.833333333333333,0,0,3,tomato,2.966666666666659,2,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,24.10891850509629,80.88178277128,,tomato,0,0.2,30.0
3412,0,1,,0,2,tomato,0.8749999999999997,0,0,3,tomato,2.966666666666659,2,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,24.093590738278728,79.63187675098729,,tomato,0,0.2,30.0
3413,0,1,,0,2,tomato,0.9166666666666663,0,0,3,tomato,2.966666666666659,2,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,24.07826297146128,78.38197073069458,,tomato,0,0.2,30.0
3414,0,1,,0,2,tomato,0.9583333333333329,0,0,3,tomato,2.966666666666659,2,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,24.0629352046439,77.13206471040186,,tomato,0,0.2,30.0
3415,0,1,,0,2,tomato,0.9999999999999996,0,0,3,tomato,2.966666666666659,2,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,24.047607437826514,75.88215869010915,,tomato,0,0.2,30.0
3416,0,1,,0,2,tomato,1.0416666666666663,1,0,3,tomato,2.966666666666659,2,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,24.03227967100913,74.63225266981644,,tomato,0,0.2,30.0
3417,0,1,,0,2,tomato,1.083333333333333,1,0,3,tomato,2.966666666666659,2,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,24.01695190419175,73.38234664952373,,tomato,0,0.2,30.0
3418,0,1,,0,2,tomato,1.1249999999999998,1,0,3,tomato,2.966666666666659,2,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,24.002381300124206,72.13243593092655,,tomato,0,0.2,30.0
3419,0,1,,0,2,tomato,1.1666666666666665,1,0,3,tomato,2.966666666666659,2,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,24.00219678830363,70.88243594454453,,tomato,0,0.2,30.0
3420,0,1,,0,2,tomato,1.2083333333333333,1,0,3,tomato,2.966666666666659,2,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,24.00201227648305,69.6324359581625,,tomato,0,0.2,30.0
3421,0,1,,0,2,tomato,1.25,1,0,3,tomato,2.966666666666659,2,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,24.001827764662472,68.38243597178048,,tomato,0,0.2,30.0
3422,0,1,,0,2,tomato,1.2916666666666667,1,0,3,tomato,2.966666666666659,2,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,24.001643252841895,67.13243598539846,,tomato,0,0.2,30.0
3423,0,1,,0,2,tomato,1.3333333333333335,1,0,3,tomato,2.966666666666659,2,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,24.001458741021317,65.88243599901644,,tomato,0,0.2,30.0
3424,0,1,,0,2,tomato,1.3750000000000002,1,0,3,tomato,2.966666666666659,2,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,24.00127422920074,64.63243601263441,,tomato,0,0.2,30.0
3425,0,1,,0,2,tomato,1.416666666666667,1,0,3,tomato,2.966666666666659,2,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,24.00108971738016,63.38243602625239,,tomato,0,0.2,30.0
3426,0,1,,0,2,tomato,1.4583333333333337,1,0,3,tomato,2.966666666666659,2,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,24.000905205559626,62.13243603987037,,tomato,0,0.2,30.0
3427,0,1,,0,2,tomato,1.5000000000000004,1,0,3,tomato,2.966666666666659,2,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,24.000720693739225,60.88243605348835,,tomato,0,0.2,30.0
3428,0,1,,0,2,tomato,1.5416666666666672,1,0,3,tomato,2.966666666666659,2,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,24.000536181918825,59.632436067106326,,tomato,0,0.2,30.0
3429,0,1,,0,2,tomato,1.583333333333334,1,0,3,tomato,2.966666666666659,2,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,24.000351670098425,58.382436080724304,,tomato,0,0.2,30.0
3430,0,1,,0,2,tomato,1.6250000000000007,1,0,3,tomato,2.966666666666659,2,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,24.000167158278025,57.13243609434228,,tomato,0,0.2,30.0
3431,0,1,,0,2,tomato,1.6666666666666674,1,0,3,tomato,2.966666666666659,2,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,24.00002821917722,55.88243610455623,,tomato,0,0.2,30.0
3432,0,1,,0,2,tomato,1.7083333333333341,1,0,3,tomato,2.966666666666659,2,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,24.000025998235213,54.632436104558074,,tomato,0,0.2,30.0
3433,0,1,,0,2,tomato,1.7500000000000009,1,0,3,tomato,2.966666666666659,2,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,24.000023777293205,53.38243610455992,,tomato,0,0.2,30.0
3434,0,1,,0,2,tomato,1.7916666666666676,1,0,3,tomato,2.966666666666659,2,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,24.000021556351196,52.13243610456177,,tomato,0,0.2,30.0
3435,0,1,,0,2,tomato,1.8333333333333344,1,0,3,tomato,2.966666666666659,2,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,24.000019335409142,50.88243610456362,,tomato,0,0.2,30.0
3436,0,1,,0,2,tomato,1.875000000000001,1,0,3,tomato,2.966666666666659,2,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,24.000017114466957,49.632436104565464,,tomato,0,0.2,30.0
3437,0,1,,0,2,tomato,1.9166666666666679,1,0,3,tomato,2.966666666666659,2,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,24.00001489352477,48.38243610456731,,tomato,0,0.2,30.0
3438,0,1,,0,2,tomato,1.9583333333333346,1,0,3,tomato,2.966666666666659,2,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,24.000012672582585,47.13243610456916,,tomato,0,0.2,30.0
3439,0,1,,0,2,tomato,2.0000000000000013,2,0,3,tomato,2.966666666666659,2,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,24.0000104516404,45.882436104571006,,tomato,0,0.2,30.0
3440,0,1,,0,2,tomato,2.041666666666668,2,0,3,tomato,2.966666666666659,2,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,24.000008230698214,44.632436104572854,,tomato,0,0.2,30.0
3441,0,1,,0,2,tomato,2.0833333333333344,2,0,3,tomato,2.966666666666659,2,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,24.000006009756028,43.3824361045747,,tomato,0,0.2,30.0
3442,0,1,,0,2,tomato,2.125000000000001,2,0,3,tomato,2.966666666666659,2,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,24.000003788813842,42.13243610457655,,tomato,0,0.2,30.0
3443,0,1,,0,2,tomato,2.1666666666666674,2,0,3,tomato,2.966666666666659,2,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,24.000001567871657,40.882436104578396,,tomato,0,0.2,30.0
3444,0,1,,0,2,tomato,2.208333333333334,2,0,3,tomato,2.966666666666659,2,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,24.0,40.0,,tomato,0,0.2,30.0
3445,0,1,,0,2,tomato,2.2500000000000004,2,0,3,tomato,2.966666666666659,2,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,24.0,40.0,,tomato,0,0.2,30.0
3446,0,1,,0,2,tomato,2.291666666666667,2,0,3,tomato,2.966666666666659,2,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,24.0,40.0,,tomato,0,0.2,30.0
3447,0,1,,0,2,tomato,2.3333333333333335,2,0,3,tomato,2.966666666666659,2,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,24.0,40.0,,tomato,0,0.2,30.0
3448,0,1,,0,2,tomato,2.375,2,0,3,tomato,2.966666666666659,2,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,24.0,40.0,,tomato,0,0.2,30.0
3449,0,1,,0,2,tomato,2.4166666666666665,2,0,3,tomato,2.966666666666659,2,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,24.0,40.0,,tomato,0,0.2,30.0
3450,0,1,,0,2,tomato,2.458333333333333,2,0,3,tomato,2.966666666666659,2,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,24.0,40.0,,tomato,0,0.2,30.0
3451,0,1,,0,2,tomato,2.4999999999999996,2,0,3,tomato,2.966666666666659,2,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,24.0,40.0,,tomato,0,0.2,30.0
3452,0,1,,0,2,tomato,2.541666666666666,2,0,3,tomato,2.966666666666659,2,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,24.0,40.0,,tomato,0,0.2,30.0
3453,0,1,,0,2,tomato,2.5833333333333326,2,0,3,tomato,2.966666666666659,2,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,24.0,40.0,,tomato,0,0.2,30.0
