tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,Counter_02_slot_x,Counter_02_slot_y,Counter_02_item,Counter_03_slot_x,Counter_03_slot_y,Counter_03_item,CuttingBoard_10_slot_x,CuttingBoard_10_slot_y,CuttingBoard_10_item,CuttingBoard_10_cut_time_accumulated,CuttingBoard_10_cut_stage,CuttingBoard_20_slot_x,CuttingBoard_20_slot_y,CuttingBoard_20_item,CuttingBoard_20_cut_time_accumulated,CuttingBoard_20_cut_stage,Counter_32_slot_x,Counter_32_slot_y,Counter_32_item,Counter_33_slot_x,Counter_33_slot_y,Counter_33_item,Counter_34_slot_x,Counter_34_slot_y,Counter_34_item,Counter_35_slot_x,Counter_35_slot_y,Counter_35_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,f3eceb87f86e08fd_score,player_1783a60d_x,player_1783a60d_y,player_1783a60d_move_target,player_1783a60d_item,player_1783a60d_score,player_1783a60d_cut_speed,player_1783a60d_speed,player_85d26b77_x,player_85d26b77_y,player_85d26b77_move_target,player_85d26b77_item,player_85d26b77_score,player_85d26b77_cut_speed,player_85d26b77_speed
3778,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,tomato,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,88.0,63.24999999999801,,,4,1.0,30.0,72.0,56.0,,,4,1.0,30.0
3779,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,tomato,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,88.0,61.999999999997726,,,4,1.0,30.0,72.0,56.0,,,4,1.0,30.0
3780,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,tomato,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,88.0,60.74999999999744,,,4,1.0,30.0,72.0,56.0,,,4,1.0,30.0
3781,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,tomato,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,88.0,59.49999999999716,,,4,1.0,30.0,72.0,56.0,,,4,1.0,30.0
3782,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,tomato,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,88.0,58.249999999996874,,,4,1.0,30.0,72.0,56.0,,,4,1.0,30.0
3783,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,tomato,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,88.0,56.99999999999659,,,4,1.0,30.0,72.0,56.0,,,4,1.0,30.0
3784,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,tomato,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,88.0,55.749999999996305,,,4,1.0,30.0,72.0,56.0,,,4,1.0,30.0
3785,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,tomato,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,88.0,54.49999999999602,,,4,1.0,30.0,72.0,56.0,,,4,1.0,30.0
3786,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,tomato,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,88.0,53.24999999999574,,,4,1.0,30.0,72.0,56.0,,,4,1.0,30.0
3787,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,tomato,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,88.0,51.99999999999545,,,4,1.0,30.0,72.0,56.0,,,4,1.0,30.0
3788,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,tomato,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,88.0,50.74999999999517,,,4,1.0,30.0,72.0,56.0,,,4,1.0,30.0
3789,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,tomato,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,88.0,49.499999999994884,,,4,1.0,30.0,72.0,56.0,,,4,1.0,30.0
3790,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,tomato,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,88.0,48.2499999999946,,,4,1.0,30.0,72.0,56.0,,,4,1.0,30.0
3791,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,tomato,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,88.0,46.999999999994316,,,4,1.0,30.0,72.0,56.0,,,4,1.0,30.0
3792,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,tomato,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,88.0,45.74999999999403,,,4,1.0,30.0,72.0,56.0,,,4,1.0,30.0
3793,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,tomato,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,88.0,44.49999999999375,,,4,1.0,30.0,72.0,56.0,,,4,1.0,30.0
3794,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,tomato,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,88.0,43.24999999999346,,,4,1.0,30.0,72.0,56.0,,,4,1.0,30.0
3795,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,tomato,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,88.0,41.99999999999318,,,4,1.0,30.0,72.0,56.0,,,4,1.0,30.0
3796,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,tomato,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,88.0,40.749999999992895,,,4,1.0,30.0,72.0,56.0,,,4,1.0,30.0
3797,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,tomato,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,88.49189088134324,39.70196048263347,,,4,1.0,30.0,72.0,56.0,,,4,1.0,30.0
3798,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,tomato,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,89.37026745517045,38.812604201634024,,,4,1.0,30.0,72.0,56.0,,,4,1.0,30.0
3799,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,tomato,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,90.24864402899766,37.92324792063456,,,4,1.0,30.0,72.0,56.0,,,4,1.0,30.0
3800,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,tomato,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,91.12702060282487,37.033891639635094,,,4,1.0,30.0,72.0,56.0,,,4,1.0,30.0
3801,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,tomato,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,92.00539717665208,36.14453535863563,,,4,1.0,30.0,72.0,56.0,,,4,1.0,30.0
3802,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,tomato,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,92.88377375047929,35.255179077636164,,,4,1.0,30.0,72.0,56.0,,,4,1.0,30.0
3803,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,tomato,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,93.7621503243065,34.3658227966367,,,4,1.0,30.0,72.0,56.0,,,4,1.0,30.0
3804,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,tomato,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,94.64052689813371,33.476466515637235,,,4,1.0,30.0,72.0,56.0,,,4,1.0,30.0
3805,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,tomato,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,95.51890347196093,32.58711023463777,,,4,1.0,30.0,72.0,56.0,,,4,1.0,30.0
3806,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,tomato,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,96.39728004578814,31.697753953638426,,,4,1.0,30.0,72.0,56.0,,,4,1.0,30.0
3807,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,tomato,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,97.27565661961488,30.808397672639316,,,4,1.0,30.0,72.0,56.0,,,4,1.0,30.0
3808,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,tomato,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,98.15403319344124,29.919041391640206,,,4,1.0,30.0,72.0,56.0,,,4,1.0,30.0
3809,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,tomato,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,99.03240976726761,29.029685110641097,,,4,1.0,30.0,72.88388347648305,55.11611652351695,,,4,1.0,30.0
3810,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,tomato,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,99.91078634109397,28.140328829641987,,,4,1.0,30.0,73.7677669529661,54.2322330470339,,,4,1.0,30.0
3811,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,tomato,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,100.78916291492033,27.250972548642878,,,4,1.0,30.0,74.65165042944915,53.34834957055085,,,4,1.0,30.0
3812,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,tomato,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,101.66753948874668,26.361616267643768,,,4,1.0,30.0,75.5355339059322,52.4644660940678,,,4,1.0,30.0
3813,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,tomato,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,102.54591606257304,25.47225998664466,,,4,1.0,30.0,76.41941738241525,51.58058261758475,,,4,1.0,30.0
3814,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,tomato,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,103.4242926363994,24.58290370564555,,,4,1.0,30.0,77.3033008588983,50.6966991411017,,,4,1.0,30.0
3815,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,tomato,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,104.0,24.0,,,4,1.0,30.0,78.18718433538135,49.812815664618654,,,4,1.0,30.0
3816,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,tomato,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,104.0,24.0,,plate,4,1.0,30.0,79.0710678118644,48.928932188135605,,,4,1.0,30.0
3817,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,tomato,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,104.0,24.0,,plate,4,1.0,30.0,79.95495128834744,48.045048711652555,,,4,1.0,30.0
3818,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,tomato,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,104.0,24.0,,plate,4,1.0,30.0,80.8388347648305,47.161165235169506,,,4,1.0,30.0
3819,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,tomato,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,104.0,24.0,,plate,4,1.0,30.0,81.72271824131354,46.277281758686456,,,4,1.0,30.0
3820,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,tomato,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,104.0,24.0,,plate,4,1.0,30.0,82.6066017177966,45.39339828220341,,,4,1.0,30.0
3821,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,tomato,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,104.0,24.0,,plate,4,1.0,30.0,83.49048519427964,44.50951480572036,,,4,1.0,30.0
3822,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,tomato,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,104.0,24.0,,plate,4,1.0,30.0,84.37436867076269,43.62563132923731,,,4,1.0,30.0
3823,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,tomato,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,104.0,24.0,,plate,4,1.0,30.0,85.25825214724574,42.74174785275426,,,4,1.0,30.0
3824,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,tomato,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,104.0,24.0,,plate,4,1.0,30.0,86.14213562372879,41.85786437627121,,,4,1.0,30.0
3825,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,tomato,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,104.0,24.0,,plate,4,1.0,30.0,87.02601910021184,40.97398089978816,,,4,1.0,30.0
3826,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,tomato,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,104.0,24.0,,plate,4,1.0,30.0,87.90990257669489,40.09009742330511,,,4,1.0,30.0
3827,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,tomato,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,104.0,24.0,,plate,4,1.0,30.0,88.79378605317794,39.20621394682206,,,4,1.0,30.0
3828,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,tomato,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,104.0,24.0,,plate,4,1.0,30.0,89.67766952966099,38.32233047033901,,,4,1.0,30.0
3829,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,tomato,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,104.0,24.0,,plate,4,1.0,30.0,90.56155300614404,37.43844699385596,,,4,1.0,30.0
3830,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,tomato,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,104.0,24.0,,plate,4,1.0,30.0,91.44543648262709,36.55456351737291,,,4,1.0,30.0
3831,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,tomato,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,104.0,24.0,,plate,4,1.0,30.0,92.32931995911014,35.67068004088986,,,4,1.0,30.0
3832,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,tomato,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,104.0,24.0,,plate,4,1.0,30.0,93.21320343559319,34.786796564406814,,,4,1.0,30.0
3833,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,tomato,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,104.0,24.0,,plate,4,1.0,30.0,94.09708691207624,33.902913087923764,,,4,1.0,30.0
3834,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,tomato,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,104.0,24.0,,plate,4,1.0,30.0,94.98097038855929,33.019029611440715,,,4,1.0,30.0
3835,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,tomato,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,104.0,24.0,,plate,4,1.0,30.0,95.86485386504233,32.135146134957665,,,4,1.0,30.0
3836,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,tomato,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,104.0,24.0,,plate,4,1.0,30.0,96.74873734152538,31.251262658474616,,,4,1.0,30.0
3837,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,tomato,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,104.0,24.0,,plate,4,1.0,30.0,97.63262081800843,30.367379181991566,,,4,1.0,30.0
3838,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,tomato,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,104.0,24.0,,plate,4,1.0,30.0,98.51650429449148,29.483495705508517,,,4,1.0,30.0
3839,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,tomato,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,104.0,24.0,,plate,4,1.0,30.0,99.40038777097453,28.599612229025468,,,4,1.0,30.0
3840,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,tomato,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,104.0,24.0,,plate,4,1.0,30.0,100.28427124745758,27.715728752542418,,,4,1.0,30.0
3841,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,tomato,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,104.0,24.0,,plate,4,1.0,30.0,101.16815472394063,26.83184527605937,,,4,1.0,30.0
3842,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,tomato,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,104.0,24.0,,plate,4,1.0,30.0,102.05203820042368,25.94796179957632,,,4,1.0,30.0
3843,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,tomato,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,103.11611652351695,24.88388347648305,,plate,4,1.0,30.0,102.93592167690673,25.06407832309327,,,4,1.0,30.0
3844,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,tomato,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,102.2322330470339,25.7677669529661,,plate,4,1.0,30.0,104.0,24.0,,,4,1.0,30.0
3845,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,tomato,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,101.34834957055085,26.65165042944915,,plate,4,1.0,30.0,104.0,24.0,,plate,4,1.0,30.0
3846,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,tomato,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,100.4644660940678,27.535533905932198,,plate,4,1.0,30.0,104.0,24.0,,plate,4,1.0,30.0
3847,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,tomato,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,99.58058261758475,28.419417382415247,,plate,4,1.0,30.0,104.0,24.0,,plate,4,1.0,30.0
3848,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,tomato,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,98.6966991411017,29.303300858898297,,plate,4,1.0,30.0,104.0,24.0,,plate,4,1.0,30.0
3849,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,tomato,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,97.81281566461865,30.187184335381346,,plate,4,1.0,30.0,104.0,24.0,,plate,4,1.0,30.0
3850,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,tomato,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,96.9289321881356,31.071067811864395,,plate,4,1.0,30.0,104.0,24.0,,plate,4,1.0,30.0
3851,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,tomato,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,96.04504871165256,31.954951288347445,,plate,4,1.0,30.0,104.0,24.0,,plate,4,1.0,30.0
