tick,phase,collision,CuttingBoard_01_slot_x,CuttingBoard_01_slot_y,CuttingBoard_01_item,CuttingBoard_01_cut_time_accumulated,CuttingBoard_01_cut_stage,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_10_slot_x,CuttingBoard_10_slot_y,CuttingBoard_10_item,CuttingBoard_10_cut_time_accumulated,CuttingBoard_10_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Counter_26_slot_x,Counter_26_slot_y,Counter_26_item,Counter_27_slot_x,Counter_27_slot_y,Counter_27_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Delivery_53_slot_x,Delivery_53_slot_y,Delivery_53_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Dispenser_80_slot_x,Dispenser_80_slot_y,Dispenser_80_item,Delivery_83_slot_x,Delivery_83_slot_y,Delivery_83_item,Dispenser_91_slot_x,Dispenser_91_slot_y,Dispenser_91_item,Delivery_93_slot_x,Delivery_93_slot_y,Delivery_93_item,16e6308e6634ac21_score,player_a0a0d685_x,player_a0a0d685_y,player_a0a0d685_move_target,player_a0a0d685_item,player_a0a0d685_score,player_a0a0d685_cut_speed,player_a0a0d685_speed,player_6964e58f_x,player_6964e58f_y,player_6964e58f_move_target,player_6964e58f_item,player_6964e58f_score,player_6964e58f_cut_speed,player_6964e58f_speed,1a1c19f0da9e459a_score,d9250aac8048fcf1_message,7119c405534163aa_score
6025,test,False,0,1,tomato,1.033333333333332,1,0,2,None_cut,3.3916666666666573,3,1,0,,0.0,0,2,2,,2,3,,2,4,tomato,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,24.0,40.0,,tomato_cut,0,0.2,30.0,,,0.0
6026,test,False,0,1,tomato,1.033333333333332,1,0,2,None_cut,3.3916666666666573,3,1,0,,0.0,0,2,2,,2,3,,2,4,tomato,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,24.0,40.0,,tomato_cut,0,0.2,30.0,,,0.0
6027,test,False,0,1,tomato,1.033333333333332,1,0,2,None_cut,3.3916666666666573,3,1,0,,0.0,0,2,2,,2,3,,2,4,tomato,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,24.0,40.0,,tomato_cut,0,0.2,30.0,,,0.0
6028,test,False,0,1,tomato,1.033333333333332,1,0,2,None_cut,3.3916666666666573,3,1,0,,0.0,0,2,2,,2,3,,2,4,tomato,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,24.0,40.0,,tomato_cut,0,0.2,30.0,,,0.0
6029,test,False,0,1,tomato,1.033333333333332,1,0,2,None_cut,3.3916666666666573,3,1,0,,0.0,0,2,2,,2,3,,2,4,tomato,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,24.0,40.0,,tomato_cut,0,0.2,30.0,,,0.0
6030,test,False,0,1,tomato,1.033333333333332,1,0,2,None_cut,3.3916666666666573,3,1,0,,0.0,0,2,2,,2,3,,2,4,tomato,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,24.0,40.0,,tomato_cut,0,0.2,30.0,,,0.0
6031,test,False,0,1,tomato,1.033333333333332,1,0,2,None_cut,3.3916666666666573,3,1,0,,0.0,0,2,2,,2,3,,2,4,tomato,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,24.0,41.250000000000284,,tomato_cut,0,0.2,30.0,,,0.0
6032,test,False,0,1,tomato,1.033333333333332,1,0,2,None_cut,3.3916666666666573,3,1,0,,0.0,0,2,2,,2,3,,2,4,tomato,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,24.0,42.50000000000057,,tomato_cut,0,0.2,30.0,,,0.0
6033,test,False,0,1,tomato,1.033333333333332,1,0,2,None_cut,3.3916666666666573,3,1,0,,0.0,0,2,2,,2,3,,2,4,tomato,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,24.0,43.75000000000085,,tomato_cut,0,0.2,30.0,,,0.0
6034,test,False,0,1,tomato,1.033333333333332,1,0,2,None_cut,3.3916666666666573,3,1,0,,0.0,0,2,2,,2,3,,2,4,tomato,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,24.0,45.00000000000114,,tomato_cut,0,0.2,30.0,,,0.0
6035,test,False,0,1,tomato,1.033333333333332,1,0,2,None_cut,3.3916666666666573,3,1,0,,0.0,0,2,2,,2,3,,2,4,tomato,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,24.0,46.25000000000142,,tomato_cut,0,0.2,30.0,,,0.0
6036,test,False,0,1,tomato,1.033333333333332,1,0,2,None_cut,3.3916666666666573,3,1,0,,0.0,0,2,2,,2,3,,2,4,tomato,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,24.0,47.500000000001705,,tomato_cut,0,0.2,30.0,,,0.0
6037,test,False,0,1,tomato,1.033333333333332,1,0,2,None_cut,3.3916666666666573,3,1,0,,0.0,0,2,2,,2,3,,2,4,tomato,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,24.0,48.75000000000199,,tomato_cut,0,0.2,30.0,,,0.0
6038,test,False,0,1,tomato,1.033333333333332,1,0,2,None_cut,3.3916666666666573,3,1,0,,0.0,0,2,2,,2,3,,2,4,tomato,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,24.0,50.000000000002274,,tomato_cut,0,0.2,30.0,,,0.0
6039,test,False,0,1,tomato,1.033333333333332,1,0,2,None_cut,3.3916666666666573,3,1,0,,0.0,0,2,2,,2,3,,2,4,tomato,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,24.0,51.25000000000256,,tomato_cut,0,0.2,30.0,,,0.0
6040,test,False,0,1,tomato,1.033333333333332,1,0,2,None_cut,3.3916666666666573,3,1,0,,0.0,0,2,2,,2,3,,2,4,tomato,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,24.0,52.50000000000284,,tomato_cut,0,0.2,30.0,,,0.0
6041,test,False,0,1,tomato,1.033333333333332,1,0,2,None_cut,3.3916666666666573,3,1,0,,0.0,0,2,2,,2,3,,2,4,tomato,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,24.0,53.750000000003126,,tomato_cut,0,0.2,30.0,,,0.0
6042,test,False,0,1,tomato,1.033333333333332,1,0,2,None_cut,3.3916666666666573,3,1,0,,0.0,0,2,2,,2,3,,2,4,tomato,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,24.0,55.00000000000341,,tomato_cut,0,0.2,30.0,,,0.0
6043,test,False,0,1,tomato,1.033333333333332,1,0,2,None_cut,3.3916666666666573,3,1,0,,0.0,0,2,2,,2,3,,2,4,tomato,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,24.0,56.0,,tomato_cut,0,0.2,30.0,,,0.0
6044,test,False,0,1,tomato,1.033333333333332,1,0,2,None_cut,3.3916666666666573,3,1,0,,0.0,0,2,2,,2,3,tomato_cut,2,4,tomato,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0,,,0.0
6045,test,False,0,1,tomato,1.033333333333332,1,0,2,None_cut,3.3916666666666573,3,1,0,,0.0,0,2,2,,2,3,tomato_cut,2,4,tomato,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0,,,0.0
6046,test,False,0,1,tomato,1.033333333333332,1,0,2,None_cut,3.3916666666666573,3,1,0,,0.0,0,2,2,,2,3,tomato_cut,2,4,tomato,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0,,,0.0
6047,test,False,0,1,tomato,1.033333333333332,1,0,2,None_cut,3.3916666666666573,3,1,0,,0.0,0,2,2,,2,3,tomato_cut,2,4,tomato,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0,,,0.0
6048,test,False,0,1,tomato,1.033333333333332,1,0,2,None_cut,3.3916666666666573,3,1,0,,0.0,0,2,2,,2,3,tomato_cut,2,4,tomato,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0,,,0.0
6049,test,False,0,1,tomato,1.033333333333332,1,0,2,None_cut,3.3916666666666573,3,1,0,,0.0,0,2,2,,2,3,tomato_cut,2,4,tomato,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0,,,0.0
6050,test,False,0,1,tomato,1.033333333333332,1,0,2,None_cut,3.3916666666666573,3,1,0,,0.0,0,2,2,,2,3,tomato_cut,2,4,tomato,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0,,,0.0
6051,test,False,0,1,tomato,1.033333333333332,1,0,2,None_cut,3.3916666666666573,3,1,0,,0.0,0,2,2,,2,3,tomato_cut,2,4,tomato,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0,,,0.0
6052,test,False,0,1,tomato,1.033333333333332,1,0,2,None_cut,3.3916666666666573,3,1,0,,0.0,0,2,2,,2,3,tomato_cut,2,4,tomato,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0,,,0.0
6053,test,False,0,1,tomato,1.033333333333332,1,0,2,None_cut,3.3916666666666573,3,1,0,,0.0,0,2,2,,2,3,tomato_cut,2,4,tomato,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0,,,0.0
6054,test,False,0,1,tomato,1.033333333333332,1,0,2,None_cut,3.3916666666666573,3,1,0,,0.0,0,2,2,,2,3,tomato_cut,2,4,tomato,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0,,,0.0
6055,test,False,0,1,tomato,1.033333333333332,1,0,2,None_cut,3.3916666666666573,3,1,0,,0.0,0,2,2,,2,3,tomato_cut,2,4,tomato,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,24.0,56.0,,,0,0.2,30.0,,,0.0
6056,test,False,0,1,tomato,1.033333333333332,1,0,2,None_cut,3.3916666666666573,3,1,0,,0.0,0,2,2,,2,3,tomato_cut,2,4,tomato,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,24.0,54.749999999999716,,,0,0.2,30.0,,,0.0
6057,test,False,0,1,tomato,1.033333333333332,1,0,2,None_cut,3.3916666666666573,3,1,0,,0.0,0,2,2,,2,3,tomato_cut,2,4,tomato,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,24.0,53.49999999999943,,,0,0.2,30.0,,,0.0
6058,test,False,0,1,tomato,1.033333333333332,1,0,2,None_cut,3.3916666666666573,3,1,0,,0.0,0,2,2,,2,3,tomato_cut,2,4,tomato,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,24.0,52.24999999999915,,,0,0.2,30.0,,,0.0
6059,test,False,0,1,tomato,1.033333333333332,1,0,2,None_cut,3.3916666666666573,3,1,0,,0.0,0,2,2,,2,3,tomato_cut,2,4,tomato,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,24.0,50.99999999999886,,,0,0.2,30.0,,,0.0
6060,test,False,0,1,tomato,1.033333333333332,1,0,2,None_cut,3.3916666666666573,3,1,0,,0.0,0,2,2,,2,3,tomato_cut,2,4,tomato,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,24.0,49.74999999999858,,,0,0.2,30.0,,,0.0
6061,test,False,0,1,tomato,1.033333333333332,1,0,2,None_cut,3.3916666666666573,3,1,0,,0.0,0,2,2,,2,3,tomato_cut,2,4,tomato,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,24.0,48.499999999998295,,,0,0.2,30.0,,,0.0
6062,test,False,0,1,tomato,1.033333333333332,1,0,2,None_cut,3.3916666666666573,3,1,0,,0.0,0,2,2,,2,3,tomato_cut,2,4,tomato,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,24.0,47.24999999999801,,,0,0.2,30.0,,,0.0
6063,test,False,0,1,tomato,1.033333333333332,1,0,2,None_cut,3.3916666666666573,3,1,0,,0.0,0,2,2,,2,3,tomato_cut,2,4,tomato,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,24.0,45.999999999997726,,,0,0.2,30.0,,,0.0
6064,test,False,0,1,tomato,1.033333333333332,1,0,2,None_cut,3.3916666666666573,3,1,0,,0.0,0,2,2,,2,3,tomato_cut,2,4,tomato,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,24.0,44.74999999999744,,,0,0.2,30.0,,,0.0
6065,test,False,0,1,tomato,1.033333333333332,1,0,2,None_cut,3.3916666666666573,3,1,0,,0.0,0,2,2,,2,3,tomato_cut,2,4,tomato,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,24.0,43.49999999999716,,,0,0.2,30.0,,,0.0
6066,test,False,0,1,tomato,1.033333333333332,1,0,2,None_cut,3.3916666666666573,3,1,0,,0.0,0,2,2,,2,3,tomato_cut,2,4,tomato,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,24.0,42.249999999996874,,,0,0.2,30.0,,,0.0
6067,test,False,0,1,tomato,1.033333333333332,1,0,2,None_cut,3.3916666666666573,3,1,0,,0.0,0,2,2,,2,3,tomato_cut,2,4,tomato,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,24.0,40.99999999999659,,,0,0.2,30.0,,,0.0
6068,test,False,0,1,tomato,1.033333333333332,1,0,2,None_cut,3.3916666666666573,3,1,0,,0.0,0,2,2,,2,3,tomato_cut,2,4,tomato,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,24.0,39.749999999996305,,,0,0.2,30.0,,,0.0
6069,test,False,0,1,tomato,1.033333333333332,1,0,2,None_cut,3.3916666666666573,3,1,0,,0.0,0,2,2,,2,3,tomato_cut,2,4,tomato,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,24.0,38.49999999999602,,,0,0.2,30.0,,,0.0
6070,test,False,0,1,tomato,1.033333333333332,1,0,2,None_cut,3.3916666666666573,3,1,0,,0.0,0,2,2,,2,3,tomato_cut,2,4,tomato,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,24.0,37.24999999999574,,,0,0.2,30.0,,,0.0
6071,test,False,0,1,tomato,1.033333333333332,1,0,2,None_cut,3.3916666666666573,3,1,0,,0.0,0,2,2,,2,3,tomato_cut,2,4,tomato,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,24.0,35.99999999999545,,,0,0.2,30.0,,,0.0
6072,test,False,0,1,tomato,1.033333333333332,1,0,2,None_cut,3.3916666666666573,3,1,0,,0.0,0,2,2,,2,3,tomato_cut,2,4,tomato,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,24.0,34.74999999999517,,,0,0.2,30.0,,,0.0
6073,test,False,0,1,tomato,1.033333333333332,1,0,2,None_cut,3.3916666666666573,3,1,0,,0.0,0,2,2,,2,3,tomato_cut,2,4,tomato,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,24.0,33.499999999994884,,,0,0.2,30.0,,,0.0
6074,test,False,0,1,tomato,1.033333333333332,1,0,2,None_cut,3.3916666666666573,3,1,0,,0.0,0,2,2,,2,3,tomato_cut,2,4,tomato,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,24.0,32.2499999999946,,,0,0.2,30.0,,,0.0
6075,test,False,0,1,tomato,1.033333333333332,1,0,2,None_cut,3.3916666666666573,3,1,0,,0.0,0,2,2,,2,3,tomato_cut,2,4,tomato,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,24.0,30.999999999994603,,,0,0.2,30.0,,,0.0
6076,test,False,0,1,tomato,1.033333333333332,1,0,2,None_cut,3.3916666666666573,3,1,0,,0.0,0,2,2,,2,3,tomato_cut,2,4,tomato,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,24.0,29.749999999994674,,,0,0.2,30.0,,,0.0
6077,test,False,0,1,tomato,1.033333333333332,1,0,2,None_cut,3.3916666666666573,3,1,0,,0.0,0,2,2,,2,3,tomato_cut,2,4,tomato,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,24.0,28.499999999994746,,,0,0.2,30.0,,,0.0
6078,test,False,0,1,tomato,1.033333333333332,1,0,2,None_cut,3.3916666666666573,3,1,0,,0.0,0,2,2,,2,3,tomato_cut,2,4,tomato,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,24.0,27.249999999994817,,,0,0.2,30.0,,,0.0
6079,test,False,0,1,tomato,1.033333333333332,1,0,2,None_cut,3.3916666666666573,3,1,0,,0.0,0,2,2,,2,3,tomato_cut,2,4,tomato,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,24.0,25.999999999994888,,,0,0.2,30.0,,,0.0
6080,test,False,0,1,tomato,1.033333333333332,1,0,2,None_cut,3.3916666666666573,3,1,0,,0.0,0,2,2,,2,3,tomato_cut,2,4,tomato,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,24.0,24.74999999999496,,,0,0.2,30.0,,,0.0
6081,test,False,0,1,tomato,1.033333333333332,1,0,2,None_cut,3.3916666666666573,3,1,0,,0.0,0,2,2,,2,3,tomato_cut,2,4,tomato,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,0.0
6082,test,False,0,1,tomato,1.033333333333332,1,0,2,None_cut,3.3916666666666573,3,1,0,,0.0,0,2,2,,2,3,tomato_cut,2,4,tomato,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,0.0
6083,test,False,0,1,tomato,1.0416666666666654,1,0,2,None_cut,3.3916666666666573,3,1,0,,0.0,0,2,2,,2,3,tomato_cut,2,4,tomato,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,0.0
6084,test,False,0,1,tomato,1.0499999999999987,1,0,2,None_cut,3.3916666666666573,3,1,0,,0.0,0,2,2,,2,3,tomato_cut,2,4,tomato,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,0.0
6085,test,False,0,1,tomato,1.058333333333332,1,0,2,None_cut,3.3916666666666573,3,1,0,,0.0,0,2,2,,2,3,tomato_cut,2,4,tomato,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,0.0
6086,test,False,0,1,tomato,1.0666666666666653,1,0,2,None_cut,3.3916666666666573,3,1,0,,0.0,0,2,2,,2,3,tomato_cut,2,4,tomato,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,0.0
6087,test,False,0,1,tomato,1.0749999999999986,1,0,2,None_cut,3.3916666666666573,3,1,0,,0.0,0,2,2,,2,3,tomato_cut,2,4,tomato,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,0.0
