tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,Counter_02_slot_x,Counter_02_slot_y,Counter_02_item,Counter_03_slot_x,Counter_03_slot_y,Counter_03_item,CuttingBoard_10_slot_x,CuttingBoard_10_slot_y,CuttingBoard_10_item,CuttingBoard_10_cut_time_accumulated,CuttingBoard_10_cut_stage,CuttingBoard_20_slot_x,CuttingBoard_20_slot_y,CuttingBoard_20_item,CuttingBoard_20_cut_time_accumulated,CuttingBoard_20_cut_stage,Counter_32_slot_x,Counter_32_slot_y,Counter_32_item,Counter_33_slot_x,Counter_33_slot_y,Counter_33_item,Counter_34_slot_x,Counter_34_slot_y,Counter_34_item,Counter_35_slot_x,Counter_35_slot_y,Counter_35_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,f1f4e889aab6ef78_score,player_67639441_x,player_67639441_y,player_67639441_move_target,player_67639441_item,player_67639441_score,player_67639441_cut_speed,player_67639441_speed,player_c9271255_x,player_c9271255_y,player_c9271255_move_target,player_c9271255_item,player_c9271255_score,player_c9271255_cut_speed,player_c9271255_speed
2637,0,1,tomato_cut,0,2,,0,3,,1,0,None_cut,3.499999999999996,3,2,0,None_cut,3.4999999999999964,3,3,2,tomato_salad,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,24.0,,tomato_cut,0,1.0,15.0,40.0,72.0,,plate,1,0.5,30.0
2638,0,1,tomato_cut,0,2,,0,3,,1,0,None_cut,3.499999999999996,3,2,0,None_cut,3.4999999999999964,3,3,2,tomato_salad,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,24.0,,tomato_cut,0,1.0,15.0,40.0,72.0,,plate,1,0.5,30.0
2639,0,1,tomato_cut,0,2,,0,3,,1,0,None_cut,3.499999999999996,3,2,0,None_cut,3.4999999999999964,3,3,2,tomato_salad,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,24.0,,tomato_cut,0,1.0,15.0,40.0,72.0,,plate,1,0.5,30.0
2640,0,1,tomato_cut,0,2,,0,3,,1,0,None_cut,3.499999999999996,3,2,0,None_cut,3.4999999999999964,3,3,2,tomato_salad,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,24.0,,tomato_cut,0,1.0,15.0,40.0,72.0,,plate,1,0.5,30.0
2641,0,1,tomato_cut,0,2,,0,3,,1,0,None_cut,3.499999999999996,3,2,0,None_cut,3.4999999999999964,3,3,2,tomato_salad,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,24.0,,tomato_cut,0,1.0,15.0,40.0,72.0,,plate,1,0.5,30.0
2642,0,1,tomato_cut,0,2,,0,3,,1,0,None_cut,3.499999999999996,3,2,0,None_cut,3.4999999999999964,3,3,2,tomato_salad,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,24.0,,tomato_cut,0,1.0,15.0,40.0,72.0,,plate,1,0.5,30.0
2643,0,1,tomato_cut,0,2,,0,3,,1,0,None_cut,3.499999999999996,3,2,0,None_cut,3.4999999999999964,3,3,2,tomato_salad,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,24.0,,tomato_cut,0,1.0,15.0,40.0,72.0,,plate,1,0.5,30.0
2644,0,1,tomato_cut,0,2,,0,3,,1,0,None_cut,3.499999999999996,3,2,0,None_cut,3.4999999999999964,3,3,2,tomato_salad,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,24.0,,tomato_cut,0,1.0,15.0,40.0,72.0,,plate,1,0.5,30.0
2645,0,1,tomato_cut,0,2,,0,3,,1,0,None_cut,3.499999999999996,3,2,0,None_cut,3.4999999999999964,3,3,2,tomato_salad,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,24.0,,tomato_cut,0,1.0,15.0,40.0,72.0,,plate,1,0.5,30.0
2646,0,1,tomato_cut,0,2,,0,3,,1,0,None_cut,3.499999999999996,3,2,0,None_cut,3.4999999999999964,3,3,2,tomato_salad,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,24.0,,tomato_cut,0,1.0,15.0,40.0,72.0,,plate,1,0.5,30.0
2647,0,1,tomato_cut,0,2,,0,3,,1,0,None_cut,3.499999999999996,3,2,0,None_cut,3.4999999999999964,3,3,2,tomato_salad,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,24.0,,tomato_cut,0,1.0,15.0,40.0,72.0,,plate,1,0.5,30.0
2648,0,1,tomato_cut,0,2,,0,3,,1,0,None_cut,3.499999999999996,3,2,0,None_cut,3.4999999999999964,3,3,2,tomato_salad,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,24.0,,tomato_cut,0,1.0,15.0,40.0,72.0,,plate,1,0.5,30.0
2649,0,1,tomato_cut,0,2,,0,3,,1,0,None_cut,3.499999999999996,3,2,0,None_cut,3.4999999999999964,3,3,2,tomato_salad,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,24.0,,tomato_cut,0,1.0,15.0,40.0,70.74999999999972,,plate,1,0.5,30.0
2650,0,1,tomato_cut,0,2,,0,3,,1,0,None_cut,3.499999999999996,3,2,0,None_cut,3.4999999999999964,3,3,2,tomato_salad,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,24.0,,tomato_cut,0,1.0,15.0,40.0,69.49999999999943,,plate,1,0.5,30.0
2651,0,1,tomato_cut,0,2,,0,3,,1,0,None_cut,3.499999999999996,3,2,0,None_cut,3.4999999999999964,3,3,2,tomato_salad,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,24.0,,tomato_cut,0,1.0,15.0,40.0,68.24999999999915,,plate,1,0.5,30.0
2652,0,1,tomato_cut,0,2,,0,3,,1,0,None_cut,3.499999999999996,3,2,0,None_cut,3.4999999999999964,3,3,2,tomato_salad,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,24.0,,tomato_cut,0,1.0,15.0,40.0,66.99999999999886,,plate,1,0.5,30.0
2653,0,1,tomato_cut,0,2,,0,3,,1,0,None_cut,3.499999999999996,3,2,0,None_cut,3.4999999999999964,3,3,2,tomato_salad,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,24.0,,tomato_cut,0,1.0,15.0,40.0,65.74999999999858,,plate,1,0.5,30.0
2654,0,1,tomato_cut,0,2,,0,3,,1,0,None_cut,3.499999999999996,3,2,0,None_cut,3.4999999999999964,3,3,2,tomato_salad,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,24.0,,tomato_cut,0,1.0,15.0,40.0,64.4999999999983,,plate,1,0.5,30.0
2655,0,1,tomato_cut,0,2,,0,3,,1,0,None_cut,3.499999999999996,3,2,0,None_cut,3.4999999999999964,3,3,2,tomato_salad,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,24.0,,tomato_cut,0,1.0,15.0,40.0,63.24999999999801,,plate,1,0.5,30.0
2656,0,1,tomato_cut,0,2,,0,3,,1,0,None_cut,3.499999999999996,3,2,0,None_cut,3.4999999999999964,3,3,2,tomato_salad,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,24.0,,tomato_cut,0,1.0,15.0,40.0,61.999999999997726,,plate,1,0.5,30.0
2657,0,1,tomato_cut,0,2,,0,3,,1,0,None_cut,3.499999999999996,3,2,0,None_cut,3.4999999999999964,3,3,2,tomato_salad,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,24.0,,tomato_cut,0,1.0,15.0,40.0,60.74999999999744,,plate,1,0.5,30.0
2658,0,1,tomato_cut,0,2,,0,3,,1,0,None_cut,3.499999999999996,3,2,0,None_cut,3.4999999999999964,3,3,2,tomato_salad,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,24.0,,tomato_cut,0,1.0,15.0,40.0,59.49999999999716,,plate,1,0.5,30.0
2659,0,1,tomato_cut,0,2,,0,3,,1,0,None_cut,3.499999999999996,3,2,0,None_cut,3.4999999999999964,3,3,2,tomato_salad,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,24.0,,tomato_cut,0,1.0,15.0,40.0,58.249999999996874,,plate,1,0.5,30.0
2660,0,1,tomato_cut,0,2,,0,3,,1,0,None_cut,3.499999999999996,3,2,0,None_cut,3.4999999999999964,3,3,2,tomato_salad,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,24.0,,tomato_cut,0,1.0,15.0,40.0,56.99999999999659,,plate,1,0.5,30.0
2661,0,1,tomato_cut,0,2,,0,3,,1,0,None_cut,3.499999999999996,3,2,0,None_cut,3.4999999999999964,3,3,2,tomato_salad,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,24.0,,tomato_cut,0,1.0,15.0,39.68378443342246,55.8798317388366,,plate,1,0.5,30.0
2662,0,1,tomato_cut,0,2,,0,3,,1,0,None_cut,3.499999999999996,3,2,0,None_cut,3.4999999999999964,3,3,2,tomato_salad,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,24.0,,tomato_cut,0,1.0,15.0,38.80540785959596,54.990475457837135,,plate,1,0.5,30.0
2663,0,1,tomato_cut,0,2,,0,3,,1,0,None_cut,3.499999999999996,3,2,0,None_cut,3.4999999999999964,3,3,2,tomato_salad,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,24.0,,tomato_cut,0,1.0,15.0,37.92703128576946,54.10111917683767,,plate,1,0.5,30.0
2664,0,1,tomato_cut,0,2,,0,3,,1,0,None_cut,3.499999999999996,3,2,0,None_cut,3.4999999999999964,3,3,2,tomato_salad,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,24.0,,tomato_cut,0,1.0,15.0,37.04865471194296,53.211762895838206,,plate,1,0.5,30.0
2665,0,1,tomato_cut,0,2,,0,3,,1,0,None_cut,3.499999999999996,3,2,0,None_cut,3.4999999999999964,3,3,2,tomato_salad,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,24.0,,tomato_cut,0,1.0,15.0,36.17027813811646,52.32240661483874,,plate,1,0.5,30.0
2666,0,1,tomato_cut,0,2,,0,3,,1,0,None_cut,3.499999999999996,3,2,0,None_cut,3.4999999999999964,3,3,2,tomato_salad,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,24.0,,tomato_cut,0,1.0,15.0,35.29190156428996,51.433050333839276,,plate,1,0.5,30.0
2667,0,1,tomato_cut,0,2,,0,3,,1,0,None_cut,3.499999999999996,3,2,0,None_cut,3.4999999999999964,3,3,2,tomato_salad,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,24.0,,tomato_cut,0,1.0,15.0,34.41352499046346,50.543694052839896,,plate,1,0.5,30.0
2668,0,1,tomato_cut,0,2,,0,3,,1,0,None_cut,3.499999999999996,3,2,0,None_cut,3.4999999999999964,3,3,2,tomato_salad,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,24.0,,tomato_cut,0,1.0,15.0,33.53514841663696,49.654337771840936,,plate,1,0.5,30.0
2669,0,1,tomato_cut,0,2,,0,3,,1,0,None_cut,3.499999999999996,3,2,0,None_cut,3.4999999999999964,3,3,2,tomato_salad,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,24.0,,tomato_cut,0,1.0,15.0,32.65677184281046,48.76498149084197,,plate,1,0.5,30.0
2670,0,1,tomato_cut,0,2,,0,3,,1,0,None_cut,3.499999999999996,3,2,0,None_cut,3.4999999999999964,3,3,2,tomato_salad,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,24.0,,tomato_cut,0,1.0,15.0,31.778395268983957,47.87562520984301,,plate,1,0.5,30.0
2671,0,1,tomato_cut,0,2,,0,3,,1,0,None_cut,3.499999999999996,3,2,0,None_cut,3.4999999999999964,3,3,2,tomato_salad,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,24.0,,tomato_cut,0,1.0,15.0,30.900018695157456,46.98626892884404,,plate,1,0.5,30.0
2672,0,1,tomato_cut,0,2,,0,3,,1,0,None_cut,3.499999999999996,3,2,0,None_cut,3.4999999999999964,3,3,2,tomato_salad,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,24.0,,tomato_cut,0,1.0,15.0,30.021642121330956,46.09691264784507,,plate,1,0.5,30.0
2673,0,1,tomato_cut,0,2,,0,3,,1,0,None_cut,3.499999999999996,3,2,0,None_cut,3.4999999999999964,3,3,2,tomato_salad,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,24.0,,tomato_cut,0,1.0,15.0,29.143265547504456,45.20755636684611,,plate,1,0.5,30.0
2674,0,1,tomato_cut,0,2,,0,3,,1,0,None_cut,3.499999999999996,3,2,0,None_cut,3.4999999999999964,3,3,2,tomato_salad,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,24.0,,tomato_cut,0,1.0,15.0,28.264888973677955,44.318200085847145,,plate,1,0.5,30.0
2675,0,1,tomato_cut,0,2,,0,3,,1,0,None_cut,3.499999999999996,3,2,0,None_cut,3.4999999999999964,3,3,2,tomato_salad,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,24.0,,tomato_cut,0,1.0,15.0,27.386512399851455,43.428843804848185,,plate,1,0.5,30.0
2676,0,1,tomato_cut,0,2,,0,3,,1,0,None_cut,3.499999999999996,3,2,0,None_cut,3.4999999999999964,3,3,2,tomato_salad,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,24.0,,tomato_cut,0,1.0,15.0,26.508135826024954,42.53948752384922,,plate,1,0.5,30.0
2677,0,1,tomato_cut,0,2,,0,3,,1,0,None_cut,3.499999999999996,3,2,0,None_cut,3.4999999999999964,3,3,2,tomato_salad,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,24.0,,tomato_cut,0,1.0,15.0,25.629759252198454,41.65013124285025,,plate,1,0.5,30.0
2678,0,1,tomato_cut,0,2,,0,3,,1,0,None_cut,3.499999999999996,3,2,0,None_cut,3.4999999999999964,3,3,2,tomato_salad,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,24.0,,tomato_cut,0,1.0,15.0,24.751382678371954,40.76077496185129,,plate,1,0.5,30.0
2679,0,1,tomato_cut,0,2,,0,3,,1,0,None_cut,3.499999999999996,3,2,0,None_cut,3.4999999999999964,3,3,2,tomato_salad,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,24.0,,tomato_cut,0,1.0,15.0,24.0,40.0,,plate,1,0.5,30.0
2680,0,1,tomato_cut,0,2,plate,0,3,,1,0,None_cut,3.499999999999996,3,2,0,None_cut,3.4999999999999964,3,3,2,tomato_salad,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,24.0,,tomato_cut,0,1.0,15.0,24.0,40.0,,,1,0.5,30.0
2681,0,1,tomato_cut,0,2,plate,0,3,,1,0,None_cut,3.499999999999996,3,2,0,None_cut,3.4999999999999964,3,3,2,tomato_salad,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,24.0,,tomato_cut,0,1.0,15.0,24.0,40.0,,,1,0.5,30.0
2682,0,1,tomato_cut,0,2,plate,0,3,,1,0,None_cut,3.499999999999996,3,2,0,None_cut,3.4999999999999964,3,3,2,tomato_salad,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,24.0,,tomato_cut,0,1.0,15.0,24.0,40.0,,,1,0.5,30.0
2683,0,1,tomato_cut,0,2,plate,0,3,,1,0,None_cut,3.499999999999996,3,2,0,None_cut,3.4999999999999964,3,3,2,tomato_salad,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,24.0,,tomato_cut,0,1.0,15.0,24.0,40.0,,,1,0.5,30.0
2684,0,1,tomato_cut,0,2,plate,0,3,,1,0,None_cut,3.499999999999996,3,2,0,None_cut,3.4999999999999964,3,3,2,tomato_salad,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,24.0,,tomato_cut,0,1.0,15.0,24.0,40.0,,,1,0.5,30.0
2685,0,1,tomato_cut,0,2,plate,0,3,,1,0,None_cut,3.499999999999996,3,2,0,None_cut,3.4999999999999964,3,3,2,tomato_salad,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,24.0,,tomato_cut,0,1.0,15.0,24.0,40.0,,,1,0.5,30.0
2686,0,1,tomato_cut,0,2,plate,0,3,,1,0,None_cut,3.499999999999996,3,2,0,None_cut,3.4999999999999964,3,3,2,tomato_salad,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,24.0,,tomato_cut,0,1.0,15.0,24.0,40.0,,,1,0.5,30.0
2687,0,1,tomato_cut,0,2,plate,0,3,,1,0,None_cut,3.499999999999996,3,2,0,None_cut,3.4999999999999964,3,3,2,tomato_salad,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,24.0,,tomato_cut,0,1.0,15.0,24.0,40.0,,,1,0.5,30.0
2688,0,1,tomato_cut,0,2,plate,0,3,,1,0,None_cut,3.499999999999996,3,2,0,None_cut,3.4999999999999964,3,3,2,tomato_salad,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,24.0,,tomato_cut,0,1.0,15.0,24.0,40.0,,,1,0.5,30.0
2689,0,1,tomato_cut,0,2,plate,0,3,,1,0,None_cut,3.499999999999996,3,2,0,None_cut,3.4999999999999964,3,3,2,tomato_salad,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,24.0,,tomato_cut,0,1.0,15.0,24.0,40.0,,,1,0.5,30.0
2690,0,1,tomato_cut,0,2,plate,0,3,,1,0,None_cut,3.499999999999996,3,2,0,None_cut,3.4999999999999964,3,3,2,tomato_salad,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,24.0,,tomato_cut,0,1.0,15.0,24.0,40.0,,,1,0.5,30.0
2691,0,1,tomato_cut,0,2,plate,0,3,,1,0,None_cut,3.499999999999996,3,2,0,None_cut,3.4999999999999964,3,3,2,tomato_salad,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,24.0,,tomato_cut,0,1.0,15.0,24.0,40.0,,,1,0.5,30.0
2692,0,1,tomato_cut,0,2,plate,0,3,,1,0,None_cut,3.499999999999996,3,2,0,None_cut,3.4999999999999964,3,3,2,tomato_salad,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,24.0,,tomato_cut,0,1.0,15.0,24.0,40.0,,,1,0.5,30.0
2693,0,1,tomato_cut,0,2,plate,0,3,,1,0,None_cut,3.499999999999996,3,2,0,None_cut,3.4999999999999964,3,3,2,tomato_salad,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,24.0,,tomato_cut,0,1.0,15.0,24.0,40.0,,,1,0.5,30.0
2694,0,1,tomato_cut,0,2,plate,0,3,,1,0,None_cut,3.499999999999996,3,2,0,None_cut,3.4999999999999964,3,3,2,tomato_salad,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,24.0,,tomato_cut,0,1.0,15.0,24.0,40.0,,,1,0.5,30.0
2695,0,1,tomato_cut,0,2,plate,0,3,,1,0,None_cut,3.499999999999996,3,2,0,None_cut,3.4999999999999964,3,3,2,tomato_salad,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,24.0,,tomato_cut,0,1.0,15.0,24.0,40.0,,,1,0.5,30.0
2696,0,1,tomato_cut,0,2,plate,0,3,,1,0,None_cut,3.499999999999996,3,2,0,None_cut,3.4999999999999964,3,3,2,tomato_salad,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,24.0,,tomato_cut,0,1.0,15.0,24.0,40.0,,,1,0.5,30.0
2697,0,1,tomato_cut,0,2,plate,0,3,,1,0,None_cut,3.499999999999996,3,2,0,None_cut,3.4999999999999964,3,3,2,tomato_salad,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,24.0,,tomato_cut,0,1.0,15.0,24.0,40.0,,,1,0.5,30.0
2698,0,1,tomato_cut,0,2,plate,0,3,,1,0,None_cut,3.499999999999996,3,2,0,None_cut,3.4999999999999964,3,3,2,tomato_salad,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,24.0,,tomato_cut,0,1.0,15.0,24.0,38.749999999999716,,,1,0.5,30.0
2699,0,1,tomato_cut,0,2,plate,0,3,,1,0,None_cut,3.499999999999996,3,2,0,None_cut,3.4999999999999964,3,3,2,tomato_salad,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,24.0,,tomato_cut,0,1.0,15.0,24.0,37.49999999999943,,,1,0.5,30.0
2700,0,1,tomato_cut,0,2,plate,0,3,,1,0,None_cut,3.499999999999996,3,2,0,None_cut,3.4999999999999964,3,3,2,tomato_salad,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,24.0,,tomato_cut,0,1.0,15.0,24.0,36.24999999999915,,,1,0.5,30.0
2701,0,1,tomato_cut,0,2,plate,0,3,,1,0,None_cut,3.499999999999996,3,2,0,None_cut,3.4999999999999964,3,3,2,tomato_salad,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,24.0,,tomato_cut,0,1.0,15.0,24.0,34.99999999999886,,,1,0.5,30.0
2702,0,1,tomato_cut,0,2,plate,0,3,,1,0,None_cut,3.499999999999996,3,2,0,None_cut,3.4999999999999964,3,3,2,tomato_salad,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,24.0,,tomato_cut,0,1.0,15.0,24.0,33.74999999999858,,,1,0.5,30.0
2703,0,1,tomato_cut,0,2,plate,0,3,,1,0,None_cut,3.499999999999996,3,2,0,None_cut,3.4999999999999964,3,3,2,tomato_salad,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,24.0,,tomato_cut,0,1.0,15.0,24.0,32.499999999998295,,,1,0.5,30.0
