tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_03_slot_x,CuttingBoard_03_slot_y,CuttingBoard_03_item,CuttingBoard_03_cut_time_accumulated,CuttingBoard_03_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,7a335c8fbe53d146_score,player_50da8fdf_x,player_50da8fdf_y,player_50da8fdf_move_target,player_50da8fdf_item,player_50da8fdf_score,player_50da8fdf_cut_speed,player_50da8fdf_speed,player_5a841498_x,player_5a841498_y,player_5a841498_move_target,player_5a841498_item,player_5a841498_score,player_5a841498_cut_speed,player_5a841498_speed
3491,0,1,,0,2,None_cut,3.3499999999999908,3,0,3,tomato,1.083333333333333,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,,1,1.0,12.0,86.81145669383662,73.17407564708044,,tomato_salad,1,0.2,30.0
3492,0,1,,0,2,None_cut,3.3499999999999908,3,0,3,tomato,1.1249999999999998,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,,1,1.0,12.0,87.70073601838314,72.29562116167132,,tomato_salad,1,0.2,30.0
3493,0,1,,0,2,None_cut,3.3499999999999908,3,0,3,tomato,1.1666666666666665,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,,1,1.0,12.0,88.0,72.0,,tomato_salad,1,0.2,30.0
3494,0,1,,0,2,None_cut,3.3499999999999908,3,0,3,tomato,1.2083333333333333,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,56.0,,,1,1.0,12.0,88.0,72.0,,,2,0.2,30.0
3495,0,1,,0,2,None_cut,3.3499999999999908,3,0,3,tomato,1.25,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,56.0,,,1,1.0,12.0,88.0,72.0,,,2,0.2,30.0
3496,0,1,,0,2,None_cut,3.3499999999999908,3,0,3,tomato,1.2916666666666667,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,56.0,,,1,1.0,12.0,88.0,72.0,,,2,0.2,30.0
3497,0,1,,0,2,None_cut,3.3499999999999908,3,0,3,tomato,1.3333333333333335,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,56.0,,,1,1.0,12.0,88.0,72.0,,,2,0.2,30.0
3498,0,1,,0,2,None_cut,3.3499999999999908,3,0,3,tomato,1.3750000000000002,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,56.0,,,1,1.0,12.0,88.0,72.0,,,2,0.2,30.0
3499,0,1,,0,2,None_cut,3.3499999999999908,3,0,3,tomato,1.416666666666667,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,56.0,,,1,1.0,12.0,88.0,72.0,,,2,0.2,30.0
3500,0,1,,0,2,None_cut,3.3499999999999908,3,0,3,tomato,1.4583333333333337,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,56.0,,,1,1.0,12.0,88.0,72.0,,,2,0.2,30.0
3501,0,1,,0,2,None_cut,3.3499999999999908,3,0,3,tomato,1.5000000000000004,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,56.0,,,1,1.0,12.0,88.0,72.0,,,2,0.2,30.0
3502,0,1,,0,2,None_cut,3.3499999999999908,3,0,3,tomato,1.5416666666666672,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,56.0,,,1,1.0,12.0,88.0,72.0,,,2,0.2,30.0
3503,0,1,,0,2,None_cut,3.3499999999999908,3,0,3,tomato,1.5416666666666672,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,56.0,,,1,1.0,12.0,88.0,72.0,,,2,0.2,30.0
3504,0,1,,0,2,None_cut,3.3499999999999908,3,0,3,tomato,1.5416666666666672,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,56.0,,,1,1.0,12.0,88.0,72.0,,,2,0.2,30.0
3505,0,1,,0,2,None_cut,3.3499999999999908,3,0,3,tomato,1.5416666666666672,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,56.500000000000256,,,1,1.0,12.0,88.0,72.0,,,2,0.2,30.0
3506,0,1,,0,2,None_cut,3.3499999999999908,3,0,3,tomato,1.5416666666666672,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,57.00000000000051,,,1,1.0,12.0,88.0,72.0,,,2,0.2,30.0
3507,0,1,,0,2,None_cut,3.3499999999999908,3,0,3,tomato,1.5416666666666672,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,57.50000000000077,,,1,1.0,12.0,88.0,72.0,,,2,0.2,30.0
3508,0,1,,0,2,None_cut,3.3499999999999908,3,0,3,tomato,1.5416666666666672,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,58.00000000000102,,,1,1.0,12.0,88.0,72.0,,,2,0.2,30.0
3509,0,1,,0,2,None_cut,3.3499999999999908,3,0,3,tomato,1.5416666666666672,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,58.50000000000128,,,1,1.0,12.0,88.0,72.0,,,2,0.2,30.0
3510,0,1,,0,2,None_cut,3.3499999999999908,3,0,3,tomato,1.5416666666666672,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,59.000000000001535,,,1,1.0,12.0,88.0,72.0,,,2,0.2,30.0
3511,0,1,,0,2,None_cut,3.3499999999999908,3,0,3,tomato,1.5416666666666672,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,59.50000000000179,,,1,1.0,12.0,88.0,72.0,,,2,0.2,30.0
3512,0,1,,0,2,None_cut,3.3499999999999908,3,0,3,tomato,1.5416666666666672,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,60.000000000002046,,,1,1.0,12.0,88.0,72.0,,,2,0.2,30.0
3513,0,1,,0,2,None_cut,3.3499999999999908,3,0,3,tomato,1.5416666666666672,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,60.5000000000023,,,1,1.0,12.0,88.0,72.0,,,2,0.2,30.0
3514,0,1,,0,2,None_cut,3.3499999999999908,3,0,3,tomato,1.5416666666666672,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,61.00000000000256,,,1,1.0,12.0,88.0,72.0,,,2,0.2,30.0
3515,0,1,,0,2,None_cut,3.3499999999999908,3,0,3,tomato,1.5416666666666672,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,61.500000000002814,,,1,1.0,12.0,88.0,72.0,,,2,0.2,30.0
3516,0,1,,0,2,None_cut,3.3499999999999908,3,0,3,tomato,1.5416666666666672,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,62.00000000000307,,,1,1.0,12.0,88.0,72.0,,,2,0.2,30.0
3517,0,1,,0,2,None_cut,3.3499999999999908,3,0,3,tomato,1.5416666666666672,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,62.500000000003325,,,1,1.0,12.0,88.0,72.0,,,2,0.2,30.0
3518,0,1,,0,2,None_cut,3.3499999999999908,3,0,3,tomato,1.5416666666666672,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,63.00000000000358,,,1,1.0,12.0,88.0,72.0,,,2,0.2,30.0
3519,0,1,,0,2,None_cut,3.3499999999999908,3,0,3,tomato,1.5416666666666672,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,63.50000000000384,,,1,1.0,12.0,88.0,72.0,,,2,0.2,30.0
3520,0,1,,0,2,None_cut,3.3499999999999908,3,0,3,tomato,1.5416666666666672,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,64.00000000000409,,,1,1.0,12.0,88.0,72.0,,,2,0.2,30.0
3521,0,1,,0,2,None_cut,3.3499999999999908,3,0,3,tomato,1.5416666666666672,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,64.50000000000364,,,1,1.0,12.0,88.0,72.0,,,2,0.2,30.0
3522,0,1,,0,2,None_cut,3.3499999999999908,3,0,3,tomato,1.5416666666666672,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,65.00000000000318,,,1,1.0,12.0,88.0,72.0,,,2,0.2,30.0
3523,0,1,,0,2,None_cut,3.3499999999999908,3,0,3,tomato,1.5416666666666672,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,65.50000000000273,,,1,1.0,12.0,88.0,72.0,,,2,0.2,30.0
3524,0,1,,0,2,None_cut,3.3499999999999908,3,0,3,tomato,1.5416666666666672,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,66.00000000000227,,,1,1.0,12.0,88.0,72.0,,,2,0.2,30.0
3525,0,1,,0,2,None_cut,3.3499999999999908,3,0,3,tomato,1.5416666666666672,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,66.50000000000182,,,1,1.0,12.0,88.0,72.0,,,2,0.2,30.0
3526,0,1,,0,2,None_cut,3.3499999999999908,3,0,3,tomato,1.5416666666666672,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,67.00000000000136,,,1,1.0,12.0,88.0,72.0,,,2,0.2,30.0
3527,0,1,,0,2,None_cut,3.3499999999999908,3,0,3,tomato,1.5416666666666672,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,67.50000000000091,,,1,1.0,12.0,88.0,72.0,,,2,0.2,30.0
3528,0,1,,0,2,None_cut,3.3499999999999908,3,0,3,tomato,1.5416666666666672,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,68.00000000000045,,,1,1.0,12.0,88.0,72.0,,,2,0.2,30.0
3529,0,1,,0,2,None_cut,3.3499999999999908,3,0,3,tomato,1.5416666666666672,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,68.5,,,1,1.0,12.0,88.0,72.0,,,2,0.2,30.0
3530,0,1,,0,2,None_cut,3.3499999999999908,3,0,3,tomato,1.5416666666666672,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,68.99999999999955,,,1,1.0,12.0,88.0,72.0,,,2,0.2,30.0
3531,0,1,,0,2,None_cut,3.3499999999999908,3,0,3,tomato,1.5416666666666672,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,69.49999999999909,,,1,1.0,12.0,88.0,72.0,,,2,0.2,30.0
3532,0,1,,0,2,None_cut,3.3499999999999908,3,0,3,tomato,1.5416666666666672,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,69.99999999999864,,,1,1.0,12.0,88.0,72.0,,,2,0.2,30.0
3533,0,1,,0,2,None_cut,3.3499999999999908,3,0,3,tomato,1.5416666666666672,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,70.49999999999818,,,1,1.0,12.0,88.0,72.0,,,2,0.2,30.0
3534,0,1,,0,2,None_cut,3.3499999999999908,3,0,3,tomato,1.5416666666666672,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,70.99999999999773,,,1,1.0,12.0,88.0,72.0,,,2,0.2,30.0
3535,0,1,,0,2,None_cut,3.3499999999999908,3,0,3,tomato,1.5416666666666672,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,71.49999999999727,,,1,1.0,12.0,88.0,72.0,,,2,0.2,30.0
3536,0,1,,0,2,None_cut,3.3499999999999908,3,0,3,tomato,1.5416666666666672,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,71.99999999999682,,,1,1.0,12.0,88.0,72.0,,,2,0.2,30.0
3537,0,1,,0,2,None_cut,3.3499999999999908,3,0,3,tomato,1.5416666666666672,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,72.49999999999636,,,1,1.0,12.0,88.0,72.0,,,2,0.2,30.0
3538,0,1,,0,2,None_cut,3.3499999999999908,3,0,3,tomato,1.5416666666666672,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,72.99999999999591,,,1,1.0,12.0,88.0,72.0,,,2,0.2,30.0
3539,0,1,,0,2,None_cut,3.3499999999999908,3,0,3,tomato,1.5416666666666672,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,73.49999999999545,,,1,1.0,12.0,88.0,72.0,,,2,0.2,30.0
3540,0,1,,0,2,None_cut,3.3499999999999908,3,0,3,tomato,1.5416666666666672,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,73.999999999995,,,1,1.0,12.0,88.0,72.0,,,2,0.2,30.0
3541,0,1,,0,2,None_cut,3.3499999999999908,3,0,3,tomato,1.5416666666666672,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,74.49999999999454,,,1,1.0,12.0,88.0,72.0,,,2,0.2,30.0
3542,0,1,,0,2,None_cut,3.3499999999999908,3,0,3,tomato,1.5416666666666672,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,74.99999999999409,,,1,1.0,12.0,88.0,72.0,,,2,0.2,30.0
3543,0,1,,0,2,None_cut,3.3499999999999908,3,0,3,tomato,1.5416666666666672,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,75.49999999999363,,,1,1.0,12.0,88.0,72.0,,,2,0.2,30.0
3544,0,1,,0,2,None_cut,3.3499999999999908,3,0,3,tomato,1.5416666666666672,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,75.99999999999318,,,1,1.0,12.0,88.0,72.0,,,2,0.2,30.0
3545,0,1,,0,2,None_cut,3.3499999999999908,3,0,3,tomato,1.5416666666666672,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,76.49999999999272,,,1,1.0,12.0,88.0,72.0,,,2,0.2,30.0
3546,0,1,,0,2,None_cut,3.3499999999999908,3,0,3,tomato,1.5416666666666672,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,76.99999999999227,,,1,1.0,12.0,88.0,72.0,,,2,0.2,30.0
3547,0,1,,0,2,None_cut,3.3499999999999908,3,0,3,tomato,1.5416666666666672,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,77.49999999999181,,,1,1.0,12.0,88.0,72.0,,,2,0.2,30.0
3548,0,1,,0,2,None_cut,3.3499999999999908,3,0,3,tomato,1.5416666666666672,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,77.99999999999136,,,1,1.0,12.0,88.0,72.0,,,2,0.2,30.0
3549,0,1,,0,2,None_cut,3.3499999999999908,3,0,3,tomato,1.5416666666666672,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,78.4999999999909,,,1,1.0,12.0,88.0,72.0,,,2,0.2,30.0
3550,0,1,,0,2,None_cut,3.3499999999999908,3,0,3,tomato,1.5416666666666672,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,78.99999999999045,,,1,1.0,12.0,88.0,72.0,,,2,0.2,30.0
3551,0,1,,0,2,None_cut,3.3499999999999908,3,0,3,tomato,1.5416666666666672,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,79.49999999999,,,1,1.0,12.0,88.0,72.0,,,2,0.2,30.0
3552,0,1,,0,2,None_cut,3.3499999999999908,3,0,3,tomato,1.5416666666666672,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,79.99999999998954,,,1,1.0,12.0,88.0,72.0,,,2,0.2,30.0
3553,0,1,,0,2,None_cut,3.3499999999999908,3,0,3,tomato,1.5416666666666672,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,80.49999999998909,,,1,1.0,12.0,88.0,72.0,,,2,0.2,30.0
3554,0,1,,0,2,None_cut,3.3499999999999908,3,0,3,tomato,1.5416666666666672,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,80.99999999998863,,,1,1.0,12.0,88.0,72.0,,,2,0.2,30.0
3555,0,1,,0,2,None_cut,3.3499999999999908,3,0,3,tomato,1.5416666666666672,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,81.49999999998818,,,1,1.0,12.0,88.0,72.0,,,2,0.2,30.0
3556,0,1,,0,2,None_cut,3.3499999999999908,3,0,3,tomato,1.5416666666666672,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,81.99999999998772,,,1,1.0,12.0,88.0,72.0,,,2,0.2,30.0
3557,0,1,,0,2,None_cut,3.3499999999999908,3,0,3,tomato,1.5416666666666672,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,82.49999999998727,,,1,1.0,12.0,88.0,72.0,,,2,0.2,30.0
3558,0,1,,0,2,None_cut,3.3499999999999908,3,0,3,tomato,1.5416666666666672,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,82.99999999998681,,,1,1.0,12.0,88.0,72.0,,,2,0.2,30.0
3559,0,1,,0,2,None_cut,3.3499999999999908,3,0,3,tomato,1.5416666666666672,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,83.49999999998636,,,1,1.0,12.0,88.0,72.0,,,2,0.2,30.0
3560,0,1,,0,2,None_cut,3.3499999999999908,3,0,3,tomato,1.5416666666666672,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,83.9999999999859,,,1,1.0,12.0,88.0,72.0,,,2,0.2,30.0
3561,0,1,,0,2,None_cut,3.3499999999999908,3,0,3,tomato,1.5416666666666672,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,84.49999999998545,,,1,1.0,12.0,88.0,72.0,,,2,0.2,30.0
3562,0,1,,0,2,None_cut,3.3499999999999908,3,0,3,tomato,1.5416666666666672,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,84.999999999985,,,1,1.0,12.0,88.0,72.0,,,2,0.2,30.0
3563,0,1,,0,2,None_cut,3.3499999999999908,3,0,3,tomato,1.5416666666666672,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,85.49999999998454,,,1,1.0,12.0,88.0,70.74999999999972,,,2,0.2,30.0
3564,0,1,,0,2,None_cut,3.3499999999999908,3,0,3,tomato,1.5416666666666672,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,85.99999999998408,,,1,1.0,12.0,88.0,69.49999999999943,,,2,0.2,30.0
3565,0,1,,0,2,None_cut,3.3499999999999908,3,0,3,tomato,1.5416666666666672,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,86.49999999998363,,,1,1.0,12.0,88.0,68.24999999999915,,,2,0.2,30.0
3566,0,1,,0,2,None_cut,3.3499999999999908,3,0,3,tomato,1.5416666666666672,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,86.99999999998317,,,1,1.0,12.0,88.0,66.99999999999886,,,2,0.2,30.0
3567,0,1,,0,2,None_cut,3.3499999999999908,3,0,3,tomato,1.5416666666666672,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,87.49999999998272,,,1,1.0,12.0,88.0,65.74999999999858,,,2,0.2,30.0
3568,0,1,,0,2,None_cut,3.3499999999999908,3,0,3,tomato,1.5416666666666672,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.137048156007157,87.94371843039113,,,1,1.0,12.0,88.0,64.4999999999983,,,2,0.2,30.0
3569,0,1,,0,2,None_cut,3.3499999999999908,3,0,3,tomato,1.5416666666666672,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.488453684230638,88.29940671349033,,,1,1.0,12.0,88.0,63.24999999999801,,,2,0.2,30.0
3570,0,1,,0,2,None_cut,3.3499999999999908,3,0,3,tomato,1.5416666666666672,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.83985921245412,88.65509499658953,,,1,1.0,12.0,88.0,61.999999999997726,,,2,0.2,30.0
3571,0,1,,0,2,None_cut,3.3499999999999908,3,0,3,tomato,1.5416666666666672,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,25.1912647406776,89.01078327968872,,,1,1.0,12.0,88.0,60.74999999999744,,,2,0.2,30.0
