tick,phase,collision,CuttingBoard_01_slot_x,CuttingBoard_01_slot_y,CuttingBoard_01_item,CuttingBoard_01_cut_time_accumulated,CuttingBoard_01_cut_stage,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_10_slot_x,CuttingBoard_10_slot_y,CuttingBoard_10_item,CuttingBoard_10_cut_time_accumulated,CuttingBoard_10_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Counter_26_slot_x,Counter_26_slot_y,Counter_26_item,Counter_27_slot_x,Counter_27_slot_y,Counter_27_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Delivery_53_slot_x,Delivery_53_slot_y,Delivery_53_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Dispenser_80_slot_x,Dispenser_80_slot_y,Dispenser_80_item,Delivery_83_slot_x,Delivery_83_slot_y,Delivery_83_item,Dispenser_91_slot_x,Dispenser_91_slot_y,Dispenser_91_item,Delivery_93_slot_x,Delivery_93_slot_y,Delivery_93_item,9a8d629aa3207a8f_score,player_945af0b9_x,player_945af0b9_y,player_945af0b9_move_target,player_945af0b9_item,player_945af0b9_score,player_945af0b9_cut_speed,player_945af0b9_speed,player_6eeb7cd3_x,player_6eeb7cd3_y,player_6eeb7cd3_move_target,player_6eeb7cd3_item,player_6eeb7cd3_score,player_6eeb7cd3_cut_speed,player_6eeb7cd3_speed,ac57742dc811c886_score,8cafcad6322094f3_message,38facfaf745f6a2c_score
6492,test,True,0,1,None_cut,3.1833333333333247,3,0,2,tomato_cut,3.416666666666663,3,1,0,tomato,0.09999999999999999,0,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,47.075694009922756,31.164140185046765,,,1,1.0,12.0,24.000000000243546,54.71674479508712,,plate,3,0.2,30.0,,,4.0
6493,test,True,0,1,None_cut,3.1833333333333247,3,0,2,tomato_cut,3.416666666666663,3,1,0,tomato,0.09999999999999999,0,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,46.724343380392156,30.80839767264705,,,1,1.0,12.0,24.000000000225782,55.96674479508741,,plate,3,0.2,30.0,,,4.0
6494,test,True,0,1,None_cut,3.1833333333333247,3,0,2,tomato_cut,3.416666666666663,3,1,0,tomato,0.09999999999999999,0,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,46.372992750861556,30.452655160247335,,,1,1.0,12.0,24.00000000020802,57.21674479508769,,plate,3,0.2,30.0,,,4.0
6495,test,True,0,1,None_cut,3.1833333333333247,3,0,2,tomato_cut,3.416666666666663,3,1,0,tomato,0.09999999999999999,0,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,46.021642121330956,30.09691264784762,,,1,1.0,12.0,24.000000000190397,58.466744795087976,,plate,3,0.2,30.0,,,4.0
6496,test,True,0,1,None_cut,3.1833333333333247,3,0,2,tomato_cut,3.416666666666663,3,1,0,tomato,0.09999999999999999,0,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,45.670291491800356,29.741170135447906,,,1,1.0,12.0,24.00000000017281,59.71674479508826,,plate,3,0.2,30.0,,,4.0
6497,test,True,0,1,None_cut,3.1833333333333247,3,0,2,tomato_cut,3.416666666666663,3,1,0,tomato,0.09999999999999999,0,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,45.318940862269756,29.38542762304819,,,1,1.0,12.0,24.000000000155225,60.966744795088545,,plate,3,0.2,30.0,,,4.0
6498,test,True,0,1,None_cut,3.1833333333333247,3,0,2,tomato_cut,3.416666666666663,3,1,0,tomato,0.09999999999999999,0,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,44.967590232739155,29.029685110648476,,,1,1.0,12.0,24.00000000013764,62.21674479508883,,plate,3,0.2,30.0,,,4.0
6499,test,True,0,1,None_cut,3.1833333333333247,3,0,2,tomato_cut,3.416666666666663,3,1,0,tomato,0.09999999999999999,0,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,44.616239603208555,28.67394259824876,,,1,1.0,12.0,24.000000000120053,63.46674479508911,,plate,3,0.2,30.0,,,4.0
6500,test,True,0,1,None_cut,3.1833333333333247,3,0,2,tomato_cut,3.416666666666663,3,1,0,tomato,0.09999999999999999,0,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,44.264888973677955,28.318200085849046,,,1,1.0,12.0,24.000000000102467,64.7167447950894,,plate,3,0.2,30.0,,,4.0
6501,test,True,0,1,None_cut,3.1833333333333247,3,0,2,tomato_cut,3.416666666666663,3,1,0,tomato,0.09999999999999999,0,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,43.913538344147355,27.96245757344933,,,1,1.0,12.0,24.00000000008488,65.96674479508968,,plate,3,0.2,30.0,,,4.0
6502,test,True,0,1,None_cut,3.1833333333333247,3,0,2,tomato_cut,3.416666666666663,3,1,0,tomato,0.09999999999999999,0,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,43.562187714616755,27.606715061049616,,,1,1.0,12.0,24.000000000067296,67.21674479508997,,plate,3,0.2,30.0,,,4.0
6503,test,True,0,1,None_cut,3.1833333333333247,3,0,2,tomato_cut,3.416666666666663,3,1,0,tomato,0.09999999999999999,0,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,43.210837085086155,27.2509725486499,,,1,1.0,12.0,24.00000000004971,68.46674479509025,,plate,3,0.2,30.0,,,4.0
6504,test,True,0,1,None_cut,3.1833333333333247,3,0,2,tomato_cut,3.416666666666663,3,1,0,tomato,0.09999999999999999,0,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,42.859486455555555,26.895230036250187,,,1,1.0,12.0,24.000000000032124,69.71674479509053,,plate,3,0.2,30.0,,,4.0
6505,test,True,0,1,None_cut,3.1833333333333247,3,0,2,tomato_cut,3.416666666666663,3,1,0,tomato,0.09999999999999999,0,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,42.508135826024954,26.53948752385047,,,1,1.0,12.0,24.000000000014538,70.96674479509082,,plate,3,0.2,30.0,,,4.0
6506,test,True,0,1,None_cut,3.1833333333333247,3,0,2,tomato_cut,3.416666666666663,3,1,0,tomato,0.09999999999999999,0,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,42.156785196494354,26.183745011450757,,,1,1.0,12.0,24.0,72.0,,plate,3,0.2,30.0,,,4.0
6507,test,True,0,1,None_cut,3.1833333333333247,3,0,2,tomato_cut,3.416666666666663,3,1,0,tomato,0.09999999999999999,0,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,41.805434566963754,25.828002499051042,,,1,1.0,12.0,24.0,72.0,,,3,0.2,30.0,,,4.0
6508,test,True,0,1,None_cut,3.1833333333333247,3,0,2,tomato_cut,3.416666666666663,3,1,0,tomato,0.09999999999999999,0,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,41.454083937433154,25.472259986651327,,,1,1.0,12.0,24.0,72.0,,,3,0.2,30.0,,,4.0
6509,test,True,0,1,None_cut,3.1833333333333247,3,0,2,tomato_cut,3.416666666666663,3,1,0,tomato,0.09999999999999999,0,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,41.102733307902554,25.116517474251612,,,1,1.0,12.0,24.0,72.0,,,3,0.2,30.0,,,4.0
6510,test,True,0,1,None_cut,3.1833333333333247,3,0,2,tomato_cut,3.416666666666663,3,1,0,tomato,0.09999999999999999,0,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,40.751382678371954,24.760774961851897,,,1,1.0,12.0,24.0,72.0,,,3,0.2,30.0,,,4.0
6511,test,True,0,1,None_cut,3.1833333333333247,3,0,2,tomato_cut,3.416666666666663,3,1,0,tomato,0.09999999999999999,0,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,40.400032048841354,24.405032449452182,,,1,1.0,12.0,24.0,72.0,,,3,0.2,30.0,,,4.0
6512,test,True,0,1,None_cut,3.1833333333333247,3,0,2,tomato_cut,3.416666666666663,3,1,0,tomato,0.09999999999999999,0,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,40.045934845578955,24.345350181495174,,,1,1.0,12.0,24.0,72.0,,,3,0.2,30.0,,,4.0
6513,test,True,0,1,None_cut,3.1833333333333247,3,0,2,tomato_cut,3.416666666666663,3,1,0,tomato,0.09999999999999999,0,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,39.68804475478217,24.694513013006937,,,1,1.0,12.0,24.0,72.0,,,3,0.2,30.0,,,4.0
6514,test,True,0,1,None_cut,3.1833333333333247,3,0,2,tomato_cut,3.416666666666663,3,1,0,tomato,0.09999999999999999,0,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,39.33015466398538,25.0436758445187,,,1,1.0,12.0,24.0,72.0,,,3,0.2,30.0,,,4.0
6515,test,True,0,1,None_cut,3.1833333333333247,3,0,2,tomato_cut,3.416666666666663,3,1,0,tomato,0.09999999999999999,0,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,38.972264573188596,25.39283867603046,,,1,1.0,12.0,24.0,72.0,,,3,0.2,30.0,,,4.0
6516,test,True,0,1,None_cut,3.1833333333333247,3,0,2,tomato_cut,3.416666666666663,3,1,0,tomato,0.09999999999999999,0,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,38.61437448239181,25.742001507542223,,,1,1.0,12.0,24.0,72.0,,,3,0.2,30.0,,,4.0
6517,test,True,0,1,None_cut,3.1833333333333247,3,0,2,tomato_cut,3.416666666666663,3,1,0,tomato,0.09999999999999999,0,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,38.25648439159502,26.091164339053986,,,1,1.0,12.0,24.0,72.0,,,3,0.2,30.0,,,4.0
6518,test,True,0,1,None_cut,3.1833333333333247,3,0,2,tomato_cut,3.416666666666663,3,1,0,tomato,0.09999999999999999,0,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,37.89859430079824,26.440327170565748,,,1,1.0,12.0,24.0,72.0,,,3,0.2,30.0,,,4.0
6519,test,True,0,1,None_cut,3.1833333333333247,3,0,2,tomato_cut,3.416666666666663,3,1,0,tomato,0.09999999999999999,0,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,37.54070421000145,26.78949000207751,,,1,1.0,12.0,24.0,72.0,,,3,0.2,30.0,,,4.0
6520,test,True,0,1,None_cut,3.1833333333333247,3,0,2,tomato_cut,3.416666666666663,3,1,0,tomato,0.09999999999999999,0,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,37.182814119204664,27.138652833589273,,,1,1.0,12.0,24.0,72.0,,,3,0.2,30.0,,,4.0
6521,test,True,0,1,None_cut,3.1833333333333247,3,0,2,tomato_cut,3.416666666666663,3,1,0,tomato,0.09999999999999999,0,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,36.82492402840788,27.487815665101035,,,1,1.0,12.0,24.0,72.0,,,3,0.2,30.0,,,4.0
6522,test,True,0,1,None_cut,3.1833333333333247,3,0,2,tomato_cut,3.416666666666663,3,1,0,tomato,0.09999999999999999,0,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,36.46703393761109,27.836978496612797,,,1,1.0,12.0,24.0,72.0,,,3,0.2,30.0,,,4.0
6523,test,True,0,1,None_cut,3.1833333333333247,3,0,2,tomato_cut,3.416666666666663,3,1,0,tomato,0.09999999999999999,0,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,36.109143846814305,28.18614132812456,,,1,1.0,12.0,24.0,72.0,,,3,0.2,30.0,,,4.0
6524,test,True,0,1,None_cut,3.1833333333333247,3,0,2,tomato_cut,3.416666666666663,3,1,0,tomato,0.09999999999999999,0,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,35.75125375601752,28.535304159636322,,,1,1.0,12.0,24.0,72.0,,,3,0.2,30.0,,,4.0
6525,test,True,0,1,None_cut,3.1833333333333247,3,0,2,tomato_cut,3.416666666666663,3,1,0,tomato,0.09999999999999999,0,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,35.39336366522073,28.884466991148084,,,1,1.0,12.0,24.0,72.0,,,3,0.2,30.0,,,4.0
6526,test,True,0,1,None_cut,3.1833333333333247,3,0,2,tomato_cut,3.416666666666663,3,1,0,tomato,0.09999999999999999,0,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,35.035473574423946,29.233629822659847,,,1,1.0,12.0,24.0,72.0,,,3,0.2,30.0,,,4.0
6527,test,True,0,1,None_cut,3.1833333333333247,3,0,2,tomato_cut,3.416666666666663,3,1,0,tomato,0.09999999999999999,0,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,34.67758348362716,29.58279265417161,,,1,1.0,12.0,24.0,72.0,,,3,0.2,30.0,,,4.0
6528,test,True,0,1,None_cut,3.1833333333333247,3,0,2,tomato_cut,3.416666666666663,3,1,0,tomato,0.09999999999999999,0,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,34.319693392830374,29.93195548568337,,,1,1.0,12.0,24.0,72.0,,,3,0.2,30.0,,,4.0
6529,test,True,0,1,None_cut,3.1833333333333247,3,0,2,tomato_cut,3.416666666666663,3,1,0,tomato,0.09999999999999999,0,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,33.96180330203359,30.281118317195133,,,1,1.0,12.0,24.0,72.0,,,3,0.2,30.0,,,4.0
6530,test,True,0,1,None_cut,3.1833333333333247,3,0,2,tomato_cut,3.416666666666663,3,1,0,tomato,0.09999999999999999,0,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,33.6039132112368,30.630281148706896,,,1,1.0,12.0,24.0,72.0,,,3,0.2,30.0,,,4.0
6531,test,True,0,1,None_cut,3.1833333333333247,3,0,2,tomato_cut,3.416666666666663,3,1,0,tomato,0.09999999999999999,0,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,33.246023120440015,30.979443980218658,,,1,1.0,12.0,24.0,72.0,,,3,0.2,30.0,,,4.0
6532,test,True,0,1,None_cut,3.1833333333333247,3,0,2,tomato_cut,3.416666666666663,3,1,0,tomato,0.09999999999999999,0,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,32.88813302964323,31.32860681173042,,,1,1.0,12.0,24.0,72.0,,,3,0.2,30.0,,,4.0
6533,test,True,0,1,None_cut,3.1833333333333247,3,0,2,tomato_cut,3.416666666666663,3,1,0,tomato,0.09999999999999999,0,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,32.53024293884644,31.677769643242183,,,1,1.0,12.0,24.0,72.0,,,3,0.2,30.0,,,4.0
6534,test,True,0,1,None_cut,3.1833333333333247,3,0,2,tomato_cut,3.416666666666663,3,1,0,tomato,0.09999999999999999,0,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,32.172352848049655,32.02693247475395,,,1,1.0,12.0,24.0,72.0,,,3,0.2,30.0,,,4.0
6535,test,True,0,1,None_cut,3.1833333333333247,3,0,2,tomato_cut,3.416666666666663,3,1,0,tomato,0.09999999999999999,0,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,31.81446275725287,32.37609530626571,,,1,1.0,12.0,24.0,72.0,,,3,0.2,30.0,,,4.0
6536,test,True,0,1,None_cut,3.1833333333333247,3,0,2,tomato_cut,3.416666666666663,3,1,0,tomato,0.09999999999999999,0,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,31.456572666456083,32.72525813777747,,,1,1.0,12.0,24.0,72.0,,,3,0.2,30.0,,,4.0
6537,test,True,0,1,None_cut,3.1833333333333247,3,0,2,tomato_cut,3.416666666666663,3,1,0,tomato,0.09999999999999999,0,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,31.098682575659296,33.074420969289235,,,1,1.0,12.0,24.0,73.25000000000028,,,3,0.2,30.0,,,4.0
6538,test,True,0,1,None_cut,3.1833333333333247,3,0,2,tomato_cut,3.416666666666663,3,1,0,tomato,0.09999999999999999,0,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,30.74079248486251,33.423583800801,,,1,1.0,12.0,24.0,74.50000000000057,,,3,0.2,30.0,,,4.0
6539,test,True,0,1,None_cut,3.1833333333333247,3,0,2,tomato_cut,3.416666666666663,3,1,0,tomato,0.09999999999999999,0,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,30.382902394065724,33.77274663231276,,,1,1.0,12.0,24.0,75.75000000000085,,,3,0.2,30.0,,,4.0
6540,test,True,0,1,None_cut,3.1833333333333247,3,0,2,tomato_cut,3.416666666666663,3,1,0,tomato,0.09999999999999999,0,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,30.025012303268937,34.12190946382452,,,1,1.0,12.0,24.0,77.00000000000114,,,3,0.2,30.0,,,4.0
6541,test,True,0,1,None_cut,3.1833333333333247,3,0,2,tomato_cut,3.416666666666663,3,1,0,tomato,0.09999999999999999,0,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,29.66712221247215,34.471072295336285,,,1,1.0,12.0,24.0,78.25000000000142,,,3,0.2,30.0,,,4.0
6542,test,True,0,1,None_cut,3.1833333333333247,3,0,2,tomato_cut,3.416666666666663,3,1,0,tomato,0.09999999999999999,0,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,29.309232121675365,34.82023512684805,,,1,1.0,12.0,24.0,79.5000000000017,,,3,0.2,30.0,,,4.0
6543,test,True,0,1,None_cut,3.1833333333333247,3,0,2,tomato_cut,3.416666666666663,3,1,0,tomato,0.09999999999999999,0,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,28.95134203087858,35.16939795835981,,,1,1.0,12.0,24.0,80.75000000000199,,,3,0.2,30.0,,,4.0
6544,test,True,0,1,None_cut,3.1833333333333247,3,0,2,tomato_cut,3.416666666666663,3,1,0,tomato,0.09999999999999999,0,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,28.593451940081792,35.51856078987157,,,1,1.0,12.0,24.0,82.00000000000227,,,3,0.2,30.0,,,4.0
6545,test,True,0,1,None_cut,3.1833333333333247,3,0,2,tomato_cut,3.416666666666663,3,1,0,tomato,0.09999999999999999,0,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,28.235561849285006,35.867723621383334,,,1,1.0,12.0,24.0,83.25000000000256,,,3,0.2,30.0,,,4.0
6546,test,True,0,1,None_cut,3.1833333333333247,3,0,2,tomato_cut,3.416666666666663,3,1,0,tomato,0.09999999999999999,0,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,27.87767175848822,36.216886452895096,,,1,1.0,12.0,24.0,84.50000000000284,,,3,0.2,30.0,,,4.0
6547,test,True,0,1,None_cut,3.1833333333333247,3,0,2,tomato_cut,3.416666666666663,3,1,0,tomato,0.09999999999999999,0,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,27.519781667691433,36.56604928440686,,,1,1.0,12.0,24.0,85.75000000000313,,,3,0.2,30.0,,,4.0
6548,test,True,0,1,None_cut,3.1833333333333247,3,0,2,tomato_cut,3.416666666666663,3,1,0,tomato,0.09999999999999999,0,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,27.161891576894647,36.91521211591862,,,1,1.0,12.0,24.0,87.00000000000341,,,3,0.2,30.0,,,4.0
6549,test,True,0,1,None_cut,3.1833333333333247,3,0,2,tomato_cut,3.416666666666663,3,1,0,tomato,0.09999999999999999,0,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,26.80400148609786,37.26437494743038,,,1,1.0,12.0,24.0,88.2500000000037,,,3,0.2,30.0,,,4.0
6550,test,True,0,1,None_cut,3.1833333333333247,3,0,2,tomato_cut,3.416666666666663,3,1,0,tomato,0.09999999999999999,0,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,26.446111395301074,37.613537778942145,,,1,1.0,12.0,24.0,89.50000000000398,,,3,0.2,30.0,,,4.0
6551,test,True,0,1,None_cut,3.1833333333333247,3,0,2,tomato_cut,3.416666666666663,3,1,0,tomato,0.09999999999999999,0,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,26.088221304504287,37.96270061045391,,,1,1.0,12.0,24.0,90.75000000000426,,,3,0.2,30.0,,,4.0
