tick,phase,collision,CuttingBoard_01_slot_x,CuttingBoard_01_slot_y,CuttingBoard_01_item,CuttingBoard_01_cut_time_accumulated,CuttingBoard_01_cut_stage,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_10_slot_x,CuttingBoard_10_slot_y,CuttingBoard_10_item,CuttingBoard_10_cut_time_accumulated,CuttingBoard_10_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Counter_26_slot_x,Counter_26_slot_y,Counter_26_item,Counter_27_slot_x,Counter_27_slot_y,Counter_27_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Delivery_53_slot_x,Delivery_53_slot_y,Delivery_53_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Dispenser_80_slot_x,Dispenser_80_slot_y,Dispenser_80_item,Delivery_83_slot_x,Delivery_83_slot_y,Delivery_83_item,Dispenser_91_slot_x,Dispenser_91_slot_y,Dispenser_91_item,Delivery_93_slot_x,Delivery_93_slot_y,Delivery_93_item,996494ab285111e6_score,player_41543b16_x,player_41543b16_y,player_41543b16_move_target,player_41543b16_item,player_41543b16_score,player_41543b16_cut_speed,player_41543b16_speed,player_a44d6818_x,player_a44d6818_y,player_a44d6818_move_target,player_a44d6818_item,player_a44d6818_score,player_a44d6818_cut_speed,player_a44d6818_speed,34963b037371f666_score,0d3f90d88e79bc33_message,c13c6d1a4e7e6f46_score
5368,test,True,0,1,None_cut,3.7083333333333286,3,0,2,None_cut,3.4583333333333295,3,1,0,tomato_cut,3.8749999999999947,3,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,2,1.0,30.0,51.88854869385082,36.03340187448306,,tomato,1,1.0,30.0,,,3.0
5369,test,True,0,1,None_cut,3.7083333333333286,3,0,2,None_cut,3.4583333333333295,3,1,0,tomato_cut,3.916666666666661,3,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,2,1.0,30.0,51.01003345065749,35.1441825722426,,tomato,1,1.0,30.0,,,3.0
5370,test,True,0,1,None_cut,3.7083333333333286,3,0,2,None_cut,3.4583333333333295,3,1,0,tomato_cut,3.9583333333333277,3,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,2,1.0,30.0,50.131518207464154,34.254963270002136,,tomato,1,1.0,30.0,,,3.0
5371,test,True,0,1,None_cut,3.7083333333333286,3,0,2,None_cut,3.4583333333333295,3,1,0,tomato_cut,3.9999999999999942,3,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,2,1.0,30.0,49.25300296427143,33.365743967761674,,tomato,1,1.0,30.0,,,3.0
5372,test,True,0,1,None_cut,3.7083333333333286,3,0,2,None_cut,3.4583333333333295,3,1,0,tomato_cut,4.0,3,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,2,1.0,30.0,48.374487721078765,32.47652466552121,,tomato,1,1.0,30.0,,,3.0
5373,test,True,0,1,None_cut,3.7083333333333286,3,0,2,None_cut,3.4583333333333295,3,1,0,tomato_cut,4.0,3,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,2,1.0,30.0,47.49597247788594,31.58730536328058,,tomato,1,1.0,30.0,,,3.0
5374,test,True,0,1,None_cut,3.7083333333333286,3,0,2,None_cut,3.4583333333333295,3,1,0,tomato_cut,4.0,3,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,2,1.0,30.0,46.61745723469292,30.698086061039763,,tomato,1,1.0,30.0,,,3.0
5375,test,True,0,1,None_cut,3.7083333333333286,3,0,2,None_cut,3.4583333333333295,3,1,0,tomato_cut,4.0,3,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,2,1.0,30.0,45.73894199149991,29.808866758798946,,tomato,1,1.0,30.0,,,3.0
5376,test,True,0,1,None_cut,3.7083333333333286,3,0,2,None_cut,3.4583333333333295,3,1,0,tomato_cut,4.0,3,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,2,1.0,30.0,44.86042674830689,28.919647456558128,,tomato,1,1.0,30.0,,,3.0
5377,test,True,0,1,None_cut,3.7083333333333286,3,0,2,None_cut,3.4583333333333295,3,1,0,tomato_cut,4.0,3,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,2,1.0,30.0,43.98191150511388,28.03042815431731,,tomato,1,1.0,30.0,,,3.0
5378,test,True,0,1,None_cut,3.7083333333333286,3,0,2,None_cut,3.4583333333333295,3,1,0,tomato_cut,4.0,3,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,2,1.0,30.0,43.103396261920864,27.141208852076492,,tomato,1,1.0,30.0,,,3.0
5379,test,True,0,1,None_cut,3.7083333333333286,3,0,2,None_cut,3.4583333333333295,3,1,0,None_cut,4.0,3,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,tomato_cut,2,1.0,30.0,42.22488101872785,26.251989549835674,,tomato,1,1.0,30.0,,,3.0
5380,test,True,0,1,None_cut,3.7083333333333286,3,0,2,None_cut,3.4583333333333295,3,1,0,None_cut,4.0,3,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,tomato_cut,2,1.0,30.0,41.346365775534835,25.362770247594856,,tomato,1,1.0,30.0,,,3.0
5381,test,True,0,1,None_cut,3.7083333333333286,3,0,2,None_cut,3.4583333333333295,3,1,0,None_cut,4.0,3,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,tomato_cut,2,1.0,30.0,40.467850532341814,24.473550945354038,,tomato,1,1.0,30.0,,,3.0
5382,test,True,0,1,None_cut,3.7083333333333286,3,0,2,None_cut,3.4583333333333295,3,1,0,None_cut,4.0,3,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,tomato_cut,2,1.0,30.0,40.0,24.0,,tomato,1,1.0,30.0,,,3.0
5383,test,True,0,1,None_cut,3.7083333333333286,3,0,2,None_cut,3.4583333333333295,3,1,0,None_cut,4.0,3,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,tomato_cut,2,1.0,30.0,40.0,24.0,,tomato,1,1.0,30.0,,,3.0
5384,test,True,0,1,None_cut,3.7083333333333286,3,0,2,None_cut,3.4583333333333295,3,1,0,None_cut,4.0,3,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,tomato_cut,2,1.0,30.0,40.0,24.0,,tomato,1,1.0,30.0,,,3.0
5385,test,True,0,1,None_cut,3.7083333333333286,3,0,2,None_cut,3.4583333333333295,3,1,0,None_cut,4.0,3,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,tomato_cut,2,1.0,30.0,40.0,24.0,,tomato,1,1.0,30.0,,,3.0
5386,test,True,0,1,None_cut,3.7083333333333286,3,0,2,None_cut,3.4583333333333295,3,1,0,None_cut,4.0,3,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,tomato_cut,2,1.0,30.0,40.0,24.0,,tomato,1,1.0,30.0,,,3.0
5387,test,True,0,1,None_cut,3.7083333333333286,3,0,2,None_cut,3.4583333333333295,3,1,0,None_cut,4.0,3,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,tomato_cut,2,1.0,30.0,40.0,24.0,,tomato,1,1.0,30.0,,,3.0
5388,test,True,0,1,None_cut,3.7083333333333286,3,0,2,None_cut,3.4583333333333295,3,1,0,None_cut,4.0,3,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,tomato_cut,2,1.0,30.0,40.0,24.0,,tomato,1,1.0,30.0,,,3.0
5389,test,True,0,1,None_cut,3.7083333333333286,3,0,2,None_cut,3.4583333333333295,3,1,0,None_cut,4.0,3,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,tomato_cut,2,1.0,30.0,40.0,24.0,,tomato,1,1.0,30.0,,,3.0
5390,test,True,0,1,None_cut,3.7083333333333286,3,0,2,None_cut,3.4583333333333295,3,1,0,None_cut,4.0,3,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,tomato_cut,2,1.0,30.0,40.0,24.0,,tomato,1,1.0,30.0,,,3.0
5391,test,True,0,1,None_cut,3.7083333333333286,3,0,2,None_cut,3.4583333333333295,3,1,0,None_cut,4.0,3,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,tomato_cut,2,1.0,30.0,40.0,24.0,,tomato,1,1.0,30.0,,,3.0
5392,test,True,0,1,None_cut,3.7083333333333286,3,0,2,None_cut,3.4583333333333295,3,1,0,None_cut,4.0,3,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,tomato_cut,2,1.0,30.0,40.0,24.0,,tomato,1,1.0,30.0,,,3.0
5393,test,True,0,1,None_cut,3.7083333333333286,3,0,2,None_cut,3.4583333333333295,3,1,0,None_cut,4.0,3,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,tomato_cut,2,1.0,30.0,40.0,24.0,,tomato,1,1.0,30.0,,,3.0
5394,test,True,0,1,None_cut,3.7083333333333286,3,0,2,None_cut,3.4583333333333295,3,1,0,None_cut,4.0,3,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,tomato_cut,2,1.0,30.0,40.0,24.0,,tomato,1,1.0,30.0,,,3.0
5395,test,True,0,1,None_cut,3.7083333333333286,3,0,2,None_cut,3.4583333333333295,3,1,0,None_cut,4.0,3,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,tomato_cut,2,1.0,30.0,40.0,24.0,,tomato,1,1.0,30.0,,,3.0
5396,test,True,0,1,None_cut,3.7083333333333286,3,0,2,None_cut,3.4583333333333295,3,1,0,None_cut,4.0,3,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,tomato_cut,2,1.0,30.0,40.0,24.0,,tomato,1,1.0,30.0,,,3.0
5397,test,True,0,1,None_cut,3.7083333333333286,3,0,2,None_cut,3.4583333333333295,3,1,0,None_cut,4.0,3,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,tomato_cut,2,1.0,30.0,40.0,24.0,,tomato,1,1.0,30.0,,,3.0
5398,test,True,0,1,None_cut,3.7083333333333286,3,0,2,None_cut,3.4583333333333295,3,1,0,None_cut,4.0,3,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,tomato_cut,2,1.0,30.0,40.0,24.0,,tomato,1,1.0,30.0,,,3.0
5399,test,True,0,1,None_cut,3.7083333333333286,3,0,2,None_cut,3.4583333333333295,3,1,0,None_cut,4.0,3,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,tomato_cut,2,1.0,30.0,40.0,24.0,,tomato,1,1.0,30.0,,,3.0
5400,test,True,0,1,None_cut,3.7083333333333286,3,0,2,None_cut,3.4583333333333295,3,1,0,None_cut,4.0,3,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,tomato_cut,2,1.0,30.0,40.0,24.0,,tomato,1,1.0,30.0,,,3.0
5401,test,True,0,1,None_cut,3.7083333333333286,3,0,2,None_cut,3.4583333333333295,3,1,0,None_cut,4.0,3,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,tomato_cut,2,1.0,30.0,40.0,24.0,,tomato,1,1.0,30.0,,,3.0
5402,test,True,0,1,None_cut,3.7083333333333286,3,0,2,None_cut,3.4583333333333295,3,1,0,None_cut,4.0,3,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,tomato_cut,2,1.0,30.0,40.0,24.0,,tomato,1,1.0,30.0,,,3.0
5403,test,True,0,1,None_cut,3.7083333333333286,3,0,2,None_cut,3.4583333333333295,3,1,0,None_cut,4.0,3,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,tomato_cut,2,1.0,30.0,40.0,24.0,,tomato,1,1.0,30.0,,,3.0
5404,test,True,0,1,None_cut,3.7083333333333286,3,0,2,None_cut,3.4583333333333295,3,1,0,None_cut,4.0,3,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,tomato_cut,2,1.0,30.0,40.0,24.0,,tomato,1,1.0,30.0,,,3.0
5405,test,True,0,1,None_cut,3.7083333333333286,3,0,2,None_cut,3.4583333333333295,3,1,0,None_cut,4.0,3,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,tomato_cut,2,1.0,30.0,40.0,24.0,,tomato,1,1.0,30.0,,,3.0
5406,test,True,0,1,None_cut,3.7083333333333286,3,0,2,None_cut,3.4583333333333295,3,1,0,None_cut,4.0,3,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,tomato_cut,2,1.0,30.0,40.0,24.0,,tomato,1,1.0,30.0,,,3.0
5407,test,True,0,1,None_cut,3.7083333333333286,3,0,2,None_cut,3.4583333333333295,3,1,0,None_cut,4.0,3,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,tomato_cut,2,1.0,30.0,40.0,24.0,,tomato,1,1.0,30.0,,,3.0
5408,test,True,0,1,None_cut,3.7083333333333286,3,0,2,None_cut,3.4583333333333295,3,1,0,None_cut,4.0,3,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,tomato_cut,2,1.0,30.0,40.0,24.0,,tomato,1,1.0,30.0,,,3.0
5409,test,True,0,1,None_cut,3.7083333333333286,3,0,2,None_cut,3.4583333333333295,3,1,0,None_cut,4.0,3,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,tomato_cut,2,1.0,30.0,40.0,24.0,,tomato,1,1.0,30.0,,,3.0
5410,test,True,0,1,None_cut,3.7083333333333286,3,0,2,None_cut,3.4583333333333295,3,1,0,None_cut,4.0,3,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,tomato_cut,2,1.0,30.0,40.0,24.0,,tomato,1,1.0,30.0,,,3.0
5411,test,True,0,1,None_cut,3.7083333333333286,3,0,2,None_cut,3.4583333333333295,3,1,0,None_cut,4.0,3,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,tomato_cut,2,1.0,30.0,40.0,24.0,,tomato,1,1.0,30.0,,,3.0
5412,test,True,0,1,None_cut,3.7083333333333286,3,0,2,None_cut,3.4583333333333295,3,1,0,None_cut,4.0,3,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,tomato_cut,2,1.0,30.0,40.0,24.0,,tomato,1,1.0,30.0,,,3.0
5413,test,True,0,1,None_cut,3.7083333333333286,3,0,2,None_cut,3.4583333333333295,3,1,0,None_cut,4.0,3,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,tomato_cut,2,1.0,30.0,40.0,24.0,,tomato,1,1.0,30.0,,,3.0
5414,test,True,0,1,None_cut,3.7083333333333286,3,0,2,None_cut,3.4583333333333295,3,1,0,None_cut,4.0,3,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,tomato_cut,2,1.0,30.0,40.0,24.0,,tomato,1,1.0,30.0,,,3.0
5415,test,True,0,1,None_cut,3.7083333333333286,3,0,2,None_cut,3.4583333333333295,3,1,0,None_cut,4.0,3,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,tomato_cut,2,1.0,30.0,40.0,24.0,,tomato,1,1.0,30.0,,,3.0
5416,test,True,0,1,None_cut,3.7083333333333286,3,0,2,None_cut,3.4583333333333295,3,1,0,None_cut,4.0,3,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,tomato_cut,2,1.0,30.0,40.0,24.0,,tomato,1,1.0,30.0,,,3.0
5417,test,True,0,1,None_cut,3.7083333333333286,3,0,2,None_cut,3.4583333333333295,3,1,0,None_cut,4.0,3,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,tomato_cut,2,1.0,30.0,40.0,24.0,,tomato,1,1.0,30.0,,,3.0
5418,test,True,0,1,None_cut,3.7083333333333286,3,0,2,None_cut,3.4583333333333295,3,1,0,None_cut,4.0,3,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,tomato_cut,2,1.0,30.0,40.0,24.0,,tomato,1,1.0,30.0,,,3.0
5419,test,True,0,1,None_cut,3.7083333333333286,3,0,2,None_cut,3.4583333333333295,3,1,0,None_cut,4.0,3,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,tomato_cut,2,1.0,30.0,40.0,24.0,,tomato,1,1.0,30.0,,,3.0
5420,test,True,0,1,None_cut,3.7083333333333286,3,0,2,None_cut,3.4583333333333295,3,1,0,None_cut,4.0,3,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,tomato_cut,2,1.0,30.0,40.0,24.0,,tomato,1,1.0,30.0,,,3.0
5421,test,True,0,1,None_cut,3.7083333333333286,3,0,2,None_cut,3.4583333333333295,3,1,0,None_cut,4.0,3,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,tomato_cut,2,1.0,30.0,40.0,24.0,,tomato,1,1.0,30.0,,,3.0
5422,test,True,0,1,None_cut,3.7083333333333286,3,0,2,None_cut,3.4583333333333295,3,1,0,None_cut,4.0,3,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,tomato_cut,2,1.0,30.0,40.0,24.0,,tomato,1,1.0,30.0,,,3.0
5423,test,True,0,1,None_cut,3.7083333333333286,3,0,2,None_cut,3.4583333333333295,3,1,0,None_cut,4.0,3,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,tomato_cut,2,1.0,30.0,40.0,24.0,,tomato,1,1.0,30.0,,,3.0
5424,test,True,0,1,None_cut,3.7083333333333286,3,0,2,None_cut,3.4583333333333295,3,1,0,None_cut,4.0,3,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,tomato_cut,2,1.0,30.0,40.0,24.0,,tomato,1,1.0,30.0,,,3.0
5425,test,True,0,1,None_cut,3.7083333333333286,3,0,2,None_cut,3.4583333333333295,3,1,0,None_cut,4.0,3,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,tomato_cut,2,1.0,30.0,40.0,24.0,,tomato,1,1.0,30.0,,,3.0
5426,test,True,0,1,None_cut,3.7083333333333286,3,0,2,None_cut,3.4583333333333295,3,1,0,None_cut,4.0,3,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,tomato_cut,2,1.0,30.0,40.0,24.0,,tomato,1,1.0,30.0,,,3.0
5427,test,True,0,1,None_cut,3.7083333333333286,3,0,2,None_cut,3.4583333333333295,3,1,0,None_cut,4.0,3,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,tomato_cut,2,1.0,30.0,40.0,24.0,,tomato,1,1.0,30.0,,,3.0
