tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_03_slot_x,CuttingBoard_03_slot_y,CuttingBoard_03_item,CuttingBoard_03_cut_time_accumulated,CuttingBoard_03_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,f0a5903710a31cdf_score,player_14a0f1a9_x,player_14a0f1a9_y,player_14a0f1a9_move_target,player_14a0f1a9_item,player_14a0f1a9_score,player_14a0f1a9_cut_speed,player_14a0f1a9_speed,player_66ed9f9d_x,player_66ed9f9d_y,player_66ed9f9d_move_target,player_66ed9f9d_item,player_66ed9f9d_score,player_66ed9f9d_cut_speed,player_66ed9f9d_speed
3667,0,1,,0,2,None_cut,3.583333333333329,3,0,3,None_cut,3.48333333333333,3,2,2,,2,3,tomato_salad,2,4,,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,65.00000000000318,,,2,1.0,12.0,78.28141804573642,46.28288245010951,,tomato_salad,3,0.2,30.0
3668,0,1,,0,2,None_cut,3.583333333333329,3,0,3,None_cut,3.48333333333333,3,2,2,,2,3,tomato_salad,2,4,,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,65.50000000000273,,,2,1.0,12.0,79.16536811689278,47.16669932690111,,tomato_salad,3,0.2,30.0
3669,0,1,,0,2,None_cut,3.583333333333329,3,0,3,None_cut,3.48333333333333,3,2,2,,2,3,tomato_salad,2,4,,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,66.00000000000227,,,2,1.0,12.0,80.04931818804914,48.05051620369271,,tomato_salad,3,0.2,30.0
3670,0,1,,0,2,None_cut,3.583333333333329,3,0,3,None_cut,3.48333333333333,3,2,2,,2,3,tomato_salad,2,4,,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,66.50000000000182,,,2,1.0,12.0,80.9332682592055,48.93433308048431,,tomato_salad,3,0.2,30.0
3671,0,1,,0,2,None_cut,3.583333333333329,3,0,3,None_cut,3.48333333333333,3,2,2,,2,3,tomato_salad,2,4,,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,67.00000000000136,,,2,1.0,12.0,81.81721833036187,49.81814995727591,,tomato_salad,3,0.2,30.0
3672,0,1,,0,2,None_cut,3.583333333333329,3,0,3,None_cut,3.48333333333333,3,2,2,,2,3,tomato_salad,2,4,,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,67.50000000000091,,,2,1.0,12.0,82.70116840151823,50.701966834067505,,tomato_salad,3,0.2,30.0
3673,0,1,,0,2,None_cut,3.583333333333329,3,0,3,None_cut,3.48333333333333,3,2,2,,2,3,tomato_salad,2,4,,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,68.00000000000045,,,2,1.0,12.0,83.5851184726746,51.585783710859104,,tomato_salad,3,0.2,30.0
3674,0,1,,0,2,None_cut,3.583333333333329,3,0,3,None_cut,3.48333333333333,3,2,2,,2,3,tomato_salad,2,4,,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,68.5,,,2,1.0,12.0,84.46906854383096,52.4696005876507,,tomato_salad,3,0.2,30.0
3675,0,1,,0,2,None_cut,3.583333333333329,3,0,3,None_cut,3.48333333333333,3,2,2,,2,3,tomato_salad,2,4,,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,68.99999999999955,,,2,1.0,12.0,85.35301861498732,53.3534174644423,,tomato_salad,3,0.2,30.0
3676,0,1,,0,2,None_cut,3.583333333333329,3,0,3,None_cut,3.48333333333333,3,2,2,,2,3,tomato_salad,2,4,,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,69.49999999999909,,,2,1.0,12.0,86.23696868614368,54.2372343412339,,tomato_salad,3,0.2,30.0
3677,0,1,,0,2,None_cut,3.583333333333329,3,0,3,None_cut,3.48333333333333,3,2,2,,2,3,tomato_salad,2,4,,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,69.99999999999864,,,2,1.0,12.0,87.12091875730005,55.1210512180255,,tomato_salad,3,0.2,30.0
3678,0,1,,0,2,None_cut,3.583333333333329,3,0,3,None_cut,3.48333333333333,3,2,2,,2,3,tomato_salad,2,4,,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,70.49999999999818,,,2,1.0,12.0,88.0,56.0,,tomato_salad,3,0.2,30.0
3679,0,1,,0,2,None_cut,3.583333333333329,3,0,3,None_cut,3.48333333333333,3,2,2,,2,3,tomato_salad,2,4,,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,70.99999999999773,,,2,1.0,12.0,88.0,56.0,,,4,0.2,30.0
3680,0,1,,0,2,None_cut,3.583333333333329,3,0,3,None_cut,3.48333333333333,3,2,2,,2,3,tomato_salad,2,4,,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,71.49999999999727,,,2,1.0,12.0,88.0,56.0,,,4,0.2,30.0
3681,0,1,,0,2,None_cut,3.583333333333329,3,0,3,None_cut,3.48333333333333,3,2,2,,2,3,tomato_salad,2,4,,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,71.99999999999682,,,2,1.0,12.0,88.0,56.0,,,4,0.2,30.0
3682,0,1,,0,2,None_cut,3.583333333333329,3,0,3,None_cut,3.48333333333333,3,2,2,,2,3,tomato_salad,2,4,,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,72.49999999999636,,,2,1.0,12.0,88.0,56.0,,,4,0.2,30.0
3683,0,1,,0,2,None_cut,3.583333333333329,3,0,3,None_cut,3.48333333333333,3,2,2,,2,3,tomato_salad,2,4,,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,72.99999999999591,,,2,1.0,12.0,88.0,56.0,,,4,0.2,30.0
3684,0,1,,0,2,None_cut,3.583333333333329,3,0,3,None_cut,3.48333333333333,3,2,2,,2,3,tomato_salad,2,4,,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,73.49999999999545,,,2,1.0,12.0,88.0,56.0,,,4,0.2,30.0
3685,0,1,,0,2,None_cut,3.583333333333329,3,0,3,None_cut,3.48333333333333,3,2,2,,2,3,tomato_salad,2,4,,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,73.999999999995,,,2,1.0,12.0,88.0,56.0,,,4,0.2,30.0
3686,0,1,,0,2,None_cut,3.583333333333329,3,0,3,None_cut,3.48333333333333,3,2,2,,2,3,tomato_salad,2,4,,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,74.49999999999454,,,2,1.0,12.0,88.0,56.0,,,4,0.2,30.0
3687,0,1,,0,2,None_cut,3.583333333333329,3,0,3,None_cut,3.48333333333333,3,2,2,,2,3,tomato_salad,2,4,,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,74.99999999999409,,,2,1.0,12.0,88.0,56.0,,,4,0.2,30.0
3688,0,1,,0,2,None_cut,3.583333333333329,3,0,3,None_cut,3.48333333333333,3,2,2,,2,3,tomato_salad,2,4,,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,75.49999999999363,,,2,1.0,12.0,88.0,56.0,,,4,0.2,30.0
3689,0,1,,0,2,None_cut,3.583333333333329,3,0,3,None_cut,3.48333333333333,3,2,2,,2,3,tomato_salad,2,4,,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,75.99999999999318,,,2,1.0,12.0,88.0,56.0,,,4,0.2,30.0
3690,0,1,,0,2,None_cut,3.583333333333329,3,0,3,None_cut,3.48333333333333,3,2,2,,2,3,tomato_salad,2,4,,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,76.49999999999272,,,2,1.0,12.0,88.0,56.0,,,4,0.2,30.0
3691,0,1,,0,2,None_cut,3.583333333333329,3,0,3,None_cut,3.48333333333333,3,2,2,,2,3,tomato_salad,2,4,,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,76.99999999999227,,,2,1.0,12.0,88.0,56.0,,,4,0.2,30.0
3692,0,1,,0,2,None_cut,3.583333333333329,3,0,3,None_cut,3.48333333333333,3,2,2,,2,3,tomato_salad,2,4,,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,77.49999999999181,,,2,1.0,12.0,88.0,56.0,,,4,0.2,30.0
3693,0,1,,0,2,None_cut,3.583333333333329,3,0,3,None_cut,3.48333333333333,3,2,2,,2,3,tomato_salad,2,4,,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,77.99999999999136,,,2,1.0,12.0,88.0,56.0,,,4,0.2,30.0
3694,0,1,,0,2,None_cut,3.583333333333329,3,0,3,None_cut,3.48333333333333,3,2,2,,2,3,tomato_salad,2,4,,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,78.4999999999909,,,2,1.0,12.0,88.0,56.0,,,4,0.2,30.0
3695,0,1,,0,2,None_cut,3.583333333333329,3,0,3,None_cut,3.48333333333333,3,2,2,,2,3,tomato_salad,2,4,,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,78.99999999999045,,,2,1.0,12.0,88.0,56.0,,,4,0.2,30.0
3696,0,1,,0,2,None_cut,3.583333333333329,3,0,3,None_cut,3.48333333333333,3,2,2,,2,3,tomato_salad,2,4,,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,79.49999999999,,,2,1.0,12.0,88.0,56.0,,,4,0.2,30.0
3697,0,1,,0,2,None_cut,3.583333333333329,3,0,3,None_cut,3.48333333333333,3,2,2,,2,3,tomato_salad,2,4,,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,79.99999999998954,,,2,1.0,12.0,88.0,56.0,,,4,0.2,30.0
3698,0,1,,0,2,None_cut,3.583333333333329,3,0,3,None_cut,3.48333333333333,3,2,2,,2,3,tomato_salad,2,4,,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,80.49999999998909,,,2,1.0,12.0,88.0,56.0,,,4,0.2,30.0
3699,0,1,,0,2,None_cut,3.583333333333329,3,0,3,None_cut,3.48333333333333,3,2,2,,2,3,tomato_salad,2,4,,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,80.99999999998863,,,2,1.0,12.0,88.0,56.0,,,4,0.2,30.0
3700,0,1,,0,2,None_cut,3.583333333333329,3,0,3,None_cut,3.48333333333333,3,2,2,,2,3,tomato_salad,2,4,,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,81.49999999998818,,,2,1.0,12.0,88.0,56.0,,,4,0.2,30.0
3701,0,1,,0,2,None_cut,3.583333333333329,3,0,3,None_cut,3.48333333333333,3,2,2,,2,3,tomato_salad,2,4,,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,81.99999999998772,,,2,1.0,12.0,88.0,56.0,,,4,0.2,30.0
3702,0,1,,0,2,None_cut,3.583333333333329,3,0,3,None_cut,3.48333333333333,3,2,2,,2,3,tomato_salad,2,4,,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,82.49999999998727,,,2,1.0,12.0,88.0,56.0,,,4,0.2,30.0
3703,0,1,,0,2,None_cut,3.583333333333329,3,0,3,None_cut,3.48333333333333,3,2,2,,2,3,tomato_salad,2,4,,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,82.99999999998681,,,2,1.0,12.0,88.0,56.0,,,4,0.2,30.0
3704,0,1,,0,2,None_cut,3.583333333333329,3,0,3,None_cut,3.48333333333333,3,2,2,,2,3,tomato_salad,2,4,,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,83.49999999998636,,,2,1.0,12.0,88.0,54.749999999999716,,,4,0.2,30.0
3705,0,1,,0,2,None_cut,3.583333333333329,3,0,3,None_cut,3.48333333333333,3,2,2,,2,3,tomato_salad,2,4,,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,83.9999999999859,,,2,1.0,12.0,88.0,53.49999999999943,,,4,0.2,30.0
3706,0,1,,0,2,None_cut,3.583333333333329,3,0,3,None_cut,3.48333333333333,3,2,2,,2,3,tomato_salad,2,4,,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,84.49999999998545,,,2,1.0,12.0,88.0,52.24999999999915,,,4,0.2,30.0
3707,0,1,,0,2,None_cut,3.583333333333329,3,0,3,None_cut,3.48333333333333,3,2,2,,2,3,tomato_salad,2,4,,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,84.999999999985,,,2,1.0,12.0,88.0,50.99999999999886,,,4,0.2,30.0
3708,0,1,,0,2,None_cut,3.583333333333329,3,0,3,None_cut,3.48333333333333,3,2,2,,2,3,tomato_salad,2,4,,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,85.49999999998454,,,2,1.0,12.0,88.0,49.74999999999858,,,4,0.2,30.0
3709,0,1,,0,2,None_cut,3.583333333333329,3,0,3,None_cut,3.48333333333333,3,2,2,,2,3,tomato_salad,2,4,,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,85.99999999998408,,,2,1.0,12.0,88.0,48.499999999998295,,,4,0.2,30.0
3710,0,1,,0,2,None_cut,3.583333333333329,3,0,3,None_cut,3.48333333333333,3,2,2,,2,3,tomato_salad,2,4,,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,86.49999999998363,,,2,1.0,12.0,88.0,47.24999999999801,,,4,0.2,30.0
3711,0,1,,0,2,None_cut,3.583333333333329,3,0,3,None_cut,3.48333333333333,3,2,2,,2,3,tomato_salad,2,4,,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,86.99999999998317,,,2,1.0,12.0,88.0,45.999999999997726,,,4,0.2,30.0
3712,0,1,,0,2,None_cut,3.583333333333329,3,0,3,None_cut,3.48333333333333,3,2,2,,2,3,tomato_salad,2,4,,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,87.49999999998272,,,2,1.0,12.0,88.0,44.74999999999744,,,4,0.2,30.0
3713,0,1,,0,2,None_cut,3.583333333333329,3,0,3,None_cut,3.48333333333333,3,2,2,,2,3,tomato_salad,2,4,,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,88.0,,,2,1.0,12.0,88.0,43.49999999999716,,,4,0.2,30.0
3714,0,1,,0,2,None_cut,3.583333333333329,3,0,3,None_cut,3.48333333333333,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,88.0,,tomato,2,1.0,12.0,88.0,42.249999999996874,,,4,0.2,30.0
3715,0,1,,0,2,None_cut,3.583333333333329,3,0,3,None_cut,3.48333333333333,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,88.0,,tomato,2,1.0,12.0,88.0,40.99999999999659,,,4,0.2,30.0
3716,0,1,,0,2,None_cut,3.583333333333329,3,0,3,None_cut,3.48333333333333,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,88.0,,tomato,2,1.0,12.0,87.6837844334222,39.8798317388366,,,4,0.2,30.0
3717,0,1,,0,2,None_cut,3.583333333333329,3,0,3,None_cut,3.48333333333333,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,88.0,,tomato,2,1.0,12.0,86.805407859595,38.990475457837135,,,4,0.2,30.0
3718,0,1,,0,2,None_cut,3.583333333333329,3,0,3,None_cut,3.48333333333333,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,88.0,,tomato,2,1.0,12.0,85.92703128576778,38.10111917683767,,,4,0.2,30.0
3719,0,1,,0,2,None_cut,3.583333333333329,3,0,3,None_cut,3.48333333333333,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,88.0,,tomato,2,1.0,12.0,85.04865471194057,37.211762895838206,,,4,0.2,30.0
3720,0,1,,0,2,None_cut,3.583333333333329,3,0,3,None_cut,3.48333333333333,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,88.0,,tomato,2,1.0,12.0,84.17027813811345,36.32240661483874,,,4,0.2,30.0
3721,0,1,,0,2,None_cut,3.583333333333329,3,0,3,None_cut,3.48333333333333,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,88.0,,tomato,2,1.0,12.0,83.29190156428673,35.433050333839276,,,4,0.2,30.0
3722,0,1,,0,2,None_cut,3.583333333333329,3,0,3,None_cut,3.48333333333333,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,88.0,,tomato,2,1.0,12.0,82.41352499046002,34.54369405283981,,,4,0.2,30.0
3723,0,1,,0,2,None_cut,3.583333333333329,3,0,3,None_cut,3.48333333333333,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,88.0,,tomato,2,1.0,12.0,81.5351484166333,33.654337771840346,,,4,0.2,30.0
3724,0,1,,0,2,None_cut,3.583333333333329,3,0,3,None_cut,3.48333333333333,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,88.0,,tomato,2,1.0,12.0,80.65677184280659,32.76498149084088,,,4,0.2,30.0
3725,0,1,,0,2,None_cut,3.583333333333329,3,0,3,None_cut,3.48333333333333,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,88.0,,tomato,2,1.0,12.0,79.77839526897993,31.875625209841466,,,4,0.2,30.0
3726,0,1,,0,2,None_cut,3.583333333333329,3,0,3,None_cut,3.48333333333333,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,88.0,,tomato,2,1.0,12.0,78.90001869515356,30.986268928842357,,,4,0.2,30.0
3727,0,1,,0,2,None_cut,3.583333333333329,3,0,3,None_cut,3.48333333333333,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,88.0,,tomato,2,1.0,12.0,78.0216421213272,30.096912647843247,,,4,0.2,30.0
3728,0,1,,0,2,None_cut,3.583333333333329,3,0,3,None_cut,3.48333333333333,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,88.0,,tomato,2,1.0,12.0,77.14326554750085,29.207556366844138,,,4,0.2,30.0
3729,0,1,,0,2,None_cut,3.583333333333329,3,0,3,None_cut,3.48333333333333,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,87.50000000000045,,tomato,2,1.0,12.0,76.26488897367449,28.318200085845028,,,4,0.2,30.0
3730,0,1,,0,2,None_cut,3.583333333333329,3,0,3,None_cut,3.48333333333333,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,87.00000000000091,,tomato,2,1.0,12.0,75.38651239984813,27.42884380484592,,,4,0.2,30.0
3731,0,1,,0,2,None_cut,3.583333333333329,3,0,3,None_cut,3.48333333333333,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,86.50000000000136,,tomato,2,1.0,12.0,74.50813582602177,26.53948752384681,,,4,0.2,30.0
3732,0,1,,0,2,None_cut,3.583333333333329,3,0,3,None_cut,3.48333333333333,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,86.00000000000182,,tomato,2,1.0,12.0,73.6297592521954,25.6501312428477,,,4,0.2,30.0
3733,0,1,,0,2,None_cut,3.583333333333329,3,0,3,None_cut,3.48333333333333,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,85.50000000000227,,tomato,2,1.0,12.0,72.75138267836904,24.76077496184859,,,4,0.2,30.0
3734,0,1,,0,2,None_cut,3.583333333333329,3,0,3,None_cut,3.48333333333333,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,85.00000000000273,,tomato,2,1.0,12.0,72.0,24.0,,,4,0.2,30.0
3735,0,1,,0,2,None_cut,3.583333333333329,3,0,3,None_cut,3.48333333333333,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,84.50000000000318,,tomato,2,1.0,12.0,72.0,24.0,,tomato,4,0.2,30.0
3736,0,1,,0,2,None_cut,3.583333333333329,3,0,3,None_cut,3.48333333333333,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,84.00000000000364,,tomato,2,1.0,12.0,72.0,24.0,,tomato,4,0.2,30.0
3737,0,1,,0,2,None_cut,3.583333333333329,3,0,3,None_cut,3.48333333333333,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,83.50000000000409,,tomato,2,1.0,12.0,72.0,24.0,,tomato,4,0.2,30.0
3738,0,1,,0,2,None_cut,3.583333333333329,3,0,3,None_cut,3.48333333333333,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,83.00000000000455,,tomato,2,1.0,12.0,72.0,24.0,,tomato,4,0.2,30.0
3739,0,1,,0,2,None_cut,3.583333333333329,3,0,3,None_cut,3.48333333333333,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,82.500000000005,,tomato,2,1.0,12.0,72.0,24.0,,tomato,4,0.2,30.0
3740,0,1,,0,2,None_cut,3.583333333333329,3,0,3,None_cut,3.48333333333333,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,82.00000000000546,,tomato,2,1.0,12.0,72.0,24.0,,tomato,4,0.2,30.0
3741,0,1,,0,2,None_cut,3.583333333333329,3,0,3,None_cut,3.48333333333333,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,81.50000000000591,,tomato,2,1.0,12.0,72.0,24.0,,tomato,4,0.2,30.0
