tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_03_slot_x,CuttingBoard_03_slot_y,CuttingBoard_03_item,CuttingBoard_03_cut_time_accumulated,CuttingBoard_03_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,f6fdf28e0e04d635_score,player_3c3a1af0_x,player_3c3a1af0_y,player_3c3a1af0_move_target,player_3c3a1af0_item,player_3c3a1af0_score,player_3c3a1af0_cut_speed,player_3c3a1af0_speed,player_8f76aed0_x,player_8f76aed0_y,player_8f76aed0_move_target,player_8f76aed0_item,player_8f76aed0_score,player_8f76aed0_cut_speed,player_8f76aed0_speed
3757,0,1,,0,2,None_cut,3.3999999999999906,3,0,3,tomato_cut,3.916666666666661,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,72.0,,plate,2,1.0,12.0,37.184241382541074,27.12588301862595,,tomato,2,0.2,30.0
3758,0,1,,0,2,None_cut,3.3999999999999906,3,0,3,tomato_cut,3.916666666666661,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,72.0,,plate,2,1.0,12.0,36.289902010939414,27.999185422380243,,tomato,2,0.2,30.0
3759,0,1,,0,2,None_cut,3.3999999999999906,3,0,3,tomato_cut,3.916666666666661,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,72.0,,plate,2,1.0,12.0,35.395562639337754,28.872487826134538,,tomato,2,0.2,30.0
3760,0,1,,0,2,None_cut,3.3999999999999906,3,0,3,tomato_cut,3.916666666666661,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,72.0,,plate,2,1.0,12.0,34.501223267736094,29.745790229888833,,tomato,2,0.2,30.0
3761,0,1,,0,2,None_cut,3.3999999999999906,3,0,3,tomato_cut,3.916666666666661,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,72.0,,plate,2,1.0,12.0,33.606883896134434,30.619092633643127,,tomato,2,0.2,30.0
3762,0,1,,0,2,None_cut,3.3999999999999906,3,0,3,tomato_cut,3.916666666666661,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,72.0,,plate,2,1.0,12.0,32.712544524532774,31.492395037397422,,tomato,2,0.2,30.0
3763,0,1,,0,2,None_cut,3.3999999999999906,3,0,3,tomato_cut,3.916666666666661,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,72.0,,plate,2,1.0,12.0,31.818205152931114,32.36569744115157,,tomato,2,0.2,30.0
3764,0,1,,0,2,None_cut,3.3999999999999906,3,0,3,tomato_cut,3.916666666666661,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,72.0,,plate,2,1.0,12.0,30.923865781329454,33.23899984490551,,tomato,2,0.2,30.0
3765,0,1,,0,2,None_cut,3.3999999999999906,3,0,3,tomato_cut,3.916666666666661,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,72.0,,plate,2,1.0,12.0,30.029526409727794,34.11230224865945,,tomato,2,0.2,30.0
3766,0,1,,0,2,None_cut,3.3999999999999906,3,0,3,tomato_cut,3.916666666666661,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,72.0,,plate,2,1.0,12.0,29.135187038126134,34.985604652413386,,tomato,2,0.2,30.0
3767,0,1,,0,2,None_cut,3.3999999999999906,3,0,3,tomato_cut,3.916666666666661,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,72.0,,plate,2,1.0,12.0,28.240847666524473,35.858907056167375,,tomato,2,0.2,30.0
3768,0,1,,0,2,None_cut,3.3999999999999906,3,0,3,tomato_cut,3.916666666666661,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,72.0,,plate,2,1.0,12.0,27.346508294922813,36.732209459921606,,tomato,2,0.2,30.0
3769,0,1,,0,2,None_cut,3.3999999999999906,3,0,3,tomato_cut,3.916666666666661,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,72.0,,plate,2,1.0,12.0,26.452168923321153,37.60551186367584,,tomato,2,0.2,30.0
3770,0,1,,0,2,None_cut,3.3999999999999906,3,0,3,tomato_cut,3.916666666666661,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,72.0,,plate,2,1.0,12.0,25.557829551719493,38.47881426743007,,tomato,2,0.2,30.0
3771,0,1,,0,2,None_cut,3.3999999999999906,3,0,3,tomato_cut,3.916666666666661,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,72.0,,plate,2,1.0,12.0,24.663490180117833,39.35211667118429,,tomato,2,0.2,30.0
3772,0,1,,0,2,None_cut,3.3999999999999906,3,0,3,tomato_cut,3.916666666666661,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,72.0,,plate,2,1.0,12.0,24.0,40.0,,tomato,2,0.2,30.0
3773,0,1,,0,2,tomato,0.0,0,0,3,tomato_cut,3.916666666666661,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,72.0,,plate,2,1.0,12.0,24.0,40.0,,,2,0.2,30.0
3774,0,1,,0,2,tomato,0.008333333333333333,0,0,3,tomato_cut,3.916666666666661,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,72.0,,plate,2,1.0,12.0,24.0,40.0,,,2,0.2,30.0
3775,0,1,,0,2,tomato,0.016666666666666666,0,0,3,tomato_cut,3.916666666666661,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,72.0,,plate,2,1.0,12.0,24.0,40.0,,,2,0.2,30.0
3776,0,1,,0,2,tomato,0.025,0,0,3,tomato_cut,3.916666666666661,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,72.0,,plate,2,1.0,12.0,24.0,40.0,,,2,0.2,30.0
3777,0,1,,0,2,tomato,0.03333333333333333,0,0,3,tomato_cut,3.916666666666661,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,72.0,,plate,2,1.0,12.0,24.0,40.0,,,2,0.2,30.0
3778,0,1,,0,2,tomato,0.041666666666666664,0,0,3,tomato_cut,3.916666666666661,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,72.0,,plate,2,1.0,12.0,24.0,40.0,,,2,0.2,30.0
3779,0,1,,0,2,tomato,0.049999999999999996,0,0,3,tomato_cut,3.916666666666661,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,72.0,,plate,2,1.0,12.0,24.0,40.0,,,2,0.2,30.0
3780,0,1,,0,2,tomato,0.05833333333333333,0,0,3,tomato_cut,3.916666666666661,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,72.0,,plate,2,1.0,12.0,24.0,40.0,,,2,0.2,30.0
3781,0,1,,0,2,tomato,0.06666666666666667,0,0,3,tomato_cut,3.916666666666661,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,72.0,,plate,2,1.0,12.0,24.0,40.0,,,2,0.2,30.0
3782,0,1,,0,2,tomato,0.075,0,0,3,tomato_cut,3.916666666666661,3,2,2,,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,72.0,,,2,1.0,12.0,24.0,40.0,,,2,0.2,30.0
3783,0,1,,0,2,tomato,0.08333333333333333,0,0,3,tomato_cut,3.916666666666661,3,2,2,,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,72.0,,,2,1.0,12.0,24.0,40.0,,,2,0.2,30.0
3784,0,1,,0,2,tomato,0.09166666666666666,0,0,3,tomato_cut,3.916666666666661,3,2,2,,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,72.0,,,2,1.0,12.0,24.0,40.0,,,2,0.2,30.0
3785,0,1,,0,2,tomato,0.09999999999999999,0,0,3,tomato_cut,3.916666666666661,3,2,2,,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,72.0,,,2,1.0,12.0,24.0,40.0,,,2,0.2,30.0
3786,0,1,,0,2,tomato,0.10833333333333332,0,0,3,tomato_cut,3.916666666666661,3,2,2,,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,72.0,,,2,1.0,12.0,24.0,40.0,,,2,0.2,30.0
3787,0,1,,0,2,tomato,0.11666666666666665,0,0,3,tomato_cut,3.916666666666661,3,2,2,,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,72.0,,,2,1.0,12.0,24.0,40.0,,,2,0.2,30.0
3788,0,1,,0,2,tomato,0.12499999999999999,0,0,3,tomato_cut,3.916666666666661,3,2,2,,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,72.0,,,2,1.0,12.0,24.0,40.0,,,2,0.2,30.0
3789,0,1,,0,2,tomato,0.13333333333333333,0,0,3,tomato_cut,3.916666666666661,3,2,2,,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,72.0,,,2,1.0,12.0,24.0,40.0,,,2,0.2,30.0
3790,0,1,,0,2,tomato,0.14166666666666666,0,0,3,tomato_cut,3.916666666666661,3,2,2,,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,72.0,,,2,1.0,12.0,24.0,40.0,,,2,0.2,30.0
3791,0,1,,0,2,tomato,0.15,0,0,3,tomato_cut,3.916666666666661,3,2,2,,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,72.0,,,2,1.0,12.0,24.0,40.0,,,2,0.2,30.0
3792,0,1,,0,2,tomato,0.15833333333333333,0,0,3,tomato_cut,3.916666666666661,3,2,2,,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,72.0,,,2,1.0,12.0,24.0,40.0,,,2,0.2,30.0
3793,0,1,,0,2,tomato,0.16666666666666666,0,0,3,tomato_cut,3.916666666666661,3,2,2,,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,72.0,,,2,1.0,12.0,24.0,40.0,,,2,0.2,30.0
3794,0,1,,0,2,tomato,0.175,0,0,3,tomato_cut,3.916666666666661,3,2,2,,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,72.0,,,2,1.0,12.0,24.0,40.0,,,2,0.2,30.0
3795,0,1,,0,2,tomato,0.18333333333333332,0,0,3,tomato_cut,3.916666666666661,3,2,2,,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,72.0,,,2,1.0,12.0,24.0,40.0,,,2,0.2,30.0
3796,0,1,,0,2,tomato,0.19166666666666665,0,0,3,tomato_cut,3.916666666666661,3,2,2,,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,72.0,,,2,1.0,12.0,24.0,40.0,,,2,0.2,30.0
3797,0,1,,0,2,tomato,0.19999999999999998,0,0,3,tomato_cut,3.916666666666661,3,2,2,,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,72.0,,,2,1.0,12.0,24.0,40.0,,,2,0.2,30.0
3798,0,1,,0,2,tomato,0.20833333333333331,0,0,3,tomato_cut,3.916666666666661,3,2,2,,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,72.0,,,2,1.0,12.0,24.0,40.0,,,2,0.2,30.0
3799,0,1,,0,2,tomato,0.21666666666666665,0,0,3,tomato_cut,3.916666666666661,3,2,2,,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,72.0,,,2,1.0,12.0,24.0,40.0,,,2,0.2,30.0
3800,0,1,,0,2,tomato,0.22499999999999998,0,0,3,tomato_cut,3.916666666666661,3,2,2,,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,72.0,,,2,1.0,12.0,24.0,40.0,,,2,0.2,30.0
3801,0,1,,0,2,tomato,0.2333333333333333,0,0,3,tomato_cut,3.916666666666661,3,2,2,,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,72.0,,,2,1.0,12.0,24.0,40.0,,,2,0.2,30.0
3802,0,1,,0,2,tomato,0.24166666666666664,0,0,3,tomato_cut,3.916666666666661,3,2,2,,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,72.0,,,2,1.0,12.0,24.0,40.0,,,2,0.2,30.0
3803,0,1,,0,2,tomato,0.24999999999999997,0,0,3,tomato_cut,3.916666666666661,3,2,2,,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,71.50000000000045,,,2,1.0,12.0,24.0,40.0,,,2,0.2,30.0
3804,0,1,,0,2,tomato,0.2583333333333333,0,0,3,tomato_cut,3.916666666666661,3,2,2,,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,71.00000000000091,,,2,1.0,12.0,24.0,40.0,,,2,0.2,30.0
3805,0,1,,0,2,tomato,0.26666666666666666,0,0,3,tomato_cut,3.916666666666661,3,2,2,,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,70.50000000000136,,,2,1.0,12.0,24.0,40.0,,,2,0.2,30.0
3806,0,1,,0,2,tomato,0.275,0,0,3,tomato_cut,3.916666666666661,3,2,2,,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,70.00000000000182,,,2,1.0,12.0,24.0,40.0,,,2,0.2,30.0
3807,0,1,,0,2,tomato,0.2833333333333334,0,0,3,tomato_cut,3.916666666666661,3,2,2,,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,69.50000000000227,,,2,1.0,12.0,24.0,40.0,,,2,0.2,30.0
3808,0,1,,0,2,tomato,0.29166666666666674,0,0,3,tomato_cut,3.916666666666661,3,2,2,,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,69.00000000000273,,,2,1.0,12.0,24.0,40.0,,,2,0.2,30.0
3809,0,1,,0,2,tomato,0.3000000000000001,0,0,3,tomato_cut,3.916666666666661,3,2,2,,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,68.50000000000318,,,2,1.0,12.0,24.0,40.0,,,2,0.2,30.0
3810,0,1,,0,2,tomato,0.3000000000000001,0,0,3,tomato_cut,3.916666666666661,3,2,2,,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,68.00000000000364,,,2,1.0,12.0,24.0,40.0,,,2,0.2,30.0
3811,0,1,,0,2,tomato,0.3000000000000001,0,0,3,tomato_cut,3.916666666666661,3,2,2,,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,67.50000000000409,,,2,1.0,12.0,24.0,40.0,,,2,0.2,30.0
3812,0,1,,0,2,tomato,0.3000000000000001,0,0,3,tomato_cut,3.916666666666661,3,2,2,,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,67.00000000000455,,,2,1.0,12.0,24.88388347648305,39.11611652351695,,,2,0.2,30.0
3813,0,1,,0,2,tomato,0.3000000000000001,0,0,3,tomato_cut,3.916666666666661,3,2,2,,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,66.500000000005,,,2,1.0,12.0,25.7677669529661,38.2322330470339,,,2,0.2,30.0
3814,0,1,,0,2,tomato,0.3000000000000001,0,0,3,tomato_cut,3.916666666666661,3,2,2,,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,66.00000000000546,,,2,1.0,12.0,26.65165042944915,37.34834957055085,,,2,0.2,30.0
3815,0,1,,0,2,tomato,0.3000000000000001,0,0,3,tomato_cut,3.916666666666661,3,2,2,,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,65.50000000000591,,,2,1.0,12.0,27.535533905932198,36.4644660940678,,,2,0.2,30.0
3816,0,1,,0,2,tomato,0.3000000000000001,0,0,3,tomato_cut,3.916666666666661,3,2,2,,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,65.00000000000637,,,2,1.0,12.0,28.419417382415247,35.58058261758475,,,2,0.2,30.0
3817,0,1,,0,2,tomato,0.3000000000000001,0,0,3,tomato_cut,3.916666666666661,3,2,2,,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,64.50000000000682,,,2,1.0,12.0,29.303300858898297,34.6966991411017,,,2,0.2,30.0
3818,0,1,,0,2,tomato,0.3000000000000001,0,0,3,tomato_cut,3.916666666666661,3,2,2,,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,64.00000000000728,,,2,1.0,12.0,30.187184335381346,33.812815664618654,,,2,0.2,30.0
3819,0,1,,0,2,tomato,0.3000000000000001,0,0,3,tomato_cut,3.916666666666661,3,2,2,,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,63.50000000000702,,,2,1.0,12.0,31.071067811864395,32.928932188135605,,,2,0.2,30.0
3820,0,1,,0,2,tomato,0.3000000000000001,0,0,3,tomato_cut,3.916666666666661,3,2,2,,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,63.000000000006764,,,2,1.0,12.0,31.954951288347445,32.045048711652555,,,2,0.2,30.0
3821,0,1,,0,2,tomato,0.3000000000000001,0,0,3,tomato_cut,3.916666666666661,3,2,2,,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,62.50000000000651,,,2,1.0,12.0,32.838834764830494,31.161165235169506,,,2,0.2,30.0
3822,0,1,,0,2,tomato,0.3000000000000001,0,0,3,tomato_cut,3.916666666666661,3,2,2,,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,62.00000000000625,,,2,1.0,12.0,33.722718241313544,30.277281758686456,,,2,0.2,30.0
3823,0,1,,0,2,tomato,0.3000000000000001,0,0,3,tomato_cut,3.916666666666661,3,2,2,,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,61.500000000006,,,2,1.0,12.0,34.60660171779659,29.393398282203407,,,2,0.2,30.0
3824,0,1,,0,2,tomato,0.3000000000000001,0,0,3,tomato_cut,3.916666666666661,3,2,2,,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,61.00000000000574,,,2,1.0,12.0,35.49048519427964,28.509514805720357,,,2,0.2,30.0
3825,0,1,,0,2,tomato,0.3000000000000001,0,0,3,tomato_cut,3.916666666666661,3,2,2,,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,60.500000000005485,,,2,1.0,12.0,36.37436867076269,27.625631329237308,,,2,0.2,30.0
3826,0,1,,0,2,tomato,0.3000000000000001,0,0,3,tomato_cut,3.916666666666661,3,2,2,,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,60.00000000000523,,,2,1.0,12.0,37.25825214724574,26.74174785275426,,,2,0.2,30.0
3827,0,1,,0,2,tomato,0.3000000000000001,0,0,3,tomato_cut,3.916666666666661,3,2,2,,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,59.500000000004974,,,2,1.0,12.0,38.14213562372879,25.85786437627121,,,2,0.2,30.0
3828,0,1,,0,2,tomato,0.3000000000000001,0,0,3,tomato_cut,3.916666666666661,3,2,2,,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,59.00000000000472,,,2,1.0,12.0,39.02601910021184,24.97398089978816,,,2,0.2,30.0
3829,0,1,,0,2,tomato,0.3000000000000001,0,0,3,tomato_cut,3.916666666666661,3,2,2,,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,58.50000000000446,,,2,1.0,12.0,39.95382555869017,24.194346815316237,,,2,0.2,30.0
3830,0,1,,0,2,tomato,0.3000000000000001,0,0,3,tomato_cut,3.916666666666661,3,2,2,,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,58.000000000004206,,,2,1.0,12.0,41.203733885133886,24.179208272259245,,,2,0.2,30.0
3831,0,1,,0,2,tomato,0.3000000000000001,0,0,3,tomato_cut,3.916666666666661,3,2,2,,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,57.50000000000395,,,2,1.0,12.0,42.4536422115776,24.164069729202254,,,2,0.2,30.0
3832,0,1,,0,2,tomato,0.3000000000000001,0,0,3,tomato_cut,3.916666666666661,3,2,2,,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,57.000000000003695,,,2,1.0,12.0,43.70355053802132,24.148931186145262,,,2,0.2,30.0
3833,0,1,,0,2,tomato,0.3000000000000001,0,0,3,tomato_cut,3.916666666666661,3,2,2,,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,56.50000000000344,,,2,1.0,12.0,44.953458864465034,24.13379264308827,,,2,0.2,30.0
3834,0,1,,0,2,tomato,0.3000000000000001,0,0,3,tomato_cut,3.916666666666661,3,2,2,,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,56.0,,,2,1.0,12.0,46.20336719090875,24.11865410003119,,,2,0.2,30.0
