tick,phase,CuttingBoard_01_slot_x,CuttingBoard_01_slot_y,CuttingBoard_01_item,CuttingBoard_01_cut_time_accumulated,CuttingBoard_01_cut_stage,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_10_slot_x,CuttingBoard_10_slot_y,CuttingBoard_10_item,CuttingBoard_10_cut_time_accumulated,CuttingBoard_10_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Counter_26_slot_x,Counter_26_slot_y,Counter_26_item,Counter_27_slot_x,Counter_27_slot_y,Counter_27_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Delivery_53_slot_x,Delivery_53_slot_y,Delivery_53_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Dispenser_80_slot_x,Dispenser_80_slot_y,Dispenser_80_item,Delivery_83_slot_x,Delivery_83_slot_y,Delivery_83_item,Dispenser_91_slot_x,Dispenser_91_slot_y,Dispenser_91_item,Delivery_93_slot_x,Delivery_93_slot_y,Delivery_93_item,9d7c2160788b41b1_score,player_3e0b18ac_x,player_3e0b18ac_y,player_3e0b18ac_move_target,player_3e0b18ac_item,player_3e0b18ac_score,player_3e0b18ac_cut_speed,player_3e0b18ac_speed,player_0c6c3f12_x,player_0c6c3f12_y,player_0c6c3f12_move_target,player_0c6c3f12_item,player_0c6c3f12_score,player_0c6c3f12_cut_speed,player_0c6c3f12_speed,f4045104aded7f95_score,47c66ef1e9a2192c_message,c80a33871a1d184e_score
6082,test,0,1,None_cut,4.0,3,0,2,None_cut,3.666666666666662,3,1,0,None_cut,4.0,3,2,2,,2,3,plate,2,4,,2,5,,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,78.0707526759185,33.93070800393674,,,3,1.0,30.0,122.9661083603628,36.87297939717766,,,2,1.0,30.0,,,5.0
6083,test,0,1,None_cut,4.0,3,0,2,None_cut,3.666666666666662,3,1,0,None_cut,4.0,3,2,2,,2,3,plate,2,4,,2,5,,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,78.95457114126552,33.04675952109838,,,3,1.0,30.0,123.85546464136155,35.99460282335116,,,2,1.0,30.0,,,5.0
6084,test,0,1,None_cut,4.0,3,0,2,None_cut,3.666666666666662,3,1,0,None_cut,4.0,3,2,2,,2,3,plate,2,4,,2,5,,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,79.83838960661254,32.16281103826002,,,3,1.0,30.0,124.7448209223603,35.11622624952466,,,2,1.0,30.0,,,5.0
6085,test,0,1,None_cut,4.0,3,0,2,None_cut,3.666666666666662,3,1,0,None_cut,4.0,3,2,2,,2,3,plate,2,4,,2,5,,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,80.72220807195956,31.27886255542179,,,3,1.0,30.0,125.63417720335906,34.23784967569816,,,2,1.0,30.0,,,5.0
6086,test,0,1,None_cut,4.0,3,0,2,None_cut,3.666666666666662,3,1,0,None_cut,4.0,3,2,2,,2,3,plate,2,4,,2,5,,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,81.60602653730658,30.394914072583596,,,3,1.0,30.0,126.52353348435781,33.35947310187166,,,2,1.0,30.0,,,5.0
6087,test,0,1,None_cut,4.0,3,0,2,None_cut,3.666666666666662,3,1,0,None_cut,4.0,3,2,2,,2,3,plate,2,4,,2,5,,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,82.4898450026536,29.510965589745403,,,3,1.0,30.0,127.41288976535657,32.48109652804516,,,2,1.0,30.0,,,5.0
6088,test,0,1,None_cut,4.0,3,0,2,None_cut,3.666666666666662,3,1,0,None_cut,4.0,3,2,2,,2,3,plate,2,4,,2,5,,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,83.37366346800061,28.62701710690721,,,3,1.0,30.0,128.30224604635532,31.602719954218657,,,2,1.0,30.0,,,5.0
6089,test,0,1,None_cut,4.0,3,0,2,None_cut,3.666666666666662,3,1,0,None_cut,4.0,3,2,2,,2,3,plate,2,4,,2,5,,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,84.25748193334763,27.743068624069018,,,3,1.0,30.0,129.19160232735408,30.724343380392156,,,2,1.0,30.0,,,5.0
6090,test,0,1,None_cut,4.0,3,0,2,None_cut,3.666666666666662,3,1,0,None_cut,4.0,3,2,2,,2,3,plate,2,4,,2,5,,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,85.14130039869465,26.859120141230825,,,3,1.0,30.0,130.08095860835283,29.845966806565656,,,2,1.0,30.0,,,5.0
6091,test,0,1,None_cut,4.0,3,0,2,None_cut,3.666666666666662,3,1,0,None_cut,4.0,3,2,2,,2,3,plate,2,4,,2,5,,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,86.02511886404167,25.97517165839238,,,3,1.0,30.0,130.97031488935158,28.967590232739155,,,2,1.0,30.0,,,5.0
6092,test,0,1,None_cut,4.0,3,0,2,None_cut,3.666666666666662,3,1,0,None_cut,4.0,3,2,2,,2,3,plate,2,4,,2,5,,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,86.90893732938869,25.091223175553832,,,3,1.0,30.0,131.85967117035034,28.089213658912655,,,2,1.0,30.0,,,5.0
6093,test,0,1,None_cut,4.0,3,0,2,None_cut,3.666666666666662,3,1,0,None_cut,4.0,3,2,2,,2,3,plate,2,4,,2,5,,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,87.79275579473548,24.207274692715217,,,3,1.0,30.0,132.7490274513491,27.210837085086226,,,2,1.0,30.0,,,5.0
6094,test,0,1,None_cut,4.0,3,0,2,None_cut,3.666666666666662,3,1,0,None_cut,4.0,3,2,2,,2,3,plate,2,4,,2,5,,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,24.0,,,3,1.0,30.0,133.63838373234785,26.33246051126008,,,2,1.0,30.0,,,5.0
6095,test,0,1,None_cut,4.0,3,0,2,None_cut,3.666666666666662,3,1,0,None_cut,4.0,3,2,2,,2,3,plate,2,4,,2,5,,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,24.0,,tomato,3,1.0,30.0,134.5277400133466,25.454083937433936,,,2,1.0,30.0,,,5.0
6096,test,0,1,None_cut,4.0,3,0,2,None_cut,3.666666666666662,3,1,0,None_cut,4.0,3,2,2,,2,3,plate,2,4,,2,5,,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,24.0,,tomato,3,1.0,30.0,135.41709629434553,24.57570736360819,,,2,1.0,30.0,,,5.0
6097,test,0,1,None_cut,4.0,3,0,2,None_cut,3.666666666666662,3,1,0,None_cut,4.0,3,2,2,,2,3,plate,2,4,,2,5,,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,24.0,,tomato,3,1.0,30.0,136.0,24.0,,,2,1.0,30.0,,,5.0
6098,test,0,1,None_cut,4.0,3,0,2,None_cut,3.666666666666662,3,1,0,None_cut,4.0,3,2,2,,2,3,plate,2,4,,2,5,,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,24.0,,tomato,3,1.0,30.0,136.0,24.0,,plate,2,1.0,30.0,,,5.0
6099,test,0,1,None_cut,4.0,3,0,2,None_cut,3.666666666666662,3,1,0,None_cut,4.0,3,2,2,,2,3,plate,2,4,,2,5,,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,24.0,,tomato,3,1.0,30.0,136.0,24.0,,plate,2,1.0,30.0,,,5.0
6100,test,0,1,None_cut,4.0,3,0,2,None_cut,3.666666666666662,3,1,0,None_cut,4.0,3,2,2,,2,3,plate,2,4,,2,5,,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,24.0,,tomato,3,1.0,30.0,136.0,24.0,,plate,2,1.0,30.0,,,5.0
6101,test,0,1,None_cut,4.0,3,0,2,None_cut,3.666666666666662,3,1,0,None_cut,4.0,3,2,2,,2,3,plate,2,4,,2,5,,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,24.0,,tomato,3,1.0,30.0,136.0,24.0,,plate,2,1.0,30.0,,,5.0
6102,test,0,1,None_cut,4.0,3,0,2,None_cut,3.666666666666662,3,1,0,None_cut,4.0,3,2,2,,2,3,plate,2,4,,2,5,,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,24.0,,tomato,3,1.0,30.0,136.0,24.0,,plate,2,1.0,30.0,,,5.0
6103,test,0,1,None_cut,4.0,3,0,2,None_cut,3.666666666666662,3,1,0,None_cut,4.0,3,2,2,,2,3,plate,2,4,,2,5,,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,24.0,,tomato,3,1.0,30.0,136.0,24.0,,plate,2,1.0,30.0,,,5.0
6104,test,0,1,None_cut,4.0,3,0,2,None_cut,3.666666666666662,3,1,0,None_cut,4.0,3,2,2,,2,3,plate,2,4,,2,5,,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,24.0,,tomato,3,1.0,30.0,136.0,24.0,,plate,2,1.0,30.0,,,5.0
6105,test,0,1,None_cut,4.0,3,0,2,None_cut,3.666666666666662,3,1,0,None_cut,4.0,3,2,2,,2,3,plate,2,4,,2,5,,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,24.0,,tomato,3,1.0,30.0,136.0,24.0,,plate,2,1.0,30.0,,,5.0
6106,test,0,1,None_cut,4.0,3,0,2,None_cut,3.666666666666662,3,1,0,None_cut,4.0,3,2,2,,2,3,plate,2,4,,2,5,,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,24.0,,tomato,3,1.0,30.0,136.0,24.0,,plate,2,1.0,30.0,,,5.0
6107,test,0,1,None_cut,4.0,3,0,2,None_cut,3.666666666666662,3,1,0,None_cut,4.0,3,2,2,,2,3,plate,2,4,,2,5,,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,24.0,,tomato,3,1.0,30.0,136.0,24.0,,plate,2,1.0,30.0,,,5.0
6108,test,0,1,None_cut,4.0,3,0,2,None_cut,3.666666666666662,3,1,0,None_cut,4.0,3,2,2,,2,3,plate,2,4,,2,5,,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,24.0,,tomato,3,1.0,30.0,136.0,24.0,,plate,2,1.0,30.0,,,5.0
6109,test,0,1,None_cut,4.0,3,0,2,None_cut,3.666666666666662,3,1,0,None_cut,4.0,3,2,2,,2,3,plate,2,4,,2,5,,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,24.0,,tomato,3,1.0,30.0,136.0,24.0,,plate,2,1.0,30.0,,,5.0
6110,test,0,1,None_cut,4.0,3,0,2,None_cut,3.666666666666662,3,1,0,None_cut,4.0,3,2,2,,2,3,plate,2,4,,2,5,,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,24.0,,tomato,3,1.0,30.0,136.0,24.0,,plate,2,1.0,30.0,,,5.0
6111,test,0,1,None_cut,4.0,3,0,2,None_cut,3.666666666666662,3,1,0,None_cut,4.0,3,2,2,,2,3,plate,2,4,,2,5,,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,87.11611652351695,24.88388347648305,,tomato,3,1.0,30.0,136.0,24.0,,plate,2,1.0,30.0,,,5.0
6112,test,0,1,None_cut,4.0,3,0,2,None_cut,3.666666666666662,3,1,0,None_cut,4.0,3,2,2,,2,3,plate,2,4,,2,5,,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,86.2322330470339,25.7677669529661,,tomato,3,1.0,30.0,136.0,24.0,,plate,2,1.0,30.0,,,5.0
6113,test,0,1,None_cut,4.0,3,0,2,None_cut,3.666666666666662,3,1,0,None_cut,4.0,3,2,2,,2,3,plate,2,4,,2,5,,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,85.34834957055085,26.65165042944915,,tomato,3,1.0,30.0,136.0,24.0,,plate,2,1.0,30.0,,,5.0
6114,test,0,1,None_cut,4.0,3,0,2,None_cut,3.666666666666662,3,1,0,None_cut,4.0,3,2,2,,2,3,plate,2,4,,2,5,,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,84.4644660940678,27.535533905932198,,tomato,3,1.0,30.0,136.0,24.0,,plate,2,1.0,30.0,,,5.0
6115,test,0,1,None_cut,4.0,3,0,2,None_cut,3.666666666666662,3,1,0,None_cut,4.0,3,2,2,,2,3,plate,2,4,,2,5,,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,83.58058261758475,28.419417382415247,,tomato,3,1.0,30.0,136.0,24.0,,plate,2,1.0,30.0,,,5.0
6116,test,0,1,None_cut,4.0,3,0,2,None_cut,3.666666666666662,3,1,0,None_cut,4.0,3,2,2,,2,3,plate,2,4,,2,5,,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,82.6966991411017,29.303300858898297,,tomato,3,1.0,30.0,136.0,24.0,,plate,2,1.0,30.0,,,5.0
6117,test,0,1,None_cut,4.0,3,0,2,None_cut,3.666666666666662,3,1,0,None_cut,4.0,3,2,2,,2,3,plate,2,4,,2,5,,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,81.81281566461865,30.187184335381346,,tomato,3,1.0,30.0,136.0,24.0,,plate,2,1.0,30.0,,,5.0
6118,test,0,1,None_cut,4.0,3,0,2,None_cut,3.666666666666662,3,1,0,None_cut,4.0,3,2,2,,2,3,plate,2,4,,2,5,,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,80.9289321881356,31.071067811864395,,tomato,3,1.0,30.0,136.0,24.0,,plate,2,1.0,30.0,,,5.0
6119,test,0,1,None_cut,4.0,3,0,2,None_cut,3.666666666666662,3,1,0,None_cut,4.0,3,2,2,,2,3,plate,2,4,,2,5,,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,80.04504871165256,31.954951288347445,,tomato,3,1.0,30.0,136.0,24.0,,plate,2,1.0,30.0,,,5.0
6120,test,0,1,None_cut,4.0,3,0,2,None_cut,3.666666666666662,3,1,0,None_cut,4.0,3,2,2,,2,3,plate,2,4,,2,5,,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,79.1611652351695,32.838834764830494,,tomato,3,1.0,30.0,136.0,24.0,,plate,2,1.0,30.0,,,5.0
6121,test,0,1,None_cut,4.0,3,0,2,None_cut,3.666666666666662,3,1,0,None_cut,4.0,3,2,2,,2,3,plate,2,4,,2,5,,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,78.27728175868646,33.722718241313544,,tomato,3,1.0,30.0,136.0,24.0,,plate,2,1.0,30.0,,,5.0
6122,test,0,1,None_cut,4.0,3,0,2,None_cut,3.666666666666662,3,1,0,None_cut,4.0,3,2,2,,2,3,plate,2,4,,2,5,,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,77.3933982822034,34.60660171779659,,tomato,3,1.0,30.0,136.0,24.0,,plate,2,1.0,30.0,,,5.0
6123,test,0,1,None_cut,4.0,3,0,2,None_cut,3.666666666666662,3,1,0,None_cut,4.0,3,2,2,,2,3,plate,2,4,,2,5,,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,76.50951480572036,35.49048519427964,,tomato,3,1.0,30.0,136.0,24.0,,plate,2,1.0,30.0,,,5.0
6124,test,0,1,None_cut,4.0,3,0,2,None_cut,3.666666666666662,3,1,0,None_cut,4.0,3,2,2,,2,3,plate,2,4,,2,5,,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,75.62563132923731,36.37436867076269,,tomato,3,1.0,30.0,136.0,24.0,,plate,2,1.0,30.0,,,5.0
6125,test,0,1,None_cut,4.0,3,0,2,None_cut,3.666666666666662,3,1,0,None_cut,4.0,3,2,2,,2,3,plate,2,4,,2,5,,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,74.74174785275426,37.25825214724574,,tomato,3,1.0,30.0,136.0,24.0,,plate,2,1.0,30.0,,,5.0
6126,test,0,1,None_cut,4.0,3,0,2,None_cut,3.666666666666662,3,1,0,None_cut,4.0,3,2,2,,2,3,plate,2,4,,2,5,,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,73.85786437627121,38.14213562372879,,tomato,3,1.0,30.0,136.0,24.0,,plate,2,1.0,30.0,,,5.0
6127,test,0,1,None_cut,4.0,3,0,2,None_cut,3.666666666666662,3,1,0,None_cut,4.0,3,2,2,,2,3,plate,2,4,,2,5,,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,72.97398089978816,39.02601910021184,,tomato,3,1.0,30.0,136.0,24.0,,plate,2,1.0,30.0,,,5.0
6128,test,0,1,None_cut,4.0,3,0,2,None_cut,3.666666666666662,3,1,0,None_cut,4.0,3,2,2,,2,3,plate,2,4,,2,5,,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,72.09009742330511,39.90990257669489,,tomato,3,1.0,30.0,136.0,24.0,,plate,2,1.0,30.0,,,5.0
6129,test,0,1,None_cut,4.0,3,0,2,None_cut,3.666666666666662,3,1,0,None_cut,4.0,3,2,2,,2,3,plate,2,4,,2,5,,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,71.20621394682206,40.79378605317794,,tomato,3,1.0,30.0,136.0,24.0,,plate,2,1.0,30.0,,,5.0
6130,test,0,1,None_cut,4.0,3,0,2,None_cut,3.666666666666662,3,1,0,None_cut,4.0,3,2,2,,2,3,plate,2,4,,2,5,,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,70.32233047033901,41.67766952966099,,tomato,3,1.0,30.0,136.0,24.0,,plate,2,1.0,30.0,,,5.0
6131,test,0,1,None_cut,4.0,3,0,2,None_cut,3.666666666666662,3,1,0,None_cut,4.0,3,2,2,,2,3,plate,2,4,,2,5,,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,69.43844699385596,42.56155300614404,,tomato,3,1.0,30.0,136.0,24.0,,plate,2,1.0,30.0,,,5.0
6132,test,0,1,None_cut,4.0,3,0,2,None_cut,3.666666666666662,3,1,0,None_cut,4.0,3,2,2,,2,3,plate,2,4,,2,5,,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,68.55456351737291,43.44543648262709,,tomato,3,1.0,30.0,136.0,24.0,,plate,2,1.0,30.0,,,5.0
6133,test,0,1,None_cut,4.0,3,0,2,None_cut,3.666666666666662,3,1,0,None_cut,4.0,3,2,2,,2,3,plate,2,4,,2,5,,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,67.67068004088986,44.32931995911014,,tomato,3,1.0,30.0,136.0,24.0,,plate,2,1.0,30.0,,,5.0
6134,test,0,1,None_cut,4.0,3,0,2,None_cut,3.666666666666662,3,1,0,None_cut,4.0,3,2,2,,2,3,plate,2,4,,2,5,,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,66.78679656440681,45.213203435593186,,tomato,3,1.0,30.0,136.0,24.0,,plate,2,1.0,30.0,,,5.0
6135,test,0,1,None_cut,4.0,3,0,2,None_cut,3.666666666666662,3,1,0,None_cut,4.0,3,2,2,,2,3,plate,2,4,,2,5,,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,65.90291308792376,46.097086912076236,,tomato,3,1.0,30.0,136.0,24.0,,plate,2,1.0,30.0,,,5.0
6136,test,0,1,None_cut,4.0,3,0,2,None_cut,3.666666666666662,3,1,0,None_cut,4.0,3,2,2,,2,3,plate,2,4,,2,5,,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,65.01902961144071,46.980970388559285,,tomato,3,1.0,30.0,134.75000000000114,24.0,,plate,2,1.0,30.0,,,5.0
6137,test,0,1,None_cut,4.0,3,0,2,None_cut,3.666666666666662,3,1,0,None_cut,4.0,3,2,2,,2,3,plate,2,4,,2,5,,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,64.13514613495767,47.864853865042335,,tomato,3,1.0,30.0,133.50000000000227,24.0,,plate,2,1.0,30.0,,,5.0
6138,test,0,1,None_cut,4.0,3,0,2,None_cut,3.666666666666662,3,1,0,None_cut,4.0,3,2,2,,2,3,plate,2,4,,2,5,,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,63.251262658474616,48.748737341525384,,tomato,3,1.0,30.0,132.2500000000034,24.0,,plate,2,1.0,30.0,,,5.0
6139,test,0,1,None_cut,4.0,3,0,2,None_cut,3.666666666666662,3,1,0,None_cut,4.0,3,2,2,,2,3,plate,2,4,,2,5,,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,62.367379181991566,49.632620818008434,,tomato,3,1.0,30.0,131.00000000000455,24.0,,plate,2,1.0,30.0,,,5.0
6140,test,0,1,None_cut,4.0,3,0,2,None_cut,3.666666666666662,3,1,0,None_cut,4.0,3,2,2,,2,3,plate,2,4,,2,5,,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,61.48349570550852,50.51650429449148,,tomato,3,1.0,30.0,129.75000000000568,24.0,,plate,2,1.0,30.0,,,5.0
6141,test,0,1,None_cut,4.0,3,0,2,None_cut,3.666666666666662,3,1,0,None_cut,4.0,3,2,2,,2,3,plate,2,4,,2,5,,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,60.59961222902547,51.40038777097453,,tomato,3,1.0,30.0,128.50000000000682,24.0,,plate,2,1.0,30.0,,,5.0
6142,test,0,1,None_cut,4.0,3,0,2,None_cut,3.666666666666662,3,1,0,None_cut,4.0,3,2,2,,2,3,plate,2,4,,2,5,,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,59.71572875254242,52.28427124745758,,tomato,3,1.0,30.0,127.2500000000071,24.0,,plate,2,1.0,30.0,,,5.0
6143,test,0,1,None_cut,4.0,3,0,2,None_cut,3.666666666666662,3,1,0,None_cut,4.0,3,2,2,,2,3,plate,2,4,,2,5,,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,58.83184527605937,53.16815472394063,,tomato,3,1.0,30.0,126.00000000000682,24.0,,plate,2,1.0,30.0,,,5.0
6144,test,0,1,None_cut,4.0,3,0,2,None_cut,3.666666666666662,3,1,0,None_cut,4.0,3,2,2,,2,3,plate,2,4,,2,5,,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,57.94796179957632,54.05203820042368,,tomato,3,1.0,30.0,124.75000000000654,24.0,,plate,2,1.0,30.0,,,5.0
6145,test,0,1,None_cut,4.0,3,0,2,None_cut,3.666666666666662,3,1,0,None_cut,4.0,3,2,2,,2,3,plate,2,4,,2,5,,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,57.06407832309327,54.93592167690673,,tomato,3,1.0,30.0,123.50000000000625,24.0,,plate,2,1.0,30.0,,,5.0
