tick,phase,collision,CuttingBoard_01_slot_x,CuttingBoard_01_slot_y,CuttingBoard_01_item,CuttingBoard_01_cut_time_accumulated,CuttingBoard_01_cut_stage,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_10_slot_x,CuttingBoard_10_slot_y,CuttingBoard_10_item,CuttingBoard_10_cut_time_accumulated,CuttingBoard_10_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Counter_26_slot_x,Counter_26_slot_y,Counter_26_item,Counter_27_slot_x,Counter_27_slot_y,Counter_27_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Delivery_53_slot_x,Delivery_53_slot_y,Delivery_53_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Dispenser_80_slot_x,Dispenser_80_slot_y,Dispenser_80_item,Delivery_83_slot_x,Delivery_83_slot_y,Delivery_83_item,Dispenser_91_slot_x,Dispenser_91_slot_y,Dispenser_91_item,Delivery_93_slot_x,Delivery_93_slot_y,Delivery_93_item,39e1956aac78bf97_score,player_2d7f2af9_x,player_2d7f2af9_y,player_2d7f2af9_move_target,player_2d7f2af9_item,player_2d7f2af9_score,player_2d7f2af9_cut_speed,player_2d7f2af9_speed,player_a59e63a3_x,player_a59e63a3_y,player_a59e63a3_move_target,player_a59e63a3_item,player_a59e63a3_score,player_a59e63a3_cut_speed,player_a59e63a3_speed,479def6cda307ce9_score,73d7445ef80b7b3a_message,4bcfd290f3ea38a4_score
7015,test,True,0,1,tomato,0.16666666666666666,0,0,2,,0.0,0,1,0,tomato,0.6833333333333333,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,72.495202683925,39.99992929553117,,plate,2,0.2,30.0,,,2.0
7016,test,True,0,1,tomato,0.16666666666666666,0,0,2,,0.0,0,1,0,tomato,0.6833333333333333,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,71.5193913528273,40.66763899269328,,plate,2,0.2,30.0,,,2.0
7017,test,True,0,1,tomato,0.16666666666666666,0,0,2,,0.0,0,1,0,tomato,0.6833333333333333,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,70.6301659131489,41.54614802362497,,plate,2,0.2,30.0,,,2.0
7018,test,True,0,1,tomato,0.16666666666666666,0,0,2,,0.0,0,1,0,tomato,0.6833333333333333,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,69.7409404734705,42.42465705455686,,plate,2,0.2,30.0,,,2.0
7019,test,True,0,1,tomato,0.16666666666666666,0,0,2,,0.0,0,1,0,tomato,0.6833333333333333,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,68.8517150337921,43.303166085489146,,plate,2,0.2,30.0,,,2.0
7020,test,True,0,1,tomato,0.16666666666666666,0,0,2,,0.0,0,1,0,tomato,0.6833333333333333,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,67.9624895941137,44.181675116421424,,plate,2,0.2,30.0,,,2.0
7021,test,True,0,1,tomato,0.16666666666666666,0,0,2,,0.0,0,1,0,tomato,0.6833333333333333,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,67.07326415443531,45.0601841473537,,plate,2,0.2,30.0,,,2.0
7022,test,True,0,1,tomato,0.16666666666666666,0,0,2,,0.0,0,1,0,tomato,0.6833333333333333,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,66.18403871475691,45.93869317828598,,plate,2,0.2,30.0,,,2.0
7023,test,True,0,1,tomato,0.16666666666666666,0,0,2,,0.0,0,1,0,tomato,0.6833333333333333,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,65.29481327507851,46.817202209218266,,plate,2,0.2,30.0,,,2.0
7024,test,True,0,1,tomato,0.16666666666666666,0,0,2,,0.0,0,1,0,tomato,0.6833333333333333,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,64.40558783540011,47.695711240150544,,plate,2,0.2,30.0,,,2.0
7025,test,True,0,1,tomato,0.16666666666666666,0,0,2,,0.0,0,1,0,tomato,0.6833333333333333,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,63.516362395721714,48.57422027108282,,plate,2,0.2,30.0,,,2.0
7026,test,True,0,1,tomato,0.16666666666666666,0,0,2,,0.0,0,1,0,tomato,0.6833333333333333,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,62.627136956043316,49.4527293020151,,plate,2,0.2,30.0,,,2.0
7027,test,True,0,1,tomato,0.16666666666666666,0,0,2,,0.0,0,1,0,tomato,0.6833333333333333,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,61.73791151636492,50.331238332947386,,plate,2,0.2,30.0,,,2.0
7028,test,True,0,1,tomato,0.16666666666666666,0,0,2,,0.0,0,1,0,tomato,0.6833333333333333,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,60.84868607668652,51.209747363879664,,plate,2,0.2,30.0,,,2.0
7029,test,True,0,1,tomato,0.16666666666666666,0,0,2,,0.0,0,1,0,tomato,0.6833333333333333,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,59.95946063700812,52.08825639481194,,plate,2,0.2,30.0,,,2.0
7030,test,True,0,1,tomato,0.16666666666666666,0,0,2,,0.0,0,1,0,tomato,0.6833333333333333,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,59.07023519732972,52.96676542574422,,plate,2,0.2,30.0,,,2.0
7031,test,True,0,1,tomato,0.16666666666666666,0,0,2,,0.0,0,1,0,tomato,0.6833333333333333,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,58.181009757651324,53.8452744566765,,plate,2,0.2,30.0,,,2.0
7032,test,True,0,1,tomato,0.16666666666666666,0,0,2,,0.0,0,1,0,tomato,0.6833333333333333,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,57.291784317972926,54.723783487608785,,plate,2,0.2,30.0,,,2.0
7033,test,True,0,1,tomato,0.16666666666666666,0,0,2,,0.0,0,1,0,tomato,0.6833333333333333,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,56.40255887829453,55.60229251854106,,plate,2,0.2,30.0,,,2.0
7034,test,True,0,1,tomato,0.16666666666666666,0,0,2,,0.0,0,1,0,tomato,0.6833333333333333,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,56.0,56.0,,plate,2,0.2,30.0,,,2.0
7035,test,True,0,1,tomato,0.16666666666666666,0,0,2,,0.0,0,1,0,tomato,0.6833333333333333,0,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,56.0,56.0,,,2,0.2,30.0,,,2.0
7036,test,True,0,1,tomato,0.16666666666666666,0,0,2,,0.0,0,1,0,tomato,0.6833333333333333,0,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,56.0,56.0,,,2,0.2,30.0,,,2.0
7037,test,True,0,1,tomato,0.16666666666666666,0,0,2,,0.0,0,1,0,tomato,0.6833333333333333,0,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,56.0,56.0,,,2,0.2,30.0,,,2.0
7038,test,True,0,1,tomato,0.16666666666666666,0,0,2,,0.0,0,1,0,tomato,0.6833333333333333,0,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,56.0,56.0,,,2,0.2,30.0,,,2.0
7039,test,True,0,1,tomato,0.16666666666666666,0,0,2,,0.0,0,1,0,tomato,0.6833333333333333,0,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,56.0,56.0,,,2,0.2,30.0,,,2.0
7040,test,True,0,1,tomato,0.16666666666666666,0,0,2,,0.0,0,1,0,tomato,0.6833333333333333,0,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,56.0,56.0,,,2,0.2,30.0,,,2.0
7041,test,True,0,1,tomato,0.16666666666666666,0,0,2,,0.0,0,1,0,tomato,0.6833333333333333,0,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,56.0,56.0,,,2,0.2,30.0,,,2.0
7042,test,True,0,1,tomato,0.16666666666666666,0,0,2,,0.0,0,1,0,tomato,0.6833333333333333,0,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,56.0,56.0,,,2,0.2,30.0,,,2.0
7043,test,True,0,1,tomato,0.16666666666666666,0,0,2,,0.0,0,1,0,tomato,0.6833333333333333,0,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,56.0,56.0,,,2,0.2,30.0,,,2.0
7044,test,True,0,1,tomato,0.16666666666666666,0,0,2,,0.0,0,1,0,tomato,0.6833333333333333,0,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,56.0,56.0,,,2,0.2,30.0,,,2.0
7045,test,True,0,1,tomato,0.16666666666666666,0,0,2,,0.0,0,1,0,tomato,0.6833333333333333,0,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,56.0,56.0,,,2,0.2,30.0,,,2.0
7046,test,True,0,1,tomato,0.16666666666666666,0,0,2,,0.0,0,1,0,tomato,0.6833333333333333,0,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,56.0,56.0,,,2,0.2,30.0,,,2.0
7047,test,True,0,1,tomato,0.16666666666666666,0,0,2,,0.0,0,1,0,tomato,0.6833333333333333,0,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,56.0,56.0,,,2,0.2,30.0,,,2.0
7048,test,True,0,1,tomato,0.16666666666666666,0,0,2,,0.0,0,1,0,tomato,0.6833333333333333,0,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,56.0,56.0,,,2,0.2,30.0,,,2.0
7049,test,True,0,1,tomato,0.16666666666666666,0,0,2,,0.0,0,1,0,tomato,0.6833333333333333,0,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,56.0,56.0,,,2,0.2,30.0,,,2.0
7050,test,True,0,1,tomato,0.16666666666666666,0,0,2,,0.0,0,1,0,tomato,0.6833333333333333,0,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,56.0,56.0,,,2,0.2,30.0,,,2.0
7051,test,True,0,1,tomato,0.16666666666666666,0,0,2,,0.0,0,1,0,tomato,0.6833333333333333,0,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,56.0,56.0,,,2,0.2,30.0,,,2.0
7052,test,True,0,1,tomato,0.16666666666666666,0,0,2,,0.0,0,1,0,tomato,0.6833333333333333,0,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,56.0,56.0,,,2,0.2,30.0,,,2.0
7053,test,True,0,1,tomato,0.16666666666666666,0,0,2,,0.0,0,1,0,tomato,0.6833333333333333,0,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,56.0,56.0,,,2,0.2,30.0,,,2.0
7054,test,True,0,1,tomato,0.16666666666666666,0,0,2,,0.0,0,1,0,tomato,0.6833333333333333,0,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,56.0,56.0,,,2,0.2,30.0,,,2.0
7055,test,True,0,1,tomato,0.16666666666666666,0,0,2,,0.0,0,1,0,tomato,0.6833333333333333,0,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,56.0,56.0,,,2,0.2,30.0,,,2.0
7056,test,True,0,1,tomato,0.16666666666666666,0,0,2,,0.0,0,1,0,tomato,0.6833333333333333,0,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,56.0,56.0,,,2,0.2,30.0,,,2.0
7057,test,True,0,1,tomato,0.16666666666666666,0,0,2,,0.0,0,1,0,tomato,0.6833333333333333,0,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,56.0,56.0,,,2,0.2,30.0,,,2.0
7058,test,True,0,1,tomato,0.16666666666666666,0,0,2,,0.0,0,1,0,tomato,0.6833333333333333,0,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,56.0,56.0,,,2,0.2,30.0,,,2.0
7059,test,True,0,1,tomato,0.16666666666666666,0,0,2,,0.0,0,1,0,tomato,0.6833333333333333,0,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,56.0,56.0,,,2,0.2,30.0,,,2.0
7060,test,True,0,1,tomato,0.16666666666666666,0,0,2,,0.0,0,1,0,tomato,0.6833333333333333,0,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,56.0,56.0,,,2,0.2,30.0,,,2.0
7061,test,True,0,1,tomato,0.16666666666666666,0,0,2,,0.0,0,1,0,tomato,0.6833333333333333,0,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,56.0,56.0,,,2,0.2,30.0,,,2.0
7062,test,True,0,1,tomato,0.16666666666666666,0,0,2,,0.0,0,1,0,tomato,0.6833333333333333,0,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,56.0,54.749999999999716,,,2,0.2,30.0,,,2.0
7063,test,True,0,1,tomato,0.16666666666666666,0,0,2,,0.0,0,1,0,tomato,0.6833333333333333,0,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,56.0,53.49999999999943,,,2,0.2,30.0,,,2.0
7064,test,True,0,1,tomato,0.16666666666666666,0,0,2,,0.0,0,1,0,tomato,0.6833333333333333,0,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,56.0,52.24999999999915,,,2,0.2,30.0,,,2.0
7065,test,True,0,1,tomato,0.16666666666666666,0,0,2,,0.0,0,1,0,tomato,0.6833333333333333,0,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,56.0,50.99999999999886,,,2,0.2,30.0,,,2.0
7066,test,True,0,1,tomato,0.16666666666666666,0,0,2,,0.0,0,1,0,tomato,0.6833333333333333,0,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,56.0,49.74999999999858,,,2,0.2,30.0,,,2.0
7067,test,True,0,1,tomato,0.16666666666666666,0,0,2,,0.0,0,1,0,tomato,0.6833333333333333,0,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,56.0,48.499999999998295,,,2,0.2,30.0,,,2.0
7068,test,True,0,1,tomato,0.16666666666666666,0,0,2,,0.0,0,1,0,tomato,0.6833333333333333,0,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,56.0,47.24999999999801,,,2,0.2,30.0,,,2.0
7069,test,True,0,1,tomato,0.16666666666666666,0,0,2,,0.0,0,1,0,tomato,0.6833333333333333,0,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,56.0,45.999999999997726,,,2,0.2,30.0,,,2.0
7070,test,True,0,1,tomato,0.16666666666666666,0,0,2,,0.0,0,1,0,tomato,0.6833333333333333,0,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,56.0,44.74999999999744,,,2,0.2,30.0,,,2.0
7071,test,True,0,1,tomato,0.16666666666666666,0,0,2,,0.0,0,1,0,tomato,0.6833333333333333,0,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,56.0,43.49999999999716,,,2,0.2,30.0,,,2.0
7072,test,True,0,1,tomato,0.16666666666666666,0,0,2,,0.0,0,1,0,tomato,0.6833333333333333,0,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,56.0,42.249999999996874,,,2,0.2,30.0,,,2.0
7073,test,True,0,1,tomato,0.16666666666666666,0,0,2,,0.0,0,1,0,tomato,0.6833333333333333,0,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,56.0,40.99999999999659,,,2,0.2,30.0,,,2.0
7074,test,True,0,1,tomato,0.16666666666666666,0,0,2,,0.0,0,1,0,tomato,0.6833333333333333,0,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,55.68378443342246,39.8798317388366,,,2,0.2,30.0,,,2.0
7075,test,True,0,1,tomato,0.16666666666666666,0,0,2,,0.0,0,1,0,tomato,0.6833333333333333,0,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,54.80540785959596,38.990475457837135,,,2,0.2,30.0,,,2.0
7076,test,True,0,1,tomato,0.16666666666666666,0,0,2,,0.0,0,1,0,tomato,0.6833333333333333,0,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,53.92703128576946,38.10111917683767,,,2,0.2,30.0,,,2.0
7077,test,True,0,1,tomato,0.16666666666666666,0,0,2,,0.0,0,1,0,tomato,0.6833333333333333,0,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,53.04865471194296,37.211762895838206,,,2,0.2,30.0,,,2.0
7078,test,True,0,1,tomato,0.16666666666666666,0,0,2,,0.0,0,1,0,tomato,0.6833333333333333,0,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,52.17027813811646,36.32240661483874,,,2,0.2,30.0,,,2.0
7079,test,True,0,1,tomato,0.16666666666666666,0,0,2,,0.0,0,1,0,tomato,0.6833333333333333,0,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,51.29190156428996,35.433050333839276,,,2,0.2,30.0,,,2.0
7080,test,True,0,1,tomato,0.16666666666666666,0,0,2,,0.0,0,1,0,tomato,0.6833333333333333,0,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,50.41352499046346,34.543694052839896,,,2,0.2,30.0,,,2.0
