tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_03_slot_x,CuttingBoard_03_slot_y,CuttingBoard_03_item,CuttingBoard_03_cut_time_accumulated,CuttingBoard_03_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,af15558a8a857fba_score,player_9e5bc73f_x,player_9e5bc73f_y,player_9e5bc73f_move_target,player_9e5bc73f_item,player_9e5bc73f_score,player_9e5bc73f_cut_speed,player_9e5bc73f_speed,player_724e127c_x,player_724e127c_y,player_724e127c_move_target,player_724e127c_item,player_724e127c_score,player_724e127c_cut_speed,player_724e127c_speed
3152,0,1,,0,2,tomato_cut,3.2083333333333246,3,0,3,,0,0,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,24.0,,tomato,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3153,0,1,,0,2,tomato_cut,3.216666666666658,3,0,3,,0,0,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,24.0,,tomato,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3154,0,1,,0,2,tomato_cut,3.224999999999991,3,0,3,,0,0,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,24.0,,tomato,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3155,0,1,,0,2,tomato_cut,3.2333333333333245,3,0,3,,0,0,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,24.0,,tomato,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3156,0,1,,0,2,tomato_cut,3.241666666666658,3,0,3,,0,0,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,24.0,,tomato,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3157,0,1,,0,2,tomato_cut,3.249999999999991,3,0,3,,0,0,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,24.0,,tomato,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3158,0,1,,0,2,tomato_cut,3.2583333333333244,3,0,3,,0,0,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,24.0,,tomato,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3159,0,1,,0,2,tomato_cut,3.2666666666666577,3,0,3,,0,0,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,24.0,,tomato,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3160,0,1,,0,2,tomato_cut,3.274999999999991,3,0,3,,0,0,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,24.0,,tomato,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3161,0,1,,0,2,tomato_cut,3.2833333333333243,3,0,3,,0,0,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,24.0,,tomato,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3162,0,1,,0,2,tomato_cut,3.2916666666666576,3,0,3,,0,0,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,24.0,,tomato,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3163,0,1,,0,2,tomato_cut,3.299999999999991,3,0,3,,0,0,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,24.0,,tomato,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3164,0,1,,0,2,tomato_cut,3.3083333333333242,3,0,3,,0,0,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,24.0,,tomato,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3165,0,1,,0,2,tomato_cut,3.3166666666666575,3,0,3,,0,0,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,24.0,,tomato,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3166,0,1,,0,2,tomato_cut,3.324999999999991,3,0,3,,0,0,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,24.0,,tomato,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3167,0,1,,0,2,tomato_cut,3.333333333333324,3,0,3,,0,0,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,24.0,,tomato,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3168,0,1,,0,2,tomato_cut,3.3416666666666575,3,0,3,,0,0,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,24.0,,tomato,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3169,0,1,,0,2,tomato_cut,3.3499999999999908,3,0,3,,0,0,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,24.0,,tomato,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3170,0,1,,0,2,tomato_cut,3.358333333333324,3,0,3,,0,0,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,24.0,,tomato,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3171,0,1,,0,2,tomato_cut,3.3666666666666574,3,0,3,,0,0,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,24.0,,tomato,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3172,0,1,,0,2,tomato_cut,3.3749999999999907,3,0,3,,0,0,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,24.0,,tomato,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3173,0,1,,0,2,tomato_cut,3.383333333333324,3,0,3,,0,0,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,24.0,,tomato,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3174,0,1,,0,2,tomato_cut,3.3916666666666573,3,0,3,,0,0,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,24.0,,tomato,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3175,0,1,,0,2,tomato_cut,3.3999999999999906,3,0,3,,0,0,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,24.0,,tomato,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3176,0,1,,0,2,tomato_cut,3.408333333333324,3,0,3,,0,0,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,24.0,,tomato,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3177,0,1,,0,2,tomato_cut,3.416666666666657,3,0,3,,0,0,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,24.0,,tomato,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3178,0,1,,0,2,tomato_cut,3.4249999999999905,3,0,3,,0,0,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,24.0,,tomato,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3179,0,1,,0,2,tomato_cut,3.433333333333324,3,0,3,,0,0,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,24.0,,tomato,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3180,0,1,,0,2,tomato_cut,3.441666666666657,3,0,3,,0,0,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,24.0,,tomato,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3181,0,1,,0,2,tomato_cut,3.4499999999999904,3,0,3,,0,0,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,24.0,,tomato,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3182,0,1,,0,2,tomato_cut,3.4583333333333237,3,0,3,,0,0,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,24.0,,tomato,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3183,0,1,,0,2,tomato_cut,3.466666666666657,3,0,3,,0,0,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,24.0,,tomato,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3184,0,1,,0,2,tomato_cut,3.4749999999999903,3,0,3,,0,0,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,24.0,,tomato,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3185,0,1,,0,2,tomato_cut,3.4833333333333236,3,0,3,,0,0,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,24.0,,tomato,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3186,0,1,,0,2,tomato_cut,3.491666666666657,3,0,3,,0,0,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,24.0,,tomato,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3187,0,1,,0,2,tomato_cut,3.4999999999999902,3,0,3,,0,0,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,24.0,,tomato,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3188,0,1,,0,2,tomato_cut,3.5083333333333235,3,0,3,,0,0,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,24.0,,tomato,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3189,0,1,,0,2,tomato_cut,3.5083333333333235,3,0,3,,0,0,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,24.0,,tomato,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3190,0,1,,0,2,tomato_cut,3.5083333333333235,3,0,3,,0,0,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,24.0,,tomato,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3191,0,1,,0,2,tomato_cut,3.5083333333333235,3,0,3,,0,0,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,24.0,,tomato,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3192,0,1,,0,2,None_cut,3.5083333333333235,3,0,3,,0,0,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,24.0,,tomato,0,1.0,12.0,24.0,40.0,,tomato_cut,1,0.2,30.0
3193,0,1,,0,2,None_cut,3.5083333333333235,3,0,3,,0,0,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,24.0,,tomato,0,1.0,12.0,24.0,40.0,,tomato_cut,1,0.2,30.0
3194,0,1,,0,2,None_cut,3.5083333333333235,3,0,3,,0,0,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,24.0,,tomato,0,1.0,12.0,24.0,40.0,,tomato_cut,1,0.2,30.0
3195,0,1,,0,2,None_cut,3.5083333333333235,3,0,3,,0,0,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,24.0,,tomato,0,1.0,12.0,24.0,40.0,,tomato_cut,1,0.2,30.0
3196,0,1,,0,2,None_cut,3.5083333333333235,3,0,3,,0,0,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,24.0,,tomato,0,1.0,12.0,24.0,40.0,,tomato_cut,1,0.2,30.0
3197,0,1,,0,2,None_cut,3.5083333333333235,3,0,3,,0,0,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,24.0,,tomato,0,1.0,12.0,24.0,40.0,,tomato_cut,1,0.2,30.0
3198,0,1,,0,2,None_cut,3.5083333333333235,3,0,3,,0,0,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,24.0,,tomato,0,1.0,12.0,24.0,40.0,,tomato_cut,1,0.2,30.0
3199,0,1,,0,2,None_cut,3.5083333333333235,3,0,3,,0,0,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,24.0,,tomato,0,1.0,12.0,24.0,40.0,,tomato_cut,1,0.2,30.0
3200,0,1,,0,2,None_cut,3.5083333333333235,3,0,3,,0,0,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,24.0,,tomato,0,1.0,12.0,24.0,40.0,,tomato_cut,1,0.2,30.0
3201,0,1,,0,2,None_cut,3.5083333333333235,3,0,3,,0,0,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,24.0,,tomato,0,1.0,12.0,24.0,40.0,,tomato_cut,1,0.2,30.0
3202,0,1,,0,2,None_cut,3.5083333333333235,3,0,3,,0,0,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,24.0,,tomato,0,1.0,12.0,24.0,40.0,,tomato_cut,1,0.2,30.0
3203,0,1,,0,2,None_cut,3.5083333333333235,3,0,3,,0,0,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,24.0,,tomato,0,1.0,12.0,24.0,40.0,,tomato_cut,1,0.2,30.0
3204,0,1,,0,2,None_cut,3.5083333333333235,3,0,3,,0,0,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,24.0,,tomato,0,1.0,12.0,24.0,40.0,,tomato_cut,1,0.2,30.0
3205,0,1,,0,2,None_cut,3.5083333333333235,3,0,3,,0,0,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,24.0,,tomato,0,1.0,12.0,24.0,40.0,,tomato_cut,1,0.2,30.0
3206,0,1,,0,2,None_cut,3.5083333333333235,3,0,3,,0,0,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,24.0,,tomato,0,1.0,12.0,24.0,40.0,,tomato_cut,1,0.2,30.0
3207,0,1,,0,2,None_cut,3.5083333333333235,3,0,3,,0,0,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,24.0,,tomato,0,1.0,12.0,24.0,41.250000000000284,,tomato_cut,1,0.2,30.0
3208,0,1,,0,2,None_cut,3.5083333333333235,3,0,3,,0,0,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,24.0,,tomato,0,1.0,12.0,24.0,42.50000000000057,,tomato_cut,1,0.2,30.0
3209,0,1,,0,2,None_cut,3.5083333333333235,3,0,3,,0,0,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,24.0,,tomato,0,1.0,12.0,24.0,43.75000000000085,,tomato_cut,1,0.2,30.0
3210,0,1,,0,2,None_cut,3.5083333333333235,3,0,3,,0,0,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,24.0,,tomato,0,1.0,12.0,24.0,45.00000000000114,,tomato_cut,1,0.2,30.0
3211,0,1,,0,2,None_cut,3.5083333333333235,3,0,3,,0,0,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,24.0,,tomato,0,1.0,12.0,24.0,46.25000000000142,,tomato_cut,1,0.2,30.0
3212,0,1,,0,2,None_cut,3.5083333333333235,3,0,3,,0,0,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,24.0,,tomato,0,1.0,12.0,24.0,47.500000000001705,,tomato_cut,1,0.2,30.0
3213,0,1,,0,2,None_cut,3.5083333333333235,3,0,3,,0,0,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,24.0,,tomato,0,1.0,12.0,24.0,48.75000000000199,,tomato_cut,1,0.2,30.0
3214,0,1,,0,2,None_cut,3.5083333333333235,3,0,3,,0,0,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,24.0,,tomato,0,1.0,12.0,24.0,50.000000000002274,,tomato_cut,1,0.2,30.0
3215,0,1,,0,2,None_cut,3.5083333333333235,3,0,3,,0,0,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,24.0,,tomato,0,1.0,12.0,24.0,51.25000000000256,,tomato_cut,1,0.2,30.0
3216,0,1,,0,2,None_cut,3.5083333333333235,3,0,3,,0,0,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,24.0,,tomato,0,1.0,12.0,24.0,52.50000000000284,,tomato_cut,1,0.2,30.0
3217,0,1,,0,2,None_cut,3.5083333333333235,3,0,3,,0,0,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,24.0,,tomato,0,1.0,12.0,24.0,53.750000000003126,,tomato_cut,1,0.2,30.0
3218,0,1,,0,2,None_cut,3.5083333333333235,3,0,3,,0,0,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,24.0,,tomato,0,1.0,12.0,24.0,55.00000000000341,,tomato_cut,1,0.2,30.0
3219,0,1,,0,2,None_cut,3.5083333333333235,3,0,3,,0,0,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,24.0,,tomato,0,1.0,12.0,24.0,56.250000000003695,,tomato_cut,1,0.2,30.0
3220,0,1,,0,2,None_cut,3.5083333333333235,3,0,3,,0,0,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,24.0,,tomato,0,1.0,12.0,24.0,57.50000000000398,,tomato_cut,1,0.2,30.0
3221,0,1,,0,2,None_cut,3.5083333333333235,3,0,3,,0,0,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,24.0,,tomato,0,1.0,12.0,24.0,58.75000000000426,,tomato_cut,1,0.2,30.0
3222,0,1,,0,2,None_cut,3.5083333333333235,3,0,3,,0,0,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,24.0,,tomato,0,1.0,12.0,24.0,60.00000000000455,,tomato_cut,1,0.2,30.0
3223,0,1,,0,2,None_cut,3.5083333333333235,3,0,3,,0,0,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,24.0,,tomato,0,1.0,12.0,24.0,61.25000000000483,,tomato_cut,1,0.2,30.0
3224,0,1,,0,2,None_cut,3.5083333333333235,3,0,3,,0,0,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,24.0,,tomato,0,1.0,12.0,24.0,62.500000000005116,,tomato_cut,1,0.2,30.0
3225,0,1,,0,2,None_cut,3.5083333333333235,3,0,3,,0,0,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,24.0,,tomato,0,1.0,12.0,24.0,63.7500000000054,,tomato_cut,1,0.2,30.0
3226,0,1,,0,2,None_cut,3.5083333333333235,3,0,3,,0,0,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,24.0,,tomato,0,1.0,12.0,24.0,65.00000000000568,,tomato_cut,1,0.2,30.0
3227,0,1,,0,2,None_cut,3.5083333333333235,3,0,3,,0,0,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,24.0,,tomato,0,1.0,12.0,24.0,66.25000000000597,,tomato_cut,1,0.2,30.0
3228,0,1,,0,2,None_cut,3.5083333333333235,3,0,3,,0,0,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,24.0,,tomato,0,1.0,12.0,24.0,67.50000000000625,,tomato_cut,1,0.2,30.0
3229,0,1,,0,2,None_cut,3.5083333333333235,3,0,3,,0,0,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,24.0,,tomato,0,1.0,12.0,24.0,68.75000000000654,,tomato_cut,1,0.2,30.0
3230,0,1,,0,2,None_cut,3.5083333333333235,3,0,3,,0,0,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,24.0,,tomato,0,1.0,12.0,24.0,70.00000000000682,,tomato_cut,1,0.2,30.0
3231,0,1,,0,2,None_cut,3.5083333333333235,3,0,3,,0,0,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,24.0,,tomato,0,1.0,12.0,24.0,71.2500000000071,,tomato_cut,1,0.2,30.0
3232,0,1,,0,2,None_cut,3.5083333333333235,3,0,3,,0,0,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,24.0,,tomato,0,1.0,12.0,24.0,72.50000000000739,,tomato_cut,1,0.2,30.0
3233,0,1,,0,2,None_cut,3.5083333333333235,3,0,3,,0,0,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,24.0,,tomato,0,1.0,12.0,24.0,73.75000000000767,,tomato_cut,1,0.2,30.0
3234,0,1,,0,2,None_cut,3.5083333333333235,3,0,3,,0,0,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,24.0,,tomato,0,1.0,12.0,24.0,75.00000000000796,,tomato_cut,1,0.2,30.0
