tick,phase,collision,CuttingBoard_01_slot_x,CuttingBoard_01_slot_y,CuttingBoard_01_item,CuttingBoard_01_cut_time_accumulated,CuttingBoard_01_cut_stage,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_10_slot_x,CuttingBoard_10_slot_y,CuttingBoard_10_item,CuttingBoard_10_cut_time_accumulated,CuttingBoard_10_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Counter_26_slot_x,Counter_26_slot_y,Counter_26_item,Counter_27_slot_x,Counter_27_slot_y,Counter_27_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Delivery_53_slot_x,Delivery_53_slot_y,Delivery_53_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Dispenser_80_slot_x,Dispenser_80_slot_y,Dispenser_80_item,Delivery_83_slot_x,Delivery_83_slot_y,Delivery_83_item,Dispenser_91_slot_x,Dispenser_91_slot_y,Dispenser_91_item,Delivery_93_slot_x,Delivery_93_slot_y,Delivery_93_item,635c00c24593b4a5_score,player_0a04ecdb_x,player_0a04ecdb_y,player_0a04ecdb_move_target,player_0a04ecdb_item,player_0a04ecdb_score,player_0a04ecdb_cut_speed,player_0a04ecdb_speed,player_fc6c2327_x,player_fc6c2327_y,player_fc6c2327_move_target,player_fc6c2327_item,player_fc6c2327_score,player_fc6c2327_cut_speed,player_fc6c2327_speed,ccbd9c6357b330a3_score,78d94c6c2760a13c_message,333c98e02a699080_score
5242,test,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,62.999999999994316,40.0,,,2,1.0,30.0,24.0,104.0,,tomato,0,1.0,30.0,,,2.0
5243,test,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,61.74999999999403,40.0,,,2,1.0,30.0,24.0,102.74999999999972,,tomato,0,1.0,30.0,,,2.0
5244,test,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,60.49999999999375,40.0,,,2,1.0,30.0,24.0,101.49999999999943,,tomato,0,1.0,30.0,,,2.0
5245,test,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,59.24999999999346,40.0,,,2,1.0,30.0,24.0,100.24999999999915,,tomato,0,1.0,30.0,,,2.0
5246,test,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,57.99999999999318,40.0,,,2,1.0,30.0,24.0,98.99999999999886,,tomato,0,1.0,30.0,,,2.0
5247,test,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.749999999992895,40.0,,,2,1.0,30.0,24.0,97.74999999999858,,tomato,0,1.0,30.0,,,2.0
5248,test,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,,2,1.0,30.0,24.0,96.4999999999983,,tomato,0,1.0,30.0,,,2.0
5249,test,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,tomato_salad,2,1.0,30.0,24.0,95.24999999999801,,tomato,0,1.0,30.0,,,2.0
5250,test,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,tomato_salad,2,1.0,30.0,24.0,93.99999999999773,,tomato,0,1.0,30.0,,,2.0
5251,test,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,tomato_salad,2,1.0,30.0,24.0,92.74999999999744,,tomato,0,1.0,30.0,,,2.0
5252,test,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,tomato_salad,2,1.0,30.0,24.0,91.49999999999716,,tomato,0,1.0,30.0,,,2.0
5253,test,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,tomato_salad,2,1.0,30.0,24.0,90.24999999999687,,tomato,0,1.0,30.0,,,2.0
5254,test,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,tomato_salad,2,1.0,30.0,24.0,88.99999999999659,,tomato,0,1.0,30.0,,,2.0
5255,test,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,tomato_salad,2,1.0,30.0,24.0,87.7499999999963,,tomato,0,1.0,30.0,,,2.0
5256,test,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,tomato_salad,2,1.0,30.0,24.0,86.49999999999602,,tomato,0,1.0,30.0,,,2.0
5257,test,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,tomato_salad,2,1.0,30.0,24.0,85.24999999999574,,tomato,0,1.0,30.0,,,2.0
5258,test,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,tomato_salad,2,1.0,30.0,24.0,83.99999999999545,,tomato,0,1.0,30.0,,,2.0
5259,test,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,tomato_salad,2,1.0,30.0,24.0,82.74999999999517,,tomato,0,1.0,30.0,,,2.0
5260,test,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,tomato_salad,2,1.0,30.0,24.0,81.49999999999488,,tomato,0,1.0,30.0,,,2.0
5261,test,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,tomato_salad,2,1.0,30.0,24.0,80.2499999999946,,tomato,0,1.0,30.0,,,2.0
5262,test,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,tomato_salad,2,1.0,30.0,24.0,78.99999999999432,,tomato,0,1.0,30.0,,,2.0
5263,test,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,tomato_salad,2,1.0,30.0,24.0,77.74999999999403,,tomato,0,1.0,30.0,,,2.0
5264,test,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,tomato_salad,2,1.0,30.0,24.0,76.49999999999375,,tomato,0,1.0,30.0,,,2.0
5265,test,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,tomato_salad,2,1.0,30.0,24.0,75.24999999999346,,tomato,0,1.0,30.0,,,2.0
5266,test,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,tomato_salad,2,1.0,30.0,24.0,73.99999999999318,,tomato,0,1.0,30.0,,,2.0
5267,test,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,tomato_salad,2,1.0,30.0,24.0,72.7499999999929,,tomato,0,1.0,30.0,,,2.0
5268,test,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,tomato_salad,2,1.0,30.0,24.0,71.49999999999261,,tomato,0,1.0,30.0,,,2.0
5269,test,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,tomato_salad,2,1.0,30.0,24.0,70.24999999999233,,tomato,0,1.0,30.0,,,2.0
5270,test,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,tomato_salad,2,1.0,30.0,24.0,68.99999999999204,,tomato,0,1.0,30.0,,,2.0
5271,test,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,tomato_salad,2,1.0,30.0,24.0,67.74999999999176,,tomato,0,1.0,30.0,,,2.0
5272,test,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,tomato_salad,2,1.0,30.0,24.0,66.49999999999147,,tomato,0,1.0,30.0,,,2.0
5273,test,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,tomato_salad,2,1.0,30.0,24.0,65.24999999999119,,tomato,0,1.0,30.0,,,2.0
5274,test,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,tomato_salad,2,1.0,30.0,24.0,63.999999999990905,,tomato,0,1.0,30.0,,,2.0
5275,test,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,tomato_salad,2,1.0,30.0,24.0,62.74999999999062,,tomato,0,1.0,30.0,,,2.0
5276,test,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,tomato_salad,2,1.0,30.0,24.0,61.49999999999034,,tomato,0,1.0,30.0,,,2.0
5277,test,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,tomato_salad,2,1.0,30.0,24.0,60.24999999999005,,tomato,0,1.0,30.0,,,2.0
5278,test,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,tomato_salad,2,1.0,30.0,24.0,58.99999999998977,,tomato,0,1.0,30.0,,,2.0
5279,test,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,57.250000000000284,40.0,,tomato_salad,2,1.0,30.0,24.0,57.749999999989484,,tomato,0,1.0,30.0,,,2.0
5280,test,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,58.50000000000057,40.0,,tomato_salad,2,1.0,30.0,24.0,56.4999999999892,,tomato,0,1.0,30.0,,,2.0
5281,test,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,59.75000000000085,40.0,,tomato_salad,2,1.0,30.0,24.0,55.249999999988916,,tomato,0,1.0,30.0,,,2.0
5282,test,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,61.00000000000114,40.0,,tomato_salad,2,1.0,30.0,24.0,53.99999999998863,,tomato,0,1.0,30.0,,,2.0
5283,test,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,62.25000000000142,40.0,,tomato_salad,2,1.0,30.0,24.0,52.74999999998835,,tomato,0,1.0,30.0,,,2.0
5284,test,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,63.500000000001705,40.0,,tomato_salad,2,1.0,30.0,24.0,51.49999999998806,,tomato,0,1.0,30.0,,,2.0
5285,test,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,64.75000000000199,40.0,,tomato_salad,2,1.0,30.0,24.0,50.24999999998778,,tomato,0,1.0,30.0,,,2.0
5286,test,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,66.00000000000227,40.0,,tomato_salad,2,1.0,30.0,24.0,48.999999999987494,,tomato,0,1.0,30.0,,,2.0
5287,test,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,67.25000000000256,40.0,,tomato_salad,2,1.0,30.0,24.0,47.74999999998721,,tomato,0,1.0,30.0,,,2.0
5288,test,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,68.50000000000284,40.0,,tomato_salad,2,1.0,30.0,24.0,46.499999999986926,,tomato,0,1.0,30.0,,,2.0
5289,test,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,69.75000000000313,40.0,,tomato_salad,2,1.0,30.0,24.0,45.24999999998664,,tomato,0,1.0,30.0,,,2.0
5290,test,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,71.00000000000341,40.0,,tomato_salad,2,1.0,30.0,24.0,43.99999999998636,,tomato,0,1.0,30.0,,,2.0
5291,test,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,72.2500000000037,40.0,,tomato_salad,2,1.0,30.0,24.0,42.74999999998607,,tomato,0,1.0,30.0,,,2.0
5292,test,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,73.50000000000398,40.0,,tomato_salad,2,1.0,30.0,24.0,41.49999999998579,,tomato,0,1.0,30.0,,,2.0
5293,test,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,74.75000000000426,40.0,,tomato_salad,2,1.0,30.0,24.0,40.249999999985505,,tomato,0,1.0,30.0,,,2.0
5294,test,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,76.00000000000455,40.0,,tomato_salad,2,1.0,30.0,24.0,38.99999999998522,,tomato,0,1.0,30.0,,,2.0
5295,test,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,77.25000000000483,40.0,,tomato_salad,2,1.0,30.0,24.0,37.74999999998494,,tomato,0,1.0,30.0,,,2.0
5296,test,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,78.50000000000512,40.0,,tomato_salad,2,1.0,30.0,24.0,36.49999999998465,,tomato,0,1.0,30.0,,,2.0
5297,test,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,79.7500000000054,40.0,,tomato_salad,2,1.0,30.0,24.0,35.24999999998437,,tomato,0,1.0,30.0,,,2.0
5298,test,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,81.00000000000568,40.0,,tomato_salad,2,1.0,30.0,24.0,33.999999999984084,,tomato,0,1.0,30.0,,,2.0
5299,test,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,82.25000000000597,40.0,,tomato_salad,2,1.0,30.0,24.0,32.7499999999838,,tomato,0,1.0,30.0,,,2.0
5300,test,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,83.50000000000625,40.0,,tomato_salad,2,1.0,30.0,24.0,31.49999999998366,,tomato,0,1.0,30.0,,,2.0
5301,test,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,84.75000000000654,40.0,,tomato_salad,2,1.0,30.0,24.0,30.249999999983732,,tomato,0,1.0,30.0,,,2.0
5302,test,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,86.00000000000682,40.0,,tomato_salad,2,1.0,30.0,24.0,28.999999999983803,,tomato,0,1.0,30.0,,,2.0
5303,test,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,87.2500000000071,40.0,,tomato_salad,2,1.0,30.0,24.0,27.749999999983874,,tomato,0,1.0,30.0,,,2.0
5304,test,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,40.0,,tomato_salad,2,1.0,30.0,24.0,26.499999999983945,,tomato,0,1.0,30.0,,,2.0
5305,test,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,40.0,,,3,1.0,30.0,24.0,25.249999999984016,,tomato,0,1.0,30.0,,,3.0
5306,test,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,40.0,,,3,1.0,30.0,24.0,24.0,,tomato,0,1.0,30.0,,,3.0
5307,test,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,tomato,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,40.0,,,3,1.0,30.0,24.0,24.0,,,0,1.0,30.0,,,3.0
5308,test,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,tomato,0.041666666666666664,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,40.0,,,3,1.0,30.0,24.0,24.0,,,0,1.0,30.0,,,3.0
