tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,Counter_02_slot_x,Counter_02_slot_y,Counter_02_item,Counter_03_slot_x,Counter_03_slot_y,Counter_03_item,CuttingBoard_10_slot_x,CuttingBoard_10_slot_y,CuttingBoard_10_item,CuttingBoard_10_cut_time_accumulated,CuttingBoard_10_cut_stage,CuttingBoard_20_slot_x,CuttingBoard_20_slot_y,CuttingBoard_20_item,CuttingBoard_20_cut_time_accumulated,CuttingBoard_20_cut_stage,Counter_32_slot_x,Counter_32_slot_y,Counter_32_item,Counter_33_slot_x,Counter_33_slot_y,Counter_33_item,Counter_34_slot_x,Counter_34_slot_y,Counter_34_item,Counter_35_slot_x,Counter_35_slot_y,Counter_35_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,ad3ae65de2639a98_score,player_64c238d2_x,player_64c238d2_y,player_64c238d2_move_target,player_64c238d2_item,player_64c238d2_score,player_64c238d2_cut_speed,player_64c238d2_speed,player_f505bb64_x,player_f505bb64_y,player_f505bb64_move_target,player_f505bb64_item,player_f505bb64_score,player_f505bb64_cut_speed,player_f505bb64_speed
4154,0,1,,0,2,,0,3,,1,0,None_cut,3.5000000000000075,3,2,0,tomato_cut,3.3749999999999964,3,3,2,tomato_cut,3,3,tomato,3,4,tomato,3,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,10,40.0,24.0,,,0,1.0,15.0,80.8388347648305,63.161165235169506,,,10,0.5,30.0
4155,0,1,,0,2,,0,3,,1,0,None_cut,3.5000000000000075,3,2,0,tomato_cut,3.416666666666663,3,3,2,tomato_cut,3,3,tomato,3,4,tomato,3,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,10,40.0,24.0,,,0,1.0,15.0,81.72271824131354,62.277281758686456,,,10,0.5,30.0
4156,0,1,,0,2,,0,3,,1,0,None_cut,3.5000000000000075,3,2,0,tomato_cut,3.4583333333333295,3,3,2,tomato_cut,3,3,tomato,3,4,tomato,3,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,10,40.0,24.0,,,0,1.0,15.0,82.6066017177966,61.39339828220341,,,10,0.5,30.0
4157,0,1,,0,2,,0,3,,1,0,None_cut,3.5000000000000075,3,2,0,tomato_cut,3.499999999999996,3,3,2,tomato_cut,3,3,tomato,3,4,tomato,3,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,10,40.0,24.0,,,0,1.0,15.0,83.49048519427964,60.50951480572036,,,10,0.5,30.0
4158,0,1,,0,2,,0,3,,1,0,None_cut,3.5000000000000075,3,2,0,tomato_cut,3.5416666666666625,3,3,2,tomato_cut,3,3,tomato,3,4,tomato,3,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,10,40.0,24.0,,,0,1.0,15.0,84.37436867076269,59.62563132923731,,,10,0.5,30.0
4159,0,1,,0,2,,0,3,,1,0,None_cut,3.5000000000000075,3,2,0,tomato_cut,3.583333333333329,3,3,2,tomato_cut,3,3,tomato,3,4,tomato,3,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,10,40.0,24.0,,,0,1.0,15.0,85.25825214724574,58.74174785275426,,,10,0.5,30.0
4160,0,1,,0,2,,0,3,,1,0,None_cut,3.5000000000000075,3,2,0,tomato_cut,3.6249999999999956,3,3,2,tomato_cut,3,3,tomato,3,4,tomato,3,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,10,40.0,24.0,,,0,1.0,15.0,86.14213562372879,57.85786437627121,,,10,0.5,30.0
4161,0,1,,0,2,,0,3,,1,0,None_cut,3.5000000000000075,3,2,0,tomato_cut,3.666666666666662,3,3,2,tomato_cut,3,3,tomato,3,4,tomato,3,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,10,40.0,24.0,,,0,1.0,15.0,87.02601910021184,56.97398089978816,,,10,0.5,30.0
4162,0,1,,0,2,,0,3,,1,0,None_cut,3.5000000000000075,3,2,0,tomato_cut,3.7083333333333286,3,3,2,tomato_cut,3,3,tomato,3,4,tomato,3,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,10,40.0,24.0,,,0,1.0,15.0,87.80565318468376,56.04617444130983,,,10,0.5,30.0
4163,0,1,,0,2,,0,3,,1,0,None_cut,3.5000000000000075,3,2,0,tomato_cut,3.749999999999995,3,3,2,tomato_cut,3,3,tomato,3,4,tomato,3,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,10,40.0,24.0,,,0,1.0,15.0,87.82079172774075,54.796266114866114,,,10,0.5,30.0
4164,0,1,,0,2,,0,3,,1,0,None_cut,3.5000000000000075,3,2,0,tomato_cut,3.7916666666666616,3,3,2,tomato_cut,3,3,tomato,3,4,tomato,3,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,10,40.0,24.0,,,0,1.0,15.0,87.83593027079775,53.5463577884224,,,10,0.5,30.0
4165,0,1,,0,2,,0,3,,1,0,None_cut,3.5000000000000075,3,2,0,tomato_cut,3.833333333333328,3,3,2,tomato_cut,3,3,tomato,3,4,tomato,3,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,10,40.0,24.0,,,0,1.0,15.0,87.85106881385474,52.29644946197868,,,10,0.5,30.0
4166,0,1,,0,2,,0,3,,1,0,None_cut,3.5000000000000075,3,2,0,tomato_cut,3.8749999999999947,3,3,2,tomato_cut,3,3,tomato,3,4,tomato,3,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,10,40.0,24.0,,,0,1.0,15.0,87.86620735691173,51.046541135534966,,,10,0.5,30.0
4167,0,1,,0,2,,0,3,,1,0,None_cut,3.5000000000000075,3,2,0,tomato_cut,3.916666666666661,3,3,2,tomato_cut,3,3,tomato,3,4,tomato,3,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,10,40.0,24.0,,,0,1.0,15.0,87.88134589996872,49.79663280909125,,,10,0.5,30.0
4168,0,1,,0,2,,0,3,,1,0,None_cut,3.5000000000000075,3,2,0,tomato_cut,3.9583333333333277,3,3,2,tomato_cut,3,3,tomato,3,4,tomato,3,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,10,40.0,24.0,,,0,1.0,15.0,87.89648444302571,48.546724482647534,,,10,0.5,30.0
4169,0,1,,0,2,,0,3,,1,0,None_cut,3.5000000000000075,3,2,0,tomato_cut,3.9999999999999942,3,3,2,tomato_cut,3,3,tomato,3,4,tomato,3,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,10,40.0,24.0,,,0,1.0,15.0,87.9116229860827,47.29681615620382,,,10,0.5,30.0
4170,0,1,,0,2,,0,3,,1,0,None_cut,3.5000000000000075,3,2,0,tomato_cut,3.9999999999999942,3,3,2,tomato_cut,3,3,tomato,3,4,tomato,3,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,10,40.0,24.0,,,0,1.0,15.0,87.9267615291397,46.0469078297601,,,10,0.5,30.0
4171,0,1,,0,2,,0,3,,1,0,None_cut,3.5000000000000075,3,2,0,tomato_cut,3.9999999999999942,3,3,2,tomato_cut,3,3,tomato,3,4,tomato,3,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,10,40.0,24.0,,,0,1.0,15.0,87.94190007219669,44.796999503316385,,,10,0.5,30.0
4172,0,1,,0,2,,0,3,,1,0,None_cut,3.5000000000000075,3,2,0,tomato_cut,3.9999999999999942,3,3,2,tomato_cut,3,3,tomato,3,4,tomato,3,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,10,40.0,24.0,,,0,1.0,15.0,87.95703861525368,43.54709117687267,,,10,0.5,30.0
4173,0,1,,0,2,,0,3,,1,0,None_cut,3.5000000000000075,3,2,0,None_cut,3.9999999999999942,3,3,2,tomato_cut,3,3,tomato,3,4,tomato,3,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,10,40.0,24.0,,tomato_cut,0,1.0,15.0,87.97217715831083,42.29718285042895,,,10,0.5,30.0
4174,0,1,,0,2,,0,3,,1,0,None_cut,3.5000000000000075,3,2,0,None_cut,3.9999999999999942,3,3,2,tomato_cut,3,3,tomato,3,4,tomato,3,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,10,40.0,24.0,,tomato_cut,0,1.0,15.0,87.98731570136853,41.04727452398524,,,10,0.5,30.0
4175,0,1,,0,2,,0,3,,1,0,None_cut,3.5000000000000075,3,2,0,None_cut,3.9999999999999942,3,3,2,tomato_cut,3,3,tomato,3,4,tomato,3,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,10,40.0,24.0,,tomato_cut,0,1.0,15.0,88.27873505658025,39.91278695017007,,,10,0.5,30.0
4176,0,1,,0,2,,0,3,,1,0,None_cut,3.5000000000000075,3,2,0,None_cut,3.9999999999999942,3,3,2,tomato_cut,3,3,tomato,3,4,tomato,3,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,10,40.0,24.0,,tomato_cut,0,1.0,15.0,89.15725113761928,39.02356847569058,,,10,0.5,30.0
4177,0,1,,0,2,,0,3,,1,0,None_cut,3.5000000000000075,3,2,0,None_cut,3.9999999999999942,3,3,2,tomato_cut,3,3,tomato,3,4,tomato,3,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,10,40.0,24.0,,tomato_cut,0,1.0,15.0,90.03576721865832,38.13435000121109,,,10,0.5,30.0
4178,0,1,,0,2,,0,3,,1,0,None_cut,3.5000000000000075,3,2,0,None_cut,3.9999999999999942,3,3,2,tomato_cut,3,3,tomato,3,4,tomato,3,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,10,40.0,24.0,,tomato_cut,0,1.0,15.0,90.91428329969736,37.2451315267316,,,10,0.5,30.0
4179,0,1,,0,2,,0,3,,1,0,None_cut,3.5000000000000075,3,2,0,None_cut,3.9999999999999942,3,3,2,tomato_cut,3,3,tomato,3,4,tomato,3,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,10,40.0,24.0,,tomato_cut,0,1.0,15.0,91.7927993807364,36.355913052252106,,,10,0.5,30.0
4180,0,1,,0,2,,0,3,,1,0,None_cut,3.5000000000000075,3,2,0,None_cut,3.9999999999999942,3,3,2,tomato_cut,3,3,tomato,3,4,tomato,3,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,10,40.0,24.0,,tomato_cut,0,1.0,15.0,92.67131546177544,35.466694577772614,,,10,0.5,30.0
4181,0,1,,0,2,,0,3,,1,0,None_cut,3.5000000000000075,3,2,0,None_cut,3.9999999999999942,3,3,2,tomato_cut,3,3,tomato,3,4,tomato,3,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,10,40.0,24.0,,tomato_cut,0,1.0,15.0,93.54983154281447,34.57747610329312,,,10,0.5,30.0
4182,0,1,,0,2,,0,3,,1,0,None_cut,3.5000000000000075,3,2,0,None_cut,3.9999999999999942,3,3,2,tomato_cut,3,3,tomato,3,4,tomato,3,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,10,40.0,24.0,,tomato_cut,0,1.0,15.0,94.42834762385351,33.68825762881363,,,10,0.5,30.0
4183,0,1,,0,2,,0,3,,1,0,None_cut,3.5000000000000075,3,2,0,None_cut,3.9999999999999942,3,3,2,tomato_cut,3,3,tomato,3,4,tomato,3,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,10,40.0,24.0,,tomato_cut,0,1.0,15.0,95.30686370489255,32.79903915433414,,,10,0.5,30.0
4184,0,1,,0,2,,0,3,,1,0,None_cut,3.5000000000000075,3,2,0,None_cut,3.9999999999999942,3,3,2,tomato_cut,3,3,tomato,3,4,tomato,3,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,10,40.0,24.0,,tomato_cut,0,1.0,15.0,96.18537978593159,31.909820679854647,,,10,0.5,30.0
4185,0,1,,0,2,,0,3,,1,0,None_cut,3.5000000000000075,3,2,0,None_cut,3.9999999999999942,3,3,2,tomato_cut,3,3,tomato,3,4,tomato,3,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,10,40.0,24.0,,tomato_cut,0,1.0,15.0,97.06389586697063,31.020602205375155,,,10,0.5,30.0
4186,0,1,,0,2,,0,3,,1,0,None_cut,3.5000000000000075,3,2,0,None_cut,3.9999999999999942,3,3,2,tomato_cut,3,3,tomato,3,4,tomato,3,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,10,40.0,24.0,,tomato_cut,0,1.0,15.0,97.94241194800966,30.1313837308959,,,10,0.5,30.0
4187,0,1,,0,2,,0,3,,1,0,None_cut,3.5000000000000075,3,2,0,None_cut,3.9999999999999942,3,3,2,tomato_cut,3,3,tomato,3,4,tomato,3,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,10,40.0,24.0,,tomato_cut,0,1.0,15.0,98.8209280290487,29.242165256416765,,,10,0.5,30.0
4188,0,1,,0,2,,0,3,,1,0,None_cut,3.5000000000000075,3,2,0,None_cut,3.9999999999999942,3,3,2,tomato_cut,3,3,tomato,3,4,tomato,3,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,10,40.0,24.0,,tomato_cut,0,1.0,15.0,99.69944411008774,28.35294678193763,,,10,0.5,30.0
4189,0,1,,0,2,,0,3,,1,0,None_cut,3.5000000000000075,3,2,0,None_cut,3.9999999999999942,3,3,2,tomato_cut,3,3,tomato,3,4,tomato,3,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,10,40.0,24.625000000000142,,tomato_cut,0,1.0,15.0,100.57796019112678,27.463728307458492,,,10,0.5,30.0
4190,0,1,,0,2,,0,3,,1,0,None_cut,3.5000000000000075,3,2,0,None_cut,3.9999999999999942,3,3,2,tomato_cut,3,3,tomato,3,4,tomato,3,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,10,40.0,25.250000000000284,,tomato_cut,0,1.0,15.0,101.45647627216582,26.574509832979356,,,10,0.5,30.0
4191,0,1,,0,2,,0,3,,1,0,None_cut,3.5000000000000075,3,2,0,None_cut,3.9999999999999942,3,3,2,tomato_cut,3,3,tomato,3,4,tomato,3,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,10,40.0,25.875000000000426,,tomato_cut,0,1.0,15.0,102.33499235320485,25.68529135850022,,,10,0.5,30.0
4192,0,1,,0,2,,0,3,,1,0,None_cut,3.5000000000000075,3,2,0,None_cut,3.9999999999999942,3,3,2,tomato_cut,3,3,tomato,3,4,tomato,3,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,10,40.0,26.50000000000057,,tomato_cut,0,1.0,15.0,103.21350843424389,24.79607288402111,,,10,0.5,30.0
4193,0,1,,0,2,,0,3,,1,0,None_cut,3.5000000000000075,3,2,0,None_cut,3.9999999999999942,3,3,2,tomato_cut,3,3,tomato,3,4,tomato,3,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,10,40.0,27.12500000000071,,tomato_cut,0,1.0,15.0,104.0,24.0,,,10,0.5,30.0
4194,0,1,,0,2,,0,3,,1,0,None_cut,3.5000000000000075,3,2,0,None_cut,3.9999999999999942,3,3,2,tomato_cut,3,3,tomato,3,4,tomato,3,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,10,40.0,27.750000000000853,,tomato_cut,0,1.0,15.0,104.0,24.0,,plate,10,0.5,30.0
4195,0,1,,0,2,,0,3,,1,0,None_cut,3.5000000000000075,3,2,0,None_cut,3.9999999999999942,3,3,2,tomato_cut,3,3,tomato,3,4,tomato,3,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,10,40.0,28.375000000000995,,tomato_cut,0,1.0,15.0,104.0,24.0,,plate,10,0.5,30.0
4196,0,1,,0,2,,0,3,,1,0,None_cut,3.5000000000000075,3,2,0,None_cut,3.9999999999999942,3,3,2,tomato_cut,3,3,tomato,3,4,tomato,3,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,10,40.0,29.000000000001137,,tomato_cut,0,1.0,15.0,104.0,24.0,,plate,10,0.5,30.0
4197,0,1,,0,2,,0,3,,1,0,None_cut,3.5000000000000075,3,2,0,None_cut,3.9999999999999942,3,3,2,tomato_cut,3,3,tomato,3,4,tomato,3,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,10,40.0,29.62500000000128,,tomato_cut,0,1.0,15.0,104.0,24.0,,plate,10,0.5,30.0
4198,0,1,,0,2,,0,3,,1,0,None_cut,3.5000000000000075,3,2,0,None_cut,3.9999999999999942,3,3,2,tomato_cut,3,3,tomato,3,4,tomato,3,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,10,40.0,30.25000000000142,,tomato_cut,0,1.0,15.0,104.0,24.0,,plate,10,0.5,30.0
4199,0,1,,0,2,,0,3,,1,0,None_cut,3.5000000000000075,3,2,0,None_cut,3.9999999999999942,3,3,2,tomato_cut,3,3,tomato,3,4,tomato,3,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,10,40.0,30.875000000001563,,tomato_cut,0,1.0,15.0,104.0,24.0,,plate,10,0.5,30.0
4200,0,1,,0,2,,0,3,,1,0,None_cut,3.5000000000000075,3,2,0,None_cut,3.9999999999999942,3,3,2,tomato_cut,3,3,tomato,3,4,tomato,3,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,10,40.0,31.500000000001705,,tomato_cut,0,1.0,15.0,104.0,24.0,,plate,10,0.5,30.0
4201,0,1,,0,2,,0,3,,1,0,None_cut,3.5000000000000075,3,2,0,None_cut,3.9999999999999942,3,3,2,tomato_cut,3,3,tomato,3,4,tomato,3,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,10,40.0,32.12500000000185,,tomato_cut,0,1.0,15.0,104.0,24.0,,plate,10,0.5,30.0
4202,0,1,,0,2,,0,3,,1,0,None_cut,3.5000000000000075,3,2,0,None_cut,3.9999999999999942,3,3,2,tomato_cut,3,3,tomato,3,4,tomato,3,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,10,40.0,32.75000000000199,,tomato_cut,0,1.0,15.0,104.0,24.0,,plate,10,0.5,30.0
4203,0,1,,0,2,,0,3,,1,0,None_cut,3.5000000000000075,3,2,0,None_cut,3.9999999999999942,3,3,2,tomato_cut,3,3,tomato,3,4,tomato,3,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,10,40.0,33.37500000000213,,tomato_cut,0,1.0,15.0,104.0,24.0,,plate,10,0.5,30.0
4204,0,1,,0,2,,0,3,,1,0,None_cut,3.5000000000000075,3,2,0,None_cut,3.9999999999999942,3,3,2,tomato_cut,3,3,tomato,3,4,tomato,3,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,10,40.0,34.000000000002274,,tomato_cut,0,1.0,15.0,104.0,24.0,,plate,10,0.5,30.0
4205,0,1,,0,2,,0,3,,1,0,None_cut,3.5000000000000075,3,2,0,None_cut,3.9999999999999942,3,3,2,tomato_cut,3,3,tomato,3,4,tomato,3,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,10,40.0,34.625000000002416,,tomato_cut,0,1.0,15.0,104.0,24.0,,plate,10,0.5,30.0
4206,0,1,,0,2,,0,3,,1,0,None_cut,3.5000000000000075,3,2,0,None_cut,3.9999999999999942,3,3,2,tomato_cut,3,3,tomato,3,4,tomato,3,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,10,40.0,35.25000000000256,,tomato_cut,0,1.0,15.0,104.0,24.0,,plate,10,0.5,30.0
4207,0,1,,0,2,,0,3,,1,0,None_cut,3.5000000000000075,3,2,0,None_cut,3.9999999999999942,3,3,2,tomato_cut,3,3,tomato,3,4,tomato,3,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,10,40.0,35.8750000000027,,tomato_cut,0,1.0,15.0,104.0,24.0,,plate,10,0.5,30.0
4208,0,1,,0,2,,0,3,,1,0,None_cut,3.5000000000000075,3,2,0,None_cut,3.9999999999999942,3,3,2,tomato_cut,3,3,tomato,3,4,tomato,3,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,10,40.0,36.50000000000284,,tomato_cut,0,1.0,15.0,104.0,24.0,,plate,10,0.5,30.0
4209,0,1,,0,2,,0,3,,1,0,None_cut,3.5000000000000075,3,2,0,None_cut,3.9999999999999942,3,3,2,tomato_cut,3,3,tomato,3,4,tomato,3,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,10,40.0,37.125000000002984,,tomato_cut,0,1.0,15.0,104.0,24.0,,plate,10,0.5,30.0
4210,0,1,,0,2,,0,3,,1,0,None_cut,3.5000000000000075,3,2,0,None_cut,3.9999999999999942,3,3,2,tomato_cut,3,3,tomato,3,4,tomato,3,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,10,40.0,37.750000000003126,,tomato_cut,0,1.0,15.0,104.0,24.0,,plate,10,0.5,30.0
4211,0,1,,0,2,,0,3,,1,0,None_cut,3.5000000000000075,3,2,0,None_cut,3.9999999999999942,3,3,2,tomato_cut,3,3,tomato,3,4,tomato,3,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,10,40.0,38.37500000000327,,tomato_cut,0,1.0,15.0,102.74999999999972,24.0,,plate,10,0.5,30.0
4212,0,1,,0,2,,0,3,,1,0,None_cut,3.5000000000000075,3,2,0,None_cut,3.9999999999999942,3,3,2,tomato_cut,3,3,tomato,3,4,tomato,3,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,10,40.0,39.00000000000341,,tomato_cut,0,1.0,15.0,101.49999999999943,24.0,,plate,10,0.5,30.0
4213,0,1,,0,2,,0,3,,1,0,None_cut,3.5000000000000075,3,2,0,None_cut,3.9999999999999942,3,3,2,tomato_cut,3,3,tomato,3,4,tomato,3,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,10,40.0,39.62500000000355,,tomato_cut,0,1.0,15.0,100.24999999999915,24.0,,plate,10,0.5,30.0
4214,0,1,,0,2,,0,3,,1,0,None_cut,3.5000000000000075,3,2,0,None_cut,3.9999999999999942,3,3,2,tomato_cut,3,3,tomato,3,4,tomato,3,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,10,40.0,40.250000000003695,,tomato_cut,0,1.0,15.0,98.99999999999886,24.0,,plate,10,0.5,30.0
4215,0,1,,0,2,,0,3,,1,0,None_cut,3.5000000000000075,3,2,0,None_cut,3.9999999999999942,3,3,2,tomato_cut,3,3,tomato,3,4,tomato,3,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,10,40.0,40.87500000000384,,tomato_cut,0,1.0,15.0,97.74999999999858,24.0,,plate,10,0.5,30.0
4216,0,1,,0,2,,0,3,,1,0,None_cut,3.5000000000000075,3,2,0,None_cut,3.9999999999999942,3,3,2,tomato_cut,3,3,tomato,3,4,tomato,3,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,10,40.0,41.50000000000398,,tomato_cut,0,1.0,15.0,96.4999999999983,24.0,,plate,10,0.5,30.0
4217,0,1,,0,2,,0,3,,1,0,None_cut,3.5000000000000075,3,2,0,None_cut,3.9999999999999942,3,3,2,tomato_cut,3,3,tomato,3,4,tomato,3,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,10,40.0,42.12500000000412,,tomato_cut,0,1.0,15.0,95.24999999999801,24.0,,plate,10,0.5,30.0
4218,0,1,,0,2,,0,3,,1,0,None_cut,3.5000000000000075,3,2,0,None_cut,3.9999999999999942,3,3,2,tomato_cut,3,3,tomato,3,4,tomato,3,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,10,40.0,42.75000000000426,,tomato_cut,0,1.0,15.0,93.99999999999773,24.0,,plate,10,0.5,30.0
