tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_03_slot_x,CuttingBoard_03_slot_y,CuttingBoard_03_item,CuttingBoard_03_cut_time_accumulated,CuttingBoard_03_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,74c025cfc5a4e20e_score,player_03f3a839_x,player_03f3a839_y,player_03f3a839_move_target,player_03f3a839_item,player_03f3a839_score,player_03f3a839_cut_speed,player_03f3a839_speed,player_48b03849_x,player_48b03849_y,player_48b03849_move_target,player_48b03849_item,player_48b03849_score,player_48b03849_cut_speed,player_48b03849_speed
3906,0,1,,0,2,tomato,2.9833333333333254,2,0,3,tomato,1.2166666666666648,1,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,56.0,,,2,1.0,12.0,24.0,56.0,,,0,0.2,30.0
3907,0,1,,0,2,tomato,2.9833333333333254,2,0,3,tomato,1.224999999999998,1,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,56.0,,,2,1.0,12.0,24.0,56.0,,,0,0.2,30.0
3908,0,1,,0,2,tomato,2.9833333333333254,2,0,3,tomato,1.2333333333333314,1,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,56.0,,,2,1.0,12.0,24.0,56.0,,,0,0.2,30.0
3909,0,1,,0,2,tomato,2.9833333333333254,2,0,3,tomato,1.2416666666666647,1,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,56.0,,,2,1.0,12.0,24.0,56.0,,,0,0.2,30.0
3910,0,1,,0,2,tomato,2.9833333333333254,2,0,3,tomato,1.249999999999998,1,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,56.0,,,2,1.0,12.0,24.0,56.0,,,0,0.2,30.0
3911,0,1,,0,2,tomato,2.9833333333333254,2,0,3,tomato,1.2583333333333313,1,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,56.0,,,2,1.0,12.0,24.0,56.0,,,0,0.2,30.0
3912,0,1,,0,2,tomato,2.9833333333333254,2,0,3,tomato,1.2666666666666646,1,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,56.0,,,2,1.0,12.0,24.0,56.0,,,0,0.2,30.0
3913,0,1,,0,2,tomato,2.9833333333333254,2,0,3,tomato,1.274999999999998,1,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,56.0,,,2,1.0,12.0,24.0,56.0,,,0,0.2,30.0
3914,0,1,,0,2,tomato,2.9833333333333254,2,0,3,tomato,1.2833333333333312,1,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,56.0,,,2,1.0,12.0,24.0,56.0,,,0,0.2,30.0
3915,0,1,,0,2,tomato,2.9833333333333254,2,0,3,tomato,1.2916666666666645,1,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,56.0,,,2,1.0,12.0,24.0,56.0,,,0,0.2,30.0
3916,0,1,,0,2,tomato,2.9833333333333254,2,0,3,tomato,1.2999999999999978,1,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,56.0,,,2,1.0,12.0,24.0,56.0,,,0,0.2,30.0
3917,0,1,,0,2,tomato,2.9833333333333254,2,0,3,tomato,1.3083333333333311,1,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,56.0,,,2,1.0,12.0,24.0,56.0,,,0,0.2,30.0
3918,0,1,,0,2,tomato,2.9833333333333254,2,0,3,tomato,1.3166666666666644,1,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,56.0,,,2,1.0,12.0,24.0,56.0,,,0,0.2,30.0
3919,0,1,,0,2,tomato,2.9833333333333254,2,0,3,tomato,1.3249999999999977,1,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,56.0,,,2,1.0,12.0,24.0,56.0,,,0,0.2,30.0
3920,0,1,,0,2,tomato,2.9833333333333254,2,0,3,tomato,1.333333333333331,1,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,56.0,,,2,1.0,12.0,24.0,56.0,,,0,0.2,30.0
3921,0,1,,0,2,tomato,2.9833333333333254,2,0,3,tomato,1.3416666666666643,1,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,56.0,,,2,1.0,12.0,24.0,56.0,,,0,0.2,30.0
3922,0,1,,0,2,tomato,2.9833333333333254,2,0,3,tomato,1.3499999999999976,1,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,56.0,,,2,1.0,12.0,24.0,56.0,,,0,0.2,30.0
3923,0,1,,0,2,tomato,2.9833333333333254,2,0,3,tomato,1.358333333333331,1,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,56.0,,,2,1.0,12.0,24.0,56.0,,,0,0.2,30.0
3924,0,1,,0,2,tomato,2.9833333333333254,2,0,3,tomato,1.3666666666666643,1,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,56.0,,,2,1.0,12.0,24.0,56.0,,,0,0.2,30.0
3925,0,1,,0,2,tomato,2.9833333333333254,2,0,3,tomato,1.3749999999999976,1,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,56.0,,,2,1.0,12.0,24.0,56.0,,,0,0.2,30.0
3926,0,1,,0,2,tomato,2.9833333333333254,2,0,3,tomato,1.3833333333333309,1,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,56.0,,,2,1.0,12.0,24.0,56.0,,,0,0.2,30.0
3927,0,1,,0,2,tomato,2.9833333333333254,2,0,3,tomato,1.3916666666666642,1,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,56.0,,,2,1.0,12.0,24.0,56.0,,,0,0.2,30.0
3928,0,1,,0,2,tomato,2.9833333333333254,2,0,3,tomato,1.3999999999999975,1,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,56.0,,,2,1.0,12.0,24.0,56.0,,,0,0.2,30.0
3929,0,1,,0,2,tomato,2.9833333333333254,2,0,3,tomato,1.4083333333333308,1,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,56.0,,,2,1.0,12.0,24.0,56.0,,,0,0.2,30.0
3930,0,1,,0,2,tomato,2.9833333333333254,2,0,3,tomato,1.416666666666664,1,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,56.0,,,2,1.0,12.0,24.0,56.0,,,0,0.2,30.0
3931,0,1,,0,2,tomato,2.9833333333333254,2,0,3,tomato,1.4249999999999974,1,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,56.0,,,2,1.0,12.0,24.0,56.0,,,0,0.2,30.0
3932,0,1,,0,2,tomato,2.9833333333333254,2,0,3,tomato,1.4333333333333307,1,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,56.0,,,2,1.0,12.0,24.0,56.0,,,0,0.2,30.0
3933,0,1,,0,2,tomato,2.9833333333333254,2,0,3,tomato,1.441666666666664,1,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,56.0,,,2,1.0,12.0,24.0,56.0,,,0,0.2,30.0
3934,0,1,,0,2,tomato,2.9833333333333254,2,0,3,tomato,1.4499999999999973,1,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,56.0,,,2,1.0,12.0,24.0,56.0,,,0,0.2,30.0
3935,0,1,,0,2,tomato,2.9833333333333254,2,0,3,tomato,1.4583333333333306,1,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,56.0,,,2,1.0,12.0,24.0,56.0,,,0,0.2,30.0
3936,0,1,,0,2,tomato,2.9833333333333254,2,0,3,tomato,1.466666666666664,1,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,56.0,,,2,1.0,12.0,24.0,56.0,,,0,0.2,30.0
3937,0,1,,0,2,tomato,2.9833333333333254,2,0,3,tomato,1.4749999999999972,1,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,56.0,,,2,1.0,12.0,24.0,56.0,,,0,0.2,30.0
3938,0,1,,0,2,tomato,2.9833333333333254,2,0,3,tomato,1.4833333333333305,1,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,56.0,,,2,1.0,12.0,24.0,56.0,,,0,0.2,30.0
3939,0,1,,0,2,tomato,2.9833333333333254,2,0,3,tomato,1.4916666666666638,1,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.35355339059322,55.64644660940678,,,2,1.0,12.0,24.0,56.0,,,0,0.2,30.0
3940,0,1,,0,2,tomato,2.9833333333333254,2,0,3,tomato,1.4999999999999971,1,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.70710678118644,55.29289321881356,,,2,1.0,12.0,24.0,56.0,,,0,0.2,30.0
3941,0,1,,0,2,tomato,2.9833333333333254,2,0,3,tomato,1.5083333333333304,1,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,57.06066017177966,54.93933982822034,,,2,1.0,12.0,24.0,56.0,,,0,0.2,30.0
3942,0,1,,0,2,tomato,2.9833333333333254,2,0,3,tomato,1.5166666666666637,1,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,57.41421356237288,54.58578643762712,,,2,1.0,12.0,24.0,56.0,,,0,0.2,30.0
3943,0,1,,0,2,tomato,2.9833333333333254,2,0,3,tomato,1.524999999999997,1,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,57.7677669529661,54.2322330470339,,,2,1.0,12.0,24.0,56.0,,,0,0.2,30.0
3944,0,1,,0,2,tomato,2.9833333333333254,2,0,3,tomato,1.5333333333333303,1,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,58.12132034355932,53.87867965644068,,,2,1.0,12.0,24.0,56.0,,,0,0.2,30.0
3945,0,1,,0,2,tomato,2.9833333333333254,2,0,3,tomato,1.5416666666666636,1,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,58.47487373415254,53.52512626584746,,,2,1.0,12.0,24.0,56.0,,,0,0.2,30.0
3946,0,1,,0,2,tomato,2.9833333333333254,2,0,3,tomato,1.549999999999997,1,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,58.82842712474576,53.17157287525424,,,2,1.0,12.0,24.0,56.0,,,0,0.2,30.0
3947,0,1,,0,2,tomato,2.9833333333333254,2,0,3,tomato,1.5583333333333302,1,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,59.18198051533898,52.81801948466102,,,2,1.0,12.0,24.0,56.0,,,0,0.2,30.0
3948,0,1,,0,2,tomato,2.9833333333333254,2,0,3,tomato,1.5666666666666635,1,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,59.5355339059322,52.4644660940678,,,2,1.0,12.0,24.0,56.0,,,0,0.2,30.0
3949,0,1,,0,2,tomato,2.9833333333333254,2,0,3,tomato,1.5749999999999968,1,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,59.88908729652542,52.11091270347458,,,2,1.0,12.0,24.0,56.0,,,0,0.2,30.0
3950,0,1,,0,2,tomato,2.9833333333333254,2,0,3,tomato,1.5833333333333302,1,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,60.24264068711864,51.75735931288136,,,2,1.0,12.0,24.0,56.0,,,0,0.2,30.0
3951,0,1,,0,2,tomato,2.9833333333333254,2,0,3,tomato,1.5916666666666635,1,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,60.59619407771186,51.40380592228814,,,2,1.0,12.0,24.0,56.0,,,0,0.2,30.0
3952,0,1,,0,2,tomato,2.9833333333333254,2,0,3,tomato,1.5999999999999968,1,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,60.94974746830508,51.05025253169492,,,2,1.0,12.0,24.0,56.0,,,0,0.2,30.0
3953,0,1,,0,2,tomato,2.9833333333333254,2,0,3,tomato,1.60833333333333,1,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,61.3033008588983,50.6966991411017,,,2,1.0,12.0,24.0,56.0,,,0,0.2,30.0
3954,0,1,,0,2,tomato,2.9833333333333254,2,0,3,tomato,1.6166666666666634,1,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,61.656854249491516,50.343145750508484,,,2,1.0,12.0,24.0,56.0,,,0,0.2,30.0
3955,0,1,,0,2,tomato,2.9833333333333254,2,0,3,tomato,1.6249999999999967,1,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,62.010407640084736,49.989592359915264,,,2,1.0,12.0,24.0,56.0,,,0,0.2,30.0
3956,0,1,,0,2,tomato,2.9833333333333254,2,0,3,tomato,1.63333333333333,1,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,62.363961030677956,49.636038969322044,,,2,1.0,12.0,24.0,56.0,,,0,0.2,30.0
3957,0,1,,0,2,tomato,2.9833333333333254,2,0,3,tomato,1.6416666666666633,1,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,62.717514421271176,49.282485578728824,,,2,1.0,12.0,24.0,56.0,,,0,0.2,30.0
3958,0,1,,0,2,tomato,2.9833333333333254,2,0,3,tomato,1.6499999999999966,1,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,63.071067811864395,48.928932188135605,,,2,1.0,12.0,24.0,56.0,,,0,0.2,30.0
3959,0,1,,0,2,tomato,2.9833333333333254,2,0,3,tomato,1.6583333333333299,1,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,63.424621202457615,48.575378797542385,,,2,1.0,12.0,24.0,56.0,,,0,0.2,30.0
3960,0,1,,0,2,tomato,2.9833333333333254,2,0,3,tomato,1.6666666666666632,1,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,63.778174593050835,48.221825406949165,,,2,1.0,12.0,24.0,56.0,,,0,0.2,30.0
3961,0,1,,0,2,tomato,2.9833333333333254,2,0,3,tomato,1.6749999999999965,1,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,64.13172798364405,47.868272016355945,,,2,1.0,12.0,24.0,56.0,,,0,0.2,30.0
3962,0,1,,0,2,tomato,2.9833333333333254,2,0,3,tomato,1.6833333333333298,1,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,64.48528137423727,47.514718625762725,,,2,1.0,12.0,24.0,56.0,,,0,0.2,30.0
3963,0,1,,0,2,tomato,2.9833333333333254,2,0,3,tomato,1.691666666666663,1,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,64.8388347648305,47.161165235169506,,,2,1.0,12.0,24.0,56.0,,,0,0.2,30.0
3964,0,1,,0,2,tomato,2.9833333333333254,2,0,3,tomato,1.6999999999999964,1,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,65.19238815542371,46.807611844576286,,,2,1.0,12.0,24.0,56.0,,,0,0.2,30.0
3965,0,1,,0,2,tomato,2.9833333333333254,2,0,3,tomato,1.7083333333333297,1,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,65.54594154601693,46.454058453983066,,,2,1.0,12.0,24.0,56.0,,,0,0.2,30.0
3966,0,1,,0,2,tomato,2.9833333333333254,2,0,3,tomato,1.716666666666663,1,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,65.89949493661015,46.100505063389846,,,2,1.0,12.0,24.0,56.0,,,0,0.2,30.0
3967,0,1,,0,2,tomato,2.9833333333333254,2,0,3,tomato,1.7249999999999963,1,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,66.25304832720337,45.74695167279663,,,2,1.0,12.0,24.0,56.0,,,0,0.2,30.0
3968,0,1,,0,2,tomato,2.9833333333333254,2,0,3,tomato,1.7333333333333296,1,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,66.6066017177966,45.39339828220341,,,2,1.0,12.0,24.0,56.0,,,0,0.2,30.0
3969,0,1,,0,2,tomato,2.9833333333333254,2,0,3,tomato,1.741666666666663,1,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,66.96015510838981,45.03984489161019,,,2,1.0,12.0,24.0,56.0,,,0,0.2,30.0
3970,0,1,,0,2,tomato,2.9833333333333254,2,0,3,tomato,1.7499999999999962,1,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,67.31370849898303,44.68629150101697,,,2,1.0,12.0,24.0,56.0,,,0,0.2,30.0
3971,0,1,,0,2,tomato,2.9833333333333254,2,0,3,tomato,1.7583333333333295,1,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,67.66726188957625,44.33273811042375,,,2,1.0,12.0,24.0,56.0,,,0,0.2,30.0
3972,0,1,,0,2,tomato,2.9833333333333254,2,0,3,tomato,1.7666666666666628,1,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,68.02081528016947,43.97918471983053,,,2,1.0,12.0,24.0,56.0,,,0,0.2,30.0
3973,0,1,,0,2,tomato,2.9833333333333254,2,0,3,tomato,1.7749999999999961,1,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,68.37436867076269,43.62563132923731,,,2,1.0,12.0,24.0,56.0,,,0,0.2,30.0
3974,0,1,,0,2,tomato,2.9833333333333254,2,0,3,tomato,1.7833333333333294,1,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,68.72792206135591,43.27207793864409,,,2,1.0,12.0,24.0,56.0,,,0,0.2,30.0
3975,0,1,,0,2,tomato,2.9833333333333254,2,0,3,tomato,1.7916666666666627,1,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,69.08147545194913,42.91852454805087,,,2,1.0,12.0,24.0,56.0,,,0,0.2,30.0
3976,0,1,,0,2,tomato,2.9833333333333254,2,0,3,tomato,1.799999999999996,1,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,69.43502884254235,42.56497115745765,,,2,1.0,12.0,24.0,56.0,,,0,0.2,30.0
3977,0,1,,0,2,tomato,2.9833333333333254,2,0,3,tomato,1.8083333333333294,1,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,69.78858223313557,42.21141776686443,,,2,1.0,12.0,24.0,56.0,,,0,0.2,30.0
3978,0,1,,0,2,tomato,2.9833333333333254,2,0,3,tomato,1.8166666666666627,1,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,70.14213562372879,41.85786437627121,,,2,1.0,12.0,24.0,56.0,,,0,0.2,30.0
3979,0,1,,0,2,tomato,2.9833333333333254,2,0,3,tomato,1.824999999999996,1,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,70.49568901432201,41.50431098567799,,,2,1.0,12.0,24.0,56.0,,,0,0.2,30.0
3980,0,1,,0,2,tomato,2.9833333333333254,2,0,3,tomato,1.8333333333333293,1,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,70.84924240491523,41.15075759508477,,,2,1.0,12.0,24.0,56.0,,,0,0.2,30.0
3981,0,1,,0,2,tomato,2.9833333333333254,2,0,3,tomato,1.8416666666666626,1,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,71.20279579550845,40.79720420449155,,,2,1.0,12.0,24.0,56.0,,,0,0.2,30.0
3982,0,1,,0,2,tomato,2.9833333333333254,2,0,3,tomato,1.8499999999999959,1,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,71.55634918610167,40.44365081389833,,,2,1.0,12.0,24.0,56.0,,,0,0.2,30.0
3983,0,1,,0,2,tomato,2.9833333333333254,2,0,3,tomato,1.8583333333333292,1,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,71.95528924982273,40.19778838398448,,,2,1.0,12.0,24.0,56.0,,,0,0.2,30.0
3984,0,1,,0,2,tomato,2.9833333333333254,2,0,3,tomato,1.8666666666666625,1,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,72.45525126340897,40.191625189131166,,,2,1.0,12.0,24.0,56.0,,,0,0.2,30.0
