tick,phase,collision,CuttingBoard_01_slot_x,CuttingBoard_01_slot_y,CuttingBoard_01_item,CuttingBoard_01_cut_time_accumulated,CuttingBoard_01_cut_stage,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_10_slot_x,CuttingBoard_10_slot_y,CuttingBoard_10_item,CuttingBoard_10_cut_time_accumulated,CuttingBoard_10_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Counter_26_slot_x,Counter_26_slot_y,Counter_26_item,Counter_27_slot_x,Counter_27_slot_y,Counter_27_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Delivery_53_slot_x,Delivery_53_slot_y,Delivery_53_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Dispenser_80_slot_x,Dispenser_80_slot_y,Dispenser_80_item,Delivery_83_slot_x,Delivery_83_slot_y,Delivery_83_item,Dispenser_91_slot_x,Dispenser_91_slot_y,Dispenser_91_item,Delivery_93_slot_x,Delivery_93_slot_y,Delivery_93_item,2aa33dab11ad9544_score,player_9e2f45d7_x,player_9e2f45d7_y,player_9e2f45d7_move_target,player_9e2f45d7_item,player_9e2f45d7_score,player_9e2f45d7_cut_speed,player_9e2f45d7_speed,player_c8b008ca_x,player_c8b008ca_y,player_c8b008ca_move_target,player_c8b008ca_item,player_c8b008ca_score,player_c8b008ca_cut_speed,player_c8b008ca_speed,44cb2012cc96f6f3_score,03edb24e6fc5f01f_message,b911d07921413b90_score
4998,test,False,0,1,,0.0,0,0,2,None_cut,3.6249999999999956,3,1,0,,0,0,2,2,tomato_salad,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,46.00000000000307,,tomato_cut,0,1.0,12.0,56.0,56.0,,,2,0.2,30.0,,,2.0
4999,test,False,0,1,,0.0,0,0,2,None_cut,3.6249999999999956,3,1,0,,0,0,2,2,tomato_salad,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,46.500000000003325,,tomato_cut,0,1.0,12.0,56.0,56.0,,,2,0.2,30.0,,,2.0
5000,test,False,0,1,,0.0,0,0,2,None_cut,3.6249999999999956,3,1,0,,0,0,2,2,tomato_salad,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,47.00000000000358,,tomato_cut,0,1.0,12.0,56.0,56.0,,,2,0.2,30.0,,,2.0
5001,test,False,0,1,,0.0,0,0,2,None_cut,3.6249999999999956,3,1,0,,0,0,2,2,tomato_salad,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,47.50000000000384,,tomato_cut,0,1.0,12.0,56.0,56.0,,,2,0.2,30.0,,,2.0
5002,test,False,0,1,,0.0,0,0,2,None_cut,3.6249999999999956,3,1,0,,0,0,2,2,tomato_salad,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,48.00000000000409,,tomato_cut,0,1.0,12.0,56.0,54.749999999999716,,,2,0.2,30.0,,,2.0
5003,test,False,0,1,,0.0,0,0,2,None_cut,3.6249999999999956,3,1,0,,0,0,2,2,tomato_salad,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,48.50000000000435,,tomato_cut,0,1.0,12.0,56.0,53.49999999999943,,,2,0.2,30.0,,,2.0
5004,test,False,0,1,,0.0,0,0,2,None_cut,3.6249999999999956,3,1,0,,0,0,2,2,tomato_salad,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,49.000000000004604,,tomato_cut,0,1.0,12.0,56.0,52.24999999999915,,,2,0.2,30.0,,,2.0
5005,test,False,0,1,,0.0,0,0,2,None_cut,3.6249999999999956,3,1,0,,0,0,2,2,tomato_salad,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,49.50000000000486,,tomato_cut,0,1.0,12.0,56.0,50.99999999999886,,,2,0.2,30.0,,,2.0
5006,test,False,0,1,,0.0,0,0,2,None_cut,3.6249999999999956,3,1,0,,0,0,2,2,tomato_salad,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,50.000000000005116,,tomato_cut,0,1.0,12.0,56.0,49.74999999999858,,,2,0.2,30.0,,,2.0
5007,test,False,0,1,,0.0,0,0,2,None_cut,3.6249999999999956,3,1,0,,0,0,2,2,tomato_salad,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,50.50000000000537,,tomato_cut,0,1.0,12.0,56.0,48.499999999998295,,,2,0.2,30.0,,,2.0
5008,test,False,0,1,,0.0,0,0,2,None_cut,3.6249999999999956,3,1,0,,0,0,2,2,tomato_salad,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,51.00000000000563,,tomato_cut,0,1.0,12.0,56.0,47.24999999999801,,,2,0.2,30.0,,,2.0
5009,test,False,0,1,,0.0,0,0,2,None_cut,3.6249999999999956,3,1,0,,0,0,2,2,tomato_salad,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,51.50000000000588,,tomato_cut,0,1.0,12.0,56.0,45.999999999997726,,,2,0.2,30.0,,,2.0
5010,test,False,0,1,,0.0,0,0,2,None_cut,3.6249999999999956,3,1,0,,0,0,2,2,tomato_salad,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,52.00000000000614,,tomato_cut,0,1.0,12.0,56.0,44.74999999999744,,,2,0.2,30.0,,,2.0
5011,test,False,0,1,,0.0,0,0,2,None_cut,3.6249999999999956,3,1,0,,0,0,2,2,tomato_salad,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,52.500000000006395,,tomato_cut,0,1.0,12.0,56.0,43.49999999999716,,,2,0.2,30.0,,,2.0
5012,test,False,0,1,,0.0,0,0,2,None_cut,3.6249999999999956,3,1,0,,0,0,2,2,tomato_salad,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,53.00000000000665,,tomato_cut,0,1.0,12.0,56.0,42.249999999996874,,,2,0.2,30.0,,,2.0
5013,test,False,0,1,,0.0,0,0,2,None_cut,3.6249999999999956,3,1,0,,0,0,2,2,tomato_salad,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,53.50000000000691,,tomato_cut,0,1.0,12.0,56.0,40.99999999999659,,,2,0.2,30.0,,,2.0
5014,test,False,0,1,,0.0,0,0,2,None_cut,3.6249999999999956,3,1,0,,0,0,2,2,tomato_salad,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,54.00000000000716,,tomato_cut,0,1.0,12.0,56.0,40.0,,,2,0.2,30.0,,,2.0
5015,test,False,0,1,,0.0,0,0,2,None_cut,3.6249999999999956,3,1,0,,0,0,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,54.50000000000742,,tomato_cut,0,1.0,12.0,56.0,40.0,,tomato_salad,2,0.2,30.0,,,2.0
5016,test,False,0,1,,0.0,0,0,2,None_cut,3.6249999999999956,3,1,0,,0,0,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,55.000000000007674,,tomato_cut,0,1.0,12.0,56.0,40.0,,tomato_salad,2,0.2,30.0,,,2.0
5017,test,False,0,1,,0.0,0,0,2,None_cut,3.6249999999999956,3,1,0,,0,0,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,55.50000000000793,,tomato_cut,0,1.0,12.0,56.0,40.0,,tomato_salad,2,0.2,30.0,,,2.0
5018,test,False,0,1,,0.0,0,0,2,None_cut,3.6249999999999956,3,1,0,,0,0,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,56.0,,tomato_cut,0,1.0,12.0,56.0,40.0,,tomato_salad,2,0.2,30.0,,,2.0
5019,test,False,0,1,,0.0,0,0,2,None_cut,3.6249999999999956,3,1,0,,0,0,2,2,,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,56.0,,,0,1.0,12.0,56.0,40.0,,tomato_salad,2,0.2,30.0,,,2.0
5020,test,False,0,1,,0.0,0,0,2,None_cut,3.6249999999999956,3,1,0,,0,0,2,2,,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,56.0,,,0,1.0,12.0,56.0,40.0,,tomato_salad,2,0.2,30.0,,,2.0
5021,test,False,0,1,,0.0,0,0,2,None_cut,3.6249999999999956,3,1,0,,0,0,2,2,,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,56.0,,,0,1.0,12.0,56.0,40.0,,tomato_salad,2,0.2,30.0,,,2.0
5022,test,False,0,1,,0.0,0,0,2,None_cut,3.6249999999999956,3,1,0,,0,0,2,2,,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,56.0,,,0,1.0,12.0,56.0,40.0,,tomato_salad,2,0.2,30.0,,,2.0
5023,test,False,0,1,,0.0,0,0,2,None_cut,3.6249999999999956,3,1,0,,0,0,2,2,,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,56.0,,,0,1.0,12.0,56.0,40.0,,tomato_salad,2,0.2,30.0,,,2.0
5024,test,False,0,1,,0.0,0,0,2,None_cut,3.6249999999999956,3,1,0,,0,0,2,2,,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,56.0,,,0,1.0,12.0,56.0,40.0,,tomato_salad,2,0.2,30.0,,,2.0
5025,test,False,0,1,,0.0,0,0,2,None_cut,3.6249999999999956,3,1,0,,0,0,2,2,,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,56.0,,,0,1.0,12.0,56.0,40.0,,tomato_salad,2,0.2,30.0,,,2.0
5026,test,False,0,1,,0.0,0,0,2,None_cut,3.6249999999999956,3,1,0,,0,0,2,2,,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,56.0,,,0,1.0,12.0,56.0,40.0,,tomato_salad,2,0.2,30.0,,,2.0
5027,test,False,0,1,,0.0,0,0,2,None_cut,3.6249999999999956,3,1,0,,0,0,2,2,,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,56.0,,,0,1.0,12.0,56.0,40.0,,tomato_salad,2,0.2,30.0,,,2.0
5028,test,False,0,1,,0.0,0,0,2,None_cut,3.6249999999999956,3,1,0,,0,0,2,2,,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,56.0,,,0,1.0,12.0,56.0,40.0,,tomato_salad,2,0.2,30.0,,,2.0
5029,test,False,0,1,,0.0,0,0,2,None_cut,3.6249999999999956,3,1,0,,0,0,2,2,,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,56.0,,,0,1.0,12.0,56.0,40.0,,tomato_salad,2,0.2,30.0,,,2.0
5030,test,False,0,1,,0.0,0,0,2,None_cut,3.6249999999999956,3,1,0,,0,0,2,2,,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,56.0,,,0,1.0,12.0,56.0,40.0,,tomato_salad,2,0.2,30.0,,,2.0
5031,test,False,0,1,,0.0,0,0,2,None_cut,3.6249999999999956,3,1,0,,0,0,2,2,,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,56.0,,,0,1.0,12.0,56.0,40.0,,tomato_salad,2,0.2,30.0,,,2.0
5032,test,False,0,1,,0.0,0,0,2,None_cut,3.6249999999999956,3,1,0,,0,0,2,2,,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,56.0,,,0,1.0,12.0,56.0,40.0,,tomato_salad,2,0.2,30.0,,,2.0
5033,test,False,0,1,,0.0,0,0,2,None_cut,3.6249999999999956,3,1,0,,0,0,2,2,,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,56.0,,,0,1.0,12.0,56.0,40.0,,tomato_salad,2,0.2,30.0,,,2.0
5034,test,False,0,1,,0.0,0,0,2,None_cut,3.6249999999999956,3,1,0,,0,0,2,2,,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,56.0,,,0,1.0,12.0,56.0,40.0,,tomato_salad,2,0.2,30.0,,,2.0
5035,test,False,0,1,,0.0,0,0,2,None_cut,3.6249999999999956,3,1,0,,0,0,2,2,,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,56.0,,,0,1.0,12.0,56.0,40.0,,tomato_salad,2,0.2,30.0,,,2.0
5036,test,False,0,1,,0.0,0,0,2,None_cut,3.6249999999999956,3,1,0,,0,0,2,2,,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,56.0,,,0,1.0,12.0,56.0,40.0,,tomato_salad,2,0.2,30.0,,,2.0
5037,test,False,0,1,,0.0,0,0,2,None_cut,3.6249999999999956,3,1,0,,0,0,2,2,,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,56.0,,,0,1.0,12.0,56.0,40.0,,tomato_salad,2,0.2,30.0,,,2.0
5038,test,False,0,1,,0.0,0,0,2,None_cut,3.6249999999999956,3,1,0,,0,0,2,2,,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,56.0,,,0,1.0,12.0,56.0,40.0,,tomato_salad,2,0.2,30.0,,,2.0
5039,test,False,0,1,,0.0,0,0,2,None_cut,3.6249999999999956,3,1,0,,0,0,2,2,,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,56.0,,,0,1.0,12.0,56.0,40.0,,tomato_salad,2,0.2,30.0,,,2.0
5040,test,False,0,1,,0.0,0,0,2,None_cut,3.6249999999999956,3,1,0,,0,0,2,2,,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,56.0,,,0,1.0,12.0,56.0,40.0,,tomato_salad,2,0.2,30.0,,,2.0
5041,test,False,0,1,,0.0,0,0,2,None_cut,3.6249999999999956,3,1,0,,0,0,2,2,,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,56.0,,,0,1.0,12.0,56.0,40.0,,tomato_salad,2,0.2,30.0,,,2.0
5042,test,False,0,1,,0.0,0,0,2,None_cut,3.6249999999999956,3,1,0,,0,0,2,2,,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,56.0,,,0,1.0,12.0,56.0,40.0,,tomato_salad,2,0.2,30.0,,,2.0
5043,test,False,0,1,,0.0,0,0,2,None_cut,3.6249999999999956,3,1,0,,0,0,2,2,,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,56.0,,,0,1.0,12.0,56.0,40.0,,tomato_salad,2,0.2,30.0,,,2.0
5044,test,False,0,1,,0.0,0,0,2,None_cut,3.6249999999999956,3,1,0,,0,0,2,2,,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,56.0,,,0,1.0,12.0,56.0,40.0,,tomato_salad,2,0.2,30.0,,,2.0
5045,test,False,0,1,,0.0,0,0,2,None_cut,3.6249999999999956,3,1,0,,0,0,2,2,,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,56.0,,,0,1.0,12.0,56.0,40.0,,tomato_salad,2,0.2,30.0,,,2.0
5046,test,False,0,1,,0.0,0,0,2,None_cut,3.6249999999999956,3,1,0,,0,0,2,2,,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,56.0,,,0,1.0,12.0,56.0,40.0,,tomato_salad,2,0.2,30.0,,,2.0
5047,test,False,0,1,,0.0,0,0,2,None_cut,3.6249999999999956,3,1,0,,0,0,2,2,,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,56.0,,,0,1.0,12.0,56.0,40.0,,tomato_salad,2,0.2,30.0,,,2.0
5048,test,False,0,1,,0.0,0,0,2,None_cut,3.6249999999999956,3,1,0,,0,0,2,2,,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,56.0,,,0,1.0,12.0,56.0,40.0,,tomato_salad,2,0.2,30.0,,,2.0
5049,test,False,0,1,,0.0,0,0,2,None_cut,3.6249999999999956,3,1,0,,0,0,2,2,,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,56.0,,,0,1.0,12.0,56.0,40.0,,tomato_salad,2,0.2,30.0,,,2.0
5050,test,False,0,1,,0.0,0,0,2,None_cut,3.6249999999999956,3,1,0,,0,0,2,2,,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,56.0,,,0,1.0,12.0,56.0,40.0,,tomato_salad,2,0.2,30.0,,,2.0
5051,test,False,0,1,,0.0,0,0,2,None_cut,3.6249999999999956,3,1,0,,0,0,2,2,,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,56.0,,,0,1.0,12.0,56.0,40.0,,tomato_salad,2,0.2,30.0,,,2.0
5052,test,False,0,1,,0.0,0,0,2,None_cut,3.6249999999999956,3,1,0,,0,0,2,2,,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,56.0,,,0,1.0,12.0,56.0,40.0,,tomato_salad,2,0.2,30.0,,,2.0
5053,test,False,0,1,,0.0,0,0,2,None_cut,3.6249999999999956,3,1,0,,0,0,2,2,,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,56.0,,,0,1.0,12.0,56.0,40.0,,tomato_salad,2,0.2,30.0,,,2.0
5054,test,False,0,1,,0.0,0,0,2,None_cut,3.6249999999999956,3,1,0,,0,0,2,2,,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,56.0,,,0,1.0,12.0,56.0,40.0,,tomato_salad,2,0.2,30.0,,,2.0
5055,test,False,0,1,,0.0,0,0,2,None_cut,3.6249999999999956,3,1,0,,0,0,2,2,,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,56.0,,,0,1.0,12.0,56.0,40.0,,tomato_salad,2,0.2,30.0,,,2.0
5056,test,False,0,1,,0.0,0,0,2,None_cut,3.6249999999999956,3,1,0,,0,0,2,2,,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,56.0,,,0,1.0,12.0,56.0,40.0,,tomato_salad,2,0.2,30.0,,,2.0
5057,test,False,0,1,,0.0,0,0,2,None_cut,3.6249999999999956,3,1,0,,0,0,2,2,,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,56.0,,,0,1.0,12.0,56.0,40.0,,tomato_salad,2,0.2,30.0,,,2.0
5058,test,False,0,1,,0.0,0,0,2,None_cut,3.6249999999999956,3,1,0,,0,0,2,2,,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,56.0,,,0,1.0,12.0,56.0,40.0,,tomato_salad,2,0.2,30.0,,,2.0
5059,test,False,0,1,,0.0,0,0,2,None_cut,3.6249999999999956,3,1,0,,0,0,2,2,,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,56.0,,,0,1.0,12.0,57.250000000000284,40.0,,tomato_salad,2,0.2,30.0,,,2.0
5060,test,False,0,1,,0.0,0,0,2,None_cut,3.6249999999999956,3,1,0,,0,0,2,2,,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,56.0,,,0,1.0,12.0,58.50000000000057,40.0,,tomato_salad,2,0.2,30.0,,,2.0
5061,test,False,0,1,,0.0,0,0,2,None_cut,3.6249999999999956,3,1,0,,0,0,2,2,,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,56.0,,,0,1.0,12.0,59.75000000000085,40.0,,tomato_salad,2,0.2,30.0,,,2.0
5062,test,False,0,1,,0.0,0,0,2,None_cut,3.6249999999999956,3,1,0,,0,0,2,2,,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,56.0,,,0,1.0,12.0,61.00000000000114,40.0,,tomato_salad,2,0.2,30.0,,,2.0
5063,test,False,0,1,,0.0,0,0,2,None_cut,3.6249999999999956,3,1,0,,0,0,2,2,,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,56.0,,,0,1.0,12.0,62.25000000000142,40.0,,tomato_salad,2,0.2,30.0,,,2.0
5064,test,False,0,1,,0.0,0,0,2,None_cut,3.6249999999999956,3,1,0,,0,0,2,2,,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,56.0,,,0,1.0,12.0,63.500000000001705,40.0,,tomato_salad,2,0.2,30.0,,,2.0
