tick,phase,collision,CuttingBoard_01_slot_x,CuttingBoard_01_slot_y,CuttingBoard_01_item,CuttingBoard_01_cut_time_accumulated,CuttingBoard_01_cut_stage,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_10_slot_x,CuttingBoard_10_slot_y,CuttingBoard_10_item,CuttingBoard_10_cut_time_accumulated,CuttingBoard_10_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Counter_26_slot_x,Counter_26_slot_y,Counter_26_item,Counter_27_slot_x,Counter_27_slot_y,Counter_27_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Delivery_53_slot_x,Delivery_53_slot_y,Delivery_53_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Dispenser_80_slot_x,Dispenser_80_slot_y,Dispenser_80_item,Delivery_83_slot_x,Delivery_83_slot_y,Delivery_83_item,Dispenser_91_slot_x,Dispenser_91_slot_y,Dispenser_91_item,Delivery_93_slot_x,Delivery_93_slot_y,Delivery_93_item,05042afdbd5b1ace_score,player_e67df8da_x,player_e67df8da_y,player_e67df8da_move_target,player_e67df8da_item,player_e67df8da_score,player_e67df8da_cut_speed,player_e67df8da_speed,player_cb82cf0c_x,player_cb82cf0c_y,player_cb82cf0c_move_target,player_cb82cf0c_item,player_cb82cf0c_score,player_cb82cf0c_cut_speed,player_cb82cf0c_speed,d6925a2388fac2dc_score,89e79227f9ce828f_message,d622163fae78e168_score
5875,test,True,0,1,tomato_cut,4.0,3,0,2,tomato,0.375,0,1,0,tomato_cut,3.7916666666666616,3,2,2,,2,3,tomato_salad,2,4,plate,2,5,plate,2,6,tomato,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,1,1.0,30.0,24.0,120.0,,plate,0,1.0,30.0,,,1.0
5876,test,True,0,1,tomato_cut,4.0,3,0,2,tomato,0.375,0,1,0,tomato_cut,3.7916666666666616,3,2,2,,2,3,tomato_salad,2,4,plate,2,5,plate,2,6,tomato,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,1,1.0,30.0,24.0,120.0,,plate,0,1.0,30.0,,,1.0
5877,test,True,0,1,tomato_cut,4.0,3,0,2,tomato,0.375,0,1,0,tomato_cut,3.7916666666666616,3,2,2,,2,3,tomato_salad,2,4,plate,2,5,plate,2,6,tomato,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,1,1.0,30.0,24.0,120.0,,plate,0,1.0,30.0,,,1.0
5878,test,True,0,1,tomato_cut,4.0,3,0,2,tomato,0.375,0,1,0,tomato_cut,3.7916666666666616,3,2,2,,2,3,tomato_salad,2,4,plate,2,5,plate,2,6,tomato,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,1,1.0,30.0,24.0,120.0,,plate,0,1.0,30.0,,,1.0
5879,test,True,0,1,tomato_cut,4.0,3,0,2,tomato,0.375,0,1,0,tomato_cut,3.7916666666666616,3,2,2,,2,3,tomato_salad,2,4,plate,2,5,plate,2,6,tomato,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,1,1.0,30.0,24.0,120.0,,plate,0,1.0,30.0,,,1.0
5880,test,True,0,1,tomato_cut,4.0,3,0,2,tomato,0.375,0,1,0,tomato_cut,3.7916666666666616,3,2,2,,2,3,tomato_salad,2,4,plate,2,5,plate,2,6,tomato,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,1,1.0,30.0,24.0,120.0,,plate,0,1.0,30.0,,,1.0
5881,test,True,0,1,tomato_cut,4.0,3,0,2,tomato,0.375,0,1,0,tomato_cut,3.7916666666666616,3,2,2,,2,3,tomato_salad,2,4,plate,2,5,plate,2,6,tomato,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,1,1.0,30.0,24.0,120.0,,plate,0,1.0,30.0,,,1.0
5882,test,True,0,1,tomato_cut,4.0,3,0,2,tomato,0.375,0,1,0,tomato_cut,3.7916666666666616,3,2,2,,2,3,tomato_salad,2,4,plate,2,5,plate,2,6,tomato,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,1,1.0,30.0,24.0,120.0,,plate,0,1.0,30.0,,,1.0
5883,test,True,0,1,tomato_cut,4.0,3,0,2,tomato,0.375,0,1,0,tomato_cut,3.7916666666666616,3,2,2,,2,3,tomato_salad,2,4,plate,2,5,plate,2,6,tomato,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,1,1.0,30.0,24.0,120.0,,plate,0,1.0,30.0,,,1.0
5884,test,True,0,1,tomato_cut,4.0,3,0,2,tomato,0.375,0,1,0,tomato_cut,3.7916666666666616,3,2,2,,2,3,tomato_salad,2,4,plate,2,5,plate,2,6,tomato,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,1,1.0,30.0,24.0,120.0,,plate,0,1.0,30.0,,,1.0
5885,test,True,0,1,tomato_cut,4.0,3,0,2,tomato,0.375,0,1,0,tomato_cut,3.7916666666666616,3,2,2,,2,3,tomato_salad,2,4,plate,2,5,plate,2,6,tomato,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,1,1.0,30.0,24.0,120.0,,plate,0,1.0,30.0,,,1.0
5886,test,True,0,1,tomato_cut,4.0,3,0,2,tomato,0.375,0,1,0,tomato_cut,3.7916666666666616,3,2,2,,2,3,tomato_salad,2,4,plate,2,5,plate,2,6,tomato,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,1,1.0,30.0,24.0,120.0,,plate,0,1.0,30.0,,,1.0
5887,test,True,0,1,tomato_cut,4.0,3,0,2,tomato,0.375,0,1,0,tomato_cut,3.7916666666666616,3,2,2,,2,3,tomato_salad,2,4,plate,2,5,plate,2,6,tomato,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,1,1.0,30.0,24.0,120.0,,plate,0,1.0,30.0,,,1.0
5888,test,True,0,1,tomato_cut,4.0,3,0,2,tomato,0.375,0,1,0,tomato_cut,3.7916666666666616,3,2,2,,2,3,tomato_salad,2,4,plate,2,5,plate,2,6,tomato,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,1,1.0,30.0,24.0,120.0,,plate,0,1.0,30.0,,,1.0
5889,test,True,0,1,tomato_cut,4.0,3,0,2,tomato,0.375,0,1,0,tomato_cut,3.7916666666666616,3,2,2,,2,3,tomato_salad,2,4,plate,2,5,plate,2,6,tomato,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,1,1.0,30.0,24.0,120.0,,plate,0,1.0,30.0,,,1.0
5890,test,True,0,1,tomato_cut,4.0,3,0,2,tomato,0.375,0,1,0,tomato_cut,3.7916666666666616,3,2,2,,2,3,tomato_salad,2,4,plate,2,5,plate,2,6,tomato,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,1,1.0,30.0,24.0,120.0,,plate,0,1.0,30.0,,,1.0
5891,test,True,0,1,tomato_cut,4.0,3,0,2,tomato,0.375,0,1,0,tomato_cut,3.7916666666666616,3,2,2,,2,3,tomato_salad,2,4,plate,2,5,plate,2,6,tomato,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,1,1.0,30.0,24.0,120.0,,plate,0,1.0,30.0,,,1.0
5892,test,True,0,1,tomato_cut,4.0,3,0,2,tomato,0.375,0,1,0,tomato_cut,3.7916666666666616,3,2,2,,2,3,tomato_salad,2,4,plate,2,5,plate,2,6,tomato,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,1,1.0,30.0,24.0,120.0,,plate,0,1.0,30.0,,,1.0
5893,test,True,0,1,tomato_cut,4.0,3,0,2,tomato,0.375,0,1,0,tomato_cut,3.7916666666666616,3,2,2,,2,3,tomato_salad,2,4,plate,2,5,plate,2,6,tomato,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,1,1.0,30.0,24.0,120.0,,plate,0,1.0,30.0,,,1.0
5894,test,True,0,1,tomato_cut,4.0,3,0,2,tomato,0.375,0,1,0,tomato_cut,3.7916666666666616,3,2,2,,2,3,tomato_salad,2,4,plate,2,5,plate,2,6,tomato,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,1,1.0,30.0,24.0,120.0,,plate,0,1.0,30.0,,,1.0
5895,test,True,0,1,tomato_cut,4.0,3,0,2,tomato,0.375,0,1,0,tomato_cut,3.7916666666666616,3,2,2,,2,3,tomato_salad,2,4,plate,2,5,plate,2,6,tomato,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,1,1.0,30.0,24.0,120.0,,plate,0,1.0,30.0,,,1.0
5896,test,True,0,1,tomato_cut,4.0,3,0,2,tomato,0.375,0,1,0,tomato_cut,3.7916666666666616,3,2,2,,2,3,tomato_salad,2,4,plate,2,5,plate,2,6,tomato,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,1,1.0,30.0,24.0,120.0,,plate,0,1.0,30.0,,,1.0
5897,test,True,0,1,tomato_cut,4.0,3,0,2,tomato,0.375,0,1,0,tomato_cut,3.7916666666666616,3,2,2,,2,3,tomato_salad,2,4,plate,2,5,plate,2,6,tomato,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,1,1.0,30.0,24.0,120.0,,plate,0,1.0,30.0,,,1.0
5898,test,True,0,1,tomato_cut,4.0,3,0,2,tomato,0.375,0,1,0,tomato_cut,3.7916666666666616,3,2,2,,2,3,tomato_salad,2,4,plate,2,5,plate,2,6,tomato,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,1,1.0,30.0,24.0,120.0,,plate,0,1.0,30.0,,,1.0
5899,test,True,0,1,tomato_cut,4.0,3,0,2,tomato,0.375,0,1,0,tomato_cut,3.7916666666666616,3,2,2,,2,3,tomato_salad,2,4,plate,2,5,plate,2,6,tomato,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,1,1.0,30.0,24.0,120.0,,plate,0,1.0,30.0,,,1.0
5900,test,True,0,1,tomato_cut,4.0,3,0,2,tomato,0.375,0,1,0,tomato_cut,3.7916666666666616,3,2,2,,2,3,tomato_salad,2,4,plate,2,5,plate,2,6,tomato,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,1,1.0,30.0,24.0,120.0,,plate,0,1.0,30.0,,,1.0
5901,test,True,0,1,tomato_cut,4.0,3,0,2,tomato,0.375,0,1,0,tomato_cut,3.7916666666666616,3,2,2,,2,3,tomato_salad,2,4,plate,2,5,plate,2,6,tomato,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,1,1.0,30.0,24.0,120.0,,plate,0,1.0,30.0,,,1.0
5902,test,True,0,1,tomato_cut,4.0,3,0,2,tomato,0.375,0,1,0,tomato_cut,3.7916666666666616,3,2,2,,2,3,tomato_salad,2,4,plate,2,5,plate,2,6,tomato,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,1,1.0,30.0,24.0,120.0,,plate,0,1.0,30.0,,,1.0
5903,test,True,0,1,tomato_cut,4.0,3,0,2,tomato,0.375,0,1,0,tomato_cut,3.7916666666666616,3,2,2,,2,3,tomato_salad,2,4,plate,2,5,plate,2,6,tomato,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,1,1.0,30.0,24.0,120.0,,plate,0,1.0,30.0,,,1.0
5904,test,True,0,1,tomato_cut,4.0,3,0,2,tomato,0.375,0,1,0,tomato_cut,3.7916666666666616,3,2,2,,2,3,tomato_salad,2,4,plate,2,5,plate,2,6,tomato,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,1,1.0,30.0,24.0,120.0,,plate,0,1.0,30.0,,,1.0
5905,test,True,0,1,tomato_cut,4.0,3,0,2,tomato,0.375,0,1,0,tomato_cut,3.7916666666666616,3,2,2,,2,3,tomato_salad,2,4,plate,2,5,plate,2,6,tomato,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,1,1.0,30.0,24.0,120.0,,plate,0,1.0,30.0,,,1.0
5906,test,True,0,1,tomato_cut,4.0,3,0,2,tomato,0.375,0,1,0,tomato_cut,3.7916666666666616,3,2,2,,2,3,tomato_salad,2,4,plate,2,5,plate,2,6,tomato,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,1,1.0,30.0,24.0,120.0,,plate,0,1.0,30.0,,,1.0
5907,test,True,0,1,tomato_cut,4.0,3,0,2,tomato,0.375,0,1,0,tomato_cut,3.7916666666666616,3,2,2,,2,3,tomato_salad,2,4,plate,2,5,plate,2,6,tomato,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,1,1.0,30.0,24.0,120.0,,plate,0,1.0,30.0,,,1.0
5908,test,True,0,1,tomato_cut,4.0,3,0,2,tomato,0.375,0,1,0,tomato_cut,3.7916666666666616,3,2,2,,2,3,tomato_salad,2,4,plate,2,5,plate,2,6,tomato,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,41.250000000000284,,,1,1.0,30.0,24.0,120.0,,plate,0,1.0,30.0,,,1.0
5909,test,True,0,1,tomato_cut,4.0,3,0,2,tomato,0.375,0,1,0,tomato_cut,3.7916666666666616,3,2,2,,2,3,tomato_salad,2,4,plate,2,5,plate,2,6,tomato,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,42.50000000000057,,,1,1.0,30.0,24.0,120.0,,plate,0,1.0,30.0,,,1.0
5910,test,True,0,1,tomato_cut,4.0,3,0,2,tomato,0.375,0,1,0,tomato_cut,3.7916666666666616,3,2,2,,2,3,tomato_salad,2,4,plate,2,5,plate,2,6,tomato,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,43.75000000000085,,,1,1.0,30.0,24.0,120.0,,plate,0,1.0,30.0,,,1.0
5911,test,True,0,1,tomato_cut,4.0,3,0,2,tomato,0.375,0,1,0,tomato_cut,3.7916666666666616,3,2,2,,2,3,tomato_salad,2,4,plate,2,5,plate,2,6,tomato,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,45.00000000000114,,,1,1.0,30.0,24.0,120.0,,plate,0,1.0,30.0,,,1.0
5912,test,True,0,1,tomato_cut,4.0,3,0,2,tomato,0.375,0,1,0,tomato_cut,3.7916666666666616,3,2,2,,2,3,tomato_salad,2,4,plate,2,5,plate,2,6,tomato,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,46.25000000000142,,,1,1.0,30.0,24.0,120.0,,plate,0,1.0,30.0,,,1.0
5913,test,True,0,1,tomato_cut,4.0,3,0,2,tomato,0.375,0,1,0,tomato_cut,3.7916666666666616,3,2,2,,2,3,tomato_salad,2,4,plate,2,5,plate,2,6,tomato,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,47.500000000001705,,,1,1.0,30.0,24.0,120.0,,plate,0,1.0,30.0,,,1.0
5914,test,True,0,1,tomato_cut,4.0,3,0,2,tomato,0.375,0,1,0,tomato_cut,3.7916666666666616,3,2,2,,2,3,tomato_salad,2,4,plate,2,5,plate,2,6,tomato,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,48.75000000000199,,,1,1.0,30.0,24.0,120.0,,plate,0,1.0,30.0,,,1.0
5915,test,True,0,1,tomato_cut,4.0,3,0,2,tomato,0.375,0,1,0,tomato_cut,3.7916666666666616,3,2,2,,2,3,tomato_salad,2,4,plate,2,5,plate,2,6,tomato,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,50.000000000002274,,,1,1.0,30.0,24.0,120.0,,plate,0,1.0,30.0,,,1.0
5916,test,True,0,1,tomato_cut,4.0,3,0,2,tomato,0.375,0,1,0,tomato_cut,3.7916666666666616,3,2,2,,2,3,tomato_salad,2,4,plate,2,5,plate,2,6,tomato,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,51.25000000000256,,,1,1.0,30.0,24.0,120.0,,plate,0,1.0,30.0,,,1.0
5917,test,True,0,1,tomato_cut,4.0,3,0,2,tomato,0.375,0,1,0,tomato_cut,3.7916666666666616,3,2,2,,2,3,tomato_salad,2,4,plate,2,5,plate,2,6,tomato,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,52.50000000000284,,,1,1.0,30.0,24.0,120.0,,,0,1.0,30.0,,,1.0
5918,test,True,0,1,tomato_cut,4.0,3,0,2,tomato,0.375,0,1,0,tomato_cut,3.7916666666666616,3,2,2,,2,3,tomato_salad,2,4,plate,2,5,plate,2,6,tomato,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,53.750000000003126,,,1,1.0,30.0,24.0,120.0,,,0,1.0,30.0,,,1.0
5919,test,True,0,1,tomato_cut,4.0,3,0,2,tomato,0.375,0,1,0,tomato_cut,3.7916666666666616,3,2,2,,2,3,tomato_salad,2,4,plate,2,5,plate,2,6,tomato,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,55.00000000000341,,,1,1.0,30.0,24.0,120.0,,,0,1.0,30.0,,,1.0
5920,test,True,0,1,tomato_cut,4.0,3,0,2,tomato,0.375,0,1,0,tomato_cut,3.7916666666666616,3,2,2,,2,3,tomato_salad,2,4,plate,2,5,plate,2,6,tomato,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,56.250000000003695,,,1,1.0,30.0,24.0,120.0,,,0,1.0,30.0,,,1.0
5921,test,True,0,1,tomato_cut,4.0,3,0,2,tomato,0.375,0,1,0,tomato_cut,3.7916666666666616,3,2,2,,2,3,tomato_salad,2,4,plate,2,5,plate,2,6,tomato,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,57.50000000000398,,,1,1.0,30.0,24.0,120.0,,,0,1.0,30.0,,,1.0
5922,test,True,0,1,tomato_cut,4.0,3,0,2,tomato,0.375,0,1,0,tomato_cut,3.7916666666666616,3,2,2,,2,3,tomato_salad,2,4,plate,2,5,plate,2,6,tomato,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,58.75000000000426,,,1,1.0,30.0,24.0,120.0,,,0,1.0,30.0,,,1.0
5923,test,True,0,1,tomato_cut,4.0,3,0,2,tomato,0.375,0,1,0,tomato_cut,3.7916666666666616,3,2,2,,2,3,tomato_salad,2,4,plate,2,5,plate,2,6,tomato,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,60.00000000000455,,,1,1.0,30.0,24.0,120.0,,,0,1.0,30.0,,,1.0
5924,test,True,0,1,tomato_cut,4.0,3,0,2,tomato,0.375,0,1,0,tomato_cut,3.7916666666666616,3,2,2,,2,3,tomato_salad,2,4,plate,2,5,plate,2,6,tomato,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,61.25000000000483,,,1,1.0,30.0,24.0,120.0,,,0,1.0,30.0,,,1.0
5925,test,True,0,1,tomato_cut,4.0,3,0,2,tomato,0.375,0,1,0,tomato_cut,3.7916666666666616,3,2,2,,2,3,tomato_salad,2,4,plate,2,5,plate,2,6,tomato,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,62.500000000005116,,,1,1.0,30.0,24.0,120.0,,,0,1.0,30.0,,,1.0
5926,test,True,0,1,tomato_cut,4.0,3,0,2,tomato,0.375,0,1,0,tomato_cut,3.7916666666666616,3,2,2,,2,3,tomato_salad,2,4,plate,2,5,plate,2,6,tomato,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,63.7500000000054,,,1,1.0,30.0,24.0,120.0,,,0,1.0,30.0,,,1.0
5927,test,True,0,1,tomato_cut,4.0,3,0,2,tomato,0.375,0,1,0,tomato_cut,3.7916666666666616,3,2,2,,2,3,tomato_salad,2,4,plate,2,5,plate,2,6,tomato,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,65.00000000000568,,,1,1.0,30.0,24.0,120.0,,,0,1.0,30.0,,,1.0
5928,test,True,0,1,tomato_cut,4.0,3,0,2,tomato,0.375,0,1,0,tomato_cut,3.7916666666666616,3,2,2,,2,3,tomato_salad,2,4,plate,2,5,plate,2,6,tomato,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,66.25000000000597,,,1,1.0,30.0,24.0,120.0,,,0,1.0,30.0,,,1.0
5929,test,True,0,1,tomato_cut,4.0,3,0,2,tomato,0.375,0,1,0,tomato_cut,3.7916666666666616,3,2,2,,2,3,tomato_salad,2,4,plate,2,5,plate,2,6,tomato,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,67.50000000000625,,,1,1.0,30.0,24.0,120.0,,,0,1.0,30.0,,,1.0
5930,test,True,0,1,tomato_cut,4.0,3,0,2,tomato,0.375,0,1,0,tomato_cut,3.7916666666666616,3,2,2,,2,3,tomato_salad,2,4,plate,2,5,plate,2,6,tomato,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,68.75000000000654,,,1,1.0,30.0,24.0,120.0,,,0,1.0,30.0,,,1.0
5931,test,True,0,1,tomato_cut,4.0,3,0,2,tomato,0.375,0,1,0,tomato_cut,3.7916666666666616,3,2,2,,2,3,tomato_salad,2,4,plate,2,5,plate,2,6,tomato,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,70.00000000000682,,,1,1.0,30.0,24.0,120.0,,,0,1.0,30.0,,,1.0
5932,test,True,0,1,tomato_cut,4.0,3,0,2,tomato,0.375,0,1,0,tomato_cut,3.7916666666666616,3,2,2,,2,3,tomato_salad,2,4,plate,2,5,plate,2,6,tomato,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,71.2500000000071,,,1,1.0,30.0,24.0,120.0,,,0,1.0,30.0,,,1.0
5933,test,True,0,1,tomato_cut,4.0,3,0,2,tomato,0.375,0,1,0,tomato_cut,3.7916666666666616,3,2,2,,2,3,tomato_salad,2,4,plate,2,5,plate,2,6,tomato,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,72.50000000000739,,,1,1.0,30.0,24.0,120.0,,,0,1.0,30.0,,,1.0
5934,test,True,0,1,tomato_cut,4.0,3,0,2,tomato,0.375,0,1,0,tomato_cut,3.7916666666666616,3,2,2,,2,3,tomato_salad,2,4,plate,2,5,plate,2,6,tomato,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,73.75000000000767,,,1,1.0,30.0,24.0,120.0,,,0,1.0,30.0,,,1.0
5935,test,True,0,1,tomato_cut,4.0,3,0,2,tomato,0.375,0,1,0,tomato_cut,3.7916666666666616,3,2,2,,2,3,tomato_salad,2,4,plate,2,5,plate,2,6,tomato,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,75.00000000000796,,,1,1.0,30.0,24.0,120.0,,,0,1.0,30.0,,,1.0
5936,test,True,0,1,tomato_cut,4.0,3,0,2,tomato,0.375,0,1,0,tomato_cut,3.7916666666666616,3,2,2,,2,3,tomato_salad,2,4,plate,2,5,plate,2,6,tomato,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,76.25000000000824,,,1,1.0,30.0,24.0,120.0,,,0,1.0,30.0,,,1.0
