tick,phase,CuttingBoard_01_slot_x,CuttingBoard_01_slot_y,CuttingBoard_01_item,CuttingBoard_01_cut_time_accumulated,CuttingBoard_01_cut_stage,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_10_slot_x,CuttingBoard_10_slot_y,CuttingBoard_10_item,CuttingBoard_10_cut_time_accumulated,CuttingBoard_10_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Counter_26_slot_x,Counter_26_slot_y,Counter_26_item,Counter_27_slot_x,Counter_27_slot_y,Counter_27_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Delivery_53_slot_x,Delivery_53_slot_y,Delivery_53_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Dispenser_80_slot_x,Dispenser_80_slot_y,Dispenser_80_item,Delivery_83_slot_x,Delivery_83_slot_y,Delivery_83_item,Dispenser_91_slot_x,Dispenser_91_slot_y,Dispenser_91_item,Delivery_93_slot_x,Delivery_93_slot_y,Delivery_93_item,d004fba2c2b434f5_score,player_bfb0ec10_x,player_bfb0ec10_y,player_bfb0ec10_move_target,player_bfb0ec10_item,player_bfb0ec10_score,player_bfb0ec10_cut_speed,player_bfb0ec10_speed,player_8804da5f_x,player_8804da5f_y,player_8804da5f_move_target,player_8804da5f_item,player_8804da5f_score,player_8804da5f_cut_speed,player_8804da5f_speed,2bc32dad107a727f_score,5631befea182f42c_message,a8ab49591b05749d_score
6188,test,0,1,None_cut,3.7916666666666616,3,0,2,None_cut,3.9583333333333277,3,1,0,None_cut,3.249999999999997,3,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.001076962235146,80.82593367890692,,tomato,4,1.0,30.0,85.70281714957895,40.027822841688426,,,2,1.0,30.0,,,6.0
6189,test,0,1,None_cut,3.7916666666666616,3,0,2,None_cut,3.9583333333333277,3,1,0,None_cut,3.249999999999997,3,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.00088931373574,82.07593366482283,,tomato,4,1.0,30.0,86.95272547602337,40.01268429863107,,,2,1.0,30.0,,,6.0
6190,test,0,1,None_cut,3.7916666666666616,3,0,2,None_cut,3.9583333333333277,3,1,0,None_cut,3.249999999999997,3,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.000701665236335,83.32593365073873,,tomato,4,1.0,30.0,88.20266313365056,40.00233106509771,,,2,1.0,30.0,,,6.0
6191,test,0,1,None_cut,3.7916666666666616,3,0,2,None_cut,3.9583333333333277,3,1,0,None_cut,3.249999999999997,3,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.00051401673693,84.57593363665464,,tomato,4,1.0,30.0,89.45266312004111,40.0021466143028,,,2,1.0,30.0,,,6.0
6192,test,0,1,None_cut,3.7916666666666616,3,0,2,None_cut,3.9583333333333277,3,1,0,None_cut,3.249999999999997,3,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.00032636823773,85.82593362257055,,tomato,4,1.0,30.0,90.70266310643166,40.0019621635079,,,2,1.0,30.0,,,6.0
6193,test,0,1,None_cut,3.7916666666666616,3,0,2,None_cut,3.9583333333333277,3,1,0,None_cut,3.249999999999997,3,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.00013871973867,87.07593360848645,,tomato,4,1.0,30.0,91.9526630928222,40.00177771271299,,,2,1.0,30.0,,,6.0
6194,test,0,1,None_cut,3.7916666666666616,3,0,2,None_cut,3.9583333333333277,3,1,0,None_cut,3.249999999999997,3,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.000028915103094,88.3259336003166,,tomato,4,1.0,30.0,93.20266307921275,40.00159326191809,,,2,1.0,30.0,,,6.0
6195,test,0,1,None_cut,3.7916666666666616,3,0,2,None_cut,3.9583333333333277,3,1,0,None_cut,3.249999999999997,3,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.00002660913612,89.57593360031404,,tomato,4,1.0,30.0,94.4526630656033,40.001408811123184,,,2,1.0,30.0,,,6.0
6196,test,0,1,None_cut,3.7916666666666616,3,0,2,None_cut,3.9583333333333277,3,1,0,None_cut,3.249999999999997,3,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.00002430316915,90.82593360031149,,tomato,4,1.0,30.0,95.70266305199385,40.00122436032828,,,2,1.0,30.0,,,6.0
6197,test,0,1,None_cut,3.7916666666666616,3,0,2,None_cut,3.9583333333333277,3,1,0,None_cut,3.249999999999997,3,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.000021997202175,92.07593360030893,,tomato,4,1.0,30.0,96.9526630383844,40.001039909533375,,,2,1.0,30.0,,,6.0
6198,test,0,1,None_cut,3.7916666666666616,3,0,2,None_cut,3.9583333333333277,3,1,0,None_cut,3.249999999999997,3,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0000196912352,93.32593360030637,,tomato,4,1.0,30.0,98.20266302477495,40.00085545873847,,,2,1.0,30.0,,,6.0
6199,test,0,1,None_cut,3.7916666666666616,3,0,2,None_cut,3.9583333333333277,3,1,0,None_cut,3.249999999999997,3,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.00001738526823,94.57593360030381,,tomato,4,1.0,30.0,99.4526630111655,40.00067100794384,,,2,1.0,30.0,,,6.0
6200,test,0,1,None_cut,3.7916666666666616,3,0,2,None_cut,3.9583333333333277,3,1,0,None_cut,3.249999999999997,3,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.00001507930126,95.82593360030125,,tomato,4,1.0,30.0,100.70266299755605,40.000486557149294,,,2,1.0,30.0,,,6.0
6201,test,0,1,None_cut,3.7916666666666616,3,0,2,None_cut,3.9583333333333277,3,1,0,None_cut,3.249999999999997,3,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.000012773334284,97.0759336002987,,tomato,4,1.0,30.0,101.9526629839466,40.000302106354745,,,2,1.0,30.0,,,6.0
6202,test,0,1,None_cut,3.7916666666666616,3,0,2,None_cut,3.9583333333333277,3,1,0,None_cut,3.249999999999997,3,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.00001046736731,98.32593360029614,,tomato,4,1.0,30.0,103.20266297033714,40.000117655560196,,,2,1.0,30.0,,,6.0
6203,test,0,1,None_cut,3.7916666666666616,3,0,2,None_cut,3.9583333333333277,3,1,0,None_cut,3.249999999999997,3,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.00000816140034,99.57593360029358,,tomato,4,1.0,30.0,104.45266296380328,40.00002795062478,,,2,1.0,30.0,,,6.0
6204,test,0,1,None_cut,3.7916666666666616,3,0,2,None_cut,3.9583333333333277,3,1,0,None_cut,3.249999999999997,3,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.000005855433365,100.82593360029102,,tomato,4,1.0,30.0,105.70266296380072,40.00002570340544,,,2,1.0,30.0,,,6.0
6205,test,0,1,None_cut,3.7916666666666616,3,0,2,None_cut,3.9583333333333277,3,1,0,None_cut,3.249999999999997,3,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.00000354946639,102.07593360028847,,tomato,4,1.0,30.0,106.95266296379816,40.00002345618579,,,2,1.0,30.0,,,6.0
6206,test,0,1,None_cut,3.7916666666666616,3,0,2,None_cut,3.9583333333333277,3,1,0,None_cut,3.249999999999997,3,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.000001243499696,103.32593360028591,,tomato,4,1.0,30.0,108.2026629637956,40.00002120896613,,,2,1.0,30.0,,,6.0
6207,test,0,1,None_cut,3.7916666666666616,3,0,2,None_cut,3.9583333333333277,3,1,0,None_cut,3.249999999999997,3,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.000000349663345,104.57593360028511,,tomato,4,1.0,30.0,109.45266296379305,40.00001896174648,,,2,1.0,30.0,,,6.0
6208,test,0,1,None_cut,3.7916666666666616,3,0,2,None_cut,3.9583333333333277,3,1,0,None_cut,3.249999999999997,3,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.00000032132619,105.8259336002854,,tomato,4,1.0,30.0,110.70266296379049,40.00001671452682,,,2,1.0,30.0,,,6.0
6209,test,0,1,None_cut,3.7916666666666616,3,0,2,None_cut,3.9583333333333277,3,1,0,None_cut,3.249999999999997,3,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.00000029298869,107.07593360028568,,tomato,4,1.0,30.0,111.95266296378793,40.00001446730717,,,2,1.0,30.0,,,6.0
6210,test,0,1,None_cut,3.7916666666666616,3,0,2,None_cut,3.9583333333333277,3,1,0,None_cut,3.249999999999997,3,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.00000026465118,108.32593360028596,,tomato,4,1.0,30.0,113.20266296378537,40.00001222008751,,,2,1.0,30.0,,,6.0
6211,test,0,1,None_cut,3.7916666666666616,3,0,2,None_cut,3.9583333333333277,3,1,0,None_cut,3.249999999999997,3,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.00000023631367,109.57593360028625,,tomato,4,1.0,30.0,114.45266296378281,40.00000997286786,,,2,1.0,30.0,,,6.0
6212,test,0,1,None_cut,3.7916666666666616,3,0,2,None_cut,3.9583333333333277,3,1,0,None_cut,3.249999999999997,3,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.00000020797616,110.82593360028653,,tomato,4,1.0,30.0,115.70266296378026,40.0000077256482,,,2,1.0,30.0,,,6.0
6213,test,0,1,None_cut,3.7916666666666616,3,0,2,None_cut,3.9583333333333277,3,1,0,None_cut,3.249999999999997,3,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.00000017963865,112.07593360028682,,tomato,4,1.0,30.0,116.9526629637777,40.00000547842855,,,2,1.0,30.0,,,6.0
6214,test,0,1,None_cut,3.7916666666666616,3,0,2,None_cut,3.9583333333333277,3,1,0,None_cut,3.249999999999997,3,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.00000015130114,113.3259336002871,,tomato,4,1.0,30.0,118.20266296377514,40.00000323120889,,,2,1.0,30.0,,,6.0
6215,test,0,1,None_cut,3.7916666666666616,3,0,2,None_cut,3.9583333333333277,3,1,0,None_cut,3.249999999999997,3,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.00000012296363,114.57593360028739,,tomato,4,1.0,30.0,119.45266296377258,40.00000098398924,,,2,1.0,30.0,,,6.0
6216,test,0,1,None_cut,3.7916666666666616,3,0,2,None_cut,3.9583333333333277,3,1,0,None_cut,3.249999999999997,3,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.00000009462612,115.82593360028767,,tomato,4,1.0,30.0,120.44294749693546,39.367516586919635,,,2,1.0,30.0,,,6.0
6217,test,0,1,None_cut,3.7916666666666616,3,0,2,None_cut,3.9583333333333277,3,1,0,None_cut,3.249999999999997,3,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.00000006628861,117.07593360028795,,tomato,4,1.0,30.0,121.33223157077379,38.489066909353156,,,2,1.0,30.0,,,6.0
6218,test,0,1,None_cut,3.7916666666666616,3,0,2,None_cut,3.9583333333333277,3,1,0,None_cut,3.249999999999997,3,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0000000379511,118.32593360028824,,tomato,4,1.0,30.0,122.22151564461211,37.61061723178706,,,2,1.0,30.0,,,6.0
6219,test,0,1,None_cut,3.7916666666666616,3,0,2,None_cut,3.9583333333333277,3,1,0,None_cut,3.249999999999997,3,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.000000009613586,119.57593360028852,,tomato,4,1.0,30.0,123.11079971845044,36.732167554220965,,,2,1.0,30.0,,,6.0
6220,test,0,1,None_cut,3.7916666666666616,3,0,2,None_cut,3.9583333333333277,3,1,0,None_cut,3.249999999999997,3,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,55.27971020133142,120.53018499688179,,tomato,4,1.0,30.0,124.00008379228876,35.85371787665487,,,2,1.0,30.0,,,6.0
6221,test,0,1,None_cut,3.7916666666666616,3,0,2,None_cut,3.9583333333333277,3,1,0,None_cut,3.249999999999997,3,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,54.4013080023292,121.41951596833692,,tomato,4,1.0,30.0,124.88936786612709,34.975268199088774,,,2,1.0,30.0,,,6.0
6222,test,0,1,None_cut,3.7916666666666616,3,0,2,None_cut,3.9583333333333277,3,1,0,None_cut,3.249999999999997,3,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,53.522905803326765,122.30884693979206,,tomato,4,1.0,30.0,125.77865193996541,34.09681852152268,,,2,1.0,30.0,,,6.0
6223,test,0,1,None_cut,3.7916666666666616,3,0,2,None_cut,3.9583333333333277,3,1,0,None_cut,3.249999999999997,3,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,52.64450360432433,123.1981779112472,,tomato,4,1.0,30.0,126.66793601380374,33.21836884395658,,,2,1.0,30.0,,,6.0
6224,test,0,1,None_cut,3.7916666666666616,3,0,2,None_cut,3.9583333333333277,3,1,0,None_cut,3.249999999999997,3,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,51.76610140532189,124.08750888270234,,tomato,4,1.0,30.0,127.55722008764207,32.33991916639049,,,2,1.0,30.0,,,6.0
6225,test,0,1,None_cut,3.7916666666666616,3,0,2,None_cut,3.9583333333333277,3,1,0,None_cut,3.249999999999997,3,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,50.88769920631945,124.97683985415748,,tomato,4,1.0,30.0,128.4465041614804,31.46146948882417,,,2,1.0,30.0,,,6.0
6226,test,0,1,None_cut,3.7916666666666616,3,0,2,None_cut,3.9583333333333277,3,1,0,None_cut,3.249999999999997,3,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,50.009297007317016,125.86617082561261,,tomato,4,1.0,30.0,129.33578823531872,30.58301981125772,,,2,1.0,30.0,,,6.0
6227,test,0,1,None_cut,3.7916666666666616,3,0,2,None_cut,3.9583333333333277,3,1,0,None_cut,3.249999999999997,3,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,49.13089480831458,126.75550179706775,,tomato,4,1.0,30.0,130.22507230915704,29.704570133691362,,,2,1.0,30.0,,,6.0
6228,test,0,1,None_cut,3.7916666666666616,3,0,2,None_cut,3.9583333333333277,3,1,0,None_cut,3.249999999999997,3,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,48.25249260931214,127.64483276852289,,tomato,4,1.0,30.0,131.11435638299537,28.826120456125267,,,2,1.0,30.0,,,6.0
6229,test,0,1,None_cut,3.7916666666666616,3,0,2,None_cut,3.9583333333333277,3,1,0,None_cut,3.249999999999997,3,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,47.374090410309705,128.53416373997803,,tomato,4,1.0,30.0,132.0036404568337,27.94767077855917,,,2,1.0,30.0,,,6.0
6230,test,0,1,None_cut,3.7916666666666616,3,0,2,None_cut,3.9583333333333277,3,1,0,None_cut,3.249999999999997,3,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,46.49568821130727,129.42349471143316,,tomato,4,1.0,30.0,132.89292453067202,27.069221100993076,,,2,1.0,30.0,,,6.0
6231,test,0,1,None_cut,3.7916666666666616,3,0,2,None_cut,3.9583333333333277,3,1,0,None_cut,3.249999999999997,3,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,45.61728601230483,130.3128256828883,,tomato,4,1.0,30.0,133.78220860451034,26.190771423427094,,,2,1.0,30.0,,,6.0
6232,test,0,1,None_cut,3.7916666666666616,3,0,2,None_cut,3.9583333333333277,3,1,0,None_cut,3.249999999999997,3,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,44.738883813302394,131.20215665434344,,tomato,4,1.0,30.0,134.67149267834867,25.312321745861368,,,2,1.0,30.0,,,6.0
6233,test,0,1,None_cut,3.7916666666666616,3,0,2,None_cut,3.9583333333333277,3,1,0,None_cut,3.249999999999997,3,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,43.86048161429996,132.09148762579858,,tomato,4,1.0,30.0,135.56077675218825,24.433872068295983,,,2,1.0,30.0,,,6.0
6234,test,0,1,None_cut,3.7916666666666616,3,0,2,None_cut,3.9583333333333277,3,1,0,None_cut,3.249999999999997,3,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,42.98207941529752,132.98081859725372,,tomato,4,1.0,30.0,136.0,24.0,,,2,1.0,30.0,,,6.0
6235,test,0,1,None_cut,3.7916666666666616,3,0,2,None_cut,3.9583333333333277,3,1,0,None_cut,3.249999999999997,3,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,42.10367721629508,133.87014956870885,,tomato,4,1.0,30.0,136.0,24.0,,plate,2,1.0,30.0,,,6.0
6236,test,0,1,None_cut,3.7916666666666616,3,0,2,None_cut,3.9583333333333277,3,1,0,None_cut,3.249999999999997,3,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,41.225275017292006,134.75948054016354,,tomato,4,1.0,30.0,136.0,24.0,,plate,2,1.0,30.0,,,6.0
6237,test,0,1,None_cut,3.7916666666666616,3,0,2,None_cut,3.9583333333333277,3,1,0,None_cut,3.249999999999997,3,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,40.34687281828886,135.64881151161748,,tomato,4,1.0,30.0,136.0,24.0,,plate,2,1.0,30.0,,,6.0
6238,test,0,1,None_cut,3.7916666666666616,3,0,2,None_cut,3.9583333333333277,3,1,0,None_cut,3.249999999999997,3,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,39.45542316060772,135.092761586761,,tomato,4,1.0,30.0,136.0,24.0,,plate,2,1.0,30.0,,,6.0
6239,test,0,1,None_cut,3.7916666666666616,3,0,2,None_cut,3.9583333333333277,3,1,0,None_cut,3.249999999999997,3,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,38.56110942663146,134.21943292856807,,tomato,4,1.0,30.0,136.0,24.0,,plate,2,1.0,30.0,,,6.0
6240,test,0,1,None_cut,3.7916666666666616,3,0,2,None_cut,3.9583333333333277,3,1,0,None_cut,3.249999999999997,3,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,37.66679569265587,133.34610427037515,,tomato,4,1.0,30.0,136.0,24.0,,plate,2,1.0,30.0,,,6.0
6241,test,0,1,None_cut,3.7916666666666616,3,0,2,None_cut,3.9583333333333277,3,1,0,None_cut,3.249999999999997,3,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,36.772481958680274,132.47277561218223,,tomato,4,1.0,30.0,136.0,24.0,,plate,2,1.0,30.0,,,6.0
6242,test,0,1,None_cut,3.7916666666666616,3,0,2,None_cut,3.9583333333333277,3,1,0,None_cut,3.249999999999997,3,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,35.87816822470468,131.59944695398931,,tomato,4,1.0,30.0,136.0,24.0,,plate,2,1.0,30.0,,,6.0
6243,test,0,1,None_cut,3.7916666666666616,3,0,2,None_cut,3.9583333333333277,3,1,0,None_cut,3.249999999999997,3,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,34.98385449072909,130.7261182957964,,tomato,4,1.0,30.0,136.0,24.0,,plate,2,1.0,30.0,,,6.0
6244,test,0,1,None_cut,3.7916666666666616,3,0,2,None_cut,3.9583333333333277,3,1,0,None_cut,3.249999999999997,3,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,34.08954075675349,129.85278963760348,,tomato,4,1.0,30.0,136.0,24.0,,plate,2,1.0,30.0,,,6.0
6245,test,0,1,None_cut,3.7916666666666616,3,0,2,None_cut,3.9583333333333277,3,1,0,None_cut,3.249999999999997,3,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,33.1952270227779,128.97946097941056,,tomato,4,1.0,30.0,136.0,24.0,,plate,2,1.0,30.0,,,6.0
6246,test,0,1,None_cut,3.7916666666666616,3,0,2,None_cut,3.9583333333333277,3,1,0,None_cut,3.249999999999997,3,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,32.300913288802306,128.10613232121764,,tomato,4,1.0,30.0,136.0,24.0,,plate,2,1.0,30.0,,,6.0
