tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,Counter_02_slot_x,Counter_02_slot_y,Counter_02_item,Counter_03_slot_x,Counter_03_slot_y,Counter_03_item,CuttingBoard_10_slot_x,CuttingBoard_10_slot_y,CuttingBoard_10_item,CuttingBoard_10_cut_time_accumulated,CuttingBoard_10_cut_stage,CuttingBoard_20_slot_x,CuttingBoard_20_slot_y,CuttingBoard_20_item,CuttingBoard_20_cut_time_accumulated,CuttingBoard_20_cut_stage,Counter_32_slot_x,Counter_32_slot_y,Counter_32_item,Counter_33_slot_x,Counter_33_slot_y,Counter_33_item,Counter_34_slot_x,Counter_34_slot_y,Counter_34_item,Counter_35_slot_x,Counter_35_slot_y,Counter_35_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,b515cf55edfbcba8_score,player_3fbf3a32_x,player_3fbf3a32_y,player_3fbf3a32_move_target,player_3fbf3a32_item,player_3fbf3a32_score,player_3fbf3a32_cut_speed,player_3fbf3a32_speed,player_53e52b93_x,player_53e52b93_y,player_53e52b93_move_target,player_53e52b93_item,player_53e52b93_score,player_53e52b93_cut_speed,player_53e52b93_speed
3382,0,1,plate,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato,2.999999999999998,2,3,2,tomato,3,3,tomato,3,4,tomato,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,40.0,24.0,,,0,1.0,30.0,63.25173383027237,96.54264890445137,,tomato_salad,4,1.0,30.0
3383,0,1,plate,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato_cut,3.0416666666666643,3,3,2,tomato,3,3,tomato,3,4,tomato,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,40.0,24.0,,,0,1.0,30.0,64.14606489528543,95.66933799409259,,tomato_salad,4,1.0,30.0
3384,0,1,plate,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato_cut,3.083333333333331,3,3,2,tomato,3,3,tomato,3,4,tomato,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,40.0,24.0,,,0,1.0,30.0,65.0403959602979,94.7960270837338,,tomato_salad,4,1.0,30.0
3385,0,1,plate,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato_cut,3.1249999999999973,3,3,2,tomato,3,3,tomato,3,4,tomato,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,40.0,24.0,,,0,1.0,30.0,65.93472702531037,93.92271617337502,,tomato_salad,4,1.0,30.0
3386,0,1,plate,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato_cut,3.166666666666664,3,3,2,tomato,3,3,tomato,3,4,tomato,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,40.0,24.0,,,0,1.0,30.0,66.82905809032283,93.04940526301624,,tomato_salad,4,1.0,30.0
3387,0,1,plate,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato_cut,3.2083333333333304,3,3,2,tomato,3,3,tomato,3,4,tomato,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,40.0,24.0,,,0,1.0,30.0,67.7233891553353,92.17609435265746,,tomato_salad,4,1.0,30.0
3388,0,1,plate,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato_cut,3.249999999999997,3,3,2,tomato,3,3,tomato,3,4,tomato,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,40.0,24.0,,,0,1.0,30.0,68.61772022034776,91.30278344229868,,tomato_salad,4,1.0,30.0
3389,0,1,plate,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato_cut,3.2916666666666634,3,3,2,tomato,3,3,tomato,3,4,tomato,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,40.0,24.0,,,0,1.0,30.0,69.51205128536023,90.4294725319399,,tomato_salad,4,1.0,30.0
3390,0,1,plate,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato_cut,3.33333333333333,3,3,2,tomato,3,3,tomato,3,4,tomato,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,40.0,24.0,,,0,1.0,30.0,70.4063823503727,89.55616162158111,,tomato_salad,4,1.0,30.0
3391,0,1,plate,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato_cut,3.3749999999999964,3,3,2,tomato,3,3,tomato,3,4,tomato,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,40.0,24.0,,,0,1.0,30.0,71.30071341538516,88.68285071122222,,tomato_salad,4,1.0,30.0
3392,0,1,plate,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato_cut,3.416666666666663,3,3,2,tomato,3,3,tomato,3,4,tomato,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,40.0,24.0,,,0,1.0,30.0,72.19050354148916,87.8049438798779,,tomato_salad,4,1.0,30.0
3393,0,1,plate,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato_cut,3.4583333333333295,3,3,2,tomato,3,3,tomato,3,4,tomato,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,40.0,24.0,,,0,1.0,30.0,73.07451429080093,86.92118769455237,,tomato_salad,4,1.0,30.0
3394,0,1,plate,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato_cut,3.499999999999996,3,3,2,tomato,3,3,tomato,3,4,tomato,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,40.0,24.0,,,0,1.0,30.0,73.95852504011334,86.03743150922685,,tomato_salad,4,1.0,30.0
3395,0,1,plate,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato_cut,3.5416666666666625,3,3,2,tomato,3,3,tomato,3,4,tomato,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,40.0,24.0,,,0,1.0,30.0,74.84253578942577,85.15367532390133,,tomato_salad,4,1.0,30.0
3396,0,1,plate,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato_cut,3.583333333333329,3,3,2,tomato,3,3,tomato,3,4,tomato,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,40.0,24.0,,,0,1.0,30.0,75.72654653873818,84.2699191385758,,tomato_salad,4,1.0,30.0
3397,0,1,plate,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato_cut,3.6249999999999956,3,3,2,tomato,3,3,tomato,3,4,tomato,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,40.0,24.0,,,0,1.0,30.0,76.61055728805059,83.38616295325028,,tomato_salad,4,1.0,30.0
3398,0,1,plate,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato_cut,3.666666666666662,3,3,2,tomato,3,3,tomato,3,4,tomato,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,40.0,24.0,,,0,1.0,30.0,77.494568037363,82.50240676792475,,tomato_salad,4,1.0,30.0
3399,0,1,plate,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato_cut,3.7083333333333286,3,3,2,tomato,3,3,tomato,3,4,tomato,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,40.0,24.0,,,0,1.0,30.0,78.3785787866754,81.61865058259923,,tomato_salad,4,1.0,30.0
3400,0,1,plate,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato_cut,3.749999999999995,3,3,2,tomato,3,3,tomato,3,4,tomato,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,40.0,24.0,,,0,1.0,30.0,79.26258953598781,80.7348943972737,,tomato_salad,4,1.0,30.0
3401,0,1,plate,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato_cut,3.7916666666666616,3,3,2,tomato,3,3,tomato,3,4,tomato,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,40.0,24.0,,,0,1.0,30.0,80.14660028530022,79.85113821194818,,tomato_salad,4,1.0,30.0
3402,0,1,plate,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato_cut,3.833333333333328,3,3,2,tomato,3,3,tomato,3,4,tomato,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,40.0,24.0,,,0,1.0,30.0,81.03061103461265,78.96738202662266,,tomato_salad,4,1.0,30.0
3403,0,1,plate,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato_cut,3.8749999999999947,3,3,2,tomato,3,3,tomato,3,4,tomato,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,40.0,24.0,,,0,1.0,30.0,81.91462178392506,78.08362584129713,,tomato_salad,4,1.0,30.0
3404,0,1,plate,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato_cut,3.916666666666661,3,3,2,tomato,3,3,tomato,3,4,tomato,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,40.0,24.0,,,0,1.0,30.0,82.79863253323747,77.19986965597161,,tomato_salad,4,1.0,30.0
3405,0,1,plate,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato_cut,3.9583333333333277,3,3,2,tomato,3,3,tomato,3,4,tomato,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,40.0,24.0,,,0,1.0,30.0,83.68264328254988,76.31611347064609,,tomato_salad,4,1.0,30.0
3406,0,1,plate,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato_cut,3.9999999999999942,3,3,2,tomato,3,3,tomato,3,4,tomato,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,40.0,24.0,,,0,1.0,30.0,84.56665403186229,75.43235728532056,,tomato_salad,4,1.0,30.0
3407,0,1,plate,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato_cut,4.0,3,3,2,tomato,3,3,tomato,3,4,tomato,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,40.0,24.0,,,0,1.0,30.0,85.45066478117471,74.54860109999504,,tomato_salad,4,1.0,30.0
3408,0,1,plate,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato_cut,4.0,3,3,2,tomato,3,3,tomato,3,4,tomato,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,40.0,24.0,,,0,1.0,30.0,86.33467553048712,73.66484491466952,,tomato_salad,4,1.0,30.0
3409,0,1,plate,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato_cut,4.0,3,3,2,tomato,3,3,tomato,3,4,tomato,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,40.0,24.0,,,0,1.0,30.0,87.21868627979953,72.78108872934399,,tomato_salad,4,1.0,30.0
3410,0,1,plate,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato_cut,4.0,3,3,2,tomato,3,3,tomato,3,4,tomato,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,40.0,24.0,,,0,1.0,30.0,88.0,72.0,,tomato_salad,4,1.0,30.0
3411,0,1,plate,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato_cut,4.0,3,3,2,tomato,3,3,tomato,3,4,tomato,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,40.0,24.0,,,0,1.0,30.0,88.0,72.0,,,5,1.0,30.0
3412,0,1,plate,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato_cut,4.0,3,3,2,tomato,3,3,tomato,3,4,tomato,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,40.0,24.0,,,0,1.0,30.0,88.0,72.0,,,5,1.0,30.0
3413,0,1,plate,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato_cut,4.0,3,3,2,tomato,3,3,tomato,3,4,tomato,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,40.0,24.0,,,0,1.0,30.0,88.0,72.0,,,5,1.0,30.0
3414,0,1,plate,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato_cut,4.0,3,3,2,tomato,3,3,tomato,3,4,tomato,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,40.0,24.0,,,0,1.0,30.0,88.0,72.0,,,5,1.0,30.0
3415,0,1,plate,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato_cut,4.0,3,3,2,tomato,3,3,tomato,3,4,tomato,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,40.0,24.0,,,0,1.0,30.0,88.0,72.0,,,5,1.0,30.0
3416,0,1,plate,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato_cut,4.0,3,3,2,tomato,3,3,tomato,3,4,tomato,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,40.0,24.0,,,0,1.0,30.0,88.0,72.0,,,5,1.0,30.0
3417,0,1,plate,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato_cut,4.0,3,3,2,tomato,3,3,tomato,3,4,tomato,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,40.0,24.0,,,0,1.0,30.0,88.0,72.0,,,5,1.0,30.0
3418,0,1,plate,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato_cut,4.0,3,3,2,tomato,3,3,tomato,3,4,tomato,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,40.0,24.0,,,0,1.0,30.0,88.0,72.0,,,5,1.0,30.0
3419,0,1,plate,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato_cut,4.0,3,3,2,tomato,3,3,tomato,3,4,tomato,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,40.0,24.0,,,0,1.0,30.0,88.0,72.0,,,5,1.0,30.0
3420,0,1,plate,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato_cut,4.0,3,3,2,tomato,3,3,tomato,3,4,tomato,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,40.0,24.0,,,0,1.0,30.0,88.0,72.0,,,5,1.0,30.0
3421,0,1,plate,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,tomato,3,4,tomato,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,40.0,24.0,,tomato_cut,0,1.0,30.0,88.0,72.0,,,5,1.0,30.0
3422,0,1,plate,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,tomato,3,4,tomato,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,40.0,24.0,,tomato_cut,0,1.0,30.0,88.0,72.0,,,5,1.0,30.0
3423,0,1,plate,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,tomato,3,4,tomato,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,40.0,24.0,,tomato_cut,0,1.0,30.0,88.0,72.0,,,5,1.0,30.0
3424,0,1,plate,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,tomato,3,4,tomato,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,40.0,24.0,,tomato_cut,0,1.0,30.0,88.0,72.0,,,5,1.0,30.0
3425,0,1,plate,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,tomato,3,4,tomato,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,40.0,24.0,,tomato_cut,0,1.0,30.0,88.0,72.0,,,5,1.0,30.0
3426,0,1,plate,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,tomato,3,4,tomato,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,40.0,24.0,,tomato_cut,0,1.0,30.0,88.0,72.0,,,5,1.0,30.0
3427,0,1,plate,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,tomato,3,4,tomato,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,40.0,24.0,,tomato_cut,0,1.0,30.0,88.0,72.0,,,5,1.0,30.0
3428,0,1,plate,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,tomato,3,4,tomato,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,40.0,24.0,,tomato_cut,0,1.0,30.0,88.0,72.0,,,5,1.0,30.0
3429,0,1,plate,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,tomato,3,4,tomato,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,40.0,24.0,,tomato_cut,0,1.0,30.0,88.0,72.0,,,5,1.0,30.0
3430,0,1,plate,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,tomato,3,4,tomato,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,40.0,24.0,,tomato_cut,0,1.0,30.0,88.0,72.0,,,5,1.0,30.0
3431,0,1,plate,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,tomato,3,4,tomato,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,40.0,24.0,,tomato_cut,0,1.0,30.0,88.0,72.0,,,5,1.0,30.0
3432,0,1,plate,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,tomato,3,4,tomato,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,40.0,24.0,,tomato_cut,0,1.0,30.0,88.0,72.0,,,5,1.0,30.0
3433,0,1,plate,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,tomato,3,4,tomato,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,40.0,24.0,,tomato_cut,0,1.0,30.0,88.0,72.0,,,5,1.0,30.0
3434,0,1,plate,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,tomato,3,4,tomato,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,40.0,24.0,,tomato_cut,0,1.0,30.0,88.0,72.0,,,5,1.0,30.0
3435,0,1,plate,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,tomato,3,4,tomato,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,40.0,24.0,,tomato_cut,0,1.0,30.0,87.11611652351695,72.88388347648305,,,5,1.0,30.0
3436,0,1,plate,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,tomato,3,4,tomato,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,40.0,24.0,,tomato_cut,0,1.0,30.0,86.2322330470339,73.7677669529661,,,5,1.0,30.0
3437,0,1,plate,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,tomato,3,4,tomato,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,40.0,24.0,,tomato_cut,0,1.0,30.0,85.34834957055085,74.65165042944915,,,5,1.0,30.0
3438,0,1,plate,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,tomato,3,4,tomato,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,40.0,24.0,,tomato_cut,0,1.0,30.0,84.4644660940678,75.5355339059322,,,5,1.0,30.0
3439,0,1,plate,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,tomato,3,4,tomato,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,40.0,24.0,,tomato_cut,0,1.0,30.0,83.58058261758475,76.41941738241525,,,5,1.0,30.0
3440,0,1,plate,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,tomato,3,4,tomato,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,40.0,24.0,,tomato_cut,0,1.0,30.0,82.6966991411017,77.3033008588983,,,5,1.0,30.0
3441,0,1,plate,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,tomato,3,4,tomato,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,40.0,24.0,,tomato_cut,0,1.0,30.0,81.81281566461865,78.18718433538135,,,5,1.0,30.0
3442,0,1,plate,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,tomato,3,4,tomato,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,38.749999999999716,24.0,,tomato_cut,0,1.0,30.0,80.9289321881356,79.0710678118644,,,5,1.0,30.0
3443,0,1,plate,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,tomato,3,4,tomato,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,37.49999999999943,24.0,,tomato_cut,0,1.0,30.0,80.04504871165256,79.95495128834744,,,5,1.0,30.0
3444,0,1,plate,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,tomato,3,4,tomato,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,36.24999999999915,24.0,,tomato_cut,0,1.0,30.0,79.1611652351695,80.8388347648305,,,5,1.0,30.0
3445,0,1,plate,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,tomato,3,4,tomato,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,34.99999999999886,24.0,,tomato_cut,0,1.0,30.0,78.27728175868646,81.72271824131354,,,5,1.0,30.0
3446,0,1,plate,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,tomato,3,4,tomato,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,33.74999999999858,24.0,,tomato_cut,0,1.0,30.0,77.3933982822034,82.6066017177966,,,5,1.0,30.0
3447,0,1,plate,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,tomato,3,4,tomato,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,32.499999999998295,24.0,,tomato_cut,0,1.0,30.0,76.50951480572036,83.49048519427964,,,5,1.0,30.0
3448,0,1,plate,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,tomato,3,4,tomato,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,31.249999999998227,24.0,,tomato_cut,0,1.0,30.0,75.62563132923731,84.37436867076269,,,5,1.0,30.0
3449,0,1,plate,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,tomato,3,4,tomato,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,29.9999999999983,24.0,,tomato_cut,0,1.0,30.0,74.74174785275426,85.25825214724574,,,5,1.0,30.0
3450,0,1,plate,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,tomato,3,4,tomato,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,28.74999999999837,24.0,,tomato_cut,0,1.0,30.0,73.85786437627121,86.14213562372879,,,5,1.0,30.0
3451,0,1,plate,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,tomato,3,4,tomato,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,27.49999999999844,24.0,,tomato_cut,0,1.0,30.0,72.97398089978816,87.02601910021184,,,5,1.0,30.0
