tick,phase,collision,CuttingBoard_01_slot_x,CuttingBoard_01_slot_y,CuttingBoard_01_item,CuttingBoard_01_cut_time_accumulated,CuttingBoard_01_cut_stage,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_10_slot_x,CuttingBoard_10_slot_y,CuttingBoard_10_item,CuttingBoard_10_cut_time_accumulated,CuttingBoard_10_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Counter_26_slot_x,Counter_26_slot_y,Counter_26_item,Counter_27_slot_x,Counter_27_slot_y,Counter_27_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Delivery_53_slot_x,Delivery_53_slot_y,Delivery_53_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Dispenser_80_slot_x,Dispenser_80_slot_y,Dispenser_80_item,Delivery_83_slot_x,Delivery_83_slot_y,Delivery_83_item,Dispenser_91_slot_x,Dispenser_91_slot_y,Dispenser_91_item,Delivery_93_slot_x,Delivery_93_slot_y,Delivery_93_item,9ae2b8e2975e569c_score,player_173b1e9d_x,player_173b1e9d_y,player_173b1e9d_move_target,player_173b1e9d_item,player_173b1e9d_score,player_173b1e9d_cut_speed,player_173b1e9d_speed,player_8e87aac1_x,player_8e87aac1_y,player_8e87aac1_move_target,player_8e87aac1_item,player_8e87aac1_score,player_8e87aac1_cut_speed,player_8e87aac1_speed,1e2e31b1c0b3f570_score,27a359039d77d72f_message,b05bcb5288f2f5bb_score
7044,test,True,0,1,tomato_cut,3.9583333333333277,3,0,2,None_cut,3.833333333333328,3,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,tomato_salad,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,81.29733703620421,39.99998328547318,,plate,6,1.0,30.0,39.59996795116105,24.405032449449077,,,2,1.0,30.0,,,8.0
7045,test,True,0,1,tomato_cut,3.9583333333333277,3,0,2,None_cut,3.833333333333328,3,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,tomato_salad,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,80.04733703620677,39.99998553269283,,plate,6,1.0,30.0,40.76071181261251,24.180345212483438,,,2,1.0,30.0,,,8.0
7046,test,True,0,1,tomato_cut,3.9583333333333277,3,0,2,None_cut,3.833333333333328,3,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,tomato_salad,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,78.79733703620933,39.99998777991249,,plate,6,1.0,30.0,42.01062429120863,24.16555346310733,,,2,1.0,30.0,,,8.0
7047,test,True,0,1,tomato_cut,3.9583333333333277,3,0,2,None_cut,3.833333333333328,3,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,tomato_salad,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,77.54733703621189,39.99999002713214,,plate,6,1.0,30.0,43.260536769804744,24.150761713731224,,,2,1.0,30.0,,,8.0
7048,test,True,0,1,tomato_cut,3.9583333333333277,3,0,2,None_cut,3.833333333333328,3,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,tomato_salad,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,76.29733703621444,39.9999922743518,,plate,6,1.0,30.0,44.51044924840086,24.135969964355116,,,2,1.0,30.0,,,8.0
7049,test,True,0,1,tomato_cut,3.9583333333333277,3,0,2,None_cut,3.833333333333328,3,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,tomato_salad,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,75.047337036217,39.99999452157145,,plate,6,1.0,30.0,45.760361726996976,24.121178214979007,,,2,1.0,30.0,,,8.0
7050,test,True,0,1,tomato_cut,3.9583333333333277,3,0,2,None_cut,3.833333333333328,3,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,tomato_salad,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,73.79733703621956,39.99999676879111,,plate,6,1.0,30.0,47.01027420559309,24.1063864656029,,,2,1.0,30.0,,,8.0
7051,test,True,0,1,tomato_cut,3.9583333333333277,3,0,2,None_cut,3.833333333333328,3,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,tomato_salad,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,72.54733703622212,39.99999901601076,,plate,6,1.0,30.0,48.26018668418921,24.09159471622679,,,2,1.0,30.0,,,8.0
7052,test,True,0,1,tomato_cut,3.9583333333333277,3,0,2,None_cut,3.833333333333328,3,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,tomato_salad,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,71.55705250305924,40.632483413080365,,plate,6,1.0,30.0,49.51009916278532,24.076802966850682,,,2,1.0,30.0,,,8.0
7053,test,True,0,1,tomato_cut,3.9583333333333277,3,0,2,None_cut,3.833333333333328,3,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,tomato_salad,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,70.66776842922091,41.51093309064717,,plate,6,1.0,30.0,50.76001164138144,24.062011217474577,,,2,1.0,30.0,,,8.0
7054,test,True,0,1,tomato_cut,3.9583333333333277,3,0,2,None_cut,3.833333333333328,3,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,tomato_salad,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,69.77848435538259,42.38938276821398,,plate,6,1.0,30.0,52.009924119977555,24.04721946809847,,,2,1.0,30.0,,,8.0
7055,test,True,0,1,tomato_cut,3.9583333333333277,3,0,2,None_cut,3.833333333333328,3,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,tomato_salad,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,68.88920028154426,43.26783244578078,,plate,6,1.0,30.0,53.25983659857367,24.03242771872236,,,2,1.0,30.0,,,8.0
7056,test,True,0,1,tomato_cut,3.9583333333333277,3,0,2,None_cut,3.833333333333328,3,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,tomato_salad,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,67.99991620770594,44.14628212334759,,plate,6,1.0,30.0,54.509749077169786,24.01763596934625,,,2,1.0,30.0,,,8.0
7057,test,True,0,1,tomato_cut,3.9583333333333277,3,0,2,None_cut,3.833333333333328,3,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,tomato_salad,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,67.11063213386761,45.024731800914395,,plate,6,1.0,30.0,55.7596615557659,24.002844219970143,,,2,1.0,30.0,,,8.0
7058,test,True,0,1,tomato_cut,3.9583333333333277,3,0,2,None_cut,3.833333333333328,3,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,tomato_salad,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,66.22134806002929,45.9031814784812,,plate,6,1.0,30.0,57.009658043295545,24.00208559490671,,,2,1.0,30.0,,,8.0
7059,test,True,0,1,tomato_cut,3.9583333333333277,3,0,2,None_cut,3.833333333333328,3,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,tomato_salad,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,65.33206398619096,46.78163115604774,,plate,6,1.0,30.0,58.25965803119742,24.00191168335646,,,2,1.0,30.0,,,8.0
7060,test,True,0,1,tomato_cut,3.9583333333333277,3,0,2,None_cut,3.833333333333328,3,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,tomato_salad,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,64.44277991235263,47.66008083361383,,plate,6,1.0,30.0,59.50965801909929,24.001737771806233,,,2,1.0,30.0,,,8.0
7061,test,True,0,1,tomato_cut,3.9583333333333277,3,0,2,None_cut,3.833333333333328,3,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,tomato_salad,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,63.553495838513946,48.53853051117993,,plate,6,1.0,30.0,60.759658007001164,24.001563860256006,,,2,1.0,30.0,,,8.0
7062,test,True,0,1,tomato_cut,3.9583333333333277,3,0,2,None_cut,3.833333333333328,3,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,tomato_salad,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,62.66421176467491,49.41698018874657,,plate,6,1.0,30.0,62.00965799490304,24.00138994870578,,,2,1.0,30.0,,,8.0
7063,test,True,0,1,tomato_cut,3.9583333333333277,3,0,2,None_cut,3.833333333333328,3,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,tomato_salad,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,61.774927690835874,50.29542986631321,,plate,6,1.0,30.0,63.25965798280491,24.00121603715555,,,2,1.0,30.0,,,8.0
7064,test,True,0,1,tomato_cut,3.9583333333333277,3,0,2,None_cut,3.833333333333328,3,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,tomato_salad,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,60.88564361699684,51.17387954387986,,plate,6,1.0,30.0,64.50965797070707,24.001042125605323,,,2,1.0,30.0,,,8.0
7065,test,True,0,1,tomato_cut,3.9583333333333277,3,0,2,None_cut,3.833333333333328,3,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,tomato_salad,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,59.9963595431578,52.05232922144651,,plate,6,1.0,30.0,65.75965795860965,24.000868214055096,,,2,1.0,30.0,,,8.0
7066,test,True,0,1,tomato_cut,3.9583333333333277,3,0,2,None_cut,3.833333333333328,3,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,tomato_salad,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,59.107075469318765,52.93077889901316,,plate,6,1.0,30.0,67.00965794651223,24.00069430250487,,,2,1.0,30.0,,,8.0
7067,test,True,0,1,tomato_cut,3.9583333333333277,3,0,2,None_cut,3.833333333333328,3,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,tomato_salad,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,58.21779139547973,53.809228576579805,,plate,6,1.0,30.0,68.25965793441482,24.00052039095464,,,2,1.0,30.0,,,8.0
7068,test,True,0,1,tomato_cut,3.9583333333333277,3,0,2,None_cut,3.833333333333328,3,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,tomato_salad,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,57.32850732164069,54.687678254146455,,plate,6,1.0,30.0,69.5096579223174,24.000346479404413,,,2,1.0,30.0,,,8.0
7069,test,True,0,1,tomato_cut,3.9583333333333277,3,0,2,None_cut,3.833333333333328,3,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,tomato_salad,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.43922324780166,55.5661279317131,,plate,6,1.0,30.0,70.75965791021999,24.000172567854186,,,2,1.0,30.0,,,8.0
7070,test,True,0,1,tomato_cut,3.9583333333333277,3,0,2,None_cut,3.833333333333328,3,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,tomato_salad,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.18789943411698,56.715740397590366,,plate,6,1.0,30.0,72.00965790005797,24.000026155016812,,,2,1.0,30.0,,,8.0
7071,test,True,0,1,tomato_cut,3.9583333333333277,3,0,2,None_cut,3.833333333333328,3,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,tomato_salad,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.172533524872954,57.965645949555125,,plate,6,1.0,30.0,73.25965790005684,24.00002411042192,,,2,1.0,30.0,,,8.0
7072,test,True,0,1,tomato_cut,3.9583333333333277,3,0,2,None_cut,3.833333333333328,3,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,tomato_salad,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.15716761562893,59.21555150151988,,plate,6,1.0,30.0,74.5096579000557,24.000022065827025,,,2,1.0,30.0,,,8.0
7073,test,True,0,1,tomato_cut,3.9583333333333277,3,0,2,None_cut,3.833333333333328,3,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,tomato_salad,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.1418017063849,60.46545705348464,,plate,6,1.0,30.0,75.75965790005456,24.00002002123213,,,2,1.0,30.0,,,8.0
7074,test,True,0,1,tomato_cut,3.9583333333333277,3,0,2,None_cut,3.833333333333328,3,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,tomato_salad,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.12643579714088,61.7153626054494,,plate,6,1.0,30.0,77.00965790005343,24.00001797663724,,,2,1.0,30.0,,,8.0
7075,test,True,0,1,tomato_cut,3.9583333333333277,3,0,2,None_cut,3.833333333333328,3,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,tomato_salad,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.11106988789685,62.96526815741416,,plate,6,1.0,30.0,78.25965790005229,24.000015932042345,,,2,1.0,30.0,,,8.0
7076,test,True,0,1,tomato_cut,3.9583333333333277,3,0,2,None_cut,3.833333333333328,3,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,tomato_salad,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.09570397865283,64.21517370937904,,plate,6,1.0,30.0,79.50965790005115,24.00001388744745,,,2,1.0,30.0,,,8.0
7077,test,True,0,1,tomato_cut,3.9583333333333277,3,0,2,None_cut,3.833333333333328,3,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,tomato_salad,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0803380694088,65.46507926134451,,plate,6,1.0,30.0,80.75965790005002,24.000011842852558,,,2,1.0,30.0,,,8.0
7078,test,True,0,1,tomato_cut,3.9583333333333277,3,0,2,None_cut,3.833333333333328,3,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,tomato_salad,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.06497216016478,66.71498481330998,,plate,6,1.0,30.0,82.00965790004888,24.000009798257665,,,2,1.0,30.0,,,8.0
7079,test,True,0,1,tomato_cut,3.9583333333333277,3,0,2,None_cut,3.833333333333328,3,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,tomato_salad,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.04960625092075,67.96489036527545,,plate,6,1.0,30.0,83.25965790004774,24.00000775366277,,,2,1.0,30.0,,,8.0
7080,test,True,0,1,tomato_cut,3.9583333333333277,3,0,2,None_cut,3.833333333333328,3,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,tomato_salad,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.03424034167659,69.21479591724092,,plate,6,1.0,30.0,84.5096579000466,24.00000570906801,,,2,1.0,30.0,,,8.0
7081,test,True,0,1,tomato_cut,3.9583333333333277,3,0,2,None_cut,3.833333333333328,3,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,tomato_salad,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.018874432432206,70.46470146920639,,plate,6,1.0,30.0,85.75965790004547,24.000003664473294,,,2,1.0,30.0,,,8.0
7082,test,True,0,1,tomato_cut,3.9583333333333277,3,0,2,None_cut,3.833333333333328,3,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,tomato_salad,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.00350852318782,71.71460702117186,,plate,6,1.0,30.0,87.00965790004433,24.000001619878578,,,2,1.0,30.0,,,8.0
7083,test,True,0,1,tomato_cut,3.9583333333333277,3,0,2,None_cut,3.833333333333328,3,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,tomato_salad,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,72.0,,plate,6,1.0,30.0,88.0,24.0,,,2,1.0,30.0,,,8.0
7084,test,True,0,1,tomato_cut,3.9583333333333277,3,0,2,None_cut,3.833333333333328,3,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,plate,2,5,tomato_salad,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,72.0,,,6,1.0,30.0,88.0,24.0,,tomato,2,1.0,30.0,,,8.0
7085,test,True,0,1,tomato_cut,3.9583333333333277,3,0,2,None_cut,3.833333333333328,3,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,plate,2,5,tomato_salad,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,72.0,,,6,1.0,30.0,88.0,24.0,,tomato,2,1.0,30.0,,,8.0
7086,test,True,0,1,tomato_cut,3.9583333333333277,3,0,2,None_cut,3.833333333333328,3,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,plate,2,5,tomato_salad,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,72.0,,,6,1.0,30.0,88.0,24.0,,tomato,2,1.0,30.0,,,8.0
7087,test,True,0,1,tomato_cut,3.9583333333333277,3,0,2,None_cut,3.833333333333328,3,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,plate,2,5,tomato_salad,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,72.0,,,6,1.0,30.0,88.0,24.0,,tomato,2,1.0,30.0,,,8.0
7088,test,True,0,1,tomato_cut,3.9583333333333277,3,0,2,None_cut,3.833333333333328,3,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,plate,2,5,tomato_salad,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,72.0,,,6,1.0,30.0,88.0,24.0,,tomato,2,1.0,30.0,,,8.0
7089,test,True,0,1,tomato_cut,3.9583333333333277,3,0,2,None_cut,3.833333333333328,3,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,plate,2,5,tomato_salad,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,72.0,,,6,1.0,30.0,88.0,24.0,,tomato,2,1.0,30.0,,,8.0
7090,test,True,0,1,tomato_cut,3.9583333333333277,3,0,2,None_cut,3.833333333333328,3,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,plate,2,5,tomato_salad,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,72.0,,,6,1.0,30.0,88.0,24.0,,tomato,2,1.0,30.0,,,8.0
7091,test,True,0,1,tomato_cut,3.9583333333333277,3,0,2,None_cut,3.833333333333328,3,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,plate,2,5,tomato_salad,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,72.0,,,6,1.0,30.0,88.0,24.0,,tomato,2,1.0,30.0,,,8.0
7092,test,True,0,1,tomato_cut,3.9583333333333277,3,0,2,None_cut,3.833333333333328,3,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,plate,2,5,tomato_salad,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,72.0,,,6,1.0,30.0,88.0,24.0,,tomato,2,1.0,30.0,,,8.0
7093,test,True,0,1,tomato_cut,3.9583333333333277,3,0,2,None_cut,3.833333333333328,3,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,plate,2,5,tomato_salad,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,72.0,,,6,1.0,30.0,88.0,24.0,,tomato,2,1.0,30.0,,,8.0
7094,test,True,0,1,tomato_cut,3.9583333333333277,3,0,2,None_cut,3.833333333333328,3,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,plate,2,5,tomato_salad,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,72.0,,,6,1.0,30.0,88.0,24.0,,tomato,2,1.0,30.0,,,8.0
7095,test,True,0,1,tomato_cut,3.9583333333333277,3,0,2,None_cut,3.833333333333328,3,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,plate,2,5,tomato_salad,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,72.0,,,6,1.0,30.0,88.0,24.0,,tomato,2,1.0,30.0,,,8.0
7096,test,True,0,1,tomato_cut,3.9583333333333277,3,0,2,None_cut,3.833333333333328,3,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,plate,2,5,tomato_salad,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,72.0,,,6,1.0,30.0,88.0,24.0,,tomato,2,1.0,30.0,,,8.0
7097,test,True,0,1,tomato_cut,3.9583333333333277,3,0,2,None_cut,3.833333333333328,3,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,plate,2,5,tomato_salad,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,72.0,,,6,1.0,30.0,88.0,24.0,,tomato,2,1.0,30.0,,,8.0
7098,test,True,0,1,tomato_cut,3.9583333333333277,3,0,2,None_cut,3.833333333333328,3,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,plate,2,5,tomato_salad,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,72.0,,,6,1.0,30.0,88.0,24.0,,tomato,2,1.0,30.0,,,8.0
7099,test,True,0,1,tomato_cut,3.9583333333333277,3,0,2,None_cut,3.833333333333328,3,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,plate,2,5,tomato_salad,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,72.0,,,6,1.0,30.0,88.0,24.0,,tomato,2,1.0,30.0,,,8.0
7100,test,True,0,1,tomato_cut,3.9583333333333277,3,0,2,None_cut,3.833333333333328,3,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,plate,2,5,tomato_salad,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,72.0,,,6,1.0,30.0,88.0,24.0,,tomato,2,1.0,30.0,,,8.0
7101,test,True,0,1,tomato_cut,3.9583333333333277,3,0,2,None_cut,3.833333333333328,3,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,plate,2,5,tomato_salad,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,72.0,,,6,1.0,30.0,88.0,24.0,,tomato,2,1.0,30.0,,,8.0
7102,test,True,0,1,tomato_cut,3.9583333333333277,3,0,2,None_cut,3.833333333333328,3,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,plate,2,5,tomato_salad,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,72.0,,,6,1.0,30.0,88.0,24.0,,tomato,2,1.0,30.0,,,8.0
7103,test,True,0,1,tomato_cut,3.9583333333333277,3,0,2,None_cut,3.833333333333328,3,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,plate,2,5,tomato_salad,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,72.0,,,6,1.0,30.0,88.0,24.0,,tomato,2,1.0,30.0,,,8.0
