tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,Counter_02_slot_x,Counter_02_slot_y,Counter_02_item,Counter_03_slot_x,Counter_03_slot_y,Counter_03_item,CuttingBoard_10_slot_x,CuttingBoard_10_slot_y,CuttingBoard_10_item,CuttingBoard_10_cut_time_accumulated,CuttingBoard_10_cut_stage,CuttingBoard_20_slot_x,CuttingBoard_20_slot_y,CuttingBoard_20_item,CuttingBoard_20_cut_time_accumulated,CuttingBoard_20_cut_stage,Counter_32_slot_x,Counter_32_slot_y,Counter_32_item,Counter_33_slot_x,Counter_33_slot_y,Counter_33_item,Counter_34_slot_x,Counter_34_slot_y,Counter_34_item,Counter_35_slot_x,Counter_35_slot_y,Counter_35_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,aa7a187db59a7650_score,player_d74aab69_x,player_d74aab69_y,player_d74aab69_move_target,player_d74aab69_item,player_d74aab69_score,player_d74aab69_cut_speed,player_d74aab69_speed,player_876a9d55_x,player_876a9d55_y,player_876a9d55_move_target,player_876a9d55_item,player_876a9d55_score,player_876a9d55_cut_speed,player_876a9d55_speed
3900,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,3.041666666666671,3,3,2,plate,3,3,plate,3,4,tomato,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,40.0,88.0,,,1,1.0,15.0,40.00164325284187,67.132435985399,,tomato,4,0.5,30.0
3901,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,3.041666666666671,3,3,2,plate,3,3,plate,3,4,tomato,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,40.0,88.0,,,1,1.0,15.0,40.001458741021295,65.88243599901698,,tomato,4,0.5,30.0
3902,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,3.041666666666671,3,3,2,plate,3,3,plate,3,4,tomato,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,40.0,88.0,,,1,1.0,15.0,40.00127422920072,64.63243601263495,,tomato,4,0.5,30.0
3903,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,3.041666666666671,3,3,2,plate,3,3,plate,3,4,tomato,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,40.0,88.0,,,1,1.0,15.0,40.00108971738014,63.38243602625293,,tomato,4,0.5,30.0
3904,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,3.041666666666671,3,3,2,plate,3,3,plate,3,4,tomato,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,40.0,88.0,,,1,1.0,15.0,40.00090520555956,62.13243603987091,,tomato,4,0.5,30.0
3905,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,3.041666666666671,3,3,2,plate,3,3,plate,3,4,tomato,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,40.0,88.0,,,1,1.0,15.0,40.000720693738984,60.88243605348889,,tomato,4,0.5,30.0
3906,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,3.041666666666671,3,3,2,plate,3,3,plate,3,4,tomato,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,40.0,88.0,,,1,1.0,15.0,40.000536181918406,59.632436067106866,,tomato,4,0.5,30.0
3907,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,3.041666666666671,3,3,2,plate,3,3,plate,3,4,tomato,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,40.0,88.0,,,1,1.0,15.0,40.000351670098084,58.382436080724844,,tomato,4,0.5,30.0
3908,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,3.041666666666671,3,3,2,plate,3,3,plate,3,4,tomato,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,40.0,88.0,,,1,1.0,15.0,40.00016715827786,57.13243609434282,,tomato,4,0.5,30.0
3909,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,3.041666666666671,3,3,2,plate,3,3,plate,3,4,tomato,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,40.0,88.0,,,1,1.0,15.0,40.000028219177196,55.88243610455677,,tomato,4,0.5,30.0
3910,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,3.041666666666671,3,3,2,plate,3,3,plate,3,4,tomato,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,40.0,88.0,,,1,1.0,15.0,40.00002599823519,54.632436104558614,,tomato,4,0.5,30.0
3911,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,3.041666666666671,3,3,2,plate,3,3,plate,3,4,tomato,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,40.0,88.0,,,1,1.0,15.0,40.00002377729318,53.38243610456046,,tomato,4,0.5,30.0
3912,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,3.041666666666671,3,3,2,plate,3,3,plate,3,4,tomato,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,40.0,88.0,,,1,1.0,15.0,40.00002155635117,52.13243610456231,,tomato,4,0.5,30.0
3913,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,3.041666666666671,3,3,2,plate,3,3,plate,3,4,tomato,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,40.0,88.0,,,1,1.0,15.0,40.00001933540916,50.88243610456416,,tomato,4,0.5,30.0
3914,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,3.041666666666671,3,3,2,plate,3,3,plate,3,4,tomato,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,40.0,88.0,,,1,1.0,15.0,40.000017114467155,49.632436104566004,,tomato,4,0.5,30.0
3915,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,3.041666666666671,3,3,2,plate,3,3,plate,3,4,tomato,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,40.0,88.0,,,1,1.0,15.0,40.00001489352515,48.38243610456785,,tomato,4,0.5,30.0
3916,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,3.041666666666671,3,3,2,plate,3,3,plate,3,4,tomato,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,40.0,88.0,,,1,1.0,15.0,40.00001267258314,47.1324361045697,,tomato,4,0.5,30.0
3917,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,3.041666666666671,3,3,2,plate,3,3,plate,3,4,tomato,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,40.0,88.0,,,1,1.0,15.0,40.00001045164113,45.882436104571546,,tomato,4,0.5,30.0
3918,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,3.041666666666671,3,3,2,plate,3,3,plate,3,4,tomato,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,40.0,88.0,,,1,1.0,15.0,40.000008230698874,44.632436104573394,,tomato,4,0.5,30.0
3919,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,3.041666666666671,3,3,2,plate,3,3,plate,3,4,tomato,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,40.0,88.0,,,1,1.0,15.0,40.00000600975651,43.38243610457524,,tomato,4,0.5,30.0
3920,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,3.041666666666671,3,3,2,plate,3,3,plate,3,4,tomato,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,40.0,88.0,,,1,1.0,15.0,40.00000378881415,42.13243610457709,,tomato,4,0.5,30.0
3921,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,3.041666666666671,3,3,2,plate,3,3,plate,3,4,tomato,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,40.0,88.0,,,1,1.0,15.0,40.000001567871784,40.882436104578936,,tomato,4,0.5,30.0
3922,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,3.041666666666671,3,3,2,plate,3,3,plate,3,4,tomato,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,40.0,88.0,,,1,1.0,15.0,39.604668333457795,39.79478757018327,,tomato,4,0.5,30.0
3923,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,3.041666666666671,3,3,2,plate,3,3,plate,3,4,tomato,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,40.0,88.0,,,1,1.0,15.0,38.72615274924516,38.9055686048573,,tomato,4,0.5,30.0
3924,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,3.041666666666671,3,3,2,plate,3,3,plate,3,4,tomato,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,40.0,88.0,,,1,1.0,15.0,37.84763716503252,38.016349639531335,,tomato,4,0.5,30.0
3925,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,3.041666666666671,3,3,2,plate,3,3,plate,3,4,tomato,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,40.0,88.0,,,1,1.0,15.0,36.96912158081989,37.12713067420537,,tomato,4,0.5,30.0
3926,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,3.041666666666671,3,3,2,plate,3,3,plate,3,4,tomato,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,40.0,88.0,,,1,1.0,15.0,36.09060599660725,36.2379117088794,,tomato,4,0.5,30.0
3927,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,3.041666666666671,3,3,2,plate,3,3,plate,3,4,tomato,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,40.0,88.0,,,1,1.0,15.0,35.212090412394616,35.348692743553435,,tomato,4,0.5,30.0
3928,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,3.041666666666671,3,3,2,plate,3,3,plate,3,4,tomato,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,40.0,88.0,,,1,1.0,15.0,34.33357482818198,34.45947377822747,,tomato,4,0.5,30.0
3929,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,3.041666666666671,3,3,2,plate,3,3,plate,3,4,tomato,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,40.0,88.0,,,1,1.0,15.0,33.455059243969345,33.5702548129015,,tomato,4,0.5,30.0
3930,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,3.041666666666671,3,3,2,plate,3,3,plate,3,4,tomato,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,40.0,88.0,,,1,1.0,15.0,32.57654365975671,32.68103584757554,,tomato,4,0.5,30.0
3931,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,3.041666666666671,3,3,2,plate,3,3,plate,3,4,tomato,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,40.0,88.0,,,1,1.0,15.0,31.698028075544073,31.79181688224957,,tomato,4,0.5,30.0
3932,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,3.041666666666671,3,3,2,plate,3,3,plate,3,4,tomato,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,40.0,88.0,,,1,1.0,15.0,30.819512491331437,30.902597916923604,,tomato,4,0.5,30.0
3933,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,3.041666666666671,3,3,2,plate,3,3,plate,3,4,tomato,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,40.0,88.0,,,1,1.0,15.0,29.9409969071188,30.013378951597417,,tomato,4,0.5,30.0
3934,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,3.041666666666671,3,3,2,plate,3,3,plate,3,4,tomato,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,40.0,88.0,,,1,1.0,15.0,29.062481322906166,29.12415998627118,,tomato,4,0.5,30.0
3935,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,3.041666666666671,3,3,2,plate,3,3,plate,3,4,tomato,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,40.0,88.0,,,1,1.0,15.0,28.18396573869353,28.23494102094494,,tomato,4,0.5,30.0
3936,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,3.041666666666671,3,3,2,plate,3,3,plate,3,4,tomato,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,40.0,88.0,,,1,1.0,15.0,27.305450154480894,27.3457220556187,,tomato,4,0.5,30.0
3937,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,3.041666666666671,3,3,2,plate,3,3,plate,3,4,tomato,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,40.0,88.0,,tomato_salad,1,1.0,15.0,26.42693457026826,26.456503090292458,,tomato,4,0.5,30.0
3938,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,3.041666666666671,3,3,2,plate,3,3,plate,3,4,tomato,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,40.0,88.0,,tomato_salad,1,1.0,15.0,25.548418986055623,25.567284124966218,,tomato,4,0.5,30.0
3939,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,3.041666666666671,3,3,2,plate,3,3,plate,3,4,tomato,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,40.0,88.0,,tomato_salad,1,1.0,15.0,24.669903401842987,24.678065159639978,,tomato,4,0.5,30.0
3940,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,3.041666666666671,3,3,2,plate,3,3,plate,3,4,tomato,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,40.0,88.0,,tomato_salad,1,1.0,15.0,24.0,24.0,,tomato,4,0.5,30.0
3941,0,1,,0,2,,0,3,,1,0,tomato,0.0,0,2,0,None_cut,3.041666666666671,3,3,2,plate,3,3,plate,3,4,tomato,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,40.0,88.0,,tomato_salad,1,1.0,15.0,24.0,24.0,,,4,0.5,30.0
3942,0,1,,0,2,,0,3,,1,0,tomato,0.020833333333333332,0,2,0,None_cut,3.041666666666671,3,3,2,plate,3,3,plate,3,4,tomato,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,40.0,88.0,,tomato_salad,1,1.0,15.0,24.0,24.0,,,4,0.5,30.0
3943,0,1,,0,2,,0,3,,1,0,tomato,0.041666666666666664,0,2,0,None_cut,3.041666666666671,3,3,2,plate,3,3,plate,3,4,tomato,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,40.0,88.0,,tomato_salad,1,1.0,15.0,24.0,24.0,,,4,0.5,30.0
3944,0,1,,0,2,,0,3,,1,0,tomato,0.0625,0,2,0,None_cut,3.041666666666671,3,3,2,plate,3,3,plate,3,4,tomato,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,40.0,88.0,,tomato_salad,1,1.0,15.0,24.0,24.0,,,4,0.5,30.0
3945,0,1,,0,2,,0,3,,1,0,tomato,0.08333333333333333,0,2,0,None_cut,3.041666666666671,3,3,2,plate,3,3,plate,3,4,tomato,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,40.0,88.0,,tomato_salad,1,1.0,15.0,24.0,24.0,,,4,0.5,30.0
3946,0,1,,0,2,,0,3,,1,0,tomato,0.10416666666666666,0,2,0,None_cut,3.041666666666671,3,3,2,plate,3,3,plate,3,4,tomato,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,40.0,88.0,,tomato_salad,1,1.0,15.0,24.0,24.0,,,4,0.5,30.0
3947,0,1,,0,2,,0,3,,1,0,tomato,0.12499999999999999,0,2,0,None_cut,3.041666666666671,3,3,2,plate,3,3,plate,3,4,tomato,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,40.0,88.0,,tomato_salad,1,1.0,15.0,24.0,24.0,,,4,0.5,30.0
3948,0,1,,0,2,,0,3,,1,0,tomato,0.14583333333333331,0,2,0,None_cut,3.041666666666671,3,3,2,plate,3,3,plate,3,4,tomato,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,40.0,88.0,,tomato_salad,1,1.0,15.0,24.0,24.0,,,4,0.5,30.0
3949,0,1,,0,2,,0,3,,1,0,tomato,0.16666666666666666,0,2,0,None_cut,3.041666666666671,3,3,2,plate,3,3,plate,3,4,tomato,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,40.0,88.0,,tomato_salad,1,1.0,15.0,24.0,24.0,,,4,0.5,30.0
3950,0,1,,0,2,,0,3,,1,0,tomato,0.1875,0,2,0,None_cut,3.041666666666671,3,3,2,plate,3,3,plate,3,4,tomato,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,40.0,88.0,,tomato_salad,1,1.0,15.0,24.0,24.0,,,4,0.5,30.0
3951,0,1,,0,2,,0,3,,1,0,tomato,0.20833333333333334,0,2,0,None_cut,3.041666666666671,3,3,2,plate,3,3,plate,3,4,tomato,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,40.0,88.0,,tomato_salad,1,1.0,15.0,24.0,24.0,,,4,0.5,30.0
3952,0,1,,0,2,,0,3,,1,0,tomato,0.22916666666666669,0,2,0,None_cut,3.041666666666671,3,3,2,plate,3,3,plate,3,4,tomato,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,40.0,88.0,,tomato_salad,1,1.0,15.0,24.0,24.0,,,4,0.5,30.0
3953,0,1,,0,2,,0,3,,1,0,tomato,0.25,0,2,0,None_cut,3.041666666666671,3,3,2,plate,3,3,plate,3,4,tomato,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,40.0,88.0,,tomato_salad,1,1.0,15.0,24.0,24.0,,,4,0.5,30.0
3954,0,1,,0,2,,0,3,,1,0,tomato,0.2708333333333333,0,2,0,None_cut,3.041666666666671,3,3,2,plate,3,3,plate,3,4,tomato,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,40.0,88.0,,tomato_salad,1,1.0,15.0,24.0,24.0,,,4,0.5,30.0
3955,0,1,,0,2,,0,3,,1,0,tomato,0.29166666666666663,0,2,0,None_cut,3.041666666666671,3,3,2,plate,3,3,plate,3,4,tomato,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,40.0,88.0,,tomato_salad,1,1.0,15.0,24.0,24.0,,,4,0.5,30.0
3956,0,1,,0,2,,0,3,,1,0,tomato,0.31249999999999994,0,2,0,None_cut,3.041666666666671,3,3,2,plate,3,3,plate,3,4,tomato,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,40.0,88.0,,tomato_salad,1,1.0,15.0,24.0,24.0,,,4,0.5,30.0
3957,0,1,,0,2,,0,3,,1,0,tomato,0.33333333333333326,0,2,0,None_cut,3.041666666666671,3,3,2,plate,3,3,plate,3,4,tomato,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,40.0,88.0,,tomato_salad,1,1.0,15.0,24.0,24.0,,,4,0.5,30.0
3958,0,1,,0,2,,0,3,,1,0,tomato,0.3541666666666666,0,2,0,None_cut,3.041666666666671,3,3,2,plate,3,3,plate,3,4,tomato,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,40.0,88.0,,tomato_salad,1,1.0,15.0,24.0,24.0,,,4,0.5,30.0
3959,0,1,,0,2,,0,3,,1,0,tomato,0.3749999999999999,0,2,0,None_cut,3.041666666666671,3,3,2,plate,3,3,plate,3,4,tomato,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,40.0,88.0,,tomato_salad,1,1.0,15.0,24.0,24.0,,,4,0.5,30.0
3960,0,1,,0,2,,0,3,,1,0,tomato,0.3958333333333332,0,2,0,None_cut,3.041666666666671,3,3,2,plate,3,3,plate,3,4,tomato,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,40.0,88.0,,tomato_salad,1,1.0,15.0,24.0,24.0,,,4,0.5,30.0
3961,0,1,,0,2,,0,3,,1,0,tomato,0.4166666666666665,0,2,0,None_cut,3.041666666666671,3,3,2,plate,3,3,plate,3,4,tomato,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,40.441941738241525,88.44194173824224,,tomato_salad,1,1.0,15.0,24.0,24.0,,,4,0.5,30.0
3962,0,1,,0,2,,0,3,,1,0,tomato,0.43749999999999983,0,2,0,None_cut,3.041666666666671,3,3,2,plate,3,3,plate,3,4,tomato,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,40.88388347648305,88.88388347648447,,tomato_salad,1,1.0,15.0,24.0,24.0,,,4,0.5,30.0
3963,0,1,,0,2,,0,3,,1,0,tomato,0.45833333333333315,0,2,0,None_cut,3.041666666666671,3,3,2,plate,3,3,plate,3,4,tomato,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,41.325825214724574,89.3258252147267,,tomato_salad,1,1.0,15.0,24.0,24.0,,,4,0.5,30.0
3964,0,1,,0,2,,0,3,,1,0,tomato,0.47916666666666646,0,2,0,None_cut,3.041666666666671,3,3,2,plate,3,3,plate,3,4,tomato,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,41.7677669529661,89.76776695296894,,tomato_salad,1,1.0,15.0,24.0,24.0,,,4,0.5,30.0
3965,0,1,,0,2,,0,3,,1,0,tomato,0.4999999999999998,0,2,0,None_cut,3.041666666666671,3,3,2,plate,3,3,plate,3,4,tomato,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,42.209708691207624,90.20970869121118,,tomato_salad,1,1.0,15.0,24.0,24.0,,,4,0.5,30.0
3966,0,1,,0,2,,0,3,,1,0,tomato,0.5208333333333331,0,2,0,None_cut,3.041666666666671,3,3,2,plate,3,3,plate,3,4,tomato,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,42.65165042944915,90.65165042945323,,tomato_salad,1,1.0,15.0,24.0,24.0,,,4,0.5,30.0
3967,0,1,,0,2,,0,3,,1,0,tomato,0.5416666666666665,0,2,0,None_cut,3.041666666666671,3,3,2,plate,3,3,plate,3,4,tomato,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,43.09359216769067,91.09359216769462,,tomato_salad,1,1.0,15.0,24.0,24.0,,,4,0.5,30.0
3968,0,1,,0,2,,0,3,,1,0,tomato,0.5624999999999999,0,2,0,None_cut,3.041666666666671,3,3,2,plate,3,3,plate,3,4,tomato,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,43.5355339059322,91.535533905936,,tomato_salad,1,1.0,15.0,24.0,24.0,,,4,0.5,30.0
3969,0,1,,0,2,,0,3,,1,0,tomato,0.5833333333333333,0,2,0,None_cut,3.041666666666671,3,3,2,plate,3,3,plate,3,4,tomato,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,43.97747564417372,91.97747564417739,,tomato_salad,1,1.0,15.0,24.0,24.0,,,4,0.5,30.0
