tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,Counter_02_slot_x,Counter_02_slot_y,Counter_02_item,Counter_03_slot_x,Counter_03_slot_y,Counter_03_item,CuttingBoard_10_slot_x,CuttingBoard_10_slot_y,CuttingBoard_10_item,CuttingBoard_10_cut_time_accumulated,CuttingBoard_10_cut_stage,CuttingBoard_20_slot_x,CuttingBoard_20_slot_y,CuttingBoard_20_item,CuttingBoard_20_cut_time_accumulated,CuttingBoard_20_cut_stage,Counter_32_slot_x,Counter_32_slot_y,Counter_32_item,Counter_33_slot_x,Counter_33_slot_y,Counter_33_item,Counter_34_slot_x,Counter_34_slot_y,Counter_34_item,Counter_35_slot_x,Counter_35_slot_y,Counter_35_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,0731e93530d74a73_score,player_c83be0e0_x,player_c83be0e0_y,player_c83be0e0_move_target,player_c83be0e0_item,player_c83be0e0_score,player_c83be0e0_cut_speed,player_c83be0e0_speed,player_5facc147_x,player_5facc147_y,player_5facc147_move_target,player_5facc147_item,player_5facc147_score,player_5facc147_cut_speed,player_5facc147_speed
3608,0,1,,0,2,,0,3,,1,0,None_cut,3.5416666666666625,3,2,0,None_cut,3.7083333333333286,3,3,2,plate,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,72.0,29.000000000001137,,tomato,4,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
3609,0,1,,0,2,,0,3,,1,0,None_cut,3.5416666666666625,3,2,0,None_cut,3.7083333333333286,3,3,2,plate,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,72.0,29.62500000000128,,tomato,4,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
3610,0,1,,0,2,,0,3,,1,0,None_cut,3.5416666666666625,3,2,0,None_cut,3.7083333333333286,3,3,2,plate,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,72.0,30.25000000000142,,tomato,4,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
3611,0,1,,0,2,,0,3,,1,0,None_cut,3.5416666666666625,3,2,0,None_cut,3.7083333333333286,3,3,2,plate,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,72.0,30.875000000001563,,tomato,4,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
3612,0,1,,0,2,,0,3,,1,0,None_cut,3.5416666666666625,3,2,0,None_cut,3.7083333333333286,3,3,2,plate,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,72.0,31.500000000001705,,tomato,4,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
3613,0,1,,0,2,,0,3,,1,0,None_cut,3.5416666666666625,3,2,0,None_cut,3.7083333333333286,3,3,2,plate,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,72.0,32.12500000000185,,tomato,4,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
3614,0,1,,0,2,,0,3,,1,0,None_cut,3.5416666666666625,3,2,0,None_cut,3.7083333333333286,3,3,2,plate,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,72.0,32.75000000000199,,tomato,4,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
3615,0,1,,0,2,,0,3,,1,0,None_cut,3.5416666666666625,3,2,0,None_cut,3.7083333333333286,3,3,2,plate,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,72.0,33.37500000000213,,tomato,4,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
3616,0,1,,0,2,,0,3,,1,0,None_cut,3.5416666666666625,3,2,0,None_cut,3.7083333333333286,3,3,2,plate,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,72.0,34.000000000002274,,tomato,4,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
3617,0,1,,0,2,,0,3,,1,0,None_cut,3.5416666666666625,3,2,0,None_cut,3.7083333333333286,3,3,2,plate,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,72.0,34.625000000002416,,tomato,4,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
3618,0,1,,0,2,,0,3,,1,0,None_cut,3.5416666666666625,3,2,0,None_cut,3.7083333333333286,3,3,2,plate,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,72.0,35.25000000000256,,tomato,4,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
3619,0,1,,0,2,,0,3,,1,0,None_cut,3.5416666666666625,3,2,0,None_cut,3.7083333333333286,3,3,2,plate,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,72.0,35.8750000000027,,tomato,4,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
3620,0,1,,0,2,,0,3,,1,0,None_cut,3.5416666666666625,3,2,0,None_cut,3.7083333333333286,3,3,2,plate,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,72.0,36.50000000000284,,tomato,4,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
3621,0,1,,0,2,,0,3,,1,0,None_cut,3.5416666666666625,3,2,0,None_cut,3.7083333333333286,3,3,2,plate,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,72.0,37.125000000002984,,tomato,4,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
3622,0,1,,0,2,,0,3,,1,0,None_cut,3.5416666666666625,3,2,0,None_cut,3.7083333333333286,3,3,2,plate,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,72.0,37.750000000003126,,tomato,4,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
3623,0,1,,0,2,,0,3,,1,0,None_cut,3.5416666666666625,3,2,0,None_cut,3.7083333333333286,3,3,2,plate,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,72.0,38.37500000000327,,tomato,4,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
3624,0,1,,0,2,,0,3,,1,0,None_cut,3.5416666666666625,3,2,0,None_cut,3.7083333333333286,3,3,2,plate,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,72.0,39.00000000000341,,tomato,4,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
3625,0,1,,0,2,,0,3,,1,0,None_cut,3.5416666666666625,3,2,0,None_cut,3.7083333333333286,3,3,2,plate,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,72.0,39.62500000000355,,tomato,4,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
3626,0,1,,0,2,,0,3,,1,0,None_cut,3.5416666666666625,3,2,0,None_cut,3.7083333333333286,3,3,2,plate,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,72.0,40.250000000003695,,tomato,4,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
3627,0,1,,0,2,,0,3,,1,0,None_cut,3.5416666666666625,3,2,0,None_cut,3.7083333333333286,3,3,2,plate,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,72.0,40.87500000000384,,tomato,4,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
3628,0,1,,0,2,,0,3,,1,0,None_cut,3.5416666666666625,3,2,0,None_cut,3.7083333333333286,3,3,2,plate,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,72.0,41.50000000000398,,tomato,4,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
3629,0,1,,0,2,,0,3,,1,0,None_cut,3.5416666666666625,3,2,0,None_cut,3.7083333333333286,3,3,2,plate,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,72.0,42.12500000000412,,tomato,4,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
3630,0,1,,0,2,,0,3,,1,0,None_cut,3.5416666666666625,3,2,0,None_cut,3.7083333333333286,3,3,2,plate,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,72.0,42.75000000000426,,tomato,4,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
3631,0,1,,0,2,,0,3,,1,0,None_cut,3.5416666666666625,3,2,0,None_cut,3.7083333333333286,3,3,2,plate,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,72.0,43.375000000004405,,tomato,4,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
3632,0,1,,0,2,,0,3,,1,0,None_cut,3.5416666666666625,3,2,0,None_cut,3.7083333333333286,3,3,2,plate,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,72.0,44.00000000000455,,tomato,4,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
3633,0,1,,0,2,,0,3,,1,0,None_cut,3.5416666666666625,3,2,0,None_cut,3.7083333333333286,3,3,2,plate,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,72.0,44.62500000000469,,tomato,4,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
3634,0,1,,0,2,,0,3,,1,0,None_cut,3.5416666666666625,3,2,0,None_cut,3.7083333333333286,3,3,2,plate,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,72.0,45.25000000000483,,tomato,4,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
3635,0,1,,0,2,,0,3,,1,0,None_cut,3.5416666666666625,3,2,0,None_cut,3.7083333333333286,3,3,2,plate,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,72.0,45.875000000004974,,tomato,4,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
3636,0,1,,0,2,,0,3,,1,0,None_cut,3.5416666666666625,3,2,0,None_cut,3.7083333333333286,3,3,2,plate,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,72.0,46.500000000005116,,tomato,4,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
3637,0,1,,0,2,,0,3,,1,0,None_cut,3.5416666666666625,3,2,0,None_cut,3.7083333333333286,3,3,2,plate,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,72.0,47.12500000000526,,tomato,4,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
3638,0,1,,0,2,,0,3,,1,0,None_cut,3.5416666666666625,3,2,0,None_cut,3.7083333333333286,3,3,2,plate,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,72.0,47.7500000000054,,tomato,4,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
3639,0,1,,0,2,,0,3,,1,0,None_cut,3.5416666666666625,3,2,0,None_cut,3.7083333333333286,3,3,2,plate,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,72.0,48.37500000000554,,tomato,4,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
3640,0,1,,0,2,,0,3,,1,0,None_cut,3.5416666666666625,3,2,0,None_cut,3.7083333333333286,3,3,2,plate,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,72.0,49.000000000005684,,tomato,4,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
3641,0,1,,0,2,,0,3,,1,0,None_cut,3.5416666666666625,3,2,0,None_cut,3.7083333333333286,3,3,2,plate,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,72.0,49.62500000000583,,tomato,4,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
3642,0,1,,0,2,,0,3,,1,0,None_cut,3.5416666666666625,3,2,0,None_cut,3.7083333333333286,3,3,2,plate,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,72.0,50.25000000000597,,tomato,4,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
3643,0,1,,0,2,,0,3,,1,0,None_cut,3.5416666666666625,3,2,0,None_cut,3.7083333333333286,3,3,2,plate,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,72.0,50.87500000000611,,tomato,4,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
3644,0,1,,0,2,,0,3,,1,0,None_cut,3.5416666666666625,3,2,0,None_cut,3.7083333333333286,3,3,2,plate,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,72.0,51.50000000000625,,tomato,4,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
3645,0,1,,0,2,,0,3,,1,0,None_cut,3.5416666666666625,3,2,0,None_cut,3.7083333333333286,3,3,2,plate,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,72.0,52.125000000006395,,tomato,4,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
3646,0,1,,0,2,,0,3,,1,0,None_cut,3.5416666666666625,3,2,0,None_cut,3.7083333333333286,3,3,2,plate,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,72.0,52.75000000000654,,tomato,4,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
3647,0,1,,0,2,,0,3,,1,0,None_cut,3.5416666666666625,3,2,0,None_cut,3.7083333333333286,3,3,2,plate,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,72.0,53.37500000000668,,tomato,4,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
3648,0,1,,0,2,,0,3,,1,0,None_cut,3.5416666666666625,3,2,0,None_cut,3.7083333333333286,3,3,2,plate,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,72.0,54.00000000000682,,tomato,4,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
3649,0,1,,0,2,,0,3,,1,0,None_cut,3.5416666666666625,3,2,0,None_cut,3.7083333333333286,3,3,2,plate,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,72.0,54.62500000000696,,tomato,4,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
3650,0,1,,0,2,,0,3,,1,0,None_cut,3.5416666666666625,3,2,0,None_cut,3.7083333333333286,3,3,2,plate,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,72.0,55.250000000007105,,tomato,4,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
3651,0,1,,0,2,,0,3,,1,0,None_cut,3.5416666666666625,3,2,0,None_cut,3.7083333333333286,3,3,2,plate,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,72.0,55.87500000000725,,tomato,4,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
3652,0,1,,0,2,,0,3,,1,0,None_cut,3.5416666666666625,3,2,0,None_cut,3.7083333333333286,3,3,2,plate,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,72.0,56.50000000000739,,tomato,4,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
3653,0,1,,0,2,,0,3,,1,0,None_cut,3.5416666666666625,3,2,0,None_cut,3.7083333333333286,3,3,2,plate,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,72.0,57.12500000000753,,tomato,4,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
3654,0,1,,0,2,,0,3,,1,0,None_cut,3.5416666666666625,3,2,0,None_cut,3.7083333333333286,3,3,2,plate,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,72.0,57.750000000007674,,tomato,4,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
3655,0,1,,0,2,,0,3,,1,0,None_cut,3.5416666666666625,3,2,0,None_cut,3.7083333333333286,3,3,2,plate,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,72.0,58.375000000007816,,tomato,4,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
3656,0,1,,0,2,,0,3,,1,0,None_cut,3.5416666666666625,3,2,0,None_cut,3.7083333333333286,3,3,2,plate,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,72.0,59.00000000000796,,tomato,4,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
3657,0,1,,0,2,,0,3,,1,0,None_cut,3.5416666666666625,3,2,0,None_cut,3.7083333333333286,3,3,2,plate,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,72.0,59.6250000000081,,tomato,4,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
3658,0,1,,0,2,,0,3,,1,0,None_cut,3.5416666666666625,3,2,0,None_cut,3.7083333333333286,3,3,2,plate,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,72.0,60.25000000000824,,tomato,4,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
3659,0,1,,0,2,,0,3,,1,0,None_cut,3.5416666666666625,3,2,0,None_cut,3.7083333333333286,3,3,2,plate,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,72.0,60.875000000008384,,tomato,4,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
3660,0,1,,0,2,,0,3,,1,0,None_cut,3.5416666666666625,3,2,0,None_cut,3.7083333333333286,3,3,2,plate,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,72.0,61.50000000000853,,tomato,4,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
3661,0,1,,0,2,,0,3,,1,0,None_cut,3.5416666666666625,3,2,0,None_cut,3.7083333333333286,3,3,2,plate,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,72.0,62.12500000000867,,tomato,4,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
3662,0,1,,0,2,,0,3,,1,0,None_cut,3.5416666666666625,3,2,0,None_cut,3.7083333333333286,3,3,2,plate,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,72.0,62.75000000000881,,tomato,4,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
3663,0,1,,0,2,,0,3,,1,0,None_cut,3.5416666666666625,3,2,0,None_cut,3.7083333333333286,3,3,2,plate,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,72.0,63.37500000000895,,tomato,4,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
3664,0,1,,0,2,,0,3,,1,0,None_cut,3.5416666666666625,3,2,0,None_cut,3.7083333333333286,3,3,2,plate,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,72.0,64.0000000000091,,tomato,4,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
3665,0,1,,0,2,,0,3,,1,0,None_cut,3.5416666666666625,3,2,0,None_cut,3.7083333333333286,3,3,2,plate,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,72.0,64.62500000000853,,tomato,4,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
3666,0,1,,0,2,,0,3,,1,0,None_cut,3.5416666666666625,3,2,0,None_cut,3.7083333333333286,3,3,2,plate,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,72.0,65.25000000000796,,tomato,4,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
3667,0,1,,0,2,,0,3,,1,0,None_cut,3.5416666666666625,3,2,0,None_cut,3.7083333333333286,3,3,2,plate,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,72.0,65.87500000000739,,tomato,4,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
3668,0,1,,0,2,,0,3,,1,0,None_cut,3.5416666666666625,3,2,0,None_cut,3.7083333333333286,3,3,2,plate,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,72.0,66.50000000000682,,tomato,4,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
3669,0,1,,0,2,,0,3,,1,0,None_cut,3.5416666666666625,3,2,0,None_cut,3.7083333333333286,3,3,2,plate,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,72.0,67.12500000000625,,tomato,4,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
3670,0,1,,0,2,,0,3,,1,0,None_cut,3.5416666666666625,3,2,0,None_cut,3.7083333333333286,3,3,2,plate,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,72.0,67.75000000000568,,tomato,4,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
3671,0,1,,0,2,,0,3,,1,0,None_cut,3.5416666666666625,3,2,0,None_cut,3.7083333333333286,3,3,2,plate,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,72.0,68.37500000000512,,tomato,4,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
3672,0,1,,0,2,,0,3,,1,0,None_cut,3.5416666666666625,3,2,0,None_cut,3.7083333333333286,3,3,2,plate,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,72.0,69.00000000000455,,tomato,4,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
3673,0,1,,0,2,,0,3,,1,0,None_cut,3.5416666666666625,3,2,0,None_cut,3.7083333333333286,3,3,2,plate,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,72.0,68.37500000000512,,tomato,4,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
3674,0,1,,0,2,,0,3,,1,0,None_cut,3.5416666666666625,3,2,0,None_cut,3.7083333333333286,3,3,2,plate,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,72.0,67.75000000000568,,tomato,4,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
3675,0,1,,0,2,,0,3,,1,0,None_cut,3.5416666666666625,3,2,0,None_cut,3.7083333333333286,3,3,2,plate,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,72.0,67.12500000000625,,tomato,4,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
3676,0,1,,0,2,,0,3,,1,0,None_cut,3.5416666666666625,3,2,0,None_cut,3.7083333333333286,3,3,2,plate,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,72.0,66.50000000000682,,tomato,4,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
3677,0,1,,0,2,,0,3,,1,0,None_cut,3.5416666666666625,3,2,0,None_cut,3.7083333333333286,3,3,2,plate,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,72.0,65.87500000000739,,tomato,4,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
3678,0,1,,0,2,,0,3,,1,0,None_cut,3.5416666666666625,3,2,0,None_cut,3.7083333333333286,3,3,2,plate,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,72.0,65.25000000000796,,tomato,4,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
3679,0,1,,0,2,,0,3,,1,0,None_cut,3.5416666666666625,3,2,0,None_cut,3.7083333333333286,3,3,2,plate,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,72.0,64.62500000000853,,tomato,4,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
