tick,phase,collision,CuttingBoard_01_slot_x,CuttingBoard_01_slot_y,CuttingBoard_01_item,CuttingBoard_01_cut_time_accumulated,CuttingBoard_01_cut_stage,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_10_slot_x,CuttingBoard_10_slot_y,CuttingBoard_10_item,CuttingBoard_10_cut_time_accumulated,CuttingBoard_10_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Counter_26_slot_x,Counter_26_slot_y,Counter_26_item,Counter_27_slot_x,Counter_27_slot_y,Counter_27_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Delivery_53_slot_x,Delivery_53_slot_y,Delivery_53_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Dispenser_80_slot_x,Dispenser_80_slot_y,Dispenser_80_item,Delivery_83_slot_x,Delivery_83_slot_y,Delivery_83_item,Dispenser_91_slot_x,Dispenser_91_slot_y,Dispenser_91_item,Delivery_93_slot_x,Delivery_93_slot_y,Delivery_93_item,8a35a72a9fde883f_score,player_5ad43900_x,player_5ad43900_y,player_5ad43900_move_target,player_5ad43900_item,player_5ad43900_score,player_5ad43900_cut_speed,player_5ad43900_speed,player_60610ce8_x,player_60610ce8_y,player_60610ce8_move_target,player_60610ce8_item,player_60610ce8_score,player_60610ce8_cut_speed,player_60610ce8_speed,67628da1211a4a33_score,1f310bb58082e736_message,08b63ad0a533d08b_score
3606,test,True,0,1,tomato_cut,3.7083333333333286,3,0,2,,0.0,0,1,0,tomato_cut,3.4583333333333295,3,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,32.409238978440044,31.694578786722218,,tomato,0,1.0,30.0,114.75965790005485,40.00000857150136,,,0,1.0,30.0,,,0.0
3607,test,True,0,1,tomato_cut,3.7083333333333286,3,0,2,,0.0,0,1,0,tomato_cut,3.4583333333333295,3,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,31.519882697441098,32.57295536054872,,tomato,0,1.0,30.0,116.00965790005371,40.00000652690647,,,0,1.0,30.0,,,0.0
3608,test,True,0,1,tomato_cut,3.7083333333333286,3,0,2,,0.0,0,1,0,tomato_cut,3.4583333333333295,3,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,30.630526416441988,33.45133193437522,,tomato,0,1.0,30.0,117.25965790005257,40.000004482311574,,,0,1.0,30.0,,,0.0
3609,test,True,0,1,tomato_cut,3.7083333333333286,3,0,2,,0.0,0,1,0,tomato_cut,3.4583333333333295,3,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,29.74117013544288,34.32970850820172,,tomato,0,1.0,30.0,118.50965790005144,40.00000243771668,,,0,1.0,30.0,,,0.0
3610,test,True,0,1,tomato_cut,3.7083333333333286,3,0,2,,0.0,0,1,0,tomato_cut,3.4583333333333295,3,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,28.85181385444377,35.20808508202822,,tomato,0,1.0,30.0,119.7596579000503,40.00000039312179,,,0,1.0,30.0,,,0.0
3611,test,True,0,1,tomato_cut,3.7083333333333286,3,0,2,,0.0,0,1,0,tomato_cut,3.4583333333333295,3,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,27.96245757344466,36.08646165585472,,tomato,0,1.0,30.0,120.66318847094585,39.156504274271576,,,0,1.0,30.0,,,0.0
3612,test,True,0,1,tomato_cut,3.7083333333333286,3,0,2,,0.0,0,1,0,tomato_cut,3.4583333333333295,3,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,27.07310129244555,36.96483822968122,,tomato,0,1.0,30.0,121.55228281562877,38.27786256899406,,,0,1.0,30.0,,,0.0
3613,test,True,0,1,tomato_cut,3.7083333333333286,3,0,2,,0.0,0,1,0,tomato_cut,3.4583333333333295,3,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,26.183745011446586,37.84321480350772,,tomato,0,1.0,30.0,122.44137716031169,37.39922086371654,,,0,1.0,30.0,,,0.0
3614,test,True,0,1,tomato_cut,3.7083333333333286,3,0,2,,0.0,0,1,0,tomato_cut,3.4583333333333295,3,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,25.29438873044783,38.72159137733434,,tomato,0,1.0,30.0,123.3304715049946,36.52057915843903,,,0,1.0,30.0,,,0.0
3615,test,True,0,1,tomato_cut,3.7083333333333286,3,0,2,,0.0,0,1,0,tomato_cut,3.4583333333333295,3,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.405032449449077,39.59996795116105,,tomato,0,1.0,30.0,124.21956584967752,35.641937453161304,,,0,1.0,30.0,,,0.0
3616,test,True,0,1,tomato_cut,3.7083333333333286,3,0,2,,0.0,0,1,0,tomato_cut,3.4583333333333295,3,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,tomato,0,1.0,30.0,125.10866019436044,34.76329574788308,,,0,1.0,30.0,,,0.0
3617,test,True,0,1,tomato_cut,3.7083333333333286,3,0,2,tomato,0.0,0,1,0,tomato_cut,3.4583333333333295,3,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,125.99775453904336,33.88465404260485,,,0,1.0,30.0,,,0.0
3618,test,True,0,1,tomato_cut,3.7083333333333286,3,0,2,tomato,0.041666666666666664,0,1,0,tomato_cut,3.4583333333333295,3,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,126.88684888372627,33.006012337326624,,,0,1.0,30.0,,,0.0
3619,test,True,0,1,tomato_cut,3.7083333333333286,3,0,2,tomato,0.08333333333333333,0,1,0,tomato_cut,3.4583333333333295,3,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,127.77594322840919,32.1273706320484,,,0,1.0,30.0,,,0.0
3620,test,True,0,1,tomato_cut,3.7083333333333286,3,0,2,tomato,0.125,0,1,0,tomato_cut,3.4583333333333295,3,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,128.6650375730921,31.248728926770475,,,0,1.0,30.0,,,0.0
3621,test,True,0,1,tomato_cut,3.7083333333333286,3,0,2,tomato,0.16666666666666666,0,1,0,tomato_cut,3.4583333333333295,3,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,129.554131917775,30.370087221492604,,,0,1.0,30.0,,,0.0
3622,test,True,0,1,tomato_cut,3.7083333333333286,3,0,2,tomato,0.20833333333333331,0,1,0,tomato_cut,3.4583333333333295,3,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,130.44322626245793,29.491445516214732,,,0,1.0,30.0,,,0.0
3623,test,True,0,1,tomato_cut,3.7083333333333286,3,0,2,tomato,0.24999999999999997,0,1,0,tomato_cut,3.4583333333333295,3,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,131.33232060714084,28.612803810936846,,,0,1.0,30.0,,,0.0
3624,test,True,0,1,tomato_cut,3.7083333333333286,3,0,2,tomato,0.29166666666666663,0,1,0,tomato_cut,3.4583333333333295,3,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,132.22141495182376,27.73416210565862,,,0,1.0,30.0,,,0.0
3625,test,True,0,1,tomato_cut,3.7083333333333286,3,0,2,tomato,0.3333333333333333,0,1,0,tomato_cut,3.4583333333333295,3,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,133.11050929650668,26.855520400380392,,,0,1.0,30.0,,,0.0
3626,test,True,0,1,tomato_cut,3.7083333333333286,3,0,2,tomato,0.375,0,1,0,tomato_cut,3.4583333333333295,3,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,133.9996036411896,25.976878695102165,,,0,1.0,30.0,,,0.0
3627,test,True,0,1,tomato_cut,3.7083333333333286,3,0,2,tomato,0.4166666666666667,0,1,0,tomato_cut,3.4583333333333295,3,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,134.8886979858725,25.098236989823686,,,0,1.0,30.0,,,0.0
3628,test,True,0,1,tomato_cut,3.7083333333333286,3,0,2,tomato,0.45833333333333337,0,1,0,tomato_cut,3.4583333333333295,3,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,135.77779233055463,24.21959528454483,,,0,1.0,30.0,,,0.0
3629,test,True,0,1,tomato_cut,3.7083333333333286,3,0,2,tomato,0.5,0,1,0,tomato_cut,3.4583333333333295,3,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,136.0,24.0,,,0,1.0,30.0,,,0.0
3630,test,True,0,1,tomato_cut,3.7083333333333286,3,0,2,tomato,0.5416666666666666,0,1,0,tomato_cut,3.4583333333333295,3,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,0.0
3631,test,True,0,1,tomato_cut,3.7083333333333286,3,0,2,tomato,0.5833333333333333,0,1,0,tomato_cut,3.4583333333333295,3,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,0.0
3632,test,True,0,1,tomato_cut,3.7083333333333286,3,0,2,tomato,0.6249999999999999,0,1,0,tomato_cut,3.4583333333333295,3,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,0.0
3633,test,True,0,1,tomato_cut,3.7083333333333286,3,0,2,tomato,0.6666666666666665,0,1,0,tomato_cut,3.4583333333333295,3,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,0.0
3634,test,True,0,1,tomato_cut,3.7083333333333286,3,0,2,tomato,0.7083333333333331,0,1,0,tomato_cut,3.4583333333333295,3,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,0.0
3635,test,True,0,1,tomato_cut,3.7083333333333286,3,0,2,tomato,0.7499999999999998,0,1,0,tomato_cut,3.4583333333333295,3,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,0.0
3636,test,True,0,1,tomato_cut,3.7083333333333286,3,0,2,tomato,0.7916666666666664,0,1,0,tomato_cut,3.4583333333333295,3,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,135.11611652351553,24.88388347648305,,plate,0,1.0,30.0,,,0.0
3637,test,True,0,1,tomato_cut,3.7083333333333286,3,0,2,tomato,0.833333333333333,0,1,0,tomato_cut,3.4583333333333295,3,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,134.23223304703106,25.767766952966443,,plate,0,1.0,30.0,,,0.0
3638,test,True,0,1,tomato_cut,3.7083333333333286,3,0,2,tomato,0.8749999999999997,0,1,0,tomato_cut,3.4583333333333295,3,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,133.3483495705466,26.651650429449848,,plate,0,1.0,30.0,,,0.0
3639,test,True,0,1,tomato_cut,3.7083333333333286,3,0,2,tomato,0.9166666666666663,0,1,0,tomato_cut,3.4583333333333295,3,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,132.46446609406294,27.535533905933253,,plate,0,1.0,30.0,,,0.0
3640,test,True,0,1,tomato_cut,3.7083333333333286,3,0,2,tomato,0.9583333333333329,0,1,0,tomato_cut,3.4583333333333295,3,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,131.5805826175798,28.419417382416658,,plate,0,1.0,30.0,,,0.0
3641,test,True,0,1,tomato_cut,3.7083333333333286,3,0,2,tomato,0.9999999999999996,0,1,0,tomato_cut,3.4583333333333295,3,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,130.69669914109667,29.303300858900062,,plate,0,1.0,30.0,,,0.0
3642,test,True,0,1,tomato_cut,3.7083333333333286,3,0,2,tomato,1.0416666666666663,1,1,0,tomato_cut,3.4583333333333295,3,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,129.81281566461354,30.187184335383467,,plate,0,1.0,30.0,,,0.0
3643,test,True,0,1,tomato_cut,3.7083333333333286,3,0,2,tomato,1.083333333333333,1,1,0,tomato_cut,3.4583333333333295,3,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,128.9289321881304,31.07106781186687,,plate,0,1.0,30.0,,,0.0
3644,test,True,0,1,tomato_cut,3.7083333333333286,3,0,2,tomato,1.1249999999999998,1,1,0,tomato_cut,3.4583333333333295,3,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,128.04504871164727,31.954951288350276,,plate,0,1.0,30.0,,,0.0
3645,test,True,0,1,tomato_cut,3.7083333333333286,3,0,2,tomato,1.1666666666666665,1,1,0,tomato_cut,3.4583333333333295,3,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,127.1611652351642,32.838834764833344,,plate,0,1.0,30.0,,,0.0
3646,test,True,0,1,tomato_cut,3.7083333333333286,3,0,2,tomato,1.2083333333333333,1,1,0,tomato_cut,3.4583333333333295,3,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,126.27728175868116,33.72271824131639,,plate,0,1.0,30.0,,,0.0
3647,test,True,0,1,tomato_cut,3.7083333333333286,3,0,2,tomato,1.25,1,1,0,tomato_cut,3.4583333333333295,3,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,125.3933982821981,34.60660171779944,,plate,0,1.0,30.0,,,0.0
3648,test,True,0,1,tomato_cut,3.7083333333333286,3,0,2,tomato,1.2916666666666667,1,1,0,tomato_cut,3.4583333333333295,3,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,124.50951480571506,35.4904851942827,,plate,0,1.0,30.0,,,0.0
3649,test,True,0,1,tomato_cut,3.7083333333333286,3,0,2,tomato,1.3333333333333335,1,1,0,tomato_cut,3.4583333333333295,3,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,123.62563132923201,36.37436867076619,,plate,0,1.0,30.0,,,0.0
3650,test,True,0,1,tomato_cut,3.7083333333333286,3,0,2,tomato,1.3750000000000002,1,1,0,tomato_cut,3.4583333333333295,3,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,122.74174785274896,37.25825214724968,,plate,0,1.0,30.0,,,0.0
3651,test,True,0,1,tomato_cut,3.7083333333333286,3,0,2,tomato,1.416666666666667,1,1,0,tomato_cut,3.4583333333333295,3,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,121.85786437626591,38.14213562373317,,plate,0,1.0,30.0,,,0.0
3652,test,True,0,1,tomato_cut,3.7083333333333286,3,0,2,tomato,1.4583333333333337,1,1,0,tomato_cut,3.4583333333333295,3,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,120.97398089978286,39.02601910021666,,plate,0,1.0,30.0,,,0.0
3653,test,True,0,1,tomato_cut,3.7083333333333286,3,0,2,tomato,1.5000000000000004,1,1,0,tomato_cut,3.4583333333333295,3,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,120.04617444130444,39.805653184688964,,plate,0,1.0,30.0,,,0.0
3654,test,True,0,1,tomato_cut,3.7083333333333286,3,0,2,tomato,1.5416666666666672,1,1,0,tomato_cut,3.4583333333333295,3,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,118.79626611486002,39.820791727745956,,plate,0,1.0,30.0,,,0.0
3655,test,True,0,1,tomato_cut,3.7083333333333286,3,0,2,tomato,1.583333333333334,1,1,0,tomato_cut,3.4583333333333295,3,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,117.54635778841559,39.83593027080295,,plate,0,1.0,30.0,,,0.0
3656,test,True,0,1,tomato_cut,3.7083333333333286,3,0,2,tomato,1.6250000000000007,1,1,0,tomato_cut,3.4583333333333295,3,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,116.29644946197116,39.85106881385981,,plate,0,1.0,30.0,,,0.0
3657,test,True,0,1,tomato_cut,3.7083333333333286,3,0,2,tomato,1.6666666666666674,1,1,0,tomato_cut,3.4583333333333295,3,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,115.04654113552674,39.866207356916455,,plate,0,1.0,30.0,,,0.0
3658,test,True,0,1,tomato_cut,3.7083333333333286,3,0,2,tomato,1.7083333333333341,1,1,0,tomato_cut,3.4583333333333295,3,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,113.79663280908231,39.8813458999731,,plate,0,1.0,30.0,,,0.0
3659,test,True,0,1,tomato_cut,3.7083333333333286,3,0,2,tomato,1.7500000000000009,1,1,0,tomato_cut,3.4583333333333295,3,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,112.54672448263788,39.896484443029735,,plate,0,1.0,30.0,,,0.0
3660,test,True,0,1,tomato_cut,3.7083333333333286,3,0,2,tomato,1.7916666666666676,1,1,0,tomato_cut,3.4583333333333295,3,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,111.29681615619346,39.91162298608638,,plate,0,1.0,30.0,,,0.0
3661,test,True,0,1,tomato_cut,3.7083333333333286,3,0,2,tomato,1.8333333333333344,1,1,0,tomato_cut,3.4583333333333295,3,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,110.04690782974903,39.92676152914302,,plate,0,1.0,30.0,,,0.0
3662,test,True,0,1,tomato_cut,3.7083333333333286,3,0,2,tomato,1.875000000000001,1,1,0,tomato_cut,3.4583333333333295,3,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,108.7969995033046,39.94190007219966,,plate,0,1.0,30.0,,,0.0
3663,test,True,0,1,tomato_cut,3.7083333333333286,3,0,2,tomato,1.9166666666666679,1,1,0,tomato_cut,3.4583333333333295,3,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,107.54709117686018,39.9570386152563,,plate,0,1.0,30.0,,,0.0
3664,test,True,0,1,tomato_cut,3.7083333333333286,3,0,2,tomato,1.9583333333333346,1,1,0,tomato_cut,3.4583333333333295,3,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,106.29718285041575,39.972177158312945,,plate,0,1.0,30.0,,,0.0
3665,test,True,0,1,tomato_cut,3.7083333333333286,3,0,2,tomato,2.0000000000000013,2,1,0,tomato_cut,3.4583333333333295,3,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,105.04727452397132,39.98731570136958,,plate,0,1.0,30.0,,,0.0
