tick,phase,collision,CuttingBoard_01_slot_x,CuttingBoard_01_slot_y,CuttingBoard_01_item,CuttingBoard_01_cut_time_accumulated,CuttingBoard_01_cut_stage,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_10_slot_x,CuttingBoard_10_slot_y,CuttingBoard_10_item,CuttingBoard_10_cut_time_accumulated,CuttingBoard_10_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Counter_26_slot_x,Counter_26_slot_y,Counter_26_item,Counter_27_slot_x,Counter_27_slot_y,Counter_27_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Delivery_53_slot_x,Delivery_53_slot_y,Delivery_53_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Dispenser_80_slot_x,Dispenser_80_slot_y,Dispenser_80_item,Delivery_83_slot_x,Delivery_83_slot_y,Delivery_83_item,Dispenser_91_slot_x,Dispenser_91_slot_y,Dispenser_91_item,Delivery_93_slot_x,Delivery_93_slot_y,Delivery_93_item,da5f4a7459bd3b2b_score,player_088b629a_x,player_088b629a_y,player_088b629a_move_target,player_088b629a_item,player_088b629a_score,player_088b629a_cut_speed,player_088b629a_speed,player_a1027937_x,player_a1027937_y,player_a1027937_move_target,player_a1027937_item,player_a1027937_score,player_a1027937_cut_speed,player_a1027937_speed,98e7b292e3d41cea_score,911222d3852bc919_message,85a84de85417b2f9_score
6803,test,True,0,1,,0,0,0,2,,0,0,1,0,None_cut,3.299999999999991,3,2,2,tomato,2,3,,2,4,,2,5,tomato_salad,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,128.8359255078597,31.07781363841391,,,4,1.0,12.0,24.0,24.0,,tomato,0,0.2,30.0,,,4.0
6804,test,True,0,1,,0,0,0,2,,0,0,1,0,tomato,0.0,0,2,2,tomato,2,3,,2,4,,2,5,tomato_salad,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,129.1916137909589,30.72640811019043,,,4,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,4.0
6805,test,True,0,1,,0,0,0,2,,0,0,1,0,tomato,0.008333333333333333,0,2,2,tomato,2,3,,2,4,,2,5,tomato_salad,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,129.5473020740581,30.37500258196695,,,4,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,4.0
6806,test,True,0,1,,0,0,0,2,,0,0,1,0,tomato,0.016666666666666666,0,2,2,tomato,2,3,,2,4,,2,5,tomato_salad,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,129.9029903571573,30.02359705374347,,,4,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,4.0
6807,test,True,0,1,,0,0,0,2,,0,0,1,0,tomato,0.025,0,2,2,tomato,2,3,,2,4,,2,5,tomato_salad,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,130.2586786402565,29.672191525519988,,,4,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,4.0
6808,test,True,0,1,,0,0,0,2,,0,0,1,0,tomato,0.03333333333333333,0,2,2,tomato,2,3,,2,4,,2,5,tomato_salad,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,130.6143669233557,29.320785997296507,,,4,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,4.0
6809,test,True,0,1,,0,0,0,2,,0,0,1,0,tomato,0.041666666666666664,0,2,2,tomato,2,3,,2,4,,2,5,tomato_salad,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,130.9700552064549,28.969380469073027,,,4,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,4.0
6810,test,True,0,1,,0,0,0,2,,0,0,1,0,tomato,0.049999999999999996,0,2,2,tomato,2,3,,2,4,,2,5,tomato_salad,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,131.3257434895541,28.617974940849546,,,4,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,4.0
6811,test,True,0,1,,0,0,0,2,,0,0,1,0,tomato,0.05833333333333333,0,2,2,tomato,2,3,,2,4,,2,5,tomato_salad,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,131.6814317726533,28.266569412626065,,,4,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,4.0
6812,test,True,0,1,,0,0,0,2,,0,0,1,0,tomato,0.06666666666666667,0,2,2,tomato,2,3,,2,4,,2,5,tomato_salad,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,132.0371200557525,27.915163884402585,,,4,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,4.0
6813,test,True,0,1,,0,0,0,2,,0,0,1,0,tomato,0.075,0,2,2,tomato,2,3,,2,4,,2,5,tomato_salad,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,132.3928083388517,27.563758356179104,,,4,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,4.0
6814,test,True,0,1,,0,0,0,2,,0,0,1,0,tomato,0.08333333333333333,0,2,2,tomato,2,3,,2,4,,2,5,tomato_salad,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,132.7484966219509,27.212352827955623,,,4,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,4.0
6815,test,True,0,1,,0,0,0,2,,0,0,1,0,tomato,0.09166666666666666,0,2,2,tomato,2,3,,2,4,,2,5,tomato_salad,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,133.1041849050501,26.860947299732143,,,4,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,4.0
6816,test,True,0,1,,0,0,0,2,,0,0,1,0,tomato,0.09999999999999999,0,2,2,tomato,2,3,,2,4,,2,5,tomato_salad,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,133.4598731881493,26.509541771508662,,,4,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,4.0
6817,test,True,0,1,,0,0,0,2,,0,0,1,0,tomato,0.10833333333333332,0,2,2,tomato,2,3,,2,4,,2,5,tomato_salad,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,133.8155614712485,26.15813624328518,,,4,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,4.0
6818,test,True,0,1,,0,0,0,2,,0,0,1,0,tomato,0.11666666666666665,0,2,2,tomato,2,3,,2,4,,2,5,tomato_salad,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,134.17124975434768,25.8067307150617,,,4,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,4.0
6819,test,True,0,1,,0,0,0,2,,0,0,1,0,tomato,0.12499999999999999,0,2,2,tomato,2,3,,2,4,,2,5,tomato_salad,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,134.52693803744688,25.45532518683822,,,4,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,4.0
6820,test,True,0,1,,0,0,0,2,,0,0,1,0,tomato,0.13333333333333333,0,2,2,tomato,2,3,,2,4,,2,5,tomato_salad,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,134.88262632054608,25.103919658614533,,,4,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,4.0
6821,test,True,0,1,,0,0,0,2,,0,0,1,0,tomato,0.14166666666666666,0,2,2,tomato,2,3,,2,4,,2,5,tomato_salad,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,135.23831460364528,24.752514130390697,,,4,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,4.0
6822,test,True,0,1,,0,0,0,2,,0,0,1,0,tomato,0.15,0,2,2,tomato,2,3,,2,4,,2,5,tomato_salad,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,135.59400288674448,24.40110860216686,,,4,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,4.0
6823,test,True,0,1,,0,0,0,2,,0,0,1,0,tomato,0.15833333333333333,0,2,2,tomato,2,3,,2,4,,2,5,tomato_salad,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,,4,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,4.0
6824,test,True,0,1,,0,0,0,2,,0,0,1,0,tomato,0.16666666666666666,0,2,2,tomato,2,3,,2,4,,2,5,tomato_salad,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,4,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,4.0
6825,test,True,0,1,,0,0,0,2,,0,0,1,0,tomato,0.175,0,2,2,tomato,2,3,,2,4,,2,5,tomato_salad,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,4,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,4.0
6826,test,True,0,1,,0,0,0,2,,0,0,1,0,tomato,0.18333333333333332,0,2,2,tomato,2,3,,2,4,,2,5,tomato_salad,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,4,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,4.0
6827,test,True,0,1,,0,0,0,2,,0,0,1,0,tomato,0.19166666666666665,0,2,2,tomato,2,3,,2,4,,2,5,tomato_salad,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,4,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,4.0
6828,test,True,0,1,,0,0,0,2,,0,0,1,0,tomato,0.19999999999999998,0,2,2,tomato,2,3,,2,4,,2,5,tomato_salad,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,4,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,4.0
6829,test,True,0,1,,0,0,0,2,,0,0,1,0,tomato,0.20833333333333331,0,2,2,tomato,2,3,,2,4,,2,5,tomato_salad,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,4,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,4.0
6830,test,True,0,1,,0,0,0,2,,0,0,1,0,tomato,0.21666666666666665,0,2,2,tomato,2,3,,2,4,,2,5,tomato_salad,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,4,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,4.0
6831,test,True,0,1,,0,0,0,2,,0,0,1,0,tomato,0.22499999999999998,0,2,2,tomato,2,3,,2,4,,2,5,tomato_salad,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,4,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,4.0
6832,test,True,0,1,,0,0,0,2,,0,0,1,0,tomato,0.2333333333333333,0,2,2,tomato,2,3,,2,4,,2,5,tomato_salad,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,4,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,4.0
6833,test,True,0,1,,0,0,0,2,,0,0,1,0,tomato,0.24166666666666664,0,2,2,tomato,2,3,,2,4,,2,5,tomato_salad,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,4,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,4.0
6834,test,True,0,1,,0,0,0,2,,0,0,1,0,tomato,0.24999999999999997,0,2,2,tomato,2,3,,2,4,,2,5,tomato_salad,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,4,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,4.0
6835,test,True,0,1,,0,0,0,2,,0,0,1,0,tomato,0.2583333333333333,0,2,2,tomato,2,3,,2,4,,2,5,tomato_salad,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,4,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,4.0
6836,test,True,0,1,,0,0,0,2,,0,0,1,0,tomato,0.26666666666666666,0,2,2,tomato,2,3,,2,4,,2,5,tomato_salad,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,4,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,4.0
6837,test,True,0,1,,0,0,0,2,,0,0,1,0,tomato,0.275,0,2,2,tomato,2,3,,2,4,,2,5,tomato_salad,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,4,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,4.0
6838,test,True,0,1,,0,0,0,2,,0,0,1,0,tomato,0.2833333333333334,0,2,2,tomato,2,3,,2,4,,2,5,tomato_salad,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,4,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,4.0
6839,test,True,0,1,,0,0,0,2,,0,0,1,0,tomato,0.29166666666666674,0,2,2,tomato,2,3,,2,4,,2,5,tomato_salad,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,4,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,4.0
6840,test,True,0,1,,0,0,0,2,,0,0,1,0,tomato,0.3000000000000001,0,2,2,tomato,2,3,,2,4,,2,5,tomato_salad,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,4,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,4.0
6841,test,True,0,1,,0,0,0,2,,0,0,1,0,tomato,0.30833333333333346,0,2,2,tomato,2,3,,2,4,,2,5,tomato_salad,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,4,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,4.0
6842,test,True,0,1,,0,0,0,2,,0,0,1,0,tomato,0.3166666666666668,0,2,2,tomato,2,3,,2,4,,2,5,tomato_salad,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,4,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,4.0
6843,test,True,0,1,,0,0,0,2,,0,0,1,0,tomato,0.3250000000000002,0,2,2,tomato,2,3,,2,4,,2,5,tomato_salad,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,4,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,4.0
6844,test,True,0,1,,0,0,0,2,,0,0,1,0,tomato,0.33333333333333354,0,2,2,tomato,2,3,,2,4,,2,5,tomato_salad,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,4,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,4.0
6845,test,True,0,1,,0,0,0,2,,0,0,1,0,tomato,0.3416666666666669,0,2,2,tomato,2,3,,2,4,,2,5,tomato_salad,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,4,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,4.0
6846,test,True,0,1,,0,0,0,2,,0,0,1,0,tomato,0.35000000000000026,0,2,2,tomato,2,3,,2,4,,2,5,tomato_salad,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,4,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,4.0
6847,test,True,0,1,,0,0,0,2,,0,0,1,0,tomato,0.3583333333333336,0,2,2,tomato,2,3,,2,4,,2,5,tomato_salad,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,4,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,4.0
6848,test,True,0,1,,0,0,0,2,,0,0,1,0,tomato,0.366666666666667,0,2,2,tomato,2,3,,2,4,,2,5,tomato_salad,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,4,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,4.0
6849,test,True,0,1,,0,0,0,2,,0,0,1,0,tomato,0.37500000000000033,0,2,2,tomato,2,3,,2,4,,2,5,tomato_salad,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,4,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,4.0
6850,test,True,0,1,,0,0,0,2,,0,0,1,0,tomato,0.3833333333333337,0,2,2,tomato,2,3,,2,4,,2,5,tomato_salad,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,4,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,4.0
6851,test,True,0,1,,0,0,0,2,,0,0,1,0,tomato,0.39166666666666705,0,2,2,tomato,2,3,,2,4,,2,5,tomato_salad,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,4,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,4.0
6852,test,True,0,1,,0,0,0,2,,0,0,1,0,tomato,0.4000000000000004,0,2,2,tomato,2,3,,2,4,,2,5,tomato_salad,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,4,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,4.0
6853,test,True,0,1,,0,0,0,2,,0,0,1,0,tomato,0.40833333333333377,0,2,2,tomato,2,3,,2,4,,2,5,tomato_salad,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,4,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,4.0
6854,test,True,0,1,,0,0,0,2,,0,0,1,0,tomato,0.41666666666666713,0,2,2,tomato,2,3,,2,4,,2,5,tomato_salad,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,135.50000000000045,24.0,,plate,4,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,4.0
6855,test,True,0,1,,0,0,0,2,,0,0,1,0,tomato,0.4250000000000005,0,2,2,tomato,2,3,,2,4,,2,5,tomato_salad,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,135.0000000000009,24.0,,plate,4,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,4.0
6856,test,True,0,1,,0,0,0,2,,0,0,1,0,tomato,0.43333333333333385,0,2,2,tomato,2,3,,2,4,,2,5,tomato_salad,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,134.50000000000136,24.0,,plate,4,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,4.0
6857,test,True,0,1,,0,0,0,2,,0,0,1,0,tomato,0.4416666666666672,0,2,2,tomato,2,3,,2,4,,2,5,tomato_salad,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,134.00000000000182,24.0,,plate,4,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,4.0
6858,test,True,0,1,,0,0,0,2,,0,0,1,0,tomato,0.45000000000000057,0,2,2,tomato,2,3,,2,4,,2,5,tomato_salad,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,133.50000000000227,24.0,,plate,4,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,4.0
6859,test,True,0,1,,0,0,0,2,,0,0,1,0,tomato,0.4583333333333339,0,2,2,tomato,2,3,,2,4,,2,5,tomato_salad,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,133.00000000000273,24.0,,plate,4,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,4.0
6860,test,True,0,1,,0,0,0,2,,0,0,1,0,tomato,0.4666666666666673,0,2,2,tomato,2,3,,2,4,,2,5,tomato_salad,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,132.50000000000318,24.0,,plate,4,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,4.0
6861,test,True,0,1,,0,0,0,2,,0,0,1,0,tomato,0.47500000000000064,0,2,2,tomato,2,3,,2,4,,2,5,tomato_salad,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,132.00000000000364,24.0,,plate,4,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,4.0
6862,test,True,0,1,,0,0,0,2,,0,0,1,0,tomato,0.483333333333334,0,2,2,tomato,2,3,,2,4,,2,5,tomato_salad,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,131.5000000000041,24.0,,plate,4,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,4.0
6863,test,True,0,1,,0,0,0,2,,0,0,1,0,tomato,0.49166666666666736,0,2,2,tomato,2,3,,2,4,,2,5,tomato_salad,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,131.00000000000455,24.0,,plate,4,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,4.0
6864,test,True,0,1,,0,0,0,2,,0,0,1,0,tomato,0.5000000000000007,0,2,2,tomato,2,3,,2,4,,2,5,tomato_salad,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,130.500000000005,24.0,,plate,4,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,4.0
6865,test,True,0,1,,0,0,0,2,,0,0,1,0,tomato,0.508333333333334,0,2,2,tomato,2,3,,2,4,,2,5,tomato_salad,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,130.00000000000546,24.0,,plate,4,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,4.0
6866,test,True,0,1,,0,0,0,2,,0,0,1,0,tomato,0.5166666666666673,0,2,2,tomato,2,3,,2,4,,2,5,tomato_salad,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,129.5000000000059,24.0,,plate,4,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,4.0
6867,test,True,0,1,,0,0,0,2,,0,0,1,0,tomato,0.5250000000000006,0,2,2,tomato,2,3,,2,4,,2,5,tomato_salad,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,129.00000000000637,24.0,,plate,4,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,4.0
6868,test,True,0,1,,0,0,0,2,,0,0,1,0,tomato,0.5333333333333339,0,2,2,tomato,2,3,,2,4,,2,5,tomato_salad,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,128.50000000000682,24.0,,plate,4,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,4.0
6869,test,True,0,1,,0,0,0,2,,0,0,1,0,tomato,0.5416666666666672,0,2,2,tomato,2,3,,2,4,,2,5,tomato_salad,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,128.00000000000728,24.0,,plate,4,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,4.0
6870,test,True,0,1,,0,0,0,2,,0,0,1,0,tomato,0.5500000000000005,0,2,2,tomato,2,3,,2,4,,2,5,tomato_salad,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,127.50000000000773,24.0,,plate,4,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,4.0
6871,test,True,0,1,,0,0,0,2,,0,0,1,0,tomato,0.5583333333333338,0,2,2,tomato,2,3,,2,4,,2,5,tomato_salad,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,127.00000000000819,24.0,,plate,4,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,4.0
