tick,phase,collision,CuttingBoard_01_slot_x,CuttingBoard_01_slot_y,CuttingBoard_01_item,CuttingBoard_01_cut_time_accumulated,CuttingBoard_01_cut_stage,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_10_slot_x,CuttingBoard_10_slot_y,CuttingBoard_10_item,CuttingBoard_10_cut_time_accumulated,CuttingBoard_10_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Counter_26_slot_x,Counter_26_slot_y,Counter_26_item,Counter_27_slot_x,Counter_27_slot_y,Counter_27_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Delivery_53_slot_x,Delivery_53_slot_y,Delivery_53_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Dispenser_80_slot_x,Dispenser_80_slot_y,Dispenser_80_item,Delivery_83_slot_x,Delivery_83_slot_y,Delivery_83_item,Dispenser_91_slot_x,Dispenser_91_slot_y,Dispenser_91_item,Delivery_93_slot_x,Delivery_93_slot_y,Delivery_93_item,dbd7193e4b53ba87_score,player_cd92f76a_x,player_cd92f76a_y,player_cd92f76a_move_target,player_cd92f76a_item,player_cd92f76a_score,player_cd92f76a_cut_speed,player_cd92f76a_speed,player_6837ad13_x,player_6837ad13_y,player_6837ad13_move_target,player_6837ad13_item,player_6837ad13_score,player_6837ad13_cut_speed,player_6837ad13_speed,06f6c2a2be351568_score,a07f9bbf7c829a06_message,73722fcf1f2c9f64_score
5320,test,True,0,1,None_cut,3.7916666666666616,3,0,2,None_cut,4.0,3,1,0,None_cut,3.749999999999995,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,74.75000000000426,40.0,,tomato_salad,5,1.0,30.0,24.0,24.0,,tomato_cut,0,1.0,30.0,,,5.0
5321,test,True,0,1,None_cut,3.7916666666666616,3,0,2,None_cut,4.0,3,1,0,None_cut,3.749999999999995,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,76.00000000000455,40.0,,tomato_salad,5,1.0,30.0,24.0,24.0,,tomato_cut,0,1.0,30.0,,,5.0
5322,test,True,0,1,None_cut,3.7916666666666616,3,0,2,None_cut,4.0,3,1,0,None_cut,3.749999999999995,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,77.25000000000483,40.0,,tomato_salad,5,1.0,30.0,24.0,24.0,,tomato_cut,0,1.0,30.0,,,5.0
5323,test,True,0,1,None_cut,3.7916666666666616,3,0,2,None_cut,4.0,3,1,0,None_cut,3.749999999999995,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,78.50000000000512,40.0,,tomato_salad,5,1.0,30.0,24.0,24.0,,tomato_cut,0,1.0,30.0,,,5.0
5324,test,True,0,1,None_cut,3.7916666666666616,3,0,2,None_cut,4.0,3,1,0,None_cut,3.749999999999995,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,79.7500000000054,40.0,,tomato_salad,5,1.0,30.0,24.0,24.0,,tomato_cut,0,1.0,30.0,,,5.0
5325,test,True,0,1,None_cut,3.7916666666666616,3,0,2,None_cut,4.0,3,1,0,None_cut,3.749999999999995,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,81.00000000000568,40.0,,tomato_salad,5,1.0,30.0,24.0,24.0,,tomato_cut,0,1.0,30.0,,,5.0
5326,test,True,0,1,None_cut,3.7916666666666616,3,0,2,None_cut,4.0,3,1,0,None_cut,3.749999999999995,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,82.25000000000597,40.0,,tomato_salad,5,1.0,30.0,24.0,24.0,,tomato_cut,0,1.0,30.0,,,5.0
5327,test,True,0,1,None_cut,3.7916666666666616,3,0,2,None_cut,4.0,3,1,0,None_cut,3.749999999999995,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,83.50000000000625,40.0,,tomato_salad,5,1.0,30.0,24.0,24.0,,tomato_cut,0,1.0,30.0,,,5.0
5328,test,True,0,1,None_cut,3.7916666666666616,3,0,2,None_cut,4.0,3,1,0,None_cut,3.749999999999995,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,84.75000000000654,40.0,,tomato_salad,5,1.0,30.0,24.0,24.0,,tomato_cut,0,1.0,30.0,,,5.0
5329,test,True,0,1,None_cut,3.7916666666666616,3,0,2,None_cut,4.0,3,1,0,None_cut,3.749999999999995,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,86.00000000000682,40.0,,tomato_salad,5,1.0,30.0,24.0,24.0,,tomato_cut,0,1.0,30.0,,,5.0
5330,test,True,0,1,None_cut,3.7916666666666616,3,0,2,None_cut,4.0,3,1,0,None_cut,3.749999999999995,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,87.2500000000071,40.0,,tomato_salad,5,1.0,30.0,24.0,24.0,,tomato_cut,0,1.0,30.0,,,5.0
5331,test,True,0,1,None_cut,3.7916666666666616,3,0,2,None_cut,4.0,3,1,0,None_cut,3.749999999999995,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,40.0,,tomato_salad,5,1.0,30.0,24.0,24.0,,tomato_cut,0,1.0,30.0,,,5.0
5332,test,True,0,1,None_cut,3.7916666666666616,3,0,2,None_cut,4.0,3,1,0,None_cut,3.749999999999995,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,40.0,,,6,1.0,30.0,24.0,24.0,,tomato_cut,0,1.0,30.0,,,6.0
5333,test,True,0,1,None_cut,3.7916666666666616,3,0,2,None_cut,4.0,3,1,0,None_cut,3.749999999999995,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,40.0,,,6,1.0,30.0,24.0,24.0,,tomato_cut,0,1.0,30.0,,,6.0
5334,test,True,0,1,None_cut,3.7916666666666616,3,0,2,None_cut,4.0,3,1,0,None_cut,3.749999999999995,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,40.0,,,6,1.0,30.0,24.0,24.0,,tomato_cut,0,1.0,30.0,,,6.0
5335,test,True,0,1,None_cut,3.7916666666666616,3,0,2,None_cut,4.0,3,1,0,None_cut,3.749999999999995,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,40.0,,,6,1.0,30.0,24.0,24.0,,tomato_cut,0,1.0,30.0,,,6.0
5336,test,True,0,1,None_cut,3.7916666666666616,3,0,2,None_cut,4.0,3,1,0,None_cut,3.749999999999995,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,40.0,,,6,1.0,30.0,24.0,24.0,,tomato_cut,0,1.0,30.0,,,6.0
5337,test,True,0,1,None_cut,3.7916666666666616,3,0,2,None_cut,4.0,3,1,0,None_cut,3.749999999999995,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,40.0,,,6,1.0,30.0,24.0,24.0,,tomato_cut,0,1.0,30.0,,,6.0
5338,test,True,0,1,None_cut,3.7916666666666616,3,0,2,None_cut,4.0,3,1,0,None_cut,3.749999999999995,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,40.0,,,6,1.0,30.0,24.0,24.0,,tomato_cut,0,1.0,30.0,,,6.0
5339,test,True,0,1,None_cut,3.7916666666666616,3,0,2,None_cut,4.0,3,1,0,None_cut,3.749999999999995,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,40.0,,,6,1.0,30.0,24.0,24.0,,tomato_cut,0,1.0,30.0,,,6.0
5340,test,True,0,1,None_cut,3.7916666666666616,3,0,2,None_cut,4.0,3,1,0,None_cut,3.749999999999995,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,40.0,,,6,1.0,30.0,24.0,24.0,,tomato_cut,0,1.0,30.0,,,6.0
5341,test,True,0,1,None_cut,3.7916666666666616,3,0,2,None_cut,4.0,3,1,0,None_cut,3.749999999999995,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,40.0,,,6,1.0,30.0,24.0,24.0,,tomato_cut,0,1.0,30.0,,,6.0
5342,test,True,0,1,None_cut,3.7916666666666616,3,0,2,None_cut,4.0,3,1,0,None_cut,3.749999999999995,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,40.0,,,6,1.0,30.0,24.0,24.0,,tomato_cut,0,1.0,30.0,,,6.0
5343,test,True,0,1,None_cut,3.7916666666666616,3,0,2,None_cut,4.0,3,1,0,None_cut,3.749999999999995,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,40.0,,,6,1.0,30.0,24.0,24.0,,tomato_cut,0,1.0,30.0,,,6.0
5344,test,True,0,1,None_cut,3.7916666666666616,3,0,2,None_cut,4.0,3,1,0,None_cut,3.749999999999995,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,40.0,,,6,1.0,30.0,25.24999999999993,24.0,,tomato_cut,0,1.0,30.0,,,6.0
5345,test,True,0,1,None_cut,3.7916666666666616,3,0,2,None_cut,4.0,3,1,0,None_cut,3.749999999999995,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,40.0,,,6,1.0,30.0,26.499999999999858,24.0,,tomato_cut,0,1.0,30.0,,,6.0
5346,test,True,0,1,None_cut,3.7916666666666616,3,0,2,None_cut,4.0,3,1,0,None_cut,3.749999999999995,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,40.0,,,6,1.0,30.0,27.749999999999787,24.0,,tomato_cut,0,1.0,30.0,,,6.0
5347,test,True,0,1,None_cut,3.7916666666666616,3,0,2,None_cut,4.0,3,1,0,None_cut,3.749999999999995,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,40.0,,,6,1.0,30.0,28.999999999999716,24.0,,tomato_cut,0,1.0,30.0,,,6.0
5348,test,True,0,1,None_cut,3.7916666666666616,3,0,2,None_cut,4.0,3,1,0,None_cut,3.749999999999995,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,40.0,,,6,1.0,30.0,30.249999999999645,24.0,,tomato_cut,0,1.0,30.0,,,6.0
5349,test,True,0,1,None_cut,3.7916666666666616,3,0,2,None_cut,4.0,3,1,0,None_cut,3.749999999999995,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,40.0,,,6,1.0,30.0,31.499999999999574,24.0,,tomato_cut,0,1.0,30.0,,,6.0
5350,test,True,0,1,None_cut,3.7916666666666616,3,0,2,None_cut,4.0,3,1,0,None_cut,3.749999999999995,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,89.25000000000028,40.0,,,6,1.0,30.0,32.749999999999716,24.0,,tomato_cut,0,1.0,30.0,,,6.0
5351,test,True,0,1,None_cut,3.7916666666666616,3,0,2,None_cut,4.0,3,1,0,None_cut,3.749999999999995,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,90.50000000000057,40.0,,,6,1.0,30.0,34.0,24.0,,tomato_cut,0,1.0,30.0,,,6.0
5352,test,True,0,1,None_cut,3.7916666666666616,3,0,2,None_cut,4.0,3,1,0,None_cut,3.749999999999995,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,91.75000000000085,40.0,,,6,1.0,30.0,35.250000000000284,24.0,,tomato_cut,0,1.0,30.0,,,6.0
5353,test,True,0,1,None_cut,3.7916666666666616,3,0,2,None_cut,4.0,3,1,0,None_cut,3.749999999999995,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,93.00000000000114,40.0,,,6,1.0,30.0,36.50000000000057,24.0,,tomato_cut,0,1.0,30.0,,,6.0
5354,test,True,0,1,None_cut,3.7916666666666616,3,0,2,None_cut,4.0,3,1,0,None_cut,3.749999999999995,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,94.25000000000142,40.0,,,6,1.0,30.0,37.75000000000085,24.0,,tomato_cut,0,1.0,30.0,,,6.0
5355,test,True,0,1,None_cut,3.7916666666666616,3,0,2,None_cut,4.0,3,1,0,None_cut,3.749999999999995,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,95.5000000000017,40.0,,,6,1.0,30.0,39.00000000000114,24.0,,tomato_cut,0,1.0,30.0,,,6.0
5356,test,True,0,1,None_cut,3.7916666666666616,3,0,2,None_cut,4.0,3,1,0,None_cut,3.749999999999995,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,96.75000000000199,40.0,,,6,1.0,30.0,40.0,24.0,,tomato_cut,0,1.0,30.0,,,6.0
5357,test,True,0,1,None_cut,3.7916666666666616,3,0,2,None_cut,4.0,3,1,0,None_cut,3.749999999999995,3,2,2,tomato_cut,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,98.00000000000227,40.0,,,6,1.0,30.0,40.0,24.0,,,0,1.0,30.0,,,6.0
5358,test,True,0,1,None_cut,3.7916666666666616,3,0,2,None_cut,4.0,3,1,0,None_cut,3.749999999999995,3,2,2,tomato_cut,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,99.25000000000256,40.0,,,6,1.0,30.0,40.0,24.0,,,0,1.0,30.0,,,6.0
5359,test,True,0,1,None_cut,3.7916666666666616,3,0,2,None_cut,4.0,3,1,0,None_cut,3.749999999999995,3,2,2,tomato_cut,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,100.50000000000284,40.0,,,6,1.0,30.0,40.0,24.0,,,0,1.0,30.0,,,6.0
5360,test,True,0,1,None_cut,3.7916666666666616,3,0,2,None_cut,4.0,3,1,0,None_cut,3.749999999999995,3,2,2,tomato_cut,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,101.75000000000313,40.0,,,6,1.0,30.0,40.0,24.0,,,0,1.0,30.0,,,6.0
5361,test,True,0,1,None_cut,3.7916666666666616,3,0,2,None_cut,4.0,3,1,0,None_cut,3.749999999999995,3,2,2,tomato_cut,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,103.00000000000341,40.0,,,6,1.0,30.0,40.0,24.0,,,0,1.0,30.0,,,6.0
5362,test,True,0,1,None_cut,3.7916666666666616,3,0,2,None_cut,4.0,3,1,0,None_cut,3.749999999999995,3,2,2,tomato_cut,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,104.2500000000037,40.0,,,6,1.0,30.0,40.0,24.0,,,0,1.0,30.0,,,6.0
5363,test,True,0,1,None_cut,3.7916666666666616,3,0,2,None_cut,4.0,3,1,0,None_cut,3.749999999999995,3,2,2,tomato_cut,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,105.50000000000398,40.0,,,6,1.0,30.0,40.0,24.0,,,0,1.0,30.0,,,6.0
5364,test,True,0,1,None_cut,3.7916666666666616,3,0,2,None_cut,4.0,3,1,0,None_cut,3.749999999999995,3,2,2,tomato_cut,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,106.75000000000426,40.0,,,6,1.0,30.0,40.0,24.0,,,0,1.0,30.0,,,6.0
5365,test,True,0,1,None_cut,3.7916666666666616,3,0,2,None_cut,4.0,3,1,0,None_cut,3.749999999999995,3,2,2,tomato_cut,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,108.00000000000455,40.0,,,6,1.0,30.0,40.0,24.0,,,0,1.0,30.0,,,6.0
5366,test,True,0,1,None_cut,3.7916666666666616,3,0,2,None_cut,4.0,3,1,0,None_cut,3.749999999999995,3,2,2,tomato_cut,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,109.25000000000483,40.0,,,6,1.0,30.0,40.0,24.0,,,0,1.0,30.0,,,6.0
5367,test,True,0,1,None_cut,3.7916666666666616,3,0,2,None_cut,4.0,3,1,0,None_cut,3.749999999999995,3,2,2,tomato_cut,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,110.50000000000512,40.0,,,6,1.0,30.0,41.250000000000284,24.0,,,0,1.0,30.0,,,6.0
5368,test,True,0,1,None_cut,3.7916666666666616,3,0,2,None_cut,4.0,3,1,0,None_cut,3.749999999999995,3,2,2,tomato_cut,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,111.7500000000054,40.0,,,6,1.0,30.0,42.50000000000057,24.0,,,0,1.0,30.0,,,6.0
5369,test,True,0,1,None_cut,3.7916666666666616,3,0,2,None_cut,4.0,3,1,0,None_cut,3.749999999999995,3,2,2,tomato_cut,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,113.00000000000568,40.0,,,6,1.0,30.0,43.75000000000085,24.0,,,0,1.0,30.0,,,6.0
5370,test,True,0,1,None_cut,3.7916666666666616,3,0,2,None_cut,4.0,3,1,0,None_cut,3.749999999999995,3,2,2,tomato_cut,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,114.25000000000597,40.0,,,6,1.0,30.0,45.00000000000114,24.0,,,0,1.0,30.0,,,6.0
5371,test,True,0,1,None_cut,3.7916666666666616,3,0,2,None_cut,4.0,3,1,0,None_cut,3.749999999999995,3,2,2,tomato_cut,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,115.50000000000625,40.0,,,6,1.0,30.0,46.25000000000142,24.0,,,0,1.0,30.0,,,6.0
5372,test,True,0,1,None_cut,3.7916666666666616,3,0,2,None_cut,4.0,3,1,0,None_cut,3.749999999999995,3,2,2,tomato_cut,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,116.75000000000654,40.0,,,6,1.0,30.0,47.500000000001705,24.0,,,0,1.0,30.0,,,6.0
5373,test,True,0,1,None_cut,3.7916666666666616,3,0,2,None_cut,4.0,3,1,0,None_cut,3.749999999999995,3,2,2,tomato_cut,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,118.00000000000682,40.0,,,6,1.0,30.0,48.75000000000199,24.0,,,0,1.0,30.0,,,6.0
5374,test,True,0,1,None_cut,3.7916666666666616,3,0,2,None_cut,4.0,3,1,0,None_cut,3.749999999999995,3,2,2,tomato_cut,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,119.2500000000071,40.0,,,6,1.0,30.0,50.000000000002274,24.0,,,0,1.0,30.0,,,6.0
5375,test,True,0,1,None_cut,3.7916666666666616,3,0,2,None_cut,4.0,3,1,0,None_cut,3.749999999999995,3,2,2,tomato_cut,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,120.29803951736653,39.50810911865716,,,6,1.0,30.0,51.25000000000256,24.0,,,0,1.0,30.0,,,6.0
5376,test,True,0,1,None_cut,3.7916666666666616,3,0,2,None_cut,4.0,3,1,0,None_cut,3.749999999999995,3,2,2,tomato_cut,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,121.18739579836529,38.62973254483066,,,6,1.0,30.0,52.50000000000284,24.0,,,0,1.0,30.0,,,6.0
5377,test,True,0,1,None_cut,3.7916666666666616,3,0,2,None_cut,4.0,3,1,0,None_cut,3.749999999999995,3,2,2,tomato_cut,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,122.07675207936404,37.75135597100416,,,6,1.0,30.0,53.750000000003126,24.0,,,0,1.0,30.0,,,6.0
5378,test,True,0,1,None_cut,3.7916666666666616,3,0,2,None_cut,4.0,3,1,0,None_cut,3.749999999999995,3,2,2,tomato_cut,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,122.9661083603628,36.87297939717766,,,6,1.0,30.0,55.00000000000341,24.0,,,0,1.0,30.0,,,6.0
5379,test,True,0,1,None_cut,3.7916666666666616,3,0,2,None_cut,4.0,3,1,0,None_cut,3.749999999999995,3,2,2,tomato_cut,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,123.85546464136155,35.99460282335116,,,6,1.0,30.0,56.250000000003695,24.0,,,0,1.0,30.0,,,6.0
5380,test,True,0,1,None_cut,3.7916666666666616,3,0,2,None_cut,4.0,3,1,0,None_cut,3.749999999999995,3,2,2,tomato_cut,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,124.7448209223603,35.11622624952466,,,6,1.0,30.0,57.50000000000398,24.0,,,0,1.0,30.0,,,6.0
5381,test,True,0,1,None_cut,3.7916666666666616,3,0,2,None_cut,4.0,3,1,0,None_cut,3.749999999999995,3,2,2,tomato_cut,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,125.63417720335906,34.23784967569816,,,6,1.0,30.0,58.75000000000426,24.0,,,0,1.0,30.0,,,6.0
5382,test,True,0,1,None_cut,3.7916666666666616,3,0,2,None_cut,4.0,3,1,0,None_cut,3.749999999999995,3,2,2,tomato_cut,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,126.52353348435781,33.35947310187166,,,6,1.0,30.0,60.00000000000455,24.0,,,0,1.0,30.0,,,6.0
