tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_03_slot_x,CuttingBoard_03_slot_y,CuttingBoard_03_item,CuttingBoard_03_cut_time_accumulated,CuttingBoard_03_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,f270f9eabe5b04ee_score,player_d9af9193_x,player_d9af9193_y,player_d9af9193_move_target,player_d9af9193_item,player_d9af9193_score,player_d9af9193_cut_speed,player_d9af9193_speed,player_5058b816_x,player_5058b816_y,player_5058b816_move_target,player_5058b816_item,player_5058b816_score,player_5058b816_cut_speed,player_5058b816_speed
4049,0,1,,0,2,tomato,1.3249999999999977,1,0,3,tomato,0.19166666666666665,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,56.0,,tomato,1,1.0,12.0,24.0,40.0,,,3,0.2,30.0
4050,0,1,,0,2,tomato,1.333333333333331,1,0,3,tomato,0.19166666666666665,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,56.0,,tomato,1,1.0,12.0,24.0,40.0,,,3,0.2,30.0
4051,0,1,,0,2,tomato,1.3416666666666643,1,0,3,tomato,0.19166666666666665,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,56.0,,tomato,1,1.0,12.0,24.0,40.0,,,3,0.2,30.0
4052,0,1,,0,2,tomato,1.3499999999999976,1,0,3,tomato,0.19166666666666665,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,56.0,,tomato,1,1.0,12.0,24.0,40.0,,,3,0.2,30.0
4053,0,1,,0,2,tomato,1.358333333333331,1,0,3,tomato,0.19166666666666665,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,56.0,,tomato,1,1.0,12.0,24.0,40.0,,,3,0.2,30.0
4054,0,1,,0,2,tomato,1.3666666666666643,1,0,3,tomato,0.19166666666666665,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,56.0,,tomato,1,1.0,12.0,24.0,40.0,,,3,0.2,30.0
4055,0,1,,0,2,tomato,1.3749999999999976,1,0,3,tomato,0.19166666666666665,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,56.0,,tomato,1,1.0,12.0,24.0,40.0,,,3,0.2,30.0
4056,0,1,,0,2,tomato,1.3833333333333309,1,0,3,tomato,0.19166666666666665,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,56.0,,tomato,1,1.0,12.0,24.0,40.0,,,3,0.2,30.0
4057,0,1,,0,2,tomato,1.3916666666666642,1,0,3,tomato,0.19166666666666665,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,56.0,,tomato,1,1.0,12.0,24.0,40.0,,,3,0.2,30.0
4058,0,1,,0,2,tomato,1.3999999999999975,1,0,3,tomato,0.19166666666666665,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,56.0,,tomato,1,1.0,12.0,24.0,40.0,,,3,0.2,30.0
4059,0,1,,0,2,tomato,1.4083333333333308,1,0,3,tomato,0.19166666666666665,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,56.0,,tomato,1,1.0,12.0,24.0,40.0,,,3,0.2,30.0
4060,0,1,,0,2,tomato,1.416666666666664,1,0,3,tomato,0.19166666666666665,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,56.0,,tomato,1,1.0,12.0,24.0,40.0,,,3,0.2,30.0
4061,0,1,,0,2,tomato,1.4249999999999974,1,0,3,tomato,0.19166666666666665,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,56.0,,tomato,1,1.0,12.0,24.0,40.0,,,3,0.2,30.0
4062,0,1,,0,2,tomato,1.4333333333333307,1,0,3,tomato,0.19166666666666665,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,56.0,,tomato,1,1.0,12.0,24.0,40.0,,,3,0.2,30.0
4063,0,1,,0,2,tomato,1.441666666666664,1,0,3,tomato,0.19166666666666665,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,56.0,,tomato,1,1.0,12.0,24.0,40.0,,,3,0.2,30.0
4064,0,1,,0,2,tomato,1.4499999999999973,1,0,3,tomato,0.19166666666666665,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,56.0,,tomato,1,1.0,12.0,24.0,40.0,,,3,0.2,30.0
4065,0,1,,0,2,tomato,1.4583333333333306,1,0,3,tomato,0.19166666666666665,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,56.0,,tomato,1,1.0,12.0,24.0,40.0,,,3,0.2,30.0
4066,0,1,,0,2,tomato,1.466666666666664,1,0,3,tomato,0.19166666666666665,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,56.0,,tomato,1,1.0,12.0,24.0,40.0,,,3,0.2,30.0
4067,0,1,,0,2,tomato,1.4749999999999972,1,0,3,tomato,0.19166666666666665,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,56.0,,tomato,1,1.0,12.0,24.0,40.0,,,3,0.2,30.0
4068,0,1,,0,2,tomato,1.4833333333333305,1,0,3,tomato,0.19166666666666665,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,56.0,,tomato,1,1.0,12.0,24.0,40.0,,,3,0.2,30.0
4069,0,1,,0,2,tomato,1.4916666666666638,1,0,3,tomato,0.19166666666666665,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,56.0,,tomato,1,1.0,12.0,24.0,40.0,,,3,0.2,30.0
4070,0,1,,0,2,tomato,1.4999999999999971,1,0,3,tomato,0.19166666666666665,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,56.0,,tomato,1,1.0,12.0,24.0,40.0,,,3,0.2,30.0
4071,0,1,,0,2,tomato,1.5083333333333304,1,0,3,tomato,0.19166666666666665,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,56.0,,tomato,1,1.0,12.0,24.0,40.0,,,3,0.2,30.0
4072,0,1,,0,2,tomato,1.5166666666666637,1,0,3,tomato,0.19166666666666665,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,56.0,,tomato,1,1.0,12.0,24.0,40.0,,,3,0.2,30.0
4073,0,1,,0,2,tomato,1.524999999999997,1,0,3,tomato,0.19166666666666665,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,56.0,,tomato,1,1.0,12.0,24.0,40.0,,,3,0.2,30.0
4074,0,1,,0,2,tomato,1.5333333333333303,1,0,3,tomato,0.19166666666666665,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,56.0,,tomato,1,1.0,12.0,24.0,40.0,,,3,0.2,30.0
4075,0,1,,0,2,tomato,1.5416666666666636,1,0,3,tomato,0.19166666666666665,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,56.0,,tomato,1,1.0,12.0,24.0,40.0,,,3,0.2,30.0
4076,0,1,,0,2,tomato,1.549999999999997,1,0,3,tomato,0.19166666666666665,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,56.0,,tomato,1,1.0,12.0,24.0,40.0,,,3,0.2,30.0
4077,0,1,,0,2,tomato,1.5583333333333302,1,0,3,tomato,0.19166666666666665,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,56.0,,tomato,1,1.0,12.0,24.0,40.0,,,3,0.2,30.0
4078,0,1,,0,2,tomato,1.5666666666666635,1,0,3,tomato,0.19166666666666665,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,56.0,,tomato,1,1.0,12.0,24.0,40.0,,,3,0.2,30.0
4079,0,1,,0,2,tomato,1.5749999999999968,1,0,3,tomato,0.19166666666666665,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,56.0,,tomato,1,1.0,12.0,24.0,40.0,,,3,0.2,30.0
4080,0,1,,0,2,tomato,1.5833333333333302,1,0,3,tomato,0.19166666666666665,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,56.0,,tomato,1,1.0,12.0,24.0,40.0,,,3,0.2,30.0
4081,0,1,,0,2,tomato,1.5916666666666635,1,0,3,tomato,0.19166666666666665,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,56.0,,tomato,1,1.0,12.0,24.0,40.0,,,3,0.2,30.0
4082,0,1,,0,2,tomato,1.5999999999999968,1,0,3,tomato,0.19166666666666665,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,56.0,,tomato,1,1.0,12.0,24.0,40.0,,,3,0.2,30.0
4083,0,1,,0,2,tomato,1.60833333333333,1,0,3,tomato,0.19166666666666665,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,56.0,,tomato,1,1.0,12.0,24.0,40.0,,,3,0.2,30.0
4084,0,1,,0,2,tomato,1.6166666666666634,1,0,3,tomato,0.19166666666666665,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,56.0,,tomato,1,1.0,12.0,24.0,40.0,,,3,0.2,30.0
4085,0,1,,0,2,tomato,1.6249999999999967,1,0,3,tomato,0.19166666666666665,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,56.0,,tomato,1,1.0,12.0,24.0,40.0,,,3,0.2,30.0
4086,0,1,,0,2,tomato,1.63333333333333,1,0,3,tomato,0.19166666666666665,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,56.0,,tomato,1,1.0,12.0,24.0,40.0,,,3,0.2,30.0
4087,0,1,,0,2,tomato,1.6416666666666633,1,0,3,tomato,0.19166666666666665,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,56.0,,tomato,1,1.0,12.0,24.0,40.0,,,3,0.2,30.0
4088,0,1,,0,2,tomato,1.6499999999999966,1,0,3,tomato,0.19166666666666665,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,56.0,,tomato,1,1.0,12.0,24.0,40.0,,,3,0.2,30.0
4089,0,1,,0,2,tomato,1.6583333333333299,1,0,3,tomato,0.19166666666666665,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,56.0,,tomato,1,1.0,12.0,24.0,40.0,,,3,0.2,30.0
4090,0,1,,0,2,tomato,1.6666666666666632,1,0,3,tomato,0.19166666666666665,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,56.0,,tomato,1,1.0,12.0,24.0,40.0,,,3,0.2,30.0
4091,0,1,,0,2,tomato,1.6749999999999965,1,0,3,tomato,0.19166666666666665,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,56.0,,tomato,1,1.0,12.0,24.0,40.0,,,3,0.2,30.0
4092,0,1,,0,2,tomato,1.6833333333333298,1,0,3,tomato,0.19166666666666665,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,56.0,,tomato,1,1.0,12.0,24.0,40.0,,,3,0.2,30.0
4093,0,1,,0,2,tomato,1.691666666666663,1,0,3,tomato,0.19166666666666665,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,56.0,,tomato,1,1.0,12.0,24.0,40.0,,,3,0.2,30.0
4094,0,1,,0,2,tomato,1.6999999999999964,1,0,3,tomato,0.19166666666666665,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,56.0,,tomato,1,1.0,12.0,24.0,40.0,,,3,0.2,30.0
4095,0,1,,0,2,tomato,1.7083333333333297,1,0,3,tomato,0.19166666666666665,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,56.0,,tomato,1,1.0,12.0,24.0,40.0,,,3,0.2,30.0
4096,0,1,,0,2,tomato,1.716666666666663,1,0,3,tomato,0.19166666666666665,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,56.0,,tomato,1,1.0,12.0,24.0,40.0,,,3,0.2,30.0
4097,0,1,,0,2,tomato,1.7249999999999963,1,0,3,tomato,0.19166666666666665,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,56.0,,tomato,1,1.0,12.0,24.0,40.0,,,3,0.2,30.0
4098,0,1,,0,2,tomato,1.7333333333333296,1,0,3,tomato,0.19166666666666665,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,56.0,,tomato,1,1.0,12.0,24.0,40.0,,,3,0.2,30.0
4099,0,1,,0,2,tomato,1.741666666666663,1,0,3,tomato,0.19166666666666665,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,56.0,,tomato,1,1.0,12.0,24.0,40.0,,,3,0.2,30.0
4100,0,1,,0,2,tomato,1.7499999999999962,1,0,3,tomato,0.19166666666666665,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,56.0,,tomato,1,1.0,12.0,24.0,40.0,,,3,0.2,30.0
4101,0,1,,0,2,tomato,1.7583333333333295,1,0,3,tomato,0.19166666666666665,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,56.0,,tomato,1,1.0,12.0,24.0,40.0,,,3,0.2,30.0
4102,0,1,,0,2,tomato,1.7666666666666628,1,0,3,tomato,0.19166666666666665,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,56.0,,tomato,1,1.0,12.0,24.0,40.0,,,3,0.2,30.0
4103,0,1,,0,2,tomato,1.7749999999999961,1,0,3,tomato,0.19166666666666665,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,56.0,,tomato,1,1.0,12.0,24.0,40.0,,,3,0.2,30.0
4104,0,1,,0,2,tomato,1.7833333333333294,1,0,3,tomato,0.19166666666666665,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,56.0,,tomato,1,1.0,12.0,24.0,40.0,,,3,0.2,30.0
4105,0,1,,0,2,tomato,1.7916666666666627,1,0,3,tomato,0.19166666666666665,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,56.0,,tomato,1,1.0,12.0,24.0,40.0,,,3,0.2,30.0
4106,0,1,,0,2,tomato,1.799999999999996,1,0,3,tomato,0.19166666666666665,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,56.0,,tomato,1,1.0,12.0,24.0,40.0,,,3,0.2,30.0
4107,0,1,,0,2,tomato,1.8083333333333294,1,0,3,tomato,0.19166666666666665,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,56.0,,tomato,1,1.0,12.0,24.0,40.0,,,3,0.2,30.0
4108,0,1,,0,2,tomato,1.8166666666666627,1,0,3,tomato,0.19166666666666665,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,56.0,,tomato,1,1.0,12.0,24.0,40.0,,,3,0.2,30.0
4109,0,1,,0,2,tomato,1.824999999999996,1,0,3,tomato,0.19166666666666665,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,56.0,,tomato,1,1.0,12.0,24.0,40.0,,,3,0.2,30.0
4110,0,1,,0,2,tomato,1.8333333333333293,1,0,3,tomato,0.19166666666666665,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,56.0,,tomato,1,1.0,12.0,24.0,40.0,,,3,0.2,30.0
4111,0,1,,0,2,tomato,1.8416666666666626,1,0,3,tomato,0.19166666666666665,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,56.0,,tomato,1,1.0,12.0,24.0,40.0,,,3,0.2,30.0
4112,0,1,,0,2,tomato,1.8499999999999959,1,0,3,tomato,0.19166666666666665,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,56.0,,tomato,1,1.0,12.0,24.0,40.0,,,3,0.2,30.0
4113,0,1,,0,2,tomato,1.8583333333333292,1,0,3,tomato,0.19166666666666665,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,56.0,,tomato,1,1.0,12.0,24.0,40.0,,,3,0.2,30.0
4114,0,1,,0,2,tomato,1.8666666666666625,1,0,3,tomato,0.19166666666666665,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,56.0,,tomato,1,1.0,12.0,24.0,40.0,,,3,0.2,30.0
4115,0,1,,0,2,tomato,1.8749999999999958,1,0,3,tomato,0.19166666666666665,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,56.0,,tomato,1,1.0,12.0,24.0,40.0,,,3,0.2,30.0
4116,0,1,,0,2,tomato,1.883333333333329,1,0,3,tomato,0.19166666666666665,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,56.0,,tomato,1,1.0,12.0,24.0,40.0,,,3,0.2,30.0
4117,0,1,,0,2,tomato,1.8916666666666624,1,0,3,tomato,0.19166666666666665,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,56.0,,tomato,1,1.0,12.0,24.0,40.0,,,3,0.2,30.0
4118,0,1,,0,2,tomato,1.8999999999999957,1,0,3,tomato,0.19166666666666665,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,56.0,,tomato,1,1.0,12.0,24.0,40.0,,,3,0.2,30.0
4119,0,1,,0,2,tomato,1.908333333333329,1,0,3,tomato,0.19166666666666665,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,56.0,,tomato,1,1.0,12.0,24.0,40.0,,,3,0.2,30.0
4120,0,1,,0,2,tomato,1.9166666666666623,1,0,3,tomato,0.19166666666666665,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,56.0,,tomato,1,1.0,12.0,24.0,40.0,,,3,0.2,30.0
4121,0,1,,0,2,tomato,1.9249999999999956,1,0,3,tomato,0.19166666666666665,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,56.0,,tomato,1,1.0,12.0,24.0,40.0,,,3,0.2,30.0
4122,0,1,,0,2,tomato,1.933333333333329,1,0,3,tomato,0.19166666666666665,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,56.0,,tomato,1,1.0,12.0,24.0,40.0,,,3,0.2,30.0
4123,0,1,,0,2,tomato,1.9416666666666622,1,0,3,tomato,0.19166666666666665,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,56.0,,tomato,1,1.0,12.0,24.0,40.0,,,3,0.2,30.0
4124,0,1,,0,2,tomato,1.9499999999999955,1,0,3,tomato,0.19166666666666665,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,56.0,,tomato,1,1.0,12.0,24.0,40.0,,,3,0.2,30.0
4125,0,1,,0,2,tomato,1.9583333333333288,1,0,3,tomato,0.19166666666666665,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,56.0,,tomato,1,1.0,12.0,24.0,40.0,,,3,0.2,30.0
4126,0,1,,0,2,tomato,1.9666666666666621,1,0,3,tomato,0.19166666666666665,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,56.0,,tomato,1,1.0,12.0,24.0,40.0,,,3,0.2,30.0
4127,0,1,,0,2,tomato,1.9749999999999954,1,0,3,tomato,0.19166666666666665,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,56.0,,tomato,1,1.0,12.0,24.0,40.0,,,3,0.2,30.0
4128,0,1,,0,2,tomato,1.9833333333333287,1,0,3,tomato,0.19166666666666665,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,56.0,,tomato,1,1.0,12.0,24.0,40.0,,,3,0.2,30.0
4129,0,1,,0,2,tomato,1.991666666666662,1,0,3,tomato,0.19166666666666665,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,56.0,,tomato,1,1.0,12.0,24.0,40.0,,,3,0.2,30.0
