tick,phase,collision,CuttingBoard_01_slot_x,CuttingBoard_01_slot_y,CuttingBoard_01_item,CuttingBoard_01_cut_time_accumulated,CuttingBoard_01_cut_stage,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_10_slot_x,CuttingBoard_10_slot_y,CuttingBoard_10_item,CuttingBoard_10_cut_time_accumulated,CuttingBoard_10_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Counter_26_slot_x,Counter_26_slot_y,Counter_26_item,Counter_27_slot_x,Counter_27_slot_y,Counter_27_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Delivery_53_slot_x,Delivery_53_slot_y,Delivery_53_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Dispenser_80_slot_x,Dispenser_80_slot_y,Dispenser_80_item,Delivery_83_slot_x,Delivery_83_slot_y,Delivery_83_item,Dispenser_91_slot_x,Dispenser_91_slot_y,Dispenser_91_item,Delivery_93_slot_x,Delivery_93_slot_y,Delivery_93_item,788768df31396c6f_score,player_250d61a3_x,player_250d61a3_y,player_250d61a3_move_target,player_250d61a3_item,player_250d61a3_score,player_250d61a3_cut_speed,player_250d61a3_speed,player_2f2dab36_x,player_2f2dab36_y,player_2f2dab36_move_target,player_2f2dab36_item,player_2f2dab36_score,player_2f2dab36_cut_speed,player_2f2dab36_speed,4af49c87ace5791f_score,1a78da0ba1536867_message,80d813779f1fafee_score
6270,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato_cut,3.8749999999999947,3,2,2,plate,2,3,,2,4,,2,5,tomato_salad,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,24.0,,tomato,4,1.0,30.0,24.0,81.74999999999858,,,2,1.0,30.0,,,6.0
6271,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato_cut,3.8749999999999947,3,2,2,plate,2,3,,2,4,,2,5,tomato_salad,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,24.0,,tomato,4,1.0,30.0,24.0,80.4999999999983,,,2,1.0,30.0,,,6.0
6272,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato_cut,3.8749999999999947,3,2,2,plate,2,3,,2,4,,2,5,tomato_salad,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,24.0,,tomato,4,1.0,30.0,24.0,79.24999999999801,,,2,1.0,30.0,,,6.0
6273,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato_cut,3.8749999999999947,3,2,2,plate,2,3,,2,4,,2,5,tomato_salad,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,24.0,,tomato,4,1.0,30.0,24.0,77.99999999999773,,,2,1.0,30.0,,,6.0
6274,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato_cut,3.8749999999999947,3,2,2,plate,2,3,,2,4,,2,5,tomato_salad,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,24.0,,tomato,4,1.0,30.0,24.0,76.74999999999744,,,2,1.0,30.0,,,6.0
6275,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato_cut,3.8749999999999947,3,2,2,plate,2,3,,2,4,,2,5,tomato_salad,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,24.0,,tomato,4,1.0,30.0,24.0,75.49999999999716,,,2,1.0,30.0,,,6.0
6276,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato_cut,3.8749999999999947,3,2,2,plate,2,3,,2,4,,2,5,tomato_salad,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,24.0,,tomato,4,1.0,30.0,24.0,74.24999999999687,,,2,1.0,30.0,,,6.0
6277,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato_cut,3.8749999999999947,3,2,2,plate,2,3,,2,4,,2,5,tomato_salad,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,24.0,,tomato,4,1.0,30.0,24.0,72.99999999999659,,,2,1.0,30.0,,,6.0
6278,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato_cut,3.8749999999999947,3,2,2,plate,2,3,,2,4,,2,5,tomato_salad,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,24.0,,tomato,4,1.0,30.0,24.0,71.7499999999963,,,2,1.0,30.0,,,6.0
6279,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato_cut,3.8749999999999947,3,2,2,plate,2,3,,2,4,,2,5,tomato_salad,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,24.0,,tomato,4,1.0,30.0,24.0,70.49999999999602,,,2,1.0,30.0,,,6.0
6280,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato_cut,3.8749999999999947,3,2,2,plate,2,3,,2,4,,2,5,tomato_salad,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,24.0,,tomato,4,1.0,30.0,24.0,69.24999999999574,,,2,1.0,30.0,,,6.0
6281,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato_cut,3.8749999999999947,3,2,2,plate,2,3,,2,4,,2,5,tomato_salad,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,24.0,,tomato,4,1.0,30.0,24.0,67.99999999999545,,,2,1.0,30.0,,,6.0
6282,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato_cut,3.8749999999999947,3,2,2,plate,2,3,,2,4,,2,5,tomato_salad,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,24.0,,tomato,4,1.0,30.0,24.0,66.74999999999517,,,2,1.0,30.0,,,6.0
6283,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato_cut,3.8749999999999947,3,2,2,plate,2,3,,2,4,,2,5,tomato_salad,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,24.0,,tomato,4,1.0,30.0,24.0,65.49999999999488,,,2,1.0,30.0,,,6.0
6284,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato_cut,3.8749999999999947,3,2,2,plate,2,3,,2,4,,2,5,tomato_salad,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,24.0,,tomato,4,1.0,30.0,24.0,64.2499999999946,,,2,1.0,30.0,,,6.0
6285,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato_cut,3.8749999999999947,3,2,2,plate,2,3,,2,4,,2,5,tomato_salad,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,24.0,,tomato,4,1.0,30.0,24.0,62.999999999994316,,,2,1.0,30.0,,,6.0
6286,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato_cut,3.8749999999999947,3,2,2,plate,2,3,,2,4,,2,5,tomato_salad,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,24.0,,tomato,4,1.0,30.0,24.0,61.74999999999403,,,2,1.0,30.0,,,6.0
6287,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato_cut,3.8749999999999947,3,2,2,plate,2,3,,2,4,,2,5,tomato_salad,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,24.0,,tomato,4,1.0,30.0,24.0,60.49999999999375,,,2,1.0,30.0,,,6.0
6288,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato_cut,3.8749999999999947,3,2,2,plate,2,3,,2,4,,2,5,tomato_salad,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,24.0,,tomato,4,1.0,30.0,24.0,59.24999999999346,,,2,1.0,30.0,,,6.0
6289,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato_cut,3.8749999999999947,3,2,2,plate,2,3,,2,4,,2,5,tomato_salad,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,24.0,,tomato,4,1.0,30.0,24.0,57.99999999999318,,,2,1.0,30.0,,,6.0
6290,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato_cut,3.8749999999999947,3,2,2,plate,2,3,,2,4,,2,5,tomato_salad,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,24.0,,tomato,4,1.0,30.0,24.0,56.749999999992895,,,2,1.0,30.0,,,6.0
6291,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato_cut,3.8749999999999947,3,2,2,plate,2,3,,2,4,,2,5,tomato_salad,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,87.11611652351695,24.88388347648305,,tomato,4,1.0,30.0,24.0,55.49999999999261,,,2,1.0,30.0,,,6.0
6292,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato_cut,3.8749999999999947,3,2,2,plate,2,3,,2,4,,2,5,tomato_salad,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,86.2322330470339,25.7677669529661,,tomato,4,1.0,30.0,24.0,54.249999999992326,,,2,1.0,30.0,,,6.0
6293,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato_cut,3.8749999999999947,3,2,2,plate,2,3,,2,4,,2,5,tomato_salad,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,85.34834957055085,26.65165042944915,,tomato,4,1.0,30.0,24.0,52.99999999999204,,,2,1.0,30.0,,,6.0
6294,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato_cut,3.8749999999999947,3,2,2,plate,2,3,,2,4,,2,5,tomato_salad,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,84.4644660940678,27.535533905932198,,tomato,4,1.0,30.0,24.0,51.74999999999176,,,2,1.0,30.0,,,6.0
6295,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato_cut,3.8749999999999947,3,2,2,plate,2,3,,2,4,,2,5,tomato_salad,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,83.58058261758475,28.419417382415247,,tomato,4,1.0,30.0,24.0,50.49999999999147,,,2,1.0,30.0,,,6.0
6296,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato_cut,3.8749999999999947,3,2,2,plate,2,3,,2,4,,2,5,tomato_salad,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,82.6966991411017,29.303300858898297,,tomato,4,1.0,30.0,24.0,49.24999999999119,,,2,1.0,30.0,,,6.0
6297,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato_cut,3.8749999999999947,3,2,2,plate,2,3,,2,4,,2,5,tomato_salad,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,81.81281566461865,30.187184335381346,,tomato,4,1.0,30.0,24.0,47.999999999990905,,,2,1.0,30.0,,,6.0
6298,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato_cut,3.8749999999999947,3,2,2,plate,2,3,,2,4,,2,5,tomato_salad,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,80.9289321881356,31.071067811864395,,tomato,4,1.0,30.0,24.0,46.74999999999062,,,2,1.0,30.0,,,6.0
6299,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato_cut,3.8749999999999947,3,2,2,plate,2,3,,2,4,,2,5,tomato_salad,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,80.04504871165256,31.954951288347445,,tomato,4,1.0,30.0,24.0,45.49999999999034,,,2,1.0,30.0,,,6.0
6300,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato_cut,3.8749999999999947,3,2,2,plate,2,3,,2,4,,2,5,tomato_salad,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,79.1611652351695,32.838834764830494,,tomato,4,1.0,30.0,24.0,44.24999999999005,,,2,1.0,30.0,,,6.0
6301,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato_cut,3.8749999999999947,3,2,2,plate,2,3,,2,4,,2,5,tomato_salad,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,78.27728175868646,33.722718241313544,,tomato,4,1.0,30.0,24.0,42.99999999998977,,,2,1.0,30.0,,,6.0
6302,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato_cut,3.8749999999999947,3,2,2,plate,2,3,,2,4,,2,5,tomato_salad,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,77.3933982822034,34.60660171779659,,tomato,4,1.0,30.0,24.0,41.749999999989484,,,2,1.0,30.0,,,6.0
6303,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato_cut,3.8749999999999947,3,2,2,plate,2,3,,2,4,,2,5,tomato_salad,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,76.50951480572036,35.49048519427964,,tomato,4,1.0,30.0,24.0,40.4999999999892,,,2,1.0,30.0,,,6.0
6304,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato_cut,3.8749999999999947,3,2,2,plate,2,3,,2,4,,2,5,tomato_salad,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,75.62563132923731,36.37436867076269,,tomato,4,1.0,30.0,24.0,39.249999999988916,,,2,1.0,30.0,,,6.0
6305,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato_cut,3.8749999999999947,3,2,2,plate,2,3,,2,4,,2,5,tomato_salad,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,74.74174785275426,37.25825214724574,,tomato,4,1.0,30.0,24.0,37.99999999998863,,,2,1.0,30.0,,,6.0
6306,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato_cut,3.8749999999999947,3,2,2,plate,2,3,,2,4,,2,5,tomato_salad,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,73.85786437627121,38.14213562372879,,tomato,4,1.0,30.0,24.0,36.74999999998835,,,2,1.0,30.0,,,6.0
6307,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato_cut,3.8749999999999947,3,2,2,plate,2,3,,2,4,,2,5,tomato_salad,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,72.97398089978816,39.02601910021184,,tomato,4,1.0,30.0,24.0,35.49999999998806,,,2,1.0,30.0,,,6.0
6308,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato_cut,3.8749999999999947,3,2,2,plate,2,3,,2,4,,2,5,tomato_salad,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,72.09009742330511,39.90990257669489,,tomato,4,1.0,30.0,24.0,34.24999999998778,,,2,1.0,30.0,,,6.0
6309,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato_cut,3.8749999999999947,3,2,2,plate,2,3,,2,4,,2,5,tomato_salad,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,71.20621394682206,40.79378605317794,,tomato,4,1.0,30.0,24.0,32.999999999987494,,,2,1.0,30.0,,,6.0
6310,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato_cut,3.8749999999999947,3,2,2,plate,2,3,,2,4,,2,5,tomato_salad,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,70.32233047033901,41.67766952966099,,tomato,4,1.0,30.0,24.0,31.749999999987285,,,2,1.0,30.0,,,6.0
6311,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato_cut,3.8749999999999947,3,2,2,plate,2,3,,2,4,,2,5,tomato_salad,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,69.43844699385596,42.56155300614404,,tomato,4,1.0,30.0,24.0,30.499999999987356,,,2,1.0,30.0,,,6.0
6312,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato_cut,3.8749999999999947,3,2,2,plate,2,3,,2,4,,2,5,tomato_salad,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,68.55456351737291,43.44543648262709,,tomato,4,1.0,30.0,24.0,29.249999999987427,,,2,1.0,30.0,,,6.0
6313,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato_cut,3.8749999999999947,3,2,2,plate,2,3,,2,4,,2,5,tomato_salad,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,67.67068004088986,44.32931995911014,,tomato,4,1.0,30.0,24.0,27.999999999987498,,,2,1.0,30.0,,,6.0
6314,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato_cut,3.8749999999999947,3,2,2,plate,2,3,,2,4,,2,5,tomato_salad,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,66.78679656440681,45.213203435593186,,tomato,4,1.0,30.0,24.0,26.74999999998757,,,2,1.0,30.0,,,6.0
6315,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato_cut,3.8749999999999947,3,2,2,plate,2,3,,2,4,,2,5,tomato_salad,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,65.90291308792376,46.097086912076236,,tomato,4,1.0,30.0,24.0,25.49999999998764,,,2,1.0,30.0,,,6.0
6316,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato_cut,3.8749999999999947,3,2,2,plate,2,3,,2,4,,2,5,tomato_salad,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,65.01902961144071,46.980970388559285,,tomato,4,1.0,30.0,24.0,24.24999999998771,,,2,1.0,30.0,,,6.0
6317,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato_cut,3.8749999999999947,3,2,2,plate,2,3,,2,4,,2,5,tomato_salad,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,64.13514613495767,47.864853865042335,,tomato,4,1.0,30.0,24.0,24.0,,,2,1.0,30.0,,,6.0
6318,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,None_cut,3.8749999999999947,3,2,2,plate,2,3,,2,4,,2,5,tomato_salad,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,63.251262658474616,48.748737341525384,,tomato,4,1.0,30.0,24.0,24.0,,tomato_cut,2,1.0,30.0,,,6.0
6319,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,None_cut,3.8749999999999947,3,2,2,plate,2,3,,2,4,,2,5,tomato_salad,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,62.367379181991566,49.632620818008434,,tomato,4,1.0,30.0,24.0,24.0,,tomato_cut,2,1.0,30.0,,,6.0
6320,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,None_cut,3.8749999999999947,3,2,2,plate,2,3,,2,4,,2,5,tomato_salad,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,61.48349570550852,50.51650429449148,,tomato,4,1.0,30.0,24.0,24.0,,tomato_cut,2,1.0,30.0,,,6.0
6321,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,None_cut,3.8749999999999947,3,2,2,plate,2,3,,2,4,,2,5,tomato_salad,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,60.59961222902547,51.40038777097453,,tomato,4,1.0,30.0,24.0,24.0,,tomato_cut,2,1.0,30.0,,,6.0
6322,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,None_cut,3.8749999999999947,3,2,2,plate,2,3,,2,4,,2,5,tomato_salad,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,59.71572875254242,52.28427124745758,,tomato,4,1.0,30.0,24.0,24.0,,tomato_cut,2,1.0,30.0,,,6.0
6323,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,None_cut,3.8749999999999947,3,2,2,plate,2,3,,2,4,,2,5,tomato_salad,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,58.83184527605937,53.16815472394063,,tomato,4,1.0,30.0,24.0,24.0,,tomato_cut,2,1.0,30.0,,,6.0
6324,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,None_cut,3.8749999999999947,3,2,2,plate,2,3,,2,4,,2,5,tomato_salad,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,57.94796179957632,54.05203820042368,,tomato,4,1.0,30.0,24.0,24.0,,tomato_cut,2,1.0,30.0,,,6.0
6325,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,None_cut,3.8749999999999947,3,2,2,plate,2,3,,2,4,,2,5,tomato_salad,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,57.06407832309327,54.93592167690673,,tomato,4,1.0,30.0,24.0,24.0,,tomato_cut,2,1.0,30.0,,,6.0
6326,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,None_cut,3.8749999999999947,3,2,2,plate,2,3,,2,4,,2,5,tomato_salad,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,56.0,,tomato,4,1.0,30.0,24.0,24.0,,tomato_cut,2,1.0,30.0,,,6.0
6327,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,None_cut,3.8749999999999947,3,2,2,plate,2,3,tomato,2,4,,2,5,tomato_salad,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,56.0,,,4,1.0,30.0,24.0,24.0,,tomato_cut,2,1.0,30.0,,,6.0
6328,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,None_cut,3.8749999999999947,3,2,2,plate,2,3,tomato,2,4,,2,5,tomato_salad,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,56.0,,,4,1.0,30.0,24.0,24.0,,tomato_cut,2,1.0,30.0,,,6.0
6329,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,None_cut,3.8749999999999947,3,2,2,plate,2,3,tomato,2,4,,2,5,tomato_salad,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,56.0,,,4,1.0,30.0,24.0,24.0,,tomato_cut,2,1.0,30.0,,,6.0
6330,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,None_cut,3.8749999999999947,3,2,2,plate,2,3,tomato,2,4,,2,5,tomato_salad,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,56.0,,,4,1.0,30.0,24.0,24.0,,tomato_cut,2,1.0,30.0,,,6.0
6331,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,None_cut,3.8749999999999947,3,2,2,plate,2,3,tomato,2,4,,2,5,tomato_salad,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,56.0,,,4,1.0,30.0,24.0,24.0,,tomato_cut,2,1.0,30.0,,,6.0
