tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_03_slot_x,CuttingBoard_03_slot_y,CuttingBoard_03_item,CuttingBoard_03_cut_time_accumulated,CuttingBoard_03_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,d9144cee99502820_score,player_cb6d75f5_x,player_cb6d75f5_y,player_cb6d75f5_move_target,player_cb6d75f5_item,player_cb6d75f5_score,player_cb6d75f5_cut_speed,player_cb6d75f5_speed,player_3cb37f5d_x,player_3cb37f5d_y,player_3cb37f5d_move_target,player_3cb37f5d_item,player_3cb37f5d_score,player_3cb37f5d_cut_speed,player_3cb37f5d_speed
2973,0,1,,0,2,None_cut,3.274999999999991,3,0,3,tomato_cut,4.0,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,56.0,,,1,1.0,12.0,72.0,24.0,,tomato,2,0.2,30.0
2974,0,1,,0,2,None_cut,3.274999999999991,3,0,3,tomato_cut,4.0,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,56.0,,,1,1.0,12.0,72.0,24.0,,tomato,2,0.2,30.0
2975,0,1,,0,2,None_cut,3.274999999999991,3,0,3,tomato_cut,4.0,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,56.0,,,1,1.0,12.0,72.0,24.0,,tomato,2,0.2,30.0
2976,0,1,,0,2,None_cut,3.274999999999991,3,0,3,tomato_cut,4.0,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,56.0,,,1,1.0,12.0,71.11611652351695,24.88388347648305,,tomato,2,0.2,30.0
2977,0,1,,0,2,None_cut,3.274999999999991,3,0,3,tomato_cut,4.0,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,56.0,,,1,1.0,12.0,70.2322330470339,25.7677669529661,,tomato,2,0.2,30.0
2978,0,1,,0,2,None_cut,3.274999999999991,3,0,3,None_cut,4.0,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,56.0,,tomato_cut,1,1.0,12.0,69.34834957055085,26.65165042944915,,tomato,2,0.2,30.0
2979,0,1,,0,2,None_cut,3.274999999999991,3,0,3,None_cut,4.0,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,56.0,,tomato_cut,1,1.0,12.0,68.4644660940678,27.535533905932198,,tomato,2,0.2,30.0
2980,0,1,,0,2,None_cut,3.274999999999991,3,0,3,None_cut,4.0,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,56.0,,tomato_cut,1,1.0,12.0,67.58058261758475,28.419417382415247,,tomato,2,0.2,30.0
2981,0,1,,0,2,None_cut,3.274999999999991,3,0,3,None_cut,4.0,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,56.0,,tomato_cut,1,1.0,12.0,66.6966991411017,29.303300858898297,,tomato,2,0.2,30.0
2982,0,1,,0,2,None_cut,3.274999999999991,3,0,3,None_cut,4.0,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,56.0,,tomato_cut,1,1.0,12.0,65.81281566461865,30.187184335381346,,tomato,2,0.2,30.0
2983,0,1,,0,2,None_cut,3.274999999999991,3,0,3,None_cut,4.0,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,56.0,,tomato_cut,1,1.0,12.0,64.9289321881356,31.071067811864395,,tomato,2,0.2,30.0
2984,0,1,,0,2,None_cut,3.274999999999991,3,0,3,None_cut,4.0,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,56.0,,tomato_cut,1,1.0,12.0,64.04504871165256,31.954951288347445,,tomato,2,0.2,30.0
2985,0,1,,0,2,None_cut,3.274999999999991,3,0,3,None_cut,4.0,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,56.0,,tomato_cut,1,1.0,12.0,63.161165235169506,32.838834764830494,,tomato,2,0.2,30.0
2986,0,1,,0,2,None_cut,3.274999999999991,3,0,3,None_cut,4.0,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,56.0,,tomato_cut,1,1.0,12.0,62.277281758686456,33.722718241313544,,tomato,2,0.2,30.0
2987,0,1,,0,2,None_cut,3.274999999999991,3,0,3,None_cut,4.0,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,56.0,,tomato_cut,1,1.0,12.0,61.39339828220341,34.60660171779659,,tomato,2,0.2,30.0
2988,0,1,,0,2,None_cut,3.274999999999991,3,0,3,None_cut,4.0,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,56.0,,tomato_cut,1,1.0,12.0,60.50951480572036,35.49048519427964,,tomato,2,0.2,30.0
2989,0,1,,0,2,None_cut,3.274999999999991,3,0,3,None_cut,4.0,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,56.0,,tomato_cut,1,1.0,12.0,59.62563132923731,36.37436867076269,,tomato,2,0.2,30.0
2990,0,1,,0,2,None_cut,3.274999999999991,3,0,3,None_cut,4.0,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,56.0,,tomato_cut,1,1.0,12.0,58.74174785275426,37.25825214724574,,tomato,2,0.2,30.0
2991,0,1,,0,2,None_cut,3.274999999999991,3,0,3,None_cut,4.0,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,56.0,,tomato_cut,1,1.0,12.0,57.85786437627121,38.14213562372879,,tomato,2,0.2,30.0
2992,0,1,,0,2,None_cut,3.274999999999991,3,0,3,None_cut,4.0,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,56.0,,tomato_cut,1,1.0,12.0,56.97398089978816,39.02601910021184,,tomato,2,0.2,30.0
2993,0,1,,0,2,None_cut,3.274999999999991,3,0,3,None_cut,4.0,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,56.0,,tomato_cut,1,1.0,12.0,56.19434681531624,39.95382555869017,,tomato,2,0.2,30.0
2994,0,1,,0,2,None_cut,3.274999999999991,3,0,3,None_cut,4.0,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,56.0,,tomato_cut,1,1.0,12.0,56.179208272259245,41.203733885133886,,tomato,2,0.2,30.0
2995,0,1,,0,2,None_cut,3.274999999999991,3,0,3,None_cut,4.0,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,56.0,,tomato_cut,1,1.0,12.0,56.164069729202254,42.4536422115776,,tomato,2,0.2,30.0
2996,0,1,,0,2,None_cut,3.274999999999991,3,0,3,None_cut,4.0,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,56.0,,tomato_cut,1,1.0,12.0,56.14893118614526,43.70355053802132,,tomato,2,0.2,30.0
2997,0,1,,0,2,None_cut,3.274999999999991,3,0,3,None_cut,4.0,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,56.0,,tomato_cut,1,1.0,12.0,56.13379264308827,44.953458864465034,,tomato,2,0.2,30.0
2998,0,1,,0,2,None_cut,3.274999999999991,3,0,3,None_cut,4.0,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,56.0,,tomato_cut,1,1.0,12.0,56.11865410003128,46.20336719090875,,tomato,2,0.2,30.0
2999,0,1,,0,2,None_cut,3.274999999999991,3,0,3,None_cut,4.0,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,56.0,,tomato_cut,1,1.0,12.0,56.10351555697429,47.453275517352466,,tomato,2,0.2,30.0
3000,0,1,,0,2,None_cut,3.274999999999991,3,0,3,None_cut,4.0,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,56.0,,tomato_cut,1,1.0,12.0,56.088377013917295,48.70318384379618,,tomato,2,0.2,30.0
3001,0,1,,0,2,None_cut,3.274999999999991,3,0,3,None_cut,4.0,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,56.0,,tomato_cut,1,1.0,12.0,56.0732384708603,49.9530921702399,,tomato,2,0.2,30.0
3002,0,1,,0,2,None_cut,3.274999999999991,3,0,3,None_cut,4.0,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,56.0,,tomato_cut,1,1.0,12.0,56.058099927803205,51.203000496683615,,tomato,2,0.2,30.0
3003,0,1,,0,2,None_cut,3.274999999999991,3,0,3,None_cut,4.0,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,56.0,,tomato_cut,1,1.0,12.0,56.042961384745865,52.45290882312733,,tomato,2,0.2,30.0
3004,0,1,,0,2,None_cut,3.274999999999991,3,0,3,None_cut,4.0,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,56.0,,tomato_cut,1,1.0,12.0,56.027822841688526,53.70281714957105,,tomato,2,0.2,30.0
3005,0,1,,0,2,None_cut,3.274999999999991,3,0,3,None_cut,4.0,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,56.0,,tomato_cut,1,1.0,12.0,56.01268429863118,54.95272547601476,,tomato,2,0.2,30.0
3006,0,1,,0,2,None_cut,3.274999999999991,3,0,3,None_cut,4.0,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,56.0,,tomato_cut,1,1.0,12.0,56.00233106509781,56.20266313364169,,tomato,2,0.2,30.0
3007,0,1,,0,2,None_cut,3.274999999999991,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,56.0,,,1,1.0,12.0,56.00214661430291,57.45266312003295,,tomato,2,0.2,30.0
3008,0,1,,0,2,None_cut,3.274999999999991,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,56.0,,,1,1.0,12.0,56.001962163508004,58.70266310642421,,tomato,2,0.2,30.0
3009,0,1,,0,2,None_cut,3.274999999999991,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,56.0,,,1,1.0,12.0,56.0017777127131,59.95266309281547,,tomato,2,0.2,30.0
3010,0,1,,0,2,None_cut,3.274999999999991,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,56.0,,,1,1.0,12.0,56.001593261918195,61.20266307920673,,tomato,2,0.2,30.0
3011,0,1,,0,2,None_cut,3.274999999999991,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,56.0,,,1,1.0,12.0,56.00140881112329,62.45266306559799,,tomato,2,0.2,30.0
3012,0,1,,0,2,None_cut,3.274999999999991,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,56.0,,,1,1.0,12.0,56.001224360328386,63.70266305198925,,tomato,2,0.2,30.0
3013,0,1,,0,2,None_cut,3.274999999999991,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,56.0,,,1,1.0,12.0,56.00103990953348,64.95266303837997,,tomato,2,0.2,30.0
3014,0,1,,0,2,None_cut,3.274999999999991,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,56.0,,,1,1.0,12.0,56.00085545873858,66.20266302477052,,tomato,2,0.2,30.0
3015,0,1,,0,2,None_cut,3.274999999999991,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,56.0,,,1,1.0,12.0,56.00067100794384,67.45266301116106,,tomato,2,0.2,30.0
3016,0,1,,0,2,None_cut,3.274999999999991,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,56.0,,,1,1.0,12.0,56.000486557149294,68.70266299755161,,tomato,2,0.2,30.0
3017,0,1,,0,2,None_cut,3.274999999999991,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,56.0,,,1,1.0,12.0,56.000302106354745,69.95266298394216,,tomato,2,0.2,30.0
3018,0,1,,0,2,None_cut,3.274999999999991,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,56.0,,,1,1.0,12.0,56.000117655560196,71.20266297033271,,tomato,2,0.2,30.0
3019,0,1,,0,2,None_cut,3.274999999999991,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,56.0,,,1,1.0,12.0,56.00002795062478,72.45266296379884,,tomato,2,0.2,30.0
3020,0,1,,0,2,None_cut,3.274999999999991,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,56.0,,,1,1.0,12.0,56.00002570340544,73.70266296379629,,tomato,2,0.2,30.0
3021,0,1,,0,2,None_cut,3.274999999999991,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,56.0,,,1,1.0,12.0,56.00002345618579,74.95266296379373,,tomato,2,0.2,30.0
3022,0,1,,0,2,None_cut,3.274999999999991,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,56.0,,,1,1.0,12.0,56.00002120896613,76.20266296379117,,tomato,2,0.2,30.0
3023,0,1,,0,2,None_cut,3.274999999999991,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,56.0,,,1,1.0,12.0,56.00001896174648,77.45266296378861,,tomato,2,0.2,30.0
3024,0,1,,0,2,None_cut,3.274999999999991,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,56.0,,,1,1.0,12.0,56.00001671452682,78.70266296378605,,tomato,2,0.2,30.0
3025,0,1,,0,2,None_cut,3.274999999999991,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,56.0,,,1,1.0,12.0,56.00001446730717,79.9526629637835,,tomato,2,0.2,30.0
3026,0,1,,0,2,None_cut,3.274999999999991,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,56.0,,,1,1.0,12.0,56.00001222008751,81.20266296378094,,tomato,2,0.2,30.0
3027,0,1,,0,2,None_cut,3.274999999999991,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,56.0,,,1,1.0,12.0,56.00000997286786,82.45266296377838,,tomato,2,0.2,30.0
3028,0,1,,0,2,None_cut,3.274999999999991,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,56.0,,,1,1.0,12.0,56.0000077256482,83.70266296377582,,tomato,2,0.2,30.0
3029,0,1,,0,2,None_cut,3.274999999999991,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,56.0,,,1,1.0,12.0,56.00000547842855,84.95266296377326,,tomato,2,0.2,30.0
3030,0,1,,0,2,None_cut,3.274999999999991,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,56.0,,,1,1.0,12.0,56.00000323120889,86.2026629637707,,tomato,2,0.2,30.0
3031,0,1,,0,2,None_cut,3.274999999999991,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,56.0,,,1,1.0,12.0,56.00000098398924,87.45266296376815,,tomato,2,0.2,30.0
3032,0,1,,0,2,None_cut,3.274999999999991,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,56.0,,,1,1.0,12.0,55.367516586920146,88.44294749693103,,tomato,2,0.2,30.0
3033,0,1,,0,2,None_cut,3.274999999999991,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,56.0,,,1,1.0,12.0,54.48906690935405,89.33223157076935,,tomato,2,0.2,30.0
3034,0,1,,0,2,None_cut,3.274999999999991,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,56.0,,,1,1.0,12.0,53.610617231787955,90.22151564460768,,tomato,2,0.2,30.0
3035,0,1,,0,2,None_cut,3.274999999999991,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,56.0,,,1,1.0,12.0,52.73216755422186,91.110799718446,,tomato,2,0.2,30.0
3036,0,1,,0,2,None_cut,3.274999999999991,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,56.0,,,1,1.0,12.0,51.853717876655764,92.00008379228433,,tomato,2,0.2,30.0
3037,0,1,,0,2,None_cut,3.274999999999991,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,56.0,,tomato_salad,1,1.0,12.0,50.97526819908967,92.88936786612265,,tomato,2,0.2,30.0
3038,0,1,,0,2,None_cut,3.274999999999991,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,56.0,,tomato_salad,1,1.0,12.0,50.09681852152357,93.77865193996098,,tomato,2,0.2,30.0
3039,0,1,,0,2,None_cut,3.274999999999991,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,56.0,,tomato_salad,1,1.0,12.0,49.21836884395748,94.66793601379959,,tomato,2,0.2,30.0
3040,0,1,,0,2,None_cut,3.274999999999991,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,56.0,,tomato_salad,1,1.0,12.0,48.33991916639138,95.55722008763848,,tomato,2,0.2,30.0
3041,0,1,,0,2,None_cut,3.274999999999991,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,56.0,,tomato_salad,1,1.0,12.0,47.46146948882529,96.44650416147736,,tomato,2,0.2,30.0
3042,0,1,,0,2,None_cut,3.274999999999991,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,56.0,,tomato_salad,1,1.0,12.0,46.58301981125919,97.33578823531624,,tomato,2,0.2,30.0
3043,0,1,,0,2,None_cut,3.274999999999991,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,56.0,,tomato_salad,1,1.0,12.0,45.704570133693096,98.22507230915512,,tomato,2,0.2,30.0
3044,0,1,,0,2,None_cut,3.274999999999991,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,56.0,,tomato_salad,1,1.0,12.0,44.826120456127,99.114356382994,,tomato,2,0.2,30.0
3045,0,1,,0,2,None_cut,3.274999999999991,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,56.0,,tomato_salad,1,1.0,12.0,43.947670778560905,100.00364045683288,,tomato,2,0.2,30.0
3046,0,1,,0,2,None_cut,3.274999999999991,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,56.0,,tomato_salad,1,1.0,12.0,43.06922110099481,100.89292453067176,,tomato,2,0.2,30.0
3047,0,1,,0,2,None_cut,3.274999999999991,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,56.0,,tomato_salad,1,1.0,12.0,42.190771423428714,101.78220860451064,,tomato,2,0.2,30.0
3048,0,1,,0,2,None_cut,3.274999999999991,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,56.0,,tomato_salad,1,1.0,12.0,41.31232174586262,102.67149267834952,,tomato,2,0.2,30.0
3049,0,1,,0,2,None_cut,3.274999999999991,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,56.0,,tomato_salad,1,1.0,12.0,40.43387206829652,103.5607767521884,,tomato,2,0.2,30.0
