tick,phase,collision,CuttingBoard_01_slot_x,CuttingBoard_01_slot_y,CuttingBoard_01_item,CuttingBoard_01_cut_time_accumulated,CuttingBoard_01_cut_stage,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_10_slot_x,CuttingBoard_10_slot_y,CuttingBoard_10_item,CuttingBoard_10_cut_time_accumulated,CuttingBoard_10_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Counter_26_slot_x,Counter_26_slot_y,Counter_26_item,Counter_27_slot_x,Counter_27_slot_y,Counter_27_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Delivery_53_slot_x,Delivery_53_slot_y,Delivery_53_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Dispenser_80_slot_x,Dispenser_80_slot_y,Dispenser_80_item,Delivery_83_slot_x,Delivery_83_slot_y,Delivery_83_item,Dispenser_91_slot_x,Dispenser_91_slot_y,Dispenser_91_item,Delivery_93_slot_x,Delivery_93_slot_y,Delivery_93_item,a0384daeda61a322_score,player_1bb120b0_x,player_1bb120b0_y,player_1bb120b0_move_target,player_1bb120b0_item,player_1bb120b0_score,player_1bb120b0_cut_speed,player_1bb120b0_speed,player_e5654a8f_x,player_e5654a8f_y,player_e5654a8f_move_target,player_e5654a8f_item,player_e5654a8f_score,player_e5654a8f_cut_speed,player_e5654a8f_speed,2de0e11e02e7f590_score,d3bf28d6687c7b1d_message,cd1b5411be429c0c_score
7099,test,True,0,1,,0,0,0,2,None_cut,3.916666666666661,3,1,0,None_cut,3.9583333333333277,3,2,2,,2,3,tomato,2,4,,2,5,,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,6,1.0,30.0,24.0,101.25000000001393,,tomato_cut,0,1.0,30.0,,,6.0
7100,test,True,0,1,,0,0,0,2,None_cut,3.916666666666661,3,1,0,None_cut,3.9583333333333277,3,2,2,,2,3,tomato,2,4,,2,5,,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,6,1.0,30.0,24.0,102.50000000001421,,tomato_cut,0,1.0,30.0,,,6.0
7101,test,True,0,1,,0,0,0,2,None_cut,3.916666666666661,3,1,0,None_cut,3.9583333333333277,3,2,2,,2,3,tomato,2,4,,2,5,,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,6,1.0,30.0,24.0,103.7500000000145,,tomato_cut,0,1.0,30.0,,,6.0
7102,test,True,0,1,,0,0,0,2,None_cut,3.916666666666661,3,1,0,None_cut,3.9583333333333277,3,2,2,,2,3,tomato,2,4,,2,5,,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,6,1.0,30.0,24.0,104.0,,tomato_cut,0,1.0,30.0,,,6.0
7103,test,True,0,1,,0,0,0,2,None_cut,3.916666666666661,3,1,0,None_cut,3.9583333333333277,3,2,2,,2,3,tomato,2,4,,2,5,,2,6,tomato_salad,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,6,1.0,30.0,24.0,104.0,,,0,1.0,30.0,,,6.0
7104,test,True,0,1,,0,0,0,2,None_cut,3.916666666666661,3,1,0,None_cut,3.9583333333333277,3,2,2,,2,3,tomato,2,4,,2,5,,2,6,tomato_salad,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,6,1.0,30.0,24.0,104.0,,,0,1.0,30.0,,,6.0
7105,test,True,0,1,,0,0,0,2,None_cut,3.916666666666661,3,1,0,None_cut,3.9583333333333277,3,2,2,,2,3,tomato,2,4,,2,5,,2,6,tomato_salad,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,6,1.0,30.0,24.0,104.0,,,0,1.0,30.0,,,6.0
7106,test,True,0,1,,0,0,0,2,None_cut,3.916666666666661,3,1,0,None_cut,3.9583333333333277,3,2,2,,2,3,tomato,2,4,,2,5,,2,6,tomato_salad,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,6,1.0,30.0,24.0,104.0,,,0,1.0,30.0,,,6.0
7107,test,True,0,1,,0,0,0,2,None_cut,3.916666666666661,3,1,0,None_cut,3.9583333333333277,3,2,2,,2,3,tomato,2,4,,2,5,,2,6,tomato_salad,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,6,1.0,30.0,24.0,104.0,,,0,1.0,30.0,,,6.0
7108,test,True,0,1,,0,0,0,2,None_cut,3.916666666666661,3,1,0,None_cut,3.9583333333333277,3,2,2,,2,3,tomato,2,4,,2,5,,2,6,tomato_salad,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,6,1.0,30.0,24.0,104.0,,,0,1.0,30.0,,,6.0
7109,test,True,0,1,,0,0,0,2,None_cut,3.916666666666661,3,1,0,None_cut,3.9583333333333277,3,2,2,,2,3,tomato,2,4,,2,5,,2,6,tomato_salad,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,6,1.0,30.0,24.0,104.0,,,0,1.0,30.0,,,6.0
7110,test,True,0,1,,0,0,0,2,None_cut,3.916666666666661,3,1,0,None_cut,3.9583333333333277,3,2,2,,2,3,tomato,2,4,,2,5,,2,6,tomato_salad,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,6,1.0,30.0,24.0,104.0,,,0,1.0,30.0,,,6.0
7111,test,True,0,1,,0,0,0,2,None_cut,3.916666666666661,3,1,0,None_cut,3.9583333333333277,3,2,2,,2,3,tomato,2,4,,2,5,,2,6,tomato_salad,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,6,1.0,30.0,24.0,104.0,,,0,1.0,30.0,,,6.0
7112,test,True,0,1,,0,0,0,2,None_cut,3.916666666666661,3,1,0,None_cut,3.9583333333333277,3,2,2,,2,3,tomato,2,4,,2,5,,2,6,tomato_salad,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,6,1.0,30.0,24.0,104.0,,,0,1.0,30.0,,,6.0
7113,test,True,0,1,,0,0,0,2,None_cut,3.916666666666661,3,1,0,None_cut,3.9583333333333277,3,2,2,,2,3,tomato,2,4,,2,5,,2,6,tomato_salad,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,6,1.0,30.0,24.0,104.0,,,0,1.0,30.0,,,6.0
7114,test,True,0,1,,0,0,0,2,None_cut,3.916666666666661,3,1,0,None_cut,3.9583333333333277,3,2,2,,2,3,tomato,2,4,,2,5,,2,6,tomato_salad,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,6,1.0,30.0,24.0,104.0,,,0,1.0,30.0,,,6.0
7115,test,True,0,1,,0,0,0,2,None_cut,3.916666666666661,3,1,0,None_cut,3.9583333333333277,3,2,2,,2,3,tomato,2,4,,2,5,,2,6,tomato_salad,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,6,1.0,30.0,24.0,104.0,,,0,1.0,30.0,,,6.0
7116,test,True,0,1,,0,0,0,2,None_cut,3.916666666666661,3,1,0,None_cut,3.9583333333333277,3,2,2,,2,3,tomato,2,4,,2,5,,2,6,tomato_salad,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,6,1.0,30.0,24.0,104.0,,,0,1.0,30.0,,,6.0
7117,test,True,0,1,,0,0,0,2,None_cut,3.916666666666661,3,1,0,None_cut,3.9583333333333277,3,2,2,,2,3,tomato,2,4,,2,5,,2,6,tomato_salad,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,6,1.0,30.0,24.0,104.0,,,0,1.0,30.0,,,6.0
7118,test,True,0,1,,0,0,0,2,None_cut,3.916666666666661,3,1,0,None_cut,3.9583333333333277,3,2,2,,2,3,tomato,2,4,,2,5,,2,6,tomato_salad,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,6,1.0,30.0,24.0,104.0,,,0,1.0,30.0,,,6.0
7119,test,True,0,1,,0,0,0,2,None_cut,3.916666666666661,3,1,0,None_cut,3.9583333333333277,3,2,2,,2,3,tomato,2,4,,2,5,,2,6,tomato_salad,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,6,1.0,30.0,24.0,102.74999999999972,,,0,1.0,30.0,,,6.0
7120,test,True,0,1,,0,0,0,2,None_cut,3.916666666666661,3,1,0,None_cut,3.9583333333333277,3,2,2,,2,3,tomato,2,4,,2,5,,2,6,tomato_salad,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,6,1.0,30.0,24.0,101.49999999999943,,,0,1.0,30.0,,,6.0
7121,test,True,0,1,,0,0,0,2,None_cut,3.916666666666661,3,1,0,None_cut,3.9583333333333277,3,2,2,,2,3,tomato,2,4,,2,5,,2,6,tomato_salad,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,6,1.0,30.0,24.0,100.24999999999915,,,0,1.0,30.0,,,6.0
7122,test,True,0,1,,0,0,0,2,None_cut,3.916666666666661,3,1,0,None_cut,3.9583333333333277,3,2,2,,2,3,tomato,2,4,,2,5,,2,6,tomato_salad,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,6,1.0,30.0,24.0,98.99999999999886,,,0,1.0,30.0,,,6.0
7123,test,True,0,1,,0,0,0,2,None_cut,3.916666666666661,3,1,0,None_cut,3.9583333333333277,3,2,2,,2,3,tomato,2,4,,2,5,,2,6,tomato_salad,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,6,1.0,30.0,24.0,97.74999999999858,,,0,1.0,30.0,,,6.0
7124,test,True,0,1,,0,0,0,2,None_cut,3.916666666666661,3,1,0,None_cut,3.9583333333333277,3,2,2,,2,3,tomato,2,4,,2,5,,2,6,tomato_salad,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,6,1.0,30.0,24.0,96.4999999999983,,,0,1.0,30.0,,,6.0
7125,test,True,0,1,,0,0,0,2,None_cut,3.916666666666661,3,1,0,None_cut,3.9583333333333277,3,2,2,,2,3,tomato,2,4,,2,5,,2,6,tomato_salad,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,6,1.0,30.0,24.0,95.24999999999801,,,0,1.0,30.0,,,6.0
7126,test,True,0,1,,0,0,0,2,None_cut,3.916666666666661,3,1,0,None_cut,3.9583333333333277,3,2,2,,2,3,tomato,2,4,,2,5,,2,6,tomato_salad,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,6,1.0,30.0,24.0,93.99999999999773,,,0,1.0,30.0,,,6.0
7127,test,True,0,1,,0,0,0,2,None_cut,3.916666666666661,3,1,0,None_cut,3.9583333333333277,3,2,2,,2,3,tomato,2,4,,2,5,,2,6,tomato_salad,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,6,1.0,30.0,24.0,92.74999999999744,,,0,1.0,30.0,,,6.0
7128,test,True,0,1,,0,0,0,2,None_cut,3.916666666666661,3,1,0,None_cut,3.9583333333333277,3,2,2,,2,3,tomato,2,4,,2,5,,2,6,tomato_salad,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,6,1.0,30.0,24.0,91.49999999999716,,,0,1.0,30.0,,,6.0
7129,test,True,0,1,,0,0,0,2,None_cut,3.916666666666661,3,1,0,None_cut,3.9583333333333277,3,2,2,,2,3,tomato,2,4,,2,5,,2,6,tomato_salad,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,6,1.0,30.0,24.0,90.24999999999687,,,0,1.0,30.0,,,6.0
7130,test,True,0,1,,0,0,0,2,None_cut,3.916666666666661,3,1,0,None_cut,3.9583333333333277,3,2,2,,2,3,tomato,2,4,,2,5,,2,6,tomato_salad,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,6,1.0,30.0,24.0,88.99999999999659,,,0,1.0,30.0,,,6.0
7131,test,True,0,1,,0,0,0,2,None_cut,3.916666666666661,3,1,0,None_cut,3.9583333333333277,3,2,2,,2,3,tomato,2,4,,2,5,,2,6,tomato_salad,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,6,1.0,30.0,24.0,87.7499999999963,,,0,1.0,30.0,,,6.0
7132,test,True,0,1,,0,0,0,2,None_cut,3.916666666666661,3,1,0,None_cut,3.9583333333333277,3,2,2,,2,3,tomato,2,4,,2,5,,2,6,tomato_salad,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,6,1.0,30.0,24.0,86.49999999999602,,,0,1.0,30.0,,,6.0
7133,test,True,0,1,,0,0,0,2,None_cut,3.916666666666661,3,1,0,None_cut,3.9583333333333277,3,2,2,,2,3,tomato,2,4,,2,5,,2,6,tomato_salad,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,6,1.0,30.0,24.0,85.24999999999574,,,0,1.0,30.0,,,6.0
7134,test,True,0,1,,0,0,0,2,None_cut,3.916666666666661,3,1,0,None_cut,3.9583333333333277,3,2,2,,2,3,tomato,2,4,,2,5,,2,6,tomato_salad,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,6,1.0,30.0,24.0,83.99999999999545,,,0,1.0,30.0,,,6.0
7135,test,True,0,1,,0,0,0,2,None_cut,3.916666666666661,3,1,0,None_cut,3.9583333333333277,3,2,2,,2,3,tomato,2,4,,2,5,,2,6,tomato_salad,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,6,1.0,30.0,24.0,82.74999999999517,,,0,1.0,30.0,,,6.0
7136,test,True,0,1,,0,0,0,2,None_cut,3.916666666666661,3,1,0,None_cut,3.9583333333333277,3,2,2,,2,3,tomato,2,4,,2,5,,2,6,tomato_salad,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,6,1.0,30.0,24.0,81.49999999999488,,,0,1.0,30.0,,,6.0
7137,test,True,0,1,,0,0,0,2,None_cut,3.916666666666661,3,1,0,None_cut,3.9583333333333277,3,2,2,,2,3,tomato,2,4,,2,5,,2,6,tomato_salad,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,6,1.0,30.0,24.0,80.2499999999946,,,0,1.0,30.0,,,6.0
7138,test,True,0,1,,0,0,0,2,None_cut,3.916666666666661,3,1,0,None_cut,3.9583333333333277,3,2,2,,2,3,tomato,2,4,,2,5,,2,6,tomato_salad,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,6,1.0,30.0,24.0,78.99999999999432,,,0,1.0,30.0,,,6.0
7139,test,True,0,1,,0,0,0,2,None_cut,3.916666666666661,3,1,0,None_cut,3.9583333333333277,3,2,2,,2,3,tomato,2,4,,2,5,,2,6,tomato_salad,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,6,1.0,30.0,24.0,77.74999999999403,,,0,1.0,30.0,,,6.0
7140,test,True,0,1,,0,0,0,2,None_cut,3.916666666666661,3,1,0,None_cut,3.9583333333333277,3,2,2,,2,3,tomato,2,4,,2,5,,2,6,tomato_salad,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,6,1.0,30.0,24.0,76.49999999999375,,,0,1.0,30.0,,,6.0
7141,test,True,0,1,,0,0,0,2,None_cut,3.916666666666661,3,1,0,None_cut,3.9583333333333277,3,2,2,,2,3,tomato,2,4,,2,5,,2,6,tomato_salad,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,6,1.0,30.0,24.0,75.24999999999346,,,0,1.0,30.0,,,6.0
7142,test,True,0,1,,0,0,0,2,None_cut,3.916666666666661,3,1,0,None_cut,3.9583333333333277,3,2,2,,2,3,tomato,2,4,,2,5,,2,6,tomato_salad,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,6,1.0,30.0,24.0,73.99999999999318,,,0,1.0,30.0,,,6.0
7143,test,True,0,1,,0,0,0,2,None_cut,3.916666666666661,3,1,0,None_cut,3.9583333333333277,3,2,2,,2,3,tomato,2,4,,2,5,,2,6,tomato_salad,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,6,1.0,30.0,24.0,72.7499999999929,,,0,1.0,30.0,,,6.0
7144,test,True,0,1,,0,0,0,2,None_cut,3.916666666666661,3,1,0,None_cut,3.9583333333333277,3,2,2,,2,3,tomato,2,4,,2,5,,2,6,tomato_salad,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,6,1.0,30.0,24.0,71.49999999999261,,,0,1.0,30.0,,,6.0
7145,test,True,0,1,,0,0,0,2,None_cut,3.916666666666661,3,1,0,None_cut,3.9583333333333277,3,2,2,,2,3,tomato,2,4,,2,5,,2,6,tomato_salad,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,6,1.0,30.0,24.0,70.24999999999233,,,0,1.0,30.0,,,6.0
7146,test,True,0,1,,0,0,0,2,None_cut,3.916666666666661,3,1,0,None_cut,3.9583333333333277,3,2,2,,2,3,tomato,2,4,,2,5,,2,6,tomato_salad,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,6,1.0,30.0,24.0,68.99999999999204,,,0,1.0,30.0,,,6.0
7147,test,True,0,1,,0,0,0,2,None_cut,3.916666666666661,3,1,0,None_cut,3.9583333333333277,3,2,2,,2,3,tomato,2,4,,2,5,,2,6,tomato_salad,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,6,1.0,30.0,24.0,67.74999999999176,,,0,1.0,30.0,,,6.0
7148,test,True,0,1,,0,0,0,2,None_cut,3.916666666666661,3,1,0,None_cut,3.9583333333333277,3,2,2,,2,3,tomato,2,4,,2,5,,2,6,tomato_salad,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,6,1.0,30.0,24.0,66.49999999999147,,,0,1.0,30.0,,,6.0
7149,test,True,0,1,,0,0,0,2,None_cut,3.916666666666661,3,1,0,None_cut,3.9583333333333277,3,2,2,,2,3,tomato,2,4,,2,5,,2,6,tomato_salad,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,6,1.0,30.0,24.0,65.24999999999119,,,0,1.0,30.0,,,6.0
7150,test,True,0,1,,0,0,0,2,None_cut,3.916666666666661,3,1,0,None_cut,3.9583333333333277,3,2,2,,2,3,tomato,2,4,,2,5,,2,6,tomato_salad,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,6,1.0,30.0,24.0,63.999999999990905,,,0,1.0,30.0,,,6.0
7151,test,True,0,1,,0,0,0,2,None_cut,3.916666666666661,3,1,0,None_cut,3.9583333333333277,3,2,2,,2,3,tomato,2,4,,2,5,,2,6,tomato_salad,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,6,1.0,30.0,24.0,62.74999999999062,,,0,1.0,30.0,,,6.0
7152,test,True,0,1,,0,0,0,2,None_cut,3.916666666666661,3,1,0,None_cut,3.9583333333333277,3,2,2,,2,3,tomato,2,4,,2,5,,2,6,tomato_salad,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,6,1.0,30.0,24.0,61.49999999999034,,,0,1.0,30.0,,,6.0
7153,test,True,0,1,,0,0,0,2,None_cut,3.916666666666661,3,1,0,None_cut,3.9583333333333277,3,2,2,,2,3,tomato,2,4,,2,5,,2,6,tomato_salad,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,6,1.0,30.0,24.0,60.24999999999005,,,0,1.0,30.0,,,6.0
7154,test,True,0,1,,0,0,0,2,None_cut,3.916666666666661,3,1,0,None_cut,3.9583333333333277,3,2,2,,2,3,tomato,2,4,,2,5,,2,6,tomato_salad,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,6,1.0,30.0,24.0,58.99999999998977,,,0,1.0,30.0,,,6.0
7155,test,True,0,1,,0,0,0,2,None_cut,3.916666666666661,3,1,0,None_cut,3.9583333333333277,3,2,2,,2,3,tomato,2,4,,2,5,,2,6,tomato_salad,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,6,1.0,30.0,24.0,57.749999999989484,,,0,1.0,30.0,,,6.0
7156,test,True,0,1,,0,0,0,2,None_cut,3.916666666666661,3,1,0,None_cut,3.9583333333333277,3,2,2,,2,3,tomato,2,4,,2,5,,2,6,tomato_salad,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,6,1.0,30.0,24.0,56.4999999999892,,,0,1.0,30.0,,,6.0
7157,test,True,0,1,,0,0,0,2,None_cut,3.916666666666661,3,1,0,None_cut,3.9583333333333277,3,2,2,,2,3,tomato,2,4,,2,5,,2,6,tomato_salad,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,135.11611652351553,24.88388347648305,,plate,6,1.0,30.0,24.0,56.0,,,0,1.0,30.0,,,6.0
7158,test,True,0,1,,0,0,0,2,None_cut,3.916666666666661,3,1,0,None_cut,3.9583333333333277,3,2,2,,2,3,,2,4,,2,5,,2,6,tomato_salad,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,134.23223304703106,25.767766952966443,,plate,6,1.0,30.0,24.0,56.0,,tomato,0,1.0,30.0,,,6.0
7159,test,True,0,1,,0,0,0,2,None_cut,3.916666666666661,3,1,0,None_cut,3.9583333333333277,3,2,2,,2,3,,2,4,,2,5,,2,6,tomato_salad,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,133.3483495705466,26.651650429449848,,plate,6,1.0,30.0,24.0,56.0,,tomato,0,1.0,30.0,,,6.0
7160,test,True,0,1,,0,0,0,2,None_cut,3.916666666666661,3,1,0,None_cut,3.9583333333333277,3,2,2,,2,3,,2,4,,2,5,,2,6,tomato_salad,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,132.46446609406294,27.535533905933253,,plate,6,1.0,30.0,24.0,56.0,,tomato,0,1.0,30.0,,,6.0
7161,test,True,0,1,,0,0,0,2,None_cut,3.916666666666661,3,1,0,None_cut,3.9583333333333277,3,2,2,,2,3,,2,4,,2,5,,2,6,tomato_salad,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,131.5805826175798,28.419417382416658,,plate,6,1.0,30.0,24.0,56.0,,tomato,0,1.0,30.0,,,6.0
7162,test,True,0,1,,0,0,0,2,None_cut,3.916666666666661,3,1,0,None_cut,3.9583333333333277,3,2,2,,2,3,,2,4,,2,5,,2,6,tomato_salad,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,130.69669914109667,29.303300858900062,,plate,6,1.0,30.0,24.0,56.0,,tomato,0,1.0,30.0,,,6.0
