tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_03_slot_x,CuttingBoard_03_slot_y,CuttingBoard_03_item,CuttingBoard_03_cut_time_accumulated,CuttingBoard_03_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,56412e92fa7a041e_score,player_806848ab_x,player_806848ab_y,player_806848ab_move_target,player_806848ab_item,player_806848ab_score,player_806848ab_cut_speed,player_806848ab_speed,player_3df65e36_x,player_3df65e36_y,player_3df65e36_move_target,player_3df65e36_item,player_3df65e36_score,player_3df65e36_cut_speed,player_3df65e36_speed
3930,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.0916666666666652,1,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,55.000000000007674,,tomato_cut,2,1.0,12.0,24.0,56.0,,,2,0.2,30.0
3931,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.0916666666666652,1,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,55.50000000000793,,tomato_cut,2,1.0,12.0,24.0,56.0,,,2,0.2,30.0
3932,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.0916666666666652,1,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,56.0,,tomato_cut,2,1.0,12.0,24.0,56.0,,,2,0.2,30.0
3933,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.0916666666666652,1,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,56.0,,,2,1.0,12.0,24.0,56.0,,,2,0.2,30.0
3934,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.0916666666666652,1,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,56.0,,,2,1.0,12.0,24.0,56.0,,,2,0.2,30.0
3935,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.0916666666666652,1,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,56.0,,,2,1.0,12.0,24.0,56.0,,,2,0.2,30.0
3936,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.0999999999999985,1,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,56.0,,,2,1.0,12.0,24.0,56.0,,,2,0.2,30.0
3937,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.1083333333333318,1,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,56.0,,,2,1.0,12.0,24.0,56.0,,,2,0.2,30.0
3938,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.1083333333333318,1,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,56.0,,,2,1.0,12.0,24.0,56.0,,,2,0.2,30.0
3939,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.1083333333333318,1,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,56.0,,,2,1.0,12.0,24.0,56.0,,,2,0.2,30.0
3940,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.1083333333333318,1,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,56.0,,,2,1.0,12.0,24.0,56.0,,,2,0.2,30.0
3941,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.1083333333333318,1,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,56.0,,,2,1.0,12.0,24.0,56.0,,,2,0.2,30.0
3942,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.1166666666666651,1,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,56.0,,,2,1.0,12.0,24.0,56.0,,,2,0.2,30.0
3943,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.1249999999999984,1,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,56.0,,,2,1.0,12.0,24.0,56.0,,,2,0.2,30.0
3944,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.1333333333333317,1,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,56.0,,,2,1.0,12.0,24.0,56.0,,,2,0.2,30.0
3945,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.141666666666665,1,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,56.0,,,2,1.0,12.0,24.0,56.0,,,2,0.2,30.0
3946,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.1499999999999984,1,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,56.0,,,2,1.0,12.0,24.0,56.0,,,2,0.2,30.0
3947,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.1583333333333317,1,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,56.0,,,2,1.0,12.0,24.0,56.0,,,2,0.2,30.0
3948,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.166666666666665,1,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,56.0,,,2,1.0,12.0,24.0,56.0,,,2,0.2,30.0
3949,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.1749999999999983,1,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,56.0,,,2,1.0,12.0,24.0,56.0,,,2,0.2,30.0
3950,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.1749999999999983,1,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,56.0,,,2,1.0,12.0,24.0,56.0,,,2,0.2,30.0
3951,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.1749999999999983,1,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,56.0,,,2,1.0,12.0,24.0,56.0,,,2,0.2,30.0
3952,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.1749999999999983,1,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,56.0,,,2,1.0,12.0,24.0,56.0,,,2,0.2,30.0
3953,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.1749999999999983,1,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,56.0,,,2,1.0,12.0,24.0,56.0,,,2,0.2,30.0
3954,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.1833333333333316,1,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,56.0,,,2,1.0,12.0,24.0,56.0,,,2,0.2,30.0
3955,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.1916666666666649,1,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,56.0,,,2,1.0,12.0,24.0,56.0,,,2,0.2,30.0
3956,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.1999999999999982,1,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,56.0,,,2,1.0,12.0,24.0,56.0,,,2,0.2,30.0
3957,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.2083333333333315,1,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,56.0,,,2,1.0,12.0,24.0,56.0,,,2,0.2,30.0
3958,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.2166666666666648,1,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,56.0,,,2,1.0,12.0,24.0,56.0,,,2,0.2,30.0
3959,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.224999999999998,1,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,56.0,,,2,1.0,12.0,24.0,56.0,,,2,0.2,30.0
3960,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.2333333333333314,1,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,56.0,,,2,1.0,12.0,24.0,56.0,,,2,0.2,30.0
3961,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.2416666666666647,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,56.0,,tomato_salad,2,1.0,12.0,24.0,56.0,,,2,0.2,30.0
3962,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.249999999999998,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,56.0,,tomato_salad,2,1.0,12.0,24.0,56.0,,,2,0.2,30.0
3963,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.2583333333333313,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,56.0,,tomato_salad,2,1.0,12.0,24.0,56.0,,,2,0.2,30.0
3964,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.2666666666666646,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,56.0,,tomato_salad,2,1.0,12.0,24.0,56.0,,,2,0.2,30.0
3965,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.274999999999998,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,56.0,,tomato_salad,2,1.0,12.0,24.0,56.0,,,2,0.2,30.0
3966,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.2833333333333312,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,56.0,,tomato_salad,2,1.0,12.0,24.0,56.0,,,2,0.2,30.0
3967,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.2916666666666645,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,56.0,,tomato_salad,2,1.0,12.0,24.0,56.0,,,2,0.2,30.0
3968,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.2916666666666645,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,56.0,,tomato_salad,2,1.0,12.0,24.0,56.0,,,2,0.2,30.0
3969,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.2916666666666645,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,56.0,,tomato_salad,2,1.0,12.0,24.0,56.0,,,2,0.2,30.0
3970,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.2916666666666645,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,56.0,,tomato_salad,2,1.0,12.0,24.0,56.0,,,2,0.2,30.0
3971,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.2916666666666645,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,56.0,,tomato_salad,2,1.0,12.0,24.0,56.0,,,2,0.2,30.0
3972,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.2999999999999978,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,56.0,,tomato_salad,2,1.0,12.0,24.0,56.0,,,2,0.2,30.0
3973,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.3083333333333311,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,56.0,,tomato_salad,2,1.0,12.0,24.0,56.0,,,2,0.2,30.0
3974,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.3166666666666644,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,56.0,,tomato_salad,2,1.0,12.0,24.0,56.0,,,2,0.2,30.0
3975,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.3249999999999977,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,56.0,,tomato_salad,2,1.0,12.0,24.0,56.0,,,2,0.2,30.0
3976,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.333333333333331,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,56.0,,tomato_salad,2,1.0,12.0,24.0,56.0,,,2,0.2,30.0
3977,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.3416666666666643,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,56.0,,tomato_salad,2,1.0,12.0,24.0,56.0,,,2,0.2,30.0
3978,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.3416666666666643,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,56.0,,tomato_salad,2,1.0,12.0,24.0,56.0,,,2,0.2,30.0
3979,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.3416666666666643,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,56.0,,tomato_salad,2,1.0,12.0,24.0,56.0,,,2,0.2,30.0
3980,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.3416666666666643,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,56.0,,tomato_salad,2,1.0,12.0,24.0,56.0,,,2,0.2,30.0
3981,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.3416666666666643,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,56.0,,tomato_salad,2,1.0,12.0,24.0,56.0,,,2,0.2,30.0
3982,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.3499999999999976,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,56.0,,tomato_salad,2,1.0,12.0,24.0,56.0,,,2,0.2,30.0
3983,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.3499999999999976,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,56.0,,tomato_salad,2,1.0,12.0,24.0,56.0,,,2,0.2,30.0
3984,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.3499999999999976,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,56.0,,tomato_salad,2,1.0,12.0,24.0,56.0,,,2,0.2,30.0
3985,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.3499999999999976,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,56.0,,tomato_salad,2,1.0,12.0,24.0,56.0,,,2,0.2,30.0
3986,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.3499999999999976,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,56.0,,tomato_salad,2,1.0,12.0,24.0,56.0,,,2,0.2,30.0
3987,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.358333333333331,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,56.0,,tomato_salad,2,1.0,12.0,24.0,56.0,,,2,0.2,30.0
3988,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.3666666666666643,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,56.0,,tomato_salad,2,1.0,12.0,24.0,56.0,,,2,0.2,30.0
3989,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.3749999999999976,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,56.0,,tomato_salad,2,1.0,12.0,24.0,56.0,,,2,0.2,30.0
3990,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.3749999999999976,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,56.0,,tomato_salad,2,1.0,12.0,24.0,56.0,,,2,0.2,30.0
3991,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.3749999999999976,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,56.0,,tomato_salad,2,1.0,12.0,24.0,56.0,,,2,0.2,30.0
3992,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.3749999999999976,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,56.0,,tomato_salad,2,1.0,12.0,24.0,56.0,,,2,0.2,30.0
3993,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.3749999999999976,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,56.0,,tomato_salad,2,1.0,12.0,24.0,56.0,,,2,0.2,30.0
3994,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.3833333333333309,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,56.0,,tomato_salad,2,1.0,12.0,24.0,56.0,,,2,0.2,30.0
3995,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.3833333333333309,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,56.0,,tomato_salad,2,1.0,12.0,24.0,56.0,,,2,0.2,30.0
3996,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.3833333333333309,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,56.0,,tomato_salad,2,1.0,12.0,24.0,56.0,,,2,0.2,30.0
3997,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.3833333333333309,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,56.0,,tomato_salad,2,1.0,12.0,24.0,56.0,,,2,0.2,30.0
3998,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.3833333333333309,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,56.500000000000256,,tomato_salad,2,1.0,12.0,24.0,56.0,,,2,0.2,30.0
3999,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.3916666666666642,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,57.00000000000051,,tomato_salad,2,1.0,12.0,24.0,56.0,,,2,0.2,30.0
4000,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.3999999999999975,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,57.50000000000077,,tomato_salad,2,1.0,12.0,24.0,56.0,,,2,0.2,30.0
4001,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.4083333333333308,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,58.00000000000102,,tomato_salad,2,1.0,12.0,24.0,56.0,,,2,0.2,30.0
4002,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.4083333333333308,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,58.50000000000128,,tomato_salad,2,1.0,12.0,24.0,56.0,,,2,0.2,30.0
4003,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.4083333333333308,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,59.000000000001535,,tomato_salad,2,1.0,12.0,24.0,56.0,,,2,0.2,30.0
4004,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.4083333333333308,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,59.50000000000179,,tomato_salad,2,1.0,12.0,24.0,56.0,,,2,0.2,30.0
4005,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.4083333333333308,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,60.000000000002046,,tomato_salad,2,1.0,12.0,24.0,56.0,,,2,0.2,30.0
4006,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.416666666666664,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,60.5000000000023,,tomato_salad,2,1.0,12.0,24.0,56.0,,,2,0.2,30.0
4007,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.416666666666664,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,61.00000000000256,,tomato_salad,2,1.0,12.0,24.0,56.0,,,2,0.2,30.0
4008,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.416666666666664,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,61.500000000002814,,tomato_salad,2,1.0,12.0,24.0,56.0,,,2,0.2,30.0
4009,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.416666666666664,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,62.00000000000307,,tomato_salad,2,1.0,12.0,24.0,56.0,,,2,0.2,30.0
4010,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.416666666666664,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,62.500000000003325,,tomato_salad,2,1.0,12.0,24.0,56.0,,,2,0.2,30.0
4011,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.4249999999999974,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,63.00000000000358,,tomato_salad,2,1.0,12.0,24.0,56.0,,,2,0.2,30.0
