tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_03_slot_x,CuttingBoard_03_slot_y,CuttingBoard_03_item,CuttingBoard_03_cut_time_accumulated,CuttingBoard_03_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,03e1849e1b22905a_score,player_80cd9625_x,player_80cd9625_y,player_80cd9625_move_target,player_80cd9625_item,player_80cd9625_score,player_80cd9625_cut_speed,player_80cd9625_speed,player_8accbccb_x,player_8accbccb_y,player_8accbccb_move_target,player_8accbccb_item,player_8accbccb_score,player_8accbccb_cut_speed,player_8accbccb_speed
4058,0,1,,0,2,None_cut,3.1999999999999913,3,0,3,None_cut,3.2333333333333245,3,2,2,tomato_salad,2,3,,2,4,,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,67.50000000000091,56.0,,tomato_salad,1,1.0,12.0,24.0,55.00000000000341,,,2,0.2,30.0
4059,0,1,,0,2,None_cut,3.1999999999999913,3,0,3,None_cut,3.2333333333333245,3,2,2,tomato_salad,2,3,,2,4,,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,68.00000000000045,56.0,,tomato_salad,1,1.0,12.0,24.0,56.250000000003695,,,2,0.2,30.0
4060,0,1,,0,2,None_cut,3.1999999999999913,3,0,3,None_cut,3.2333333333333245,3,2,2,tomato_salad,2,3,,2,4,,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,68.5,56.0,,tomato_salad,1,1.0,12.0,24.0,57.50000000000398,,,2,0.2,30.0
4061,0,1,,0,2,None_cut,3.1999999999999913,3,0,3,None_cut,3.2333333333333245,3,2,2,tomato_salad,2,3,,2,4,,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,68.99999999999955,56.0,,tomato_salad,1,1.0,12.0,24.0,58.75000000000426,,,2,0.2,30.0
4062,0,1,,0,2,None_cut,3.1999999999999913,3,0,3,None_cut,3.2333333333333245,3,2,2,tomato_salad,2,3,,2,4,,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,69.49999999999909,56.0,,tomato_salad,1,1.0,12.0,24.0,60.00000000000455,,,2,0.2,30.0
4063,0,1,,0,2,None_cut,3.1999999999999913,3,0,3,None_cut,3.2333333333333245,3,2,2,tomato_salad,2,3,,2,4,,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,69.99999999999864,56.0,,tomato_salad,1,1.0,12.0,24.0,61.25000000000483,,,2,0.2,30.0
4064,0,1,,0,2,None_cut,3.1999999999999913,3,0,3,None_cut,3.2333333333333245,3,2,2,tomato_salad,2,3,,2,4,,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,70.49999999999818,56.0,,tomato_salad,1,1.0,12.0,24.0,62.500000000005116,,,2,0.2,30.0
4065,0,1,,0,2,None_cut,3.1999999999999913,3,0,3,None_cut,3.2333333333333245,3,2,2,tomato_salad,2,3,,2,4,,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,70.99999999999773,56.0,,tomato_salad,1,1.0,12.0,24.0,63.7500000000054,,,2,0.2,30.0
4066,0,1,,0,2,None_cut,3.1999999999999913,3,0,3,None_cut,3.2333333333333245,3,2,2,tomato_salad,2,3,,2,4,,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,71.49999999999727,56.0,,tomato_salad,1,1.0,12.0,24.0,65.00000000000568,,,2,0.2,30.0
4067,0,1,,0,2,None_cut,3.1999999999999913,3,0,3,None_cut,3.2333333333333245,3,2,2,tomato_salad,2,3,,2,4,,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,71.99999999999682,56.0,,tomato_salad,1,1.0,12.0,24.0,66.25000000000597,,,2,0.2,30.0
4068,0,1,,0,2,None_cut,3.1999999999999913,3,0,3,None_cut,3.2333333333333245,3,2,2,tomato_salad,2,3,,2,4,,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,72.49999999999636,56.0,,tomato_salad,1,1.0,12.0,24.0,67.50000000000625,,,2,0.2,30.0
4069,0,1,,0,2,None_cut,3.1999999999999913,3,0,3,None_cut,3.2333333333333245,3,2,2,tomato_salad,2,3,,2,4,,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,72.99999999999591,56.0,,tomato_salad,1,1.0,12.0,24.0,68.75000000000654,,,2,0.2,30.0
4070,0,1,,0,2,None_cut,3.1999999999999913,3,0,3,None_cut,3.2333333333333245,3,2,2,tomato_salad,2,3,,2,4,,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,73.49999999999545,56.0,,tomato_salad,1,1.0,12.0,24.0,70.00000000000682,,,2,0.2,30.0
4071,0,1,,0,2,None_cut,3.1999999999999913,3,0,3,None_cut,3.2333333333333245,3,2,2,tomato_salad,2,3,,2,4,,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,73.999999999995,56.0,,tomato_salad,1,1.0,12.0,24.0,71.2500000000071,,,2,0.2,30.0
4072,0,1,,0,2,None_cut,3.1999999999999913,3,0,3,None_cut,3.2333333333333245,3,2,2,tomato_salad,2,3,,2,4,,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,74.49999999999454,56.0,,tomato_salad,1,1.0,12.0,24.0,72.50000000000739,,,2,0.2,30.0
4073,0,1,,0,2,None_cut,3.1999999999999913,3,0,3,None_cut,3.2333333333333245,3,2,2,tomato_salad,2,3,,2,4,,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,74.99999999999409,56.0,,tomato_salad,1,1.0,12.0,24.0,73.75000000000767,,,2,0.2,30.0
4074,0,1,,0,2,None_cut,3.1999999999999913,3,0,3,None_cut,3.2333333333333245,3,2,2,tomato_salad,2,3,,2,4,,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,75.49999999999363,56.0,,tomato_salad,1,1.0,12.0,24.0,75.00000000000796,,,2,0.2,30.0
4075,0,1,,0,2,None_cut,3.1999999999999913,3,0,3,None_cut,3.2333333333333245,3,2,2,tomato_salad,2,3,,2,4,,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,75.99999999999318,56.0,,tomato_salad,1,1.0,12.0,24.0,76.25000000000824,,,2,0.2,30.0
4076,0,1,,0,2,None_cut,3.1999999999999913,3,0,3,None_cut,3.2333333333333245,3,2,2,tomato_salad,2,3,,2,4,,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,76.49999999999272,56.0,,tomato_salad,1,1.0,12.0,24.0,77.50000000000853,,,2,0.2,30.0
4077,0,1,,0,2,None_cut,3.1999999999999913,3,0,3,None_cut,3.2333333333333245,3,2,2,tomato_salad,2,3,,2,4,,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,76.99999999999227,56.0,,tomato_salad,1,1.0,12.0,24.0,78.75000000000881,,,2,0.2,30.0
4078,0,1,,0,2,None_cut,3.1999999999999913,3,0,3,None_cut,3.2333333333333245,3,2,2,tomato_salad,2,3,,2,4,,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,77.49999999999181,56.0,,tomato_salad,1,1.0,12.0,24.0,80.0000000000091,,,2,0.2,30.0
4079,0,1,,0,2,None_cut,3.1999999999999913,3,0,3,None_cut,3.2333333333333245,3,2,2,tomato_salad,2,3,,2,4,,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,77.99999999999136,56.0,,tomato_salad,1,1.0,12.0,24.0,78.75000000000881,,,2,0.2,30.0
4080,0,1,,0,2,None_cut,3.1999999999999913,3,0,3,None_cut,3.2333333333333245,3,2,2,tomato_salad,2,3,,2,4,,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,78.4999999999909,56.0,,tomato_salad,1,1.0,12.0,24.0,77.50000000000853,,,2,0.2,30.0
4081,0,1,,0,2,None_cut,3.1999999999999913,3,0,3,None_cut,3.2333333333333245,3,2,2,tomato_salad,2,3,,2,4,,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,78.99999999999045,56.0,,tomato_salad,1,1.0,12.0,24.0,76.25000000000824,,,2,0.2,30.0
4082,0,1,,0,2,None_cut,3.1999999999999913,3,0,3,None_cut,3.2333333333333245,3,2,2,tomato_salad,2,3,,2,4,,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,79.49999999999,56.0,,tomato_salad,1,1.0,12.0,24.0,75.00000000000796,,,2,0.2,30.0
4083,0,1,,0,2,None_cut,3.1999999999999913,3,0,3,None_cut,3.2333333333333245,3,2,2,tomato_salad,2,3,,2,4,,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,79.99999999998954,56.0,,tomato_salad,1,1.0,12.0,24.0,73.75000000000767,,,2,0.2,30.0
4084,0,1,,0,2,None_cut,3.1999999999999913,3,0,3,None_cut,3.2333333333333245,3,2,2,tomato_salad,2,3,,2,4,,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,80.49999999998909,56.0,,tomato_salad,1,1.0,12.0,24.0,72.50000000000739,,,2,0.2,30.0
4085,0,1,,0,2,None_cut,3.1999999999999913,3,0,3,None_cut,3.2333333333333245,3,2,2,tomato_salad,2,3,,2,4,,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,80.99999999998863,56.0,,tomato_salad,1,1.0,12.0,24.0,71.2500000000071,,,2,0.2,30.0
4086,0,1,,0,2,None_cut,3.1999999999999913,3,0,3,None_cut,3.2333333333333245,3,2,2,tomato_salad,2,3,,2,4,,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,81.49999999998818,56.0,,tomato_salad,1,1.0,12.0,24.0,70.00000000000682,,,2,0.2,30.0
4087,0,1,,0,2,None_cut,3.1999999999999913,3,0,3,None_cut,3.2333333333333245,3,2,2,tomato_salad,2,3,,2,4,,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,81.99999999998772,56.0,,tomato_salad,1,1.0,12.0,24.0,68.75000000000654,,,2,0.2,30.0
4088,0,1,,0,2,None_cut,3.1999999999999913,3,0,3,None_cut,3.2333333333333245,3,2,2,tomato_salad,2,3,,2,4,,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,82.49999999998727,56.0,,tomato_salad,1,1.0,12.0,24.0,67.50000000000625,,,2,0.2,30.0
4089,0,1,,0,2,None_cut,3.1999999999999913,3,0,3,None_cut,3.2333333333333245,3,2,2,tomato_salad,2,3,,2,4,,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,82.99999999998681,56.0,,tomato_salad,1,1.0,12.0,24.0,66.25000000000597,,,2,0.2,30.0
4090,0,1,,0,2,None_cut,3.1999999999999913,3,0,3,None_cut,3.2333333333333245,3,2,2,tomato_salad,2,3,,2,4,,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,83.49999999998636,56.0,,tomato_salad,1,1.0,12.0,24.0,65.00000000000568,,,2,0.2,30.0
4091,0,1,,0,2,None_cut,3.1999999999999913,3,0,3,None_cut,3.2333333333333245,3,2,2,tomato_salad,2,3,,2,4,,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,83.9999999999859,56.0,,tomato_salad,1,1.0,12.0,24.0,63.7500000000054,,,2,0.2,30.0
4092,0,1,,0,2,None_cut,3.1999999999999913,3,0,3,None_cut,3.2333333333333245,3,2,2,tomato_salad,2,3,,2,4,,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,84.49999999998545,56.0,,tomato_salad,1,1.0,12.0,24.0,62.500000000005116,,,2,0.2,30.0
4093,0,1,,0,2,None_cut,3.1999999999999913,3,0,3,None_cut,3.2333333333333245,3,2,2,tomato_salad,2,3,,2,4,,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,84.999999999985,56.0,,tomato_salad,1,1.0,12.0,24.0,61.25000000000483,,,2,0.2,30.0
4094,0,1,,0,2,None_cut,3.1999999999999913,3,0,3,None_cut,3.2333333333333245,3,2,2,tomato_salad,2,3,,2,4,,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,85.49999999998454,56.0,,tomato_salad,1,1.0,12.0,24.0,60.00000000000455,,,2,0.2,30.0
4095,0,1,,0,2,None_cut,3.1999999999999913,3,0,3,None_cut,3.2333333333333245,3,2,2,tomato_salad,2,3,,2,4,,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,85.99999999998408,56.0,,tomato_salad,1,1.0,12.0,24.0,58.75000000000426,,,2,0.2,30.0
4096,0,1,,0,2,None_cut,3.1999999999999913,3,0,3,None_cut,3.2333333333333245,3,2,2,tomato_salad,2,3,,2,4,,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,86.49999999998363,56.0,,tomato_salad,1,1.0,12.0,24.0,57.50000000000398,,,2,0.2,30.0
4097,0,1,,0,2,None_cut,3.1999999999999913,3,0,3,None_cut,3.2333333333333245,3,2,2,tomato_salad,2,3,,2,4,,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,86.99999999998317,56.0,,tomato_salad,1,1.0,12.0,24.0,56.250000000003695,,,2,0.2,30.0
4098,0,1,,0,2,None_cut,3.1999999999999913,3,0,3,None_cut,3.2333333333333245,3,2,2,tomato_salad,2,3,,2,4,,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,87.49999999998272,56.0,,tomato_salad,1,1.0,12.0,24.0,56.0,,,2,0.2,30.0
4099,0,1,,0,2,None_cut,3.1999999999999913,3,0,3,None_cut,3.2333333333333245,3,2,2,tomato_salad,2,3,,2,4,,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,88.0,56.0,,tomato_salad,1,1.0,12.0,24.0,56.0,,,2,0.2,30.0
4100,0,1,,0,2,None_cut,3.1999999999999913,3,0,3,None_cut,3.2333333333333245,3,2,2,tomato_salad,2,3,,2,4,,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,88.0,56.0,,,2,1.0,12.0,24.0,56.0,,,2,0.2,30.0
4101,0,1,,0,2,None_cut,3.1999999999999913,3,0,3,None_cut,3.2333333333333245,3,2,2,tomato_salad,2,3,,2,4,,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,88.0,56.0,,,2,1.0,12.0,24.0,56.0,,,2,0.2,30.0
4102,0,1,,0,2,None_cut,3.1999999999999913,3,0,3,None_cut,3.2333333333333245,3,2,2,tomato_salad,2,3,,2,4,,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,88.0,56.0,,,2,1.0,12.0,24.0,56.0,,,2,0.2,30.0
4103,0,1,,0,2,None_cut,3.1999999999999913,3,0,3,None_cut,3.2333333333333245,3,2,2,tomato_salad,2,3,,2,4,,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,88.0,56.0,,,2,1.0,12.0,24.0,56.0,,,2,0.2,30.0
4104,0,1,,0,2,None_cut,3.1999999999999913,3,0,3,None_cut,3.2333333333333245,3,2,2,tomato_salad,2,3,,2,4,,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,88.0,56.0,,,2,1.0,12.0,24.0,56.0,,,2,0.2,30.0
4105,0,1,,0,2,None_cut,3.1999999999999913,3,0,3,None_cut,3.2333333333333245,3,2,2,tomato_salad,2,3,,2,4,,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,88.0,56.0,,,2,1.0,12.0,24.0,56.0,,,2,0.2,30.0
4106,0,1,,0,2,None_cut,3.1999999999999913,3,0,3,None_cut,3.2333333333333245,3,2,2,tomato_salad,2,3,,2,4,,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,88.0,56.0,,,2,1.0,12.0,24.0,56.0,,,2,0.2,30.0
4107,0,1,,0,2,None_cut,3.1999999999999913,3,0,3,None_cut,3.2333333333333245,3,2,2,tomato_salad,2,3,,2,4,,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,88.0,56.0,,,2,1.0,12.0,24.0,56.0,,,2,0.2,30.0
4108,0,1,,0,2,None_cut,3.1999999999999913,3,0,3,None_cut,3.2333333333333245,3,2,2,tomato_salad,2,3,,2,4,,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,88.0,56.0,,,2,1.0,12.0,24.0,56.0,,,2,0.2,30.0
4109,0,1,,0,2,None_cut,3.1999999999999913,3,0,3,None_cut,3.2333333333333245,3,2,2,tomato_salad,2,3,,2,4,,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,88.0,56.0,,,2,1.0,12.0,24.0,56.0,,,2,0.2,30.0
4110,0,1,,0,2,None_cut,3.1999999999999913,3,0,3,None_cut,3.2333333333333245,3,2,2,tomato_salad,2,3,,2,4,,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,88.0,56.0,,,2,1.0,12.0,24.0,56.0,,,2,0.2,30.0
4111,0,1,,0,2,None_cut,3.1999999999999913,3,0,3,None_cut,3.2333333333333245,3,2,2,tomato_salad,2,3,,2,4,,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,88.0,56.0,,,2,1.0,12.0,24.0,56.0,,,2,0.2,30.0
4112,0,1,,0,2,None_cut,3.1999999999999913,3,0,3,None_cut,3.2333333333333245,3,2,2,tomato_salad,2,3,,2,4,,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,88.0,56.0,,,2,1.0,12.0,24.0,56.0,,,2,0.2,30.0
4113,0,1,,0,2,None_cut,3.1999999999999913,3,0,3,None_cut,3.2333333333333245,3,2,2,tomato_salad,2,3,,2,4,,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,88.0,56.0,,,2,1.0,12.0,24.0,56.0,,,2,0.2,30.0
4114,0,1,,0,2,None_cut,3.1999999999999913,3,0,3,None_cut,3.2333333333333245,3,2,2,tomato_salad,2,3,,2,4,,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,88.0,56.0,,,2,1.0,12.0,24.0,56.0,,,2,0.2,30.0
4115,0,1,,0,2,None_cut,3.1999999999999913,3,0,3,None_cut,3.2333333333333245,3,2,2,tomato_salad,2,3,,2,4,,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,88.0,56.0,,,2,1.0,12.0,24.0,56.0,,,2,0.2,30.0
4116,0,1,,0,2,None_cut,3.1999999999999913,3,0,3,None_cut,3.2333333333333245,3,2,2,tomato_salad,2,3,,2,4,,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,88.0,56.0,,,2,1.0,12.0,24.0,56.0,,,2,0.2,30.0
4117,0,1,,0,2,None_cut,3.1999999999999913,3,0,3,None_cut,3.2333333333333245,3,2,2,tomato_salad,2,3,,2,4,,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,88.0,56.0,,,2,1.0,12.0,24.0,56.0,,,2,0.2,30.0
4118,0,1,,0,2,None_cut,3.1999999999999913,3,0,3,None_cut,3.2333333333333245,3,2,2,tomato_salad,2,3,,2,4,,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,88.0,56.0,,,2,1.0,12.0,24.0,56.0,,,2,0.2,30.0
4119,0,1,,0,2,None_cut,3.1999999999999913,3,0,3,None_cut,3.2333333333333245,3,2,2,tomato_salad,2,3,,2,4,,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,88.0,56.0,,,2,1.0,12.0,24.0,56.0,,,2,0.2,30.0
4120,0,1,,0,2,None_cut,3.1999999999999913,3,0,3,None_cut,3.2333333333333245,3,2,2,tomato_salad,2,3,,2,4,,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,88.0,56.0,,,2,1.0,12.0,24.0,56.0,,,2,0.2,30.0
4121,0,1,,0,2,None_cut,3.1999999999999913,3,0,3,None_cut,3.2333333333333245,3,2,2,tomato_salad,2,3,,2,4,,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,88.0,56.0,,,2,1.0,12.0,24.0,56.0,,,2,0.2,30.0
4122,0,1,,0,2,None_cut,3.1999999999999913,3,0,3,None_cut,3.2333333333333245,3,2,2,tomato_salad,2,3,,2,4,,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,88.0,56.0,,,2,1.0,12.0,24.0,56.0,,,2,0.2,30.0
4123,0,1,,0,2,None_cut,3.1999999999999913,3,0,3,None_cut,3.2333333333333245,3,2,2,tomato_salad,2,3,,2,4,,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,88.0,56.0,,,2,1.0,12.0,24.0,56.0,,,2,0.2,30.0
4124,0,1,,0,2,None_cut,3.1999999999999913,3,0,3,None_cut,3.2333333333333245,3,2,2,tomato_salad,2,3,,2,4,,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,88.0,56.0,,,2,1.0,12.0,24.0,56.0,,,2,0.2,30.0
4125,0,1,,0,2,None_cut,3.1999999999999913,3,0,3,None_cut,3.2333333333333245,3,2,2,tomato_salad,2,3,,2,4,,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,88.0,56.0,,,2,1.0,12.0,24.0,56.0,,,2,0.2,30.0
4126,0,1,,0,2,None_cut,3.1999999999999913,3,0,3,None_cut,3.2333333333333245,3,2,2,tomato_salad,2,3,,2,4,,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,88.0,56.0,,,2,1.0,12.0,24.0,56.0,,,2,0.2,30.0
4127,0,1,,0,2,None_cut,3.1999999999999913,3,0,3,None_cut,3.2333333333333245,3,2,2,tomato_salad,2,3,,2,4,,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,88.0,56.0,,,2,1.0,12.0,24.0,56.0,,,2,0.2,30.0
4128,0,1,,0,2,None_cut,3.1999999999999913,3,0,3,None_cut,3.2333333333333245,3,2,2,tomato_salad,2,3,,2,4,,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,88.0,56.0,,,2,1.0,12.0,24.0,56.0,,,2,0.2,30.0
4129,0,1,,0,2,None_cut,3.1999999999999913,3,0,3,None_cut,3.2333333333333245,3,2,2,tomato_salad,2,3,,2,4,,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,88.0,56.0,,,2,1.0,12.0,24.0,56.0,,,2,0.2,30.0
4130,0,1,,0,2,None_cut,3.1999999999999913,3,0,3,None_cut,3.2333333333333245,3,2,2,tomato_salad,2,3,,2,4,,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,88.0,56.0,,,2,1.0,12.0,24.0,56.0,,,2,0.2,30.0
4131,0,1,,0,2,None_cut,3.1999999999999913,3,0,3,None_cut,3.2333333333333245,3,2,2,tomato_salad,2,3,,2,4,,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,88.0,56.0,,,2,1.0,12.0,24.0,56.0,,,2,0.2,30.0
4132,0,1,,0,2,None_cut,3.1999999999999913,3,0,3,None_cut,3.2333333333333245,3,2,2,tomato_salad,2,3,,2,4,,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,88.0,56.0,,,2,1.0,12.0,24.0,56.0,,,2,0.2,30.0
