tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_03_slot_x,CuttingBoard_03_slot_y,CuttingBoard_03_item,CuttingBoard_03_cut_time_accumulated,CuttingBoard_03_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,b56943aaddec71fb_score,player_fffbef8e_x,player_fffbef8e_y,player_fffbef8e_move_target,player_fffbef8e_item,player_fffbef8e_score,player_fffbef8e_cut_speed,player_fffbef8e_speed,player_8db29afa_x,player_8db29afa_y,player_8db29afa_move_target,player_8db29afa_item,player_8db29afa_score,player_8db29afa_cut_speed,player_8db29afa_speed
2982,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_cut,2,4,tomato_cut,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,104.0,24.0,,plate,0,1.0,12.0,104.0,24.0,,plate,1,0.2,30.0
2983,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_cut,2,4,tomato_cut,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,104.0,24.0,,plate,0,1.0,12.0,104.0,24.0,,plate,1,0.2,30.0
2984,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_cut,2,4,tomato_cut,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,104.0,24.0,,plate,0,1.0,12.0,104.0,24.0,,plate,1,0.2,30.0
2985,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_cut,2,4,tomato_cut,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,104.0,24.0,,plate,0,1.0,12.0,104.0,24.0,,plate,1,0.2,30.0
2986,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_cut,2,4,tomato_cut,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,104.0,24.0,,plate,0,1.0,12.0,104.0,24.0,,plate,1,0.2,30.0
2987,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_cut,2,4,tomato_cut,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,104.0,24.0,,plate,0,1.0,12.0,104.0,24.0,,plate,1,0.2,30.0
2988,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_cut,2,4,tomato_cut,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,103.64644660940678,24.35355339059322,,plate,0,1.0,12.0,104.0,24.0,,plate,1,0.2,30.0
2989,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_cut,2,4,tomato_cut,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,103.29289321881356,24.70710678118644,,plate,0,1.0,12.0,104.0,24.0,,plate,1,0.2,30.0
2990,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_cut,2,4,tomato_cut,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,102.93933982822034,25.06066017177966,,plate,0,1.0,12.0,104.0,24.0,,plate,1,0.2,30.0
2991,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_cut,2,4,tomato_cut,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,102.58578643762712,25.41421356237288,,plate,0,1.0,12.0,104.0,24.0,,plate,1,0.2,30.0
2992,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_cut,2,4,tomato_cut,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,102.2322330470339,25.7677669529661,,plate,0,1.0,12.0,104.0,24.0,,plate,1,0.2,30.0
2993,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_cut,2,4,tomato_cut,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,101.87867965644068,26.12132034355932,,plate,0,1.0,12.0,104.0,24.0,,plate,1,0.2,30.0
2994,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_cut,2,4,tomato_cut,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,101.52512626584746,26.47487373415254,,plate,0,1.0,12.0,104.0,24.0,,plate,1,0.2,30.0
2995,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_cut,2,4,tomato_cut,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,101.17157287525424,26.828427124745758,,plate,0,1.0,12.0,104.0,24.0,,plate,1,0.2,30.0
2996,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_cut,2,4,tomato_cut,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,100.81801948466102,27.181980515338978,,plate,0,1.0,12.0,104.0,24.0,,plate,1,0.2,30.0
2997,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_cut,2,4,tomato_cut,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,100.4644660940678,27.535533905932198,,plate,0,1.0,12.0,104.0,24.0,,plate,1,0.2,30.0
2998,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_cut,2,4,tomato_cut,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,100.11091270347458,27.889087296525418,,plate,0,1.0,12.0,104.0,24.0,,plate,1,0.2,30.0
2999,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_cut,2,4,tomato_cut,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,99.75735931288136,28.242640687118637,,plate,0,1.0,12.0,104.0,24.0,,plate,1,0.2,30.0
3000,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_cut,2,4,tomato_cut,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,99.40380592228814,28.596194077711857,,plate,0,1.0,12.0,104.0,24.0,,plate,1,0.2,30.0
3001,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_cut,2,4,tomato_cut,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,99.05025253169492,28.949747468305077,,plate,0,1.0,12.0,104.0,24.0,,plate,1,0.2,30.0
3002,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_cut,2,4,tomato_cut,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,98.6966991411017,29.303300858898297,,plate,0,1.0,12.0,104.0,24.0,,plate,1,0.2,30.0
3003,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_cut,2,4,tomato_cut,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,98.34314575050848,29.656854249491516,,plate,0,1.0,12.0,104.0,24.0,,plate,1,0.2,30.0
3004,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_cut,2,4,tomato_cut,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,97.98959235991526,30.010407640084736,,plate,0,1.0,12.0,104.0,24.0,,plate,1,0.2,30.0
3005,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_cut,2,4,tomato_cut,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,97.63603896932204,30.363961030677956,,plate,0,1.0,12.0,104.0,24.0,,plate,1,0.2,30.0
3006,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_cut,2,4,tomato_cut,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,97.28248557872882,30.717514421271176,,plate,0,1.0,12.0,104.0,24.0,,plate,1,0.2,30.0
3007,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_cut,2,4,tomato_cut,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,96.9289321881356,31.071067811864395,,plate,0,1.0,12.0,104.0,24.0,,plate,1,0.2,30.0
3008,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_cut,2,4,tomato_cut,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,96.57537879754238,31.424621202457615,,plate,0,1.0,12.0,104.0,24.0,,plate,1,0.2,30.0
3009,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_cut,2,4,tomato_cut,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,96.22182540694916,31.778174593050835,,plate,0,1.0,12.0,104.0,24.0,,plate,1,0.2,30.0
3010,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_cut,2,4,tomato_cut,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,95.86827201635595,32.131727983644055,,plate,0,1.0,12.0,104.0,24.0,,plate,1,0.2,30.0
3011,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_cut,2,4,tomato_cut,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,95.51471862576273,32.485281374237275,,plate,0,1.0,12.0,104.0,24.0,,plate,1,0.2,30.0
3012,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_cut,2,4,tomato_cut,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,95.1611652351695,32.838834764830494,,plate,0,1.0,12.0,104.0,24.0,,plate,1,0.2,30.0
3013,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_cut,2,4,tomato_cut,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,94.80761184457629,33.192388155423714,,plate,0,1.0,12.0,104.0,24.0,,plate,1,0.2,30.0
3014,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_cut,2,4,tomato_cut,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,94.45405845398307,33.545941546016934,,plate,0,1.0,12.0,104.0,24.0,,plate,1,0.2,30.0
3015,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_cut,2,4,tomato_cut,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,94.10050506338985,33.899494936610154,,plate,0,1.0,12.0,104.0,24.0,,plate,1,0.2,30.0
3016,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_cut,2,4,tomato_cut,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,93.74695167279663,34.25304832720337,,plate,0,1.0,12.0,104.0,24.0,,plate,1,0.2,30.0
3017,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_cut,2,4,tomato_cut,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,93.3933982822034,34.60660171779659,,plate,0,1.0,12.0,104.0,25.24999999999993,,plate,1,0.2,30.0
3018,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_cut,2,4,tomato_cut,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,93.03984489161019,34.96015510838981,,plate,0,1.0,12.0,104.0,26.499999999999858,,plate,1,0.2,30.0
3019,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_cut,2,4,tomato_cut,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,92.68629150101697,35.31370849898303,,plate,0,1.0,12.0,104.0,27.749999999999787,,plate,1,0.2,30.0
3020,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_cut,2,4,tomato_cut,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,92.33273811042375,35.66726188957625,,plate,0,1.0,12.0,104.0,28.999999999999716,,plate,1,0.2,30.0
3021,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_cut,2,4,tomato_cut,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,91.97918471983053,36.02081528016947,,plate,0,1.0,12.0,104.0,30.249999999999645,,plate,1,0.2,30.0
3022,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_cut,2,4,tomato_cut,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,91.62563132923731,36.37436867076269,,plate,0,1.0,12.0,104.0,31.499999999999574,,plate,1,0.2,30.0
3023,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_cut,2,4,tomato_cut,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,91.27207793864409,36.72792206135591,,plate,0,1.0,12.0,104.0,32.749999999999716,,plate,1,0.2,30.0
3024,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_cut,2,4,tomato_cut,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,90.91852454805087,37.08147545194913,,plate,0,1.0,12.0,104.0,34.0,,plate,1,0.2,30.0
3025,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_cut,2,4,tomato_cut,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,90.56497115745765,37.43502884254235,,plate,0,1.0,12.0,104.0,35.250000000000284,,plate,1,0.2,30.0
3026,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_cut,2,4,tomato_cut,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,90.21141776686443,37.78858223313557,,plate,0,1.0,12.0,104.0,36.50000000000057,,plate,1,0.2,30.0
3027,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_cut,2,4,tomato_cut,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,89.85786437627121,38.14213562372879,,plate,0,1.0,12.0,104.0,37.75000000000085,,plate,1,0.2,30.0
3028,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_cut,2,4,tomato_cut,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,89.50431098567799,38.49568901432201,,plate,0,1.0,12.0,104.0,39.00000000000114,,plate,1,0.2,30.0
3029,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_cut,2,4,tomato_cut,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,89.15075759508477,38.84924240491523,,plate,0,1.0,12.0,104.0,40.0,,plate,1,0.2,30.0
3030,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_cut,2,4,tomato_cut,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.79720420449155,39.20279579550845,,plate,0,1.0,12.0,104.0,40.0,,plate,1,0.2,30.0
3031,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_cut,2,4,tomato_cut,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.44365081389833,39.55634918610167,,plate,0,1.0,12.0,104.0,40.0,,plate,1,0.2,30.0
3032,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_cut,2,4,tomato_cut,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.04471075017727,39.80221161601552,,plate,0,1.0,12.0,104.0,40.0,,plate,1,0.2,30.0
3033,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_cut,2,4,tomato_cut,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,87.54474873659103,39.808374810868834,,plate,0,1.0,12.0,104.0,40.0,,plate,1,0.2,30.0
3034,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_cut,2,4,tomato_cut,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,87.04478672300479,39.81453800572215,,plate,0,1.0,12.0,104.0,40.0,,plate,1,0.2,30.0
3035,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_cut,2,4,tomato_cut,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,86.54482470941855,39.82070120057546,,plate,0,1.0,12.0,104.0,40.0,,plate,1,0.2,30.0
3036,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_cut,2,4,tomato_cut,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,86.04486269583231,39.82686439542878,,plate,0,1.0,12.0,104.0,40.0,,plate,1,0.2,30.0
3037,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_cut,2,4,tomato_cut,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,85.54490068224607,39.83302759028209,,plate,0,1.0,12.0,104.0,40.0,,plate,1,0.2,30.0
3038,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_cut,2,4,tomato_cut,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,85.04493866865982,39.83919078513541,,plate,0,1.0,12.0,104.0,40.0,,plate,1,0.2,30.0
3039,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_cut,2,4,tomato_cut,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,84.54497665507358,39.84535397998872,,plate,0,1.0,12.0,104.0,40.0,,plate,1,0.2,30.0
3040,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_cut,2,4,tomato_cut,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,84.04501464148734,39.85151717484204,,plate,0,1.0,12.0,104.0,40.0,,plate,1,0.2,30.0
3041,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_cut,2,4,tomato_cut,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,83.5450526279011,39.85768036969535,,plate,0,1.0,12.0,104.0,40.0,,plate,1,0.2,30.0
3042,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_cut,2,4,tomato_cut,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,83.04509061431486,39.86384356454867,,plate,0,1.0,12.0,104.0,40.0,,plate,1,0.2,30.0
3043,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_cut,2,4,tomato_cut,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,82.54512860072862,39.87000675940198,,plate,0,1.0,12.0,104.0,40.0,,plate,1,0.2,30.0
3044,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_cut,2,4,tomato_cut,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,82.04516658714238,39.876169954255296,,plate,0,1.0,12.0,104.0,40.0,,plate,1,0.2,30.0
3045,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_cut,2,4,tomato_cut,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,81.54520457355613,39.88233314910861,,plate,0,1.0,12.0,104.0,40.0,,plate,1,0.2,30.0
3046,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_cut,2,4,tomato_cut,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,81.04524255996989,39.888496343961926,,plate,0,1.0,12.0,104.0,40.0,,plate,1,0.2,30.0
3047,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_cut,2,4,tomato_cut,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,80.54528054638365,39.89465953881524,,plate,0,1.0,12.0,104.0,40.0,,plate,1,0.2,30.0
3048,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_cut,2,4,tomato_cut,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,80.04531853279741,39.900822733668555,,plate,0,1.0,12.0,104.0,40.0,,plate,1,0.2,30.0
3049,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_cut,2,4,tomato_cut,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,79.54535651921117,39.90698592852187,,plate,0,1.0,12.0,104.0,40.0,,plate,1,0.2,30.0
3050,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_cut,2,4,tomato_cut,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,79.04539450562493,39.913149123375185,,plate,0,1.0,12.0,104.0,40.0,,plate,1,0.2,30.0
3051,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_cut,2,4,tomato_cut,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,78.54543249203869,39.91931231822871,,plate,0,1.0,12.0,104.0,40.0,,plate,1,0.2,30.0
3052,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_cut,2,4,tomato_cut,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,78.04547047845244,39.92547551308238,,plate,0,1.0,12.0,104.0,40.0,,plate,1,0.2,30.0
3053,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_cut,2,4,tomato_cut,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,77.5455084648662,39.93163870793605,,plate,0,1.0,12.0,104.0,40.0,,plate,1,0.2,30.0
3054,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_cut,2,4,tomato_cut,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,77.04554645127996,39.93780190278972,,plate,0,1.0,12.0,104.0,40.0,,plate,1,0.2,30.0
