tick,phase,collision,CuttingBoard_01_slot_x,CuttingBoard_01_slot_y,CuttingBoard_01_item,CuttingBoard_01_cut_time_accumulated,CuttingBoard_01_cut_stage,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_10_slot_x,CuttingBoard_10_slot_y,CuttingBoard_10_item,CuttingBoard_10_cut_time_accumulated,CuttingBoard_10_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Counter_26_slot_x,Counter_26_slot_y,Counter_26_item,Counter_27_slot_x,Counter_27_slot_y,Counter_27_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Delivery_53_slot_x,Delivery_53_slot_y,Delivery_53_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Dispenser_80_slot_x,Dispenser_80_slot_y,Dispenser_80_item,Delivery_83_slot_x,Delivery_83_slot_y,Delivery_83_item,Dispenser_91_slot_x,Dispenser_91_slot_y,Dispenser_91_item,Delivery_93_slot_x,Delivery_93_slot_y,Delivery_93_item,a31c2d73f3251676_score,player_22ea158c_x,player_22ea158c_y,player_22ea158c_move_target,player_22ea158c_item,player_22ea158c_score,player_22ea158c_cut_speed,player_22ea158c_speed,player_fc00df8d_x,player_fc00df8d_y,player_fc00df8d_move_target,player_fc00df8d_item,player_fc00df8d_score,player_fc00df8d_cut_speed,player_fc00df8d_speed,5c17ba98283c18ab_score,9f7aaf691bc4e2aa_message,55c5de5d56f47d2c_score
5254,test,True,0,1,,0.0,0,0,2,tomato,1.875000000000001,1,1,0,,0,0,2,2,,2,3,,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,,1,1.0,30.0,24.0,40.0,,,1,1.0,30.0,,,2.0
5255,test,True,0,1,,0.0,0,0,2,tomato,1.9166666666666679,1,1,0,,0,0,2,2,,2,3,,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,,1,1.0,30.0,24.0,40.0,,,1,1.0,30.0,,,2.0
5256,test,True,0,1,,0.0,0,0,2,tomato,1.9583333333333346,1,1,0,,0,0,2,2,,2,3,,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,,1,1.0,30.0,24.0,40.0,,,1,1.0,30.0,,,2.0
5257,test,True,0,1,,0.0,0,0,2,tomato,2.0000000000000013,2,1,0,,0,0,2,2,,2,3,,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,,1,1.0,30.0,24.0,40.0,,,1,1.0,30.0,,,2.0
5258,test,True,0,1,,0.0,0,0,2,tomato,2.041666666666668,2,1,0,,0,0,2,2,,2,3,,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,,1,1.0,30.0,24.0,40.0,,,1,1.0,30.0,,,2.0
5259,test,True,0,1,,0.0,0,0,2,tomato,2.0833333333333344,2,1,0,,0,0,2,2,,2,3,,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,,1,1.0,30.0,24.0,40.0,,,1,1.0,30.0,,,2.0
5260,test,True,0,1,,0.0,0,0,2,tomato,2.125000000000001,2,1,0,,0,0,2,2,,2,3,,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,,1,1.0,30.0,24.0,40.0,,,1,1.0,30.0,,,2.0
5261,test,True,0,1,,0.0,0,0,2,tomato,2.1666666666666674,2,1,0,,0,0,2,2,,2,3,,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,,1,1.0,30.0,24.0,40.0,,,1,1.0,30.0,,,2.0
5262,test,True,0,1,,0.0,0,0,2,tomato,2.208333333333334,2,1,0,,0,0,2,2,,2,3,,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,,1,1.0,30.0,24.0,40.0,,,1,1.0,30.0,,,2.0
5263,test,True,0,1,,0.0,0,0,2,tomato,2.2500000000000004,2,1,0,,0,0,2,2,,2,3,,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,,1,1.0,30.0,24.0,40.0,,,1,1.0,30.0,,,2.0
5264,test,True,0,1,,0.0,0,0,2,tomato,2.291666666666667,2,1,0,,0,0,2,2,,2,3,,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,,1,1.0,30.0,24.0,40.0,,,1,1.0,30.0,,,2.0
5265,test,True,0,1,,0.0,0,0,2,tomato,2.3333333333333335,2,1,0,,0,0,2,2,,2,3,,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,,1,1.0,30.0,24.0,40.0,,,1,1.0,30.0,,,2.0
5266,test,True,0,1,,0.0,0,0,2,tomato,2.375,2,1,0,,0,0,2,2,,2,3,,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,,1,1.0,30.0,24.0,40.0,,,1,1.0,30.0,,,2.0
5267,test,True,0,1,,0.0,0,0,2,tomato,2.4166666666666665,2,1,0,,0,0,2,2,,2,3,,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,,1,1.0,30.0,24.0,40.0,,,1,1.0,30.0,,,2.0
5268,test,True,0,1,,0.0,0,0,2,tomato,2.458333333333333,2,1,0,,0,0,2,2,,2,3,,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,,1,1.0,30.0,24.0,40.0,,,1,1.0,30.0,,,2.0
5269,test,True,0,1,,0.0,0,0,2,tomato,2.4999999999999996,2,1,0,,0,0,2,2,,2,3,,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,,1,1.0,30.0,24.0,40.0,,,1,1.0,30.0,,,2.0
5270,test,True,0,1,,0.0,0,0,2,tomato,2.541666666666666,2,1,0,,0,0,2,2,,2,3,,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,,1,1.0,30.0,24.0,40.0,,,1,1.0,30.0,,,2.0
5271,test,True,0,1,,0.0,0,0,2,tomato,2.5833333333333326,2,1,0,,0,0,2,2,,2,3,,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,,1,1.0,30.0,24.0,40.0,,,1,1.0,30.0,,,2.0
5272,test,True,0,1,,0.0,0,0,2,tomato,2.624999999999999,2,1,0,,0,0,2,2,,2,3,,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,,1,1.0,30.0,24.0,40.0,,,1,1.0,30.0,,,2.0
5273,test,True,0,1,,0.0,0,0,2,tomato,2.6666666666666656,2,1,0,,0,0,2,2,,2,3,,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,,1,1.0,30.0,24.0,40.0,,,1,1.0,30.0,,,2.0
5274,test,True,0,1,,0.0,0,0,2,tomato,2.708333333333332,2,1,0,,0,0,2,2,,2,3,,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,,1,1.0,30.0,24.0,40.0,,,1,1.0,30.0,,,2.0
5275,test,True,0,1,,0.0,0,0,2,tomato,2.7499999999999987,2,1,0,,0,0,2,2,,2,3,,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,,1,1.0,30.0,24.0,40.0,,,1,1.0,30.0,,,2.0
5276,test,True,0,1,,0.0,0,0,2,tomato,2.791666666666665,2,1,0,,0,0,2,2,,2,3,,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,,1,1.0,30.0,24.0,40.0,,,1,1.0,30.0,,,2.0
5277,test,True,0,1,,0.0,0,0,2,tomato,2.8333333333333317,2,1,0,,0,0,2,2,,2,3,,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,,1,1.0,30.0,24.0,40.0,,,1,1.0,30.0,,,2.0
5278,test,True,0,1,,0.0,0,0,2,tomato,2.8749999999999982,2,1,0,,0,0,2,2,,2,3,,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,,1,1.0,30.0,24.0,40.0,,,1,1.0,30.0,,,2.0
5279,test,True,0,1,,0.0,0,0,2,tomato,2.9166666666666647,2,1,0,,0,0,2,2,,2,3,,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,,1,1.0,30.0,24.0,40.0,,,1,1.0,30.0,,,2.0
5280,test,True,0,1,,0.0,0,0,2,tomato,2.9583333333333313,2,1,0,,0,0,2,2,,2,3,,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,,1,1.0,30.0,24.0,40.0,,,1,1.0,30.0,,,2.0
5281,test,True,0,1,,0.0,0,0,2,tomato,2.999999999999998,2,1,0,,0,0,2,2,,2,3,,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,,1,1.0,30.0,24.0,40.0,,,1,1.0,30.0,,,2.0
5282,test,True,0,1,,0.0,0,0,2,tomato_cut,3.0416666666666643,3,1,0,,0,0,2,2,,2,3,,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,,1,1.0,30.0,24.0,40.0,,,1,1.0,30.0,,,2.0
5283,test,True,0,1,,0.0,0,0,2,tomato_cut,3.083333333333331,3,1,0,,0,0,2,2,,2,3,,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,,1,1.0,30.0,24.0,40.0,,,1,1.0,30.0,,,2.0
5284,test,True,0,1,,0.0,0,0,2,tomato_cut,3.1249999999999973,3,1,0,,0,0,2,2,,2,3,,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,,1,1.0,30.0,24.0,40.0,,,1,1.0,30.0,,,2.0
5285,test,True,0,1,,0.0,0,0,2,tomato_cut,3.166666666666664,3,1,0,,0,0,2,2,,2,3,,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,,1,1.0,30.0,24.0,40.0,,,1,1.0,30.0,,,2.0
5286,test,True,0,1,,0.0,0,0,2,tomato_cut,3.2083333333333304,3,1,0,,0,0,2,2,,2,3,,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,,1,1.0,30.0,24.0,40.0,,,1,1.0,30.0,,,2.0
5287,test,True,0,1,,0.0,0,0,2,tomato_cut,3.249999999999997,3,1,0,,0,0,2,2,,2,3,,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,,1,1.0,30.0,24.0,40.0,,,1,1.0,30.0,,,2.0
5288,test,True,0,1,,0.0,0,0,2,tomato_cut,3.2916666666666634,3,1,0,,0,0,2,2,,2,3,,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,,1,1.0,30.0,24.0,40.0,,,1,1.0,30.0,,,2.0
5289,test,True,0,1,,0.0,0,0,2,tomato_cut,3.33333333333333,3,1,0,,0,0,2,2,,2,3,,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,,1,1.0,30.0,24.0,40.0,,,1,1.0,30.0,,,2.0
5290,test,True,0,1,,0.0,0,0,2,tomato_cut,3.3749999999999964,3,1,0,,0,0,2,2,,2,3,,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,,1,1.0,30.0,24.0,40.0,,,1,1.0,30.0,,,2.0
5291,test,True,0,1,,0.0,0,0,2,tomato_cut,3.416666666666663,3,1,0,,0,0,2,2,,2,3,,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,,1,1.0,30.0,24.0,40.0,,,1,1.0,30.0,,,2.0
5292,test,True,0,1,,0.0,0,0,2,tomato_cut,3.4583333333333295,3,1,0,,0,0,2,2,,2,3,,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,,1,1.0,30.0,24.0,40.0,,,1,1.0,30.0,,,2.0
5293,test,True,0,1,,0.0,0,0,2,tomato_cut,3.499999999999996,3,1,0,,0,0,2,2,,2,3,,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,,1,1.0,30.0,24.0,40.0,,,1,1.0,30.0,,,2.0
5294,test,True,0,1,,0.0,0,0,2,tomato_cut,3.5416666666666625,3,1,0,,0,0,2,2,,2,3,,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,,1,1.0,30.0,24.0,40.0,,,1,1.0,30.0,,,2.0
5295,test,True,0,1,,0.0,0,0,2,tomato_cut,3.583333333333329,3,1,0,,0,0,2,2,,2,3,,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,,1,1.0,30.0,24.0,40.0,,,1,1.0,30.0,,,2.0
5296,test,True,0,1,,0.0,0,0,2,tomato_cut,3.6249999999999956,3,1,0,,0,0,2,2,,2,3,,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,,1,1.0,30.0,24.0,40.0,,,1,1.0,30.0,,,2.0
5297,test,True,0,1,,0.0,0,0,2,tomato_cut,3.666666666666662,3,1,0,,0,0,2,2,,2,3,,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,,1,1.0,30.0,24.0,40.0,,,1,1.0,30.0,,,2.0
5298,test,True,0,1,,0.0,0,0,2,tomato_cut,3.666666666666662,3,1,0,,0,0,2,2,,2,3,,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,,1,1.0,30.0,24.0,40.0,,,1,1.0,30.0,,,2.0
5299,test,True,0,1,,0.0,0,0,2,tomato_cut,3.666666666666662,3,1,0,,0,0,2,2,,2,3,,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,,1,1.0,30.0,24.0,40.0,,,1,1.0,30.0,,,2.0
5300,test,True,0,1,,0.0,0,0,2,tomato_cut,3.666666666666662,3,1,0,,0,0,2,2,,2,3,,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,,1,1.0,30.0,24.0,40.0,,,1,1.0,30.0,,,2.0
5301,test,True,0,1,,0.0,0,0,2,None_cut,3.666666666666662,3,1,0,,0,0,2,2,,2,3,,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,,1,1.0,30.0,24.0,40.0,,tomato_cut,1,1.0,30.0,,,2.0
5302,test,True,0,1,,0.0,0,0,2,None_cut,3.666666666666662,3,1,0,,0,0,2,2,,2,3,,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,,1,1.0,30.0,24.0,40.0,,tomato_cut,1,1.0,30.0,,,2.0
5303,test,True,0,1,,0.0,0,0,2,None_cut,3.666666666666662,3,1,0,,0,0,2,2,,2,3,,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,,1,1.0,30.0,24.0,40.0,,tomato_cut,1,1.0,30.0,,,2.0
5304,test,True,0,1,,0.0,0,0,2,None_cut,3.666666666666662,3,1,0,,0,0,2,2,,2,3,,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,,1,1.0,30.0,24.0,40.0,,tomato_cut,1,1.0,30.0,,,2.0
5305,test,True,0,1,,0.0,0,0,2,None_cut,3.666666666666662,3,1,0,,0,0,2,2,,2,3,,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,,1,1.0,30.0,24.0,40.0,,tomato_cut,1,1.0,30.0,,,2.0
5306,test,True,0,1,,0.0,0,0,2,None_cut,3.666666666666662,3,1,0,,0,0,2,2,,2,3,,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,,1,1.0,30.0,24.0,40.0,,tomato_cut,1,1.0,30.0,,,2.0
5307,test,True,0,1,,0.0,0,0,2,None_cut,3.666666666666662,3,1,0,,0,0,2,2,,2,3,,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,,1,1.0,30.0,24.0,40.0,,tomato_cut,1,1.0,30.0,,,2.0
5308,test,True,0,1,,0.0,0,0,2,None_cut,3.666666666666662,3,1,0,,0,0,2,2,,2,3,,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,,1,1.0,30.0,24.0,40.0,,tomato_cut,1,1.0,30.0,,,2.0
5309,test,True,0,1,,0.0,0,0,2,None_cut,3.666666666666662,3,1,0,,0,0,2,2,,2,3,,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,,1,1.0,30.0,24.0,40.0,,tomato_cut,1,1.0,30.0,,,2.0
5310,test,True,0,1,,0.0,0,0,2,None_cut,3.666666666666662,3,1,0,,0,0,2,2,,2,3,,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,,1,1.0,30.0,24.0,40.0,,tomato_cut,1,1.0,30.0,,,2.0
5311,test,True,0,1,,0.0,0,0,2,None_cut,3.666666666666662,3,1,0,,0,0,2,2,,2,3,,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,,1,1.0,30.0,24.0,40.0,,tomato_cut,1,1.0,30.0,,,2.0
5312,test,True,0,1,,0.0,0,0,2,None_cut,3.666666666666662,3,1,0,,0,0,2,2,,2,3,,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,,1,1.0,30.0,24.0,40.0,,tomato_cut,1,1.0,30.0,,,2.0
5313,test,True,0,1,,0.0,0,0,2,None_cut,3.666666666666662,3,1,0,,0,0,2,2,,2,3,,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,,1,1.0,30.0,24.0,40.0,,tomato_cut,1,1.0,30.0,,,2.0
5314,test,True,0,1,,0.0,0,0,2,None_cut,3.666666666666662,3,1,0,,0,0,2,2,,2,3,,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,,1,1.0,30.0,24.0,40.0,,tomato_cut,1,1.0,30.0,,,2.0
5315,test,True,0,1,,0.0,0,0,2,None_cut,3.666666666666662,3,1,0,,0,0,2,2,,2,3,,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,,1,1.0,30.0,24.0,40.0,,tomato_cut,1,1.0,30.0,,,2.0
5316,test,True,0,1,,0.0,0,0,2,None_cut,3.666666666666662,3,1,0,,0,0,2,2,,2,3,,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,,1,1.0,30.0,24.0,40.0,,tomato_cut,1,1.0,30.0,,,2.0
5317,test,True,0,1,,0.0,0,0,2,None_cut,3.666666666666662,3,1,0,,0,0,2,2,,2,3,,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,,1,1.0,30.0,24.0,40.0,,tomato_cut,1,1.0,30.0,,,2.0
5318,test,True,0,1,,0.0,0,0,2,None_cut,3.666666666666662,3,1,0,,0,0,2,2,,2,3,,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,,1,1.0,30.0,24.0,40.0,,tomato_cut,1,1.0,30.0,,,2.0
5319,test,True,0,1,,0.0,0,0,2,None_cut,3.666666666666662,3,1,0,,0,0,2,2,,2,3,,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,,1,1.0,30.0,24.0,40.0,,tomato_cut,1,1.0,30.0,,,2.0
5320,test,True,0,1,,0.0,0,0,2,None_cut,3.666666666666662,3,1,0,,0,0,2,2,,2,3,,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,,1,1.0,30.0,24.0,40.0,,tomato_cut,1,1.0,30.0,,,2.0
5321,test,True,0,1,,0.0,0,0,2,None_cut,3.666666666666662,3,1,0,,0,0,2,2,,2,3,,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,,1,1.0,30.0,24.0,40.0,,tomato_cut,1,1.0,30.0,,,2.0
5322,test,True,0,1,,0.0,0,0,2,None_cut,3.666666666666662,3,1,0,,0,0,2,2,,2,3,,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,,1,1.0,30.0,24.0,40.0,,tomato_cut,1,1.0,30.0,,,2.0
5323,test,True,0,1,,0.0,0,0,2,None_cut,3.666666666666662,3,1,0,,0,0,2,2,,2,3,,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,,1,1.0,30.0,24.0,40.0,,tomato_cut,1,1.0,30.0,,,2.0
5324,test,True,0,1,,0.0,0,0,2,None_cut,3.666666666666662,3,1,0,,0,0,2,2,,2,3,,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,,1,1.0,30.0,24.0,40.0,,tomato_cut,1,1.0,30.0,,,2.0
