tick,phase,collision,CuttingBoard_01_slot_x,CuttingBoard_01_slot_y,CuttingBoard_01_item,CuttingBoard_01_cut_time_accumulated,CuttingBoard_01_cut_stage,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_10_slot_x,CuttingBoard_10_slot_y,CuttingBoard_10_item,CuttingBoard_10_cut_time_accumulated,CuttingBoard_10_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Counter_26_slot_x,Counter_26_slot_y,Counter_26_item,Counter_27_slot_x,Counter_27_slot_y,Counter_27_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Delivery_53_slot_x,Delivery_53_slot_y,Delivery_53_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Dispenser_80_slot_x,Dispenser_80_slot_y,Dispenser_80_item,Delivery_83_slot_x,Delivery_83_slot_y,Delivery_83_item,Dispenser_91_slot_x,Dispenser_91_slot_y,Dispenser_91_item,Delivery_93_slot_x,Delivery_93_slot_y,Delivery_93_item,1c39fd11ca5d1243_score,player_19165c71_x,player_19165c71_y,player_19165c71_move_target,player_19165c71_item,player_19165c71_score,player_19165c71_cut_speed,player_19165c71_speed,player_43fa941b_x,player_43fa941b_y,player_43fa941b_move_target,player_43fa941b_item,player_43fa941b_score,player_43fa941b_cut_speed,player_43fa941b_speed,a961b1ab432a5ae6_score,2ee877728f23a506_message,a07b8d33470a4b8b_score
6484,test,True,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,71.19262094221243,40.8168876417038,,tomato,3,1.0,30.0,88.0,40.0,,,2,1.0,30.0,,,5.0
6485,test,True,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,71.80770681031785,40.19455784580987,,tomato,3,1.0,30.0,88.0,40.0,,,2,1.0,30.0,,,5.0
6486,test,True,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,71.80770681031785,40.19455784580987,,tomato,3,1.0,30.0,88.0,40.0,,,2,1.0,30.0,,,5.0
6487,test,True,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,71.80770681031785,40.19455784580987,,tomato,3,1.0,30.0,88.0,40.0,,,2,1.0,30.0,,,5.0
6488,test,True,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,71.80770681031785,40.19455784580987,,tomato,3,1.0,30.0,88.0,40.0,,,2,1.0,30.0,,,5.0
6489,test,True,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,70.55780147553403,40.1791742805452,,tomato,3,1.0,30.0,88.0,40.0,,,2,1.0,30.0,,,5.0
6490,test,True,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,69.30789614075022,40.16379071528053,,tomato,3,1.0,30.0,88.0,40.0,,,2,1.0,30.0,,,5.0
6491,test,True,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,68.0579908059664,40.148407150015856,,tomato,3,1.0,30.0,88.0,40.0,,,2,1.0,30.0,,,5.0
6492,test,True,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,66.80808547118258,40.133023584751186,,tomato,3,1.0,30.0,88.0,40.0,,,2,1.0,30.0,,,5.0
6493,test,True,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,65.55818013639876,40.117640019486515,,tomato,3,1.0,30.0,88.0,40.0,,,2,1.0,30.0,,,5.0
6494,test,True,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,64.30827480161494,40.102256454221845,,tomato,3,1.0,30.0,88.0,40.0,,,2,1.0,30.0,,,5.0
6495,test,True,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,63.058369466831664,40.086872888957174,,tomato,3,1.0,30.0,88.0,40.0,,,2,1.0,30.0,,,5.0
6496,test,True,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,61.808464132048556,40.071489323692504,,tomato,3,1.0,30.0,88.0,40.0,,,2,1.0,30.0,,,5.0
6497,test,True,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,60.55855879726545,40.05610575842783,,tomato,3,1.0,30.0,88.0,40.0,,,2,1.0,30.0,,,5.0
6498,test,True,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,59.30865346248234,40.04072219316316,,tomato,3,1.0,30.0,88.0,40.0,,,2,1.0,30.0,,,5.0
6499,test,True,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,58.05874812769923,40.02533862789849,,tomato,3,1.0,30.0,88.0,40.0,,,2,1.0,30.0,,,5.0
6500,test,True,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.808842792916124,40.00995506263371,,tomato,3,1.0,30.0,88.0,40.0,,,2,1.0,30.0,,,5.0
6501,test,True,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,55.74290124202605,39.554360265315694,,tomato,3,1.0,30.0,88.0,40.0,,,2,1.0,30.0,,,5.0
6502,test,True,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,54.85370920899399,38.67581742151573,,tomato,3,1.0,30.0,88.0,40.0,,,2,1.0,30.0,,,5.0
6503,test,True,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,53.96451717596193,37.79727457771593,,tomato,3,1.0,30.0,88.0,40.0,,,2,1.0,30.0,,,5.0
6504,test,True,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,53.07532514292987,36.91873173391613,,tomato,3,1.0,30.0,88.0,40.0,,,2,1.0,30.0,,,5.0
6505,test,True,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,52.18613310989781,36.040188890116326,,tomato,3,1.0,30.0,88.0,40.0,,,2,1.0,30.0,,,5.0
6506,test,True,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,51.29694107686575,35.16164604631652,,tomato,3,1.0,30.0,88.0,40.0,,,2,1.0,30.0,,,5.0
6507,test,True,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,50.40774904383369,34.28310320251672,,tomato,3,1.0,30.0,88.0,40.0,,,2,1.0,30.0,,,5.0
6508,test,True,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,49.51855701080163,33.40456035871692,,tomato,3,1.0,30.0,88.0,40.0,,,2,1.0,30.0,,,5.0
6509,test,True,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,48.62936497776957,32.526017514917115,,tomato,3,1.0,30.0,88.0,40.0,,,2,1.0,30.0,,,5.0
6510,test,True,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,47.74017294473751,31.647474671117255,,tomato,3,1.0,30.0,88.0,40.0,,,2,1.0,30.0,,,5.0
6511,test,True,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,46.85098091170545,30.76893182731732,,tomato,3,1.0,30.0,88.0,40.0,,,2,1.0,30.0,,,5.0
6512,test,True,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,45.96178887867339,29.890388983517386,,tomato,3,1.0,30.0,88.0,40.0,,,2,1.0,30.0,,,5.0
6513,test,True,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,45.07259684564133,29.011846139717452,,tomato,3,1.0,30.0,88.0,40.0,,,2,1.0,30.0,,,5.0
6514,test,True,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,44.18340481260927,28.133303295917518,,tomato,3,1.0,30.0,88.0,40.0,,,2,1.0,30.0,,,5.0
6515,test,True,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,43.29421277957721,27.254760452117583,,tomato,3,1.0,30.0,88.0,40.0,,,2,1.0,30.0,,,5.0
6516,test,True,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,42.40502074654515,26.37621760831765,,tomato,3,1.0,30.0,88.0,40.0,,,2,1.0,30.0,,,5.0
6517,test,True,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,41.51582871351309,25.49767476451799,,tomato,3,1.0,30.0,88.0,40.0,,,2,1.0,30.0,,,5.0
6518,test,True,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,40.626636680480864,24.61913192071841,,tomato,3,1.0,30.0,88.0,40.0,,,2,1.0,30.0,,,5.0
6519,test,True,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,39.73453554222216,24.65131039405795,,tomato,3,1.0,30.0,88.0,40.0,,,2,1.0,30.0,,,5.0
6520,test,True,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,38.83974907606215,25.524154698602835,,tomato,3,1.0,30.0,88.0,40.0,,,2,1.0,30.0,,,5.0
6521,test,True,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,37.944962609902134,26.39699900314772,,tomato,3,1.0,30.0,88.0,40.0,,,2,1.0,30.0,,,5.0
6522,test,True,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,37.05017614374212,27.269843307692604,,tomato,3,1.0,30.0,88.0,40.0,,,2,1.0,30.0,,,5.0
6523,test,True,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,36.15538967758211,28.142687612237488,,tomato,3,1.0,30.0,88.0,40.0,,,2,1.0,30.0,,,5.0
6524,test,True,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,35.260603211422094,29.015531916782372,,tomato,3,1.0,30.0,88.0,40.0,,,2,1.0,30.0,,,5.0
6525,test,True,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,34.36581674526208,29.888376221327256,,tomato,3,1.0,30.0,88.0,40.0,,,2,1.0,30.0,,,5.0
6526,test,True,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,33.47103027910207,30.76122052587214,,tomato,3,1.0,30.0,88.0,40.0,,,2,1.0,30.0,,,5.0
6527,test,True,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,32.57624381294205,31.634064830417024,,tomato,3,1.0,30.0,88.0,40.0,,,2,1.0,30.0,,,5.0
6528,test,True,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,31.68145734678204,32.50690913496191,,tomato,3,1.0,30.0,88.0,40.0,,,2,1.0,30.0,,,5.0
6529,test,True,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,30.786670880622026,33.37975343950679,,tomato,3,1.0,30.0,88.0,40.0,,,2,1.0,30.0,,,5.0
6530,test,True,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,29.891884414462012,34.25259774405168,,tomato,3,1.0,30.0,88.0,40.0,,,2,1.0,30.0,,,5.0
6531,test,True,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,28.997097948302,35.12544204859656,,tomato,3,1.0,30.0,88.0,40.0,,,2,1.0,30.0,,,5.0
6532,test,True,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,28.102311482141985,35.998286353141445,,tomato,3,1.0,30.0,88.0,40.0,,,2,1.0,30.0,,,5.0
6533,test,True,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,27.20752501598197,36.87113065768633,,tomato,3,1.0,30.0,88.0,40.0,,,2,1.0,30.0,,,5.0
6534,test,True,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,26.312738549821958,37.74397496223121,,tomato,3,1.0,30.0,88.0,40.0,,,2,1.0,30.0,,,5.0
6535,test,True,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,25.417952083661945,38.6168192667761,,tomato,3,1.0,30.0,88.0,40.0,,,2,1.0,30.0,,,5.0
6536,test,True,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.52316561750193,39.48966357132098,,tomato,3,1.0,30.0,88.0,40.0,,,2,1.0,30.0,,,5.0
6537,test,True,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,tomato,3,1.0,30.0,88.0,40.0,,,2,1.0,30.0,,,5.0
6538,test,True,0,1,None_cut,4.0,3,0,2,tomato,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,3,1.0,30.0,88.0,40.0,,,2,1.0,30.0,,,5.0
6539,test,True,0,1,None_cut,4.0,3,0,2,tomato,0.041666666666666664,0,1,0,None_cut,4.0,3,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,3,1.0,30.0,88.0,40.0,,,2,1.0,30.0,,,5.0
6540,test,True,0,1,None_cut,4.0,3,0,2,tomato,0.08333333333333333,0,1,0,None_cut,4.0,3,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,3,1.0,30.0,88.0,40.0,,,2,1.0,30.0,,,5.0
6541,test,True,0,1,None_cut,4.0,3,0,2,tomato,0.125,0,1,0,None_cut,4.0,3,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,3,1.0,30.0,88.0,40.0,,,2,1.0,30.0,,,5.0
6542,test,True,0,1,None_cut,4.0,3,0,2,tomato,0.16666666666666666,0,1,0,None_cut,4.0,3,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,3,1.0,30.0,88.0,40.0,,,2,1.0,30.0,,,5.0
6543,test,True,0,1,None_cut,4.0,3,0,2,tomato,0.20833333333333331,0,1,0,None_cut,4.0,3,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,3,1.0,30.0,88.0,40.0,,,2,1.0,30.0,,,5.0
6544,test,True,0,1,None_cut,4.0,3,0,2,tomato,0.24999999999999997,0,1,0,None_cut,4.0,3,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,3,1.0,30.0,89.25000000000028,40.0,,,2,1.0,30.0,,,5.0
6545,test,True,0,1,None_cut,4.0,3,0,2,tomato,0.29166666666666663,0,1,0,None_cut,4.0,3,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,3,1.0,30.0,90.50000000000057,40.0,,,2,1.0,30.0,,,5.0
6546,test,True,0,1,None_cut,4.0,3,0,2,tomato,0.3333333333333333,0,1,0,None_cut,4.0,3,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,3,1.0,30.0,91.75000000000085,40.0,,,2,1.0,30.0,,,5.0
6547,test,True,0,1,None_cut,4.0,3,0,2,tomato,0.375,0,1,0,None_cut,4.0,3,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,3,1.0,30.0,93.00000000000114,40.0,,,2,1.0,30.0,,,5.0
6548,test,True,0,1,None_cut,4.0,3,0,2,tomato,0.4166666666666667,0,1,0,None_cut,4.0,3,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,3,1.0,30.0,94.25000000000142,40.0,,,2,1.0,30.0,,,5.0
6549,test,True,0,1,None_cut,4.0,3,0,2,tomato,0.45833333333333337,0,1,0,None_cut,4.0,3,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,3,1.0,30.0,95.5000000000017,40.0,,,2,1.0,30.0,,,5.0
6550,test,True,0,1,None_cut,4.0,3,0,2,tomato,0.5,0,1,0,None_cut,4.0,3,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,3,1.0,30.0,96.75000000000199,40.0,,,2,1.0,30.0,,,5.0
