tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_03_slot_x,CuttingBoard_03_slot_y,CuttingBoard_03_item,CuttingBoard_03_cut_time_accumulated,CuttingBoard_03_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,77697222f9872a95_score,player_5dd4b285_x,player_5dd4b285_y,player_5dd4b285_move_target,player_5dd4b285_item,player_5dd4b285_score,player_5dd4b285_cut_speed,player_5dd4b285_speed,player_61db3b9c_x,player_61db3b9c_y,player_61db3b9c_move_target,player_61db3b9c_item,player_61db3b9c_score,player_61db3b9c_cut_speed,player_61db3b9c_speed
2344,0,1,,0,2,None_cut,3.4583333333333295,3,0,3,tomato,1.9166666666666679,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,88.0,43.49999999999716,,,3,1.0,30.0,104.0,24.0,,plate,1,1.0,30.0
2345,0,1,,0,2,None_cut,3.4583333333333295,3,0,3,tomato,1.9166666666666679,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,88.0,42.249999999996874,,,3,1.0,30.0,104.0,24.0,,plate,1,1.0,30.0
2346,0,1,,0,2,None_cut,3.4583333333333295,3,0,3,tomato,1.9166666666666679,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,88.0,40.99999999999659,,,3,1.0,30.0,104.0,24.0,,plate,1,1.0,30.0
2347,0,1,,0,2,None_cut,3.4583333333333295,3,0,3,tomato,1.9166666666666679,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,88.0,39.749999999996305,,,3,1.0,30.0,104.0,24.0,,plate,1,1.0,30.0
2348,0,1,,0,2,None_cut,3.4583333333333295,3,0,3,tomato,1.9166666666666679,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,88.0,38.49999999999602,,,3,1.0,30.0,104.0,24.0,,plate,1,1.0,30.0
2349,0,1,,0,2,None_cut,3.4583333333333295,3,0,3,tomato,1.9166666666666679,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,88.0,37.24999999999574,,,3,1.0,30.0,102.74999999999972,24.0,,plate,1,1.0,30.0
2350,0,1,,0,2,None_cut,3.4583333333333295,3,0,3,tomato,1.9166666666666679,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,88.0,35.99999999999545,,,3,1.0,30.0,101.49999999999943,24.0,,plate,1,1.0,30.0
2351,0,1,,0,2,None_cut,3.4583333333333295,3,0,3,tomato,1.9166666666666679,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,88.0,34.74999999999517,,,3,1.0,30.0,100.24999999999915,24.0,,plate,1,1.0,30.0
2352,0,1,,0,2,None_cut,3.4583333333333295,3,0,3,tomato,1.9166666666666679,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,88.0,33.499999999994884,,,3,1.0,30.0,98.99999999999886,24.0,,plate,1,1.0,30.0
2353,0,1,,0,2,None_cut,3.4583333333333295,3,0,3,tomato,1.9166666666666679,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,88.0,32.2499999999946,,,3,1.0,30.0,97.74999999999858,24.0,,plate,1,1.0,30.0
2354,0,1,,0,2,None_cut,3.4583333333333295,3,0,3,tomato,1.9166666666666679,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,88.0,30.999999999994603,,,3,1.0,30.0,96.4999999999983,24.0,,plate,1,1.0,30.0
2355,0,1,,0,2,None_cut,3.4583333333333295,3,0,3,tomato,1.9166666666666679,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,88.0,29.749999999994674,,,3,1.0,30.0,95.24999999999801,24.0,,plate,1,1.0,30.0
2356,0,1,,0,2,None_cut,3.4583333333333295,3,0,3,tomato,1.9166666666666679,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,88.0,28.499999999994746,,,3,1.0,30.0,93.99999999999773,24.0,,plate,1,1.0,30.0
2357,0,1,,0,2,None_cut,3.4583333333333295,3,0,3,tomato,1.9166666666666679,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,88.0,27.249999999994817,,,3,1.0,30.0,92.74999999999744,24.0,,plate,1,1.0,30.0
2358,0,1,,0,2,None_cut,3.4583333333333295,3,0,3,tomato,1.9166666666666679,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,88.0,25.999999999994888,,,3,1.0,30.0,91.49999999999716,24.0,,plate,1,1.0,30.0
2359,0,1,,0,2,None_cut,3.4583333333333295,3,0,3,tomato,1.9166666666666679,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,88.0,24.74999999999496,,,3,1.0,30.0,90.24999999999687,24.0,,plate,1,1.0,30.0
2360,0,1,,0,2,None_cut,3.4583333333333295,3,0,3,tomato,1.9166666666666679,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,88.0,24.0,,,3,1.0,30.0,88.99999999999659,24.0,,plate,1,1.0,30.0
2361,0,1,,0,2,None_cut,3.4583333333333295,3,0,3,tomato,1.9166666666666679,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,88.0,24.0,,tomato,3,1.0,30.0,87.7499999999963,24.0,,plate,1,1.0,30.0
2362,0,1,,0,2,None_cut,3.4583333333333295,3,0,3,tomato,1.9166666666666679,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,88.0,24.0,,tomato,3,1.0,30.0,86.49999999999602,24.0,,plate,1,1.0,30.0
2363,0,1,,0,2,None_cut,3.4583333333333295,3,0,3,tomato,1.9166666666666679,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,88.0,24.0,,tomato,3,1.0,30.0,85.24999999999574,24.0,,plate,1,1.0,30.0
2364,0,1,,0,2,None_cut,3.4583333333333295,3,0,3,tomato,1.9166666666666679,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,88.0,24.0,,tomato,3,1.0,30.0,83.99999999999545,24.0,,plate,1,1.0,30.0
2365,0,1,,0,2,None_cut,3.4583333333333295,3,0,3,tomato,1.9166666666666679,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,88.0,24.0,,tomato,3,1.0,30.0,82.74999999999517,24.0,,plate,1,1.0,30.0
2366,0,1,,0,2,None_cut,3.4583333333333295,3,0,3,tomato,1.9166666666666679,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,88.0,24.0,,tomato,3,1.0,30.0,81.49999999999488,24.0,,plate,1,1.0,30.0
2367,0,1,,0,2,None_cut,3.4583333333333295,3,0,3,tomato,1.9166666666666679,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,88.0,24.0,,tomato,3,1.0,30.0,80.2499999999946,24.0,,plate,1,1.0,30.0
2368,0,1,,0,2,None_cut,3.4583333333333295,3,0,3,tomato,1.9166666666666679,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,88.0,24.0,,tomato,3,1.0,30.0,78.99999999999432,24.0,,plate,1,1.0,30.0
2369,0,1,,0,2,None_cut,3.4583333333333295,3,0,3,tomato,1.9166666666666679,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,88.0,24.0,,tomato,3,1.0,30.0,77.74999999999403,24.0,,plate,1,1.0,30.0
2370,0,1,,0,2,None_cut,3.4583333333333295,3,0,3,tomato,1.9166666666666679,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,88.0,24.0,,tomato,3,1.0,30.0,76.49999999999375,24.0,,plate,1,1.0,30.0
2371,0,1,,0,2,None_cut,3.4583333333333295,3,0,3,tomato,1.9166666666666679,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,88.0,24.0,,tomato,3,1.0,30.0,75.24999999999346,24.0,,plate,1,1.0,30.0
2372,0,1,,0,2,None_cut,3.4583333333333295,3,0,3,tomato,1.9166666666666679,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,88.0,24.0,,tomato,3,1.0,30.0,73.99999999999318,24.0,,plate,1,1.0,30.0
2373,0,1,,0,2,None_cut,3.4583333333333295,3,0,3,tomato,1.9166666666666679,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,88.0,24.0,,tomato,3,1.0,30.0,72.7499999999929,24.0,,plate,1,1.0,30.0
2374,0,1,,0,2,None_cut,3.4583333333333295,3,0,3,tomato,1.9166666666666679,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,88.0,24.0,,tomato,3,1.0,30.0,71.70196048263347,24.49189088134284,,plate,1,1.0,30.0
2375,0,1,,0,2,None_cut,3.4583333333333295,3,0,3,tomato,1.9166666666666679,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,88.0,24.0,,tomato,3,1.0,30.0,70.81260420163471,25.37026745516934,,plate,1,1.0,30.0
2376,0,1,,0,2,None_cut,3.4583333333333295,3,0,3,tomato,1.9166666666666679,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,88.0,24.0,,tomato,3,1.0,30.0,69.92324792063596,26.24864402899584,,plate,1,1.0,30.0
2377,0,1,,0,2,None_cut,3.4583333333333295,3,0,3,tomato,1.9166666666666679,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,88.0,24.0,,tomato,3,1.0,30.0,69.0338916396372,27.12702060282234,,plate,1,1.0,30.0
2378,0,1,,0,2,None_cut,3.4583333333333295,3,0,3,tomato,1.9166666666666679,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,88.0,24.0,,tomato,3,1.0,30.0,68.14453535863845,28.00539717664884,,plate,1,1.0,30.0
2379,0,1,,0,2,None_cut,3.4583333333333295,3,0,3,tomato,1.9166666666666679,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,88.0,24.0,,tomato,3,1.0,30.0,67.2551790776397,28.883773750475342,,plate,1,1.0,30.0
2380,0,1,,0,2,None_cut,3.4583333333333295,3,0,3,tomato,1.9166666666666679,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,88.0,24.0,,tomato,3,1.0,30.0,66.36582279664094,29.762150324301842,,plate,1,1.0,30.0
2381,0,1,,0,2,None_cut,3.4583333333333295,3,0,3,tomato,1.9166666666666679,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,88.0,24.0,,tomato,3,1.0,30.0,65.47646651564219,30.640526898128343,,plate,1,1.0,30.0
2382,0,1,,0,2,None_cut,3.4583333333333295,3,0,3,tomato,1.9166666666666679,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,88.0,24.0,,tomato,3,1.0,30.0,64.58711023464343,31.518903471954843,,plate,1,1.0,30.0
2383,0,1,,0,2,None_cut,3.4583333333333295,3,0,3,tomato,1.9166666666666679,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,88.0,24.0,,tomato,3,1.0,30.0,63.69775395364444,32.39728004578134,,plate,1,1.0,30.0
2384,0,1,,0,2,None_cut,3.4583333333333295,3,0,3,tomato,1.9166666666666679,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,88.0,24.0,,tomato,3,1.0,30.0,62.80839767264497,33.275656619607844,,plate,1,1.0,30.0
2385,0,1,,0,2,None_cut,3.4583333333333295,3,0,3,tomato,1.9166666666666679,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,88.0,24.0,,tomato,3,1.0,30.0,61.91904139164551,34.154033193434344,,plate,1,1.0,30.0
2386,0,1,,0,2,None_cut,3.4583333333333295,3,0,3,tomato,1.9166666666666679,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,88.0,24.0,,tomato,3,1.0,30.0,61.02968511064632,35.032409767260845,,plate,1,1.0,30.0
2387,0,1,,0,2,None_cut,3.4583333333333295,3,0,3,tomato,1.9166666666666679,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,88.0,24.0,,tomato,3,1.0,30.0,60.14032882964735,35.910786341087345,,plate,1,1.0,30.0
2388,0,1,,0,2,None_cut,3.4583333333333295,3,0,3,tomato,1.9166666666666679,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,88.0,24.0,,tomato,3,1.0,30.0,59.25097254864839,36.789162914913845,,plate,1,1.0,30.0
2389,0,1,,0,2,None_cut,3.4583333333333295,3,0,3,tomato,1.9166666666666679,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,88.0,24.0,,tomato,3,1.0,30.0,58.361616267649424,37.667539488740346,,plate,1,1.0,30.0
2390,0,1,,0,2,None_cut,3.4583333333333295,3,0,3,tomato,1.9166666666666679,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,88.0,24.0,,tomato,3,1.0,30.0,57.47225998665046,38.545916062566846,,plate,1,1.0,30.0
2391,0,1,,0,2,None_cut,3.4583333333333295,3,0,3,tomato,1.9166666666666679,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,88.0,24.0,,tomato,3,1.0,30.0,56.582903705651496,39.424292636393346,,plate,1,1.0,30.0
2392,0,1,,0,2,None_cut,3.4583333333333295,3,0,3,tomato,1.9166666666666679,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,88.0,24.0,,tomato,3,1.0,30.0,56.0,40.0,,plate,1,1.0,30.0
2393,0,1,,0,2,None_cut,3.4583333333333295,3,0,3,tomato,1.9166666666666679,1,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,88.0,24.0,,tomato,3,1.0,30.0,56.0,40.0,,,1,1.0,30.0
2394,0,1,,0,2,None_cut,3.4583333333333295,3,0,3,tomato,1.9166666666666679,1,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,88.0,24.0,,tomato,3,1.0,30.0,56.0,40.0,,,1,1.0,30.0
2395,0,1,,0,2,None_cut,3.4583333333333295,3,0,3,tomato,1.9166666666666679,1,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,88.0,24.0,,tomato,3,1.0,30.0,56.0,40.0,,,1,1.0,30.0
2396,0,1,,0,2,None_cut,3.4583333333333295,3,0,3,tomato,1.9166666666666679,1,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,88.0,24.0,,tomato,3,1.0,30.0,56.0,40.0,,,1,1.0,30.0
2397,0,1,,0,2,None_cut,3.4583333333333295,3,0,3,tomato,1.9166666666666679,1,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,88.0,24.0,,tomato,3,1.0,30.0,56.0,40.0,,,1,1.0,30.0
2398,0,1,,0,2,None_cut,3.4583333333333295,3,0,3,tomato,1.9166666666666679,1,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,88.0,24.0,,tomato,3,1.0,30.0,56.0,40.0,,,1,1.0,30.0
2399,0,1,,0,2,None_cut,3.4583333333333295,3,0,3,tomato,1.9166666666666679,1,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,88.0,24.0,,tomato,3,1.0,30.0,56.0,40.0,,,1,1.0,30.0
2400,0,1,,0,2,None_cut,3.4583333333333295,3,0,3,tomato,1.9166666666666679,1,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,88.0,24.0,,tomato,3,1.0,30.0,56.0,40.0,,,1,1.0,30.0
2401,0,1,,0,2,None_cut,3.4583333333333295,3,0,3,tomato,1.9166666666666679,1,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,88.0,24.0,,tomato,3,1.0,30.0,56.0,40.0,,,1,1.0,30.0
2402,0,1,,0,2,None_cut,3.4583333333333295,3,0,3,tomato,1.9166666666666679,1,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,88.0,24.0,,tomato,3,1.0,30.0,56.0,40.0,,,1,1.0,30.0
2403,0,1,,0,2,None_cut,3.4583333333333295,3,0,3,tomato,1.9166666666666679,1,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,88.0,24.0,,tomato,3,1.0,30.0,56.0,40.0,,,1,1.0,30.0
2404,0,1,,0,2,None_cut,3.4583333333333295,3,0,3,tomato,1.9166666666666679,1,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,87.11611652351695,24.88388347648305,,tomato,3,1.0,30.0,56.0,40.0,,,1,1.0,30.0
2405,0,1,,0,2,None_cut,3.4583333333333295,3,0,3,tomato,1.9166666666666679,1,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,86.2322330470339,25.7677669529661,,tomato,3,1.0,30.0,56.0,40.0,,,1,1.0,30.0
2406,0,1,,0,2,None_cut,3.4583333333333295,3,0,3,tomato,1.9166666666666679,1,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,85.34834957055085,26.65165042944915,,tomato,3,1.0,30.0,56.0,40.0,,,1,1.0,30.0
2407,0,1,,0,2,None_cut,3.4583333333333295,3,0,3,tomato,1.9166666666666679,1,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,84.4644660940678,27.535533905932198,,tomato,3,1.0,30.0,56.0,40.0,,,1,1.0,30.0
2408,0,1,,0,2,None_cut,3.4583333333333295,3,0,3,tomato,1.9166666666666679,1,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,83.58058261758475,28.419417382415247,,tomato,3,1.0,30.0,56.0,40.0,,,1,1.0,30.0
2409,0,1,,0,2,None_cut,3.4583333333333295,3,0,3,tomato,1.9166666666666679,1,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,82.6966991411017,29.303300858898297,,tomato,3,1.0,30.0,56.0,40.0,,,1,1.0,30.0
2410,0,1,,0,2,None_cut,3.4583333333333295,3,0,3,tomato,1.9166666666666679,1,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,81.81281566461865,30.187184335381346,,tomato,3,1.0,30.0,56.0,40.0,,,1,1.0,30.0
2411,0,1,,0,2,None_cut,3.4583333333333295,3,0,3,tomato,1.9166666666666679,1,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,80.9289321881356,31.071067811864395,,tomato,3,1.0,30.0,56.0,40.0,,,1,1.0,30.0
2412,0,1,,0,2,None_cut,3.4583333333333295,3,0,3,tomato,1.9166666666666679,1,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,80.04504871165256,31.954951288347445,,tomato,3,1.0,30.0,56.0,40.0,,,1,1.0,30.0
2413,0,1,,0,2,None_cut,3.4583333333333295,3,0,3,tomato,1.9166666666666679,1,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,79.1611652351695,32.838834764830494,,tomato,3,1.0,30.0,56.0,40.0,,,1,1.0,30.0
2414,0,1,,0,2,None_cut,3.4583333333333295,3,0,3,tomato,1.9166666666666679,1,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,78.27728175868646,33.722718241313544,,tomato,3,1.0,30.0,56.0,40.0,,,1,1.0,30.0
2415,0,1,,0,2,None_cut,3.4583333333333295,3,0,3,tomato,1.9166666666666679,1,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,77.3933982822034,34.60660171779659,,tomato,3,1.0,30.0,56.0,40.0,,,1,1.0,30.0
2416,0,1,,0,2,None_cut,3.4583333333333295,3,0,3,tomato,1.9166666666666679,1,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,76.50951480572036,35.49048519427964,,tomato,3,1.0,30.0,56.0,40.0,,,1,1.0,30.0
2417,0,1,,0,2,None_cut,3.4583333333333295,3,0,3,tomato,1.9166666666666679,1,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,75.62563132923731,36.37436867076269,,tomato,3,1.0,30.0,56.0,40.0,,,1,1.0,30.0
2418,0,1,,0,2,None_cut,3.4583333333333295,3,0,3,tomato,1.9166666666666679,1,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,74.74174785275426,37.25825214724574,,tomato,3,1.0,30.0,56.0,40.0,,,1,1.0,30.0
2419,0,1,,0,2,None_cut,3.4583333333333295,3,0,3,tomato,1.9166666666666679,1,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,73.85786437627121,38.14213562372879,,tomato,3,1.0,30.0,56.0,40.0,,,1,1.0,30.0
2420,0,1,,0,2,None_cut,3.4583333333333295,3,0,3,tomato,1.9166666666666679,1,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,72.97398089978816,39.02601910021184,,tomato,3,1.0,30.0,57.250000000000284,40.0,,,1,1.0,30.0
2421,0,1,,0,2,None_cut,3.4583333333333295,3,0,3,tomato,1.9166666666666679,1,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,72.19434681531624,39.95382555869017,,tomato,3,1.0,30.0,58.50000000000057,40.0,,,1,1.0,30.0
