tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_03_slot_x,CuttingBoard_03_slot_y,CuttingBoard_03_item,CuttingBoard_03_cut_time_accumulated,CuttingBoard_03_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,2f9fde1ed0657cd8_score,player_573eb9de_x,player_573eb9de_y,player_573eb9de_move_target,player_573eb9de_item,player_573eb9de_score,player_573eb9de_cut_speed,player_573eb9de_speed,player_7f606261_x,player_7f606261_y,player_7f606261_move_target,player_7f606261_item,player_7f606261_score,player_7f606261_cut_speed,player_7f606261_speed
3322,0,1,,0,2,,0,0,0,3,None_cut,3.908333333333327,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,64.58682762453708,31.516564248699716,,plate,1,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
3323,0,1,,0,2,,0,0,0,3,None_cut,3.908333333333327,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,64.23113934143788,31.867969776922955,,plate,1,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
3324,0,1,,0,2,,0,0,0,3,None_cut,3.908333333333327,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,63.87545105833868,32.21937530514612,,plate,1,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
3325,0,1,,0,2,,0,0,0,3,None_cut,3.908333333333327,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,63.519762775239485,32.57078083336925,,plate,1,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
3326,0,1,,0,2,,0,0,0,3,None_cut,3.908333333333327,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,63.16407449214029,32.922186361592374,,plate,1,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
3327,0,1,,0,2,,0,0,0,3,None_cut,3.908333333333327,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,62.80838620904109,33.2735918898155,,plate,1,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
3328,0,1,,0,2,,0,0,0,3,None_cut,3.908333333333327,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,62.45269792594189,33.624997418038625,,plate,1,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
3329,0,1,,0,2,,0,0,0,3,None_cut,3.908333333333327,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,62.09700964284269,33.97640294626175,,plate,1,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
3330,0,1,,0,2,,0,0,0,3,None_cut,3.908333333333327,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,61.741321359743495,34.327808474484875,,plate,1,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
3331,0,1,,0,2,,0,0,0,3,None_cut,3.908333333333327,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,61.3856330766443,34.679214002708,,plate,1,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
3332,0,1,,0,2,,0,0,0,3,None_cut,3.908333333333327,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,61.0299447935451,35.030619530931126,,plate,1,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
3333,0,1,,0,2,,0,0,0,3,None_cut,3.908333333333327,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,60.6742565104459,35.38202505915425,,plate,1,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
3334,0,1,,0,2,,0,0,0,3,None_cut,3.908333333333327,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,60.3185682273467,35.73343058737738,,plate,1,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
3335,0,1,,0,2,,0,0,0,3,None_cut,3.908333333333327,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,59.962879944247504,36.0848361156005,,plate,1,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
3336,0,1,,0,2,,0,0,0,3,None_cut,3.908333333333327,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,59.607191661148306,36.43624164382363,,plate,1,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
3337,0,1,,0,2,,0,0,0,3,None_cut,3.908333333333327,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,59.25150337804911,36.78764717204675,,plate,1,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
3338,0,1,,0,2,,0,0,0,3,None_cut,3.908333333333327,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,58.89581509494991,37.13905270026988,,plate,1,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
3339,0,1,,0,2,,0,0,0,3,None_cut,3.908333333333327,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,58.54012681185071,37.490458228493004,,plate,1,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
3340,0,1,,0,2,,0,0,0,3,None_cut,3.908333333333327,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,58.184438528751514,37.84186375671613,,plate,1,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
3341,0,1,,0,2,,0,0,0,3,None_cut,3.908333333333327,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,57.828750245652316,38.193269284939454,,plate,1,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
3342,0,1,,0,2,,0,0,0,3,None_cut,3.908333333333327,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,57.47306196255312,38.54467481316304,,plate,1,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
3343,0,1,,0,2,,0,0,0,3,None_cut,3.908333333333327,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,57.11737367945392,38.896080341386636,,plate,1,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
3344,0,1,,0,2,,0,0,0,3,None_cut,3.908333333333327,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,56.76168539635472,39.24748586961022,,plate,1,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
3345,0,1,,0,2,,0,0,0,3,None_cut,3.908333333333327,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,56.40599711325552,39.59889139783381,,plate,1,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
3346,0,1,,0,2,,0,0,0,3,None_cut,3.908333333333327,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,56.0,40.0,,plate,1,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
3347,0,1,,0,2,,0,0,0,3,None_cut,3.908333333333327,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,56.0,40.0,,,1,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
3348,0,1,,0,2,,0,0,0,3,None_cut,3.908333333333327,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,56.0,40.0,,,1,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
3349,0,1,,0,2,,0,0,0,3,None_cut,3.908333333333327,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,56.0,40.0,,,1,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
3350,0,1,,0,2,,0,0,0,3,None_cut,3.908333333333327,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,56.0,40.0,,,1,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
3351,0,1,,0,2,,0,0,0,3,None_cut,3.908333333333327,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,56.0,40.0,,,1,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
3352,0,1,,0,2,,0,0,0,3,None_cut,3.908333333333327,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,56.0,40.0,,,1,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
3353,0,1,,0,2,,0,0,0,3,None_cut,3.908333333333327,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,56.0,40.0,,,1,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
3354,0,1,,0,2,,0,0,0,3,None_cut,3.908333333333327,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,56.0,40.0,,,1,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
3355,0,1,,0,2,,0,0,0,3,None_cut,3.908333333333327,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,56.0,40.0,,,1,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
3356,0,1,,0,2,,0,0,0,3,None_cut,3.908333333333327,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,56.0,40.0,,,1,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
3357,0,1,,0,2,,0,0,0,3,None_cut,3.908333333333327,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,56.0,40.0,,,1,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
3358,0,1,,0,2,,0,0,0,3,None_cut,3.908333333333327,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,56.0,40.0,,,1,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
3359,0,1,,0,2,,0,0,0,3,None_cut,3.908333333333327,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,56.0,40.0,,,1,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
3360,0,1,,0,2,,0,0,0,3,None_cut,3.908333333333327,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,56.0,40.0,,,1,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
3361,0,1,,0,2,,0,0,0,3,None_cut,3.908333333333327,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,56.0,40.0,,,1,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
3362,0,1,,0,2,,0,0,0,3,None_cut,3.908333333333327,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,56.0,40.0,,,1,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
3363,0,1,,0,2,,0,0,0,3,None_cut,3.908333333333327,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,56.0,40.0,,,1,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
3364,0,1,,0,2,,0,0,0,3,None_cut,3.908333333333327,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,56.0,40.0,,,1,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
3365,0,1,,0,2,,0,0,0,3,None_cut,3.908333333333327,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,56.0,40.0,,,1,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
3366,0,1,,0,2,,0,0,0,3,None_cut,3.908333333333327,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,56.0,40.0,,,1,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
3367,0,1,,0,2,,0,0,0,3,None_cut,3.908333333333327,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,56.0,40.0,,,1,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
3368,0,1,,0,2,,0,0,0,3,None_cut,3.908333333333327,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,56.0,40.0,,,1,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
3369,0,1,,0,2,,0,0,0,3,None_cut,3.908333333333327,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,56.0,40.0,,,1,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
3370,0,1,,0,2,,0,0,0,3,None_cut,3.908333333333327,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,56.0,40.0,,,1,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
3371,0,1,,0,2,,0,0,0,3,None_cut,3.908333333333327,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,56.0,40.0,,,1,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
3372,0,1,,0,2,,0,0,0,3,None_cut,3.908333333333327,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,56.0,40.0,,,1,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
3373,0,1,,0,2,,0,0,0,3,None_cut,3.908333333333327,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,56.0,40.0,,,1,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
3374,0,1,,0,2,,0,0,0,3,None_cut,3.908333333333327,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,56.0,40.0,,,1,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
3375,0,1,,0,2,,0,0,0,3,None_cut,3.908333333333327,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,56.0,40.0,,,1,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
3376,0,1,,0,2,,0,0,0,3,None_cut,3.908333333333327,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,56.0,40.0,,,1,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
3377,0,1,,0,2,,0,0,0,3,None_cut,3.908333333333327,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,56.0,40.0,,,1,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
3378,0,1,,0,2,,0,0,0,3,None_cut,3.908333333333327,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,56.0,40.0,,,1,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
3379,0,1,,0,2,,0,0,0,3,None_cut,3.908333333333327,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,56.0,40.0,,,1,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
3380,0,1,,0,2,,0,0,0,3,None_cut,3.908333333333327,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,56.0,40.0,,,1,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
3381,0,1,,0,2,,0,0,0,3,None_cut,3.908333333333327,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,56.0,40.0,,,1,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
3382,0,1,,0,2,,0,0,0,3,None_cut,3.908333333333327,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,56.0,40.0,,,1,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
3383,0,1,,0,2,,0,0,0,3,None_cut,3.908333333333327,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,56.0,40.0,,,1,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
3384,0,1,,0,2,,0,0,0,3,None_cut,3.908333333333327,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,56.0,40.0,,,1,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
3385,0,1,,0,2,,0,0,0,3,None_cut,3.908333333333327,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,56.0,40.0,,,1,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
3386,0,1,,0,2,,0,0,0,3,None_cut,3.908333333333327,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,56.0,40.0,,,1,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
3387,0,1,,0,2,,0,0,0,3,None_cut,3.908333333333327,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,56.0,40.0,,,1,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
3388,0,1,,0,2,,0,0,0,3,None_cut,3.908333333333327,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,56.0,40.0,,,1,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
3389,0,1,,0,2,,0,0,0,3,None_cut,3.908333333333327,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,56.0,40.0,,,1,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
3390,0,1,,0,2,,0,0,0,3,None_cut,3.908333333333327,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,56.0,40.0,,,1,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
3391,0,1,,0,2,,0,0,0,3,None_cut,3.908333333333327,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,56.0,40.0,,,1,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
3392,0,1,,0,2,,0,0,0,3,None_cut,3.908333333333327,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,56.0,40.0,,,1,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
3393,0,1,,0,2,,0,0,0,3,None_cut,3.908333333333327,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,56.0,40.0,,,1,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
3394,0,1,,0,2,,0,0,0,3,None_cut,3.908333333333327,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,56.0,40.0,,,1,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
3395,0,1,,0,2,,0,0,0,3,None_cut,3.908333333333327,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,56.0,40.0,,,1,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
3396,0,1,,0,2,,0,0,0,3,None_cut,3.908333333333327,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,56.0,40.0,,,1,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
3397,0,1,,0,2,,0,0,0,3,None_cut,3.908333333333327,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,56.0,40.0,,,1,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
3398,0,1,,0,2,,0,0,0,3,None_cut,3.908333333333327,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,56.0,40.0,,,1,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
3399,0,1,,0,2,,0,0,0,3,None_cut,3.908333333333327,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,56.0,40.0,,,1,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
3400,0,1,,0,2,,0,0,0,3,None_cut,3.908333333333327,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,56.0,40.0,,,1,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
3401,0,1,,0,2,,0,0,0,3,None_cut,3.908333333333327,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,56.0,40.0,,,1,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
3402,0,1,,0,2,,0,0,0,3,None_cut,3.908333333333327,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,56.0,40.0,,,1,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
3403,0,1,,0,2,,0,0,0,3,None_cut,3.908333333333327,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,56.0,40.0,,,1,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
3404,0,1,,0,2,,0,0,0,3,None_cut,3.908333333333327,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,56.0,40.0,,,1,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
3405,0,1,,0,2,,0,0,0,3,None_cut,3.908333333333327,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,56.0,40.0,,,1,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
3406,0,1,,0,2,,0,0,0,3,None_cut,3.908333333333327,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,56.0,40.0,,,1,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
