tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_03_slot_x,CuttingBoard_03_slot_y,CuttingBoard_03_item,CuttingBoard_03_cut_time_accumulated,CuttingBoard_03_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,a61e4470cbdb2bfd_score,player_3238b3a3_x,player_3238b3a3_y,player_3238b3a3_move_target,player_3238b3a3_item,player_3238b3a3_score,player_3238b3a3_cut_speed,player_3238b3a3_speed,player_ef74b29a_x,player_ef74b29a_y,player_ef74b29a_move_target,player_ef74b29a_item,player_ef74b29a_score,player_ef74b29a_cut_speed,player_ef74b29a_speed
3217,0,1,,0,2,tomato,0.08333333333333333,0,0,3,None_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,33.82623520848034,97.58820993631326,,,3,1.0,30.0,75.62563132923731,36.37436867076269,,tomato,2,1.0,30.0
3218,0,1,,0,2,tomato,0.08333333333333333,0,0,3,None_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,32.93158236690692,96.71522866900938,,,3,1.0,30.0,74.74174785275426,37.25825214724574,,tomato,2,1.0,30.0
3219,0,1,,0,2,tomato,0.08333333333333333,0,0,3,None_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,32.036929525333505,95.84224740170549,,,3,1.0,30.0,73.85786437627121,38.14213562372879,,tomato,2,1.0,30.0
3220,0,1,,0,2,tomato,0.08333333333333333,0,0,3,None_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,31.142276683759746,94.96926613440161,,,3,1.0,30.0,72.97398089978816,39.02601910021184,,tomato,2,1.0,30.0
3221,0,1,,0,2,tomato,0.08333333333333333,0,0,3,None_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,30.247623842185973,94.09628486709772,,,3,1.0,30.0,72.19434681531624,39.95382555869017,,tomato,2,1.0,30.0
3222,0,1,,0,2,tomato,0.08333333333333333,0,0,3,None_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,29.3529710006122,93.22330359979384,,,3,1.0,30.0,72.17920827225925,41.203733885133886,,tomato,2,1.0,30.0
3223,0,1,,0,2,tomato,0.08333333333333333,0,0,3,None_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,28.458318159038427,92.35032233248995,,,3,1.0,30.0,72.16406972920225,42.4536422115776,,tomato,2,1.0,30.0
3224,0,1,,0,2,tomato,0.08333333333333333,0,0,3,None_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,27.563665317464938,91.47734106518607,,,3,1.0,30.0,72.14893118614526,43.70355053802132,,tomato,2,1.0,30.0
3225,0,1,,0,2,tomato,0.08333333333333333,0,0,3,None_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,26.66901247589152,90.60435979788218,,,3,1.0,30.0,72.13379264308827,44.953458864465034,,tomato,2,1.0,30.0
3226,0,1,,0,2,tomato,0.08333333333333333,0,0,3,None_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,25.774359634318103,89.7313785305783,,,3,1.0,30.0,72.11865410003128,46.20336719090875,,tomato,2,1.0,30.0
3227,0,1,,0,2,tomato,0.08333333333333333,0,0,3,None_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.879706792744685,88.85839726327383,,,3,1.0,30.0,72.10351555697429,47.453275517352466,,tomato,2,1.0,30.0
3228,0,1,,0,2,tomato,0.08333333333333333,0,0,3,None_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.19607030068059,87.89495432175774,,,3,1.0,30.0,72.0883770139173,48.70318384379618,,tomato,2,1.0,30.0
3229,0,1,,0,2,tomato,0.08333333333333333,0,0,3,None_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.180652248729345,86.64504941190548,,,3,1.0,30.0,72.0732384708603,49.9530921702399,,tomato,2,1.0,30.0
3230,0,1,,0,2,tomato,0.08333333333333333,0,0,3,None_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.1652341967781,85.39514450205321,,,3,1.0,30.0,72.05809992780331,51.203000496683615,,tomato,2,1.0,30.0
3231,0,1,,0,2,tomato,0.08333333333333333,0,0,3,None_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.149816144826858,84.14523959220095,,,3,1.0,30.0,72.04296138474632,52.45290882312733,,tomato,2,1.0,30.0
3232,0,1,,0,2,tomato,0.08333333333333333,0,0,3,None_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.134398092875614,82.89533468234869,,,3,1.0,30.0,72.02782284168917,53.70281714957105,,tomato,2,1.0,30.0
3233,0,1,,0,2,tomato,0.08333333333333333,0,0,3,None_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.11898004092437,81.64542977249643,,,3,1.0,30.0,72.01268429863147,54.95272547601476,,tomato,2,1.0,30.0
3234,0,1,,0,2,tomato,0.08333333333333333,0,0,3,None_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.103561988973127,80.39552486264417,,,3,1.0,30.0,71.72126494341975,56.08721304982993,,tomato,2,1.0,30.0
3235,0,1,,0,2,tomato,0.08333333333333333,0,0,3,None_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.088143937021766,79.1456199527919,,,3,1.0,30.0,70.84274886238072,56.97643152430942,,tomato,2,1.0,30.0
3236,0,1,,0,2,tomato,0.08333333333333333,0,0,3,None_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.07272588507035,77.89571504293964,,,3,1.0,30.0,69.96423278134168,57.86564999878891,,tomato,2,1.0,30.0
3237,0,1,,0,2,tomato,0.08333333333333333,0,0,3,None_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.057307833118937,76.64581013308738,,,3,1.0,30.0,69.08571670030264,58.7548684732684,,tomato,2,1.0,30.0
3238,0,1,,0,2,tomato,0.08333333333333333,0,0,3,None_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.04188978116752,75.39590522323512,,,3,1.0,30.0,68.2072006192636,59.644086947747894,,tomato,2,1.0,30.0
3239,0,1,,0,2,tomato,0.08333333333333333,0,0,3,None_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.026471729216105,74.14600031338286,,,3,1.0,30.0,67.32868453822456,60.533305422227386,,tomato,2,1.0,30.0
3240,0,1,,0,2,tomato,0.08333333333333333,0,0,3,None_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.01105367726469,72.8960954035306,,,3,1.0,30.0,66.45016845718553,61.42252389670688,,tomato,2,1.0,30.0
3241,0,1,,0,2,tomato,0.08333333333333333,0,0,3,None_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.00233740280599,71.64614866015093,,,3,1.0,30.0,65.57165237614649,62.31174237118637,,tomato,2,1.0,30.0
3242,0,1,,0,2,tomato,0.08333333333333333,0,0,3,None_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.00215066333801,70.39614867410002,,,3,1.0,30.0,64.69313629510745,63.20096084566586,,tomato,2,1.0,30.0
3243,0,1,,0,2,tomato,0.08333333333333333,0,0,3,None_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.001963923870033,69.14614868804911,,,3,1.0,30.0,63.81462021406841,64.09017932014535,,tomato,2,1.0,30.0
3244,0,1,,0,2,tomato,0.08333333333333333,0,0,3,None_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.001777184402055,67.8961487019982,,,3,1.0,30.0,62.936104133029374,64.97939779462484,,tomato,2,1.0,30.0
3245,0,1,,0,2,tomato,0.08333333333333333,0,0,3,None_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.001590444934077,66.64614871594729,,,3,1.0,30.0,62.05758805199034,65.86861626910434,,tomato,2,1.0,30.0
3246,0,1,,0,2,tomato,0.08333333333333333,0,0,3,None_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.001403705466217,65.39614872989638,,,3,1.0,30.0,61.1790719709513,66.75783474358383,,tomato,2,1.0,30.0
3247,0,1,,0,2,tomato,0.08333333333333333,0,0,3,None_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.001216965998417,64.14614874384547,,,3,1.0,30.0,60.30055588991177,67.64705321806332,,tomato,2,1.0,30.0
3248,0,1,,0,2,tomato,0.08333333333333333,0,0,3,None_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.001030226530617,62.89614875779393,,,3,1.0,30.0,59.42203980887213,68.53627169254281,,tomato,2,1.0,30.0
3249,0,1,,0,2,tomato,0.08333333333333333,0,0,3,None_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.000843487062816,61.64614877174231,,,3,1.0,30.0,58.543523727832486,69.4254901670223,,tomato,2,1.0,30.0
3250,0,1,,0,2,tomato,0.08333333333333333,0,0,3,None_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.000656747595016,60.39614878569069,,,3,1.0,30.0,57.665007646792844,70.3147086415018,,tomato,2,1.0,30.0
3251,0,1,,0,2,tomato,0.08333333333333333,0,0,3,None_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.000470008127216,59.14614879963907,,,3,1.0,30.0,56.7864915657532,71.20392711598129,,tomato,2,1.0,30.0
3252,0,1,,0,2,tomato,0.08333333333333333,0,0,3,None_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.000283268659416,57.89614881358745,,,3,1.0,30.0,56.18442931909164,72.20856840125788,,tomato,2,1.0,30.0
3253,0,1,,0,2,tomato,0.08333333333333333,0,0,3,None_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.000096529191616,56.64614882753583,,,3,1.0,30.0,56.16983147048351,73.4584831594783,,tomato,2,1.0,30.0
3254,0,1,,0,2,tomato,0.08333333333333333,0,0,3,None_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.000027855578324,55.39614883255843,,,3,1.0,30.0,56.155233621875375,74.70839791769873,,tomato,2,1.0,30.0
3255,0,1,,0,2,tomato,0.08333333333333333,0,0,3,None_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.000025594008147,54.14614883256028,,,3,1.0,30.0,56.14063577326724,75.95831267591916,,tomato,2,1.0,30.0
3256,0,1,,0,2,tomato,0.08333333333333333,0,0,3,None_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.000023332437838,52.896148832562126,,,3,1.0,30.0,56.12603792465911,77.20822743413959,,tomato,2,1.0,30.0
3257,0,1,,0,2,tomato,0.08333333333333333,0,0,3,None_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.00002107086753,51.64614883256397,,,3,1.0,30.0,56.111440076050975,78.45814219236001,,tomato,2,1.0,30.0
3258,0,1,,0,2,tomato,0.08333333333333333,0,0,3,None_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.00001880929722,50.39614883256582,,,3,1.0,30.0,56.09684222744288,79.70805695058044,,tomato,2,1.0,30.0
3259,0,1,,0,2,tomato,0.08333333333333333,0,0,3,None_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.00001654772691,49.14614883256767,,,3,1.0,30.0,56.08224437883509,80.95797170880087,,tomato,2,1.0,30.0
3260,0,1,,0,2,tomato,0.08333333333333333,0,0,3,None_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.000014286156603,47.896148832569516,,,3,1.0,30.0,56.06764653022731,82.2078864670213,,tomato,2,1.0,30.0
3261,0,1,,0,2,tomato,0.08333333333333333,0,0,3,None_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.000012024586294,46.64614883257136,,,3,1.0,30.0,56.05304868161952,83.45780122524172,,tomato,2,1.0,30.0
3262,0,1,,0,2,tomato,0.08333333333333333,0,0,3,None_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.000009763015985,45.39614883257321,,,3,1.0,30.0,56.038450833011744,84.70771598346215,,tomato,2,1.0,30.0
3263,0,1,,0,2,tomato,0.08333333333333333,0,0,3,None_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.000007501445676,44.14614883257506,,,3,1.0,30.0,56.02385298440396,85.95763074168258,,tomato,2,1.0,30.0
3264,0,1,,0,2,tomato,0.08333333333333333,0,0,3,None_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.000005239875367,42.896148832576905,,,3,1.0,30.0,56.009255135796174,87.207545499903,,tomato,2,1.0,30.0
3265,0,1,,0,2,tomato,0.08333333333333333,0,0,3,None_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.00000297830506,41.64614883257875,,,3,1.0,30.0,55.54535275042176,88.26983193213294,,tomato,2,1.0,30.0
3266,0,1,,0,2,tomato,0.08333333333333333,0,0,3,None_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.00000071673475,40.3961488325806,,,3,1.0,30.0,54.66670771572431,89.15892298652551,,tomato,2,1.0,30.0
3267,0,1,,0,2,tomato,0.08333333333333333,0,0,3,None_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,40.0,,,3,1.0,30.0,53.78806268102685,90.04801404091808,,tomato,2,1.0,30.0
3268,0,1,,0,2,tomato,0.08333333333333333,0,0,3,None_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,40.0,,,3,1.0,30.0,52.909417646329395,90.93710509531064,,tomato,2,1.0,30.0
3269,0,1,,0,2,tomato,0.125,0,0,3,None_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,40.0,,,3,1.0,30.0,52.03077261163194,91.82619614970321,,tomato,2,1.0,30.0
3270,0,1,,0,2,tomato,0.16666666666666666,0,0,3,None_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,40.0,,,3,1.0,30.0,51.15212757693448,92.71528720409577,,tomato,2,1.0,30.0
3271,0,1,,0,2,tomato,0.20833333333333331,0,0,3,None_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,40.0,,,3,1.0,30.0,50.27348254223711,93.60437825848834,,tomato,2,1.0,30.0
3272,0,1,,0,2,tomato,0.24999999999999997,0,0,3,None_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,40.0,,,3,1.0,30.0,49.394837507540366,94.49346931288109,,tomato,2,1.0,30.0
3273,0,1,,0,2,tomato,0.29166666666666663,0,0,3,None_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,40.0,,,3,1.0,30.0,48.51619247284362,95.38256036727401,,tomato,2,1.0,30.0
3274,0,1,,0,2,tomato,0.3333333333333333,0,0,3,None_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,40.0,,,3,1.0,30.0,47.637547438146875,96.27165142166695,,tomato,2,1.0,30.0
3275,0,1,,0,2,tomato,0.375,0,0,3,None_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,40.0,,,3,1.0,30.0,46.75890240345013,97.16074247605987,,tomato,2,1.0,30.0
3276,0,1,,0,2,tomato,0.4166666666666667,0,0,3,None_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,40.0,,,3,1.0,30.0,45.880257368753384,98.04983353045279,,tomato,2,1.0,30.0
3277,0,1,,0,2,tomato,0.45833333333333337,0,0,3,None_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,40.0,,,3,1.0,30.0,45.00161233405664,98.93892458484572,,tomato,2,1.0,30.0
3278,0,1,,0,2,tomato,0.5,0,0,3,None_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,40.0,,,3,1.0,30.0,44.12296729935989,99.82801563923864,,tomato,2,1.0,30.0
3279,0,1,,0,2,tomato,0.5416666666666666,0,0,3,None_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,40.0,,,3,1.0,30.0,43.24432226466315,100.71710669363158,,tomato,2,1.0,30.0
3280,0,1,,0,2,tomato,0.5833333333333333,0,0,3,None_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,40.0,,,3,1.0,30.0,42.3656772299664,101.6061977480245,,tomato,2,1.0,30.0
3281,0,1,,0,2,tomato,0.6249999999999999,0,0,3,None_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,40.0,,,3,1.0,30.0,41.487032195269656,102.49528880241742,,tomato,2,1.0,30.0
3282,0,1,,0,2,tomato,0.6666666666666665,0,0,3,None_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,40.0,,,3,1.0,30.0,40.60838716057291,103.38437985681036,,tomato,2,1.0,30.0
3283,0,1,,0,2,tomato,0.7083333333333331,0,0,3,None_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,40.0,,,3,1.0,30.0,39.721245367686436,103.3395855149044,,tomato,2,1.0,30.0
3284,0,1,,0,2,tomato,0.7083333333333331,0,0,3,None_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,40.0,,,3,1.0,30.0,38.82656871376395,102.4666286517521,,tomato,2,1.0,30.0
3285,0,1,,0,2,tomato,0.7083333333333331,0,0,3,None_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,40.0,,,3,1.0,30.0,37.93189205984146,101.59367178859931,,tomato,2,1.0,30.0
3286,0,1,,0,2,tomato,0.7083333333333331,0,0,3,None_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,41.250000000000284,,,3,1.0,30.0,37.03721540591897,100.72071492544637,,tomato,2,1.0,30.0
3287,0,1,,0,2,tomato,0.7083333333333331,0,0,3,None_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,42.50000000000057,,,3,1.0,30.0,36.14253875199648,99.84775806229342,,tomato,2,1.0,30.0
3288,0,1,,0,2,tomato,0.7083333333333331,0,0,3,None_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,43.75000000000085,,,3,1.0,30.0,35.247862098073995,98.97480119914049,,tomato,2,1.0,30.0
3289,0,1,,0,2,tomato,0.7083333333333331,0,0,3,None_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,45.00000000000114,,,3,1.0,30.0,34.35318544415151,98.10184433598755,,tomato,2,1.0,30.0
3290,0,1,,0,2,tomato,0.7083333333333331,0,0,3,None_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,46.25000000000142,,,3,1.0,30.0,33.45850879022902,97.22888747283461,,tomato,2,1.0,30.0
