tick,phase,collision,CuttingBoard_01_slot_x,CuttingBoard_01_slot_y,CuttingBoard_01_item,CuttingBoard_01_cut_time_accumulated,CuttingBoard_01_cut_stage,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_10_slot_x,CuttingBoard_10_slot_y,CuttingBoard_10_item,CuttingBoard_10_cut_time_accumulated,CuttingBoard_10_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Counter_26_slot_x,Counter_26_slot_y,Counter_26_item,Counter_27_slot_x,Counter_27_slot_y,Counter_27_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Delivery_53_slot_x,Delivery_53_slot_y,Delivery_53_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Dispenser_80_slot_x,Dispenser_80_slot_y,Dispenser_80_item,Delivery_83_slot_x,Delivery_83_slot_y,Delivery_83_item,Dispenser_91_slot_x,Dispenser_91_slot_y,Dispenser_91_item,Delivery_93_slot_x,Delivery_93_slot_y,Delivery_93_item,1df4f5b835fb3bca_score,player_a6722bfc_x,player_a6722bfc_y,player_a6722bfc_move_target,player_a6722bfc_item,player_a6722bfc_score,player_a6722bfc_cut_speed,player_a6722bfc_speed,player_2bf3e402_x,player_2bf3e402_y,player_2bf3e402_move_target,player_2bf3e402_item,player_2bf3e402_score,player_2bf3e402_cut_speed,player_2bf3e402_speed,eedfb0d0e6ad6444_score,b30d07cb0a9de8d0_message,f5e420a4d24e60bd_score
6268,test,False,0,1,tomato,2.9166666666666647,2,0,2,None_cut,4.0,3,1,0,tomato_cut,3.7916666666666616,3,2,2,tomato_cut,2,3,,2,4,plate,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,41.250000000000284,,tomato_cut,2,1.0,30.0,77.24999999999574,24.0,,plate,1,1.0,30.0,,,3.0
6269,test,False,0,1,tomato,2.9166666666666647,2,0,2,None_cut,4.0,3,1,0,tomato_cut,3.7916666666666616,3,2,2,tomato_cut,2,3,,2,4,plate,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,42.50000000000057,,tomato_cut,2,1.0,30.0,75.99999999999545,24.0,,plate,1,1.0,30.0,,,3.0
6270,test,False,0,1,tomato,2.9166666666666647,2,0,2,None_cut,4.0,3,1,0,tomato_cut,3.7916666666666616,3,2,2,tomato_cut,2,3,,2,4,plate,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,43.75000000000085,,tomato_cut,2,1.0,30.0,74.74999999999517,24.0,,plate,1,1.0,30.0,,,3.0
6271,test,False,0,1,tomato,2.9166666666666647,2,0,2,None_cut,4.0,3,1,0,tomato_cut,3.7916666666666616,3,2,2,tomato_cut,2,3,,2,4,plate,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,45.00000000000114,,tomato_cut,2,1.0,30.0,73.49999999999488,24.0,,plate,1,1.0,30.0,,,3.0
6272,test,False,0,1,tomato,2.9166666666666647,2,0,2,None_cut,4.0,3,1,0,tomato_cut,3.7916666666666616,3,2,2,tomato_cut,2,3,,2,4,plate,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,46.25000000000142,,tomato_cut,2,1.0,30.0,72.2499999999946,24.0,,plate,1,1.0,30.0,,,3.0
6273,test,False,0,1,tomato,2.9166666666666647,2,0,2,None_cut,4.0,3,1,0,tomato_cut,3.7916666666666616,3,2,2,tomato_cut,2,3,,2,4,plate,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,47.500000000001705,,tomato_cut,2,1.0,30.0,71.34621797023578,24.84324151087344,,plate,1,1.0,30.0,,,3.0
6274,test,False,0,1,tomato,2.9166666666666647,2,0,2,None_cut,4.0,3,1,0,tomato_cut,3.7916666666666616,3,2,2,tomato_cut,2,3,,2,4,plate,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,48.75000000000199,,tomato_cut,2,1.0,30.0,70.45686168923703,25.72161808469994,,plate,1,1.0,30.0,,,3.0
6275,test,False,0,1,tomato,2.9166666666666647,2,0,2,None_cut,4.0,3,1,0,tomato_cut,3.7916666666666616,3,2,2,tomato_cut,2,3,,2,4,plate,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,50.000000000002274,,tomato_cut,2,1.0,30.0,69.56750540823828,26.59999465852644,,plate,1,1.0,30.0,,,3.0
6276,test,False,0,1,tomato,2.9166666666666647,2,0,2,None_cut,4.0,3,1,0,tomato_cut,3.7916666666666616,3,2,2,tomato_cut,2,3,,2,4,plate,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,51.25000000000256,,tomato_cut,2,1.0,30.0,68.67814912723952,27.47837123235294,,plate,1,1.0,30.0,,,3.0
6277,test,False,0,1,tomato,2.9166666666666647,2,0,2,None_cut,4.0,3,1,0,tomato_cut,3.7916666666666616,3,2,2,tomato_cut,2,3,,2,4,plate,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,52.50000000000284,,tomato_cut,2,1.0,30.0,67.78879284624077,28.356747806179442,,plate,1,1.0,30.0,,,3.0
6278,test,False,0,1,tomato,2.9166666666666647,2,0,2,None_cut,4.0,3,1,0,tomato_cut,3.7916666666666616,3,2,2,tomato_cut,2,3,,2,4,plate,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,53.750000000003126,,tomato_cut,2,1.0,30.0,66.89943656524201,29.235124380005942,,plate,1,1.0,30.0,,,3.0
6279,test,False,0,1,tomato,2.9166666666666647,2,0,2,None_cut,4.0,3,1,0,tomato_cut,3.7916666666666616,3,2,2,tomato_cut,2,3,,2,4,plate,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,55.00000000000341,,tomato_cut,2,1.0,30.0,66.01008028424326,30.113500953832443,,plate,1,1.0,30.0,,,3.0
6280,test,False,0,1,tomato,2.9166666666666647,2,0,2,None_cut,4.0,3,1,0,tomato_cut,3.7916666666666616,3,2,2,tomato_cut,2,3,,2,4,plate,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,56.250000000003695,,tomato_cut,2,1.0,30.0,65.1207240032445,30.991877527658943,,plate,1,1.0,30.0,,,3.0
6281,test,False,0,1,tomato,2.9166666666666647,2,0,2,None_cut,4.0,3,1,0,tomato_cut,3.7916666666666616,3,2,2,tomato_cut,2,3,,2,4,plate,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,57.50000000000398,,tomato_cut,2,1.0,30.0,64.23136772224575,31.870254101485443,,plate,1,1.0,30.0,,,3.0
6282,test,False,0,1,tomato,2.9166666666666647,2,0,2,None_cut,4.0,3,1,0,tomato_cut,3.7916666666666616,3,2,2,tomato_cut,2,3,,2,4,plate,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,58.75000000000426,,tomato_cut,2,1.0,30.0,63.34201144124647,32.748630675311944,,plate,1,1.0,30.0,,,3.0
6283,test,False,0,1,tomato,2.9166666666666647,2,0,2,None_cut,4.0,3,1,0,tomato_cut,3.7916666666666616,3,2,2,tomato_cut,2,3,,2,4,plate,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,60.00000000000455,,tomato_cut,2,1.0,30.0,62.452655160247005,33.627007249138444,,plate,1,1.0,30.0,,,3.0
6284,test,False,0,1,tomato,2.9166666666666647,2,0,2,None_cut,4.0,3,1,0,tomato_cut,3.7916666666666616,3,2,2,tomato_cut,2,3,,2,4,plate,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,61.25000000000483,,tomato_cut,2,1.0,30.0,61.56329887924754,34.505383822964944,,plate,1,1.0,30.0,,,3.0
6285,test,False,0,1,tomato,2.9166666666666647,2,0,2,None_cut,4.0,3,1,0,tomato_cut,3.7916666666666616,3,2,2,tomato_cut,2,3,,2,4,plate,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,62.500000000005116,,tomato_cut,2,1.0,30.0,60.673942598248075,35.383760396791445,,plate,1,1.0,30.0,,,3.0
6286,test,False,0,1,tomato,2.9166666666666647,2,0,2,None_cut,4.0,3,1,0,tomato_cut,3.7916666666666616,3,2,2,tomato_cut,2,3,,2,4,plate,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,63.7500000000054,,tomato_cut,2,1.0,30.0,59.78458631724861,36.262136970617945,,plate,1,1.0,30.0,,,3.0
6287,test,False,0,1,tomato,2.9166666666666647,2,0,2,None_cut,4.0,3,1,0,tomato_cut,3.7916666666666616,3,2,2,tomato_cut,2,3,,2,4,plate,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,65.00000000000568,,tomato_cut,2,1.0,30.0,58.895230036249146,37.140513544444445,,plate,1,1.0,30.0,,,3.0
6288,test,False,0,1,tomato,2.9166666666666647,2,0,2,None_cut,4.0,3,1,0,tomato_cut,3.7916666666666616,3,2,2,tomato_cut,2,3,,2,4,plate,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,66.25000000000597,,tomato_cut,2,1.0,30.0,58.00587375524984,38.018890118270946,,plate,1,1.0,30.0,,,3.0
6289,test,False,0,1,tomato,2.9166666666666647,2,0,2,None_cut,4.0,3,1,0,tomato_cut,3.7916666666666616,3,2,2,tomato_cut,2,3,,2,4,plate,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,67.50000000000625,,tomato_cut,2,1.0,30.0,57.11651747425088,38.897266692097446,,plate,1,1.0,30.0,,,3.0
6290,test,False,0,1,tomato,2.9166666666666647,2,0,2,None_cut,4.0,3,1,0,tomato_cut,3.7916666666666616,3,2,2,tomato_cut,2,3,,2,4,plate,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,68.75000000000654,,tomato_cut,2,1.0,30.0,56.22716119325191,39.77564326592395,,plate,1,1.0,30.0,,,3.0
6291,test,False,0,1,tomato,2.9166666666666647,2,0,2,None_cut,4.0,3,1,0,tomato_cut,3.7916666666666616,3,2,2,tomato_cut,2,3,,2,4,plate,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,70.00000000000682,,tomato_cut,2,1.0,30.0,56.0,40.0,,plate,1,1.0,30.0,,,3.0
6292,test,False,0,1,tomato,2.9166666666666647,2,0,2,None_cut,4.0,3,1,0,tomato_cut,3.7916666666666616,3,2,2,tomato_salad,2,3,,2,4,plate,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,71.2500000000071,,tomato_cut,2,1.0,30.0,56.0,40.0,,,1,1.0,30.0,,,3.0
6293,test,False,0,1,tomato,2.9166666666666647,2,0,2,None_cut,4.0,3,1,0,tomato_cut,3.7916666666666616,3,2,2,tomato_salad,2,3,,2,4,plate,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,72.0,,tomato_cut,2,1.0,30.0,56.0,40.0,,,1,1.0,30.0,,,3.0
6294,test,False,0,1,tomato,2.9166666666666647,2,0,2,None_cut,4.0,3,1,0,tomato_cut,3.7916666666666616,3,2,2,tomato_salad,2,3,,2,4,tomato_salad,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,72.0,,,2,1.0,30.0,56.0,40.0,,,1,1.0,30.0,,,3.0
6295,test,False,0,1,tomato,2.9166666666666647,2,0,2,None_cut,4.0,3,1,0,tomato_cut,3.7916666666666616,3,2,2,tomato_salad,2,3,,2,4,tomato_salad,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,72.0,,,2,1.0,30.0,56.0,40.0,,,1,1.0,30.0,,,3.0
6296,test,False,0,1,tomato,2.9166666666666647,2,0,2,None_cut,4.0,3,1,0,tomato_cut,3.7916666666666616,3,2,2,tomato_salad,2,3,,2,4,tomato_salad,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,72.0,,,2,1.0,30.0,56.0,40.0,,,1,1.0,30.0,,,3.0
6297,test,False,0,1,tomato,2.9166666666666647,2,0,2,None_cut,4.0,3,1,0,tomato_cut,3.7916666666666616,3,2,2,tomato_salad,2,3,,2,4,tomato_salad,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,72.0,,,2,1.0,30.0,56.0,40.0,,,1,1.0,30.0,,,3.0
6298,test,False,0,1,tomato,2.9166666666666647,2,0,2,None_cut,4.0,3,1,0,tomato_cut,3.7916666666666616,3,2,2,tomato_salad,2,3,,2,4,tomato_salad,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,72.0,,,2,1.0,30.0,56.0,40.0,,,1,1.0,30.0,,,3.0
6299,test,False,0,1,tomato,2.9166666666666647,2,0,2,None_cut,4.0,3,1,0,tomato_cut,3.7916666666666616,3,2,2,tomato_salad,2,3,,2,4,tomato_salad,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,72.0,,,2,1.0,30.0,56.0,40.0,,,1,1.0,30.0,,,3.0
6300,test,False,0,1,tomato,2.9166666666666647,2,0,2,None_cut,4.0,3,1,0,tomato_cut,3.7916666666666616,3,2,2,tomato_salad,2,3,,2,4,tomato_salad,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,72.0,,,2,1.0,30.0,56.0,40.0,,,1,1.0,30.0,,,3.0
6301,test,False,0,1,tomato,2.9166666666666647,2,0,2,None_cut,4.0,3,1,0,tomato_cut,3.7916666666666616,3,2,2,tomato_salad,2,3,,2,4,tomato_salad,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,72.0,,,2,1.0,30.0,56.0,40.0,,,1,1.0,30.0,,,3.0
6302,test,False,0,1,tomato,2.9166666666666647,2,0,2,None_cut,4.0,3,1,0,tomato_cut,3.7916666666666616,3,2,2,tomato_salad,2,3,,2,4,tomato_salad,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,72.0,,,2,1.0,30.0,56.0,40.0,,,1,1.0,30.0,,,3.0
6303,test,False,0,1,tomato,2.9166666666666647,2,0,2,None_cut,4.0,3,1,0,tomato_cut,3.7916666666666616,3,2,2,tomato_salad,2,3,,2,4,tomato_salad,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,72.0,,,2,1.0,30.0,56.0,40.0,,,1,1.0,30.0,,,3.0
6304,test,False,0,1,tomato,2.9166666666666647,2,0,2,None_cut,4.0,3,1,0,tomato_cut,3.7916666666666616,3,2,2,tomato_salad,2,3,,2,4,tomato_salad,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,72.0,,,2,1.0,30.0,56.0,40.0,,,1,1.0,30.0,,,3.0
6305,test,False,0,1,tomato,2.9166666666666647,2,0,2,None_cut,4.0,3,1,0,tomato_cut,3.7916666666666616,3,2,2,tomato_salad,2,3,,2,4,tomato_salad,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,72.0,,,2,1.0,30.0,56.0,40.0,,,1,1.0,30.0,,,3.0
6306,test,False,0,1,tomato,2.9166666666666647,2,0,2,None_cut,4.0,3,1,0,tomato_cut,3.7916666666666616,3,2,2,tomato_salad,2,3,,2,4,tomato_salad,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,72.0,,,2,1.0,30.0,56.0,40.0,,,1,1.0,30.0,,,3.0
6307,test,False,0,1,tomato,2.9166666666666647,2,0,2,None_cut,4.0,3,1,0,tomato_cut,3.7916666666666616,3,2,2,tomato_salad,2,3,,2,4,tomato_salad,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,72.0,,,2,1.0,30.0,56.0,40.0,,,1,1.0,30.0,,,3.0
6308,test,False,0,1,tomato,2.9166666666666647,2,0,2,None_cut,4.0,3,1,0,tomato_cut,3.7916666666666616,3,2,2,tomato_salad,2,3,,2,4,tomato_salad,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,72.0,,,2,1.0,30.0,56.0,40.0,,,1,1.0,30.0,,,3.0
6309,test,False,0,1,tomato,2.9166666666666647,2,0,2,None_cut,4.0,3,1,0,tomato_cut,3.7916666666666616,3,2,2,tomato_salad,2,3,,2,4,tomato_salad,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,72.0,,,2,1.0,30.0,56.0,40.0,,,1,1.0,30.0,,,3.0
6310,test,False,0,1,tomato,2.9166666666666647,2,0,2,None_cut,4.0,3,1,0,tomato_cut,3.7916666666666616,3,2,2,tomato_salad,2,3,,2,4,tomato_salad,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,72.0,,,2,1.0,30.0,56.0,40.0,,,1,1.0,30.0,,,3.0
6311,test,False,0,1,tomato,2.9166666666666647,2,0,2,None_cut,4.0,3,1,0,tomato_cut,3.7916666666666616,3,2,2,tomato_salad,2,3,,2,4,tomato_salad,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,72.0,,,2,1.0,30.0,56.0,40.0,,,1,1.0,30.0,,,3.0
6312,test,False,0,1,tomato,2.9166666666666647,2,0,2,None_cut,4.0,3,1,0,tomato_cut,3.7916666666666616,3,2,2,tomato_salad,2,3,,2,4,tomato_salad,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,72.0,,,2,1.0,30.0,56.0,40.0,,,1,1.0,30.0,,,3.0
6313,test,False,0,1,tomato,2.9166666666666647,2,0,2,None_cut,4.0,3,1,0,tomato_cut,3.7916666666666616,3,2,2,tomato_salad,2,3,,2,4,tomato_salad,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,72.0,,,2,1.0,30.0,56.0,40.0,,,1,1.0,30.0,,,3.0
6314,test,False,0,1,tomato,2.9166666666666647,2,0,2,None_cut,4.0,3,1,0,tomato_cut,3.7916666666666616,3,2,2,tomato_salad,2,3,,2,4,tomato_salad,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,72.0,,,2,1.0,30.0,56.0,40.0,,,1,1.0,30.0,,,3.0
6315,test,False,0,1,tomato,2.9166666666666647,2,0,2,None_cut,4.0,3,1,0,tomato_cut,3.7916666666666616,3,2,2,tomato_salad,2,3,,2,4,tomato_salad,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,72.0,,,2,1.0,30.0,56.0,40.0,,,1,1.0,30.0,,,3.0
6316,test,False,0,1,tomato,2.9166666666666647,2,0,2,None_cut,4.0,3,1,0,tomato_cut,3.7916666666666616,3,2,2,tomato_salad,2,3,,2,4,tomato_salad,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,72.0,,,2,1.0,30.0,57.250000000000284,40.0,,,1,1.0,30.0,,,3.0
6317,test,False,0,1,tomato,2.9166666666666647,2,0,2,None_cut,4.0,3,1,0,tomato_cut,3.7916666666666616,3,2,2,tomato_salad,2,3,,2,4,,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,72.0,,tomato_salad,2,1.0,30.0,58.50000000000057,40.0,,,1,1.0,30.0,,,3.0
6318,test,False,0,1,tomato,2.9166666666666647,2,0,2,None_cut,4.0,3,1,0,tomato_cut,3.7916666666666616,3,2,2,tomato_salad,2,3,,2,4,,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,72.0,,tomato_salad,2,1.0,30.0,59.75000000000085,40.0,,,1,1.0,30.0,,,3.0
6319,test,False,0,1,tomato,2.9166666666666647,2,0,2,None_cut,4.0,3,1,0,tomato_cut,3.7916666666666616,3,2,2,tomato_salad,2,3,,2,4,,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,72.0,,tomato_salad,2,1.0,30.0,61.00000000000114,40.0,,,1,1.0,30.0,,,3.0
6320,test,False,0,1,tomato,2.9166666666666647,2,0,2,None_cut,4.0,3,1,0,tomato_cut,3.7916666666666616,3,2,2,tomato_salad,2,3,,2,4,,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,72.0,,tomato_salad,2,1.0,30.0,62.25000000000142,40.0,,,1,1.0,30.0,,,3.0
6321,test,False,0,1,tomato,2.9166666666666647,2,0,2,None_cut,4.0,3,1,0,tomato_cut,3.7916666666666616,3,2,2,tomato_salad,2,3,,2,4,,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,72.0,,tomato_salad,2,1.0,30.0,63.500000000001705,40.0,,,1,1.0,30.0,,,3.0
6322,test,False,0,1,tomato,2.9166666666666647,2,0,2,None_cut,4.0,3,1,0,tomato_cut,3.7916666666666616,3,2,2,tomato_salad,2,3,,2,4,,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,72.0,,tomato_salad,2,1.0,30.0,64.75000000000199,40.0,,,1,1.0,30.0,,,3.0
6323,test,False,0,1,tomato,2.9166666666666647,2,0,2,None_cut,4.0,3,1,0,tomato_cut,3.7916666666666616,3,2,2,tomato_salad,2,3,,2,4,,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,72.0,,tomato_salad,2,1.0,30.0,66.00000000000227,40.0,,,1,1.0,30.0,,,3.0
6324,test,False,0,1,tomato,2.9166666666666647,2,0,2,None_cut,4.0,3,1,0,tomato_cut,3.7916666666666616,3,2,2,tomato_salad,2,3,,2,4,tomato_salad,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,72.0,,,2,1.0,30.0,67.25000000000256,40.0,,,1,1.0,30.0,,,3.0
6325,test,False,0,1,tomato,2.9166666666666647,2,0,2,None_cut,4.0,3,1,0,tomato_cut,3.7916666666666616,3,2,2,tomato_salad,2,3,,2,4,tomato_salad,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,72.0,,,2,1.0,30.0,68.50000000000284,40.0,,,1,1.0,30.0,,,3.0
6326,test,False,0,1,tomato,2.9166666666666647,2,0,2,None_cut,4.0,3,1,0,tomato_cut,3.7916666666666616,3,2,2,tomato_salad,2,3,,2,4,tomato_salad,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,72.0,,,2,1.0,30.0,69.75000000000313,40.0,,,1,1.0,30.0,,,3.0
6327,test,False,0,1,tomato,2.9166666666666647,2,0,2,None_cut,4.0,3,1,0,tomato_cut,3.7916666666666616,3,2,2,tomato_salad,2,3,,2,4,tomato_salad,2,5,tomato,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,72.0,,,2,1.0,30.0,71.00000000000341,40.0,,,1,1.0,30.0,,,3.0
