tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_03_slot_x,CuttingBoard_03_slot_y,CuttingBoard_03_item,CuttingBoard_03_cut_time_accumulated,CuttingBoard_03_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,8cd98b2fcc59f8ab_score,player_386e3211_x,player_386e3211_y,player_386e3211_move_target,player_386e3211_item,player_386e3211_score,player_386e3211_cut_speed,player_386e3211_speed,player_62495bbd_x,player_62495bbd_y,player_62495bbd_move_target,player_62495bbd_item,player_62495bbd_score,player_62495bbd_cut_speed,player_62495bbd_speed
3836,0,1,,0,2,None_cut,4.0,3,0,3,tomato_cut,3.224999999999991,3,2,2,tomato_salad,2,3,tomato_salad,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,67.5000000000091,,tomato_cut,1,1.0,12.0,24.0,56.0,,,1,0.2,30.0
3837,0,1,,0,2,None_cut,4.0,3,0,3,tomato_cut,3.2333333333333245,3,2,2,tomato_salad,2,3,tomato_salad,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,68.00000000000864,,tomato_cut,1,1.0,12.0,24.0,56.0,,,1,0.2,30.0
3838,0,1,,0,2,None_cut,4.0,3,0,3,tomato_cut,3.241666666666658,3,2,2,tomato_salad,2,3,tomato_salad,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,68.50000000000819,,tomato_cut,1,1.0,12.0,24.0,56.0,,,1,0.2,30.0
3839,0,1,,0,2,None_cut,4.0,3,0,3,tomato_cut,3.249999999999991,3,2,2,tomato_salad,2,3,tomato_salad,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,69.00000000000773,,tomato_cut,1,1.0,12.0,24.0,56.0,,,1,0.2,30.0
3840,0,1,,0,2,None_cut,4.0,3,0,3,tomato_cut,3.2583333333333244,3,2,2,tomato_salad,2,3,tomato_salad,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,69.50000000000728,,tomato_cut,1,1.0,12.0,24.0,56.0,,,1,0.2,30.0
3841,0,1,,0,2,None_cut,4.0,3,0,3,tomato_cut,3.2666666666666577,3,2,2,tomato_salad,2,3,tomato_salad,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,70.00000000000682,,tomato_cut,1,1.0,12.0,24.0,56.0,,,1,0.2,30.0
3842,0,1,,0,2,None_cut,4.0,3,0,3,tomato_cut,3.274999999999991,3,2,2,tomato_salad,2,3,tomato_salad,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,70.50000000000637,,tomato_cut,1,1.0,12.0,24.0,56.0,,,1,0.2,30.0
3843,0,1,,0,2,None_cut,4.0,3,0,3,tomato_cut,3.2833333333333243,3,2,2,tomato_salad,2,3,tomato_salad,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,71.00000000000591,,tomato_cut,1,1.0,12.0,24.0,56.0,,,1,0.2,30.0
3844,0,1,,0,2,None_cut,4.0,3,0,3,tomato_cut,3.2916666666666576,3,2,2,tomato_salad,2,3,tomato_salad,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,71.50000000000546,,tomato_cut,1,1.0,12.0,24.0,56.0,,,1,0.2,30.0
3845,0,1,,0,2,None_cut,4.0,3,0,3,tomato_cut,3.299999999999991,3,2,2,tomato_salad,2,3,tomato_salad,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,72.0,,tomato_cut,1,1.0,12.0,24.0,56.0,,,1,0.2,30.0
3846,0,1,,0,2,None_cut,4.0,3,0,3,tomato_cut,3.3083333333333242,3,2,2,tomato_salad,2,3,tomato_salad,2,4,tomato_salad,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,72.0,,,1,1.0,12.0,24.0,56.0,,,1,0.2,30.0
3847,0,1,,0,2,None_cut,4.0,3,0,3,tomato_cut,3.3166666666666575,3,2,2,tomato_salad,2,3,tomato_salad,2,4,tomato_salad,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,72.0,,,1,1.0,12.0,24.0,56.0,,,1,0.2,30.0
3848,0,1,,0,2,None_cut,4.0,3,0,3,tomato_cut,3.324999999999991,3,2,2,tomato_salad,2,3,tomato_salad,2,4,tomato_salad,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,72.0,,,1,1.0,12.0,24.0,56.0,,,1,0.2,30.0
3849,0,1,,0,2,None_cut,4.0,3,0,3,tomato_cut,3.333333333333324,3,2,2,tomato_salad,2,3,tomato_salad,2,4,tomato_salad,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,72.0,,,1,1.0,12.0,24.0,56.0,,,1,0.2,30.0
3850,0,1,,0,2,None_cut,4.0,3,0,3,tomato_cut,3.3416666666666575,3,2,2,tomato_salad,2,3,tomato_salad,2,4,tomato_salad,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,72.0,,,1,1.0,12.0,24.0,56.0,,,1,0.2,30.0
3851,0,1,,0,2,None_cut,4.0,3,0,3,tomato_cut,3.3499999999999908,3,2,2,tomato_salad,2,3,tomato_salad,2,4,tomato_salad,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,72.0,,,1,1.0,12.0,24.0,56.0,,,1,0.2,30.0
3852,0,1,,0,2,None_cut,4.0,3,0,3,tomato_cut,3.358333333333324,3,2,2,tomato_salad,2,3,tomato_salad,2,4,tomato_salad,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,72.0,,,1,1.0,12.0,24.0,56.0,,,1,0.2,30.0
3853,0,1,,0,2,None_cut,4.0,3,0,3,tomato_cut,3.3666666666666574,3,2,2,tomato_salad,2,3,tomato_salad,2,4,tomato_salad,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,72.0,,,1,1.0,12.0,24.0,56.0,,,1,0.2,30.0
3854,0,1,,0,2,None_cut,4.0,3,0,3,tomato_cut,3.3749999999999907,3,2,2,tomato_salad,2,3,tomato_salad,2,4,tomato_salad,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,72.0,,,1,1.0,12.0,24.0,56.0,,,1,0.2,30.0
3855,0,1,,0,2,None_cut,4.0,3,0,3,tomato_cut,3.383333333333324,3,2,2,tomato_salad,2,3,tomato_salad,2,4,tomato_salad,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,72.0,,,1,1.0,12.0,24.0,56.0,,,1,0.2,30.0
3856,0,1,,0,2,None_cut,4.0,3,0,3,tomato_cut,3.383333333333324,3,2,2,tomato_salad,2,3,tomato_salad,2,4,tomato_salad,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,72.0,,,1,1.0,12.0,24.0,56.0,,,1,0.2,30.0
3857,0,1,,0,2,None_cut,4.0,3,0,3,tomato_cut,3.383333333333324,3,2,2,tomato_salad,2,3,tomato_salad,2,4,tomato_salad,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,72.0,,,1,1.0,12.0,24.0,56.0,,,1,0.2,30.0
3858,0,1,,0,2,None_cut,4.0,3,0,3,tomato_cut,3.383333333333324,3,2,2,tomato_salad,2,3,tomato_salad,2,4,tomato_salad,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,72.0,,,1,1.0,12.0,24.0,56.0,,,1,0.2,30.0
3859,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.383333333333324,3,2,2,tomato_salad,2,3,tomato_salad,2,4,tomato_salad,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,72.0,,,1,1.0,12.0,24.0,56.0,,tomato_cut,1,0.2,30.0
3860,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.383333333333324,3,2,2,tomato_salad,2,3,tomato_salad,2,4,tomato_salad,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,72.0,,,1,1.0,12.0,24.0,56.0,,tomato_cut,1,0.2,30.0
3861,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.383333333333324,3,2,2,tomato_salad,2,3,tomato_salad,2,4,tomato_salad,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,72.0,,,1,1.0,12.0,24.0,56.0,,tomato_cut,1,0.2,30.0
3862,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.383333333333324,3,2,2,tomato_salad,2,3,tomato_salad,2,4,tomato_salad,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,72.0,,,1,1.0,12.0,24.0,56.0,,tomato_cut,1,0.2,30.0
3863,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.383333333333324,3,2,2,tomato_salad,2,3,tomato_salad,2,4,tomato_salad,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,72.0,,,1,1.0,12.0,24.0,56.0,,tomato_cut,1,0.2,30.0
3864,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.383333333333324,3,2,2,tomato_salad,2,3,tomato_salad,2,4,tomato_salad,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,72.0,,,1,1.0,12.0,24.0,56.0,,tomato_cut,1,0.2,30.0
3865,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.383333333333324,3,2,2,tomato_salad,2,3,tomato_salad,2,4,tomato_salad,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,72.0,,,1,1.0,12.0,24.0,56.0,,tomato_cut,1,0.2,30.0
3866,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.383333333333324,3,2,2,tomato_salad,2,3,tomato_salad,2,4,tomato_salad,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,72.0,,,1,1.0,12.0,24.0,56.0,,tomato_cut,1,0.2,30.0
3867,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.383333333333324,3,2,2,tomato_salad,2,3,tomato_salad,2,4,tomato_salad,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,72.0,,,1,1.0,12.0,24.0,56.0,,tomato_cut,1,0.2,30.0
3868,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.383333333333324,3,2,2,tomato_salad,2,3,tomato_salad,2,4,tomato_salad,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,72.0,,,1,1.0,12.0,24.0,56.0,,tomato_cut,1,0.2,30.0
3869,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.383333333333324,3,2,2,tomato_salad,2,3,tomato_salad,2,4,tomato_salad,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,72.0,,,1,1.0,12.0,24.0,56.0,,tomato_cut,1,0.2,30.0
3870,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.383333333333324,3,2,2,tomato_salad,2,3,tomato_salad,2,4,tomato_salad,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,72.0,,,1,1.0,12.0,24.0,56.0,,tomato_cut,1,0.2,30.0
3871,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.383333333333324,3,2,2,tomato_salad,2,3,tomato_salad,2,4,tomato_salad,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,72.0,,,1,1.0,12.0,24.0,56.0,,tomato_cut,1,0.2,30.0
3872,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.383333333333324,3,2,2,tomato_salad,2,3,tomato_salad,2,4,tomato_salad,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,72.0,,,1,1.0,12.0,24.0,56.0,,tomato_cut,1,0.2,30.0
3873,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.383333333333324,3,2,2,tomato_salad,2,3,tomato_salad,2,4,tomato_salad,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,72.0,,,1,1.0,12.0,24.0,56.0,,tomato_cut,1,0.2,30.0
3874,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.383333333333324,3,2,2,tomato_salad,2,3,tomato_salad,2,4,tomato_salad,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,72.0,,,1,1.0,12.0,24.0,56.0,,tomato_cut,1,0.2,30.0
3875,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.383333333333324,3,2,2,tomato_salad,2,3,tomato_salad,2,4,tomato_salad,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,72.0,,,1,1.0,12.0,24.0,56.0,,tomato_cut,1,0.2,30.0
3876,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.383333333333324,3,2,2,tomato_salad,2,3,tomato_salad,2,4,tomato_salad,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,72.0,,,1,1.0,12.0,24.0,56.0,,tomato_cut,1,0.2,30.0
3877,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.383333333333324,3,2,2,tomato_salad,2,3,tomato_salad,2,4,tomato_salad,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,72.0,,,1,1.0,12.0,24.0,56.0,,tomato_cut,1,0.2,30.0
3878,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.383333333333324,3,2,2,tomato_salad,2,3,tomato_salad,2,4,tomato_salad,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,72.0,,,1,1.0,12.0,24.0,56.0,,tomato_cut,1,0.2,30.0
3879,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.383333333333324,3,2,2,tomato_salad,2,3,tomato_salad,2,4,tomato_salad,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,72.0,,,1,1.0,12.0,24.0,56.0,,tomato_cut,1,0.2,30.0
3880,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.383333333333324,3,2,2,tomato_salad,2,3,tomato_salad,2,4,tomato_salad,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,72.0,,,1,1.0,12.0,24.0,56.0,,tomato_cut,1,0.2,30.0
3881,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.383333333333324,3,2,2,tomato_salad,2,3,tomato_salad,2,4,tomato_salad,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,72.0,,,1,1.0,12.0,24.0,56.0,,tomato_cut,1,0.2,30.0
3882,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.383333333333324,3,2,2,tomato_salad,2,3,tomato_salad,2,4,tomato_salad,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,72.0,,,1,1.0,12.0,24.0,56.0,,tomato_cut,1,0.2,30.0
3883,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.383333333333324,3,2,2,tomato_salad,2,3,tomato_salad,2,4,tomato_salad,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,72.0,,,1,1.0,12.0,24.0,56.0,,tomato_cut,1,0.2,30.0
3884,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.383333333333324,3,2,2,tomato_salad,2,3,tomato_salad,2,4,tomato_salad,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,72.0,,,1,1.0,12.0,24.0,56.0,,tomato_cut,1,0.2,30.0
3885,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.383333333333324,3,2,2,tomato_salad,2,3,tomato_salad,2,4,tomato_salad,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,72.0,,,1,1.0,12.0,24.0,56.0,,tomato_cut,1,0.2,30.0
3886,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.383333333333324,3,2,2,tomato_salad,2,3,tomato_salad,2,4,tomato_salad,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,72.0,,,1,1.0,12.0,24.0,56.0,,tomato_cut,1,0.2,30.0
3887,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.383333333333324,3,2,2,tomato_salad,2,3,tomato_salad,2,4,tomato_salad,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,72.0,,,1,1.0,12.0,24.0,56.0,,tomato_cut,1,0.2,30.0
3888,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.383333333333324,3,2,2,tomato_salad,2,3,tomato_salad,2,4,tomato_salad,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,72.0,,,1,1.0,12.0,24.0,56.0,,tomato_cut,1,0.2,30.0
3889,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.383333333333324,3,2,2,tomato_salad,2,3,tomato_salad,2,4,tomato_salad,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,72.0,,,1,1.0,12.0,24.0,56.0,,tomato_cut,1,0.2,30.0
3890,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.383333333333324,3,2,2,tomato_salad,2,3,tomato_salad,2,4,tomato_salad,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,72.0,,,1,1.0,12.0,24.0,56.0,,tomato_cut,1,0.2,30.0
3891,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.383333333333324,3,2,2,tomato_salad,2,3,tomato_salad,2,4,tomato_salad,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,72.0,,,1,1.0,12.0,24.0,56.0,,tomato_cut,1,0.2,30.0
3892,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.383333333333324,3,2,2,tomato_salad,2,3,tomato_salad,2,4,tomato_salad,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,72.0,,,1,1.0,12.0,24.0,56.0,,tomato_cut,1,0.2,30.0
3893,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.383333333333324,3,2,2,tomato_salad,2,3,tomato_salad,2,4,tomato_salad,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,72.0,,,1,1.0,12.0,24.0,56.0,,tomato_cut,1,0.2,30.0
3894,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.383333333333324,3,2,2,tomato_salad,2,3,tomato_salad,2,4,tomato_salad,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,72.0,,,1,1.0,12.0,24.0,56.0,,tomato_cut,1,0.2,30.0
3895,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.383333333333324,3,2,2,tomato_salad,2,3,tomato_salad,2,4,tomato_salad,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,72.0,,,1,1.0,12.0,24.0,56.0,,tomato_cut,1,0.2,30.0
3896,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.383333333333324,3,2,2,tomato_salad,2,3,tomato_salad,2,4,tomato_salad,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,72.0,,,1,1.0,12.0,24.0,56.0,,tomato_cut,1,0.2,30.0
3897,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.383333333333324,3,2,2,tomato_salad,2,3,tomato_salad,2,4,tomato_salad,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,72.0,,,1,1.0,12.0,24.0,56.0,,tomato_cut,1,0.2,30.0
3898,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.383333333333324,3,2,2,tomato_salad,2,3,tomato_salad,2,4,tomato_salad,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,72.0,,,1,1.0,12.0,24.0,56.0,,tomato_cut,1,0.2,30.0
3899,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.383333333333324,3,2,2,tomato_salad,2,3,tomato_salad,2,4,tomato_salad,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,72.0,,,1,1.0,12.0,24.0,56.0,,tomato_cut,1,0.2,30.0
3900,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.383333333333324,3,2,2,tomato_salad,2,3,tomato_salad,2,4,tomato_salad,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,72.0,,,1,1.0,12.0,24.0,56.0,,tomato_cut,1,0.2,30.0
3901,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.383333333333324,3,2,2,tomato_salad,2,3,tomato_salad,2,4,tomato_salad,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,72.0,,,1,1.0,12.0,24.0,56.0,,tomato_cut,1,0.2,30.0
3902,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.383333333333324,3,2,2,tomato_salad,2,3,tomato_salad,2,4,tomato_salad,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,72.0,,,1,1.0,12.0,24.0,56.0,,tomato_cut,1,0.2,30.0
3903,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.383333333333324,3,2,2,tomato_salad,2,3,tomato_salad,2,4,tomato_salad,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,72.0,,,1,1.0,12.0,24.0,56.0,,tomato_cut,1,0.2,30.0
3904,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.383333333333324,3,2,2,tomato_salad,2,3,tomato_salad,2,4,tomato_salad,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,72.0,,,1,1.0,12.0,24.0,56.0,,tomato_cut,1,0.2,30.0
3905,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.383333333333324,3,2,2,tomato_salad,2,3,tomato_salad,2,4,tomato_salad,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,72.0,,,1,1.0,12.0,24.0,56.0,,tomato_cut,1,0.2,30.0
3906,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.383333333333324,3,2,2,tomato_salad,2,3,tomato_salad,2,4,tomato_salad,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,72.0,,,1,1.0,12.0,24.0,56.0,,tomato_cut,1,0.2,30.0
3907,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.383333333333324,3,2,2,tomato_salad,2,3,tomato_salad,2,4,tomato_salad,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,72.0,,,1,1.0,12.0,24.0,56.0,,tomato_cut,1,0.2,30.0
3908,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.383333333333324,3,2,2,tomato_salad,2,3,tomato_salad,2,4,tomato_salad,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,72.0,,,1,1.0,12.0,24.0,56.0,,tomato_cut,1,0.2,30.0
