tick,phase,collision,CuttingBoard_01_slot_x,CuttingBoard_01_slot_y,CuttingBoard_01_item,CuttingBoard_01_cut_time_accumulated,CuttingBoard_01_cut_stage,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_10_slot_x,CuttingBoard_10_slot_y,CuttingBoard_10_item,CuttingBoard_10_cut_time_accumulated,CuttingBoard_10_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Counter_26_slot_x,Counter_26_slot_y,Counter_26_item,Counter_27_slot_x,Counter_27_slot_y,Counter_27_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Delivery_53_slot_x,Delivery_53_slot_y,Delivery_53_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Dispenser_80_slot_x,Dispenser_80_slot_y,Dispenser_80_item,Delivery_83_slot_x,Delivery_83_slot_y,Delivery_83_item,Dispenser_91_slot_x,Dispenser_91_slot_y,Dispenser_91_item,Delivery_93_slot_x,Delivery_93_slot_y,Delivery_93_item,aaee1ce0ebaed94c_score,player_cf895221_x,player_cf895221_y,player_cf895221_move_target,player_cf895221_item,player_cf895221_score,player_cf895221_cut_speed,player_cf895221_speed,player_0adf82e8_x,player_0adf82e8_y,player_0adf82e8_move_target,player_0adf82e8_item,player_0adf82e8_score,player_0adf82e8_cut_speed,player_0adf82e8_speed,7b4fde9f83715fa4_score,764b88f71d5f23c6_message,c260de43986158df_score
6105,test,False,0,1,tomato,2.541666666666666,2,0,2,None_cut,4.0,3,1,0,tomato_cut,3.4583333333333295,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,,4,1.0,30.0,92.75000000001336,24.0,,,3,1.0,30.0,,,7.0
6106,test,False,0,1,tomato,2.541666666666666,2,0,2,None_cut,4.0,3,1,0,tomato_cut,3.4583333333333295,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,,4,1.0,30.0,94.00000000001364,24.0,,,3,1.0,30.0,,,7.0
6107,test,False,0,1,tomato,2.541666666666666,2,0,2,None_cut,4.0,3,1,0,tomato_cut,3.4583333333333295,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,,4,1.0,30.0,95.25000000001393,24.0,,,3,1.0,30.0,,,7.0
6108,test,False,0,1,tomato,2.541666666666666,2,0,2,None_cut,4.0,3,1,0,tomato_cut,3.4583333333333295,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,,4,1.0,30.0,96.50000000001421,24.0,,,3,1.0,30.0,,,7.0
6109,test,False,0,1,tomato,2.541666666666666,2,0,2,None_cut,4.0,3,1,0,tomato_cut,3.4583333333333295,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,,4,1.0,30.0,97.7500000000145,24.0,,,3,1.0,30.0,,,7.0
6110,test,False,0,1,tomato,2.541666666666666,2,0,2,None_cut,4.0,3,1,0,tomato_cut,3.4583333333333295,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,,4,1.0,30.0,99.00000000001478,24.0,,,3,1.0,30.0,,,7.0
6111,test,False,0,1,tomato,2.541666666666666,2,0,2,None_cut,4.0,3,1,0,tomato_cut,3.4583333333333295,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,,4,1.0,30.0,100.25000000001506,24.0,,,3,1.0,30.0,,,7.0
6112,test,False,0,1,tomato,2.541666666666666,2,0,2,None_cut,4.0,3,1,0,tomato_cut,3.4583333333333295,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,,4,1.0,30.0,101.50000000001535,24.0,,,3,1.0,30.0,,,7.0
6113,test,False,0,1,tomato,2.541666666666666,2,0,2,None_cut,4.0,3,1,0,tomato_cut,3.4583333333333295,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,,4,1.0,30.0,102.75000000001563,24.0,,,3,1.0,30.0,,,7.0
6114,test,False,0,1,tomato,2.541666666666666,2,0,2,None_cut,4.0,3,1,0,tomato_cut,3.4583333333333295,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,,4,1.0,30.0,104.00000000001592,24.0,,,3,1.0,30.0,,,7.0
6115,test,False,0,1,tomato,2.541666666666666,2,0,2,None_cut,4.0,3,1,0,tomato_cut,3.4583333333333295,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,,4,1.0,30.0,105.2500000000162,24.0,,,3,1.0,30.0,,,7.0
6116,test,False,0,1,tomato,2.541666666666666,2,0,2,None_cut,4.0,3,1,0,tomato_cut,3.4583333333333295,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,,4,1.0,30.0,106.50000000001648,24.0,,,3,1.0,30.0,,,7.0
6117,test,False,0,1,tomato,2.541666666666666,2,0,2,None_cut,4.0,3,1,0,tomato_cut,3.4583333333333295,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,,4,1.0,30.0,107.75000000001677,24.0,,,3,1.0,30.0,,,7.0
6118,test,False,0,1,tomato,2.541666666666666,2,0,2,None_cut,4.0,3,1,0,tomato_cut,3.4583333333333295,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,,4,1.0,30.0,109.00000000001705,24.0,,,3,1.0,30.0,,,7.0
6119,test,False,0,1,tomato,2.541666666666666,2,0,2,None_cut,4.0,3,1,0,tomato_cut,3.4583333333333295,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,,4,1.0,30.0,110.25000000001734,24.0,,,3,1.0,30.0,,,7.0
6120,test,False,0,1,tomato,2.541666666666666,2,0,2,None_cut,4.0,3,1,0,tomato_cut,3.4583333333333295,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,,4,1.0,30.0,111.50000000001762,24.0,,,3,1.0,30.0,,,7.0
6121,test,False,0,1,tomato,2.541666666666666,2,0,2,None_cut,4.0,3,1,0,tomato_cut,3.4583333333333295,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,,4,1.0,30.0,112.7500000000179,24.0,,,3,1.0,30.0,,,7.0
6122,test,False,0,1,tomato,2.541666666666666,2,0,2,None_cut,4.0,3,1,0,tomato_cut,3.4583333333333295,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,,4,1.0,30.0,114.00000000001819,24.0,,,3,1.0,30.0,,,7.0
6123,test,False,0,1,tomato,2.541666666666666,2,0,2,None_cut,4.0,3,1,0,tomato_cut,3.4583333333333295,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,,4,1.0,30.0,115.25000000001847,24.0,,,3,1.0,30.0,,,7.0
6124,test,False,0,1,tomato,2.541666666666666,2,0,2,None_cut,4.0,3,1,0,tomato_cut,3.4583333333333295,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,,4,1.0,30.0,116.50000000001876,24.0,,,3,1.0,30.0,,,7.0
6125,test,False,0,1,tomato,2.541666666666666,2,0,2,None_cut,4.0,3,1,0,tomato_cut,3.4583333333333295,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,,4,1.0,30.0,117.75000000001904,24.0,,,3,1.0,30.0,,,7.0
6126,test,False,0,1,tomato,2.541666666666666,2,0,2,None_cut,4.0,3,1,0,tomato_cut,3.4583333333333295,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,,4,1.0,30.0,119.00000000001933,24.0,,,3,1.0,30.0,,,7.0
6127,test,False,0,1,tomato,2.541666666666666,2,0,2,None_cut,4.0,3,1,0,tomato_cut,3.4583333333333295,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,,4,1.0,30.0,120.25000000001961,24.0,,,3,1.0,30.0,,,7.0
6128,test,False,0,1,tomato,2.541666666666666,2,0,2,None_cut,4.0,3,1,0,tomato_cut,3.4583333333333295,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,,4,1.0,30.0,121.5000000000199,24.0,,,3,1.0,30.0,,,7.0
6129,test,False,0,1,tomato,2.541666666666666,2,0,2,None_cut,4.0,3,1,0,tomato_cut,3.4583333333333295,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,,4,1.0,30.0,122.75000000002018,24.0,,,3,1.0,30.0,,,7.0
6130,test,False,0,1,tomato,2.541666666666666,2,0,2,None_cut,4.0,3,1,0,tomato_cut,3.4583333333333295,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,,4,1.0,30.0,124.00000000002046,24.0,,,3,1.0,30.0,,,7.0
6131,test,False,0,1,tomato,2.541666666666666,2,0,2,None_cut,4.0,3,1,0,tomato_cut,3.4583333333333295,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,,4,1.0,30.0,125.25000000002075,24.0,,,3,1.0,30.0,,,7.0
6132,test,False,0,1,tomato,2.541666666666666,2,0,2,None_cut,4.0,3,1,0,tomato_cut,3.4583333333333295,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,55.11611652351695,39.11611652351695,,,4,1.0,30.0,126.50000000002103,24.0,,,3,1.0,30.0,,,7.0
6133,test,False,0,1,tomato,2.541666666666666,2,0,2,None_cut,4.0,3,1,0,tomato_cut,3.4583333333333295,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,54.2322330470339,38.2322330470339,,,4,1.0,30.0,127.75000000002132,24.0,,,3,1.0,30.0,,,7.0
6134,test,False,0,1,tomato,2.541666666666666,2,0,2,None_cut,4.0,3,1,0,tomato_cut,3.4583333333333295,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,53.34834957055085,37.34834957055085,,,4,1.0,30.0,129.00000000002046,24.0,,,3,1.0,30.0,,,7.0
6135,test,False,0,1,tomato,2.541666666666666,2,0,2,None_cut,4.0,3,1,0,tomato_cut,3.4583333333333295,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,52.4644660940678,36.4644660940678,,,4,1.0,30.0,130.25000000001933,24.0,,,3,1.0,30.0,,,7.0
6136,test,False,0,1,tomato,2.541666666666666,2,0,2,None_cut,4.0,3,1,0,tomato_cut,3.4583333333333295,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,51.58058261758475,35.58058261758475,,,4,1.0,30.0,131.5000000000182,24.0,,,3,1.0,30.0,,,7.0
6137,test,False,0,1,tomato,2.541666666666666,2,0,2,None_cut,4.0,3,1,0,tomato_cut,3.4583333333333295,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,50.6966991411017,34.6966991411017,,,4,1.0,30.0,132.75000000001705,24.0,,,3,1.0,30.0,,,7.0
6138,test,False,0,1,tomato,2.541666666666666,2,0,2,None_cut,4.0,3,1,0,tomato_cut,3.4583333333333295,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,49.812815664618654,33.812815664618654,,,4,1.0,30.0,134.00000000001592,24.0,,,3,1.0,30.0,,,7.0
6139,test,False,0,1,tomato,2.541666666666666,2,0,2,None_cut,4.0,3,1,0,tomato_cut,3.4583333333333295,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,48.928932188135605,32.928932188135605,,,4,1.0,30.0,135.25000000001478,24.0,,,3,1.0,30.0,,,7.0
6140,test,False,0,1,tomato,2.541666666666666,2,0,2,None_cut,4.0,3,1,0,tomato_cut,3.4583333333333295,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,48.045048711652555,32.045048711652555,,,4,1.0,30.0,136.0,24.0,,,3,1.0,30.0,,,7.0
6141,test,False,0,1,tomato,2.541666666666666,2,0,2,None_cut,4.0,3,1,0,tomato_cut,3.4583333333333295,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,47.161165235169506,31.161165235169506,,,4,1.0,30.0,136.0,24.0,,plate,3,1.0,30.0,,,7.0
6142,test,False,0,1,tomato,2.541666666666666,2,0,2,None_cut,4.0,3,1,0,tomato_cut,3.4583333333333295,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,46.277281758686456,30.277281758686456,,,4,1.0,30.0,136.0,24.0,,plate,3,1.0,30.0,,,7.0
6143,test,False,0,1,tomato,2.541666666666666,2,0,2,None_cut,4.0,3,1,0,tomato_cut,3.4583333333333295,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,45.39339828220341,29.393398282203407,,,4,1.0,30.0,136.0,24.0,,plate,3,1.0,30.0,,,7.0
6144,test,False,0,1,tomato,2.541666666666666,2,0,2,None_cut,4.0,3,1,0,tomato_cut,3.4583333333333295,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,44.50951480572036,28.509514805720357,,,4,1.0,30.0,136.0,24.0,,plate,3,1.0,30.0,,,7.0
6145,test,False,0,1,tomato,2.541666666666666,2,0,2,None_cut,4.0,3,1,0,tomato_cut,3.4583333333333295,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,43.62563132923731,27.625631329237308,,,4,1.0,30.0,136.0,24.0,,plate,3,1.0,30.0,,,7.0
6146,test,False,0,1,tomato,2.541666666666666,2,0,2,None_cut,4.0,3,1,0,tomato_cut,3.4583333333333295,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,42.74174785275426,26.74174785275426,,,4,1.0,30.0,136.0,24.0,,plate,3,1.0,30.0,,,7.0
6147,test,False,0,1,tomato,2.541666666666666,2,0,2,None_cut,4.0,3,1,0,tomato_cut,3.4583333333333295,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,41.85786437627121,25.85786437627121,,,4,1.0,30.0,136.0,24.0,,plate,3,1.0,30.0,,,7.0
6148,test,False,0,1,tomato,2.541666666666666,2,0,2,None_cut,4.0,3,1,0,tomato_cut,3.4583333333333295,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,40.97398089978816,24.97398089978816,,,4,1.0,30.0,136.0,24.0,,plate,3,1.0,30.0,,,7.0
6149,test,False,0,1,tomato,2.541666666666666,2,0,2,None_cut,4.0,3,1,0,tomato_cut,3.4583333333333295,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,40.04617444130983,24.194346815316237,,,4,1.0,30.0,136.0,24.0,,plate,3,1.0,30.0,,,7.0
6150,test,False,0,1,tomato,2.541666666666666,2,0,2,None_cut,4.0,3,1,0,tomato_cut,3.4583333333333295,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,38.796266114866114,24.179208272259245,,,4,1.0,30.0,136.0,24.0,,plate,3,1.0,30.0,,,7.0
6151,test,False,0,1,tomato,2.541666666666666,2,0,2,None_cut,4.0,3,1,0,tomato_cut,3.4583333333333295,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,37.5463577884224,24.164069729202254,,,4,1.0,30.0,136.0,24.0,,plate,3,1.0,30.0,,,7.0
6152,test,False,0,1,tomato,2.541666666666666,2,0,2,None_cut,4.0,3,1,0,tomato_cut,3.4583333333333295,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,36.29644946197868,24.148931186145262,,,4,1.0,30.0,136.0,24.0,,plate,3,1.0,30.0,,,7.0
6153,test,False,0,1,tomato,2.541666666666666,2,0,2,None_cut,4.0,3,1,0,tomato_cut,3.4583333333333295,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,35.046541135534966,24.13379264308827,,,4,1.0,30.0,136.0,24.0,,plate,3,1.0,30.0,,,7.0
6154,test,False,0,1,tomato,2.541666666666666,2,0,2,None_cut,4.0,3,1,0,tomato_cut,3.4583333333333295,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,33.79663280909125,24.11865410003119,,,4,1.0,30.0,136.0,24.0,,plate,3,1.0,30.0,,,7.0
6155,test,False,0,1,tomato,2.541666666666666,2,0,2,None_cut,4.0,3,1,0,tomato_cut,3.4583333333333295,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,32.546724482647534,24.103515556974024,,,4,1.0,30.0,136.0,24.0,,plate,3,1.0,30.0,,,7.0
6156,test,False,0,1,tomato,2.541666666666666,2,0,2,None_cut,4.0,3,1,0,tomato_cut,3.4583333333333295,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,31.296816156203615,24.088377013916855,,,4,1.0,30.0,136.0,24.0,,plate,3,1.0,30.0,,,7.0
6157,test,False,0,1,tomato,2.541666666666666,2,0,2,None_cut,4.0,3,1,0,tomato_cut,3.4583333333333295,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,30.046907829759544,24.073238470859685,,,4,1.0,30.0,136.0,24.0,,plate,3,1.0,30.0,,,7.0
6158,test,False,0,1,tomato,2.541666666666666,2,0,2,None_cut,4.0,3,1,0,tomato_cut,3.4583333333333295,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,28.796999503315472,24.058099927802516,,,4,1.0,30.0,136.0,24.0,,plate,3,1.0,30.0,,,7.0
6159,test,False,0,1,tomato,2.541666666666666,2,0,2,None_cut,4.0,3,1,0,tomato_cut,3.4583333333333295,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,27.5470911768714,24.042961384745347,,,4,1.0,30.0,136.0,24.0,,plate,3,1.0,30.0,,,7.0
6160,test,False,0,1,tomato,2.541666666666666,2,0,2,None_cut,4.0,3,1,0,tomato_cut,3.4583333333333295,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,26.29718285042733,24.027822841688177,,,4,1.0,30.0,136.0,24.0,,plate,3,1.0,30.0,,,7.0
6161,test,False,0,1,tomato,2.541666666666666,2,0,2,None_cut,4.0,3,1,0,tomato_cut,3.4583333333333295,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,25.04727452398326,24.012684298631005,,,4,1.0,30.0,136.0,24.0,,plate,3,1.0,30.0,,,7.0
6162,test,False,0,1,tomato,2.541666666666666,2,0,2,None_cut,4.0,3,1,0,tomato_cut,3.4583333333333295,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,4,1.0,30.0,136.0,24.0,,plate,3,1.0,30.0,,,7.0
6163,test,False,0,1,tomato,2.541666666666666,2,0,2,None_cut,4.0,3,1,0,tomato_cut,3.4583333333333295,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,4,1.0,30.0,136.0,24.0,,plate,3,1.0,30.0,,,7.0
6164,test,False,0,1,tomato,2.5833333333333326,2,0,2,None_cut,4.0,3,1,0,tomato_cut,3.4583333333333295,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,4,1.0,30.0,136.0,24.0,,plate,3,1.0,30.0,,,7.0
6165,test,False,0,1,tomato,2.624999999999999,2,0,2,None_cut,4.0,3,1,0,tomato_cut,3.4583333333333295,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,4,1.0,30.0,136.0,24.0,,plate,3,1.0,30.0,,,7.0
6166,test,False,0,1,tomato,2.6666666666666656,2,0,2,None_cut,4.0,3,1,0,tomato_cut,3.4583333333333295,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,4,1.0,30.0,136.0,24.0,,plate,3,1.0,30.0,,,7.0
6167,test,False,0,1,tomato,2.708333333333332,2,0,2,None_cut,4.0,3,1,0,tomato_cut,3.4583333333333295,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,4,1.0,30.0,136.0,24.0,,plate,3,1.0,30.0,,,7.0
6168,test,False,0,1,tomato,2.7499999999999987,2,0,2,None_cut,4.0,3,1,0,tomato_cut,3.4583333333333295,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,4,1.0,30.0,136.0,24.0,,plate,3,1.0,30.0,,,7.0
