tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_03_slot_x,CuttingBoard_03_slot_y,CuttingBoard_03_item,CuttingBoard_03_cut_time_accumulated,CuttingBoard_03_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,cac33e4d401a7bc6_score,player_6ad9a0b7_x,player_6ad9a0b7_y,player_6ad9a0b7_move_target,player_6ad9a0b7_item,player_6ad9a0b7_score,player_6ad9a0b7_cut_speed,player_6ad9a0b7_speed,player_30b5ae3f_x,player_30b5ae3f_y,player_30b5ae3f_move_target,player_30b5ae3f_item,player_30b5ae3f_score,player_30b5ae3f_cut_speed,player_30b5ae3f_speed
3802,0,1,,0,2,None_cut,3.408333333333324,3,0,3,tomato,2.2249999999999948,2,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,56.0,40.0,,tomato_salad,3,1.0,12.0,24.0,56.0,,,0,0.2,30.0
3803,0,1,,0,2,None_cut,3.408333333333324,3,0,3,tomato,2.233333333333328,2,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,56.0,40.0,,tomato_salad,3,1.0,12.0,24.0,56.0,,,0,0.2,30.0
3804,0,1,,0,2,None_cut,3.408333333333324,3,0,3,tomato,2.2416666666666614,2,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,56.0,40.0,,tomato_salad,3,1.0,12.0,24.0,56.0,,,0,0.2,30.0
3805,0,1,,0,2,None_cut,3.408333333333324,3,0,3,tomato,2.2499999999999947,2,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,56.500000000000256,40.0,,tomato_salad,3,1.0,12.0,24.0,56.0,,,0,0.2,30.0
3806,0,1,,0,2,None_cut,3.408333333333324,3,0,3,tomato,2.258333333333328,2,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,57.00000000000051,40.0,,tomato_salad,3,1.0,12.0,24.0,56.0,,,0,0.2,30.0
3807,0,1,,0,2,None_cut,3.408333333333324,3,0,3,tomato,2.2666666666666613,2,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,57.50000000000077,40.0,,tomato_salad,3,1.0,12.0,24.0,56.0,,,0,0.2,30.0
3808,0,1,,0,2,None_cut,3.408333333333324,3,0,3,tomato,2.2749999999999946,2,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,58.00000000000102,40.0,,tomato_salad,3,1.0,12.0,24.0,56.0,,,0,0.2,30.0
3809,0,1,,0,2,None_cut,3.408333333333324,3,0,3,tomato,2.283333333333328,2,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,58.50000000000128,40.0,,tomato_salad,3,1.0,12.0,24.0,56.0,,,0,0.2,30.0
3810,0,1,,0,2,None_cut,3.408333333333324,3,0,3,tomato,2.291666666666661,2,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,59.000000000001535,40.0,,tomato_salad,3,1.0,12.0,24.0,56.0,,,0,0.2,30.0
3811,0,1,,0,2,None_cut,3.408333333333324,3,0,3,tomato,2.2999999999999945,2,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,59.50000000000179,40.0,,tomato_salad,3,1.0,12.0,24.0,56.0,,,0,0.2,30.0
3812,0,1,,0,2,None_cut,3.408333333333324,3,0,3,tomato,2.308333333333328,2,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,60.000000000002046,40.0,,tomato_salad,3,1.0,12.0,24.0,56.0,,,0,0.2,30.0
3813,0,1,,0,2,None_cut,3.408333333333324,3,0,3,tomato,2.316666666666661,2,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,60.5000000000023,40.0,,tomato_salad,3,1.0,12.0,24.0,56.0,,,0,0.2,30.0
3814,0,1,,0,2,None_cut,3.408333333333324,3,0,3,tomato,2.3249999999999944,2,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,61.00000000000256,40.0,,tomato_salad,3,1.0,12.0,24.0,56.0,,,0,0.2,30.0
3815,0,1,,0,2,None_cut,3.408333333333324,3,0,3,tomato,2.3333333333333277,2,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,61.500000000002814,40.0,,tomato_salad,3,1.0,12.0,24.0,56.0,,,0,0.2,30.0
3816,0,1,,0,2,None_cut,3.408333333333324,3,0,3,tomato,2.341666666666661,2,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,62.00000000000307,40.0,,tomato_salad,3,1.0,12.0,24.0,56.0,,,0,0.2,30.0
3817,0,1,,0,2,None_cut,3.408333333333324,3,0,3,tomato,2.3499999999999943,2,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,62.500000000003325,40.0,,tomato_salad,3,1.0,12.0,24.0,56.0,,,0,0.2,30.0
3818,0,1,,0,2,None_cut,3.408333333333324,3,0,3,tomato,2.3583333333333276,2,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,63.00000000000358,40.0,,tomato_salad,3,1.0,12.0,24.0,56.0,,,0,0.2,30.0
3819,0,1,,0,2,None_cut,3.408333333333324,3,0,3,tomato,2.366666666666661,2,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,63.50000000000384,40.0,,tomato_salad,3,1.0,12.0,24.0,56.0,,,0,0.2,30.0
3820,0,1,,0,2,None_cut,3.408333333333324,3,0,3,tomato,2.3749999999999942,2,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,64.00000000000409,40.0,,tomato_salad,3,1.0,12.0,24.0,56.0,,,0,0.2,30.0
3821,0,1,,0,2,None_cut,3.408333333333324,3,0,3,tomato,2.3833333333333275,2,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,64.50000000000364,40.0,,tomato_salad,3,1.0,12.0,24.0,56.0,,,0,0.2,30.0
3822,0,1,,0,2,None_cut,3.408333333333324,3,0,3,tomato,2.391666666666661,2,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,65.00000000000318,40.0,,tomato_salad,3,1.0,12.0,24.0,56.0,,,0,0.2,30.0
3823,0,1,,0,2,None_cut,3.408333333333324,3,0,3,tomato,2.399999999999994,2,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,65.50000000000273,40.0,,tomato_salad,3,1.0,12.0,24.0,56.0,,,0,0.2,30.0
3824,0,1,,0,2,None_cut,3.408333333333324,3,0,3,tomato,2.4083333333333274,2,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,66.00000000000227,40.0,,tomato_salad,3,1.0,12.0,24.0,56.0,,,0,0.2,30.0
3825,0,1,,0,2,None_cut,3.408333333333324,3,0,3,tomato,2.4166666666666607,2,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,66.50000000000182,40.0,,tomato_salad,3,1.0,12.0,24.0,56.0,,,0,0.2,30.0
3826,0,1,,0,2,None_cut,3.408333333333324,3,0,3,tomato,2.424999999999994,2,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,67.00000000000136,40.0,,tomato_salad,3,1.0,12.0,24.0,56.0,,,0,0.2,30.0
3827,0,1,,0,2,None_cut,3.408333333333324,3,0,3,tomato,2.4333333333333274,2,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,67.50000000000091,40.0,,tomato_salad,3,1.0,12.0,24.0,56.0,,,0,0.2,30.0
3828,0,1,,0,2,None_cut,3.408333333333324,3,0,3,tomato,2.4416666666666607,2,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,68.00000000000045,40.0,,tomato_salad,3,1.0,12.0,24.0,56.0,,,0,0.2,30.0
3829,0,1,,0,2,None_cut,3.408333333333324,3,0,3,tomato,2.449999999999994,2,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,68.5,40.0,,tomato_salad,3,1.0,12.0,24.0,56.0,,,0,0.2,30.0
3830,0,1,,0,2,None_cut,3.408333333333324,3,0,3,tomato,2.4583333333333273,2,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,68.99999999999955,40.0,,tomato_salad,3,1.0,12.0,24.0,56.0,,,0,0.2,30.0
3831,0,1,,0,2,None_cut,3.408333333333324,3,0,3,tomato,2.4666666666666606,2,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,69.49999999999909,40.0,,tomato_salad,3,1.0,12.0,24.0,56.0,,,0,0.2,30.0
3832,0,1,,0,2,None_cut,3.408333333333324,3,0,3,tomato,2.474999999999994,2,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,69.99999999999864,40.0,,tomato_salad,3,1.0,12.0,24.0,56.0,,,0,0.2,30.0
3833,0,1,,0,2,None_cut,3.408333333333324,3,0,3,tomato,2.483333333333327,2,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,70.49999999999818,40.0,,tomato_salad,3,1.0,12.0,24.0,56.0,,,0,0.2,30.0
3834,0,1,,0,2,None_cut,3.408333333333324,3,0,3,tomato,2.4916666666666605,2,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,70.99999999999773,40.0,,tomato_salad,3,1.0,12.0,24.0,56.0,,,0,0.2,30.0
3835,0,1,,0,2,None_cut,3.408333333333324,3,0,3,tomato,2.499999999999994,2,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,71.49999999999727,40.0,,tomato_salad,3,1.0,12.0,24.0,56.0,,,0,0.2,30.0
3836,0,1,,0,2,None_cut,3.408333333333324,3,0,3,tomato,2.508333333333327,2,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,71.94371843040568,40.137048156007296,,tomato_salad,3,1.0,12.0,24.0,56.0,,,0,0.2,30.0
3837,0,1,,0,2,None_cut,3.408333333333324,3,0,3,tomato,2.5166666666666604,2,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,72.29940671350488,40.48845368423113,,tomato_salad,3,1.0,12.0,24.0,56.0,,,0,0.2,30.0
3838,0,1,,0,2,None_cut,3.408333333333324,3,0,3,tomato,2.5249999999999937,2,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,72.65509499660408,40.83985921245497,,tomato_salad,3,1.0,12.0,24.0,56.0,,,0,0.2,30.0
3839,0,1,,0,2,None_cut,3.408333333333324,3,0,3,tomato,2.533333333333327,2,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,73.01078327970328,41.191264740678804,,tomato_salad,3,1.0,12.0,24.0,56.0,,,0,0.2,30.0
3840,0,1,,0,2,None_cut,3.408333333333324,3,0,3,tomato,2.5416666666666603,2,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,73.36647156280247,41.54267026890264,,tomato_salad,3,1.0,12.0,24.0,56.0,,,0,0.2,30.0
3841,0,1,,0,2,None_cut,3.408333333333324,3,0,3,tomato,2.5499999999999936,2,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,73.72215984590167,41.894075797126476,,tomato_salad,3,1.0,12.0,24.0,56.0,,,0,0.2,30.0
3842,0,1,,0,2,None_cut,3.408333333333324,3,0,3,tomato,2.558333333333327,2,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,74.07784812900087,42.24548132535031,,tomato_salad,3,1.0,12.0,24.0,56.0,,,0,0.2,30.0
3843,0,1,,0,2,None_cut,3.408333333333324,3,0,3,tomato,2.56666666666666,2,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,74.43353641210007,42.59688685357415,,tomato_salad,3,1.0,12.0,24.0,56.0,,,0,0.2,30.0
3844,0,1,,0,2,None_cut,3.408333333333324,3,0,3,tomato,2.5749999999999935,2,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,74.78922469519927,42.948292381797984,,tomato_salad,3,1.0,12.0,24.0,56.0,,,0,0.2,30.0
3845,0,1,,0,2,None_cut,3.408333333333324,3,0,3,tomato,2.583333333333327,2,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,75.14491297829846,43.29969791002182,,tomato_salad,3,1.0,12.0,24.0,56.0,,,0,0.2,30.0
3846,0,1,,0,2,None_cut,3.408333333333324,3,0,3,tomato,2.59166666666666,2,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,75.50060126139766,43.651103438245656,,tomato_salad,3,1.0,12.0,24.0,56.0,,,0,0.2,30.0
3847,0,1,,0,2,None_cut,3.408333333333324,3,0,3,tomato,2.5999999999999934,2,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,75.85628954449686,44.00250896646949,,tomato_salad,3,1.0,12.0,24.0,56.0,,,0,0.2,30.0
3848,0,1,,0,2,None_cut,3.408333333333324,3,0,3,tomato,2.6083333333333267,2,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,76.21197782759606,44.35391449469333,,tomato_salad,3,1.0,12.0,24.0,56.0,,,0,0.2,30.0
3849,0,1,,0,2,None_cut,3.408333333333324,3,0,3,tomato,2.61666666666666,2,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,76.56766611069526,44.705320022917164,,tomato_salad,3,1.0,12.0,24.0,56.0,,,0,0.2,30.0
3850,0,1,,0,2,None_cut,3.408333333333324,3,0,3,tomato,2.6249999999999933,2,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,76.92335439379445,45.056725551141,,tomato_salad,3,1.0,12.0,24.0,56.0,,,0,0.2,30.0
3851,0,1,,0,2,None_cut,3.408333333333324,3,0,3,tomato,2.6333333333333266,2,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,77.27904267689365,45.408131079364836,,tomato_salad,3,1.0,12.0,24.0,56.0,,,0,0.2,30.0
3852,0,1,,0,2,None_cut,3.408333333333324,3,0,3,tomato,2.64166666666666,2,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,77.63473095999285,45.75953660758867,,tomato_salad,3,1.0,12.0,24.0,56.0,,,0,0.2,30.0
3853,0,1,,0,2,None_cut,3.408333333333324,3,0,3,tomato,2.6499999999999932,2,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,77.99041924309205,46.11094213581251,,tomato_salad,3,1.0,12.0,24.0,56.0,,,0,0.2,30.0
3854,0,1,,0,2,None_cut,3.408333333333324,3,0,3,tomato,2.6583333333333266,2,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,78.34610752619125,46.46234766403634,,tomato_salad,3,1.0,12.0,24.0,56.0,,,0,0.2,30.0
3855,0,1,,0,2,None_cut,3.408333333333324,3,0,3,tomato,2.66666666666666,2,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,78.70179580929045,46.81375319226018,,tomato_salad,3,1.0,12.0,24.0,56.0,,,0,0.2,30.0
3856,0,1,,0,2,None_cut,3.408333333333324,3,0,3,tomato,2.674999999999993,2,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,79.05748409238964,47.165158720484015,,tomato_salad,3,1.0,12.0,24.0,56.0,,,0,0.2,30.0
3857,0,1,,0,2,None_cut,3.408333333333324,3,0,3,tomato,2.6833333333333265,2,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,79.41317237548884,47.51656424870785,,tomato_salad,3,1.0,12.0,24.0,56.0,,,0,0.2,30.0
3858,0,1,,0,2,None_cut,3.408333333333324,3,0,3,tomato,2.6916666666666598,2,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,79.76886065858804,47.86796977693169,,tomato_salad,3,1.0,12.0,24.0,56.0,,,0,0.2,30.0
3859,0,1,,0,2,None_cut,3.408333333333324,3,0,3,tomato,2.699999999999993,2,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,80.12454894168724,48.21937530515552,,tomato_salad,3,1.0,12.0,24.0,56.0,,,0,0.2,30.0
3860,0,1,,0,2,None_cut,3.408333333333324,3,0,3,tomato,2.7083333333333264,2,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,80.48023722478644,48.57078083337936,,tomato_salad,3,1.0,12.0,24.0,56.0,,,0,0.2,30.0
3861,0,1,,0,2,None_cut,3.408333333333324,3,0,3,tomato,2.7166666666666597,2,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,80.83592550788563,48.922186361603195,,tomato_salad,3,1.0,12.0,24.0,56.0,,,0,0.2,30.0
3862,0,1,,0,2,None_cut,3.408333333333324,3,0,3,tomato,2.724999999999993,2,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,81.19161379098483,49.27359188982703,,tomato_salad,3,1.0,12.0,24.0,56.0,,,0,0.2,30.0
3863,0,1,,0,2,None_cut,3.408333333333324,3,0,3,tomato,2.7333333333333263,2,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,81.54730207408403,49.62499741805087,,tomato_salad,3,1.0,12.0,24.0,56.0,,,0,0.2,30.0
3864,0,1,,0,2,None_cut,3.408333333333324,3,0,3,tomato,2.7416666666666596,2,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,81.90299035718323,49.9764029462747,,tomato_salad,3,1.0,12.0,24.0,56.0,,,0,0.2,30.0
3865,0,1,,0,2,None_cut,3.408333333333324,3,0,3,tomato,2.749999999999993,2,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,82.25867864028243,50.32780847449854,,tomato_salad,3,1.0,12.0,24.0,56.0,,,0,0.2,30.0
3866,0,1,,0,2,None_cut,3.408333333333324,3,0,3,tomato,2.758333333333326,2,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,82.61436692338162,50.679214002722375,,tomato_salad,3,1.0,12.0,24.0,56.0,,,0,0.2,30.0
3867,0,1,,0,2,None_cut,3.408333333333324,3,0,3,tomato,2.7666666666666595,2,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,82.97005520648082,51.03061953094621,,tomato_salad,3,1.0,12.0,24.0,56.0,,,0,0.2,30.0
3868,0,1,,0,2,None_cut,3.408333333333324,3,0,3,tomato,2.774999999999993,2,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,83.32574348958002,51.38202505917005,,tomato_salad,3,1.0,12.0,24.0,56.0,,,0,0.2,30.0
3869,0,1,,0,2,None_cut,3.408333333333324,3,0,3,tomato,2.783333333333326,2,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,83.68143177267922,51.73343058739388,,tomato_salad,3,1.0,12.0,24.0,56.0,,,0,0.2,30.0
3870,0,1,,0,2,None_cut,3.408333333333324,3,0,3,tomato,2.7916666666666594,2,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,84.03712005577842,52.08483611561772,,tomato_salad,3,1.0,12.0,24.0,56.0,,,0,0.2,30.0
3871,0,1,,0,2,None_cut,3.408333333333324,3,0,3,tomato,2.7999999999999927,2,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,84.39280833887761,52.436241643841555,,tomato_salad,3,1.0,12.0,24.0,56.0,,,0,0.2,30.0
3872,0,1,,0,2,None_cut,3.408333333333324,3,0,3,tomato,2.808333333333326,2,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,84.74849662197681,52.78764717206539,,tomato_salad,3,1.0,12.0,24.0,56.0,,,0,0.2,30.0
3873,0,1,,0,2,None_cut,3.408333333333324,3,0,3,tomato,2.8166666666666593,2,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,85.10418490507601,53.13905270028923,,tomato_salad,3,1.0,12.0,24.0,56.0,,,0,0.2,30.0
3874,0,1,,0,2,None_cut,3.408333333333324,3,0,3,tomato,2.8249999999999926,2,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,85.45987318817521,53.49045822851306,,tomato_salad,3,1.0,12.0,24.0,56.0,,,0,0.2,30.0
3875,0,1,,0,2,None_cut,3.408333333333324,3,0,3,tomato,2.833333333333326,2,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,85.8155614712744,53.8418637567369,,tomato_salad,3,1.0,12.0,24.0,56.0,,,0,0.2,30.0
3876,0,1,,0,2,None_cut,3.408333333333324,3,0,3,tomato,2.8416666666666592,2,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,86.1712497543736,54.193269284960735,,tomato_salad,3,1.0,12.0,24.0,56.0,,,0,0.2,30.0
3877,0,1,,0,2,None_cut,3.408333333333324,3,0,3,tomato,2.8499999999999925,2,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,86.5269380374728,54.54467481318457,,tomato_salad,3,1.0,12.0,24.0,56.0,,,0,0.2,30.0
3878,0,1,,0,2,None_cut,3.408333333333324,3,0,3,tomato,2.858333333333326,2,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,86.88262632057193,54.89608034140841,,tomato_salad,3,1.0,12.0,24.0,56.0,,,0,0.2,30.0
